
[00:00:00.000 --> 00:00:02.580]  我哋中國人好鍾意個好字
[00:00:02.580 --> 00:00:07.440]  所以我哋中國嘅成語有好多係同好字有關
[00:00:07.440 --> 00:00:10.400]  你話一個人人品好好
[00:00:10.400 --> 00:00:13.120]  我哋叫佢咩?叫佢做好好先生
[00:00:13.120 --> 00:00:16.240]  事情狀況嘅發展
[00:00:16.240 --> 00:00:18.360]  好圓滿好順利
[00:00:18.360 --> 00:00:20.560]  我哋叫佢做花好月圓
[00:00:20.560 --> 00:00:21.960]  我哋話呢個人
[00:00:21.960 --> 00:00:23.960]  咁鍾意做善事嘅
[00:00:23.960 --> 00:00:26.880]  就話佢樂善好施
[00:00:26.880 --> 00:00:30.520]  或者一個人無論講乜嘢做乜嘢
[00:00:30.520 --> 00:00:33.080]  都係咁恰當咁合適嘅
[00:00:33.080 --> 00:00:36.280]  我哋叫佢做恰到好處
[00:00:36.280 --> 00:00:39.280]  呢個好字係點樣嚟嘅呢?
[00:00:39.280 --> 00:00:44.320]  好字係由女字同埋子字
[00:00:44.320 --> 00:00:46.480]  呢兩個字合埋一齊嘅
[00:00:46.480 --> 00:00:49.680]  就一個女人生咗一個BB仔
[00:00:49.680 --> 00:00:53.120]  抱喺懷裏面非常滿足
[00:00:53.120 --> 00:00:54.640]  所以好好
[00:00:54.640 --> 00:00:57.360]  我哋中國古代係一個農業社會
[00:00:57.360 --> 00:01:00.280]  因為生咗個男丁代表多個人耕田
[00:01:00.280 --> 00:01:02.760]  多一份生產力
[00:01:02.760 --> 00:01:06.360]  即係話你嘅財富越嚟越積聚
[00:01:06.360 --> 00:01:09.360]  所以係超級好嘅事
[00:01:09.360 --> 00:01:12.560]  所以好字亦都係暗示緊
[00:01:12.560 --> 00:01:14.560]  能力嘅提升
[00:01:14.560 --> 00:01:17.720]  並且有極大嘅盼望
[00:01:17.720 --> 00:01:19.960]  但係乜嘢先係好呢?
[00:01:19.960 --> 00:01:22.240]  一個人認為一樣嘢好唔好
[00:01:22.240 --> 00:01:24.320]  主要係由兩個因素決定嘅
[00:01:24.320 --> 00:01:26.320]  第一個因素就係
[00:01:26.320 --> 00:01:29.640]  你嘅身份同埋你嘅處境
[00:01:29.640 --> 00:01:30.680]  各位頂姐妹
[00:01:30.680 --> 00:01:33.000]  如果而家開始
[00:01:33.000 --> 00:01:38.040]  所有嘅打工仔加薪一倍好唔好呀?
[00:01:38.040 --> 00:01:39.040]  梗係好啦
[00:01:39.040 --> 00:01:40.280]  打工仔梗係好啦
[00:01:40.280 --> 00:01:43.800]  但係如果仲有啲老闆就好似唔係幾好
[00:01:43.800 --> 00:01:48.680]  如果將釣魚台歸還畀中國好唔好呢?
[00:01:48.680 --> 00:01:50.280]  多數中國人都會話好
[00:01:50.280 --> 00:01:53.400]  但係對於日本人嚟講就好似唔係幾好
[00:01:53.400 --> 00:01:56.520]  所以你嘅身份同埋你嘅處境
[00:01:56.520 --> 00:01:58.880]  係決定你睇呢件事好唔好
[00:01:58.880 --> 00:02:03.240]  第二個因素就係你嘅見識同埋成長
[00:02:03.240 --> 00:02:05.920]  換咗講可能今日覺得唔好嘅嘢
[00:02:05.920 --> 00:02:08.960]  可能將來聽日可能會覺得好
[00:02:08.960 --> 00:02:12.160]  同一樣意思可能今日你覺得已經夠好啦
[00:02:12.160 --> 00:02:16.440]  但係聽日可能將來或者有啲嘢更好
[00:02:16.440 --> 00:02:18.840]  更美滿嘅
[00:02:18.840 --> 00:02:23.080]  如果一個人由細到大都經歷過好多嘅挫折
[00:02:23.080 --> 00:02:25.920]  佢需要成日要解決難題
[00:02:25.920 --> 00:02:27.760]  解決一啲困境嘅
[00:02:27.760 --> 00:02:29.040]  你話好唔好呢?
[00:02:29.040 --> 00:02:31.200]  有人話好,有人話唔好
[00:02:31.200 --> 00:02:33.120]  但係我哋每一個成長成熟
[00:02:33.120 --> 00:02:35.200]  我哋經歷過啲閱歷嘅人
[00:02:35.200 --> 00:02:38.920]  我哋都知道人生裏面係好多困難㗎,係咪?
[00:02:38.920 --> 00:02:41.600]  困難係人生裏面客觀嘅事實
[00:02:41.600 --> 00:02:45.000]  既然係唔可以逃避嘅客觀嘅事實
[00:02:45.000 --> 00:02:49.960]  如果呢個人一路習慣咗面對逆境解決困難
[00:02:49.960 --> 00:02:55.720]  嚟講佢面對將來嘅處境將來嘅人生嘅能力又會大咗
[00:02:55.720 --> 00:02:58.240]  佢成功嘅機會亦都會大咗
[00:02:58.240 --> 00:03:02.200]  所以本來唔好嘅嘢都會變得好嘅喎
[00:03:02.200 --> 00:03:07.760]  可能幾十年前可能去海外留學就好似移民咁樣
[00:03:07.760 --> 00:03:09.600]  點解呢?因為你除咗寫信之外
[00:03:09.600 --> 00:03:11.320]  冇乜機會同屋企人接觸
[00:03:11.320 --> 00:03:13.000]  機票又貴
[00:03:13.000 --> 00:03:15.680]  嗰陣時打長途電話係好貴嘅
[00:03:15.680 --> 00:03:16.960]  電話費好貴嘅
[00:03:16.960 --> 00:03:20.680]  如果你有一次可以有機會同屋企人傾到長途電話
[00:03:20.680 --> 00:03:22.160]  你已經覺得好幸福
[00:03:22.160 --> 00:03:23.120]  但係今日唔同
[00:03:23.120 --> 00:03:25.040]  你好多時間可以免費上網
[00:03:25.040 --> 00:03:26.080]  可以WhatsApp
[00:03:26.080 --> 00:03:27.160]  又可以FaceTime
[00:03:27.160 --> 00:03:28.800]  甚至你個樣都見到
[00:03:28.800 --> 00:03:31.840]  所以而家係一定要好過舊時
[00:03:31.840 --> 00:03:36.160]  舊時唔好嘅嘢今日已經變得非常之好
[00:03:36.160 --> 00:03:38.800]  同一樣喺希伯來斯裏面嗰啲猶太人
[00:03:38.800 --> 00:03:41.080]  覺得自己守足哂律法
[00:03:41.080 --> 00:03:43.520]  百分之一百遵守哂所有規則
[00:03:43.520 --> 00:03:44.880]  就已經覺得夠好啦
[00:03:44.880 --> 00:03:46.920]  但係希伯來斯嘅作者話畀佢聽
[00:03:46.920 --> 00:03:49.000]  你哋以為咁樣已經夠好
[00:03:49.000 --> 00:03:50.040]  你哋唔知道
[00:03:50.040 --> 00:03:53.640]  神已經為你預備啲更好更好嘅嘢
[00:03:53.640 --> 00:03:55.400]  就係耶穌基督啦
[00:03:55.400 --> 00:03:58.480]  我哋一齊睇睇希伯來斯八章六字好嗎
[00:03:58.480 --> 00:04:00.400]  讓我一齊讀一一二三
[00:04:00.400 --> 00:04:04.280]  如今耶穌所得嘅職任是更美的
[00:04:04.280 --> 00:04:08.040]  正如他作更美之約嘅中補
[00:04:08.040 --> 00:04:12.360]  這約原是憑更美之應許立的
[00:04:12.360 --> 00:04:14.760]  呢個和合本大家讀完之後
[00:04:14.760 --> 00:04:16.040]  基本上都唔知佢講乜嘅
[00:04:16.040 --> 00:04:19.000]  我解釋吓嗰啲黃色嘅字
[00:04:19.000 --> 00:04:21.560]  耶穌所得嘅職任是更美的
[00:04:21.560 --> 00:04:22.880]  即係咩意思呢
[00:04:22.880 --> 00:04:27.440]  耶穌為你同我所完成嘅任務
[00:04:27.440 --> 00:04:32.040]  所做嘅事比起喺猶太律法裏面
[00:04:32.040 --> 00:04:36.920]  嗰啲祭司為猶太人所做嘅事更加有效
[00:04:36.920 --> 00:04:38.840]  所以更加好
[00:04:38.840 --> 00:04:39.720]  點解呢
[00:04:39.720 --> 00:04:42.240]  因為喺舊約嘅時代裏面
[00:04:42.240 --> 00:04:45.200]  人同埋神立咗個盟約叫舊約
[00:04:45.200 --> 00:04:47.280]  但喺舊約裏面大家都有啲要求
[00:04:47.280 --> 00:04:48.280]  神做得到
[00:04:48.280 --> 00:04:50.840]  但係人從來都做唔到
[00:04:50.840 --> 00:04:53.080]  從來都冇辦法遵守到
[00:04:53.080 --> 00:04:57.600]  所以就需要祭司去贖罪獻祭
[00:04:57.600 --> 00:04:59.040]  用嚟補獲
[00:04:59.040 --> 00:05:01.320]  所以祭司嘅贖罪獻祭喺舊約裏面
[00:05:01.320 --> 00:05:03.080]  係用嚟補獲嘅
[00:05:03.080 --> 00:05:05.800]  更美之約嘅中補係咩意思呢
[00:05:05.800 --> 00:05:08.400]  既然人從來都做唔到
[00:05:08.400 --> 00:05:10.080]  遵守唔到呢啲嘅規條
[00:05:10.080 --> 00:05:11.720]  遵守唔到呢啲嘅要求
[00:05:11.720 --> 00:05:12.960]  就喺呢個時間
[00:05:12.960 --> 00:05:14.480]  耶穌就出場
[00:05:14.480 --> 00:05:16.560]  耶穌用佢嘅血
[00:05:16.560 --> 00:05:18.640]  同我哋全人類
[00:05:18.640 --> 00:05:19.400]  立一個新約
[00:05:19.400 --> 00:05:20.840]  就好似剛才聖親咁講
[00:05:20.840 --> 00:05:22.240]  立一個新嘅盟約
[00:05:22.240 --> 00:05:23.480]  呢個叫新約
[00:05:23.480 --> 00:05:27.320]  而呢個新約係比舊約更加好
[00:05:27.320 --> 00:05:29.880]  點解呢
[00:05:29.880 --> 00:05:33.080]  因為耶穌作為呢個盟約
[00:05:33.080 --> 00:05:36.200]  呢個新嘅盟約嘅保證人
[00:05:36.200 --> 00:05:37.600]  係咩意思呢
[00:05:37.600 --> 00:05:38.720]  耶穌作為保證人
[00:05:38.720 --> 00:05:40.720]  就耶穌等於一條橋咁樣
[00:05:40.720 --> 00:05:42.600]  一方面佢代表神
[00:05:42.600 --> 00:05:43.240]  佢係神嚟㗎
[00:05:43.240 --> 00:05:44.240]  佢代表神
[00:05:44.240 --> 00:05:45.800]  同人類立約
[00:05:45.800 --> 00:05:46.800]  另一方面
[00:05:46.800 --> 00:05:49.440]  佢變成你同我人類一樣
[00:05:49.440 --> 00:05:51.440]  就係我哋叫佢道成肉身
[00:05:51.440 --> 00:05:52.680]  變成人類一樣
[00:05:52.680 --> 00:05:55.360]  代表人類同神立約
[00:05:55.360 --> 00:05:56.480]  唔單止係咁
[00:05:56.480 --> 00:05:58.120]  耶穌作為保證人
[00:05:58.120 --> 00:05:59.120]  咩意思呢
[00:05:59.120 --> 00:06:01.080]  耶穌要擔保
[00:06:01.080 --> 00:06:04.320]  呢個盟約嘅立約雙方都滿意
[00:06:04.320 --> 00:06:05.960]  點樣滿意法呀
[00:06:05.960 --> 00:06:07.200]  神作為神
[00:06:07.200 --> 00:06:08.080]  佢係信實嘅
