
[00:00:00.000 --> 00:00:03.000]  讓我們一起聊禱告
[00:00:03.000 --> 00:00:08.000]  親愛的天父,我們感謝您
[00:00:08.000 --> 00:00:11.000]  我們真的要讚您
[00:00:11.000 --> 00:00:15.000]  因為您讓我們在這段時間
[00:00:15.000 --> 00:00:18.000]  雖然有很多限制
[00:00:18.000 --> 00:00:21.000]  有很多難處、挑戰
[00:00:21.000 --> 00:00:23.000]  但是來到今天
[00:00:23.000 --> 00:00:26.000]  您實在是保守了我們
[00:00:26.000 --> 00:00:28.000]  我們仍然要讚美您
[00:00:28.000 --> 00:00:30.000]  您讓我們有生命氣息
[00:00:30.000 --> 00:00:32.000]  我們感謝您
[00:00:32.000 --> 00:00:35.000]  再一次的,孩子要禱告
[00:00:35.000 --> 00:00:37.000]  因為我們在網上崇拜
[00:00:37.000 --> 00:00:41.000]  有時網上崇拜我們未必專心
[00:00:41.000 --> 00:00:43.000]  或者有時網上崇拜
[00:00:43.000 --> 00:00:48.000]  我們都有很多其他東西影響我們
[00:00:48.000 --> 00:00:51.000]  但是您是無所不在的
[00:00:51.000 --> 00:00:53.000]  求主您再一次的
[00:00:53.000 --> 00:00:55.000]  在我們內心工作
[00:00:55.000 --> 00:00:58.000]  讓我們在網上崇拜
[00:00:58.000 --> 00:01:00.000]  不是那個工具
[00:01:00.000 --> 00:01:04.000]  但是我們真的去崇拜、敬拜您
[00:01:04.000 --> 00:01:07.000]  仍然是透過您的聖言
[00:01:07.000 --> 00:01:13.000]  透過孩子作為您的出口的時候
[00:01:13.000 --> 00:01:18.000]  我們一同得到主的提醒
[00:01:18.000 --> 00:01:23.000]  我們就將今天的崇拜再一次交上
[00:01:23.000 --> 00:01:27.000]  禱告奉耶穌基督的名字
[00:01:27.000 --> 00:01:30.000]  今天的經文不是很長
[00:01:30.000 --> 00:01:34.000]  其實整段經文是接續著上文
[00:01:34.000 --> 00:01:36.000]  一直在提醒信徒
[00:01:36.000 --> 00:01:39.000]  一些很落實的基督徒生活的指引
[00:01:39.000 --> 00:01:41.000]  譬如剛剛上面那段是說
[00:01:41.000 --> 00:01:43.000]  作為一個光明之子
[00:01:43.000 --> 00:01:46.000]  是怎樣做一個稱職的基督徒
[00:01:46.000 --> 00:01:49.000]  這段經文雖然不是很長
[00:01:49.000 --> 00:01:50.000]  短短的
[00:01:50.000 --> 00:01:53.000]  但是是很出名的經文
[00:01:53.000 --> 00:01:55.000]  其中有一句就叫愛惜光陰
[00:01:55.000 --> 00:01:56.000]  稍後也會解釋
[00:01:56.000 --> 00:01:58.000]  但是什麼人要愛惜光陰
[00:01:58.000 --> 00:01:59.000]  是有智慧的人
[00:01:59.000 --> 00:02:01.000]  什麼人不愛惜光陰
[00:02:01.000 --> 00:02:02.000]  就是一些蠢人
[00:02:02.000 --> 00:02:06.000]  所以這段經文其實要留意
[00:02:06.000 --> 00:02:08.000]  有兩個形容
[00:02:08.000 --> 00:02:11.000]  不要做一個蠢的基督徒
[00:02:11.000 --> 00:02:13.000]  很少經文是這麼密集
[00:02:13.000 --> 00:02:16.000]  告訴我們不要做一個蠢人
[00:02:16.000 --> 00:02:17.000]  第十五節
[00:02:17.000 --> 00:02:20.000]  你們要謹慎行事不要像愚昧人
[00:02:20.000 --> 00:02:22.000]  當像智慧人
[00:02:22.000 --> 00:02:25.000]  所以我們會起這個題目
[00:02:25.000 --> 00:02:26.000]  第十七節
[00:02:26.000 --> 00:02:29.000]  他說不要做糊塗人
[00:02:29.000 --> 00:02:31.000]  要明白主的旨意如何
[00:02:31.000 --> 00:02:33.000]  其實前面那個蠢
[00:02:33.000 --> 00:02:35.000]  就是那個蠢人
[00:02:35.000 --> 00:02:36.000]  應該說愚昧人
[00:02:36.000 --> 00:02:38.000]  用回羅學本的翻譯
[00:02:38.000 --> 00:02:39.000]  和智慧人
[00:02:39.000 --> 00:02:43.000]  保羅他就在玩一種 wordplay
[00:02:43.000 --> 00:02:45.000]  就是一種所謂識字
[00:02:45.000 --> 00:02:49.000]  兩個音是非常相似的
[00:02:49.000 --> 00:02:52.000]  如果大家讀給大家聽
[00:02:52.000 --> 00:02:55.000]  叫做absopoi
[00:02:55.000 --> 00:02:57.000]  一個叫做sopoi
[00:02:57.000 --> 00:02:59.000]  就是單一個字母
[00:02:59.000 --> 00:03:01.000]  你就不要做absopoi
[00:03:01.000 --> 00:03:03.000]  要做sopoi
[00:03:03.000 --> 00:03:05.000]  你看英文也是
[00:03:05.000 --> 00:03:09.000]  一個a字頭其實是否定的意思
[00:03:09.000 --> 00:03:10.000]  again的意思
[00:03:10.000 --> 00:03:11.000]  或者沒有的意思
[00:03:11.000 --> 00:03:14.000]  所以它是單一個音
[00:03:14.000 --> 00:03:16.000]  只有一個字母
[00:03:16.000 --> 00:03:20.000]  所以他用這個方式來說
[00:03:20.000 --> 00:03:22.000]  不要做愚昧人
[00:03:22.000 --> 00:03:24.000]  要做智慧人
[00:03:24.000 --> 00:03:27.000]  一方面在玩一個wordplay
[00:03:27.000 --> 00:03:30.000]  但也帶出主題
[00:03:30.000 --> 00:03:33.000]  我們要謹慎行事
[00:03:33.000 --> 00:03:35.000]  要做一個智慧人是怎樣呢
[00:03:35.000 --> 00:03:37.000]  就不要做一個愚昧人
[00:03:37.000 --> 00:03:38.000]  但是說一個愚昧
[00:03:38.000 --> 00:03:41.000]  剛才不是說第十七節有一個糊塗
[00:03:41.000 --> 00:03:44.000]  這個字就特別一點
[00:03:44.000 --> 00:03:48.000]  比剛才那個愚昧字強烈很多
[00:03:48.000 --> 00:03:51.000]  我在查一本識經書的字義解釋
[00:03:51.000 --> 00:03:54.000]  而出這個字的含義是多方面的
