
[00:00:00.000 --> 00:00:03.920]  今天我的講題就是
[00:00:03.920 --> 00:00:07.520]  銘記神恩 以便以謝
[00:00:07.520 --> 00:00:10.000]  有沒有聽過這個名字 以便以謝
[00:00:10.000 --> 00:00:12.600]  我們曾經有一首詩歌也有這個名字
[00:00:12.600 --> 00:00:17.280]  以便以謝
[00:00:17.280 --> 00:00:21.520]  究竟這個「以便以謝」有什麼提醒呢?
[00:00:21.520 --> 00:00:25.840]  原來這個正是叫我們不要忘記神的恩典
[00:00:25.840 --> 00:00:29.800]  好嗎?我們再一次有一個感恩的心
[00:00:29.800 --> 00:00:36.120]  用一個柔軟的心接受神的提醒
[00:00:36.120 --> 00:00:39.720]  我們做一個簡單的祈禱 好嗎?請大家禱告
[00:00:39.720 --> 00:00:43.040]  天父我們實在要銘記祢的恩典
[00:00:43.040 --> 00:00:45.840]  祢是以便以謝的上帝
[00:00:45.840 --> 00:00:49.800]  讓我們再一次體會到祢的真實
[00:00:49.800 --> 00:00:52.880]  就在歷史當中 在以色列人的裏面
[00:00:52.880 --> 00:00:55.440]  今天也在我們的人生裏面
[00:00:55.440 --> 00:00:57.600]  成為我們的依靠
[00:00:57.600 --> 00:01:02.360]  而且我們要銘記祢是那位一生幫助我們的上帝
[00:01:02.360 --> 00:01:05.160]  直到如今 奉耶穌基督的名
[00:01:05.160 --> 00:01:06.840]  阿們
[00:01:06.840 --> 00:01:10.040]  我們先看看 究竟為什麼會有這個名字呢?
[00:01:10.040 --> 00:01:12.240]  是一個地名
[00:01:12.240 --> 00:01:16.040]  我們讀讀《撒慕爾記》上第四章
[00:01:16.040 --> 00:01:18.920]  頭三節 先交代一些背景
[00:01:18.920 --> 00:01:21.480]  一會兒我們繼續讀其他經文
[00:01:21.480 --> 00:01:25.840]  找到的時候 我們一起讀這三節經文 好嗎?請讀
[00:01:25.840 --> 00:01:29.920]  以色列人出去與非利士人打仗
[00:01:29.920 --> 00:01:32.840]  安營在以便以謝
[00:01:32.840 --> 00:01:36.280]  非利士人安營在亞忽
[00:01:36.280 --> 00:01:39.920]  非利士人向以色列人擺陣
[00:01:39.920 --> 00:01:42.200]  兩軍交戰的時候
[00:01:42.200 --> 00:01:45.920]  以色列人敗在非利士人面前
[00:01:45.920 --> 00:01:53.080]  非利士人在戰場上殺了他們的軍兵約有四千人
[00:01:53.080 --> 00:01:57.640]  百姓回到營裡 以色列的長老說
[00:01:57.640 --> 00:02:03.160]  耶和華今日為何使我們敗在非利士人面前呢?
[00:02:03.160 --> 00:02:06.560]  我們不如將耶和華的約貴
[00:02:06.560 --> 00:02:10.080]  從是羅抬到我們這裡來
[00:02:10.080 --> 00:02:16.160]  好在我們中間救我們脫離敵人的手
[00:02:16.160 --> 00:02:18.680]  第五章、第六章我一會兒再交代
[00:02:18.680 --> 00:02:22.000]  我們先看看第七章
[00:02:22.000 --> 00:02:24.960]  第七章第十二節請讀
[00:02:24.960 --> 00:02:27.720]  撒姆爾將一塊石頭
[00:02:27.720 --> 00:02:31.600]  立在米斯巴和扇的中間
[00:02:31.600 --> 00:02:35.560]  給石頭起名叫以便以謝
[00:02:35.560 --> 00:02:42.040]  說到如今耶和華都幫助我們
[00:02:42.040 --> 00:02:47.120]  所以先是他們從一個戰爭戰場那裡
[00:02:47.120 --> 00:02:50.360]  體會到以便以謝這個地方
[00:02:50.360 --> 00:02:54.240]  後來他們經歷過一段戰爭
[00:02:54.240 --> 00:02:57.440]  不同的事情的發生
[00:02:57.440 --> 00:02:58.840]  我們一會兒再交代
[00:02:58.840 --> 00:03:00.240]  結果到最後這裡
[00:03:00.240 --> 00:03:04.400]  撒姆爾就來紀念上帝怎樣幫助他們
[00:03:04.400 --> 00:03:07.640]  特別的意思就是這個以便以謝
[00:03:07.640 --> 00:03:10.200]  原來在希伯留文的意思就是說
[00:03:10.200 --> 00:03:14.360]  它是一個救助的石頭
[00:03:14.360 --> 00:03:16.520]  換句話說這個救助的石頭
[00:03:16.520 --> 00:03:21.360]  為何會成為一個主題呢?
[00:03:21.360 --> 00:03:27.000]  就是因為他們經歷到神在這些爭戰、患難和失敗當中
[00:03:27.000 --> 00:03:29.200]  來拯救他們
[00:03:29.200 --> 00:03:31.640]  所以就像石頭一樣堅固
[00:03:31.640 --> 00:03:35.320]  成為一個堅固的保障、堅固的幫助
[00:03:35.320 --> 00:03:38.520]  究竟這個以便以謝救助的石頭
[00:03:38.520 --> 00:03:42.200]  為何撒姆爾要立在一塊石頭上
[00:03:42.200 --> 00:03:46.520]  來以作紀念叫以色列人不要忘記呢?
[00:03:46.520 --> 00:03:50.360]  因為他補充了一句原因
[00:03:50.360 --> 00:03:52.920]  就在十二節這裡說
[00:03:52.920 --> 00:04:00.280]  他說「到如今都幫助我們」
[00:04:00.280 --> 00:04:02.920]  撒姆爾有感而發
[00:04:02.920 --> 00:04:05.080]  亦都納石為記
[00:04:05.080 --> 00:04:07.640]  就是說原來這塊救助的石頭
[00:04:07.640 --> 00:04:12.080]  不單是本身是一個拯救的盤石
[00:04:12.080 --> 00:04:14.680]  更重要的就是說他到現在
[00:04:14.680 --> 00:04:17.440]  這個講到他不斷的作為
[00:04:17.440 --> 00:04:20.600]  到現在都幫助我們
[00:04:20.600 --> 00:04:23.120]  所以他納石為記
[00:04:23.120 --> 00:04:26.600]  要紀念神的恩典和幫助
[00:04:26.600 --> 00:04:29.040]  不要忘記
[00:04:29.040 --> 00:04:30.000]  在前兩個星期
[00:04:30.000 --> 00:04:31.480]  我在祈禱會的時候
[00:04:31.480 --> 00:04:33.560]  有參加祈禱會的弟兄姊妹應該記得
[00:04:33.560 --> 00:04:34.400]  跟大家分享過
[00:04:34.400 --> 00:04:38.600]  就是有在英國的伯明翰
[00:04:38.600 --> 00:04:41.840]  他們現在正在建一幢牆
[00:04:41.840 --> 00:04:46.880]  那幢牆叫做Eternal Wall of Answered Prayer
[00:04:46.880 --> 00:04:48.680]  現在大家去看報紙
[00:04:48.680 --> 00:04:52.080]  或者搜尋一下Google
[00:04:52.080 --> 00:04:54.360]  都看到他們正在耗資
[00:04:54.360 --> 00:04:57.840]  有九百三十萬英鎊
[00:04:57.840 --> 00:05:01.600]  在英國準備來建
[00:05:01.600 --> 00:05:03.840]  準備明年落成
[00:05:03.840 --> 00:05:07.680]  總共有一百萬塊石頭來砌
[00:05:07.680 --> 00:05:09.200]  成為一個牆
[00:05:09.200 --> 00:05:11.880]  每一個石頭裏面都是一些見證
[00:05:11.880 --> 00:05:13.920]  刻上一些人名
[00:05:13.920 --> 00:05:17.040]  和他們蒙祈禱
[00:05:17.040 --> 00:05:19.840]  得著神的英允的一些見證
[00:05:19.840 --> 00:05:22.280]  砌成這幢很大的牆
[00:05:22.280 --> 00:05:25.320]  在六里以外的人都可以看見
[00:05:25.320 --> 00:05:27.520]  一個很大的紀念碑
[00:05:27.520 --> 00:05:28.640]  紀念什麼呢?
[00:05:28.640 --> 00:05:31.520]  紀念神英允祈禱
[00:05:31.520 --> 00:05:34.760]  成為一個永恆性的紀念
[00:05:34.760 --> 00:05:39.080]  Eternal Wall of Answered Prayer
[00:05:39.080 --> 00:05:44.720]  不知道今年有多少個祈禱蒙神英允過
[00:05:44.720 --> 00:05:47.360]  或者你一生當中到現在
[00:05:47.360 --> 00:05:51.080]  有多少個祈禱蒙神誰聽英允了
[00:05:51.080 --> 00:05:53.840]  當然有些還未英允的
[00:05:53.840 --> 00:05:56.280]  可能是未到時間
[00:05:56.280 --> 00:05:57.520]  需要等候
[00:05:57.520 --> 00:05:59.520]  有些可能祈禱得不對
[00:05:59.520 --> 00:06:03.240]  或者有些是神的時間未到
[00:06:03.240 --> 00:06:05.240]  需要我們學習忍耐
[00:06:05.240 --> 00:06:09.360]  和預備一個更奇妙的作為在背後
[00:06:09.360 --> 00:06:10.440]  無論如何
[00:06:10.440 --> 00:06:12.360]  神英允我們很多的祈禱
[00:06:12.360 --> 00:06:14.880]  Amen?
[00:06:14.880 --> 00:06:16.400]  無論大的小的
[00:06:16.400 --> 00:06:19.960]  神誰聽英允保守
[00:06:19.960 --> 00:06:24.760]  實在是值得提醒和紀念
[00:06:24.760 --> 00:06:27.720]  在這裏我簡單地分享
[00:06:27.720 --> 00:06:29.960]  有兩方面關乎
[00:06:29.960 --> 00:06:33.560]  以便以謝帶給我們的訊息
[00:06:33.560 --> 00:06:36.320]  第一原來道如今
[00:06:36.320 --> 00:06:39.960]  剛才說道如今耶和華都幫助我們
[00:06:39.960 --> 00:06:41.240]  什麼叫道如今?
[00:06:41.240 --> 00:06:44.360]  即是說這麼久以來
[00:06:44.360 --> 00:06:48.240]  是不是有很多東西值得紀念呢?
[00:06:48.240 --> 00:06:49.400]  這麼久以來
[00:06:49.400 --> 00:06:50.440]  道如今
[00:06:50.440 --> 00:06:51.800]  真的很有味道
[00:06:51.800 --> 00:06:56.760]  在撒姆爾當時和以色列人宣告的時候
[00:06:56.760 --> 00:06:59.640]  提醒所有神的子民
[00:06:59.640 --> 00:07:03.960]  你想一想神過往怎樣來保守我們
[00:07:03.960 --> 00:07:05.840]  怎樣來幫助我們
[00:07:05.840 --> 00:07:07.360]  直到什麼時候?
[00:07:07.360 --> 00:07:09.280]  直到如今
[00:07:09.280 --> 00:07:11.600]  真的很長的時間
[00:07:11.600 --> 00:07:14.800]  所以當我們在每年感恩節的時候
[00:07:14.800 --> 00:07:17.160]  也是差不多一年將盡
[00:07:17.160 --> 00:07:19.760]  真的去體會一下
[00:07:19.760 --> 00:07:20.600]  數算一下
[00:07:20.600 --> 00:07:22.920]  好像剛才我們所唱的詩歌一樣
[00:07:22.920 --> 00:07:26.440]  神一直來保守幫助我們
[00:07:26.440 --> 00:07:28.120]  我們過往這幾個星期
[00:07:28.120 --> 00:07:30.560]  有很多團契和不同的分享
[00:07:30.560 --> 00:07:34.040]  都是去數一數神在我們身上的恩典
[00:07:34.040 --> 00:07:37.320]  特別是今年神怎樣來保守我們
[00:07:37.320 --> 00:07:41.240]  在疫情期間我們特別深深感受到
[00:07:41.240 --> 00:07:45.200]  因為原來有很多東西在我們不知道的時候
[00:07:45.200 --> 00:07:47.160]  神就保守了我們
[00:07:47.160 --> 00:07:48.160]  你相不相信?
[00:07:48.160 --> 00:07:49.000]  真的
[00:07:49.000 --> 00:07:50.160]  你不知道的
[00:07:50.160 --> 00:07:51.000]  不知道那裡有沒有危險
[00:07:51.000 --> 00:07:52.000]  不知道那裡有沒有病菌
[00:07:52.000 --> 00:07:54.280]  你不知道那裡有什麼情況
[00:07:54.280 --> 00:07:57.280]  有時候我們在那個環境裡
[00:07:57.280 --> 00:08:00.240]  在那個人群裡面
[00:08:00.240 --> 00:08:03.760]  神給我們形形健康
[00:08:03.760 --> 00:08:05.040]  仍然沒事
[00:08:05.040 --> 00:08:07.360]  你知不知道神有些奇妙的作為
[00:08:07.360 --> 00:08:10.160]  真的我們都覺察不到的
[00:08:10.160 --> 00:08:12.280]  所以我們真的想起
[00:08:12.280 --> 00:08:13.720]  這麼久以來
[00:08:13.720 --> 00:08:14.480]  一年多了
[00:08:14.480 --> 00:08:16.360]  如果疫情來說
[00:08:16.360 --> 00:08:17.880]  現在還健康
[00:08:17.880 --> 00:08:20.080]  感謝主
[00:08:20.080 --> 00:08:23.920]  實在是神保守我們直到如今
[00:08:23.920 --> 00:08:26.360]  我們不知道這個如今還有多久的日子
[00:08:26.360 --> 00:08:28.160]  完全可以解封
[00:08:28.160 --> 00:08:29.200]  但無論如何
[00:08:29.200 --> 00:08:31.440]  已經很長的時間
[00:08:31.440 --> 00:08:35.720]  神一直保守我們
[00:08:35.720 --> 00:08:37.600]  想想我們的家人
[00:08:37.600 --> 00:08:39.840]  想想我們的工作
[00:08:39.840 --> 00:08:42.280]  想想我們的侍奉
[00:08:42.280 --> 00:08:43.520]  我們的靈命
[00:08:43.520 --> 00:08:44.440]  除了身體之外
[00:08:44.440 --> 00:08:46.720]  其實神在各方面裡面
[00:08:46.720 --> 00:08:49.360]  亦都去施恩保守
[00:08:49.360 --> 00:08:53.080]  上個星期我們有少許回應
[00:08:53.080 --> 00:08:57.160]  拿這麼多feedback的麥克風
[00:08:57.160 --> 00:09:00.160]  我們起落前計算一下
[00:09:00.160 --> 00:09:01.240]  上個星期聚會的時候
[00:09:01.240 --> 00:09:07.280]  教會什麼時候關了不可以實體聚會
[00:09:07.280 --> 00:09:11.400]  你記不記得什麼時候
[00:09:11.400 --> 00:09:13.120]  哪一年
[00:09:13.120 --> 00:09:16.640]  2020 很久以前
[00:09:16.640 --> 00:09:20.280]  2020年3月8日最後一次
[00:09:20.280 --> 00:09:23.640]  我們第一堂崇拜可以實體進行
[00:09:23.640 --> 00:09:25.440]  然後3月15日
[00:09:25.440 --> 00:09:27.160]  就是第一堂沒有回來了
[00:09:27.160 --> 00:09:28.160]  開始直播了
[00:09:28.160 --> 00:09:31.840]  第二堂因為弟兄姊妹還未
[00:09:31.840 --> 00:09:33.360]  不知道肯不肯定有沒有直播
[00:09:33.360 --> 00:09:34.880]  所以仍然回來
[00:09:34.880 --> 00:09:40.360]  正式去到22日就完全沒有聚會了
[00:09:40.360 --> 00:09:43.680]  所以發覺真的很長很長的時間
[00:09:43.680 --> 00:09:45.360]  來到現在
[00:09:45.360 --> 00:09:46.880]  但我們很感恩
[00:09:46.880 --> 00:09:48.680]  我們能夠很快
[00:09:48.680 --> 00:09:54.000]  立刻有直播、轉播、錄影的安排
[00:09:54.000 --> 00:09:56.640]  很多弟兄姊妹放上的時間
[00:09:56.640 --> 00:09:57.840]  心思、努力
[00:09:57.840 --> 00:10:00.080]  甚至沒有危險
[00:10:00.080 --> 00:10:01.360]  每個星期回來
[00:10:01.360 --> 00:10:04.840]  來服侍、侍奉神
[00:10:04.840 --> 00:10:07.120]  亦都是幫助弟兄姊妹
[00:10:07.120 --> 00:10:10.280]  我們發覺這些都是神給我們的恩典
