
[00:00:00.000 --> 00:00:03.060]  我們今天繼續會有門訓的主日
[00:00:03.060 --> 00:00:06.400]  繼續會從《瑪可福音》當中去學習
[00:00:06.400 --> 00:00:08.300]  我們今天看的經文
[00:00:08.300 --> 00:00:11.800]  就在五章的21至43節
[00:00:11.800 --> 00:00:13.460]  只是說一些章節
[00:00:13.460 --> 00:00:15.700]  大家覺得都不知道在哪裡
[00:00:15.700 --> 00:00:16.660]  說什麼
[00:00:16.660 --> 00:00:19.300]  但是一說以下這兩個人物
[00:00:19.300 --> 00:00:21.360]  很可能大家都會說
[00:00:21.360 --> 00:00:23.460]  哦 這樣子
[00:00:23.460 --> 00:00:25.160]  因為這段經文
[00:00:25.160 --> 00:00:28.500]  是關於兩個主角的最重要
[00:00:28.500 --> 00:00:29.960]  除了耶穌之外
[00:00:29.960 --> 00:00:33.300]  一個就是會堂的主管
[00:00:33.300 --> 00:00:35.100]  叫做葉老
[00:00:35.100 --> 00:00:36.360]  葉老你可能覺得
[00:00:36.360 --> 00:00:38.100]  咦?不是葉柳
[00:00:38.100 --> 00:00:39.300]  是葉老
[00:00:39.300 --> 00:00:40.600]  很可能你會覺得
[00:00:40.600 --> 00:00:42.400]  咦?怎麼好像有點陌生
[00:00:42.400 --> 00:00:45.900]  其實如果你看看舊版的和合本
[00:00:45.900 --> 00:00:47.700]  那個翻譯就是耶老
[00:00:47.700 --> 00:00:49.100]  會不會是艾老
[00:00:49.100 --> 00:00:49.900]  不是耶老
[00:00:49.900 --> 00:00:50.560]  是艾老
[00:00:50.560 --> 00:00:51.900]  是的 沒錯
[00:00:51.900 --> 00:00:53.500]  我讀了普通話
[00:00:53.500 --> 00:00:54.660]  是的 假裝是
[00:00:54.660 --> 00:00:57.760]  好 另外一個主人翁
[00:00:57.760 --> 00:01:02.800]  就是一個患有12年血瘤的女人
[00:01:02.800 --> 00:01:04.160]  一個婦人
[00:01:04.160 --> 00:01:07.600]  他們是兩個很不同的人
[00:01:07.600 --> 00:01:11.000]  他們都帶著他們生命的難處
[00:01:11.000 --> 00:01:14.100]  來尋求耶穌的幫助
[00:01:14.100 --> 00:01:15.800]  這兩個人
[00:01:15.800 --> 00:01:19.660]  其實大家待會一起來讀這段經文的時候
[00:01:19.660 --> 00:01:20.760]  你就發現
[00:01:20.760 --> 00:01:23.760]  經文刻意讓我們看得到
[00:01:23.760 --> 00:01:27.860]  他們兩個真的有很多很多不同的對比
[00:01:27.860 --> 00:01:29.900]  但是在現實生活裡面
[00:01:29.900 --> 00:01:32.400]  沒什麼可能走在一起的兩個人
[00:01:32.400 --> 00:01:37.400]  不過在一個很特別的同一個時空底下
[00:01:37.400 --> 00:01:42.100]  他們都來找耶穌來醫治
[00:01:42.100 --> 00:01:44.000]  為什麼會這樣走在一起呢?
[00:01:44.000 --> 00:01:46.100]  我們一起來看看
[00:01:46.100 --> 00:01:48.100]  這段經文是二十多節
[00:01:48.100 --> 00:01:50.300]  但是也很想跟大家去讀一讀
[00:01:50.300 --> 00:01:53.060]  我就散略了中間一些的部分
[00:01:53.060 --> 00:01:56.600]  尤其是今天不會再花一些時間
[00:01:56.600 --> 00:02:01.000]  或者沒時間去花一些篇幅去看的細節
[00:02:01.000 --> 00:02:02.100]  我就散略了
[00:02:02.100 --> 00:02:03.060]  就是抱歉
[00:02:03.060 --> 00:02:06.900]  但是我們就先來去讀了
[00:02:06.900 --> 00:02:10.500]  我也特別用一些顏色的字來識別
[00:02:10.500 --> 00:02:14.100]  哪一段是關於葉老
[00:02:14.100 --> 00:02:18.860]  哪一段是關於患有血瘤的女人
[00:02:18.860 --> 00:02:22.900]  不如為了讓我們去投入這段經文
[00:02:22.900 --> 00:02:24.300]  它的結構是多麼特別的
[00:02:24.300 --> 00:02:25.460]  兩個不同的人物
[00:02:25.460 --> 00:02:27.400]  但是你好像一個三文治一樣
[00:02:27.400 --> 00:02:30.300]  關於葉老的段落是一頭一尾
[00:02:30.300 --> 00:02:33.760]  關於血瘤病女人就在中間
[00:02:33.760 --> 00:02:37.540]  我們試著去一起
[00:02:37.540 --> 00:02:39.200]  透過這樣去分開讀
[00:02:39.200 --> 00:02:40.740]  幫我們代入這個角色
[00:02:40.740 --> 00:02:43.200]  我想請這邊的大型姐妹們
[00:02:43.200 --> 00:02:47.900]  可不可以主力由你們去讀現在這個顏色的部分
[00:02:47.900 --> 00:02:50.160]  就是關於葉老好不好
[00:02:50.160 --> 00:02:53.160]  待會一轉顏色就到這邊的頂姐妹
[00:02:53.160 --> 00:02:54.900]  好 請這邊的頂姐妹先
[00:03:20.160 --> 00:03:25.160]  (在讀)
[00:03:50.160 --> 00:03:55.160]  (在讀)
[00:04:20.160 --> 00:04:25.160]  (在讀)
[00:04:51.160 --> 00:04:56.160]  (在讀)
[00:05:20.160 --> 00:05:25.160]  (在讀)
[00:05:25.160 --> 00:05:30.160]  (在讀)
[00:05:30.160 --> 00:05:35.160]  (在讀)
[00:05:35.160 --> 00:05:37.160]  好 謝謝大家
[00:05:37.160 --> 00:05:38.160]  大家剛才一邊讀
[00:05:38.160 --> 00:05:40.160]  很可能你也發現
[00:05:40.160 --> 00:05:44.160]  耶穌對血瘤的女人
[00:05:44.160 --> 00:05:45.160]  她的態度回應
[00:05:45.160 --> 00:05:48.160]  說了大家都很熟悉的話
[00:05:48.160 --> 00:05:51.160]  跟最後那個神蹟更厲害
[00:05:51.160 --> 00:05:53.160]  叫「死人復活」
[00:05:53.160 --> 00:05:54.160]  但是這麼平凡的話
[00:05:54.160 --> 00:05:57.160]  給她東西吃吧
[00:05:57.160 --> 00:05:59.160]  你就會留意
[00:05:59.160 --> 00:06:03.160]  其實經文很想突顯的重點
[00:06:03.160 --> 00:06:07.160]  就真的放在血瘤的女人身上
[00:06:07.160 --> 00:06:09.160]  並且甚至結構
[00:06:09.160 --> 00:06:11.160]  都特別把她放在中間位置
[00:06:11.160 --> 00:06:13.160]  通常拍照站在中間
[00:06:13.160 --> 00:06:15.160]  通常都是尊貴一點的
[00:06:15.160 --> 00:06:18.160]  我通常選擇邊站
[00:06:18.160 --> 00:06:19.160]  我們去明白了
[00:06:19.160 --> 00:06:21.160]  因為今天的焦點
[00:06:21.160 --> 00:06:23.160]  我真的不可以選擇
[00:06:23.160 --> 00:06:25.160]  同時都放在葉老的身上
[00:06:25.160 --> 00:06:28.160]  所以就省略了很多細節
[00:06:28.160 --> 00:06:31.160]  否則如果剛才一邊讀著
[00:06:31.160 --> 00:06:33.160]  在讀血瘤女人那個段落
[00:06:33.160 --> 00:06:35.160]  這邊我請頂姐妹
[00:06:35.160 --> 00:06:37.160]  背著她這麼久
[00:06:37.160 --> 00:06:39.160]  我等著回去救她
[00:06:39.160 --> 00:06:40.160]  你就很感受到
[00:06:40.160 --> 00:06:43.160]  葉老當時那種掙扎
[00:06:43.160 --> 00:06:45.160]  為什麼耶穌鼓勵她
[00:06:45.160 --> 00:06:47.160]  不要怕 只要信
[00:06:47.160 --> 00:06:50.160]  我們將焦點從葉老身上
[00:06:50.160 --> 00:06:54.160]  同時回到這兩個主人翁
[00:06:54.160 --> 00:06:58.160]  我們看到這兩個主人翁
[00:06:58.160 --> 00:07:02.160]  其實他們真的有很多不同的地方
[00:07:02.160 --> 00:07:04.160]  可以說是南轅北轍的
[00:07:04.160 --> 00:07:06.160]  葉老有頭有面
[00:07:06.160 --> 00:07:08.160]  有身份有地位有名
[00:07:08.160 --> 00:07:10.160]  這個女人什麼都沒有
[00:07:10.160 --> 00:07:12.160]  名字都不知道
[00:07:12.160 --> 00:07:14.160]  然後好的經濟條件
[00:07:14.160 --> 00:07:15.160]  她有她的大屋
[00:07:15.160 --> 00:07:17.160]  這個女人為了治病
[00:07:17.160 --> 00:07:18.160]  錢都沒有了
[00:07:18.160 --> 00:07:21.160]  然後葉老她有一個寶貝女
[00:07:21.160 --> 00:07:23.160]  聖經描述說
[00:07:23.160 --> 00:07:25.160]  當她來到求耶穌的時候
[00:07:25.160 --> 00:07:27.160]  我的女兒 我的小女兒
[00:07:27.160 --> 00:07:29.160]  其實那個字眼是在說
[00:07:29.160 --> 00:07:32.160]  我的女兒 我的女兒
[00:07:32.160 --> 00:07:33.160]  兒子女兒
[00:07:33.160 --> 00:07:35.160]  是一個很親密
[00:07:35.160 --> 00:07:38.160]  一個覺得這是我寶貝女兒
[00:07:38.160 --> 00:07:39.160]  病了
[00:07:39.160 --> 00:07:40.160]  你可以想像
[00:07:40.160 --> 00:07:43.160]  她是一個女兒抱著
[00:07:43.160 --> 00:07:46.160]  很幸福的一個爸爸
[00:07:46.160 --> 00:07:49.160]  她是會堂的主管
[00:07:49.160 --> 00:07:52.160]  肯定她在敬拜生活
[00:07:52.160 --> 00:07:54.160]  在社群裏面
[00:07:54.160 --> 00:07:56.160]  都有很穩健的網絡
[00:07:56.160 --> 00:07:58.160]  都很備受尊重
[00:07:58.160 --> 00:08:00.160]  但同樣這個患血瘤的女人
[00:08:00.160 --> 00:08:02.160]  因為患病
[00:08:02.160 --> 00:08:05.160]  因為這個病使她是一個不潔的狀態
[00:08:05.160 --> 00:08:08.160]  她不可以去敬拜上帝
[00:08:08.160 --> 00:08:10.160]  並且是持續地
[00:08:10.160 --> 00:08:12.160]  十二年了
[00:08:12.160 --> 00:08:13.160]  十二年了
[00:08:13.160 --> 00:08:16.160]  會堂裏面有哪個人會認識她
[00:08:16.160 --> 00:08:18.160]  在她親屬當中
[00:08:18.160 --> 00:08:21.160]  有哪個人會想親近她
[00:08:21.160 --> 00:08:25.160]  有哪個男人會肯要她
[00:08:25.160 --> 00:08:27.160]  所以呢
[00:08:27.160 --> 00:08:29.160]  她都是沒有這一切的
[00:08:29.160 --> 00:08:32.160]  然後葉老是一個生活無憂
[00:08:32.160 --> 00:08:35.160]  這樣過去的十二年
[00:08:35.160 --> 00:08:39.160]  但這個女人的局面是完全的不同
[00:08:39.160 --> 00:08:42.160]  當他們兩個都來求耶穌
[00:08:42.160 --> 00:08:44.160]  說你可不可以幫我
[00:08:44.160 --> 00:08:45.160]  我要痊癒
[00:08:45.160 --> 00:08:46.160]  我要痊癒
[00:08:46.160 --> 00:08:48.160]  驟眼看來
[00:08:48.160 --> 00:08:49.160]  我們會覺得
[00:08:49.160 --> 00:08:51.160]  好像求的事都是一樣
[00:08:51.160 --> 00:08:54.160]  兩個都是要痊癒
[00:08:54.160 --> 00:08:55.160]  但是呢
[00:08:55.160 --> 00:08:57.160]  當我們想深一層
[00:08:57.160 --> 00:09:00.160]  其實因為他們這兩個人
[00:09:00.160 --> 00:09:03.160]  人生際遇和條件
[00:09:03.160 --> 00:09:05.160]  是真的南轅北轍
[00:09:05.160 --> 00:09:07.160]  差天拱地
[00:09:07.160 --> 00:09:09.160]  當他們分別都要求痊癒
[00:09:09.160 --> 00:09:10.160]  一個為女兒
[00:09:10.160 --> 00:09:12.160]  一個為自己
[00:09:12.160 --> 00:09:14.160]  這兩個的女性
[00:09:14.160 --> 00:09:15.160]  其實他們原來
[00:09:15.160 --> 00:09:18.160]  真正希望得到的東西
[00:09:18.160 --> 00:09:20.160]  是很不同的
[00:09:20.160 --> 00:09:22.160]  可以說是完全相反的
[00:09:22.160 --> 00:09:23.160]  我們看一看
[00:09:23.160 --> 00:09:25.160]  葉老說
[00:09:25.160 --> 00:09:27.160]  求耶穌你幫助我
[00:09:27.160 --> 00:09:30.160]  我們看下一張圖片就看到了
[00:09:30.160 --> 00:09:33.160]  使我的女兒可以痊癒
[00:09:33.160 --> 00:09:34.160]  可以活下去
[00:09:34.160 --> 00:09:36.160]  她求的是什麼
[00:09:36.160 --> 00:09:38.160]  去求耶穌
[00:09:38.160 --> 00:09:40.160]  讓她可以延續
[00:09:40.160 --> 00:09:44.160]  她女兒現在的生命故事
[00:09:44.160 --> 00:09:46.160]  不要就這樣失去
[00:09:46.160 --> 00:09:47.160]  不要就這樣斷了
[00:09:47.160 --> 00:09:49.160]  你知道那個血流的女人
[00:09:49.160 --> 00:09:50.160]  當她要求
[00:09:50.160 --> 00:09:51.160]  我要痊癒
[00:09:51.160 --> 00:09:54.160]  其實去求不是要延續
[00:09:54.160 --> 00:09:55.160]  不是要這樣搞
[00:09:55.160 --> 00:09:56.160]  千萬不要
[00:09:56.160 --> 00:09:58.160]  她要改寫
[00:09:58.160 --> 00:09:59.160]  她要停
[00:09:59.160 --> 00:10:01.160]  不想再是這樣
[00:10:01.160 --> 00:10:03.160]  一入都嫌多
[00:10:03.160 --> 00:10:06.160]  她想翻開新的一頁
[00:10:06.160 --> 00:10:09.160]  在這裡我也很想跟大家補充多一個
[00:10:09.160 --> 00:10:12.160]  很重要的經文細節
[00:10:12.160 --> 00:10:15.160]  原來在經文裡面
[00:10:15.160 --> 00:10:17.160]  無論是葉老求的傳遇
[00:10:17.160 --> 00:10:19.160]  血流女人求的傳遇
[00:10:19.160 --> 00:10:21.160]  原來原文那個字
[00:10:21.160 --> 00:10:24.160]  也是解「拯救」
[00:10:24.160 --> 00:10:25.160]  很多翻譯
[00:10:25.160 --> 00:10:27.160]  在其他經文的地方
[00:10:27.160 --> 00:10:28.160]  就是「拯救」了
[00:10:28.160 --> 00:10:30.160]  Savior也是出自這個字
[00:10:30.160 --> 00:10:32.160]  「救主」
