
[00:00:00.000 --> 00:00:06.000]  說到偶像,香港每年都會有一個選舉
[00:00:06.000 --> 00:00:11.000]  就是人氣偶像榜,或者叫做風雲榜
[00:00:11.000 --> 00:00:15.000]  你們有沒有參加選舉?
[00:00:15.000 --> 00:00:18.000]  你們都過了這個年紀了
[00:00:18.000 --> 00:00:24.000]  年青人有沒有參加內地的偶像選舉?
[00:00:24.000 --> 00:00:28.000]  你們應該是這個年紀了
[00:00:28.000 --> 00:00:31.000]  原來是每年都有的
[00:00:31.000 --> 00:00:35.000]  在樂壇裡面特別是點名、點播、投票
[00:00:35.000 --> 00:00:41.000]  選出自己心目中最喜愛的歌手或者偶像
[00:00:41.000 --> 00:00:45.000]  當這個榜一出,應該是十個人
[00:00:45.000 --> 00:00:51.000]  媒體大肆報導,粉絲就說我那個偶像贏了
[00:00:51.000 --> 00:00:58.000]  大家知不知道十個裡面男多還是女多?
[00:00:58.000 --> 00:01:03.000]  男多,十個有九個是男的,一個是女的
[00:01:03.000 --> 00:01:06.000]  大家想到了,十個有九個是男的
[00:01:06.000 --> 00:01:11.000]  可能很多是來自同一隊的組合
[00:01:11.000 --> 00:01:16.000]  MIRROR,大家都聽過,聽過名字MIRROR
[00:01:16.000 --> 00:01:23.000]  我太太跟我說,4月30號,前幾天,千萬不要去銅鑼灣
[00:01:23.000 --> 00:01:25.000]  大家知不知道為什麼?
[00:01:25.000 --> 00:01:30.000]  原來其中有一個成員生日
[00:01:30.000 --> 00:01:33.000]  那天銅鑼灣就不再叫銅鑼灣了
[00:01:33.000 --> 00:01:35.000]  叫什麼灣?
[00:01:35.000 --> 00:01:37.000]  你們有沒有參加選舉,大家就知道了
[00:01:37.000 --> 00:01:41.000]  就是姜濤灣,就是這個姜濤
[00:01:41.000 --> 00:01:46.000]  十二個裡面,我只能說出他的名字,姜濤
[00:01:46.000 --> 00:01:49.000]  其他的就要想一下
[00:01:49.000 --> 00:01:55.000]  但實際上,偶像這種風氣,這種情況
[00:01:55.000 --> 00:02:00.000]  都是在一個現代的社會,商業的社會被人無可厚非
[00:02:00.000 --> 00:02:05.000]  這些都是商業化了娛樂的事業
[00:02:05.000 --> 00:02:09.000]  當然,剛才在聖經裡面說的
[00:02:09.000 --> 00:02:15.000]  偶像不是單單說舞台上的追星的偶像
[00:02:15.000 --> 00:02:19.000]  也不是單單說挑剔一些神像
[00:02:19.000 --> 00:02:25.000]  最簡單來說,任何取代了神
[00:02:25.000 --> 00:02:31.000]  在我們生命中首要位置的事物、人物
[00:02:31.000 --> 00:02:34.000]  就會成為我們的偶像
[00:02:34.000 --> 00:02:38.000]  所以今天這個題目是把偶像埋在橡樹下
[00:02:38.000 --> 00:02:40.000]  這是一個什麼事件呢?
[00:02:40.000 --> 00:02:43.000]  因為當時是雅各和一家人
[00:02:43.000 --> 00:02:48.000]  是經歷一個危機的時候
[00:02:48.000 --> 00:02:51.000]  這是什麼事情呢?
[00:02:51.000 --> 00:02:55.000]  可以說,大家很記得雅各和伯達利
[00:02:55.000 --> 00:02:57.000]  會記得是哪件事呢?
[00:02:57.000 --> 00:03:02.000]  雅各逃避,逃亡他哥哥追殺二嫂
[00:03:02.000 --> 00:03:10.000]  去到夜間有個地方,見到和神交替
[00:03:10.000 --> 00:03:20.000]  見到夢中有天使上上落落在這個地方
[00:03:20.000 --> 00:03:26.000]  他就說,如果神救我,我就會在這個地方祝壇
[00:03:26.000 --> 00:03:28.000]  他覺得這個地方是神的殿
[00:03:28.000 --> 00:03:31.000]  所以叫伯達利,伯達利是這個意思
[00:03:31.000 --> 00:03:36.000]  希望在當中敬拜神
[00:03:36.000 --> 00:03:41.000]  但是和這件事相差了多少年呢?
[00:03:41.000 --> 00:03:42.000]  大家知不知道?
[00:03:42.000 --> 00:03:44.000]  是已經三十年後的事了
[00:03:44.000 --> 00:03:50.000]  三十年後的事已經解決了和哥哥的復和
[00:03:50.000 --> 00:03:57.000]  已經去到安居在這個事件的地方
[00:03:57.000 --> 00:03:59.000]  但是發生了什麼事呢?
[00:03:59.000 --> 00:04:00.000]  是一件悲劇
[00:04:00.000 --> 00:04:07.000]  就是他的女兒叫做底娜被事件強暴了
[00:04:07.000 --> 00:04:10.000]  引致了家族很大的危機
[00:04:10.000 --> 00:04:15.000]  當然他哥哥會看到他們用一個想法
[00:04:15.000 --> 00:04:20.000]  就是很殘暴的,要去報復這些事件人
[00:04:20.000 --> 00:04:24.000]  所以開頭就欺騙他們
[00:04:24.000 --> 00:04:30.000]  他說,我都願意把妹妹嫁給你,嫁給強暴的人
[00:04:30.000 --> 00:04:36.000]  這樣就完成了這件事情,不再追究了
[00:04:36.000 --> 00:04:38.000]  但是表面上是這樣說
[00:04:38.000 --> 00:04:41.000]  但實際上他哥哥用了一些計謀
[00:04:41.000 --> 00:04:43.000]  就是說,好,我們這樣做都可以
[00:04:43.000 --> 00:04:46.000]  你們的男丁一定要受割禮
[00:04:46.000 --> 00:04:49.000]  當他們願意了,受割禮了
[00:04:49.000 --> 00:04:54.000]  但是男人最痛的時候,他們就會殺過一個不留
[00:04:54.000 --> 00:04:59.000]  就讓他們屠殺了全城的男丁
[00:04:59.000 --> 00:05:03.000]  這個這麼殘暴的做法
[00:05:03.000 --> 00:05:08.000]  當然令到士劍一帶的那些外族
[00:05:08.000 --> 00:05:10.000]  那些城鎮美人
[00:05:10.000 --> 00:05:14.000]  對於雅各一家很憎恨
[00:05:14.000 --> 00:05:18.000]  覺得他們很殘暴,明星敗壞
[00:05:18.000 --> 00:05:21.000]  所以他們就在一個危機裏面
[00:05:21.000 --> 00:05:27.000]  隨時被人結合一起去報復,去滅族
[00:05:27.000 --> 00:05:32.000]  在這個危機的一刻裏面
[00:05:32.000 --> 00:05:36.000]  就看到三十五章,一到十五節來到這段經文
[00:05:36.000 --> 00:05:42.000]  神就跟雅各說,起來,上伯達利去那裏祝壇
[00:05:42.000 --> 00:05:47.000]  這個就開始了今天這段的內容
[00:05:47.000 --> 00:05:52.000]  但事實上我們看回這個事件裏面
[00:05:52.000 --> 00:05:56.000]  當然我們會去很多的學習提醒
[00:05:56.000 --> 00:06:02.000]  特別我們今年教會的主題,結連傳承復興
[00:06:02.000 --> 00:06:04.000]  特別在復興的主題裏面
[00:06:04.000 --> 00:06:09.000]  我們會很多的分享,很多的實踐
[00:06:09.000 --> 00:06:13.000]  無論我們剛剛昨晚有一個敬拜祈禱會裏面
[00:06:13.000 --> 00:06:15.000]  我們都是尋求復興
[00:06:15.000 --> 00:06:23.000]  梅利牧師給我們的分享都是要回轉背改,認罪的內容
[00:06:23.000 --> 00:06:28.000]  所以我們都是繼續在這方面去幫助弟兄姊妹
[00:06:28.000 --> 00:06:35.000]  在這個主題裏面,是希望我們能夠完完全全地回到神那裏
[00:06:35.000 --> 00:06:39.000]  我們今天來到神的面前,我們一定要坦然無懼
[00:06:39.000 --> 00:06:43.000]  我們不會有些遮遮掩掩在神的面前
[00:06:43.000 --> 00:06:45.000]  就算我們是有罪惡
[00:06:45.000 --> 00:06:48.000]  我們能夠去打開我們的心
[00:06:48.000 --> 00:06:51.000]  求主去潔淨我們,認罪背改
[00:06:51.000 --> 00:06:56.000]  以致我們能夠完全跟我們的神相通
[00:06:56.000 --> 00:06:58.000]  在這段經文裏面就看到
[00:06:58.000 --> 00:07:02.000]  事實上當時雅各的一家裏面
[00:07:02.000 --> 00:07:05.000]  宿命的光景卻不是這樣
[00:07:05.000 --> 00:07:10.000]  今天的題目是把偶像埋在橡樹下
[00:07:10.000 --> 00:07:11.000]  分開三方面
[00:07:11.000 --> 00:07:16.000]  第一方面是離罪自結,埋掉偶像
[00:07:16.000 --> 00:07:19.000]  第二方面是復興的保障
[00:07:19.000 --> 00:07:23.000]  第三方面是從雅各到以色列
[00:07:23.000 --> 00:07:26.000]  第一方面是離罪自結,埋掉偶像
[00:07:26.000 --> 00:07:29.000]  首先說回那件事
[00:07:29.000 --> 00:07:32.000]  如果神跟雅各去追究
[00:07:32.000 --> 00:07:35.000]  是一件很嚴重的事情
[00:07:35.000 --> 00:07:39.000]  整件事裏面,如果用十誡
[00:07:39.000 --> 00:07:42.000]  可以犯了六誡,最少
[00:07:42.000 --> 00:07:46.000]  尤其是我們過去一年開始
[00:07:46.000 --> 00:07:49.000]  上年五月開始有個認罪背改祈禱會
[00:07:49.000 --> 00:07:51.000]  我們用十誡開始
[00:07:51.000 --> 00:07:53.000]  我們有參加都明白
[00:07:53.000 --> 00:07:55.000]  十誡有很多地方
[00:07:55.000 --> 00:07:57.000]  神要我們去遵守
[00:07:57.000 --> 00:07:59.000]  有很多原因
[00:07:59.000 --> 00:08:03.000]  很多原因都是希望我們跟祂不會有隔絕
[00:08:03.000 --> 00:08:10.000]  但是你看到這群屬於神的人
[00:08:10.000 --> 00:08:13.000]  雅各的家庭竟然犯了十誡
[00:08:13.000 --> 00:08:15.000]  最少有六誡
[00:08:15.000 --> 00:08:17.000]  這件事件裏面
[00:08:17.000 --> 00:08:19.000]  不可有別的神
[00:08:19.000 --> 00:08:22.000]  你也知道他們有很多敬拜偶像
[00:08:22.000 --> 00:08:23.000]  敬拜外邦的神
[00:08:23.000 --> 00:08:25.000]  不可挑剔偶像
[00:08:25.000 --> 00:08:28.000]  他們還把偶像藏起來
[00:08:28.000 --> 00:08:30.000]  放在身上
[00:08:30.000 --> 00:08:33.000]  不可殺人
[00:08:33.000 --> 00:08:36.000]  殺了這些事件人
[00:08:36.000 --> 00:08:38.000]  不可姦淫
[00:08:38.000 --> 00:08:41.000]  這件事是姦淫的事件
[00:08:41.000 --> 00:08:43.000]  不可偷渡
[00:08:43.000 --> 00:08:45.000]  他們殺人之後
[00:08:45.000 --> 00:08:47.000]  偷取他們的財物
[00:08:47.000 --> 00:08:50.000]  不可作假見證
[00:08:50.000 --> 00:08:56.000]  因為底那兩個哥哥
[00:08:56.000 --> 00:08:58.000]  西面和里面
[00:08:58.000 --> 00:08:59.000]  欺騙他們
[00:08:59.000 --> 00:09:02.000]  說他們會和他們聯親
[00:09:02.000 --> 00:09:04.000]  但其實是假的
[00:09:04.000 --> 00:09:08.000]  被迫殺了他們
[00:09:08.000 --> 00:09:11.000]  起碼有六個十誡
[00:09:11.000 --> 00:09:13.000]  犯了十誡
[00:09:13.000 --> 00:09:15.000]  這麼厲害的時候
[00:09:15.000 --> 00:09:17.000]  神跟雅各說
[00:09:17.000 --> 00:09:18.000]  雅各一定很害怕
[00:09:18.000 --> 00:09:20.000]  會否追討他們的罪
[00:09:20.000 --> 00:09:22.000]  追討他們家人的罪
[00:09:22.000 --> 00:09:26.000]  但這裏看到神的管教
[00:09:26.000 --> 00:09:30.000]  有慈悲和愛臨到當中
[00:09:30.000 --> 00:09:32.000]  這場血腥的屠殺
[00:09:32.000 --> 00:09:36.000]  足以令雅各意識到自己的家族
[00:09:36.000 --> 00:09:38.000]  會陷入很大的絕境
[00:09:38.000 --> 00:09:40.000]  會被人追殺滅族
[00:09:40.000 --> 00:09:43.000]  是走投無路的感覺
[00:09:43.000 --> 00:09:45.000]  但聽到神的聲音
[00:09:45.000 --> 00:09:46.000]  究竟是不是這樣呢?
[00:09:46.000 --> 00:09:49.000]  但神給他聽到的是這樣
[00:09:49.000 --> 00:09:51.000]  第一節
[00:09:51.000 --> 00:09:57.000]  上伯特利住在那裏,在那裏築一座壇給神
[00:09:57.000 --> 00:10:00.000]  就是當日你逃避哥哥耳掃的時候
[00:10:00.000 --> 00:10:01.000]  向你顯現的神
[00:10:01.000 --> 00:10:03.000]  他想到這個時候
[00:10:03.000 --> 00:10:05.000]  這個神又會再開恩給他
[00:10:05.000 --> 00:10:07.000]  又會在走投無路裏
[00:10:07.000 --> 00:10:10.000]  又會再一次給他有恩典
[00:10:10.000 --> 00:10:14.000]  所以雅各體會到
[00:10:14.000 --> 00:10:16.000]  是時候要回轉了
[00:10:16.000 --> 00:10:18.000]  是時候要回轉
[00:10:18.000 --> 00:10:20.000]  當人在困境裏
[00:10:20.000 --> 00:10:22.000]  我們會看到甚麼地方呢?
[00:10:22.000 --> 00:10:24.000]  如果我們有一個鏡頭
[00:10:24.000 --> 00:10:25.000]  我們有沒有想到
[00:10:25.000 --> 00:10:27.000]  我們是不是要回轉?
[00:10:27.000 --> 00:10:29.000]  是不是要回轉回神那裏呢?
[00:10:29.000 --> 00:10:31.000]  實際上他們當日
[00:10:31.000 --> 00:10:33.000]  在事件居住
[00:10:33.000 --> 00:10:35.000]  是安於現狀
[00:10:35.000 --> 00:10:37.000]  安於現狀最重要就是
[00:10:37.000 --> 00:10:39.000]  無風無浪
[00:10:39.000 --> 00:10:43.000]  能夠像上班一樣
[00:10:43.000 --> 00:10:45.000]  無事無幹
[00:10:45.000 --> 00:10:47.000]  又到五點鐘放工
[00:10:47.000 --> 00:10:49.000]  最好是這樣
[00:10:49.000 --> 00:10:53.000]  但是在宿靈生命卻不可以這樣
[00:10:53.000 --> 00:10:55.000]  無風無浪
[00:10:55.000 --> 00:10:57.000]  我們就很好的生活
[00:10:57.000 --> 00:11:00.000]  我們沒有甚麼打擾
[00:11:00.000 --> 00:11:03.000]  神又沒有甚麼特別的使命給我做
[00:11:03.000 --> 00:11:08.000]  我都會準時回到教會裏面崇拜
[00:11:08.000 --> 00:11:11.000]  有基本上的祈禱
[00:11:11.000 --> 00:11:16.000]  這樣就過我們宿靈的生活
[00:11:16.000 --> 00:11:19.000]  但是靈性慢慢麻木
[00:11:19.000 --> 00:11:23.000]  這樣我們慢慢聽不到神給我們微小的聲音
[00:11:23.000 --> 00:11:28.000]  慢慢我們感受不到神的催迫
[00:11:28.000 --> 00:11:31.000]  他們就在這樣的生活底下
[00:11:31.000 --> 00:11:34.000]  但是神有時真的跟我們開玩笑
[00:11:34.000 --> 00:11:36.000]  藉著一些生命的難題
[00:11:36.000 --> 00:11:38.000]  給我們一些甚至悲劇
[00:11:38.000 --> 00:11:39.000]  來到我們當中
[00:11:39.000 --> 00:11:43.000]  要引起我們去仰望我們的神
[00:11:43.000 --> 00:11:45.000]  專注我們的神
[00:11:45.000 --> 00:11:49.000]  所以這個復興往往不會在一個安逸裏面
[00:11:49.000 --> 00:11:51.000]  會臨到我們當中
[00:11:51.000 --> 00:11:53.000]  而是一個危機出現的時候
[00:11:53.000 --> 00:11:55.000]  我們要去醒覺過來
[00:11:55.000 --> 00:11:57.000]  就像今天
[00:11:57.000 --> 00:11:58.000]  你有沒有危機呢?
[00:11:58.000 --> 00:12:00.000]  你自己宿靈的生命你有沒有危機呢?
[00:12:00.000 --> 00:12:02.000]  生命走了一個方向
[00:12:02.000 --> 00:12:04.000]  你會不會越來越疏遠神
[00:12:04.000 --> 00:12:08.000]  或者你只不過是一個掛名的基督徒
[00:12:08.000 --> 00:12:11.000]  我們沒有仔細去體會
[00:12:11.000 --> 00:12:13.000]  我們那個宿靈的生命
[00:12:13.000 --> 00:12:15.000]  亞國家庭的生活
[00:12:15.000 --> 00:12:17.000]  那個新光景就是這樣
[00:12:17.000 --> 00:12:20.000]  即使在這個事件裏面有竹壇
[00:12:20.000 --> 00:12:22.000]  表面上仍然敬拜神
[00:12:22.000 --> 00:12:25.000]  但心裏面卻是遠離了神
