
[00:00:00.000 --> 00:00:03.440]  希望大家在過往這幾個月沒有實體崇拜當中
[00:00:03.440 --> 00:00:09.280]  都會依時或之後聽或看這個崇拜錄影
[00:00:09.280 --> 00:00:12.960]  其實我們當中有一兩個環節你會發覺是新的
[00:00:12.960 --> 00:00:14.320]  其中一個就是這個
[00:00:14.320 --> 00:00:16.640]  我發覺這個也有一個好處
[00:00:16.640 --> 00:00:21.920]  在我們很頻繁很緊張的崇拜流程當中
[00:00:21.920 --> 00:00:24.720]  好像有一段三四分鐘四五分鐘
[00:00:24.720 --> 00:00:25.840]  讓我們怎樣?
[00:00:25.840 --> 00:00:29.440]  可能真是靜靜地聽聽目者的分享
[00:00:29.440 --> 00:00:32.160]  其實我自己都很看重這個部份
[00:00:32.160 --> 00:00:34.560]  所以我很用心寫的你覺不覺得?
[00:00:34.560 --> 00:00:36.480]  覺不覺得?
[00:00:36.480 --> 00:00:38.240]  我都很用心錄的
[00:00:38.240 --> 00:00:39.840]  不是給掌聲神
[00:00:39.840 --> 00:00:42.480]  其實我都很感恩就是
[00:00:42.480 --> 00:00:45.600]  我三十年前左右
[00:00:45.600 --> 00:00:48.400]  我在遠東廣播開始侍奉
[00:00:48.400 --> 00:00:50.960]  那時候我都不知為何可以進入遠東廣播
[00:00:50.960 --> 00:00:52.080]  但很感恩
[00:00:52.080 --> 00:00:54.480]  我對廣播一竅不通
[00:00:54.480 --> 00:00:56.080]  甚至當時不可以錄音
[00:00:56.080 --> 00:00:57.440]  因為普通話很差
[00:00:57.440 --> 00:00:59.200]  我是香港人
[00:00:59.200 --> 00:01:02.400]  但是有些意想不到的
[00:01:02.400 --> 00:01:06.000]  連廣東話的錄音監製說
[00:01:06.000 --> 00:01:09.040]  你都不行了,先練好廣東話
[00:01:09.040 --> 00:01:10.560]  因為很多懶音
[00:01:10.560 --> 00:01:13.360]  其實那時候我都不知道為何進來廣播
[00:01:13.360 --> 00:01:16.400]  一來自己都不是很有興趣
[00:01:16.400 --> 00:01:17.600]  不過後來這麼多年之後
[00:01:17.600 --> 00:01:20.240]  我發覺有兩個大的好處
[00:01:20.240 --> 00:01:22.800]  第一當然就是學了一點點廣播技巧
[00:01:22.800 --> 00:01:25.120]  原來現在還可以用
[00:01:25.120 --> 00:01:29.280]  另外一件事就是從遠東廣播開始
[00:01:29.280 --> 00:01:33.040]  我沒有停止參與中國侍奉到現在
[00:01:33.040 --> 00:01:36.240]  所以其實神的計劃很深遠
[00:01:36.240 --> 00:01:42.080]  可能你今天不明白神為何會讓你經歷這些事情
[00:01:42.080 --> 00:01:44.960]  但是神的手中沒有偶然的頂枝梅
[00:01:44.960 --> 00:01:46.480]  我就是一個很好的例子
[00:01:46.480 --> 00:01:49.760]  我們今天復會開心嗎?
[00:01:49.760 --> 00:01:51.280]  是有點不同的
[00:01:51.280 --> 00:01:53.680]  對著空蕩蕩的禮堂錄影
[00:01:53.680 --> 00:01:55.920]  假裝有人,跟真的有人很不同
[00:01:55.920 --> 00:01:59.760]  你們今天有些反應給我,是嗎?
[00:01:59.760 --> 00:02:01.360]  我們很感恩
[00:02:01.360 --> 00:02:04.320]  我們今天想跟你分享一個很重要的訊息
[00:02:04.320 --> 00:02:06.800]  我想復活節分享甚麼訊息好呢?
[00:02:06.800 --> 00:02:08.160]  其實不如反駁歸真
[00:02:08.160 --> 00:02:11.680]  就這三個字一起說好不好?
[00:02:11.680 --> 00:02:14.320]  你們有沒有留意這個感嘆號?
[00:02:14.320 --> 00:02:16.320]  我們廣播要看這個感嘆號
[00:02:16.320 --> 00:02:17.920]  應該怎樣讀?再來一次機會
[00:02:17.920 --> 00:02:20.720]  第二次機會,1,2,3
[00:02:20.720 --> 00:02:22.960]  好,這個才有些力度
[00:02:22.960 --> 00:02:24.240]  感嘆號是有力度的
[00:02:24.240 --> 00:02:25.360]  主復活
[00:02:25.360 --> 00:02:27.840]  我們今天特別透過兩段的方書
[00:02:27.840 --> 00:02:29.920]  我想跟大家一起比較
[00:02:29.920 --> 00:02:31.600]  一起放在一起看
[00:02:31.600 --> 00:02:34.480]  更加完整的主復活這個事實
[00:02:34.480 --> 00:02:35.920]  而這句剛才也背過了
[00:02:35.920 --> 00:02:38.400]  我們不厭其煩再讀一次好不好?
[00:02:38.400 --> 00:02:41.040]  那年輕人對他們說
[00:02:41.040 --> 00:02:42.320]  不要驚慌
[00:02:42.320 --> 00:02:45.760]  你們尋找那丁十字架的拿撒勒人耶穌
[00:02:45.760 --> 00:02:47.280]  他已經復活了
[00:02:47.280 --> 00:02:48.320]  不在這裏
[00:02:48.320 --> 00:02:51.200]  馬克福音十六章六節
[00:02:51.200 --> 00:02:53.520]  有些弟兄姊妹有些回饋給我
[00:02:53.520 --> 00:02:54.720]  他說牧師
[00:02:54.720 --> 00:02:59.120]  你在牧情深福那把聲跟你說的很不同
[00:02:59.120 --> 00:03:00.160]  我說當然了
[00:03:00.160 --> 00:03:02.000]  牧情深福是這樣說話的
[00:03:02.000 --> 00:03:04.160]  修心家弟兄姊妹平安
[00:03:04.160 --> 00:03:05.360]  是不是我來的?
[00:03:05.360 --> 00:03:06.400]  但是說成這樣
[00:03:06.400 --> 00:03:07.680]  聽著
[00:03:07.680 --> 00:03:08.640]  OK
[00:03:08.640 --> 00:03:10.240]  感謝神
[00:03:10.240 --> 00:03:12.400]  我們看一看
[00:03:12.400 --> 00:03:13.440]  我想跟大家介紹
[00:03:13.440 --> 00:03:17.680]  沒錯,有沒有人聽過拜報復活這個詞
[00:03:17.680 --> 00:03:20.080]  其實拜報復活是一種
[00:03:20.080 --> 00:03:22.080]  雙淘汰的賽制
[00:03:22.080 --> 00:03:22.960]  特別用在什麼?
[00:03:22.960 --> 00:03:23.920]  就是羽毛球比賽
[00:03:23.920 --> 00:03:26.160]  如果你是喜歡看羽毛球比賽
[00:03:26.160 --> 00:03:28.560]  你會發覺有這個雙淘汰制
[00:03:28.560 --> 00:03:31.920]  當然單淘汰制我們很熟悉的
[00:03:31.920 --> 00:03:32.800]  就是說
[00:03:32.800 --> 00:03:34.400]  譬如踢歐聯
[00:03:34.400 --> 00:03:36.720]  踢足總盃
[00:03:36.720 --> 00:03:38.240]  全部都是一場過
[00:03:38.240 --> 00:03:39.680]  輸了就淘汰
[00:03:39.680 --> 00:03:40.960]  玩完遊戲結束
[00:03:40.960 --> 00:03:42.720]  贏了就繼續上去打第二回合
[00:03:42.720 --> 00:03:43.520]  第三回合
[00:03:43.520 --> 00:03:45.120]  打到入決賽
[00:03:45.120 --> 00:03:48.080]  但是雙循環有些不同的
[00:03:48.080 --> 00:03:50.560]  除了勝方可以晉級之外
[00:03:50.560 --> 00:03:54.560]  落敗那一方也可以從敗方那一欄
[00:03:54.560 --> 00:03:57.520]  繼續得到二次重生的機會
[00:03:57.520 --> 00:03:59.120]  如果一直勝利的話
[00:03:59.120 --> 00:04:02.560]  仍然可以從敗方晉級到決賽
[00:04:02.560 --> 00:04:05.440]  和勝方爭奪錦標
[00:04:05.440 --> 00:04:07.440]  聽起來也不錯
[00:04:07.440 --> 00:04:10.720]  不會說輸一次就沒機會了
[00:04:10.720 --> 00:04:11.920]  如果你還不明白
[00:04:11.920 --> 00:04:14.880]  我用圖表來跟大家解釋一下
[00:04:14.880 --> 00:04:17.520]  勝報是綠色的
[00:04:17.520 --> 00:04:19.360]  敗報是黃色的
[00:04:19.360 --> 00:04:21.760]  想起我小時候在香港
[00:04:21.760 --> 00:04:23.760]  甲組足球聯賽拿名字出來
[00:04:23.760 --> 00:04:24.640]  大家不要計較
[00:04:24.640 --> 00:04:25.680]  年份已經不同了
[00:04:25.680 --> 00:04:28.720]  跨越三四個十年代了
[00:04:28.720 --> 00:04:31.760]  假設最上那一隊南華和精工
[00:04:31.760 --> 00:04:34.800]  在初賽已經遇上這兩隊最強的
[00:04:34.800 --> 00:04:36.560]  當然兩個只能怎樣
[00:04:36.560 --> 00:04:37.200]  活一個
[00:04:37.200 --> 00:04:38.320]  很不幸運
[00:04:38.320 --> 00:04:39.200]  精工輸了
[00:04:39.200 --> 00:04:42.880]  南華就一直過關斬將到決賽
[00:04:42.880 --> 00:04:44.480]  精工很不值的
[00:04:44.480 --> 00:04:45.520]  但是不用怕
[00:04:45.520 --> 00:04:47.600]  在雙淘汰制的制度下
[00:04:47.600 --> 00:04:49.120]  精工下降了
[00:04:49.120 --> 00:04:50.640]  黃色那邊
[00:04:50.640 --> 00:04:53.920]  可以和其他第一回合輸的球隊
[00:04:53.920 --> 00:04:55.280]  再一次進行比賽
[00:04:55.280 --> 00:04:56.880]  精工是有實力的
[00:04:56.880 --> 00:04:58.240]  繼續贏
[00:04:58.240 --> 00:04:59.040]  贏上去
[00:04:59.040 --> 00:05:00.640]  贏到決賽
[00:05:00.640 --> 00:05:04.240]  再和南華爭一次生死
[00:05:04.240 --> 00:05:06.240]  但是如果在決賽
[00:05:06.240 --> 00:05:08.400]  精工贏了南華的話
[00:05:08.400 --> 00:05:09.440]  先不可以拿冠軍
[00:05:09.440 --> 00:05:10.960]  因為在初賽輸過
[00:05:10.960 --> 00:05:12.640]  再打一場
[00:05:12.640 --> 00:05:13.920]  來決定勝負
[00:05:13.920 --> 00:05:15.680]  但是起碼
[00:05:15.680 --> 00:05:18.000]  南華和精工兩隊最有實力的球隊
[00:05:18.000 --> 00:05:22.240]  可以有機會在決賽中爭奪錦標
[00:05:22.240 --> 00:05:25.120]  兩隊最實至名歸的球隊爭奪錦標
[00:05:25.120 --> 00:05:28.000]  所以這個賽制有一個好處
[00:05:28.000 --> 00:05:29.440]  就是比較公平
[00:05:29.440 --> 00:05:31.360]  還有讓在初賽
[00:05:31.360 --> 00:05:32.640]  一個不幸運
[00:05:32.640 --> 00:05:35.280]  兩隊最有實力的球隊碰上的話
[00:05:35.280 --> 00:05:37.920]  都不至於有一隊
[00:05:37.920 --> 00:05:39.200]  哪隊輸都是不值的
[00:05:39.200 --> 00:05:39.600]  坦白說
[00:05:39.600 --> 00:05:40.720]  南華輸就不值了
[00:05:40.720 --> 00:05:41.120]  是不是
[00:05:41.120 --> 00:05:42.160]  南華迷是不是
[00:05:42.160 --> 00:05:42.800]  OK
[00:05:42.800 --> 00:05:44.400]  和我差不多年紀的那些是
[00:05:44.400 --> 00:05:45.840]  Joe那些我看他也像
[00:05:45.840 --> 00:05:48.000]  精工那些也是
[00:05:48.000 --> 00:05:49.120]  又覺得不值
[00:05:49.120 --> 00:05:51.520]  但是這個賽制讓我們有機會
[00:05:51.520 --> 00:05:53.760]  一個second chance
[00:05:53.760 --> 00:05:55.760]  一個第二次的機會
[00:05:55.760 --> 00:05:56.880]  因為這個緣故
[00:05:56.880 --> 00:05:59.040]  我們看今天的復活節其實也是
[00:05:59.040 --> 00:06:00.960]  耶穌基督的死亡
[00:06:00.960 --> 00:06:03.360]  好像是已經game over
[00:06:03.360 --> 00:06:06.000]  但是在這個敗部復活的概念下
[00:06:06.000 --> 00:06:07.520]  其實我們明白
[00:06:07.520 --> 00:06:09.520]  祂三天之後就復活
[00:06:09.520 --> 00:06:11.600]  並且勝過死亡
[00:06:11.600 --> 00:06:13.600]  又賜給我們永生
[00:06:13.600 --> 00:06:16.080]  這段經文我相信我們也挺熟悉的
[00:06:16.080 --> 00:06:17.520]  但是我又發覺
[00:06:17.520 --> 00:06:20.240]  但是當將兩段的經文
[00:06:20.240 --> 00:06:21.040]  兩段的福音書
[00:06:21.040 --> 00:06:22.640]  將它們放在一起的時候
[00:06:22.640 --> 00:06:24.800]  我又發覺我們看到的圖畫
[00:06:24.800 --> 00:06:26.480]  起碼我自己也預備的時候
[00:06:26.480 --> 00:06:27.440]  坦白說
[00:06:27.440 --> 00:06:29.920]  這個故事或者這個復活節的訊息
[00:06:29.920 --> 00:06:31.600]  我也說了很多年了
[00:06:31.600 --> 00:06:32.960]  但是這次我告訴你
[00:06:32.960 --> 00:06:33.840]  有些突破
[00:06:33.840 --> 00:06:35.120]  留心聽著
[00:06:35.120 --> 00:06:37.200]  先看右邊是馬太福音
[00:06:37.200 --> 00:06:39.040]  你們右邊
[00:06:39.040 --> 00:06:41.680]  左邊就是馬克福音
[00:06:41.680 --> 00:06:44.560]  我先讀馬太福音右邊
[00:06:44.560 --> 00:06:46.000]  第一節
[00:06:46.000 --> 00:06:47.360]  安息日過後
[00:06:47.360 --> 00:06:48.800]  七日的第一日
[00:06:48.800 --> 00:06:50.960]  天快亮的時候
[00:06:50.960 --> 00:06:55.840]  沒大拉的瑪利亞和另一個瑪利亞來看墳墓
[00:06:55.840 --> 00:06:57.040]  如果你看到這裡
[00:06:57.040 --> 00:06:58.000]  你只是看馬太福音
[00:06:58.000 --> 00:07:01.120]  你又不知道另一個瑪利亞是哪個瑪利亞
[00:07:01.120 --> 00:07:03.440]  因為聖經裡面有很多瑪利亞
[00:07:03.440 --> 00:07:06.800]  因為瑪利亞在當時來說是一個挺普遍
[00:07:06.800 --> 00:07:10.240]  很好的名字所以很多人來取
[00:07:10.240 --> 00:07:13.200]  但是如果看旁邊的馬克福音
[00:07:13.200 --> 00:07:14.160]  第一節
[00:07:14.160 --> 00:07:15.680]  他就很清楚說了
[00:07:15.680 --> 00:07:16.720]  過了安息日
[00:07:16.720 --> 00:07:20.720]  沒大拉的瑪利亞和另一個瑪利亞一起說
[00:07:20.720 --> 00:07:22.480]  雅各的母親瑪利亞
[00:07:22.480 --> 00:07:24.000]  這樣就不會錯了
[00:07:24.000 --> 00:07:26.080]  接著就併薩羅米
[00:07:26.080 --> 00:07:28.560]  買了香膏去高耶穌的身體
[00:07:28.560 --> 00:07:30.320]  我們看完馬克福音
[00:07:30.320 --> 00:07:32.160]  接著下去第二節
[00:07:32.160 --> 00:07:33.120]  七日的第一日
[00:07:33.120 --> 00:07:34.000]  清晨
[00:07:34.000 --> 00:07:35.520]  出太陽的時候
[00:07:35.520 --> 00:07:37.280]  他們來到墳墓那裡
[00:07:37.280 --> 00:07:38.800]  彼此說什麼
[00:07:38.800 --> 00:07:42.320]  誰給我們把石頭從墓裡滾開
