
[00:00:00.000 --> 00:00:01.300]  好 我們先做一個禱告
[00:00:01.300 --> 00:00:04.100]  好 我們先低頭祈禱
[00:00:04.100 --> 00:00:05.800]  天父 我們一起來感謝祢
[00:00:05.800 --> 00:00:07.700]  天父 我們一起來感謝祢
[00:00:07.700 --> 00:00:10.100]  感謝祢恩待我們在主日敬拜祢
[00:00:10.100 --> 00:00:13.000]  感謝祢讓我們在主日敬拜祢
[00:00:13.000 --> 00:00:15.200]  感謝祢使我們在主日聽祢的道
[00:00:15.200 --> 00:00:17.400]  感謝祢在主日可以聽祢的道
[00:00:17.400 --> 00:00:20.000]  感謝祢在主日的時候將祢的話賜給我們
[00:00:20.000 --> 00:00:23.400]  感謝祢在主日的時候將祢的話賜給我們
[00:00:23.400 --> 00:00:25.600]  主要今天是祢復活的日子
[00:00:25.600 --> 00:00:27.300]  主要今天是祢復活的日子
[00:00:27.300 --> 00:00:28.500]  是祢得勝的日子
[00:00:28.500 --> 00:00:30.000]  是祢得勝的日子
[00:00:30.000 --> 00:00:33.600]  是祢為我們這群人戰勝仇敵跟死亡的日子
[00:00:33.600 --> 00:00:37.200]  是祢為我們這群人戰勝仇敵死亡的日子
[00:00:37.200 --> 00:00:39.600]  是祢給我們新生命和盼望的日子
[00:00:39.600 --> 00:00:42.200]  是祢給我們新生命盼望的日子
[00:00:42.200 --> 00:00:44.500]  所以我們這些人來到祢面前
[00:00:44.500 --> 00:00:46.600]  所以我們這些人來到祢面前
[00:00:46.600 --> 00:00:48.600]  我們心歡喜 我們零快樂
[00:00:48.600 --> 00:00:50.600]  我們心歡喜 我們零快樂
[00:00:50.600 --> 00:00:52.000]  我們來稱頌耶和華
[00:00:52.000 --> 00:00:53.300]  我們來稱頌耶和華
[00:00:53.300 --> 00:00:55.100]  我們來向這位神屈膝
[00:00:55.100 --> 00:00:57.300]  我們來向這位神屈膝
[00:00:57.300 --> 00:01:00.100]  我們來敬拜這位創造救贖我們的主
[00:01:00.100 --> 00:01:02.800]  我們來敬拜這位創造救贖的主
[00:01:02.800 --> 00:01:03.700]  我們感謝祢
[00:01:03.700 --> 00:01:04.500]  我們感謝祢
[00:01:04.500 --> 00:01:06.400]  我們感謝祢給我們恩典來敬拜祢
[00:01:06.400 --> 00:01:09.300]  我們感謝祢給我們恩典來敬拜祢
[00:01:09.300 --> 00:01:11.800]  我們感謝祢給我們特權向祢禱告
[00:01:11.800 --> 00:01:13.700]  給我們特權向祢禱告
[00:01:13.700 --> 00:01:14.400]  我們感謝祢
[00:01:14.400 --> 00:01:15.900]  當我們來稱頌祢的時候
[00:01:15.900 --> 00:01:17.200]  祢就在我們當中
[00:01:17.200 --> 00:01:19.000]  感謝當我們稱謝祢的時候
[00:01:19.000 --> 00:01:20.600]  祢就在我們當中
[00:01:20.600 --> 00:01:22.700]  願祢的話來教導我們的生命
[00:01:22.700 --> 00:01:24.600]  願祢的話教導我們的生命
[00:01:24.600 --> 00:01:26.600]  願祢的話來教慣我們的生命
[00:01:26.600 --> 00:01:28.700]  願祢的話來教慣我們的生命
[00:01:28.700 --> 00:01:31.300]  願祢的話使我們生命不斷的成長
[00:01:31.300 --> 00:01:34.000]  願祢的話使我們生命不斷的成長
[00:01:34.000 --> 00:01:36.300]  使我們越來越像墜死
[00:01:36.300 --> 00:01:38.100]  使我們越來越像墜死
[00:01:38.100 --> 00:01:39.600]  像基督的義活著
[00:01:39.600 --> 00:01:41.100]  像基督的義活著
[00:01:41.100 --> 00:01:42.800]  祢恩待我們以下的時間
[00:01:42.800 --> 00:01:44.800]  祢恩待我們以下的時間
[00:01:44.800 --> 00:01:46.100]  奉主耶穌的名禱告
[00:01:46.100 --> 00:01:48.100]  奉主耶穌的名禱告
[00:01:48.100 --> 00:01:48.400]  阿們
[00:01:48.400 --> 00:01:50.100]  阿們
[00:01:50.100 --> 00:01:51.700]  好
[00:01:51.700 --> 00:01:55.200]  下面我邀請大家一起來讀這段經文
[00:01:55.200 --> 00:01:57.800]  下面我邀請大家一起來讀這段經文
[00:01:57.800 --> 00:01:58.700]  我讀單數節
[00:01:58.700 --> 00:02:00.300]  我們讀雙數節
[00:02:00.300 --> 00:02:01.800]  牧師讀單數節
[00:02:01.800 --> 00:02:03.800]  請大家讀雙數節
[00:02:03.800 --> 00:02:06.400]  馬可福音二章
[00:02:06.400 --> 00:02:08.900]  馬可福音二章23節
[00:02:08.900 --> 00:02:10.700]  20到28節
[00:02:10.700 --> 00:02:11.400]  把我收起來
[00:02:11.400 --> 00:02:12.500]  好
[00:02:12.500 --> 00:02:14.100]  我們來讀
[00:02:14.100 --> 00:02:15.600]  大家讀雙數節
[00:02:15.600 --> 00:02:21.300]  耶穌當安息日從麥地經過
[00:02:21.300 --> 00:02:25.700]  他們行路的時候
[00:02:25.700 --> 00:02:30.200]  掐了麥穗
[00:02:30.200 --> 00:02:31.100]  漢啊
[00:02:31.100 --> 00:02:36.400]  在安息日為什麼做不可做的事呢
[00:02:36.400 --> 00:02:37.700]  耶穌對他們說
[00:02:37.700 --> 00:02:39.900]  經上記著大衛和跟從他的人
[00:02:39.900 --> 00:02:42.600]  缺乏飢餓之時所做的事
[00:02:42.600 --> 00:02:44.500]  你們沒有念過嗎
[00:02:44.500 --> 00:02:48.300]  他當亞比亞他作大祭司的時候
[00:02:48.300 --> 00:02:51.900]  怎麼盡了神的電吃了陳切餅
[00:02:51.900 --> 00:02:54.200]  又給跟從他的人吃
[00:02:54.200 --> 00:02:56.400]  這餅除了祭司以外
[00:02:56.400 --> 00:02:58.900]  人都不可以吃
[00:02:58.900 --> 00:03:00.300]  又對他們說
[00:03:00.300 --> 00:03:02.300]  安息日是為人設立的
[00:03:02.300 --> 00:03:05.000]  人不是為安息日設立的
[00:03:05.000 --> 00:03:09.100]  所以人子也是安息日的主
[00:03:09.100 --> 00:03:09.800]  好
[00:03:09.800 --> 00:03:12.000]  經文讀完了
[00:03:12.000 --> 00:03:14.400]  我們透過這段經文思考一個主題
[00:03:14.400 --> 00:03:17.200]  我們讀這段經文思考一個主題
[00:03:17.200 --> 00:03:18.800]  安息日的主
[00:03:18.800 --> 00:03:20.100]  安息日的主
[00:03:20.100 --> 00:03:21.000]  耶穌基督
[00:03:21.000 --> 00:03:23.100]  耶穌基督
[00:03:23.100 --> 00:03:24.400]  開始我們要問的是
[00:03:24.400 --> 00:03:25.900]  什麼是安息日
[00:03:25.900 --> 00:03:27.300]  開始的時候我們要問
[00:03:27.300 --> 00:03:29.000]  什麼是安息日
[00:03:29.000 --> 00:03:30.600]  兩千多年前的安息日
[00:03:30.600 --> 00:03:32.700]  跟我們今天有什麼樣的關係
[00:03:32.700 --> 00:03:33.900]  以前的人的安息日
[00:03:33.900 --> 00:03:35.700]  跟我們今天有什麼關係
[00:03:35.700 --> 00:03:36.900]  基督徒是否今天
[00:03:36.900 --> 00:03:38.800]  仍然需要遵守安息日
[00:03:38.800 --> 00:03:41.900]  基督徒今天是否還需要遵守安息日呢
[00:03:41.900 --> 00:03:43.700]  如果不需要遵守安息日
[00:03:43.700 --> 00:03:45.200]  如果不用守安息日
[00:03:45.200 --> 00:03:48.100]  那麼聖經為什麼會用很多的天福
[00:03:48.100 --> 00:03:49.600]  來描述安息日
[00:03:49.600 --> 00:03:51.600]  那麼聖經為什麼用這麼多篇幅
[00:03:51.600 --> 00:03:53.100]  來描述安息日
[00:03:53.100 --> 00:03:54.900]  如果需要遵守安息日
[00:03:54.900 --> 00:03:56.500]  如果需要遵守安息日
[00:03:56.500 --> 00:03:59.000]  我們今天應該如何看待安息日
[00:03:59.000 --> 00:04:01.900]  我們今天應該如何看待安息日
[00:04:01.900 --> 00:04:03.100]  好
