
[00:00:00.000 --> 00:00:05.000]  我們今天繼續看八幅
[00:00:05.000 --> 00:00:07.600]  另外的三幅
[00:00:07.600 --> 00:00:11.600]  就是連率、清心和和睦
[00:00:11.600 --> 00:00:14.600]  下一次我們就講最後那個
[00:00:14.600 --> 00:00:16.000]  為二壽碧白
[00:00:16.000 --> 00:00:21.000]  和整體將我們八次所講的
[00:00:21.000 --> 00:00:23.000]  總合一次
[00:00:23.000 --> 00:00:28.000]  第一個連率人有什麼福氣呢?
[00:00:28.000 --> 00:00:33.000]  就在這個馬太福音第五章第七節
[00:00:33.000 --> 00:00:35.000]  就是我們的主題經文
[00:00:35.000 --> 00:00:40.000]  這裡說連率人的人有福了
[00:00:40.000 --> 00:00:43.000]  因為他們必蒙連率
[00:00:43.000 --> 00:00:47.000]  這句話我們好像叫做
[00:00:47.000 --> 00:00:52.000]  一種哲學上叫做Totology
[00:00:52.000 --> 00:00:54.000]  我問這兩歲的孫
[00:00:54.000 --> 00:00:57.000]  我說為什麼你不吃飯?
[00:00:57.000 --> 00:01:00.000]  他說因為我不吃飯
[00:01:00.000 --> 00:01:03.000]  他的答案就是因為我不吃飯
[00:01:03.000 --> 00:01:07.000]  可能我們再複雜些去詮釋那些說話
[00:01:07.000 --> 00:01:09.000]  因為那些飯不好吃
[00:01:09.000 --> 00:01:11.000]  因為他要看電視
[00:01:11.000 --> 00:01:13.000]  因為他要玩
[00:01:13.000 --> 00:01:15.000]  那些小朋友很容易
[00:01:15.000 --> 00:01:18.000]  就將你的問題變回答案一樣
[00:01:18.000 --> 00:01:21.000]  連率人的人有福了
[00:01:21.000 --> 00:01:23.000]  因為他們必蒙連率
[00:01:23.000 --> 00:01:26.000]  好像沒什麼答案一樣
[00:01:26.000 --> 00:01:33.000]  其實如果以行動和回報方面
[00:01:33.000 --> 00:01:36.000]  蒙連率本身是一種福氣
[00:01:36.000 --> 00:01:41.000]  假如你做的事比較一般
[00:01:41.000 --> 00:01:45.000]  就是說水平上一半好一半不好
[00:01:45.000 --> 00:01:49.000]  不連率的就會看你那50%不好
[00:01:49.000 --> 00:01:54.000]  這些人做事50%都不到
[00:01:54.000 --> 00:01:57.000]  如果連率的人很厲害
[00:01:57.000 --> 00:01:59.000]  超過了50%
[00:01:59.000 --> 00:02:01.000]  好做就有資材
[00:02:01.000 --> 00:02:03.000]  一個人他看一件事
[00:02:03.000 --> 00:02:07.000]  我們人生裡面也有黑和白兩方面
[00:02:07.000 --> 00:02:10.000]  如果比較同情的去看你
[00:02:10.000 --> 00:02:13.000]  從一個比較encouraging的角度
[00:02:13.000 --> 00:02:15.000]  就是你有上進的空間
[00:02:15.000 --> 00:02:17.000]  如果從一個很不同情
[00:02:17.000 --> 00:02:20.000]  很不了解你的角度來說
[00:02:20.000 --> 00:02:21.000]  就是你根本水平
[00:02:21.000 --> 00:02:23.000]  半桶水不夠
[00:02:23.000 --> 00:02:28.000]  因此在我們個人去看人生的事物
[00:02:28.000 --> 00:02:31.000]  和我們去對待人方面
[00:02:31.000 --> 00:02:34.000]  應該從一個比較積極的態度
[00:02:34.000 --> 00:02:37.000]  我們希望蒙別人的恩典
[00:02:37.000 --> 00:02:39.000]  連問連率
[00:02:39.000 --> 00:02:42.000]  我們去到別人那裡
[00:02:42.000 --> 00:02:44.000]  我們也不要挑剔
[00:02:44.000 --> 00:02:46.000]  我們去連率人
[00:02:46.000 --> 00:02:50.000]  有一種是連率人生命的特質
[00:02:50.000 --> 00:02:54.000]  你比較容易經歷到連率
[00:02:54.000 --> 00:02:56.000]  在聖經裡面
[00:02:56.000 --> 00:02:58.000]  有關連率相關的經文
[00:02:58.000 --> 00:03:01.000]  都相當多
[00:03:01.000 --> 00:03:05.000]  我統計過大概有67節這麼多
[00:03:05.000 --> 00:03:08.000]  其中這個馬太福音這裡
[00:03:08.000 --> 00:03:11.000]  講一個耶穌所講的比喻
[00:03:11.000 --> 00:03:13.000]  一個人欠了人幾千萬
[00:03:13.000 --> 00:03:16.000]  他沒有辦法償還
[00:03:16.000 --> 00:03:21.000]  於是大額錢債官司
[00:03:21.000 --> 00:03:23.000]  判他破產之外
[00:03:23.000 --> 00:03:25.000]  他沒有錢給
[00:03:25.000 --> 00:03:27.000]  就要坐牢來抵償
[00:03:27.000 --> 00:03:32.000]  他就向債主和懲罰的人說
[00:03:32.000 --> 00:03:33.000]  我慘了
[00:03:33.000 --> 00:03:35.000]  上有高堂
[00:03:35.000 --> 00:03:39.000]  下面又有很多小朋友
[00:03:39.000 --> 00:03:41.000]  很多口諱
[00:03:41.000 --> 00:03:43.000]  請給我一個機會
[00:03:43.000 --> 00:03:45.000]  你不要判我坐牢
[00:03:45.000 --> 00:03:48.000]  至少我在牢外有些活動
[00:03:48.000 --> 00:03:49.000]  做孤離也好
[00:03:49.000 --> 00:03:51.000]  能夠有少少錢
[00:03:51.000 --> 00:03:53.000]  養妻活兒
[00:03:53.000 --> 00:03:55.000]  這個審判官這個欠債的人
[00:03:55.000 --> 00:03:57.000]  聽見他這樣
[00:03:57.000 --> 00:03:59.000]  動了憐憫之心
[00:03:59.000 --> 00:04:02.000]  我公司還有很多盈餘
[00:04:02.000 --> 00:04:04.000]  有三百多億
[00:04:04.000 --> 00:04:05.000]  你幾千萬
[00:04:05.000 --> 00:04:06.000]  取消了
[00:04:06.000 --> 00:04:08.000]  當今年的外匯賬
[00:04:08.000 --> 00:04:10.000]  那些小股東蝕本
[00:04:10.000 --> 00:04:13.000]  今年派息不派少一毛錢
[00:04:13.000 --> 00:04:15.000]  大公司的股票那麼多
[00:04:15.000 --> 00:04:18.000]  你幾千萬派少一毛錢
[00:04:18.000 --> 00:04:20.000]  已經威嚇了
[00:04:20.000 --> 00:04:22.000]  誰知他出牢之後
[00:04:22.000 --> 00:04:25.000]  他碰到一個欠他十多元的人
[00:04:25.000 --> 00:04:27.000]  捉住他
[00:04:27.000 --> 00:04:28.000]  你欠我十多元
[00:04:28.000 --> 00:04:29.000]  我今天走投無路
[00:04:29.000 --> 00:04:30.000]  十多元也是
[00:04:30.000 --> 00:04:33.000]  至少可以坐巴士
[00:04:33.000 --> 00:04:35.000]  捉了他去小債
[00:04:35.000 --> 00:04:37.000]  小額錢債的地方
[00:04:37.000 --> 00:04:41.000]  要叫他十多元快點拿出來
[00:04:41.000 --> 00:04:44.000]  但這件事傳到給
[00:04:44.000 --> 00:04:46.000]  赦免他幾千萬的人
[00:04:46.000 --> 00:04:47.000]  就說
[00:04:47.000 --> 00:04:50.000]  你欠人那麼多錢
[00:04:50.000 --> 00:04:53.000]  人家就一筆外匯賬
[00:04:53.000 --> 00:04:55.000]  這樣威嚇了
[00:04:55.000 --> 00:04:57.000]  人家欠你十多元
[00:04:57.000 --> 00:04:59.000]  既然欠你十多元
[00:04:59.000 --> 00:05:00.000]  也有一個理由
[00:05:00.000 --> 00:05:02.000]  你完全毫不吝嗇
[00:05:02.000 --> 00:05:03.000]  要捉他見官
[00:05:03.000 --> 00:05:05.000]  要捉他坐牢
[00:05:05.000 --> 00:05:07.000]  或者將他怎樣的東西
[00:05:07.000 --> 00:05:09.000]  來做抵押
[00:05:09.000 --> 00:05:12.000]  人家擺在你身上的東西
[00:05:12.000 --> 00:05:14.000]  你沒有這樣做在人身上
[00:05:14.000 --> 00:05:18.000]  於是沒有對這個人憐憫
[00:05:18.000 --> 00:05:20.000]  要他還錢
[00:05:20.000 --> 00:05:21.000]  所以在總結中說
[00:05:21.000 --> 00:05:24.000]  你不應當連戳你的同伴
[00:05:24.000 --> 00:05:28.000]  像我連戳你一樣
[00:05:28.000 --> 00:05:29.000]  人很有趣
[00:05:29.000 --> 00:05:31.000]  有人得罪你
[00:05:31.000 --> 00:05:34.000]  還有人欠你的東西
[00:05:34.000 --> 00:05:37.000]  或者跟你工作的時候
[00:05:37.000 --> 00:05:39.000]  很不合作又很不肯
[00:05:39.000 --> 00:05:41.000]  有機會去陷他一簧
[00:05:41.000 --> 00:05:42.000]  或者怎樣
[00:05:42.000 --> 00:05:43.000]  但是有一天
[00:05:43.000 --> 00:05:45.000]  你撞牆板
[00:05:45.000 --> 00:05:47.000]  撞牆板之後
[00:05:47.000 --> 00:05:49.000]  你那個老闆
[00:05:49.000 --> 00:05:51.000]  知情的人
[00:05:51.000 --> 00:05:53.000]  完全不揭露
[00:05:53.000 --> 00:05:55.000]  替你掩飾
[00:05:55.000 --> 00:05:57.000]  掃落地氈底
[00:05:57.000 --> 00:05:59.000]  給你一次機會
[00:05:59.000 --> 00:06:01.000]  你會突然之間覺得
[00:06:01.000 --> 00:06:03.000]  自己的心釋放很多
[00:06:03.000 --> 00:06:05.000]  我今天能夠繼續去活
[00:06:05.000 --> 00:06:07.000]  在這間公司工作
[00:06:07.000 --> 00:06:09.000]  其實就是有些人幫了我
[00:06:09.000 --> 00:06:11.000]  在釋懷的同時
[00:06:11.000 --> 00:06:14.000]  你對那些激你
[00:06:14.000 --> 00:06:17.000]  和跟你對敵競爭的人
[00:06:17.000 --> 00:06:19.000]  你會寬懷很多
[00:06:19.000 --> 00:06:21.000]  這就是聖經所說
[00:06:21.000 --> 00:06:24.000]  「恩免越多,徒步越隆」
[00:06:24.000 --> 00:06:26.000]  你經歷上帝的恩典越多
[00:06:26.000 --> 00:06:29.000]  你就覺得你要付出
[00:06:29.000 --> 00:06:33.000]  和放下的越多
[00:06:33.000 --> 00:06:35.000]  有一個人
[00:06:35.000 --> 00:06:37.000]  開車的時候
[00:06:37.000 --> 00:06:40.000]  他是一個傳道人
[00:06:40.000 --> 00:06:43.000]  開車的時候遇到一個嚴重車禍
[00:06:43.000 --> 00:06:46.000]  幾乎一鑊熟
[00:06:46.000 --> 00:06:50.000]  他和他太太和小朋友
[00:06:50.000 --> 00:06:52.000]  三車串燒
[00:06:52.000 --> 00:06:54.000]  一個很嚴重的車禍
[00:06:54.000 --> 00:06:57.000]  但是他毫無損傷
[00:06:57.000 --> 00:07:02.000]  雖然車子完全撞毀
[00:07:02.000 --> 00:07:05.000]  他本來在事夢當中
[00:07:05.000 --> 00:07:07.000]  在工作方面
[00:07:07.000 --> 00:07:09.000]  有很多的苦讀
[00:07:09.000 --> 00:07:11.000]  有很多不能寬恕
[00:07:11.000 --> 00:07:13.000]  放不下的東西
[00:07:13.000 --> 00:07:16.000]  但經過一次這樣的交通意外之後
[00:07:16.000 --> 00:07:18.000]  其實我都聽到很多弟兄姊妹
[00:07:18.000 --> 00:07:20.000]  他覺得
[00:07:20.000 --> 00:07:23.000]  有什麼比生命更重要呢
[00:07:23.000 --> 00:07:26.000]  世間這些恩怨情仇都帶不走
[00:07:26.000 --> 00:07:30.000]  還有將來天賦自有的公平審判
[00:07:30.000 --> 00:07:33.000]  他在神面前重新放他自己
[00:07:33.000 --> 00:07:35.000]  立志說
[00:07:35.000 --> 00:07:37.000]  上帝你叫我洗廁所我都洗
[00:07:37.000 --> 00:07:39.000]  毫無淵源利息
[00:07:39.000 --> 00:07:42.000]  你要我做什麼
[00:07:42.000 --> 00:07:46.000]  和我的學歷和我所有身份不相稱的事
[00:07:46.000 --> 00:07:47.000]  我都去做
[00:07:47.000 --> 00:07:52.000]  是因為你將第二次的生命和機會給了我
[00:07:52.000 --> 00:07:55.000]  這種生命裡面的對比經歷
[00:07:55.000 --> 00:08:00.000]  有很多時候是我們經歷了被人憐恕
[00:08:00.000 --> 00:08:02.000]  寬恕之後
[00:08:02.000 --> 00:08:05.000]  我們學會了原來憐恕人
[00:08:05.000 --> 00:08:08.000]  那個受憐恕的人是這麼開心
[00:08:08.000 --> 00:08:11.000]  還有經歷過被寬恕之後
[00:08:11.000 --> 00:08:14.000]  去將寬恕作為禮物給別人
[00:08:14.000 --> 00:08:16.000]  是很開心的一件事
[00:08:16.000 --> 00:08:19.000]  經歷被寬恕當然開心
[00:08:19.000 --> 00:08:21.000]  但是你有一種擁有
[00:08:21.000 --> 00:08:24.000]  有一種權力將寬恕將憐恕給別人
[00:08:24.000 --> 00:08:26.000]  是更加開心的
[00:08:26.000 --> 00:08:27.000]  因為聖經說
[00:08:27.000 --> 00:08:30.000]  施比壽更是有福
[00:08:30.000 --> 00:08:34.000]  我看到有很多人的經歷相當相似
[00:08:34.000 --> 00:08:39.000]  那本書是一卷講信心與行為一致的書
[00:08:39.000 --> 00:08:44.000]  若是弟兄或姊妹赤身露體又缺少日用飲食
[00:08:44.000 --> 00:08:46.000]  你們中間有人對他們說
[00:08:46.000 --> 00:08:48.000]  平平安安地去罷
[00:08:48.000 --> 00:08:51.000]  願你們穿得暖吃得飽
[00:08:51.000 --> 00:08:55.000]  卻不得給他們身體所需用的
[00:08:55.000 --> 00:08:57.000]  借有什麼益存
[00:08:57.000 --> 00:08:59.000]  有人來到
[00:08:59.000 --> 00:09:02.000]  有一個很具體實際的困難在你面前
[00:09:02.000 --> 00:09:04.000]  你說我為你祈禱
[00:09:04.000 --> 00:09:06.000]  上帝一定會幫你的
[00:09:06.000 --> 00:09:08.000]  你回去自己又去祈禱
[00:09:08.000 --> 00:09:10.000]  那你實際又沒有
[00:09:10.000 --> 00:09:13.000]  打發敷衍去
[00:09:13.000 --> 00:09:15.000]  然後就掩著自己的前浪
[00:09:15.000 --> 00:09:17.000]  或者就是
[00:09:17.000 --> 00:09:21.000]  他回頭走了之後你都不記得
[00:09:21.000 --> 00:09:23.000]  沒有即時為他祈禱
[00:09:23.000 --> 00:09:25.000]  在遇到一些場合
[00:09:25.000 --> 00:09:28.000]  沒有機會或者遇到一些人的時候
[00:09:28.000 --> 00:09:30.000]  沒有分享他的需要
[00:09:30.000 --> 00:09:32.000]  讓人都紀念他的需要
[00:09:32.000 --> 00:09:36.000]  雅各這位耶穌基督的兄弟
[00:09:36.000 --> 00:09:38.000]  他所寫這卷書
[00:09:38.000 --> 00:09:41.000]  強調沒有行為的信心
[00:09:41.000 --> 00:09:43.000]  是死的
[00:09:43.000 --> 00:09:44.000]  對他來說
[00:09:44.000 --> 00:09:46.000]  當然無益處
[00:09:46.000 --> 00:09:47.000]  祝福他平安
[00:09:47.000 --> 00:09:49.000]  上帝自然會幫助你
[00:09:49.000 --> 00:09:52.000]  船到橋頭自然會直
[00:09:52.000 --> 00:09:58.000]  而你毫不帶一丁的憐恤
[00:09:58.000 --> 00:10:01.000]  在你生命裡面過去
[00:10:01.000 --> 00:10:03.000]  你猜你的信心
[00:10:03.000 --> 00:10:05.000]  有沒有通過一種實際的行動
[00:10:05.000 --> 00:10:09.000]  甚至要比與不比之間的掙扎
[00:10:09.000 --> 00:10:11.000]  來成長
[00:10:11.000 --> 00:10:13.000]  為什麼你要健身
[00:10:13.000 --> 00:10:15.000]  為什麼你要跑步
[00:10:15.000 --> 00:10:18.000]  那些做運動的人告訴我
[00:10:18.000 --> 00:10:21.000]  原來我們的肌肉有記憶
