
[00:00:00.000 --> 00:00:02.040]  這幾天打風下雨
[00:00:02.040 --> 00:00:05.380]  令我想起一齣在
[00:00:05.380 --> 00:00:07.420]  七八年前的
[00:00:07.420 --> 00:00:14.080]  在百能電影節當中拿了最佳電影的一齣電影
[00:00:14.080 --> 00:00:14.840]  歲月神偷
[00:00:14.840 --> 00:00:19.460]  歲月神偷的故事就是裸機皮鞋
[00:00:19.460 --> 00:00:22.520]  令我想起的就是
[00:00:22.520 --> 00:00:26.360]  在電影裏面一場是十號風球的場景
[00:00:27.640 --> 00:00:29.940]  話說裸機的
[00:00:29.940 --> 00:00:35.060]  皮鞋店是一座星鐵皮搭的房子
[00:00:35.060 --> 00:00:37.100]  樓下是店舖 樓上是住宅
[00:00:37.100 --> 00:00:38.900]  十號風球刮起
[00:00:38.900 --> 00:00:41.460]  牆和窗
[00:00:41.460 --> 00:00:43.500]  門口全部吹走
[00:00:43.500 --> 00:00:44.780]  不用說
[00:00:44.780 --> 00:00:48.120]  身家性命財產所有的皮鞋通街都是
[00:00:48.120 --> 00:00:52.220]  在橫風橫雨甚麼都吹走的時候
[00:00:52.220 --> 00:00:55.020]  一家之主這位父親裸機
[00:00:55.020 --> 00:00:57.080]  他印了一張甚麼
[00:00:58.620 --> 00:01:00.660]  給了提示大家
[00:01:00.660 --> 00:01:02.460]  裸機
[00:01:02.460 --> 00:01:05.280]  拉住屋頂
[00:01:05.280 --> 00:01:07.060]  不止他 全家人
[00:01:07.060 --> 00:01:08.860]  拼命拉住屋頂
[00:01:08.860 --> 00:01:12.940]  在電影當中裸機有一句金句
[00:01:12.940 --> 00:01:15.760]  在電影當中是三番四次重覆的
[00:01:15.760 --> 00:01:18.320]  做人最緊要保住屋頂
[00:01:18.320 --> 00:01:21.660]  遲幾年我都要保住屋頂
[00:01:21.660 --> 00:01:26.260]  今時今日我想都沒有多少人住星鐵皮屋
[00:01:26.780 --> 00:01:30.380]  要保住屋頂也未必是我們最緊要的
[00:01:30.380 --> 00:01:31.140]  Priority
[00:01:31.140 --> 00:01:37.540]  我們這班長期住在壓力煲當中 另一種的星鐵屋
[00:01:37.540 --> 00:01:38.300]  壓力煲來的
[00:01:38.300 --> 00:01:40.100]  我們要為了生活
[00:01:40.100 --> 00:01:41.640]  可能為了
[00:01:41.640 --> 00:01:42.400]  建屋
[00:01:42.400 --> 00:01:47.520]  更加重要是為了子女的公書教學 為了上有高堂下有子女
[00:01:47.520 --> 00:01:49.320]  今日
[00:01:49.320 --> 00:01:51.100]  我們究竟
[00:01:51.100 --> 00:01:54.700]  最緊要保住的是甚麼
[00:01:56.980 --> 00:01:59.020]  我今日和大家在二分所書
[00:01:59.020 --> 00:02:01.340]  六章一至四節要分享的訊息就是
[00:02:01.340 --> 00:02:02.880]  父親的抉擇
[00:02:02.880 --> 00:02:06.720]  不少人可能會說
[00:02:06.720 --> 00:02:10.560]  最緊要一家人齊齊整整 像裸機那樣
[00:02:10.560 --> 00:02:12.340]  一起拉住屋頂
[00:02:12.340 --> 00:02:14.140]  不過有人會立即回答
[00:02:14.140 --> 00:02:15.180]  一家人
[00:02:15.180 --> 00:02:16.180]  好
[00:02:16.180 --> 00:02:17.980]  一家人齊齊整整
[00:02:17.980 --> 00:02:20.020]  不要加重屋幣就可以了
[00:02:20.020 --> 00:02:21.560]  不然真的不太好
[00:02:21.560 --> 00:02:25.140]  這句說話我相信很多人認同
[00:02:25.660 --> 00:02:28.980]  如果不是坊間怎會有這麼多的講座 這麼多的書籍
[00:02:28.980 --> 00:02:30.260]  講家庭的問題
[00:02:30.260 --> 00:02:32.320]  講怎樣兩代溝通
[00:02:32.320 --> 00:02:33.860]  講怎樣教養兒童
[00:02:33.860 --> 00:02:35.900]  講怎樣親子關係
[00:02:35.900 --> 00:02:40.000]  很明顯就是幫助一家人
[00:02:40.000 --> 00:02:41.280]  能夠融洽相處
[00:02:41.280 --> 00:02:44.100]  幫助家人減少衝突
[00:02:44.100 --> 00:02:45.120]  和矛盾
[00:02:45.120 --> 00:02:46.400]  改善關係
[00:02:46.400 --> 00:02:50.240]  不過有沒有留意一個現象
[00:02:50.240 --> 00:02:54.580]  相信大家都不會日日夜夜伏在書攤
[00:02:54.840 --> 00:02:56.900]  所以誰去買書買什麼書你不知道
[00:02:56.900 --> 00:02:59.960]  但是如果你參加過這些講座的
[00:02:59.960 --> 00:03:02.020]  你會留意到一個現象
[00:03:02.020 --> 00:03:05.340]  很少人像我們今早崇拜那樣
[00:03:05.340 --> 00:03:08.420]  父母帶同子女子女帶同父母一起出席
[00:03:08.420 --> 00:03:10.460]  你只會看到家長去
[00:03:10.460 --> 00:03:13.540]  沒什麼機會會帶子女去
[00:03:13.540 --> 00:03:16.100]  又不會帶家長的父母去
[00:03:16.100 --> 00:03:18.140]  聖經卻不同
[00:03:18.140 --> 00:03:21.980]  剛才主席領我們讀的聖經
[00:03:22.240 --> 00:03:25.560]  我們清楚看到聖經既同時教導兒女
[00:03:25.560 --> 00:03:26.840]  亦都教導
[00:03:26.840 --> 00:03:28.380]  為人父母的
[00:03:28.380 --> 00:03:41.180]  二不疏書六章一至三節
[00:03:41.180 --> 00:03:42.980]  先教導作兒女的
[00:03:42.980 --> 00:03:44.000]  我們看到
[00:03:44.000 --> 00:03:45.280]  兩方面是吧
[00:03:45.280 --> 00:03:48.100]  要在主裡聽從父母這是理所當然的
[00:03:48.100 --> 00:03:51.420]  要孝敬父母使你得福這是誡命最終
[00:03:52.960 --> 00:03:53.720]  而第四節
[00:03:53.720 --> 00:03:57.060]  亦都是同兩方面去教導作父親的
[00:03:57.060 --> 00:03:58.600]  反向的
[00:03:58.600 --> 00:04:00.380]  不要惹兒女的氣
[00:04:00.380 --> 00:04:01.160]  正向的
[00:04:01.160 --> 00:04:03.960]  要照著主的教訓和警戒
[00:04:03.960 --> 00:04:05.000]  去養育他們
[00:04:05.000 --> 00:04:08.840]  兒女有一日
[00:04:08.840 --> 00:04:09.600]  都會
[00:04:09.600 --> 00:04:10.880]  有可能成為
[00:04:10.880 --> 00:04:13.440]  生兒育女成為別人的父母
[00:04:13.440 --> 00:04:14.960]  可惜
[00:04:14.960 --> 00:04:17.280]  正如我們自己身歷其境
[00:04:17.280 --> 00:04:18.800]  我們的教育制度
[00:04:19.060 --> 00:04:22.640]  卻很少預備和教導我們怎樣去做父母
[00:04:22.640 --> 00:04:23.420]  怎樣去
[00:04:23.420 --> 00:04:26.240]  教導我們的子女
[00:04:26.240 --> 00:04:29.560]  即使在學校當中
[00:04:29.560 --> 00:04:31.360]  為人師表的
[00:04:31.360 --> 00:04:33.400]  亦可能和我們都是一樣
[00:04:33.400 --> 00:04:35.200]  他都是在摸索
[00:04:35.200 --> 00:04:37.240]  究竟怎樣可以
[00:04:37.240 --> 00:04:39.800]  和他自己的父母親和自己的兒女
[00:04:39.800 --> 00:04:42.100]  和他的兄弟和家人
[00:04:42.100 --> 00:04:43.380]  去相處
[00:04:43.380 --> 00:04:46.200]  所以身為父母的
[00:04:46.200 --> 00:04:48.500]  我們真是有個很重要的抉擇
[00:04:49.520 --> 00:04:50.540]  身為子女的
[00:04:50.540 --> 00:04:51.820]  我們有一日都會成為父母
[00:04:51.820 --> 00:04:53.620]  這個抉擇都關我們事
[00:04:53.620 --> 00:04:56.680]  就是我們是否願意一家人
[00:04:56.680 --> 00:04:57.720]  一起
[00:04:57.720 --> 00:05:00.020]  經歷聖經的教導
[00:05:00.020 --> 00:05:02.840]  從聖經去學習領受和實踐
[00:05:02.840 --> 00:05:05.400]  從神而來不變的道理
[00:05:05.400 --> 00:05:06.680]  因為
