
[00:00:00.000 --> 00:00:04.900]  早晨 新年快樂 恭喜發財
[00:00:04.900 --> 00:00:09.900]  我覺得呢 經常都說要積聚財寶在天上
[00:00:09.900 --> 00:00:11.400]  我覺得積在地上都可以
[00:00:11.400 --> 00:00:13.400]  不過最重要是什麼呢 就要奉獻
[00:00:13.400 --> 00:00:17.400]  這個很重要 大家可以積聚財寶在地上
[00:00:17.400 --> 00:00:19.900]  恭祝大家發財完之後奉獻給教會
[00:00:19.900 --> 00:00:21.900]  一起奉獻在神的角度裡面
[00:00:21.900 --> 00:00:23.900]  因為神的角度是需要錢的
[00:00:23.900 --> 00:00:28.900]  先說一下 本來我預備了一篇講道
[00:00:28.900 --> 00:00:33.900]  因為今天想說新約中的情緒而恐懼
[00:00:33.900 --> 00:00:36.900]  所以其實我是有想延續這個主題
[00:00:36.900 --> 00:00:38.900]  但是我突然間在上個星期才發現
[00:00:38.900 --> 00:00:42.900]  原來我今天講道的日子是年初四
[00:00:42.900 --> 00:00:46.900]  所以我突然間昨天下午就預備了一篇新的道
[00:00:46.900 --> 00:00:49.900]  為了應節一點 就是和今年新年有關的
[00:00:49.900 --> 00:00:53.900]  我很想說今年是什麼年 蛇年 是不是
[00:00:53.900 --> 00:00:58.900]  所以今天我很想說一篇道是和蛇有關的
[00:00:58.900 --> 00:01:00.900]  為了應節今年是蛇年
[00:01:00.900 --> 00:01:02.900]  今天我講到的題目就是
[00:01:02.900 --> 00:01:05.900]  耶穌賜生命的蛇
[00:01:05.900 --> 00:01:10.900]  在開始講道之前想做一個簡單 非標準的統計
[00:01:10.900 --> 00:01:15.900]  我想問 誰覺得蛇是正面的舉手
[00:01:15.900 --> 00:01:17.900]  蛇是正面的舉手
[00:01:17.900 --> 00:01:19.900]  誠實作答
[00:01:19.900 --> 00:01:21.900]  誰覺得蛇是負面的舉手
[00:01:21.900 --> 00:01:25.900]  大比數勝出 都是覺得蛇是負面的
[00:01:25.900 --> 00:01:27.900]  特別是我們基督徒
[00:01:27.900 --> 00:01:29.900]  當我們想到蛇的時候就會想起什麼
[00:01:29.900 --> 00:01:32.900]  撒旦 那條龍 啟示鹿那些
[00:01:32.900 --> 00:01:37.900]  還有什麼 伊甸園去引誘亞當和夏娃犯罪的那條蛇
[00:01:37.900 --> 00:01:39.900]  在基督教的傳統裡面
[00:01:39.900 --> 00:01:42.900]  我們彷彿都會覺得蛇是不好的
[00:01:42.900 --> 00:01:48.900]  蛇是我們中國人的十二新潮其中一個新潮
[00:01:48.900 --> 00:01:52.900]  其實蛇是不是全部都是負面的
[00:01:52.900 --> 00:01:56.900]  在聖經裡面有沒有一些關於蛇是正面的經文
[00:01:56.900 --> 00:01:58.900]  我想說其實是有的
[00:01:58.900 --> 00:02:02.900]  在新約裡面其實有兩段經文講蛇是正面的
[00:02:02.900 --> 00:02:05.900]  第一段就是馬太福音裡面講什麼
[00:02:05.900 --> 00:02:08.900]  剛才報告有講過 靈巧象蛇
[00:02:08.900 --> 00:02:10.900]  而第二段就是今天我要講的經文
[00:02:10.900 --> 00:02:15.900]  就是約翰福音三章14到15節的這段經文
[00:02:15.900 --> 00:02:18.900]  這段經文是講什麼 我們一起看看
[00:02:18.900 --> 00:02:20.900]  這段經文是這樣講的
[00:02:20.900 --> 00:02:22.900]  約翰福音三章14到15節
[00:02:22.900 --> 00:02:27.900]  這裡就是講耶穌和一個猶太人的教師
[00:02:27.900 --> 00:02:30.900]  尼哥德姆對話當中其中一段的經文
[00:02:30.900 --> 00:02:32.900]  是這樣講的 耶穌這樣講
[00:02:32.900 --> 00:02:35.900]  摩西在曠野怎樣將蛇舉起
[00:02:35.900 --> 00:02:38.900]  人子 人子就是耶穌自己
[00:02:38.900 --> 00:02:40.900]  人子也必照樣被舉起來
[00:02:40.900 --> 00:02:44.900]  使所有相信他的人都得永生
[00:02:44.900 --> 00:02:49.900]  這裡耶穌很明顯地將自己比喻為什麼
[00:02:49.900 --> 00:02:53.900]  比喻為摩西在曠野裡面舉起的那條蛇
[00:02:53.900 --> 00:02:55.900]  所以我們平時在教會聽
[00:02:55.900 --> 00:02:57.900]  很少會說耶穌是蛇 是不是
[00:02:57.900 --> 00:02:59.900]  所以今天我很想跟大家講
[00:02:59.900 --> 00:03:01.900]  其實聖經是有講過耶穌是蛇的
[00:03:01.900 --> 00:03:03.900]  就是我們今天看的這段經文
[00:03:03.900 --> 00:03:06.900]  耶穌就是那條被舉起的蛇
[00:03:06.900 --> 00:03:08.900]  所以我們說耶穌是蛇
[00:03:08.900 --> 00:03:09.900]  就不一定是異端的
[00:03:09.900 --> 00:03:11.900]  因為在約翰福音裡面真的這樣講
[00:03:11.900 --> 00:03:16.900]  耶穌就是那條被摩西在曠野裡面舉起的那條蛇
[00:03:16.900 --> 00:03:18.900]  所以今天我的講道題目就是
[00:03:18.900 --> 00:03:20.900]  耶穌賜生命的蛇
[00:03:20.900 --> 00:03:22.900]  我們回到這裡
[00:03:22.900 --> 00:03:25.900]  在這裡耶穌將自己比喻為
[00:03:25.900 --> 00:03:26.900]  被舉起的蛇
[00:03:26.900 --> 00:03:30.900]  其實這是一個很出名的舊約典故
[00:03:30.900 --> 00:03:33.900]  知不知道這段典故是來自哪一段經文
[00:03:33.900 --> 00:03:38.900]  就是來自《文數記》的二十一章四到八節
[00:03:38.900 --> 00:03:41.900]  那裡這樣講就是講以色列人在曠野
[00:03:41.900 --> 00:03:44.900]  你也知道以色列人在曠野最出名的是什麼
[00:03:44.900 --> 00:03:46.900]  最出名是犯罪
[00:03:46.900 --> 00:03:49.900]  就是法勞騷 抱怨
[00:03:49.900 --> 00:03:50.900]  故事是這樣的
[00:03:50.900 --> 00:03:52.900]  他們在荷爾山起行的時候
[00:03:52.900 --> 00:03:53.900]  在曠野
[00:03:53.900 --> 00:03:55.900]  以色列人就發怒騷
[00:03:55.900 --> 00:03:57.900]  又抱怨上帝 埋怨上帝
[00:03:57.900 --> 00:04:00.900]  就說這裡又沒有東西吃 又沒有水
[00:04:00.900 --> 00:04:01.900]  是不是很港女
[00:04:01.900 --> 00:04:03.900]  又沒有東西吃 又沒有水
[00:04:03.900 --> 00:04:04.900]  又走這麼久
[00:04:04.900 --> 00:04:07.900]  就是很辛苦
[00:04:07.900 --> 00:04:08.900]  於是怎麼辦
[00:04:08.900 --> 00:04:10.900]  於是神就受不了他們
[00:04:10.900 --> 00:04:11.900]  你們這幫港女
[00:04:11.900 --> 00:04:13.900]  就派了一堆蛇
[00:04:13.900 --> 00:04:15.900]  叫做火蛇進入百姓那裡
[00:04:15.900 --> 00:04:17.900]  那些火蛇又怎樣
[00:04:17.900 --> 00:04:18.900]  就咬他們
[00:04:18.900 --> 00:04:20.900]  於是以色列人就死了很多
[00:04:20.900 --> 00:04:24.900]  於是一幫埋怨的百姓就去到摩西那裡
[00:04:24.900 --> 00:04:26.900]  就說 哎呀 不好意思
[00:04:26.900 --> 00:04:28.900]  我們埋怨神 又埋怨你
[00:04:28.900 --> 00:04:30.900]  真是很不好意思 我犯罪了
[00:04:30.900 --> 00:04:33.900]  你可不可以幫我們祈禱 求求神
[00:04:33.900 --> 00:04:34.900]  叫這些蛇離開我們
[00:04:34.900 --> 00:04:37.900]  於是摩西就為百姓祈禱
[00:04:37.900 --> 00:04:39.900]  於是神就叫摩西就說
[00:04:39.900 --> 00:04:42.900]  你就去製造一條蛇
[00:04:42.900 --> 00:04:44.900]  就掛在一支竿上面
[00:04:44.900 --> 00:04:46.900]  凡是被咬的人
[00:04:46.900 --> 00:04:49.900]  只要一望到這支竿上面的那條蛇
[00:04:49.900 --> 00:04:51.900]  就可以被醫治 就可以存活了
[00:04:51.900 --> 00:04:54.900]  於是摩西就照耶和華的吩咐
[00:04:54.900 --> 00:04:57.900]  就做了一條銅蛇掛在竿上面
[00:04:57.900 --> 00:05:01.900]  凡是被咬的人看到這條蛇就存活了
[00:05:01.900 --> 00:05:04.900]  耶穌在同尼哥德姆的對話裏面說
[00:05:04.900 --> 00:05:06.900]  人子就好像這條被舉起的蛇
[00:05:06.900 --> 00:05:08.900]  就在說這條蛇
[00:05:08.900 --> 00:05:11.900]  就是摩西在抗日裏面做的一條蛇
[00:05:11.900 --> 00:05:14.900]  任何的以色列人 犯罪的以色列人
[00:05:14.900 --> 00:05:17.900]  只要望這條蛇 就可以存活了
[00:05:17.900 --> 00:05:20.900]  所以耶穌引用這個比喻
[00:05:20.900 --> 00:05:22.900]  或者引用這個典故是說什麼
[00:05:22.900 --> 00:05:25.900]  就是想說 祂就是那條被舉起的蛇
[00:05:25.900 --> 00:05:26.900]  任何犯罪的人
[00:05:26.900 --> 00:05:29.900]  只要憑著信心 相信
[00:05:29.900 --> 00:05:32.900]  去仰望這個被舉起的耶穌
[00:05:32.900 --> 00:05:34.900]  這條蛇 就可以存活了
[00:05:34.900 --> 00:05:37.900]  所以你看到這個典故是對應
[00:05:37.900 --> 00:05:40.900]  耶穌來到這個世界上要做的事
[00:05:40.900 --> 00:05:41.900]  祂來到這個世界上
[00:05:41.900 --> 00:05:44.900]  是要成為那條被舉起的蛇
[00:05:44.900 --> 00:05:46.900]  就好像摩西的那條蛇一樣
[00:05:46.900 --> 00:05:48.900]  讓每一個仰望祂的人
[00:05:48.900 --> 00:05:52.900]  相信祂的人得到生命 可以存活
[00:05:52.900 --> 00:05:55.900]  但是我們要問一個問題
[00:05:55.900 --> 00:05:58.900]  聖經有很多動物 是不是
[00:05:58.900 --> 00:06:00.900]  為什麼要摩尼拉間
[00:06:00.900 --> 00:06:03.900]  要用蛇去形容自己呢 耶穌
[00:06:03.900 --> 00:06:05.900]  或者約翰福音為什麼要用
[00:06:05.900 --> 00:06:06.900]  這麼多動物不用
[00:06:06.900 --> 00:06:08.900]  其實有更多更好的動物
[00:06:08.900 --> 00:06:10.900]  例如什麼 獅子 是不是更好
[00:06:10.900 --> 00:06:12.900]  獅子這些更加威武
[00:06:12.900 --> 00:06:13.900]  更加帥氣的動物
[00:06:13.900 --> 00:06:15.900]  可以用的嘛 這些典故
[00:06:15.900 --> 00:06:17.900]  舊約很多動物的典故
[00:06:17.900 --> 00:06:19.900]  為什麼約翰福音
[00:06:19.900 --> 00:06:21.900]  要在這裡用蛇的典故呢
[00:06:21.900 --> 00:06:23.900]  我們要問這個問題
[00:06:23.900 --> 00:06:25.900]  為什麼這麼多動物不用
[00:06:25.900 --> 00:06:27.900]  要在這裡用蛇的典故
[00:06:27.900 --> 00:06:30.900]  今天很想跟大家介紹一下
[00:06:30.900 --> 00:06:32.900]  一個神明
[00:06:32.900 --> 00:06:35.900]  這個神明叫做ASCIPIUS
[00:06:35.900 --> 00:06:37.900]  為了簡單點去叫他
[00:06:37.900 --> 00:06:39.900]  我叫他E-神 OK
[00:06:39.900 --> 00:06:42.900]  E-神 我以後都會叫他E-神
[00:06:42.900 --> 00:06:44.900]  在這篇講道裡面簡單點
[00:06:44.900 --> 00:06:47.900]  不用每一次都ASCIPIUS
[00:06:47.900 --> 00:06:49.900]  這樣讀他的名字
[00:06:49.900 --> 00:06:50.900]  總之他就是叫E-神
[00:06:50.900 --> 00:06:52.900]  這個神有什麼特別呢
[00:06:52.900 --> 00:06:54.900]  這個神是在當時的
[00:06:54.900 --> 00:06:56.900]  希臘羅馬的世界裡面
[00:06:56.900 --> 00:06:58.900]  很出名的神明
[00:06:58.900 --> 00:07:00.900]  這個神明有什麼特別呢
[00:07:00.900 --> 00:07:02.900]  就是你看到左邊
[00:07:02.900 --> 00:07:04.900]  在希臘羅馬世界裡面
[00:07:04.900 --> 00:07:06.900]  他的雕像是有一個特色的
[00:07:06.900 --> 00:07:08.900]  就是他會拿著一支像
[00:07:08.900 --> 00:07:10.900]  那支像上面有一條蛇
[00:07:10.900 --> 00:07:12.900]  有一條蛇繞著那支像
[00:07:12.900 --> 00:07:14.900]  是不是就好像摩西那支像
[00:07:14.900 --> 00:07:16.900]  有一條蛇繞在上面
[00:07:16.900 --> 00:07:18.900]  這個就是當時耶穌時代
[00:07:18.900 --> 00:07:20.900]  那些羅馬人或者希臘人
[00:07:20.900 --> 00:07:22.900]  經常會拜一個
[00:07:22.900 --> 00:07:24.900]  很出名的一個民間的神明
[00:07:24.900 --> 00:07:26.900]  ASCIPIUS
[00:07:26.900 --> 00:07:28.900]  那他特別的地方是什麼呢
[00:07:28.900 --> 00:07:30.900]  我叫他做E-神
[00:07:30.900 --> 00:07:32.900]  就是因為他的能力是跟E字有關
[00:07:32.900 --> 00:07:34.900]  就是他最出名的就是
[00:07:34.900 --> 00:07:36.900]  白病能醫 能醫白病
[00:07:36.900 --> 00:07:38.900]  就是任何人只要有病
[00:07:38.900 --> 00:07:40.900]  去拜他 就可以被E字
[00:07:40.900 --> 00:07:42.900]  所以他當時是一個
[00:07:42.900 --> 00:07:44.900]  很出名的E-神
[00:07:44.900 --> 00:07:46.900]  有很多的寺廟
[00:07:46.900 --> 00:07:48.900]  有很多跟他有關的敬拜
[00:07:48.900 --> 00:07:50.900]  都是跟E字有關
[00:07:50.900 --> 00:07:52.900]  那你看到在我們現代的
[00:07:52.900 --> 00:07:54.900]  十字車 平時你見到救護車
[00:07:54.900 --> 00:07:56.900]  就會見到一個標誌
[00:07:56.900 --> 00:07:58.900]  就是有一個像 有一條蛇
[00:07:58.900 --> 00:08:00.900]  或者我們的世衛
[00:08:00.900 --> 00:08:02.900]  世衛組織 世界貿易組織
[00:08:02.900 --> 00:08:04.900]  其實都是用這個E-神的一個symbol
[00:08:04.900 --> 00:08:06.900]  就是有一支像
[00:08:06.900 --> 00:08:08.900]  然後有一條蛇捲在上面
[00:08:08.900 --> 00:08:10.900]  那這個E-神除了有一支像
[00:08:10.900 --> 00:08:12.900]  和有一條蛇之外
[00:08:12.900 --> 00:08:14.900]  在很多的一些考古的發現裡面
[00:08:14.900 --> 00:08:16.900]  一些的寺廟裡面
[00:08:16.900 --> 00:08:18.900]  都發現希臘羅馬人
[00:08:18.900 --> 00:08:20.900]  會用蛇
[00:08:20.900 --> 00:08:22.900]  去代表E-神
[00:08:22.900 --> 00:08:24.900]  就是蛇的形象
[00:08:24.900 --> 00:08:26.900]  他就是用一個蛇的形象
[00:08:26.900 --> 00:08:28.900]  去代表他
[00:08:28.900 --> 00:08:30.900]  那如果明白這裡的話
[00:08:30.900 --> 00:08:32.900]  我們就可能會明白多一點
[00:08:32.900 --> 00:08:34.900]  為什麼約翰福音要形容耶穌
[00:08:34.900 --> 00:08:36.900]  做蛇 是因為約翰福音
[00:08:36.900 --> 00:08:38.900]  當時都是面對著
[00:08:38.900 --> 00:08:40.900]  一些希臘羅馬的
[00:08:40.900 --> 00:08:42.900]  讀者
[00:08:42.900 --> 00:08:44.900]  那我們去看一下
[00:08:44.900 --> 00:08:46.900]  其實這個E-神
[00:08:46.900 --> 00:08:48.900]  和約翰福音所描述的耶穌
[00:08:48.900 --> 00:08:50.900]  是非常相似的地方
[00:08:50.900 --> 00:08:52.900]  我們看一下
[00:08:52.900 --> 00:08:54.900]  第一就是這個E-神是
[00:08:54.900 --> 00:08:56.900]  太陽神亞波羅的兒子
[00:08:56.900 --> 00:08:58.900]  而耶穌就是神的兒子
[00:08:58.900 --> 00:09:00.900]  第二就是這個E-神
[00:09:00.900 --> 00:09:02.900]  在神話裡面到處行醫
[00:09:02.900 --> 00:09:04.900]  而耶穌在約翰福音裡面
[00:09:04.900 --> 00:09:06.900]  都做了很多醫治的神蹟
[00:09:06.900 --> 00:09:08.900]  第三就是
