
[00:00:00.000 --> 00:00:06.220]  現在已經是2020年第一個主日了 是嗎
[00:00:06.220 --> 00:00:11.740]  那我在為教會的今年的這個信息禱告
[00:00:11.740 --> 00:00:17.740]  那神就讓我看到要把這個菲利比蘇
[00:00:17.740 --> 00:00:21.460]  所以我今年要講菲利比蘇
[00:00:21.460 --> 00:00:23.560]  菲利比蘇是一卷
[00:00:23.560 --> 00:00:27.540]  我們都知道什麼樣子的蘇
[00:00:27.540 --> 00:00:29.460]  喜樂 是不是
[00:00:29.460 --> 00:00:33.780]  菲利比蘇裡面一共出現了十六次以上的喜樂
[00:00:33.780 --> 00:00:35.020]  但是請問聽眾準備
[00:00:35.020 --> 00:00:41.140]  菲利比蘇是保羅在什麼情況之下寫的書
[00:00:41.140 --> 00:00:44.780]  在監獄裡面
[00:00:44.780 --> 00:00:48.500]  保羅在監獄的當中寫了這一卷蘇
[00:00:48.500 --> 00:00:53.100]  而這卷蘇裡面一點沒有哀聲嘆氣
[00:00:53.100 --> 00:00:56.860]  一點沒有那個好像是坐監牢
[00:00:56.860 --> 00:00:59.420]  覺得人生已經沒有盼望了
[00:00:59.420 --> 00:01:02.740]  他反而在這一個坐監牢的當中寫了這本蘇
[00:01:02.740 --> 00:01:09.260]  裡面很重要的一個主題講到喜樂
[00:01:09.260 --> 00:01:09.980]  但聽眾準備
[00:01:09.980 --> 00:01:13.620]  我今天一開始要跟大家分享的是第一章
[00:01:13.620 --> 00:01:17.620]  第三節到第八節
[00:01:17.620 --> 00:01:28.380]  我們一起來讀這段聖經好不好
[00:01:28.380 --> 00:01:36.620]  菲利比蘇第一章第三到第八節
[00:01:36.620 --> 00:01:41.100]  都有帶聖經嗎
[00:01:41.100 --> 00:01:43.980]  有帶聖經的請把你的聖經舉一下
[00:01:43.980 --> 00:01:45.780]  看一下
[00:01:45.780 --> 00:01:52.540]  大家舉出來都是手機
[00:01:52.540 --> 00:01:54.260]  有紙本的聖經
[00:01:54.260 --> 00:01:56.940]  鼓勵你今年2020年
[00:01:56.940 --> 00:01:59.020]  如果聖經還沒有讀完一遍的
[00:01:59.020 --> 00:02:04.020]  說主啊2020年我要把聖經讀一遍
[00:02:04.020 --> 00:02:07.220]  所以你要有一本紙本的聖經
[00:02:07.220 --> 00:02:11.540]  這樣子方便你能夠劃線
[00:02:11.540 --> 00:02:15.860]  我們一起來練弟兄練一節姐妹練一節的方式
[00:02:15.860 --> 00:02:17.340]  我們再來練好不好
[00:02:17.340 --> 00:02:19.540]  第三節弟兄來預備請
[00:02:19.540 --> 00:02:31.300]  我每逢想念你們就感謝我的神
[00:02:31.300 --> 00:02:34.180]  因為從頭一天直到如今
[00:02:34.180 --> 00:02:46.740]  你們是同心合意的興旺福音
[00:02:46.740 --> 00:02:48.980]  我為你們眾人有這樣的意念
[00:02:48.980 --> 00:02:50.860]  原是應當的
[00:02:50.860 --> 00:02:53.540]  因為你們藏在我心裡
[00:02:53.540 --> 00:02:55.980]  無論我是在困所之中
[00:02:55.980 --> 00:02:58.700]  是變明證實福音的時候
[00:02:58.700 --> 00:03:10.900]  你們都與我一同得恩
[00:03:10.900 --> 00:03:15.980]  好就到這裡
[00:03:15.980 --> 00:03:19.260]  保羅在這一個短短的這幾節聖經裡面
[00:03:19.260 --> 00:03:21.700]  你注意看
[00:03:21.700 --> 00:03:23.100]  他一開始講說
[00:03:23.100 --> 00:03:29.980]  我每逢想念你們
[00:03:29.980 --> 00:03:33.180]  你再看這個地方好幾次提到想念
[00:03:33.180 --> 00:03:34.420]  類似想念
[00:03:34.420 --> 00:03:38.860]  我們再來看一下第七節
[00:03:38.860 --> 00:03:40.980]  我為你們眾人有這樣的意念
[00:03:40.980 --> 00:03:41.980]  原是應當的
[00:03:41.980 --> 00:03:47.260]  因為你們藏在我心裡
[00:03:47.260 --> 00:03:48.980]  再看第八節
[00:03:48.980 --> 00:03:51.380]  我體會基督耶穌的心腸
[00:03:51.380 --> 00:03:57.580]  下面說什麼 切切的想念你們
[00:03:57.580 --> 00:04:00.780]  保羅想念這個教會啊
[00:04:00.780 --> 00:04:04.220]  金鎔子妹 我不知道你新竹
[00:04:04.220 --> 00:04:06.660]  有多少人靈陽堂是你
[00:04:06.660 --> 00:04:11.620]  唯一的一個教會 舉手
[00:04:11.620 --> 00:04:14.780]  有 還不少 感謝在美祖
[00:04:14.780 --> 00:04:21.540]  跟你旁邊說 這是我最想念的教會
[00:04:21.540 --> 00:04:22.820]  我發預言
[00:04:22.820 --> 00:04:24.700]  有一天你如果離開這裡
[00:04:24.700 --> 00:04:26.220]  到別的地方去的時候
[00:04:26.220 --> 00:04:31.740]  靈陽堂是你最想念的教會
[00:04:31.740 --> 00:04:33.060]  如果你可能到了別的教會
[00:04:33.060 --> 00:04:34.700]  你過去在不同的教會聚會
[00:04:34.700 --> 00:04:36.300]  你走了很多教會
[00:04:36.300 --> 00:04:37.180]  親愛的金鎔子妹
[00:04:37.180 --> 00:04:38.700]  我巴不得你也看見
[00:04:38.700 --> 00:04:43.580]  靈陽堂是你最想念的教會
[00:04:43.580 --> 00:04:45.620]  今天這個社會 今天這個世代
[00:04:45.620 --> 00:04:48.580]  是一個沒有尾聲的一個世代
[00:04:48.580 --> 00:04:51.660]  婚姻沒有尾聲 感情沒有尾聲
[00:04:51.660 --> 00:04:54.220]  什麼愛你千古 什麼海枯石爛
[00:04:54.220 --> 00:04:57.260]  那都是廢話
[00:04:57.260 --> 00:04:59.340]  有多少人真的海枯石爛啊
[00:04:59.340 --> 00:05:05.340]  他結婚第一天就開始打架了
[00:05:05.340 --> 00:05:06.860]  所以影響所及
[00:05:06.860 --> 00:05:10.020]  今天的人沒有loyalty
[00:05:10.020 --> 00:05:11.940]  沒有commitment
[00:05:11.940 --> 00:05:13.660]  請記得一件事情
[00:05:13.660 --> 00:05:16.180]  跟隨主一定要跟隨到底
[00:05:16.180 --> 00:05:18.860]  得勝者一定是跟隨到底的
[00:05:18.860 --> 00:05:21.460]  因為他持守我命令到底的
[00:05:21.460 --> 00:05:22.420]  看到沒有
[00:05:22.420 --> 00:05:23.900]  主應許那七個教會當中
[00:05:23.900 --> 00:05:25.700]  一個的應許就是說
[00:05:25.700 --> 00:05:29.740]  你要持守我的命令到底
[00:05:29.740 --> 00:05:32.460]  遵守我的命令到底
[00:05:32.460 --> 00:05:35.580]  這是神對我們的心意
[00:05:35.580 --> 00:05:47.020]  保羅想念菲律賓教會
[00:05:47.020 --> 00:05:48.140]  我們都知道
[00:05:48.140 --> 00:05:49.700]  台灣來的可能比較清楚
[00:05:49.700 --> 00:05:50.820]  比較知道
[00:05:50.820 --> 00:05:52.620]  有一個胡適
[00:05:52.620 --> 00:05:57.700]  胡適嗎 知道嗎
[00:05:57.700 --> 00:06:00.020]  胡適寫了一首詩 現代詩
[00:06:00.020 --> 00:06:02.780]  他說 也想不相思
[00:06:02.780 --> 00:06:05.140]  可免相思苦
[00:06:05.140 --> 00:06:08.180]  幾次細思量
[00:06:08.180 --> 00:06:12.700]  情願相思苦
[00:06:12.700 --> 00:06:14.140]  我們中國的
[00:06:14.140 --> 00:06:17.220]  有一個宋朝的呂辭人
[00:06:17.220 --> 00:06:18.660]  叫做李清照
[00:06:18.660 --> 00:06:20.540]  寫了一個《月滿西樓》
[00:06:20.540 --> 00:06:24.060]  他說 花自飄流 水自流
[00:06:24.060 --> 00:06:27.980]  一種相思 兩處嫌愁
[00:06:27.980 --> 00:06:31.140]  此情無計可消除
[00:06:31.140 --> 00:06:40.540]  才下眉頭 卻上心頭
[00:06:40.540 --> 00:06:42.580]  詩人在這個地方講到說
[00:06:42.580 --> 00:06:46.100]  一種的相思 兩處嫌愁
[00:06:46.100 --> 00:06:47.660]  分隔兩地
[00:06:47.660 --> 00:06:49.380]  但是在那邊閒的時候
[00:06:49.380 --> 00:06:50.900]  就在想對方
[00:06:50.900 --> 00:06:53.700]  所以想想想 心裡就愁了
[00:06:53.700 --> 00:06:55.580]  他的眉頭皺起來
[00:06:55.580 --> 00:06:57.500]  才剛分別眉頭皺起來
[00:06:57.500 --> 00:06:58.580]  才剛放下來
[00:06:58.580 --> 00:07:03.740]  但是卻是愁上心頭
[00:07:03.740 --> 00:07:05.460]  哎呀 講起來那種
[00:07:05.460 --> 00:07:07.860]  那種兩個戀人之間的相思
[00:07:07.860 --> 00:07:08.980]  那種的相戀
[00:07:08.980 --> 00:07:14.980]  好令人羨慕 是嗎
[00:07:14.980 --> 00:07:21.100]  有沒有一點初戀的感覺了
[00:07:21.100 --> 00:07:23.940]  為什麼
[00:07:23.940 --> 00:07:26.740]  戀人彼此的失戀
[00:07:26.740 --> 00:07:29.220]  父母親想念孩子 有嗎
[00:07:29.220 --> 00:07:32.340]  特別是做母親的想念孩子 會不會
[00:07:32.340 --> 00:07:34.420]  小孩子都已經空巢都出去了
[00:07:34.420 --> 00:07:35.740]  做母親的還是會想的
[00:07:35.740 --> 00:07:38.300]  我可以說做母親一定會想
[00:07:38.300 --> 00:07:44.220]  做父親就不一定了
[00:07:44.220 --> 00:07:48.300]  保羅想念菲律賓教會
[00:07:48.300 --> 00:07:50.380]  他不僅僅想
[00:07:50.380 --> 00:07:52.580]  他不僅僅是一次想
[00:07:52.580 --> 00:07:55.060]  這裡說每逢想念
[00:07:55.060 --> 00:07:57.620]  他常常想念
[00:07:57.620 --> 00:07:59.820]  而且他是竊竊地想念
[00:07:59.820 --> 00:08:03.540]  心中藏 你們藏在我的心裡面
[00:08:03.540 --> 00:08:06.140]  就準備保羅想念菲律賓教會
[00:08:06.140 --> 00:08:07.420]  請問菲律賓教會
[00:08:07.420 --> 00:08:10.780]  就準備想不想念保羅
[00:08:10.780 --> 00:08:13.300]  想不想念
[00:08:13.300 --> 00:08:15.660]  你在這裡好像沒有看到他
[00:08:15.660 --> 00:08:19.540]  因為是保羅寫信給菲律賓教會
[00:08:19.540 --> 00:08:21.500]  但是如果你整捲菲律賓書
[00:08:21.500 --> 00:08:22.300]  你去看完的話
[00:08:22.300 --> 00:08:26.420]  你會發現不僅僅是保羅想念菲律賓教會
[00:08:26.420 --> 00:08:33.540]  菲律賓教會就準備也是想念他
[00:08:33.540 --> 00:08:35.420]  在保羅所寫的書信裡面
[00:08:35.420 --> 00:08:36.900]  針對的各個教會裡面
