
[00:00:00.000 --> 00:00:02.500]  主持人:各位弟兄姊妹,平安!
[00:00:02.500 --> 00:00:08.300]  很感謝神爺讓我還有機會跟大家分享、講解神的話語。
[00:00:08.300 --> 00:00:12.000]  當我們最近讀到《約書亞記》的時候,
[00:00:12.000 --> 00:00:15.300]  不知道你心目中有沒有一種複雜的感覺?
[00:00:15.300 --> 00:00:19.100]  因為《約書亞記》幾章裏面充滿爭戰的畫面,
[00:00:19.100 --> 00:00:24.500]  城池被攻破,諸王被擊敗,名單一個一個被列出。
[00:00:24.500 --> 00:00:31.000]  但究竟聖經所記載的、所關心的,是不是純粹戰爭的歷史呢?
[00:00:31.000 --> 00:00:35.500]  尤其是當日的爭戰,比起今時今日,
[00:00:35.500 --> 00:00:39.500]  我們都已經不是拿刀、拿劍去征戰的了。
[00:00:39.500 --> 00:00:43.500]  但是我們仍然活在各樣的屬靈爭戰當中,
[00:00:43.500 --> 00:00:47.500]  不論是面對生活上的環境的壓力,
[00:00:47.500 --> 00:00:51.500]  在不同的際遇裏面所面對的信仰的掙扎,
[00:00:51.500 --> 00:00:55.000]  世界、文化所給我們的衝擊,
[00:00:55.000 --> 00:00:58.000]  都會讓人感到無助的。
[00:00:58.000 --> 00:01:01.500]  不單止個人,信仰群體也是,
[00:01:01.500 --> 00:01:05.000]  不論是你的小組、分隊、成長班,
[00:01:05.000 --> 00:01:09.000]  你所侍奉的部,甚至是城鎮、教會,
[00:01:09.000 --> 00:01:14.000]  我們怎樣為了主而要贏取生命呢?
[00:01:14.000 --> 00:01:19.000]  而今天我想跟大家一起看的《約書亞記》十到十二章,
[00:01:19.000 --> 00:01:22.500]  希望和弟兄姐妹環繞一個主題去思想,
[00:01:22.500 --> 00:01:26.500]  就是怎樣去經歷有神誓令的爭戰。
[00:01:26.500 --> 00:01:32.500]  當然在認知上,我們都知道有神誓令的爭戰當然好,
[00:01:32.500 --> 00:01:36.500]  但是在憑信心走在神的旨意當中的時候,
[00:01:36.500 --> 00:01:40.500]  我們仍然需要作出不少的抉擇。
[00:01:40.500 --> 00:01:45.000]  上次Raymond在第九章提醒我們需要謹慎的,
[00:01:45.000 --> 00:01:50.000]  不要盡信人所展現出來的外貌、外表,以至落入這些計謀當中,
[00:01:50.000 --> 00:01:54.500]  而是需要謹慎的去求問神的旨意。
[00:01:54.500 --> 00:02:00.500]  而當我們來到第十章的時候,聖經又給我們看到另外一面了。
[00:02:00.500 --> 00:02:04.500]  當中所講的不單止是神的大能和神蹟,
[00:02:04.500 --> 00:02:09.000]  也都當中有些很刻意的記載,人怎樣對神回應呢?
