
[00:00:00.000 --> 00:00:01.820]  明天就是父親節
[00:00:01.820 --> 00:00:04.460]  我再次都想借這個機會
[00:00:04.460 --> 00:00:08.600]  在我們當中的父親講一聲父親節快樂的
[00:00:08.600 --> 00:00:14.700]  不知道大家有沒有收到我星期五寄出的WhatsApp訊息
[00:00:14.700 --> 00:00:18.660]  也不知道你有沒有當時用心去讀一讀
[00:00:18.660 --> 00:00:23.860]  我星期五寄出的WhatsApp的訊息是這樣寫的
[00:00:23.860 --> 00:00:28.660]  我說這個週末是父親節
[00:00:29.300 --> 00:00:32.600]  如果你要以我的爸爸為題
[00:00:32.600 --> 00:00:36.300]  寫一篇有關天父上帝的文章
[00:00:36.300 --> 00:00:38.760]  你會如何撮寫呢?
[00:00:38.760 --> 00:00:41.860]  3400多年前
[00:00:41.860 --> 00:00:44.560]  剛出埃及的以色列文
[00:00:44.560 --> 00:00:49.120]  有多次為天父作見證的機會
[00:00:49.120 --> 00:00:53.120]  可惜每次都是被撒旦所引誘
[00:00:53.120 --> 00:00:55.300]  作了假的見證
[00:00:55.300 --> 00:00:57.300]  誣衊天父上帝
[00:00:58.060 --> 00:01:01.500]  這正是十誡之不可假證
[00:01:01.500 --> 00:01:04.460]  第一篇舊約篇的訊息
[00:01:04.460 --> 00:01:07.260]  幸好我們還有第二篇第三篇
[00:01:07.260 --> 00:01:08.920]  否則就很悲慘
[00:01:08.920 --> 00:01:11.120]  求主幫助我們
[00:01:11.120 --> 00:01:13.460]  通過研讀第九誡
[00:01:13.460 --> 00:01:16.260]  更加深入的認識基督福音
[00:01:16.260 --> 00:01:19.460]  仰望主耶穌基督的十字架
[00:01:19.460 --> 00:01:23.660]  歡迎大家來到我們的週六崇拜
[00:01:23.960 --> 00:01:28.420]  2023年的5月我們開始一個新的講道系列
[00:01:28.420 --> 00:01:30.760]  耶和華的十誡
[00:01:30.760 --> 00:01:32.720]  耶穌基督的十誡
[00:01:32.720 --> 00:01:37.160]  聖經中的十誡究竟是哪十誡呢?
[00:01:37.160 --> 00:01:39.120]  一開始的時候
[00:01:39.120 --> 00:01:42.520]  有一組關於愛上帝的三胞胎
[00:01:42.520 --> 00:01:44.120]  別無他神
[00:01:44.120 --> 00:01:45.660]  別無他象
[00:01:45.660 --> 00:01:47.460]  別無他命
[00:01:47.460 --> 00:01:51.520]  接著有兩個正面的誡命
[00:01:51.520 --> 00:01:53.920]  只有這兩個誡命是正面的
[00:01:53.920 --> 00:01:55.620]  其他都是不可什麼的
[00:01:55.620 --> 00:01:59.320]  這兩個分別是當紀念安息日
[00:01:59.320 --> 00:02:01.960]  接著是當孝敬父母
[00:02:01.960 --> 00:02:05.260]  這兩條誡命其實又是關於愛上帝的
[00:02:05.260 --> 00:02:07.800]  當孝敬父母
[00:02:07.800 --> 00:02:12.160]  其實是當孝敬敬畏上帝父母的宿舍
[00:02:12.160 --> 00:02:15.000]  所以最後的目的不是叫你
[00:02:15.000 --> 00:02:17.200]  奉養你的父母
[00:02:17.200 --> 00:02:18.260]  敬畏你的父母
[00:02:18.260 --> 00:02:20.060]  當然你應該是敬畏你的父母
[00:02:20.060 --> 00:02:21.960]  而是敬畏你父母
[00:02:21.960 --> 00:02:25.660]  從小到大教你要敬畏的對象
[00:02:25.660 --> 00:02:29.100]  就是我們在天上的符
[00:02:29.100 --> 00:02:31.900]  所以五條誡命都是關於愛上帝的
[00:02:31.900 --> 00:02:35.360]  接著揭開下一半的時候
[00:02:35.360 --> 00:02:38.000]  我們就會開始有另外一組
[00:02:38.000 --> 00:02:41.360]  有關愛倫社的三胞胎
[00:02:41.360 --> 00:02:42.860]  不可殺人
[00:02:42.860 --> 00:02:44.260]  不可姦淫
[00:02:44.260 --> 00:02:47.060]  接著是不可偷渡
[00:02:47.360 --> 00:02:50.300]  然而你如果過去三個月有
[00:02:50.300 --> 00:02:54.120]  在我們當中一起去研讀這三條誡命的時候
[00:02:54.120 --> 00:02:55.960]  我們會發現這三條誡命
[00:02:55.960 --> 00:02:59.360]  其實不單止是教導我們去愛倫社
[00:02:59.360 --> 00:03:03.320]  更是引導我們去愛上帝
[00:03:03.320 --> 00:03:08.200]  十誡就好像一個有十個關卡的火車
[00:03:08.200 --> 00:03:11.400]  每一個關卡其實都是跟著火車頭走的
[00:03:11.400 --> 00:03:12.520]  火車頭是什麼?
[00:03:12.520 --> 00:03:13.400]  是第一誡
[00:03:13.400 --> 00:03:15.300]  火車頭是別無他人
[00:03:15.300 --> 00:03:17.700]  除我以外你不可有別的神
[00:03:17.700 --> 00:03:20.920]  第一誡是你當盡心盡性
[00:03:20.920 --> 00:03:23.320]  盡意愛你的上帝
[00:03:23.320 --> 00:03:26.960]  所有的關卡都是跟著
[00:03:26.960 --> 00:03:29.220]  第一個火車頭去走的
[00:03:29.220 --> 00:03:30.800]  於是我們可以這麼說
[00:03:30.800 --> 00:03:34.420]  就算是第六、第七、第八誡
[00:03:34.420 --> 00:03:38.560]  這些很明顯是在說愛倫社的經文
[00:03:38.560 --> 00:03:41.560]  其實他們都是有另外一個層面
[00:03:41.560 --> 00:03:46.120]  就是叫我們盡心盡性去愛上帝
[00:03:46.120 --> 00:03:48.220]  不可殺人
[00:03:48.220 --> 00:03:53.560]  但我們回到聖經裡面第一個殺人的案件
[00:03:53.560 --> 00:03:55.820]  就是該隱和阿伯的故事
[00:03:55.820 --> 00:03:59.700]  那個故事教導我們不要像該隱那樣
[00:03:59.700 --> 00:04:01.200]  要像阿伯那樣
[00:04:01.200 --> 00:04:02.060]  阿伯是怎樣?
[00:04:02.060 --> 00:04:03.500]  盡心愛上帝
[00:04:03.500 --> 00:04:06.460]  將最好的獻給上帝
[00:04:06.460 --> 00:04:08.320]  不可奸淫
[00:04:08.320 --> 00:04:13.900]  但我們去反思起初人與上帝之間的婚姻盟約
[00:04:13.900 --> 00:04:18.120]  這個盟約因著亞當夏娃的叛逆而破裂
