
[00:00:00.000 --> 00:00:02.000]  敬請前輩早安
[00:00:02.000 --> 00:00:07.000]  再一次很開心有機會分享神的話語
[00:00:07.000 --> 00:00:12.000]  如果大家一直看新聞的時候
[00:00:12.000 --> 00:00:16.000]  留意到今年是一個很特別的一年
[00:00:16.000 --> 00:00:21.000]  是選舉年
[00:00:21.000 --> 00:00:26.000]  當然最矚目的是美國在十一月的選舉
[00:00:26.000 --> 00:00:31.000]  希拉蕊與特朗普這個目死垂手
[00:00:31.000 --> 00:00:33.000]  我們現在還不能夠肯定
[00:00:33.000 --> 00:00:36.000]  希拉蕊與特朗普他們之間
[00:00:36.000 --> 00:00:38.000]  我們現在還不能夠肯定
[00:00:38.000 --> 00:00:41.000]  當然還有最近的菲律賓的選舉
[00:00:41.000 --> 00:00:45.000]  有一個杜特蒂總統選出來
[00:00:45.000 --> 00:00:47.000]  當然還有菲律賓的選舉
[00:00:47.000 --> 00:00:50.000]  就是杜特蒂總統選了出來
[00:00:50.000 --> 00:00:52.000]  特別他出名是因為他是強硬派
[00:00:52.000 --> 00:00:54.000]  是對付罪惡很出名
[00:00:54.000 --> 00:00:56.000]  他是很出名的強硬派
[00:00:56.000 --> 00:00:58.000]  對付罪惡的著名的
[00:00:58.000 --> 00:01:00.000]  當然大家留意的緬甸的總統選舉
[00:01:00.000 --> 00:01:02.000]  政黨的選舉
[00:01:02.000 --> 00:01:04.000]  大家留意的緬甸的政黨選舉
[00:01:04.000 --> 00:01:09.000]  杭山素姬率領的民主政黨大勝
[00:01:09.000 --> 00:01:12.000]  是杭山素姬她所率領的民主政黨大勝
[00:01:12.000 --> 00:01:15.000]  結束了五十年軍政統治
[00:01:15.000 --> 00:01:18.000]  結束了五十年的軍政統治
[00:01:18.000 --> 00:01:20.000]  當然還有我們可能比較少留意
[00:01:20.000 --> 00:01:22.000]  是越南的一個國會的大選
[00:01:22.000 --> 00:01:25.000]  當然還有有的人也會留意到越南的大選
[00:01:25.000 --> 00:01:27.000]  還有台灣的總統選舉
[00:01:27.000 --> 00:01:29.000]  還有台灣的總統選舉
[00:01:29.000 --> 00:01:31.000]  再近一點的是最近這幾個禮拜
[00:01:31.000 --> 00:01:33.000]  這幾天經常說的立法會選舉
[00:01:33.000 --> 00:01:35.000]  再近一點的就是這幾個禮拜
[00:01:35.000 --> 00:01:38.000]  每天都講的香港立法會的選舉
[00:01:38.000 --> 00:01:40.000]  這幾天其實你看新聞裏面
[00:01:40.000 --> 00:01:42.000]  這幾天其實一直都是美國總統選舉
[00:01:42.000 --> 00:01:47.000]  這個候選人將別人最壞最不好的東西挖出來講
[00:01:47.000 --> 00:01:48.000]  當然是攻擊他
[00:01:48.000 --> 00:01:50.000]  你在這幾天的新聞裏面看到
[00:01:50.000 --> 00:01:56.000]  美國候選人將對手的最不好的那些醜惡拿出來攻擊他
[00:01:56.000 --> 00:01:58.000]  當然我們不同人在不同的政權底下
[00:01:58.000 --> 00:02:01.000]  當然我們不同的人在不同的政權底下
[00:02:01.000 --> 00:02:04.000]  無論人民有沒有權去選我們的領袖
[00:02:04.000 --> 00:02:07.000]  無論人民有沒有權利選我們的領袖
[00:02:07.000 --> 00:02:10.000]  我們總是希望領袖帶領我們國家的人
[00:02:10.000 --> 00:02:14.000]  是不單止能幹還是賢能
[00:02:14.000 --> 00:02:15.000]  一個很大的分別
[00:02:15.000 --> 00:02:19.000]  我們當然希望我們的領袖帶領人民
[00:02:19.000 --> 00:02:23.000]  不單止能幹而且是希望他能夠賢能
[00:02:23.000 --> 00:02:28.000]  因為一個賢能的領袖能夠扭轉國家民族的命運
[00:02:28.000 --> 00:02:34.000]  因為一個賢能的領袖能夠帶領國家扭轉命運
[00:02:34.000 --> 00:02:37.000]  薩姆爾其實我們剛才讀過經文裏面
[00:02:37.000 --> 00:02:40.000]  是一個非常之混亂的時期
[00:02:40.000 --> 00:02:42.000]  薩姆爾在我們所讀的經文裏面
[00:02:42.000 --> 00:02:44.000]  他在一個非常混亂的時期
[00:02:44.000 --> 00:02:50.000]  薩姆爾記的開始其實應該是連接史詩記最後一章最後一節
[00:02:50.000 --> 00:02:52.000]  是講到當時的情況是怎樣
[00:02:52.000 --> 00:02:56.000]  所以薩姆爾記他開始的時候應該是連接史詩記最後一章最後一節
[00:02:56.000 --> 00:02:57.000]  當時情況
[00:02:57.000 --> 00:02:59.000]  因為史詩記最後一章最後一節是講到
[00:02:59.000 --> 00:03:04.000]  以色列中沒有王個人任幾意而行
[00:03:04.000 --> 00:03:06.000]  在史詩記最後一章最後一節
