
[00:00:00.000 --> 00:00:05.000]  各位姐妹平安,又讀聖經,生命樹和大家看聖經人士
[00:00:05.000 --> 00:00:10.000]  以利在門旁折斷頸鏗而死
[00:00:10.000 --> 00:00:16.000]  昨天就說以利兩個兒子同日而死
[00:00:16.000 --> 00:00:20.000]  約貴被擄,看看以利這位
[00:00:20.000 --> 00:00:25.000]  全國當時的事司先知
[00:00:25.000 --> 00:00:31.000]  與及祭司,以利在門旁折斷頸鏗而死
[00:00:31.000 --> 00:00:40.000]  門旁折斷頸鏗,門旁我自己覺得有特別意義
[00:00:40.000 --> 00:00:47.000]  繼續看三會依稽上第四章第十二節當日
[00:00:47.000 --> 00:00:56.000]  即是接住昨天的經文,以利兩個兒子都死了
[00:00:56.000 --> 00:00:58.000]  約貴被擄走了
[00:00:58.000 --> 00:01:03.000]  當日有一個汴雅閩人從鎮上逃脫
[00:01:03.000 --> 00:01:10.000]  即是說打輸仗,約貴被擄,和以利兩個兒子死了
[00:01:10.000 --> 00:01:16.000]  當日即刻有一個汴雅閩人從鎮上逃跑
[00:01:16.000 --> 00:01:23.000]  昨天看的經文,以利兩個兒子逃跑回家
[00:01:23.000 --> 00:01:28.000]  都厭戰,都怕戰,怎會贏呢
[00:01:28.000 --> 00:01:32.000]  這個人在鎮上逃跑的其中一個
[00:01:32.000 --> 00:01:38.000]  實書,衣服撕裂,頭蒙灰塵,來到時來
[00:01:38.000 --> 00:01:43.000]  我特別用紅字,衣服撕裂是他們很歡喜
[00:01:43.000 --> 00:01:48.000]  在很悲哀的時候,將衣服撕裂
[00:01:48.000 --> 00:01:50.000]  撕裂了衣服就不要了
[00:01:50.000 --> 00:01:55.000]  用衣服撕裂來表示自己的心碎
[00:01:55.000 --> 00:01:59.000]  表示自己很慘,很悲哀
[00:01:59.000 --> 00:02:05.000]  另外就是將地上的塵土向天上揚起
[00:02:05.000 --> 00:02:09.000]  向天上揚起,由它跌落自己的頭上,黏到成頭灰塵
[00:02:09.000 --> 00:02:15.000]  他的頭髮又長,不是經常剪髮,不會梳這個妝
[00:02:15.000 --> 00:02:25.000]  衣服撕裂,頭蒙灰塵,是一個表達自己很哀傷的表達方法
[00:02:25.000 --> 00:02:32.000]  自己在鎮上逃跑,不過逃跑後覺得很慘
[00:02:32.000 --> 00:02:36.000]  我們輸得很慘,衣服撕裂,頭蒙灰塵
[00:02:36.000 --> 00:02:40.000]  這個報信的人跑到士羅
[00:02:40.000 --> 00:02:47.000]  可能是他的上司叫他快點報告
[00:02:47.000 --> 00:02:50.000]  他就回到士羅首府報告
[00:02:50.000 --> 00:02:58.000]  到這個時候,以利正在道旁坐在自己的位上觀望
[00:02:58.000 --> 00:03:05.000]  他跑到士羅,以利就坐在路邊
[00:03:05.000 --> 00:03:09.000]  他平時坐的座位
[00:03:09.000 --> 00:03:16.000]  路旁這個字應該是說城門口附近
[00:03:16.000 --> 00:03:23.000]  可能是這樣的,又或者是會幕的門口路旁
[00:03:23.000 --> 00:03:30.000]  以前的經文都是說,以利是坐在聖殿的門口
[00:03:30.000 --> 00:03:34.000]  不是聖殿,是神的殿的門口
[00:03:34.000 --> 00:03:37.000]  這個聖殿是指所羅門起的聖殿
[00:03:37.000 --> 00:03:41.000]  神的殿的門口,神的殿是指神的屋
[00:03:41.000 --> 00:03:46.000]  就是會幕的地方,建了會幕很多年
[00:03:46.000 --> 00:03:50.000]  可能有些遺難等等,就有個門口
[00:03:50.000 --> 00:03:53.000]  以利就坐在那裡
[00:03:53.000 --> 00:03:58.000]  坐在門口是表示他是這裡的負責人
[00:03:58.000 --> 00:04:01.000]  沒有辦公室的,坐在門口
[00:04:01.000 --> 00:04:07.000]  坐在自己的位上,就是坐在他的辦公室
[00:04:07.000 --> 00:04:11.000]  觀望,觀望這個字中文就是看
[00:04:11.000 --> 00:04:17.000]  其實是著花,著花這個字是期待監視
[00:04:17.000 --> 00:04:21.000]  在那裡看著
[00:04:21.000 --> 00:04:25.000]  用一個很期待的心,很緊張地看著
[00:04:25.000 --> 00:04:28.000]  好像人家去接機那樣
[00:04:28.000 --> 00:04:31.000]  哎呀,我兒子出來沒有呢?接爸爸
[00:04:31.000 --> 00:04:34.000]  爸爸出來沒有呢?望望望
[00:04:34.000 --> 00:04:37.000]  期待監視
[00:04:37.000 --> 00:04:41.000]  或者是爸爸媽媽去看子女表演話劇
[00:04:41.000 --> 00:04:44.000]  哎呀,我兒子出來沒有呢?到他沒有呢?
[00:04:44.000 --> 00:04:47.000]  很期待地看著
[00:04:47.000 --> 00:04:53.000]  而且外面的樣子,坐在那裡很期望地看著
[00:04:53.000 --> 00:04:57.000]  其實是為神的藥櫃心裡擔憂
[00:04:57.000 --> 00:05:00.000]  我也講過很多次
[00:05:00.000 --> 00:05:07.000]  以你本身的靈性是OK的,不是很差的
[00:05:07.000 --> 00:05:09.000]  對上帝是敏銳的
[00:05:09.000 --> 00:05:11.000]  所以他會教撒姆爾
[00:05:11.000 --> 00:05:13.000]  可能是上帝跟你說話
[00:05:13.000 --> 00:05:16.000]  你這樣回答他,請說報人敬聽
[00:05:16.000 --> 00:05:18.000]  他也會OK的
[00:05:18.000 --> 00:05:23.000]  而且神會跟他說,你這樣縱容你兩個兒子
[00:05:23.000 --> 00:05:25.000]  他們兩個會同日而死的
[00:05:25.000 --> 00:05:31.000]  如果神的話是這樣,也只有這樣吧
[00:05:31.000 --> 00:05:35.000]  他的靈性也很順服的
[00:05:35.000 --> 00:05:38.000]  只不過他差在什麼呢?
[00:05:38.000 --> 00:05:41.000]  就是人有些軟弱
[00:05:41.000 --> 00:05:46.000]  軟弱就是長老說想抬藥櫃去打仗
[00:05:46.000 --> 00:05:48.000]  不行,不可以
[00:05:48.000 --> 00:05:50.000]  怎麼可以隨便抬藥櫃出去
[00:05:50.000 --> 00:05:52.000]  你當他什麼?
[00:05:52.000 --> 00:05:54.000]  他沒有阻止
[00:05:54.000 --> 00:05:56.000]  抬吧,去吧
[00:05:56.000 --> 00:06:00.000]  有藥櫃去,一定贏的
[00:06:00.000 --> 00:06:03.000]  這場仗,於是兩個兒子就說
[00:06:03.000 --> 00:06:05.000]  我們一起去,跟藥櫃一起去
[00:06:05.000 --> 00:06:07.000]  多聰明,很厲害
[00:06:07.000 --> 00:06:10.000]  那兩個兒子也想著有藥櫃去
[00:06:10.000 --> 00:06:12.000]  一定贏的
[00:06:12.000 --> 00:06:14.000]  那就去吧
[00:06:14.000 --> 00:06:16.000]  他沒有阻止
[00:06:16.000 --> 00:06:19.000]  我認為他軟弱的地方在這裡
[00:06:19.000 --> 00:06:24.000]  縱容兩個兒子,縱容其他人,沒有什麼跟別人對抗
[00:06:24.000 --> 00:06:29.000]  既然大家認為這樣,長老認為這樣就好
[00:06:29.000 --> 00:06:35.000]  自己是尊重神,不過又主見不行
[00:06:35.000 --> 00:06:38.000]  但他又為神的藥櫃擔憂
[00:06:38.000 --> 00:06:41.000]  糟了,抬了藥櫃去,那怎麼辦?
[00:06:41.000 --> 00:06:42.000]  不是吧?
[00:06:42.000 --> 00:06:44.000]  梓芊,不要讓他抬吧
[00:06:44.000 --> 00:06:46.000]  藥櫃出事了,那怎麼辦?
[00:06:46.000 --> 00:06:51.000]  你抬出去打仗,打起來的時間亂砍
[00:06:51.000 --> 00:06:57.000]  一會兒那些人踏錯腳,滾下山,藥櫃跌爛了,那怎麼辦?
[00:06:57.000 --> 00:06:59.000]  很害怕,各樣事情都在害怕
[00:06:59.000 --> 00:07:05.000]  所以他就著花,打成怎樣呢?
[00:07:05.000 --> 00:07:10.000]  我眼睛看著,心裡擔憂,顫抖
[00:07:10.000 --> 00:07:21.000]  擔憂這個字,心裡擔憂這個字,是戰鬥
[00:07:21.000 --> 00:07:28.000]  戰鬥就是,現在藥櫃怎樣呢?
[00:07:28.000 --> 00:07:30.000]  心裡很擔憂
[00:07:30.000 --> 00:07:35.000]  戰鬥其實是藥櫃帶著敬畏的心
[00:07:35.000 --> 00:07:39.000]  怎麼辦?藥櫃沒事嘛
[00:07:39.000 --> 00:07:49.000]  那些人進城報信,那些人一圍過來,打仗怎麼辦?
[00:07:49.000 --> 00:07:53.000]  我在那裡打仗,跑回來報信的,怎麼辦?
[00:07:53.000 --> 00:07:57.000]  你看我樣子都知道,當然是輸了仗
[00:07:57.000 --> 00:08:03.000]  我們死了三萬人,藥櫃已經沒有了
[00:08:03.000 --> 00:08:11.000]  一聽到合城的人就都呼喊,就都呼喊起來
[00:08:11.000 --> 00:08:14.000]  起來是沒有的,就都呼喊
[00:08:14.000 --> 00:08:30.000]  這個呼喊是大哭,大哭呼喊哀號
[00:08:30.000 --> 00:08:37.000]  合城的人一聽到他的惡音和音
[00:08:37.000 --> 00:08:42.000]  死了,我們已經輸了仗,死了三萬人
[00:08:42.000 --> 00:08:50.000]  藥櫃被搶了,祭司兩個都死了
[00:08:50.000 --> 00:08:54.000]  大家哀號大哭起來
[00:08:54.000 --> 00:08:59.000]  一聽到呼喊的聲音,就問旁邊有沒有人
[00:08:59.000 --> 00:09:04.000]  有,有,以來才知道,這麼吵幹什麼?
[00:09:04.000 --> 00:09:08.000]  聽說有個人回來報信,打仗那裡
[00:09:08.000 --> 00:09:10.000]  好,快點叫他來吧
[00:09:10.000 --> 00:09:14.000]  那麼他就說這麼吵是什麼緣故?
[00:09:14.000 --> 00:09:17.000]  為什麼會這樣問呢?
[00:09:17.000 --> 00:09:21.000]  原因就是那時以來已經九十八歲
[00:09:21.000 --> 00:09:24.000]  眼目發直,不能看見
[00:09:24.000 --> 00:09:28.000]  這個用眼目發直在聖經出過好幾次
[00:09:28.000 --> 00:09:31.000]  發直的意思就是說
[00:09:31.000 --> 00:09:34.000]  你見到失明的人多數都是這樣
[00:09:34.000 --> 00:09:36.000]  眼定定,眼定定的看著
[00:09:36.000 --> 00:09:40.000]  因為他看不到東西,所以他不會周圍轉來看東西
[00:09:40.000 --> 00:09:42.000]  眼不會周圍滾動
[00:09:42.000 --> 00:09:45.000]  他只是眼定定,眼定定的用耳朵去聽
[00:09:45.000 --> 00:09:47.000]  因此他的眼多數都不動的
[00:09:47.000 --> 00:09:49.000]  好像直望那樣不動
[00:09:49.000 --> 00:09:55.000]  不能看見,其實就是說他已經老到失明了
[00:09:55.000 --> 00:09:59.000]  他仍然坐在那裡,未死一日,他都坐在他的位置上
[00:09:59.000 --> 00:10:02.000]  繼續執行工作
[00:10:02.000 --> 00:10:04.000]  那時以來已經九十八歲
[00:10:04.000 --> 00:10:07.000]  這麼吵幹什麼事?問旁邊的人
[00:10:07.000 --> 00:10:12.000]  於是有人來報告,說不好,消息
[00:10:12.000 --> 00:10:17.000]  叫他快點來,那個人急忙來報信給以利
[00:10:17.000 --> 00:10:19.000]  為什麼來報信給以利呢?
[00:10:19.000 --> 00:10:25.000]  其實他應該是來士羅首都或首府
[00:10:25.000 --> 00:10:28.000]  重要的城市,會望那裡
[00:10:28.000 --> 00:10:31.000]  是告訴以利的
[00:10:31.000 --> 00:10:36.000]  原因就是整個以色列的中心點就是士羅
[00:10:36.000 --> 00:10:39.000]  因為約瑰在那裡,而未有王
[00:10:39.000 --> 00:10:44.000]  因此以利當時做祭司、做侍司、做先知
[00:10:44.000 --> 00:10:48.000]  就是說他是全國的領導人
[00:10:48.000 --> 00:10:52.000]  所以打輸仗是要跑去那裡,報告給他聽
[00:10:52.000 --> 00:10:56.000]  不過一進城,見到這樣,那些人就圍過來
[00:10:56.000 --> 00:10:59.000]  問他怎樣怎樣,他就說,先說了
[00:10:59.000 --> 00:11:02.000]  於是大家就哭了
[00:11:02.000 --> 00:11:06.000]  於是那個人就被叫了
[00:11:06.000 --> 00:11:09.000]  他就快點去報告給以利
[00:11:09.000 --> 00:11:11.000]  所以他是報信的
[00:11:11.000 --> 00:11:15.000]  有人就說,我在鎮上回來的
[00:11:15.000 --> 00:11:18.000]  不知你看不到我,叫什麼名字,我在鎮上回來
[00:11:18.000 --> 00:11:21.000]  今天我從鎮上逃回
[00:11:21.000 --> 00:11:24.000]  我兒事情怎樣
