
[00:00:00.000 --> 00:00:04.000]  我們要讀第20節到26節
[00:00:04.000 --> 00:00:09.000]  雅各書
[00:00:09.000 --> 00:00:17.000]  第二章20節到26節
[00:00:17.000 --> 00:00:21.000]  翻到以後我們一起來讀
[00:00:21.000 --> 00:00:23.000]  一起來
[00:00:24.000 --> 00:00:30.000]  屈服的人啊 你願意知道沒有行為的星星是死的嗎
[00:00:30.000 --> 00:00:36.000]  我們的祖宗亞伯拉罕把他兒子伊撒陷在潭上
[00:00:36.000 --> 00:00:39.000]  豈不是因行為成癮嗎
[00:00:39.000 --> 00:00:43.000]  可見星星只是與他的行為並列
[00:00:43.000 --> 00:00:48.000]  而這些星星因有行為而成了成神
[00:00:49.000 --> 00:00:55.000]  這就應言經上所說 亞伯拉罕信神 這就算為他的意義
[00:00:55.000 --> 00:00:58.000]  他有得成為神的朋友
[00:00:58.000 --> 00:01:03.000]  這樣看來人成癮時是念作成為
[00:01:03.000 --> 00:01:05.000]  不是他已經有性
[00:01:05.000 --> 00:01:09.000]  既與那和皆在死死
[00:01:09.000 --> 00:01:12.000]  又換他們從別的路上生起
[00:01:12.000 --> 00:01:16.000]  不也是一樣定名為成癮嗎
[00:01:17.000 --> 00:01:19.000]  生必沒有靈魂死死的
[00:01:19.000 --> 00:01:22.000]  星星沒有行為也死死的
[00:01:22.000 --> 00:01:25.000]  好 我們神經就先讀到這裡
[00:01:25.000 --> 00:01:29.000]  今天我們要來交通的內容呢
[00:01:29.000 --> 00:01:33.000]  就在雅各書的第二章的下半章
[00:01:33.000 --> 00:01:40.000]  從雅各書的第二章的14節到26節這一段
[00:01:40.000 --> 00:01:44.000]  來看這個星星跟行為
[00:01:44.000 --> 00:01:58.000]  一般的呢 是覺得雅各書第二章這段經文
[00:01:58.000 --> 00:02:03.000]  是一般覺得比較容易被誤解的一段經文
[00:02:03.000 --> 00:02:07.000]  因為好像他說的跟保羅不一樣
[00:02:07.000 --> 00:02:10.000]  剛才我們念到因行為成癮
[00:02:11.000 --> 00:02:20.000]  但是呢 雅各書保羅書只因性成癮
[00:02:20.000 --> 00:02:23.000]  好像覺得他跟不一樣
[00:02:23.000 --> 00:02:27.000]  雅各保羅書靠恩典來得救
[00:02:27.000 --> 00:02:30.000]  但是雅各書靠行為
[00:02:30.000 --> 00:02:36.000]  好像從表面看起來兩人講的不一樣
[00:02:36.000 --> 00:02:39.000]  那這是不太可能的
[00:02:40.000 --> 00:02:42.000]  應該說兩人講的應該是一樣
[00:02:42.000 --> 00:02:45.000]  但是當我們仔細來讀的時候呢
[00:02:45.000 --> 00:02:49.000]  就在發現在基本的信仰上
[00:02:49.000 --> 00:02:52.000]  他們是並沒有什麼不同
[00:02:52.000 --> 00:02:55.000]  只是他們的著重點不同
[00:02:55.000 --> 00:03:01.000]  那保羅所傳的是憑性而得的
[00:03:01.000 --> 00:03:05.000]  這樣的一個開始的白白的成癮
[00:03:05.000 --> 00:03:07.000]  這個是保羅所傳的
[00:03:08.000 --> 00:03:10.000]  是開始白白的成癮
[00:03:10.000 --> 00:03:12.000]  但是雅各所傳的呢
[00:03:12.000 --> 00:03:14.000]  就是你信了主以後
[00:03:14.000 --> 00:03:18.000]  你繼續的顯出你的信心
[00:03:18.000 --> 00:03:20.000]  怎麼證明你有信心呢
[00:03:20.000 --> 00:03:23.000]  那就是要有行為表現出來
[00:03:23.000 --> 00:03:27.000]  有行為表現出來這樣的成癮
[00:03:27.000 --> 00:03:29.000]  所以他們兩個說的呢
[00:03:29.000 --> 00:03:31.000]  就是著重點不同
[00:03:31.000 --> 00:03:34.000]  但基本的信仰是一樣的
[00:03:35.000 --> 00:03:39.000]  因為他們用的詞呢是一樣
[00:03:39.000 --> 00:03:41.000]  都講到成癮
[00:03:41.000 --> 00:03:43.000]  但是呢他們對成癮的
[00:03:43.000 --> 00:03:45.000]  給的強調的意義呢
[00:03:45.000 --> 00:03:47.000]  有所不同
[00:03:47.000 --> 00:03:49.000]  保羅說呢
[00:03:49.000 --> 00:03:52.000]  不是靠著行為得救
[00:03:52.000 --> 00:03:54.000]  是因著信心而得救
[00:03:54.000 --> 00:03:58.000]  這個行為就是因為當時
[00:03:58.000 --> 00:04:00.000]  有一些猶太人
[00:04:00.000 --> 00:04:04.000]  他們說要遵守律法的這樣的行為
[00:04:04.000 --> 00:04:06.000]  才能夠得救
[00:04:06.000 --> 00:04:09.000]  所以你當時信耶穌沒有用
[00:04:09.000 --> 00:04:11.000]  你還得遵守律法
[00:04:11.000 --> 00:04:13.000]  所以保羅說不是的
[00:04:13.000 --> 00:04:16.000]  不是靠遵守律法來得救
[00:04:16.000 --> 00:04:18.000]  那麼現在呢雅各呢
[00:04:18.000 --> 00:04:20.000]  對這個成癮呢說
[00:04:20.000 --> 00:04:23.000]  這個是行為
[00:04:23.000 --> 00:04:26.000]  就是信心的一個行動
[00:04:26.000 --> 00:04:28.000]  你信心有了
[00:04:28.000 --> 00:04:31.000]  你怎麼有行動出來呢
[00:04:32.000 --> 00:04:34.000]  你覺得有表現出來就有行為了
[00:04:34.000 --> 00:04:37.000]  所以這兩個成癮
[00:04:37.000 --> 00:04:40.000]  所包含的意義不同
[00:04:40.000 --> 00:04:45.000]  一個是講到開始的時候的成癮
[00:04:45.000 --> 00:04:47.000]  是藉著信心得的
[00:04:47.000 --> 00:04:49.000]  就保羅所講的
[00:04:49.000 --> 00:04:51.000]  開始的時候
[00:04:51.000 --> 00:04:53.000]  你怎麼能夠一個罪人
[00:04:53.000 --> 00:04:55.000]  神能成癮為一人呢
[00:04:55.000 --> 00:04:57.000]  神成癮為一呢
[00:04:57.000 --> 00:04:59.000]  這開始怎麼成癮的呢
[00:04:59.000 --> 00:05:01.000]  是因著你信耶穌基督
[00:05:01.000 --> 00:05:03.000]  所以神就成癮為一人了
[00:05:03.000 --> 00:05:05.000]  但是雅各所說的呢
[00:05:05.000 --> 00:05:09.000]  是一個信了以後繼續的成癮
[00:05:09.000 --> 00:05:11.000]  繼續了
[00:05:11.000 --> 00:05:13.000]  繼續成癮呢
[00:05:13.000 --> 00:05:15.000]  就是用行為來印證出來
[00:05:15.000 --> 00:05:18.000]  所以一個是講到開始的
[00:05:18.000 --> 00:05:20.000]  一個是講到繼續的
[00:05:20.000 --> 00:05:22.000]  所以這兩個人講的呢
[00:05:22.000 --> 00:05:24.000]  基本的信仰都一樣的
[00:05:24.000 --> 00:05:26.000]  所以總的合起來就是
[00:05:26.000 --> 00:05:28.000]  你開始的時候
[00:05:29.000 --> 00:05:31.000]  因著信心來相信
[00:05:31.000 --> 00:05:34.000]  接受耶穌基督做救主
[00:05:34.000 --> 00:05:36.000]  然後神就成癮為一了
[00:05:36.000 --> 00:05:38.000]  因性成癮了
[00:05:38.000 --> 00:05:40.000]  那因性成癮以後呢
[00:05:40.000 --> 00:05:42.000]  你還得有不斷的
[00:05:42.000 --> 00:05:44.000]  有行為表現出來
[00:05:44.000 --> 00:05:46.000]  這個行為呢
[00:05:46.000 --> 00:05:48.000]  就是能夠顯出來
[00:05:48.000 --> 00:05:50.000]  你已經被成癮了
[00:05:50.000 --> 00:05:52.000]  所以一個是開始的時候
[00:05:52.000 --> 00:05:54.000]  一個是繼續
[00:05:54.000 --> 00:05:56.000]  這兩個合起來以後
[00:05:56.000 --> 00:05:58.000]  就很完整了
[00:05:58.000 --> 00:06:01.000]  所以保羅所說的呢
[00:06:01.000 --> 00:06:03.000]  這個行為
[00:06:03.000 --> 00:06:05.000]  保羅所說的得救呢
[00:06:05.000 --> 00:06:07.000]  是不靠行為
[00:06:07.000 --> 00:06:09.000]  就指的行為
[00:06:09.000 --> 00:06:11.000]  不是成癮的一個方法
[00:06:11.000 --> 00:06:14.000]  那雅各所說的行為呢
[00:06:14.000 --> 00:06:17.000]  就是一個成癮的果子
[00:06:17.000 --> 00:06:19.000]  就好像樹一樣
[00:06:19.000 --> 00:06:21.000]  有果子出來了
[00:06:21.000 --> 00:06:23.000]  那這個呢
[00:06:23.000 --> 00:06:25.000]  這個成癮呢
[00:06:25.000 --> 00:06:27.000]  這個行為呢
[00:06:27.000 --> 00:06:29.000]  你對神有信心了
[00:06:29.000 --> 00:06:31.000]  是作為這樣的證據
[00:06:31.000 --> 00:06:33.000]  所以一個呢
[00:06:33.000 --> 00:06:35.000]  是方法
[00:06:35.000 --> 00:06:37.000]  就是你得救
[00:06:37.000 --> 00:06:39.000]  是什麼方法呢
[00:06:39.000 --> 00:06:41.000]  你要用信心
[00:06:41.000 --> 00:06:43.000]  因著信的神
[00:06:43.000 --> 00:06:45.000]  信的耶穌
[00:06:45.000 --> 00:06:47.000]  那麼神成癮為一
[00:06:47.000 --> 00:06:49.000]  那麼那個呢
[00:06:49.000 --> 00:06:51.000]  是講到成癮以後的結果
[00:06:51.000 --> 00:06:53.000]  那就是你用你的行為
