
[00:00:00.000 --> 00:00:03.240]  各位弟兄姊妹 今天是幾號啊
[00:00:03.240 --> 00:00:06.860]  20號
[00:00:06.860 --> 00:00:09.400]  有沒有感覺聖誕的味道
[00:00:09.400 --> 00:00:11.380]  沒有啊
[00:00:11.380 --> 00:00:14.980]  看我穿的衣服就應該感覺有點聖誕的味道
[00:00:14.980 --> 00:00:18.920]  今年是一個很不一樣的一年
[00:00:18.920 --> 00:00:21.820]  聖誕節 往年這個時候
[00:00:21.820 --> 00:00:23.840]  你走在大街小巷
[00:00:23.840 --> 00:00:27.060]  可能你會看到很多的這些燈飾
[00:00:27.060 --> 00:00:30.840]  看到很多的人群 忙忙碌碌 來來往往
[00:00:30.840 --> 00:00:34.000]  大家衝去Macy's、Law Strong
[00:00:34.000 --> 00:00:38.740]  衝去這些店裡面去大包小包的去搬東西
[00:00:38.740 --> 00:00:44.540]  但是雖然沒有這些外在的東西
[00:00:44.540 --> 00:00:46.540]  可是其實透過網路
[00:00:46.540 --> 00:00:50.540]  其實聖誕節的氣氛一樣是在那邊渲染著
[00:00:50.540 --> 00:00:51.640]  是不是
[00:00:51.640 --> 00:00:56.540]  那麼所以聖誕節已經變成是我們在生活當中
[00:00:56.540 --> 00:00:59.040]  特別是很多人生活在美國
[00:00:59.040 --> 00:01:02.040]  這個聖誕節已經是一個
[00:01:02.040 --> 00:01:05.540]  大概一個制式的一個文化
[00:01:05.540 --> 00:01:07.540]  或者說制式的一個觀念
[00:01:07.540 --> 00:01:09.540]  聖誕節就是一個什麼節呢
[00:01:09.540 --> 00:01:14.040]  聖誕節就是一個慶祝、歡樂、吃飯
[00:01:14.040 --> 00:01:17.040]  大家一起聚餐、朋友在一起聚集的
[00:01:17.040 --> 00:01:18.540]  這樣子的一個日子
[00:01:18.540 --> 00:01:21.040]  但是我想
[00:01:21.040 --> 00:01:23.540]  今年的疫情幫助我們來思想
[00:01:23.540 --> 00:01:25.540]  我們每一年都這樣子過聖誕節
[00:01:25.540 --> 00:01:28.040]  我們每一年都是在這邊吃吃喝喝
[00:01:28.040 --> 00:01:29.540]  每一年我們都在這邊聚集
[00:01:29.540 --> 00:01:33.540]  但是我們到底聖誕節目的是什麼
[00:01:33.540 --> 00:01:42.540]  聖誕節到底真正的意義是什麼
[00:01:42.540 --> 00:01:46.040]  耶穌為什麼要來
[00:01:46.040 --> 00:01:50.040]  我們當中的
[00:01:50.040 --> 00:01:52.540]  問一下你自己耶穌為什麼要來
[00:01:53.040 --> 00:01:55.540]  跟你旁邊說 問一下你旁邊
[00:01:55.540 --> 00:01:57.040]  如果你旁邊有人的話 問一下
[00:01:57.040 --> 00:01:58.540]  耶穌為什麼要來啊
[00:01:58.540 --> 00:02:04.040]  耶穌要來赦免我們的罪
[00:02:04.040 --> 00:02:05.040]  感謝主
[00:02:05.040 --> 00:02:09.040]  這一個圖畫可能
[00:02:09.040 --> 00:02:11.040]  在這個很多的地方
[00:02:11.040 --> 00:02:13.540]  漸漸的 特別是在美國
[00:02:13.540 --> 00:02:16.540]  可能已經漸漸看不到了
[00:02:16.540 --> 00:02:20.540]  因為很多的裝飾已經不再裝飾這些
[00:02:20.540 --> 00:02:23.040]  耶穌降生在馬槽的這個裝飾
[00:02:23.040 --> 00:02:26.040]  很多的一個裝飾都是
[00:02:26.040 --> 00:02:28.040]  都是聖誕老公公
[00:02:28.040 --> 00:02:33.540]  然後你可以看見在美國
[00:02:33.540 --> 00:02:36.040]  越來越商業化的一個結果
[00:02:36.040 --> 00:02:39.040]  每一年聖誕節為了到底要叫
[00:02:39.040 --> 00:02:42.040]  聖誕快樂還是假日快樂
[00:02:42.040 --> 00:02:45.040]  是Merry Christmas還是Happy Holidays
[00:02:45.040 --> 00:02:47.540]  你會發現就有一些的debate
[00:02:47.540 --> 00:02:49.040]  有一些的在那邊
[00:02:49.040 --> 00:02:51.540]  這個爭執在那邊的
[00:02:51.540 --> 00:02:53.540]  在那邊一些的討論
[00:02:53.540 --> 00:02:59.040]  那麼根據統計
[00:02:59.040 --> 00:03:01.040]  在美國
[00:03:01.040 --> 00:03:05.040]  你看見這個紅色的部分的這些州
[00:03:05.040 --> 00:03:08.040]  他們都是
[00:03:08.040 --> 00:03:11.540]  非常的多數的
[00:03:11.540 --> 00:03:13.540]  是在講用這個
[00:03:13.540 --> 00:03:16.540]  在聖誕節的時候是用Merry Christmas
[00:03:16.540 --> 00:03:19.540]  來彼此問安
[00:03:19.540 --> 00:03:24.540]  那你看那個藍
[00:03:24.540 --> 00:03:27.540]  左邊那個圖應該是那個綠色的
[00:03:27.540 --> 00:03:29.540]  那麼右邊那個圖就是那個藍色的
[00:03:29.540 --> 00:03:32.540]  那些部分就是都是比較
[00:03:32.540 --> 00:03:35.540]  傾向是用Happy Holidays
[00:03:35.540 --> 00:03:37.540]  那請問我們洛杉磯
[00:03:37.540 --> 00:03:39.540]  請問我們加州
[00:03:39.540 --> 00:03:41.040]  是屬於哪一個呢
[00:03:41.040 --> 00:03:42.540]  你看看這個圖
[00:03:45.540 --> 00:03:47.540]  洛杉磯 加州
[00:03:47.540 --> 00:03:50.540]  是屬於Happy Holidays
[00:03:50.540 --> 00:03:53.040]  所以你聽到很多的歌裡面
[00:03:53.040 --> 00:03:55.040]  現在都是叫Happy Holidays
[00:03:55.040 --> 00:03:55.540]  是不是
[00:03:55.540 --> 00:03:57.540]  你今天到這個超市去
[00:03:57.540 --> 00:03:59.040]  或者別人跟你在問安的時候
[00:03:59.040 --> 00:04:01.040]  也會叫Happy Holidays
[00:04:01.040 --> 00:04:06.540]  那你會發現右邊這個圖
[00:04:06.540 --> 00:04:08.040]  就告訴我們一件事情
[00:04:08.040 --> 00:04:10.540]  凡是講這個Merry Christmas的
[00:04:10.540 --> 00:04:12.540]  這些紅色的地方
[00:04:12.540 --> 00:04:13.540]  這些的州
[00:04:13.540 --> 00:04:16.540]  主要的就是所謂的Bible Bed
[00:04:16.540 --> 00:04:18.540]  聖經袋
[00:04:18.540 --> 00:04:20.540]  也就是美國這些
[00:04:20.540 --> 00:04:23.540]  比較是基督徒比較多的這些地方
[00:04:23.540 --> 00:04:25.540]  這些地方的這些人
[00:04:25.540 --> 00:04:28.540]  我想對於我們基督徒來講
[00:04:28.540 --> 00:04:30.540]  我們生活在加州的基督徒來講
[00:04:30.540 --> 00:04:32.540]  很多時候我擔心就是
[00:04:32.540 --> 00:04:34.540]  我們不知不覺在這個文化當中
[00:04:34.540 --> 00:04:37.540]  我們也跟著就Happy Holidays
[00:04:37.540 --> 00:04:41.540]  然後就代替了Merry Christmas
[00:04:41.540 --> 00:04:43.540]  也許你說Doesn't matter
[00:04:43.540 --> 00:04:45.540]  為什麼需要計較這麼多呢
[00:04:45.540 --> 00:04:46.540]  有
[00:04:46.540 --> 00:04:47.540]  為什麼要計較這些
[00:04:47.540 --> 00:04:49.540]  因為Happy Holidays
[00:04:49.540 --> 00:04:51.540]  在聖誕節的時候唱Happy Holidays
[00:04:51.540 --> 00:04:53.540]  那個意思就是說
[00:04:53.540 --> 00:04:55.540]  不要去管這是誰的生日
[00:04:55.540 --> 00:04:56.540]  不要去紀念
[00:04:56.540 --> 00:04:59.540]  不要去慶祝這是誰的生日
[00:04:59.540 --> 00:05:00.540]  而這是一個假期
[00:05:00.540 --> 00:05:02.540]  你懂這個意思嗎
[00:05:02.540 --> 00:05:06.540]  這個其實這個來源就是因為
[00:05:06.540 --> 00:05:08.540]  這些沒有信仰的人
[00:05:08.540 --> 00:05:10.540]  或者這些不相信耶穌的人
[00:05:10.540 --> 00:05:13.540]  他們不希望聽到在這個季節
[00:05:13.540 --> 00:05:16.540]  在美國這個所謂強調宗教自由的地方
[00:05:16.540 --> 00:05:19.540]  我為什麼要去聽你講Merry Christmas
[00:05:19.540 --> 00:05:24.540]  所以仇敵
[00:05:24.540 --> 00:05:26.540]  接著商業化
[00:05:26.540 --> 00:05:29.540]  想要把耶穌基督降生這件事情
[00:05:29.540 --> 00:05:32.540]  從美國漸漸漸漸的淡化了
[00:05:32.540 --> 00:05:36.540]  也許有一天
[00:05:36.540 --> 00:05:37.540]  如果我們不注意
[00:05:37.540 --> 00:05:39.540]  我們的孩子有一天他長大之後
[00:05:39.540 --> 00:05:41.540]  他可能不認為
[00:05:41.540 --> 00:05:44.540]  聖誕節是耶穌基督的降生
[00:05:44.540 --> 00:05:48.540]  他們只關心的就是聖誕節
[00:05:48.540 --> 00:05:50.540]  這是一個Holiday Season
[00:05:50.540 --> 00:05:55.540]  耶穌為什麼要來
[00:05:55.540 --> 00:06:01.540]  可能你讀了很多的這些聖經的經節
[00:06:01.540 --> 00:06:02.540]  這個馬太福音
[00:06:02.540 --> 00:06:03.540]  路加福音講的
[00:06:03.540 --> 00:06:04.540]  這個耶穌要來的這些事情
[00:06:04.540 --> 00:06:06.540]  今天我要講的這個地方
[00:06:06.540 --> 00:06:07.540]  讓我們看見
[00:06:07.540 --> 00:06:10.540]  今天這段經文雖然不是聖誕節的經文
[00:06:10.540 --> 00:06:11.540]  但是這個地方
[00:06:11.540 --> 00:06:13.540]  這一段經文講耶穌來
[00:06:13.540 --> 00:06:14.540]  講得非常的清楚
[00:06:14.540 --> 00:06:17.540]  他說盜賊來無非要偷竊殺害毀壞
[00:06:17.540 --> 00:06:22.540]  我來了是要教養得生命
[00:06:22.540 --> 00:06:24.540]  並且得得更豐盛
[00:06:24.540 --> 00:06:30.540]  那麼你注意看
[00:06:30.540 --> 00:06:33.540]  在約翰福音裡面講到生命這件事情
[00:06:33.540 --> 00:06:35.540]  講得非常的多
[00:06:35.540 --> 00:06:37.540]  等一下我們會仔細來講
[00:06:37.540 --> 00:06:38.540]  但是首先我們要看
[00:06:38.540 --> 00:06:42.540]  他把這個盜賊跟主耶穌來
[00:06:42.540 --> 00:06:43.540]  做了一個對比
[00:06:43.540 --> 00:06:46.540]  盜賊來無非是要偷竊殺害毀壞
[00:06:46.540 --> 00:06:50.540]  那麼盜賊是誰呢
[00:06:50.540 --> 00:06:53.540]  當然這個地方相對的就是指的魔鬼
[00:06:53.540 --> 00:06:54.540]  但是盜賊
[00:06:54.540 --> 00:06:59.540]  其實魔鬼透過什麼來偷竊殺害毀壞呢
[00:06:59.540 --> 00:07:03.540]  魔鬼透過什麼殺害毀害呢
[00:07:06.540 --> 00:07:08.540]  這是另外兩處的聖經
[00:07:08.540 --> 00:07:09.540]  等一下我們再看
[00:07:09.540 --> 00:07:12.540]  這是另外兩處聖經講到說
[00:07:12.540 --> 00:07:16.540]  這個約翰福音非常看重這個生命的
[00:07:16.540 --> 00:07:18.540]  非常看重生命
[00:07:18.540 --> 00:07:20.540]  盜賊來偷竊
[00:07:20.540 --> 00:07:22.540]  偷我們的時間
[00:07:22.540 --> 00:07:23.540]  偷竊我們的金錢
[00:07:23.540 --> 00:07:25.540]  偷竊我們的健康
[00:07:25.540 --> 00:07:32.540]  盜賊來殺害
[00:07:32.540 --> 00:07:33.540]  他藉著戰爭
[00:07:33.540 --> 00:07:34.540]  藉著兇殺
[00:07:34.540 --> 00:07:36.540]  藉著這個
[00:07:36.540 --> 00:07:38.540]  你看今天在美國很多的時候
[00:07:38.540 --> 00:07:40.540]  這個人跟人之間的衝突紛爭
[00:07:40.540 --> 00:07:42.540]  就帶來這種兇殺
[00:07:42.540 --> 00:07:44.540]  這個校園的槍擊案
[00:07:44.540 --> 00:07:45.540]  等等等等這些
[00:07:45.540 --> 00:07:47.540]  也許不是那種
[00:07:47.540 --> 00:07:49.540]  這個直接就是把人殺掉了
[00:07:49.540 --> 00:07:50.540]  但是你可以看見
[00:07:50.540 --> 00:07:52.540]  那個這個在家庭中間
[00:07:52.540 --> 00:07:54.540]  在這個人與人之間
