
[00:00:00.000 --> 00:00:03.740]  我們一起讀一段聖經,在以賽亞書第五十四章
[00:00:03.740 --> 00:00:07.520]  第二節跟第三節,我們一同來念
[00:00:07.520 --> 00:00:09.960]  要擴張你葬墓之地,
[00:00:09.960 --> 00:00:13.040]  張大你居所的曼子,不要限職。
[00:00:13.040 --> 00:00:16.300]  要放長你的繩子,兼顧你的爵子。
[00:00:16.300 --> 00:00:18.720]  因為你要向左向右開展,
[00:00:18.720 --> 00:00:21.280]  你的後裔必得多國為業,
[00:00:21.280 --> 00:00:24.200]  又使荒涼的城以友人居住。
[00:00:24.200 --> 00:00:26.440]  再讀路加福音九章十一節
[00:00:27.260 --> 00:00:30.800]  我們一同來念,但眾人知道了,就跟著他去。
[00:00:30.800 --> 00:00:34.820]  耶穌便接待他們,對他們講論神國的道,
[00:00:34.820 --> 00:00:38.220]  醫治那些虛醫的人。我們就讀到這裡。
[00:00:38.220 --> 00:00:43.060]  第二節,上禮拜我講到共創新局的四個原則
[00:00:43.060 --> 00:00:46.720]  我們應當有一種擴張的期待
[00:00:46.720 --> 00:00:51.200]  而且要藉著禱告、動員跟裝備
[00:00:51.200 --> 00:00:54.280]  我們就能夠精力神心的工作
[00:00:54.280 --> 00:00:56.900]  並且向左向右來擴展
[00:00:57.020 --> 00:01:00.540]  但我們要從哪裡開始擴展呢?
[00:01:00.540 --> 00:01:02.560]  這是我們另外一個問題
[00:01:02.560 --> 00:01:07.460]  我深深的相信,教會的擴展,永遠從小組開始
[00:01:07.460 --> 00:01:11.460]  跟你媽說教會擴展,永遠從小組開始
[00:01:11.460 --> 00:01:14.860]  今天教會若是想持續不斷的成長
[00:01:14.860 --> 00:01:18.340]  並且滿足不同人群的需要
[00:01:18.340 --> 00:01:23.220]  那我們就必須重新來看重小組的工作
[00:01:23.220 --> 00:01:27.740]  那你說,牧師,我們教會不是已經有很多小組了嗎?
[00:01:27.740 --> 00:01:31.540]  但是我告訴你,一個有使命感的小組
[00:01:31.540 --> 00:01:34.340]  跟一個沒有使命感的小組
[00:01:34.340 --> 00:01:37.580]  還是相差十分遙遠的
[00:01:37.580 --> 00:01:40.420]  你知道,這幾年當我在牧會的過程當中
[00:01:40.420 --> 00:01:42.420]  我總是教導一件事情
[00:01:42.420 --> 00:01:47.660]  那就是你需要做一個有國度觀的基督徒
[00:01:47.660 --> 00:01:50.420]  因為有一個國度觀的人
[00:01:50.420 --> 00:01:52.740]  跟一個沒有國度觀的人
[00:01:52.740 --> 00:01:57.540]  看同一件事情,差別是很大的
[00:01:57.540 --> 00:01:59.820]  一個沒有國度觀的人
[00:01:59.820 --> 00:02:02.540]  他只看見自己的困苦
[00:02:02.540 --> 00:02:05.620]  他只看見自己的環境不順利
[00:02:05.620 --> 00:02:08.620]  他只會問神說為什麼
[00:02:08.620 --> 00:02:11.100]  但一個有國度觀的人
[00:02:11.100 --> 00:02:15.940]  他就能在這一切之上來尋求神的心意
[00:02:15.940 --> 00:02:20.140]  主啊,你現在正在做什麼呢?
[00:02:20.140 --> 00:02:24.460]  主啊,你要我在這個時候做什麼呢?
[00:02:24.460 --> 00:02:26.580]  就在尋求神的過程當中
[00:02:26.580 --> 00:02:28.980]  他能夠得著智慧
[00:02:28.980 --> 00:02:30.940]  從心得力
[00:02:30.940 --> 00:02:35.180]  來面對人生每一個關口嗎?
[00:02:35.180 --> 00:02:38.780]  一個有國度觀的人跟一個沒有國度觀的人
[00:02:38.780 --> 00:02:42.340]  我告訴你,相差十萬八千里
[00:02:42.340 --> 00:02:46.020]  同樣,一個有使命感的小組
[00:02:46.020 --> 00:02:47.900]  跟一個沒有使命感的小組
[00:02:47.900 --> 00:02:50.940]  相差也是非常遙遠
[00:02:50.940 --> 00:02:52.340]  在教會這麼多年
[00:02:52.340 --> 00:02:53.740]  我們推動小組的事工
[00:02:53.740 --> 00:02:54.900]  我就發現
[00:02:54.900 --> 00:02:58.620]  有些小組一直是充滿了活力
[00:02:58.620 --> 00:03:02.420]  有一些小組卻已經失去了動力
[00:03:02.420 --> 00:03:03.900]  為什麼?
[00:03:03.900 --> 00:03:07.260]  我告訴你,小組失去動力
[00:03:07.260 --> 00:03:09.140]  最主要一個原因
[00:03:09.140 --> 00:03:12.980]  就是因為小組不再有使命感
[00:03:12.980 --> 00:03:16.140]  我們不知道為什麼我們在這裡做小組
[00:03:16.140 --> 00:03:18.460]  很多時候小組的存在
[00:03:18.460 --> 00:03:22.940]  只是為了要滿足小組本身的需要而已
[00:03:22.940 --> 00:03:25.460]  久而久之,我們就失去了方向
[00:03:25.460 --> 00:03:27.660]  也失去了動力
[00:03:27.660 --> 00:03:30.540]  第二點,今天若是你渴望你的小組
[00:03:30.540 --> 00:03:33.620]  能夠重新有動力
[00:03:33.620 --> 00:03:37.500]  你的小組就重新會要回到神的面前來
[00:03:37.500 --> 00:03:41.500]  來領受神所給我們的使命
[00:03:41.500 --> 00:03:43.740]  第二點,這些年我在侍奉當中
[00:03:43.740 --> 00:03:46.780]  真的越來越明白使命感
[00:03:46.780 --> 00:03:49.940]  不是只有教會需要來尋求
[00:03:49.940 --> 00:03:52.340]  事實上,每一個個人
[00:03:52.340 --> 00:03:54.420]  甚至每一個家庭
[00:03:54.420 --> 00:03:56.420]  你們都需要來到神的面前
[00:03:56.420 --> 00:04:00.900]  尋求神所託付給我們的使命
[00:04:00.900 --> 00:04:02.820]  我請問你的家庭
[00:04:02.820 --> 00:04:05.900]  是個有使命感的家庭嗎?
[00:04:05.900 --> 00:04:07.020]  如果不是的話
[00:04:07.020 --> 00:04:09.300]  就難怪你的家庭生活
[00:04:09.300 --> 00:04:12.860]  就是在茫茫碌碌的生活形態當中
[00:04:12.860 --> 00:04:16.980]  維持一個家庭生活而已
[00:04:16.980 --> 00:04:20.140]  我之所以用維持這兩個字
[00:04:20.140 --> 00:04:22.980]  因為你既不知道家庭會往哪裡走
[00:04:22.980 --> 00:04:27.340]  你更不知道你的兒女會往哪個方向去
[00:04:27.340 --> 00:04:31.380]  可是如果你的家庭是個有使命感的家庭
[00:04:31.380 --> 00:04:35.460]  那你就知道神要帶領你的家庭往哪裡去
[00:04:35.460 --> 00:04:38.580]  你就知道怎麼樣來帶領你的兒女
[00:04:38.580 --> 00:04:41.180]  你也知道怎麼樣在不同的環境當中
[00:04:41.180 --> 00:04:43.180]  做不同的事情
[00:04:43.180 --> 00:04:45.700]  因為你知道你的家庭
[00:04:45.700 --> 00:04:47.740]  不只是為了生兒育女
[00:04:47.740 --> 00:04:50.620]  養兒防老而已嗎?
[00:04:50.620 --> 00:04:54.260]  那是一種無止盡的一種維持
[00:04:54.260 --> 00:04:58.060]  是一種無可奈何的維持
[00:04:58.060 --> 00:05:01.060]  你的家庭不是為這些而已
[00:05:01.060 --> 00:05:04.340]  因為你知道你的家庭是不斷往前進
[00:05:04.340 --> 00:05:07.380]  為了要完成神的使命
[00:05:07.380 --> 00:05:09.940]  甚至當你遇到困難的環境的時候
[00:05:09.940 --> 00:05:12.140]  你也不會灰心失望
[00:05:12.140 --> 00:05:18.060]  因為有一個使命的動力驅使你向前
[00:05:18.060 --> 00:05:23.660]  同樣,今天你的小組也是需要有使命感
[00:05:23.660 --> 00:05:25.780]  當人走進你的小組的時候
[00:05:25.780 --> 00:05:27.660]  他們感覺就不一樣
[00:05:27.660 --> 00:05:29.420]  因為他們發現這個小組
[00:05:29.420 --> 00:05:32.540]  不是只是為了吃點心而來
[00:05:32.540 --> 00:05:36.260]  也不是為了有一個地方可以訴苦而來
[00:05:36.260 --> 00:05:38.140]  當人走進你的小組的時候發現
[00:05:38.140 --> 00:05:42.220]  哇,這個小組每一個人都知道他們在幹什麼
[00:05:42.220 --> 00:05:45.740]  而且這個小組知道這個小組要往哪裡去
[00:05:45.740 --> 00:05:47.180]  人走進了小組
[00:05:47.180 --> 00:05:51.660]  立刻可以感覺不一樣的動力在這裡
[00:05:51.660 --> 00:05:53.940]  那你說牧師我們做小組的
[00:05:53.940 --> 00:05:56.940]  什麼是神所給我們的使命呢?
[00:05:56.940 --> 00:05:59.220]  有兩方面最基本的使命
[00:05:59.220 --> 00:06:00.540]  第一個
[00:06:00.540 --> 00:06:01.980]  我們要有牧羊的使命
[00:06:01.980 --> 00:06:06.020]  跟你們講說我們要有牧羊的使命
[00:06:06.020 --> 00:06:07.940]  我們看在小組裡面
[00:06:07.940 --> 00:06:10.300]  我們就是要彼此接納
[00:06:10.300 --> 00:06:12.060]  彼此的造就
[00:06:12.060 --> 00:06:13.940]  彼此的服侍
[00:06:13.940 --> 00:06:15.500]  在路加福音九章十一節裡面
[00:06:15.500 --> 00:06:18.020]  你們看這就是耶穌基督所做的
[00:06:18.020 --> 00:06:19.540]  路加福音九章十一節這裡說
[00:06:19.540 --> 00:06:20.860]  眾人知道就跟著他去
[00:06:20.860 --> 00:06:22.300]  耶穌做些什麼事情呢?
[00:06:22.300 --> 00:06:25.460]  第一個,接待他們
[00:06:25.460 --> 00:06:28.980]  第二個,對他們講論神國的道
[00:06:28.980 --> 00:06:32.380]  第三個,醫治那些需醫的人
[00:06:32.380 --> 00:06:37.740]  你看見這是耶穌基督牧羊的榜樣三方面
[00:06:37.740 --> 00:06:40.420]  第一個,接待
[00:06:40.420 --> 00:06:43.220]  今天我們需要學習彼此的接納
[00:06:43.220 --> 00:06:46.980]  跟你媽說我們要彼此接納
[00:06:46.980 --> 00:06:49.940]  因為今天人生活在這個世界上
[00:06:49.940 --> 00:06:53.540]  我們就是不斷地在尋找接納不是嗎?
[00:06:53.540 --> 00:06:56.540]  兒女渴望父母的接納
[00:06:56.540 --> 00:06:59.500]  學生渴望老師的接納
[00:06:59.500 --> 00:07:02.860]  長大了我們渴望朋友的接納
[00:07:02.860 --> 00:07:05.380]  結婚了我們也渴望夫妻之間
[00:07:05.380 --> 00:07:08.300]  能夠彼此完全地接納
[00:07:08.300 --> 00:07:11.300]  人渴望被接納
[00:07:11.300 --> 00:07:14.060]  今天有很多人缺乏安全感
[00:07:14.060 --> 00:07:15.860]  缺乏自信
[00:07:15.860 --> 00:07:19.340]  甚至心靈受傷害最主要的原因
[00:07:19.340 --> 00:07:23.500]  都是因為需要被接納的緣故
[00:07:23.500 --> 00:07:25.740]  所以你看如果你仔細看聖經
[00:07:25.740 --> 00:07:28.580]  耶穌基督的服飾是很特別的
[00:07:28.580 --> 00:07:32.460]  耶穌從來沒有先對人講一大堆教條
[00:07:32.460 --> 00:07:34.180]  從來沒有
[00:07:34.180 --> 00:07:37.940]  耶穌總是先去接待他們
[00:07:37.940 --> 00:07:39.740]  接納他們
[00:07:39.740 --> 00:07:42.100]  事實上耶穌的服飾
[00:07:42.100 --> 00:07:43.980]  之所以這麼有能力
[00:07:43.980 --> 00:07:48.740]  最主要的原因就是因為他的接納
[00:07:48.740 --> 00:07:51.820]  可是很多時候我看見今天我們很多的基督徒
[00:07:51.820 --> 00:07:54.820]  好像我們似乎太屬靈了
[00:07:54.820 --> 00:07:57.660]  太會給標準答案了
[00:07:57.660 --> 00:08:03.380]  其實我們一點都不需要一天到晚給人義正嚴詞的教導
[00:08:03.380 --> 00:08:07.900]  也不需要一天到晚定別人的罪或定這個世界的罪
[00:08:07.900 --> 00:08:11.340]  其實你不講他心裡也明白了
[00:08:11.340 --> 00:08:17.420]  他所想知道的是你到底有多接納他
[00:08:17.420 --> 00:08:21.220]  所以有人說人們並不關心你知道多少
[00:08:21.220 --> 00:08:25.700]  可他們想知道你多關心
[00:08:25.700 --> 00:08:26.820]  真的
[00:08:26.820 --> 00:08:29.540]  你知道多少人家並不關心
[00:08:29.540 --> 00:08:32.980]  可他們想知道你關不關心他
[00:08:32.980 --> 00:08:39.820]  你要知道接納所帶出來的能力是遠超過我們所能想像的
[00:08:39.820 --> 00:08:42.660]  當耶穌接納了撒該
[00:08:42.660 --> 00:08:45.700]  那是稅吏不被當時人接納
[00:08:45.700 --> 00:08:47.500]  當耶穌接納了他
[00:08:47.500 --> 00:08:50.660]  他立刻悔改
[00:08:50.660 --> 00:08:54.500]  當耶穌接納了撒瑪利亞井旁的婦人
[00:08:54.500 --> 00:08:57.380]  那是一個不潔淨的女人
[00:08:57.380 --> 00:09:00.260]  不被當時的社會接納的
[00:09:00.260 --> 00:09:02.420]  耶穌接納了她
[00:09:02.420 --> 00:09:05.620]  她就丟下水罐子進入城裡
[00:09:05.620 --> 00:09:08.980]  立刻開始傳主的福音
[00:09:08.980 --> 00:09:13.580]  當耶穌接納那個十字架旁邊的強盜
[00:09:13.580 --> 00:09:15.660]  那是不被世人接納的
[00:09:15.660 --> 00:09:17.580]  被定罪的
[00:09:17.580 --> 00:09:19.500]  耶穌接納他對他說
[00:09:19.500 --> 00:09:22.860]  今天你要我同在樂園裡面
[00:09:22.860 --> 00:09:28.020]  那個強盜那一天就心中有平安的確知
[00:09:28.020 --> 00:09:33.340]  你們一個人能夠重新經歷接納的愛
[00:09:33.340 --> 00:09:37.700]  我告訴你他的生命就會不再一樣了
[00:09:37.700 --> 00:09:39.700]  所以在小組當中第一件事情
[00:09:39.700 --> 00:09:40.940]  讓我們效法耶穌
[00:09:40.940 --> 00:09:42.540]  第一件事情
[00:09:42.540 --> 00:09:45.740]  我們一定要學習彼此的接納
[00:09:45.740 --> 00:09:48.060]  第二件事情也是耶穌的榜樣
[00:09:48.060 --> 00:09:49.980]  我們要彼此的造就
[00:09:49.980 --> 00:09:53.100]  跟你們說要彼此的造就
[00:09:53.100 --> 00:09:53.940]  因為第二件事情
[00:09:53.940 --> 00:09:57.500]  耶穌在傳講神的國
[00:09:57.500 --> 00:09:59.740]  我們怎麼樣彼此造就呢
[00:09:59.740 --> 00:10:02.580]  就要用神的話來彼此造就
