
[00:00:00.000 --> 00:00:04.000]  聖經提及過很多不同類型的奉獻
[00:00:04.000 --> 00:00:09.000]  我們有十一奉獻、自由奉獻、感恩奉獻等等
[00:00:09.000 --> 00:00:10.000]  很多類型
[00:00:10.000 --> 00:00:16.000]  雖然奉獻是我們聖經裏面一個相當重要的真理
[00:00:16.000 --> 00:00:21.000]  不過我們今天並不是講奉獻
[00:00:21.000 --> 00:00:23.000]  我們想通過今天我們所讀的經文
[00:00:23.000 --> 00:00:27.000]  通過以色列造會幕的這個故事
[00:00:27.000 --> 00:00:30.000]  跟大家思想一下愛主的心
[00:00:30.000 --> 00:00:36.000]  我們如何擁有一個火熱奉獻愛主的心
[00:00:36.000 --> 00:00:41.000]  當以色列人在曠野地走了一段時間之後
[00:00:41.000 --> 00:00:46.000]  神要求以色列人為他建造會幕
[00:00:46.000 --> 00:00:52.000]  因為會幕象徵著神住在他的子民當中
[00:00:52.000 --> 00:00:55.000]  代表著神的同在
[00:00:55.000 --> 00:00:59.000]  我們看今天的經文在35章的五節
[00:00:59.000 --> 00:01:02.000]  我們去到35章的五節
[00:01:02.000 --> 00:01:06.000]  它說你們中間要拿禮物來獻給耶和華
[00:01:06.000 --> 00:01:12.000]  凡樂意獻的都可以帶到耶和華的面前
[00:01:12.000 --> 00:01:17.000]  有很多不同類型的建造物料在當中
[00:01:17.000 --> 00:01:21.000]  然後講了一連串的材料之後
[00:01:21.000 --> 00:01:25.000]  大家要留意凡樂意獻的
[00:01:25.000 --> 00:01:29.000]  即是自由奉獻
[00:01:29.000 --> 00:01:32.000]  即是你甘心樂意的就將禮物拿來
[00:01:32.000 --> 00:01:39.000]  於是以色列人就開始為了建造會幕的材料做預備
[00:01:39.000 --> 00:01:43.000]  我們跳到第29節下一章
[00:01:43.000 --> 00:01:47.000]  這裡說到以色列人無論男女
[00:01:47.000 --> 00:01:51.000]  凡是甘心樂意獻禮物給耶和華的
[00:01:51.000 --> 00:01:54.000]  都將禮物拿到來
[00:01:54.000 --> 00:01:59.000]  為了要做耶和華建會幕的工作
[00:01:59.000 --> 00:02:01.000]  在29節這樣講完之後
[00:02:01.000 --> 00:02:04.000]  大家有沒有想過
[00:02:04.000 --> 00:02:09.000]  為什麼耶和華要強調是自由奉獻呢?
[00:02:09.000 --> 00:02:10.000]  大家有沒有想過
[00:02:10.000 --> 00:02:12.000]  為什麼耶和華不直接叫人說
[00:02:12.000 --> 00:02:14.000]  我現在要建會幕了
[00:02:14.000 --> 00:02:18.000]  你們將你們所有能夠為會幕
[00:02:18.000 --> 00:02:23.000]  成為會幕建造材料的東西都拿來
[00:02:23.000 --> 00:02:25.000]  為什麼神不直接叫他們這樣做
[00:02:25.000 --> 00:02:30.000]  而是凡甘心樂意的就將禮物拿來呢?
[00:02:30.000 --> 00:02:32.000]  如果在教會裡面服事多一段時間
[00:02:32.000 --> 00:02:34.000]  我相信大家都有這樣的經驗
[00:02:34.000 --> 00:02:38.000]  很多時候我們叫弟兄姊妹奉獻一些項目
[00:02:38.000 --> 00:02:43.000]  大家都知道我們現在在修建我們的建築物
[00:02:43.000 --> 00:02:51.000]  按我所理解是分了不同的階段去做建築
[00:02:51.000 --> 00:02:53.000]  每一個階段都要籌款
[00:02:53.000 --> 00:02:55.000]  大家想像一下
[00:02:55.000 --> 00:02:58.000]  主任牧師來跟大家講
[00:02:58.000 --> 00:03:02.000]  牧師說我們現在要建造一個這麼大的工程
[00:03:02.000 --> 00:03:04.000]  需要大家的奉獻
[00:03:04.000 --> 00:03:07.000]  我們要的金額是500萬元
[00:03:07.000 --> 00:03:10.000]  要做完我們所有的建築工程
[00:03:10.000 --> 00:03:14.000]  主任牧師報告完之後就跟大家講
[00:03:14.000 --> 00:03:17.000]  你們回去自己祈禱
[00:03:17.000 --> 00:03:19.000]  按著神在你心裡的感動
[00:03:19.000 --> 00:03:25.000]  將自己能夠奉獻的錢奉獻出來
[00:03:25.000 --> 00:03:27.000]  大家想像一下
[00:03:27.000 --> 00:03:29.000]  你回到家裡
[00:03:29.000 --> 00:03:33.000]  在自己的禱告裡面仰望神
[00:03:33.000 --> 00:03:36.000]  你的領袖就說
[00:03:36.000 --> 00:03:39.000]  我將我某一個數目奉獻給教會
[00:03:39.000 --> 00:03:42.000]  以至教會能夠做這個工程
[00:03:42.000 --> 00:03:43.000]  兩個星期之後
[00:03:43.000 --> 00:03:45.000]  你拿著支票
[00:03:45.000 --> 00:03:46.000]  很興奮的
[00:03:46.000 --> 00:03:47.000]  來到教會裡面
[00:03:47.000 --> 00:03:49.000]  等著進入奉獻袋
[00:03:49.000 --> 00:03:52.000]  參與這個建築的工程
[00:03:52.000 --> 00:03:53.000]  在收奉獻之前
[00:03:53.000 --> 00:03:57.000]  主任牧師就很開心走上來跟大家公佈
[00:03:57.000 --> 00:03:59.000]  各位弟弟姐妹
[00:03:59.000 --> 00:04:03.000]  在第一次我們公佈說要收取奉獻的時候
[00:04:03.000 --> 00:04:07.000]  我們第一次就已經收到600萬
[00:04:07.000 --> 00:04:10.000]  遠超過我們500萬的要求
[00:04:10.000 --> 00:04:12.000]  大家是不是很開心
[00:04:12.000 --> 00:04:14.000]  我相信如果要做這個報告
[00:04:14.000 --> 00:04:18.000]  Bruce一定是笑到牙不見眼
[00:04:18.000 --> 00:04:20.000]  很開心
[00:04:20.000 --> 00:04:23.000]  常常見到這樣的情況
[00:04:23.000 --> 00:04:25.000]  常常
[00:04:25.000 --> 00:04:27.000]  我做了牧師很多年
[00:04:27.000 --> 00:04:29.000]  在我的經驗裡面
[00:04:29.000 --> 00:04:33.000]  很少很少發生這樣的情況
[00:04:33.000 --> 00:04:35.000]  我記得很多很多年之前
[00:04:35.000 --> 00:04:37.000]  有一個老牧師曾經跟我說過
[00:04:37.000 --> 00:04:39.000]  一個他親身的故事
[00:04:39.000 --> 00:04:41.000]  他曾經在教會裡面服侍
[00:04:41.000 --> 00:04:44.000]  當時的執事會就想出一個方法
[00:04:44.000 --> 00:04:47.000]  去讓教會的奉獻更加好
[00:04:47.000 --> 00:04:49.000]  他的方法就是說
[00:04:49.000 --> 00:04:52.000]  視乎那天的講員的質素
[00:04:52.000 --> 00:04:56.000]  如果知道那個講員講得相當精彩的時候
[00:04:56.000 --> 00:05:00.000]  他就會將奉獻安排在講道之後來收取奉獻
[00:05:00.000 --> 00:05:03.000]  如果那天的講員就一般般的時候
[00:05:03.000 --> 00:05:05.000]  他就說不要搞亂
[00:05:05.000 --> 00:05:08.000]  先放在講道之前收取奉獻
[00:05:08.000 --> 00:05:10.000]  大概意思就是說
[00:05:10.000 --> 00:05:11.000]  你放了錢進去奉獻
[00:05:11.000 --> 00:05:15.000]  你也不會因為講道差而拿出來
[00:05:15.000 --> 00:05:18.000]  那位牧師當然不同意這樣的做法
[00:05:18.000 --> 00:05:20.000]  但問題就在於
[00:05:20.000 --> 00:05:21.000]  當時的執事會發覺
[00:05:21.000 --> 00:05:24.000]  這個策略真的有點過效
[00:05:24.000 --> 00:05:27.000]  當然希望今天不會發生在
[00:05:27.000 --> 00:05:31.000]  同樣今天的教會裡面
[00:05:31.000 --> 00:05:35.000]  這個故事發生在近半個世紀之前
[00:05:35.000 --> 00:05:38.000]  但至少我們看摩西這個故事
[00:05:38.000 --> 00:05:40.000]  摩西至少可以跟神說
[00:05:40.000 --> 00:05:42.000]  不如不要自由奉獻
[00:05:42.000 --> 00:05:44.000]  不如你索性
[00:05:44.000 --> 00:05:48.000]  索性叫百姓按著他們的能力來奉獻
[00:05:48.000 --> 00:05:49.000]  那就搞定了
[00:05:49.000 --> 00:05:51.000]  不用將來又要籌款活動等等
[00:05:51.000 --> 00:05:55.000]  當然摩西的信心一定比我大很多
[00:05:55.000 --> 00:05:56.000]  強很多
[00:05:56.000 --> 00:05:59.000]  所以他沒有跟神有這樣的要求
[00:05:59.000 --> 00:06:03.000]  那我想看看究竟發生了什麼事
[00:06:03.000 --> 00:06:09.000]  在35章的20節和21節
[00:06:09.000 --> 00:06:14.000]  那裡以色列傳會眾聽摩西講完之後就退去
[00:06:14.000 --> 00:06:18.000]  然後凡心裡受感和甘心樂意的
[00:06:18.000 --> 00:06:20.000]  都將他們能夠奉獻的禮物
[00:06:20.000 --> 00:06:23.000]  拿到耶和華的面前
[00:06:23.000 --> 00:06:24.000]  然後我們再看
[00:06:24.000 --> 00:06:27.000]  在36章的3到7節
[00:06:27.000 --> 00:06:35.000]  以色列人當時就是為了聖所需要的材料
[00:06:35.000 --> 00:06:40.000]  每早晨將甘心獻的禮物
[00:06:40.000 --> 00:06:44.000]  帶到耶和華的面前
[00:06:44.000 --> 00:06:46.000]  去到一個地步
[00:06:46.000 --> 00:06:50.000]  他們需要的物料完全足夠
[00:06:50.000 --> 00:06:54.000]  所以在第6到7節
[00:06:54.000 --> 00:06:59.000]  摩西就因為所有的材料已經收集得超過他們所需要
[00:06:59.000 --> 00:07:00.000]  所以就跟那些人說
[00:07:00.000 --> 00:07:03.000]  無論男女不要再拿禮物來
[00:07:03.000 --> 00:07:05.000]  我們已經足夠了
[00:07:05.000 --> 00:07:10.000]  大家聽完這個實際上發生在當日的以色列人的故事
[00:07:10.000 --> 00:07:13.000]  大家會不會覺得很驚奇
[00:07:13.000 --> 00:07:15.000]  我不知道大家怎麼想
[00:07:15.000 --> 00:07:20.000]  這些事情我在我的信仰的教會生活裡面
[00:07:20.000 --> 00:07:22.000]  很少見
[00:07:22.000 --> 00:07:24.000]  究竟發生了什麼事
[00:07:24.000 --> 00:07:28.000]  為什麼這些人會這麼火熱呢
[00:07:28.000 --> 00:07:30.000]  聖經有沒有給我們一些線索解釋
[00:07:30.000 --> 00:07:37.000]  為什麼當日的以色列人會這麼火熱地去奉獻呢
[00:07:37.000 --> 00:07:39.000]  我認為是有的
[00:07:39.000 --> 00:07:43.000]  如果大家回到第32章前一點的經文
[00:07:43.000 --> 00:07:44.000]  在那裡的經文
[00:07:44.000 --> 00:07:47.000]  聖經記載了一個在以色列人歷史裡面
[00:07:47.000 --> 00:07:50.000]  一個相當傷痛的故事
[00:07:50.000 --> 00:07:56.000]  大家記得摩西四十天在這個西乃山上領受十誡
[00:07:56.000 --> 00:08:00.000]  當人見到摩西上了山這麼久
[00:08:00.000 --> 00:08:02.000]  都不知道發生了什麼事
[00:08:02.000 --> 00:08:07.000]  於是那幫人就去跟阿倫說
[00:08:07.000 --> 00:08:14.000]  就記載在第32章的一節
[00:08:14.000 --> 00:08:17.000]  當時的人就跟阿倫說
[00:08:17.000 --> 00:08:21.000]  不如這樣吧,你為我們做一個神像
[00:08:21.000 --> 00:08:25.000]  可以帶我們繼續向前走
[00:08:25.000 --> 00:08:28.000]  因為這個摩西上了山之後好像失蹤了
[00:08:28.000 --> 00:08:30.000]  不知道去了哪裡
[00:08:30.000 --> 00:08:32.000]  我想大家想一想
[00:08:32.000 --> 00:08:34.000]  如果你是阿倫的時候
[00:08:34.000 --> 00:08:36.000]  自己的弟弟在山上
[00:08:36.000 --> 00:08:38.000]  真的好了很久,怎麼辦呢
[00:08:38.000 --> 00:08:40.000]  這幫百姓走過來問你
[00:08:40.000 --> 00:08:44.000]  叫你做一個偶像來帶他們繼續向前
[00:08:44.000 --> 00:08:48.000]  你是阿倫的時候你會怎麼做
[00:08:48.000 --> 00:08:51.000]  如果我是阿倫的話
[00:08:51.000 --> 00:08:54.000]  明知道做一個偶像是不對的
[00:08:54.000 --> 00:08:57.000]  但可能當時人群情洶湧
[00:08:57.000 --> 00:09:01.000]  而自己也實際上不知道摩西究竟生死未卜
[00:09:01.000 --> 00:09:03.000]  但我又不敢做這個決定
[00:09:03.000 --> 00:09:05.000]  我大概還是拖著先
[00:09:05.000 --> 00:09:06.000]  不如我先祈禱
[00:09:06.000 --> 00:09:09.000]  先祈禱,看看神的意思是怎麼樣
[00:09:09.000 --> 00:09:15.000]  但是聖經是怎麼說的
[00:09:15.000 --> 00:09:18.000]  聖經說阿倫竟然跟他們說
[00:09:18.000 --> 00:09:23.000]  要收集金器,鑄造金牛族
[00:09:23.000 --> 00:09:29.000]  做完之後他甚至跟百姓說
[00:09:29.000 --> 00:09:34.000]  這個金牛族就是帶你們離開埃及地的神
[00:09:34.000 --> 00:09:39.000]  所以他們就跟別人說
[00:09:39.000 --> 00:09:42.000]  明天是守夜和華的節日
[00:09:42.000 --> 00:09:46.000]  然後可以起來獻梵祭,平安祭
[00:09:46.000 --> 00:09:49.000]  來慶祝因為這個神
[00:09:49.000 --> 00:09:52.000]  現在被形象化成了一個金牛族
[00:09:52.000 --> 00:09:57.000]  將會繼續帶你們前進
[00:09:57.000 --> 00:09:59.000]  在以色列的歷史上
[00:09:59.000 --> 00:10:01.000]  其實這是一個非常傷痛
[00:10:01.000 --> 00:10:03.000]  相當黑暗的故事
[00:10:03.000 --> 00:10:05.000]  一方面在這個西乃山上
[00:10:05.000 --> 00:10:10.000]  神正在為神與人之間所立的約
[00:10:10.000 --> 00:10:12.000]  刻在石板上
[00:10:12.000 --> 00:10:16.000]  這個約就代表著神是以色列人的神
[00:10:16.000 --> 00:10:18.000]  以色列是夜和華的子民
[00:10:18.000 --> 00:10:20.000]  但是另一邊廂
[00:10:20.000 --> 00:10:27.000]  山下的以色列人卻是轉身離開真神
[00:10:27.000 --> 00:10:33.000]  要當時的亞倫為他們造了一隻金牛族
[00:10:33.000 --> 00:10:36.000]  繼續帶領他們向前走
[00:10:36.000 --> 00:10:42.000]  我在想用什麼樣的例子來比喻這個故事
[00:10:42.000 --> 00:10:43.000]  我大概想到就是
[00:10:43.000 --> 00:10:45.000]  大家想一想
[00:10:45.000 --> 00:10:46.000]  你快要結婚了
[00:10:46.000 --> 00:10:48.000]  你拿著一隻戒指
[00:10:48.000 --> 00:10:51.000]  打算買一隻好的戒指
[00:10:51.000 --> 00:10:53.000]  來預備這個婚禮
[00:10:53.000 --> 00:10:55.000]  你選了一隻很漂亮的戒指
[00:10:55.000 --> 00:11:02.000]  這隻戒指就代表著將來婚姻的關係
[00:11:02.000 --> 00:11:04.000]  愛的承諾
[00:11:04.000 --> 00:11:05.000]  你就很高興
[00:11:05.000 --> 00:11:12.000]  將這隻戒指打算交給你將來的妻子
[00:11:12.000 --> 00:11:14.000]  但是去到的時候
[00:11:14.000 --> 00:11:18.000]  發覺竟然這個妻子另有情人
[00:11:18.000 --> 00:11:21.000]  甚至他們在這裡歡樂地慶祝
[00:11:21.000 --> 00:11:23.000]  又吃又喝
[00:11:23.000 --> 00:11:26.000]  你會怎樣感受?
[00:11:26.000 --> 00:11:27.000]  你會怎樣感受?
[00:11:27.000 --> 00:11:30.000]  這隻戒指怎樣算好?
[00:11:30.000 --> 00:11:32.000]  你會不會說不要緊
[00:11:32.000 --> 00:11:34.000]  留著下次用
[00:11:34.000 --> 00:11:35.000]  或者賣掉
[00:11:35.000 --> 00:11:37.000]  不會虧錢的
[00:11:37.000 --> 00:11:39.000]  我相信如果你這樣想的時候
[00:11:39.000 --> 00:11:40.000]  你搞錯了
[00:11:40.000 --> 00:11:42.000]  因為這個不是錢的問題
[00:11:42.000 --> 00:11:46.000]  因為這隻戒指所代表的是一個愛的關係
[00:11:46.000 --> 00:11:49.000]  當這個關係破裂的時候
[00:11:49.000 --> 00:11:55.000]  也許你都不想再見到這隻戒指
[00:11:55.000 --> 00:11:59.000]  這個正正是摩西所做的事情
[00:11:59.000 --> 00:12:02.000]  在第十九節
[00:12:02.000 --> 00:12:11.000]  摩西去到見到這群以色列人圍著金牛去跳舞慶祝的時候
[00:12:11.000 --> 00:12:12.000]  很生氣
[00:12:12.000 --> 00:12:15.000]  將這兩塊石板扔在地上
[00:12:15.000 --> 00:12:17.000]  將它摔碎了
[00:12:17.000 --> 00:12:19.000]  我想問大家
[00:12:19.000 --> 00:12:22.000]  我最喜歡看聖經的時候問為什麼?
[00:12:22.000 --> 00:12:26.000]  為什麼摩西要扔爛這兩塊石板?
[00:12:26.000 --> 00:12:27.000]  為什麼?
[00:12:27.000 --> 00:12:28.000]  你想一想
[00:12:28.000 --> 00:12:31.000]  這兩塊石板極其珍貴
[00:12:31.000 --> 00:12:35.000]  因為神親自用他的手指將十戒寫在上面
[00:12:35.000 --> 00:12:37.000]  我想摩西你想一想
[00:12:37.000 --> 00:12:39.000]  四十天在山上
[00:12:39.000 --> 00:12:40.000]  沒有東西吃
[00:12:40.000 --> 00:12:44.000]  還要拿著那兩塊大石板走回下山
[00:12:44.000 --> 00:12:46.000]  那段路都不簡單
[00:12:46.000 --> 00:12:48.000]  我相信他下山的時候
[00:12:48.000 --> 00:12:49.000]  兩隻手都麻痺了
[00:12:49.000 --> 00:12:50.000]  累得不得了
[00:12:50.000 --> 00:12:51.000]  會不會因為這樣的原因
[00:12:51.000 --> 00:12:53.000]  累的那一刻
[00:12:53.000 --> 00:12:55.000]  因為累的那一刻拿不起
[00:12:55.000 --> 00:12:57.000]  就將那塊石板扔爛呢?
[00:12:57.000 --> 00:12:59.000]  是不是這樣的原因?
[00:12:59.000 --> 00:13:00.000]  又或者會不會
[00:13:00.000 --> 00:13:03.000]  摩西見到那群人不等我
[00:13:03.000 --> 00:13:04.000]  就開派對
[00:13:04.000 --> 00:13:05.000]  太過份了
[00:13:05.000 --> 00:13:07.000]  生氣的那一刻就扔了石板
[00:13:07.000 --> 00:13:10.000]  是不是這樣的原因?
[00:13:10.000 --> 00:13:15.000]  我相信不會是這樣的原因
[00:13:15.000 --> 00:13:16.000]  這是另外一個原因
[00:13:16.000 --> 00:13:18.000]  大家記不記得
[00:13:18.000 --> 00:13:19.000]  在不久之前
[00:13:19.000 --> 00:13:21.000]  這段故事不久之前
[00:13:21.000 --> 00:13:23.000]  其實摩西都試過有一個事件
[00:13:23.000 --> 00:13:25.000]  是情緒失控的
[00:13:25.000 --> 00:13:26.000]  大家記不記得
[00:13:26.000 --> 00:13:30.000]  什麼時候摩西情緒失控?
[00:13:30.000 --> 00:13:32.000]  當二少爺說沒有水喝
[00:13:32.000 --> 00:13:34.000]  投訴沒有水喝
[00:13:34.000 --> 00:13:36.000]  就去到摩西那裡
[00:13:36.000 --> 00:13:37.000]  摩西祈求神神
[00:13:37.000 --> 00:13:38.000]  就說你去到盤石那裡
[00:13:38.000 --> 00:13:40.000]  吩咐盤石
[00:13:40.000 --> 00:13:43.000]  水就會從盤石湧流出來
[00:13:43.000 --> 00:13:45.000]  但是摩西怎麼做?
[00:13:45.000 --> 00:13:46.000]  摩西去到盤石那裡
[00:13:46.000 --> 00:13:49.000]  那群百姓激得火都來了
[00:13:49.000 --> 00:13:51.000]  接著就舉起天上
[00:13:51.000 --> 00:13:54.000]  強打了盤石兩下
[00:13:54.000 --> 00:13:56.000]  水仍然出來
[00:13:56.000 --> 00:14:00.000]  但是在這個打盤石的動作裡面
[00:14:00.000 --> 00:14:03.000]  摩西沒有將榮耀歸給神
[00:14:03.000 --> 00:14:08.000]  所以在這個文素記的記載
[00:14:08.000 --> 00:14:10.000]  文素記的記載
[00:14:10.000 --> 00:14:11.000]  就是說
[00:14:11.000 --> 00:14:15.000]  以色列人沒有在我人的眼前
[00:14:15.000 --> 00:14:18.000]  尊我而和華為聖
[00:14:18.000 --> 00:14:24.000]  所以就罰摩西不能進入應許之地
[00:14:24.000 --> 00:14:27.000]  所以大家看完這個故事之後
[00:14:27.000 --> 00:14:28.000]  我們在想
[00:14:28.000 --> 00:14:30.000]  摩西應該學到功課的
[00:14:30.000 --> 00:14:33.000]  他都曾經撞過一次板
[00:14:33.000 --> 00:14:35.000]  但是還有另外一樣東西
[00:14:35.000 --> 00:14:36.000]  大家要留意就是
[00:14:36.000 --> 00:14:38.000]  你有沒有發覺聖經沒有記載
[00:14:38.000 --> 00:14:41.000]  當摩西扔爛這兩塊石板之後
[00:14:41.000 --> 00:14:43.000]  神沒有罵過摩西
[00:14:43.000 --> 00:14:45.000]  你找不找到經文神是罵摩西的
[00:14:45.000 --> 00:14:46.000]  因為他扔爛石板
[00:14:46.000 --> 00:14:48.000]  為什麼不罵摩西?
[00:14:48.000 --> 00:14:49.000]  神捨得那麼辛苦
[00:14:49.000 --> 00:14:52.000]  扔爛了這兩塊石板
[00:14:52.000 --> 00:14:53.000]  我在這裡思想的時候
[00:14:53.000 --> 00:14:59.000]  我相信摩西將這兩塊石板扔爛的時候
[00:14:59.000 --> 00:15:04.000]  是代表著某些深層的屬靈意思在這裡
[00:15:04.000 --> 00:15:05.000]  剛才跟大家說過
[00:15:05.000 --> 00:15:10.000]  這兩塊石板是象徵著人、神之間的約
[00:15:10.000 --> 00:15:12.000]  也是以色列人
[00:15:12.000 --> 00:15:15.000]  由於他扔爛了這塊石板的時候
[00:15:15.000 --> 00:15:18.000]  所象徵的就是這個約
[00:15:18.000 --> 00:15:20.000]  或者是神與人之間的關係
[00:15:20.000 --> 00:15:23.000]  因此而破裂
[00:15:23.000 --> 00:15:28.000]  這個正正就是石板被擊碎的事實
[00:15:28.000 --> 00:15:33.000]  當石板被打碎的時候
[00:15:33.000 --> 00:15:37.000]  我相信不單止代表著人神之間的關係
[00:15:37.000 --> 00:15:40.000]  因此而破裂
[00:15:40.000 --> 00:15:43.000]  也是代表著神的心
[00:15:43.000 --> 00:15:46.000]  在那個時候被打碎
[00:15:46.000 --> 00:15:48.000]  我相信在這個故事裡面
[00:15:48.000 --> 00:15:50.000]  我們可以看到
[00:15:50.000 --> 00:15:53.000]  亞倫這個屬靈的領袖
[00:15:53.000 --> 00:15:58.000]  似乎不能夠面對當時從群眾而來的壓力
[00:15:58.000 --> 00:16:01.000]  他雖然在一個領導的位置上
[00:16:01.000 --> 00:16:05.000]  但似乎亞倫這個領袖所關心的是什麼?
[00:16:05.000 --> 00:16:10.000]  似乎他所關心的就是取悅當時的群眾
[00:16:10.000 --> 00:16:11.000]  而另一方面
[00:16:11.000 --> 00:16:13.000]  大家有沒有留意
[00:16:13.000 --> 00:16:15.000]  這群以色列人去到亞倫的時候
[00:16:15.000 --> 00:16:18.000]  不是徵求亞倫的意思
[00:16:18.000 --> 00:16:21.000]  而是叫亞倫做這個金毛毒給他們
[00:16:21.000 --> 00:16:23.000]  所以大家看到嗎?
[00:16:23.000 --> 00:16:28.000]  我們是一個完美災難性的組合
[00:16:28.000 --> 00:16:31.000]  一個只懂得取悅會眾的領袖
[00:16:31.000 --> 00:16:38.000]  另外一群就是並不服從領導的群眾
[00:16:38.000 --> 00:16:40.000]  當兩個人合在一起的時候
[00:16:40.000 --> 00:16:42.000]  災難必然發生
[00:16:42.000 --> 00:16:45.000]  那你說究竟是亞倫需要負責任
[00:16:45.000 --> 00:16:49.000]  還是那群叛逆的百姓需要負責任呢?
[00:16:49.000 --> 00:16:53.000]  如果我們看《新令記》的九章
[00:16:53.000 --> 00:16:56.000]  十九到二十節
[00:16:56.000 --> 00:16:59.000]  在那章的經文告訴我們
[00:16:59.000 --> 00:17:02.000]  當時耶和華向百姓大發烈怒
[00:17:02.000 --> 00:17:07.000]  摩西為這群人祈求
[00:17:07.000 --> 00:17:11.000]  接著他也為亞倫祈求
[00:17:11.000 --> 00:17:13.000]  所以這兩章的經文告訴我們
[00:17:13.000 --> 00:17:15.000]  其實無論是當時的亞倫
[00:17:15.000 --> 00:17:17.000]  還是當時叛逆的百姓
[00:17:17.000 --> 00:17:21.000]  兩個在神面前都犯了錯
[00:17:21.000 --> 00:17:23.000]  有時候我在想
[00:17:23.000 --> 00:17:26.000]  究竟要求亞倫造金牛毒的
[00:17:26.000 --> 00:17:31.000]  是不是所有以色列人的意願呢?
[00:17:31.000 --> 00:17:35.000]  當時我相信有很多沉默的會眾
[00:17:35.000 --> 00:17:37.000]  沒有發聲
[00:17:37.000 --> 00:17:39.000]  如果那群沒有發聲的人
[00:17:39.000 --> 00:17:41.000]  都是認同這群叛逆的百姓的時候
[00:17:41.000 --> 00:17:44.000]  當然每一個百姓都需要負責任
[00:17:44.000 --> 00:17:47.000]  但是沒有發聲的那群人是怎樣呢?
[00:17:47.000 --> 00:17:50.000]  在這裡告訴我們一件事
[00:17:50.000 --> 00:17:54.000]  沉默其實都是一個決定
[00:17:54.000 --> 00:17:56.000]  所以當我們面對一些
[00:17:56.000 --> 00:17:58.000]  我們需要發聲的事情的時候
[00:17:58.000 --> 00:17:59.000]  我們不要保持沉默
[00:17:59.000 --> 00:18:01.000]  我們要發聲
[00:18:01.000 --> 00:18:03.000]  否則無論如何
[00:18:03.000 --> 00:18:05.000]  發聲與否
[00:18:05.000 --> 00:18:09.000]  我們都需要承擔這個決定的後果
[00:18:09.000 --> 00:18:12.000]  我們都知道歷史告訴我們
[00:18:12.000 --> 00:18:15.000]  這群以色列人犯了一個很大的錯誤
[00:18:15.000 --> 00:18:18.000]  他們承擔的是什麼後果呢?
[00:18:18.000 --> 00:18:22.000]  這是第32章
[00:18:22.000 --> 00:18:25.000]  當時神就跟摩西說
[00:18:25.000 --> 00:18:29.000]  你去到百姓當中跟他們說
[00:18:29.000 --> 00:18:32.000]  凡屬耶和華的都要到我這裡來
[00:18:32.000 --> 00:18:34.000]  這個凡屬耶和華的
[00:18:34.000 --> 00:18:38.000]  是指12支派裡面的利微支派
[00:18:38.000 --> 00:18:41.000]  叫這群利微人做什麼呢?
[00:18:41.000 --> 00:18:43.000]  在27到28節就說
[00:18:43.000 --> 00:18:44.000]  你們這群利微人
