
[00:00:00.000 --> 00:00:03.500]  蘇聯解體之前
[00:00:03.500 --> 00:00:08.360]  在蘇聯常常出現的一個社會的問題
[00:00:08.360 --> 00:00:11.200]  就是在蘇聯的一些工廠
[00:00:11.200 --> 00:00:15.580]  常常出有一些被偷竊的問題
[00:00:15.580 --> 00:00:17.380]  特別是他的員工
[00:00:17.380 --> 00:00:20.840]  在工廠裏面常常會偷一些東西
[00:00:20.840 --> 00:00:22.880]  然後帶回家去
[00:00:22.880 --> 00:00:24.200]  也因爲這樣
[00:00:24.200 --> 00:00:26.760]  當時他們的一些
[00:00:26.760 --> 00:00:28.800]  他們當時的工廠
[00:00:28.800 --> 00:00:32.200]  就請了一些管理人員或者是保安人員
[00:00:32.200 --> 00:00:35.000]  常常在員工要走出去的時候
[00:00:35.000 --> 00:00:36.800]  專門來檢查他們
[00:00:36.800 --> 00:00:40.400]  以免他們把一些工廠的東西帶回家去
[00:00:40.400 --> 00:00:45.000]  所以其中有一個工廠
[00:00:45.000 --> 00:00:51.100]  有一個人他常常推一個車
[00:00:51.100 --> 00:00:53.100]  他有一天他推着一個車
[00:00:53.100 --> 00:00:54.300]  推車
[00:00:54.300 --> 00:00:56.300]  他這個推車一推出去的時候
[00:00:56.300 --> 00:00:58.900]  他的車上面有一包東西
[00:00:58.900 --> 00:01:01.900]  所以他推的時候
[00:01:01.900 --> 00:01:05.400]  有一個他的一個管理人員看到了
[00:01:05.400 --> 00:01:07.900]  就要檢查說你回家了
[00:01:07.900 --> 00:01:10.200]  你推這個車這一包是什麼東西
[00:01:10.200 --> 00:01:12.600]  這個人說這個是一個木屑
[00:01:12.600 --> 00:01:15.800]  是我們做工留下的木屑沒有人要
[00:01:15.800 --> 00:01:18.100]  所以我就帶回家去了
[00:01:18.100 --> 00:01:21.200]  這個人說不過我還是要管理人員說
[00:01:21.200 --> 00:01:22.400]  我還是要檢查
[00:01:22.400 --> 00:01:25.400]  所以他就從推車裏面打開
[00:01:25.500 --> 00:01:28.200]  看到裏面集結是一個木屑
[00:01:28.200 --> 00:01:29.700]  然後就放他走了
[00:01:29.700 --> 00:01:30.800]  他就推了
[00:01:30.800 --> 00:01:33.600]  第二天也是一樣
[00:01:33.600 --> 00:01:36.800]  這個人又又推了
[00:01:36.800 --> 00:01:38.700]  又是一包的木屑
[00:01:38.700 --> 00:01:40.400]  他打開又是個木屑
[00:01:40.400 --> 00:01:41.900]  所以第三天
[00:01:41.900 --> 00:01:43.400]  第四天
[00:01:43.400 --> 00:01:44.600]  第五天
[00:01:44.600 --> 00:01:47.800]  每一次這個人都會推一包的東西
[00:01:47.800 --> 00:01:48.900]  走了
[00:01:48.900 --> 00:01:50.500]  到第七天
[00:01:50.500 --> 00:01:54.100]  這個管理人員就覺得很奇怪
[00:01:54.100 --> 00:01:59.100]  爲什麼這個人每一天都要推着一包的木屑出去呢
[00:01:59.100 --> 00:02:01.000]  然後他就
[00:02:01.000 --> 00:02:02.900]  當這個人走之後
[00:02:02.900 --> 00:02:04.600]  這個管理人員就說來啦
[00:02:04.600 --> 00:02:07.100]  你先不走
[00:02:07.100 --> 00:02:09.300]  我想問你一樣事情
[00:02:09.300 --> 00:02:13.800]  你好不好你告訴我
[00:02:13.800 --> 00:02:15.400]  我不會告訴人的
[00:02:15.400 --> 00:02:17.700]  我也不會去抓你的
[00:02:17.700 --> 00:02:21.000]  那個人說好什麼事
[00:02:21.200 --> 00:02:26.900]  他說爲什麼你每一天要推一包木屑回家呢
[00:02:26.900 --> 00:02:28.200]  因爲木屑沒有用嘛
[00:02:28.200 --> 00:02:28.900]  對不對
[00:02:28.900 --> 00:02:29.800]  爲什麼你
[00:02:29.800 --> 00:02:32.100]  那個人說
[00:02:32.100 --> 00:02:34.700]  我每天
[00:02:34.700 --> 00:02:38.700]  推的雖然是個木屑
[00:02:38.700 --> 00:02:41.900]  可是我每次推的是不同的車
[00:02:41.900 --> 00:02:44.300]  明白我意思吧
[00:02:44.300 --> 00:02:48.000]  就是他所拖的不是因爲那個木屑
[00:02:48.000 --> 00:02:49.300]  他拖的是什麼
[00:02:49.300 --> 00:02:50.600]  那個推車
[00:02:51.100 --> 00:02:52.900]  那個推車
[00:02:52.900 --> 00:02:55.300]  所以弟兄姐妹們
[00:02:55.300 --> 00:02:57.800]  我們人是這樣的
[00:02:57.800 --> 00:03:01.100]  我們常常會找一些漏洞
[00:03:01.100 --> 00:03:03.400]  爲了來體貼自己
[00:03:03.400 --> 00:03:05.100]  要放縱自己的情義
[00:03:05.100 --> 00:03:07.000]  特別是自己的利益
[00:03:07.000 --> 00:03:11.600]  我們總會找些漏洞來滿足自己
[00:03:11.600 --> 00:03:12.200]  對不對
[00:03:12.200 --> 00:03:13.800]  我們有一句話
[00:03:13.800 --> 00:03:15.900]  我知道在國內有一句話叫做
[00:03:15.900 --> 00:03:18.300]  上有政策下有什麼
[00:03:18.300 --> 00:03:19.700]  推下來對不對
[00:03:19.700 --> 00:03:21.100]  你放下政策
[00:03:21.100 --> 00:03:24.100]  可是我還是有辦法找一些漏洞
[00:03:24.100 --> 00:03:25.500]  來滿足我
[00:03:25.500 --> 00:03:26.900]  來放縱我
[00:03:26.900 --> 00:03:28.000]  對不對
[00:03:28.000 --> 00:03:30.100]  來滿足我自己的利益的
[00:03:30.100 --> 00:03:32.800]  所以
[00:03:32.800 --> 00:03:36.000]  很多
[00:03:36.000 --> 00:03:38.400]  有這樣的一個情況
[00:03:38.400 --> 00:03:41.600]  記得好幾年前在國內
[00:03:41.600 --> 00:03:43.900]  發生了一個事件
[00:03:43.900 --> 00:03:45.900]  叫做獨奶粉事件對不對
[00:03:45.900 --> 00:03:49.100]  我昨天在看到一個報道
[00:03:49.900 --> 00:03:52.500]  這個獨奶粉事件又在
[00:03:52.500 --> 00:03:54.300]  死灰復燃的
[00:03:54.300 --> 00:03:56.600]  特別其實那個事件之後
[00:03:56.600 --> 00:03:58.500]  在國內他們已經抓緊
[00:03:58.500 --> 00:03:59.800]  這件事情
[00:03:59.800 --> 00:04:01.900]  可是獨奶粉事件
[00:04:01.900 --> 00:04:03.700]  還是出現的
[00:04:03.700 --> 00:04:04.500]  而且是
[00:04:04.500 --> 00:04:08.500]  這個廠商是掛牌公司的一個廠商
[00:04:08.500 --> 00:04:11.100]  可見人
[00:04:11.100 --> 00:04:14.400]  常常爲了自己的既得利益
[00:04:14.400 --> 00:04:18.000]  他嚴厲失去他自己道德的行爲
[00:04:18.400 --> 00:04:19.300]  找漏洞
[00:04:19.300 --> 00:04:22.900]  來犯罪
[00:04:22.900 --> 00:04:27.800]  在黎西米的那個時代
[00:04:27.800 --> 00:04:29.800]  也有這樣的一個問題
[00:04:29.800 --> 00:04:32.600]  也有一個奇亞的這個問題
[00:04:32.600 --> 00:04:34.400]  我們看到15節裏面
[00:04:34.400 --> 00:04:35.400]  他說什麼呢
[00:04:35.400 --> 00:04:37.400]  他說在我
[00:04:37.400 --> 00:04:40.100]  不是對不起我
[00:04:40.100 --> 00:04:43.100]  好我們一起來讀
[00:04:43.100 --> 00:04:43.900]  在
[00:04:43.900 --> 00:05:01.700]  我們看到在這裏的時候
[00:05:01.700 --> 00:05:02.700]  黎西米
[00:05:02.700 --> 00:05:04.300]  之前的神長
[00:05:04.300 --> 00:05:06.300]  就是黎西米之前的一些神長
[00:05:06.300 --> 00:05:09.500]  他們常常什麼濫用職權
[00:05:09.500 --> 00:05:12.100]  他們濫用職權怎麼的
[00:05:12.100 --> 00:05:14.500]  他們向百姓說
[00:05:14.500 --> 00:05:16.300]  取這些糧食酒
[00:05:16.300 --> 00:05:17.300]  還有跟他們
[00:05:17.300 --> 00:05:19.200]  樂取一些銀子
[00:05:19.200 --> 00:05:21.500]  樂取一些銀子
[00:05:21.500 --> 00:05:23.700]  來挾制這些百姓
[00:05:23.700 --> 00:05:26.700]  不但是他連他說
[00:05:26.700 --> 00:05:29.500]  他的僕人就是他的下屬們
[00:05:29.500 --> 00:05:32.200]  也什麼上行下效的
[00:05:32.200 --> 00:05:33.300]  一樣的
[00:05:33.300 --> 00:05:36.300]  跟着他什麼欺負這百姓
[00:05:36.300 --> 00:05:38.800]  這並不是他們沒有
[00:05:38.800 --> 00:05:40.500]  乃是因爲他們不
[00:05:40.700 --> 00:05:42.100]  他們不滿足
[00:05:42.100 --> 00:05:44.000]  乃是因爲他們貪心
[00:05:44.000 --> 00:05:46.500]  想要有更好的享受
[00:05:46.500 --> 00:05:47.900]  所以前面他說什麼
[00:05:47.900 --> 00:05:49.300]  在他說什麼
[00:05:49.300 --> 00:05:51.300]  在我以前的神長什麼
[00:05:51.300 --> 00:05:53.900]  加重百姓
[00:05:53.900 --> 00:05:55.700]  記得這個加重
[00:05:55.700 --> 00:05:58.500]  他是把別人的負擔
[00:05:58.500 --> 00:06:01.300]  自己的利益放在先
[00:06:01.300 --> 00:06:04.200]  把負擔加在別人的身上
[00:06:04.200 --> 00:06:07.300]  這個字我們叫做損人什麼
[00:06:07.300 --> 00:06:08.400]  利己
[00:06:09.700 --> 00:06:12.000]  損人利己的事情
[00:06:12.000 --> 00:06:14.000]  今天如果我們看到
[00:06:14.000 --> 00:06:15.600]  新聞報道當中的時候
[00:06:15.600 --> 00:06:18.200]  我們也常常會看到這樣的事情
[00:06:18.200 --> 00:06:20.500]  我們看到有些下流的人
[00:06:20.500 --> 00:06:21.300]  做了什麼
[00:06:21.300 --> 00:06:24.300]  上流的人做了下流的事
[00:06:24.300 --> 00:06:25.900]  我們看到
[00:06:25.900 --> 00:06:30.500]  而且他們放棄的是因爲
[00:06:30.500 --> 00:06:31.500]  也成爲什麼
[00:06:31.500 --> 00:06:33.800]  他的下屬的一個榜樣
[00:06:33.800 --> 00:06:37.900]  往往的貪污和詐騙
[00:06:37.900 --> 00:06:39.000]  不是獨立的
[00:06:39.100 --> 00:06:39.900]  而是什麼
[00:06:39.900 --> 00:06:40.900]  而是共犯的
[00:06:40.900 --> 00:06:41.900]  你注意一下
[00:06:41.900 --> 00:06:43.900]  他不會獨立的是共犯
[00:06:43.900 --> 00:06:45.900]  而是這共犯往往是什麼
[00:06:45.900 --> 00:06:48.100]  他的上司和下屬一起共犯
[00:06:48.100 --> 00:06:52.800]  一起來共犯的
[00:06:52.800 --> 00:06:53.900]  就好像什麼
[00:06:53.900 --> 00:06:55.100]  黎西敏那個時候
[00:06:55.100 --> 00:06:56.900]  他的以前的神長這樣
[00:06:56.900 --> 00:06:57.700]  他的什麼
[00:06:57.700 --> 00:07:00.300]  他的僕人也跟着他一樣
[00:07:00.300 --> 00:07:01.900]  做這樣的事情
[00:07:01.900 --> 00:07:05.500]  所以我們看到
[00:07:05.500 --> 00:07:08.400]  可是我們看到
[00:07:09.400 --> 00:07:12.000]  當黎西敏做了神長的時候
[00:07:12.000 --> 00:07:13.200]  他並不是這樣的
[00:07:13.200 --> 00:07:14.400]  我們繼續再看
[00:07:14.400 --> 00:07:18.200]  在十五節下面的時候
[00:07:18.200 --> 00:07:19.000]  他寫什麼
[00:07:19.000 --> 00:07:21.500]  他說當我因爲敬畏神
[00:07:21.500 --> 00:07:22.000]  什麼
[00:07:22.000 --> 00:07:24.500]  不這樣行
[00:07:24.500 --> 00:07:26.200]  換句話說
[00:07:26.200 --> 00:07:27.300]  不是說別人做
[00:07:27.300 --> 00:07:28.500]  我們就應該做
[00:07:28.500 --> 00:07:30.200]  對黎西敏來講
[00:07:30.200 --> 00:07:31.000]  別人犯罪
[00:07:31.000 --> 00:07:32.600]  不一定是我要犯罪
[00:07:32.600 --> 00:07:34.200]  就好像說別人吸毒
[00:07:34.200 --> 00:07:35.100]  我就要吸毒嗎
[00:07:35.100 --> 00:07:35.800]  不是
[00:07:35.900 --> 00:07:39.900]  所以難道說
[00:07:39.900 --> 00:07:42.900]  他問我們就要跟着他
[00:07:42.900 --> 00:07:43.400]  不是
[00:07:43.400 --> 00:07:44.900]  對黎西敏來講
[00:07:44.900 --> 00:07:46.500]  他更不願意這樣做
[00:07:46.500 --> 00:07:47.000]  因爲什麼
[00:07:47.000 --> 00:07:49.300]  他說因爲我是敬畏神的人
[00:07:49.300 --> 00:07:51.500]  因爲我是敬畏
[00:07:51.500 --> 00:07:52.700]  敬畏的意思是什麼
[00:07:52.700 --> 00:07:55.900]  是我不敢輕慢神
[00:07:55.900 --> 00:07:57.400]  什麼叫輕慢
