
[00:00:00.000 --> 00:00:02.880]  十一月份是一個感恩的季節
[00:00:02.880 --> 00:00:05.320]  哇!已經十一月了,很快啊!
[00:00:05.320 --> 00:00:08.360]  你知道嗎?耶穌其實是非常
[00:00:08.360 --> 00:00:11.320]  重視感恩的態度
[00:00:11.320 --> 00:00:15.140]  有一次祂醫好了十位麻瘋病人
[00:00:15.140 --> 00:00:18.260]  結果只有一個人回來向祂感謝
[00:00:18.260 --> 00:00:21.580]  所以耶穌說了一句話,祂說
[00:00:21.580 --> 00:00:24.080]  另外九個人在哪裡
[00:00:24.080 --> 00:00:26.760]  為什麼耶穌要問這個問題呢?
[00:00:26.760 --> 00:00:29.320]  因為耶穌啊,祂知道
[00:00:29.320 --> 00:00:32.320]  得著醫治,並不一定代表
[00:00:32.320 --> 00:00:34.080]  得著救恩
[00:00:34.080 --> 00:00:37.600]  因為耶穌知道只有一個感恩的態度
[00:00:37.600 --> 00:00:40.600]  能夠使人真的得著全被
[00:00:40.600 --> 00:00:42.800]  全然的一個福音
[00:00:42.800 --> 00:00:45.220]  所以今天我們是否在這個
[00:00:45.220 --> 00:00:47.740]  十一月的感恩的季節,我們也來
[00:00:47.740 --> 00:00:51.660]  問問自己,你是那另外九個人呢?
[00:00:51.660 --> 00:00:55.220]  還是那一位懂得回來感恩
[00:00:55.220 --> 00:00:59.200]  所以以至於不會錯過神全被恩典
[00:00:59.360 --> 00:01:01.460]  祝福的這樣一個人
[00:01:01.460 --> 00:01:04.040]  我們一起來讀路加福音十七章
[00:01:04.040 --> 00:01:07.300]  十一到十九節,我來念給大家聽
[00:01:07.300 --> 00:01:11.100]  耶穌往耶路撒冷去,經過
[00:01:11.100 --> 00:01:14.000]  撒瑪利亞和加利利,進入一個村子
[00:01:14.000 --> 00:01:16.920]  有十個長大麻瘋的迎面而來
[00:01:16.920 --> 00:01:19.420]  遠遠的站著,高聲說
[00:01:19.420 --> 00:01:21.060]  耶穌父子,可憐我們吧!
[00:01:21.060 --> 00:01:24.300]  耶穌看見就對他們說,你們去把身體
[00:01:24.300 --> 00:01:27.300]  給祭司查看,他們去的時候
[00:01:27.300 --> 00:01:30.280]  就竭盡了,那中有一個看見自己
[00:01:30.280 --> 00:01:33.100]  已經好了,就回來
[00:01:33.100 --> 00:01:35.880]  大聲歸榮耀與神,又伏伏在
[00:01:35.880 --> 00:01:38.400]  耶穌腳前,感謝祂
[00:01:38.400 --> 00:01:40.780]  這人是撒瑪利亞人
[00:01:40.780 --> 00:01:44.040]  耶穌說,竭盡了的不是十個人嗎?
[00:01:44.040 --> 00:01:46.500]  那九個在哪裡呢?
[00:01:46.500 --> 00:01:49.340]  除了這外族人,再沒有別人回來
[00:01:49.340 --> 00:01:50.800]  歸榮耀與神嗎?
[00:01:50.800 --> 00:01:53.800]  就對大人說,起來,走吧
[00:01:53.800 --> 00:01:56.300]  你的信,救了你
[00:01:57.060 --> 00:02:00.000]  在這故事當中,我們看見有十位麻瘋病人
[00:02:00.000 --> 00:02:02.640]  得到醫治,而這一位
[00:02:02.640 --> 00:02:05.600]  帶著感恩的心,回來找耶穌的人
[00:02:05.600 --> 00:02:08.620]  他經歷了多少感恩
[00:02:08.620 --> 00:02:12.060]  而得到極大的力量與祝福
[00:02:12.060 --> 00:02:15.200]  盼望今天在座的每一位,我們也都一起來
[00:02:15.200 --> 00:02:18.260]  透過感恩,可以得著全然
[00:02:18.260 --> 00:02:21.600]  全被美好的福音的祝福
[00:02:21.600 --> 00:02:24.520]  首先,感恩使我得
[00:02:24.520 --> 00:02:27.640]  富足,我們一起說,感恩使你得富足
[00:02:27.640 --> 00:02:33.660]  剛才實際上十五節說,那中有一個人見自己
[00:02:33.660 --> 00:02:37.080]  已經好了,就回來,大聲歸榮耀與神
[00:02:37.080 --> 00:02:40.080]  請問什麼樣的人是富足的人呢?
[00:02:40.080 --> 00:02:43.340]  有些人是,什麼都有
[00:02:43.340 --> 00:02:46.900]  衣食無缺,還要因為減肥而煩惱
[00:02:46.900 --> 00:02:50.500]  什麼都不缺,但是卻時常
[00:02:50.500 --> 00:02:52.500]  哀聲嘆氣
[00:02:53.400 --> 00:02:54.740]  這是富足嗎?
[00:02:54.740 --> 00:02:58.300]  可是有另外一種人,好像麻風病
[00:02:58.300 --> 00:03:01.680]  這個病人一樣,他得著了醫治,他還是一無所有
[00:03:01.680 --> 00:03:04.800]  他得完醫治,他不是就什麼銀行存款就開始
[00:03:04.800 --> 00:03:07.740]  突然也變,我不知道耶穌有沒有行那一方面的神蹟
[00:03:07.740 --> 00:03:09.660]  應該是沒有
[00:03:09.660 --> 00:03:12.980]  他得了醫治之後,他其實是一無所有的
[00:03:12.980 --> 00:03:15.660]  可是他卻能夠
[00:03:15.660 --> 00:03:18.500]  大聲的歸榮耀與神
[00:03:18.500 --> 00:03:22.320]  所以,聽眾姐妹,富有並不代表富足
[00:03:22.800 --> 00:03:25.020]  富有代表你擁有很多
[00:03:25.020 --> 00:03:27.480]  但是,富足是
[00:03:27.480 --> 00:03:30.580]  因著你所擁有的而感到滿足
[00:03:30.580 --> 00:03:33.320]  並且是能夠
[00:03:33.320 --> 00:03:36.520]  為著神所做的一切而感恩
[00:03:36.520 --> 00:03:39.080]  能夠大聲讚美神
[00:03:39.080 --> 00:03:43.120]  聽眾姐妹,如果當我們雖然富有
[00:03:43.120 --> 00:03:45.780]  或是生活中擁有了不少
[00:03:45.780 --> 00:03:48.720]  但是如果你一直專注你所沒有的
[00:03:48.720 --> 00:03:51.320]  或者還沒有發生的
[00:03:51.660 --> 00:03:53.620]  或者是事與願違的
[00:03:53.620 --> 00:03:56.960]  更糟糕的就是,看著旁邊人有
[00:03:56.960 --> 00:03:58.620]  而你沒有的時候
[00:03:58.620 --> 00:04:02.100]  那真的是常常哀聲嘆氣
[00:04:02.100 --> 00:04:04.520]  無法成為一個富足的人
[00:04:04.520 --> 00:04:08.080]  有一位宣教士在非洲
[00:04:08.080 --> 00:04:10.980]  辛苦服侍多年,卻沒有什麼果孝
[00:04:10.980 --> 00:04:14.240]  沒有帶什麼人信主
[00:04:14.240 --> 00:04:15.620]  生活也非常的艱辛
[00:04:15.620 --> 00:04:19.200]  有一天他獨自在海邊
[00:04:19.200 --> 00:04:20.200]  漫步
[00:04:20.680 --> 00:04:23.280]  在一個漫漫的黑夜裡面
[00:04:23.280 --> 00:04:26.160]  他心中開始萌生了
[00:04:26.160 --> 00:04:29.040]  放棄的一個想法
[00:04:29.040 --> 00:04:32.500]  就在這個時候,聖靈對他親身呼喚說
[00:04:32.500 --> 00:04:35.760]  孩子,你抬起頭來看看
[00:04:35.760 --> 00:04:39.260]  這個宣教士就很無精打采
[00:04:39.260 --> 00:04:41.700]  抬起頭來,說這個
[00:04:41.700 --> 00:04:44.980]  死極的夜晚有什麼好看的呢
[00:04:44.980 --> 00:04:48.880]  就聖靈問他說,你看看這個天空裡面有什麼
[00:04:49.340 --> 00:04:52.740]  那這個宣教士再一看,原來是有星星啊
[00:04:52.740 --> 00:04:55.780]  那聖靈對他說,你來數一下吧
[00:04:55.780 --> 00:04:59.420]  當然數不完啊,這個宣教士開始數數數
[00:04:59.420 --> 00:05:00.420]  數不完
[00:05:00.420 --> 00:05:03.480]  結果數到一半的時候,聖靈再對他說
[00:05:03.480 --> 00:05:06.940]  親愛的孩子,你重新再看一次
[00:05:06.940 --> 00:05:08.780]  你看到什麼
[00:05:08.780 --> 00:05:12.160]  突然之間,他發現他看到全世界
[00:05:12.160 --> 00:05:14.820]  最美麗的星空
[00:05:14.820 --> 00:05:17.140]  滿佈美不勝收
[00:05:17.860 --> 00:05:20.860]  弟兄姊妹,你知道嗎,當我們一直看著
[00:05:20.860 --> 00:05:23.660]  我們生命所沒有的時候,我們的生活
[00:05:23.660 --> 00:05:26.640]  真的就覺得好像在死極的
[00:05:26.640 --> 00:05:27.800]  黑夜裡面
[00:05:27.800 --> 00:05:31.620]  可是當我們開始來數算N點
[00:05:31.620 --> 00:05:34.440]  數算N點,我們就可以像這位
[00:05:34.440 --> 00:05:37.420]  大麻瘋的病人一樣,他看見了
[00:05:37.420 --> 00:05:40.380]  原來我的生命是
[00:05:40.380 --> 00:05:42.540]  星空滿天的
[00:05:42.540 --> 00:05:46.940]  可是當我在仔細思想這個故事的時候,我就發現
[00:05:46.940 --> 00:05:48.280]  這個麻瘋病人
[00:05:48.280 --> 00:05:51.860]  他看見的,肯定不只是他
[00:05:51.860 --> 00:05:54.800]  得著了醫治,因為如果是這樣的話
[00:05:54.800 --> 00:05:57.580]  其他九個人也看見他得著了醫治了,不是嗎
[00:05:57.580 --> 00:06:00.660]  所以我相信這個麻瘋病人
[00:06:00.660 --> 00:06:03.120]  他的心靈的眼睛
[00:06:03.120 --> 00:06:06.040]  被聖靈所開啟
[00:06:06.040 --> 00:06:08.880]  因此他能夠大聲讚美神
[00:06:08.880 --> 00:06:12.100]  他所看見的,就和在井邊的婦人一樣
[00:06:12.100 --> 00:06:14.980]  他所看見的,就和在這個
[00:06:14.980 --> 00:06:18.000]  瑞麗撒該一樣,他所看見的
[00:06:18.000 --> 00:06:21.040]  就像從小被父親所遺忘的
[00:06:21.040 --> 00:06:22.040]  大衛一樣
[00:06:22.040 --> 00:06:25.380]  他所看見的,甚至就像這個
[00:06:25.380 --> 00:06:28.280]  背叛耶穌的彼得,這個殺害
[00:06:28.280 --> 00:06:30.160]  基督徒的保羅一樣
[00:06:30.160 --> 00:06:34.020]  他所看見的是,噢我算什麼
[00:06:34.020 --> 00:06:35.300]  你竟
[00:06:35.300 --> 00:06:36.640]  顧念我
[00:06:36.640 --> 00:06:40.840]  我算什麼,我如此的渺小
[00:06:40.840 --> 00:06:43.940]  如此的失敗,如此的罪孽
[00:06:43.940 --> 00:06:46.980]  深重,甚至我是罪人中的
[00:06:46.980 --> 00:06:50.100]  罪魁,你竟顧念我
[00:06:50.100 --> 00:06:52.000]  不但如此
[00:06:52.000 --> 00:06:55.480]  甚至我還是罪人的時候,你就為我
[00:06:55.480 --> 00:06:56.480]  而死
[00:06:56.480 --> 00:06:59.720]  而且你竟然還檢訊我成為
[00:06:59.720 --> 00:07:00.720]  福音的器皿
[00:07:00.720 --> 00:07:04.980]  我深信,這樣的看見
[00:07:04.980 --> 00:07:08.220]  是比任何其他的神蹟
[00:07:08.220 --> 00:07:10.880]  更寶貴,更重要
[00:07:11.800 --> 00:07:14.820]  原來最重要的,不只是我們
[00:07:14.820 --> 00:07:17.780]  經歷到恩典神蹟
[00:07:17.780 --> 00:07:19.100]  醫治的手
[00:07:19.100 --> 00:07:21.200]  最重要的是
[00:07:21.200 --> 00:07:24.720]  讓我們能夠認識這位恩典
[00:07:24.720 --> 00:07:28.200]  醫治神蹟的主,他自己
[00:07:28.200 --> 00:07:31.640]  弟兄姊妹,求神幫助我們
[00:07:31.640 --> 00:07:34.420]  讓我們看見,不只是
[00:07:34.420 --> 00:07:37.280]  主給我們的好處,更看見
[00:07:37.280 --> 00:07:38.640]  主他自己
[00:07:40.100 --> 00:07:42.880]  我想這也是為什麼,這位宣教士
[00:07:42.880 --> 00:07:46.880]  當他看到星空的時候,他可以感恩
[00:07:46.880 --> 00:07:49.140]  因為真正感恩的
[00:07:49.140 --> 00:07:52.160]  不是滿天的星空
[00:07:52.160 --> 00:07:54.160]  真正感恩的是
[00:07:54.160 --> 00:07:57.360]  原來在最黑暗的時刻
[00:07:57.360 --> 00:07:58.360]  主仍然與他
[00:07:58.360 --> 00:07:59.840]  同在
[00:07:59.840 --> 00:08:01.280]  Amen
[00:08:01.280 --> 00:08:04.320]  所以,弟兄姊妹,讓我們能夠
[00:08:04.320 --> 00:08:07.280]  學習成為一個數算恩典的人
[00:08:07.280 --> 00:08:08.820]  如果你不知道該怎麼數算恩典
[00:08:09.560 --> 00:08:12.420]  就想到,我算什麼?主啊
[00:08:12.420 --> 00:08:13.420]  祢竟
[00:08:13.420 --> 00:08:14.660]  顧念我
[00:08:14.660 --> 00:08:19.040]  主啊,我算什麼?祢卻一直
[00:08:19.040 --> 00:08:20.100]  與我同在
[00:08:20.100 --> 00:08:23.700]  然後,開始來數算生活中
[00:08:23.700 --> 00:08:25.340]  已經所擁有的吧
[00:08:25.340 --> 00:08:28.940]  Oh, let me tell you,你就能夠再次
[00:08:28.940 --> 00:08:31.940]  成為那大聲歸
[00:08:31.940 --> 00:08:33.660]  榮耀給神的人
[00:08:33.660 --> 00:08:37.180]  Hallelujah,因為感恩的力量
[00:08:37.680 --> 00:08:40.880]  是使你能夠成為父祖的人
[00:08:40.880 --> 00:08:44.540]  第二,感恩是使你恢復
[00:08:44.540 --> 00:08:47.520]  和睦關係,我們一起來說
[00:08:47.520 --> 00:08:51.360]  感恩使你恢復和睦關係
[00:08:51.360 --> 00:08:54.780]  路加福音17章16節這邊說
[00:08:54.780 --> 00:08:57.540]  這位麻瘋病人回到
[00:08:57.540 --> 00:09:00.500]  耶穌面前,又俯伏在耶穌腳前
[00:09:00.500 --> 00:09:01.500]  感謝他
[00:09:01.500 --> 00:09:03.860]  這人是撒瑪利亞人
[00:09:03.860 --> 00:09:07.660]  撒瑪利亞人在猶太人眼中
[00:09:07.660 --> 00:09:10.680]  不論他多好多優秀
[00:09:10.680 --> 00:09:13.740]  永遠都不夠好,為什麼呢?
[00:09:13.740 --> 00:09:16.480]  因為撒瑪利亞人是猶太人和
[00:09:16.480 --> 00:09:18.660]  外邦人的混血
[00:09:18.660 --> 00:09:20.840]  而許多人是
[00:09:20.840 --> 00:09:22.460]  這個
[00:09:22.460 --> 00:09:25.740]  背棄猶太人
[00:09:25.740 --> 00:09:27.960]  純種的信仰,並且呢
[00:09:27.960 --> 00:09:30.000]  摒棄猶太人的傳統
[00:09:30.000 --> 00:09:32.440]  可是在這種時候呢
[00:09:32.440 --> 00:09:35.940]  所謂的神的選民
[00:09:36.260 --> 00:09:39.260]  九個人卻沒有回來
[00:09:39.260 --> 00:09:41.440]  只有這位撒瑪利亞人回來
[00:09:41.440 --> 00:09:44.440]  你知道其實這個是非常
[00:09:44.440 --> 00:09:47.240]  It's a big deal
