
[00:00:00.000 --> 00:00:02.540]  丙姐妹主內平安
[00:00:02.540 --> 00:00:05.680]  在這裏再和大家一起去崇拜
[00:00:05.680 --> 00:00:08.580]  如果我在我們相識的人當中
[00:00:08.580 --> 00:00:10.540]  有人死而復活
[00:00:10.540 --> 00:00:11.960]  你會怎樣呢
[00:00:11.960 --> 00:00:14.720]  我想一定會非常震驚
[00:00:14.720 --> 00:00:16.440]  是難以置信的
[00:00:16.440 --> 00:00:19.260]  因爲復活並不是常態
[00:00:19.260 --> 00:00:21.880]  人是害怕死亡
[00:00:21.880 --> 00:00:24.820]  因爲死亡代表了一個終結
[00:00:24.820 --> 00:00:28.500]  所以很多人避開不講這個話題
[00:00:28.500 --> 00:00:32.260]  好像說着說着都感到心裏不安
[00:00:32.260 --> 00:00:35.480]  最近的疫情是可怕的
[00:00:35.480 --> 00:00:38.620]  因爲我們每天都聽到
[00:00:38.620 --> 00:00:41.500]  確診人數和死亡人數
[00:00:41.500 --> 00:00:44.080]  不斷地上升
[00:00:44.080 --> 00:00:48.000]  我們也看不到疫症究竟何時會完結
[00:00:48.000 --> 00:00:50.640]  死亡就是這麼真實
[00:00:50.640 --> 00:00:53.040]  和我們就是這麼接近
[00:00:53.040 --> 00:00:56.560]  也逼使我們不能迴避這個話題
[00:00:56.560 --> 00:00:58.740]  需要正面去面對
[00:00:58.740 --> 00:01:01.520]  或者過往我們用很多方法
[00:01:01.520 --> 00:01:03.480]  好好注意飲食
[00:01:03.480 --> 00:01:04.740]  好好注意健康
[00:01:04.740 --> 00:01:06.140]  好好做注意運動
[00:01:06.140 --> 00:01:09.900]  希望的是我們能夠延長我們的壽命
[00:01:09.900 --> 00:01:12.340]  但是在這個疫情之下
[00:01:12.340 --> 00:01:16.260]  就算連專家連醫生都束手無策
[00:01:16.260 --> 00:01:20.080]  而有很多地方的醫療系統都負荷不來
[00:01:20.080 --> 00:01:23.320]  甚至有可能面對崩潰
[00:01:23.320 --> 00:01:25.480]  今天是復活節
[00:01:25.480 --> 00:01:28.400]  大家都知道耶穌基督已經復活了
[00:01:28.400 --> 00:01:30.380]  你怎樣知道?
[00:01:30.380 --> 00:01:34.980]  剛纔《禮信傳道》透過四卷福音書的經文
[00:01:34.980 --> 00:01:36.740]  清楚告訴我們
[00:01:36.740 --> 00:01:38.660]  耶穌基督已經復活了
[00:01:38.660 --> 00:01:42.820]  究竟這位復活的主和我們有什麼關係?
[00:01:42.820 --> 00:01:47.160]  復活對於我們每位信徒有什麼重要呢?
[00:01:47.160 --> 00:01:50.260]  四卷福音書裏面有關復活的描述
[00:01:50.260 --> 00:01:55.100]  雖然細節有不同的角度去描述
[00:01:55.100 --> 00:01:57.340]  但是其中有一個元素
[00:01:57.340 --> 00:01:59.340]  我們可以找到是相同的
[00:01:59.340 --> 00:02:02.680]  就是當中所描述的那種驚訝
[00:02:02.680 --> 00:02:04.680]  驚訝
[00:02:04.680 --> 00:02:09.020]  驚訝是因爲當時沒有一個人預計耶穌基督會是這樣
[00:02:09.020 --> 00:02:11.020]  會真正復活的
[00:02:11.020 --> 00:02:13.440]  這個對於每一個人來說
[00:02:13.440 --> 00:02:15.820]  都是從沒有這樣的經驗
[00:02:15.820 --> 00:02:18.220]  每一個人都是新手
[00:02:18.220 --> 00:02:20.640]  每一個人是一個專家
[00:02:20.640 --> 00:02:24.780]  震驚是因爲一切都不在我們預料之內
[00:02:24.780 --> 00:02:26.780]  今天我們所生活的世界
[00:02:26.780 --> 00:02:29.340]  講求的是周詳的計劃
[00:02:29.340 --> 00:02:31.340]  很妥善的預備
[00:02:31.340 --> 00:02:33.340]  一切都在我們的掌握裏面
[00:02:33.340 --> 00:02:38.340]  但是復活主的描述告訴我們
[00:02:38.340 --> 00:02:40.340]  當我們和上帝相遇
[00:02:40.340 --> 00:02:42.340]  在經歷裏面
[00:02:42.340 --> 00:02:44.340]  不是由我們來掌控
[00:02:44.340 --> 00:02:46.340]  由我們來說事
[00:02:46.340 --> 00:02:48.340]  由我們來控制
[00:02:48.340 --> 00:02:50.340]  復活的據再提醒我們
[00:02:50.340 --> 00:02:55.340]  我們生命的掌陀人是這位復活的上帝
[00:02:55.340 --> 00:02:58.340]  今天疫情同樣告訴我們
[00:02:58.340 --> 00:03:00.340]  我們是沒有經驗
[00:03:00.340 --> 00:03:02.340]  我們是新手
[00:03:02.340 --> 00:03:04.340]  就算你看那些冠狀病毒的專家
[00:03:04.340 --> 00:03:07.340]  開始的時候都不知道是怎樣的
[00:03:07.340 --> 00:03:09.340]  好像束手無策
[00:03:09.340 --> 00:03:11.340]  直到現在大家都只是試一試
[00:03:11.340 --> 00:03:13.340]  有哪種藥可以面對
[00:03:13.340 --> 00:03:15.340]  又很盡力
[00:03:15.340 --> 00:03:18.340]  希望快點研發到這個疫苗
[00:03:18.340 --> 00:03:23.340]  在疫情裏面我們都是完全沒有經驗的
[00:03:23.340 --> 00:03:26.340]  在疫情裏面我們希望
[00:03:26.340 --> 00:03:29.340]  有很多計劃很周詳的去做
[00:03:29.340 --> 00:03:32.340]  但是今天一切已經落空了
[00:03:32.340 --> 00:03:36.340]  很多時候復活節很多人都預備了
[00:03:36.340 --> 00:03:39.340]  透過復活節假期乘機出去玩
[00:03:39.340 --> 00:03:41.340]  是不是在外遊
[00:03:41.340 --> 00:03:43.340]  今天呢
[00:03:43.340 --> 00:03:50.340]  我相信很多人都已經進行了退錢退票的程序
[00:03:50.340 --> 00:03:55.340]  什麼都不是在我們的掌控裏面
[00:03:55.340 --> 00:03:57.340]  疫情告訴我們
[00:03:57.340 --> 00:04:01.340]  生命不是由我們來掌託
[00:04:01.340 --> 00:04:04.340]  復活的主帶給我們的盼望
[00:04:04.340 --> 00:04:08.340]  就是我們可以讓它來掌管我們的生命
[00:04:08.340 --> 00:04:12.340]  陸家夫人記載有些婦女帶備香料來到墳墓
[00:04:12.340 --> 00:04:15.340]  她們所看見的就是石頭已經滾開了
[00:04:15.340 --> 00:04:18.340]  墓穴裏面已經看不到耶穌的身體了
[00:04:18.340 --> 00:04:20.340]  當她們正很懷疑的時候
[00:04:20.340 --> 00:04:24.340]  有兩個衣服發光的人就對她們說
[00:04:24.340 --> 00:04:27.340]  爲什麼在死人那裏找活人呢
[00:04:27.340 --> 00:04:30.340]  她已經復活了
[00:04:30.340 --> 00:04:34.340]  當這些婦女記得聽過這些話的時候
[00:04:34.340 --> 00:04:38.340]  雖然她們沒有想過會這樣發生
[00:04:38.340 --> 00:04:42.340]  當她們想起這些話 定下神的時候
[00:04:42.340 --> 00:04:46.340]  她們就立即回到家裏
[00:04:46.340 --> 00:04:48.340]  便從墳墓裏回去
[00:04:48.340 --> 00:04:53.340]  把這一切事告訴11個門使徒和其餘的人
[00:04:53.340 --> 00:04:57.340]  希望將這個大好的消息來跟那些人說
[00:04:57.340 --> 00:04:59.340]  希望他們都知道
[00:04:59.340 --> 00:05:01.340]  他們分享了這個大氣的信息
[00:05:01.340 --> 00:05:07.340]  但聖經記載這些使徒只是當他們是胡言
[00:05:07.340 --> 00:05:10.340]  有翻譯叫"無稽之談"
[00:05:10.340 --> 00:05:12.340]  或者英文是Nonsense
[00:05:12.340 --> 00:05:14.340]  沒有人會相信
[00:05:14.340 --> 00:05:17.340]  因爲實在是太突然
[00:05:17.340 --> 00:05:20.340]  太出人意外了
[00:05:20.340 --> 00:05:24.340]  令其他人去相信一個出人意外的經驗
[00:05:24.340 --> 00:05:26.340]  確實是不容易的
[00:05:26.340 --> 00:05:30.340]  如果你不是親身經歷的時候
[00:05:30.340 --> 00:05:33.340]  你親身身歷其境
[00:05:33.340 --> 00:05:37.340]  經歷這個從沒想過會發生的事情的時候
[00:05:37.340 --> 00:05:41.340]  你一定未必會這麼容易去相信
[00:05:41.340 --> 00:05:43.340]  這份意外感
[00:05:43.340 --> 00:05:46.340]  是必須要人親身經歷
[00:05:46.340 --> 00:05:50.340]  而不是靠其他人去告訴你
[00:05:50.340 --> 00:05:52.340]  當去年12月
[00:05:52.340 --> 00:05:57.340]  你聽到說可能將會有百萬人感染疫症
[00:05:57.340 --> 00:06:00.340]  你的反應是怎麼樣呢
[00:06:00.340 --> 00:06:03.340]  我想很多人都說會不會
[00:06:03.340 --> 00:06:07.340]  包括我自己都說會不會這麼嚴重
[00:06:07.340 --> 00:06:09.340]  但是今天呢
[00:06:09.340 --> 00:06:11.340]  今天是怎樣呢
[00:06:11.340 --> 00:06:15.340]  當我今天一早來聽新聞的時候
[00:06:15.340 --> 00:06:20.340]  165萬人已經染病
[00:06:20.340 --> 00:06:24.340]  超過10萬人死亡
[00:06:24.340 --> 00:06:28.340]  並且可能每天不斷增加
[00:06:28.340 --> 00:06:30.340]  你相信嗎
[00:06:30.340 --> 00:06:34.340]  你相信是因爲數字擺在你的眼前
[00:06:34.340 --> 00:06:36.340]  你相信是因爲
[00:06:36.340 --> 00:06:40.340]  我們今天就正正就是身處在疫症裏面
[00:06:40.340 --> 00:06:45.340]  我們正在經歷這個疫症
[00:06:45.340 --> 00:06:49.340]  我們沒有看過主的復活
[00:06:49.340 --> 00:06:51.340]  但是我們相信上帝的說話
[00:06:51.340 --> 00:06:53.340]  聖經的記載
[00:06:53.340 --> 00:06:58.340]  當今天我們疫情還沒過的時候
[00:06:58.340 --> 00:07:02.340]  希望你的眼眸不要被疫情所困擾
[00:07:02.340 --> 00:07:05.340]  我希望你在復活主
[00:07:05.340 --> 00:07:07.340]  我們已經知道復活主
[00:07:07.340 --> 00:07:08.340]  復活了
[00:07:08.340 --> 00:07:11.340]  這個大好信息之下
[00:07:11.340 --> 00:07:13.340]  我們細心去看下
[00:07:13.340 --> 00:07:15.340]  細心去察看下
[00:07:15.340 --> 00:07:17.340]  我們每日的生活
[00:07:17.340 --> 00:07:20.340]  每日生活的細節
[00:07:20.340 --> 00:07:22.340]  你看不看到復活的主
[00:07:22.340 --> 00:07:24.340]  奇妙的作爲
[00:07:24.340 --> 00:07:26.340]  他大能的作爲
[00:07:26.340 --> 00:07:31.340]  因爲復活主和我們同在
[00:07:31.340 --> 00:07:33.340]  在復活的記載裏面
[00:07:33.340 --> 00:07:36.340]  雖然彼得和約翰都在當中
[00:07:36.340 --> 00:07:38.340]  因爲大家都知道
[00:07:38.340 --> 00:07:40.340]  聖經會講到重要的事情的時候
[00:07:40.340 --> 00:07:43.340]  他們兩個總是有份的
[00:07:43.340 --> 00:07:46.340]  不過在復活的記載裏面
[00:07:46.340 --> 00:07:52.340]  莫大拉的瑪利亞和其他婦女
[00:07:52.340 --> 00:07:54.340]  那些當時被稱爲邊緣的人
[00:07:54.340 --> 00:07:57.340]  他們反而是佔有很重要的角色
[00:07:57.340 --> 00:07:59.340]  特別是莫大拉的瑪利亞
[00:07:59.340 --> 00:08:03.340]  更出現在四卷福音書的記載裏面
[00:08:03.340 --> 00:08:06.340]  莫大拉的瑪利亞是誰?
[00:08:06.340 --> 00:08:07.340]  我們唯一知道的是
[00:08:07.340 --> 00:08:10.340]  他曾經被七隻污鬼所附
[00:08:10.340 --> 00:08:11.340]  被疾病所累
[00:08:11.340 --> 00:08:14.340]  治好之後就跟隨耶穌和十二個門徒
[00:08:14.340 --> 00:08:17.340]  去各城各鄉傳道
[00:08:17.340 --> 00:08:19.340]  我們只是知道這麼多
[00:08:19.340 --> 00:08:24.340]  當時的婦女
[00:08:24.340 --> 00:08:26.340]  社會的地位是低的
[00:08:26.340 --> 00:08:29.340]  加上莫大拉的瑪利亞
[00:08:29.340 --> 00:08:31.340]  被污鬼所附
[00:08:31.340 --> 00:08:33.340]  你可以想象得到
[00:08:33.340 --> 00:08:36.340]  當時很多人都避開她
[00:08:36.340 --> 00:08:38.340]  不敢接近她
[00:08:38.340 --> 00:08:40.340]  不敢接觸她
[00:08:40.340 --> 00:08:43.340]  她是被社會所邊緣化的
[00:08:43.340 --> 00:08:45.340]  她沒有地位
[00:08:45.340 --> 00:08:47.340]  她沒有自信
[00:08:47.340 --> 00:08:49.340]  她被人遺忘
[00:08:49.340 --> 00:08:51.340]  被人隔離
[00:08:51.340 --> 00:08:53.340]  她沒有尊嚴
[00:08:53.340 --> 00:08:55.340]  但是
[00:08:55.340 --> 00:08:57.340]  但是
[00:08:57.340 --> 00:08:59.340]  耶穌基督的復活
[00:08:59.340 --> 00:09:03.340]  卻是向她去顯現
[00:09:03.340 --> 00:09:07.340]  復活的主
[00:09:07.340 --> 00:09:10.340]  沒有忘記那些被邊緣
[00:09:10.340 --> 00:09:13.340]  被世人所遺忘的人
[00:09:13.340 --> 00:09:15.340]  其實
[00:09:15.340 --> 00:09:18.340]  耶穌基督降生的記載
[00:09:18.340 --> 00:09:21.340]  和耶穌基督復活向邊緣人
[00:09:21.340 --> 00:09:24.340]  這個記載是相吻合的
[00:09:24.340 --> 00:09:26.340]  你還記不記得
[00:09:26.340 --> 00:09:28.340]  耶穌基督降生在哪裏
[00:09:28.340 --> 00:09:30.340]  一個小城伯利行
[00:09:30.340 --> 00:09:32.340]  很多人都沒聽過
[00:09:32.340 --> 00:09:34.340]  祂出生在哪裏
[00:09:34.340 --> 00:09:36.340]  祂出生在卑陋的馬槽
[00:09:36.340 --> 00:09:38.340]  是污糟垃圾
[00:09:38.340 --> 00:09:41.340]  沒有人喜歡去的地方
[00:09:41.340 --> 00:09:43.340]  祂出生的消息
[00:09:43.340 --> 00:09:46.340]  是先向哪些人宣告
[00:09:46.340 --> 00:09:48.340]  是向那些當時
[00:09:48.340 --> 00:09:51.340]  被邊緣的牧羊人
[00:09:51.340 --> 00:09:53.340]  在夜外寒冷的夜晚
[00:09:53.340 --> 00:09:56.340]  向他們宣告
[00:09:56.340 --> 00:09:57.340]  是的
[00:09:57.340 --> 00:10:00.340]  我們所相信的福音
[00:10:00.340 --> 00:10:04.340]  沒有忘記那些被世人遺忘的人
[00:10:04.340 --> 00:10:07.340]  其實疫情提醒我們
[00:10:07.340 --> 00:10:09.340]  人人都是平等的
[00:10:09.340 --> 00:10:12.340]  因爲無論任何國籍
[00:10:12.340 --> 00:10:13.340]  任何性別
[00:10:13.340 --> 00:10:14.340]  年齡
[00:10:14.340 --> 00:10:15.340]  你可能是BB
[00:10:15.340 --> 00:10:16.340]  你可能是長者
[00:10:16.340 --> 00:10:18.340]  什麼的職業
[00:10:18.340 --> 00:10:19.340]  什麼的地位
[00:10:19.340 --> 00:10:20.340]  無論是平民百姓
[00:10:20.340 --> 00:10:22.340]  或者你是皇室人員
[00:10:22.340 --> 00:10:25.340]  都有機會中招
[00:10:25.340 --> 00:10:30.340]  一顆小到眼都看不到的病毒
[00:10:30.340 --> 00:10:32.340]  竟然對全世界
[00:10:32.340 --> 00:10:34.340]  是有這麼大的影響
[00:10:34.340 --> 00:10:37.340]  突然每次疫情提醒我們
[00:10:37.340 --> 00:10:38.340]  不要自高自大
[00:10:38.340 --> 00:10:39.340]  因爲當我們
[00:10:39.340 --> 00:10:41.340]  這個世界是高貴能力
[00:10:41.340 --> 00:10:42.340]  身份地位
[00:10:42.340 --> 00:10:43.340]  學歷
[00:10:43.340 --> 00:10:45.340]  家財
[00:10:45.340 --> 00:10:46.340]  但是
[00:10:46.340 --> 00:10:47.340]  竟然
[00:10:47.340 --> 00:10:49.340]  這些價值觀
[00:10:49.340 --> 00:10:51.340]  在兩三個月裏
[00:10:51.340 --> 00:10:53.340]  可以完全被扭轉
[00:10:53.340 --> 00:10:55.340]  人的軟弱
[00:10:55.340 --> 00:10:58.340]  被傳言裏揭示
[00:10:58.340 --> 00:10:59.340]  我希望
[00:10:59.340 --> 00:11:02.340]  疫情都帶給我們反省
[00:11:02.340 --> 00:11:06.340]  什麼纔是有永恆的價值呢?
[00:11:06.340 --> 00:11:10.340]  什麼纔是有永恆的價值呢?
[00:11:10.340 --> 00:11:11.340]  基督的愛
[00:11:11.340 --> 00:11:14.340]  無條件地賜給每一個人
[00:11:14.340 --> 00:11:16.340]  在上帝的眼裏
[00:11:16.340 --> 00:11:18.340]  他看每一個人爲寶貴
[00:11:18.340 --> 00:11:23.340]  因爲都是他手所創造的
[00:11:23.340 --> 00:11:24.340]  耶穌
[00:11:24.340 --> 00:11:25.340]  在門
[00:11:25.340 --> 00:11:27.340]  有耶穌在門徒當中
[00:11:27.340 --> 00:11:28.340]  有些
