
[00:00:00.000 --> 00:00:06.020]  我們一直都在說老家福音今天也不例外
[00:00:06.020 --> 00:00:11.880]  我今天和大家來看母親瑪利亞與主耶穌
[00:00:11.880 --> 00:00:14.520]  你們喜不喜歡這幅圖畫?
[00:00:14.520 --> 00:00:19.640]  在現場的電影節目可能看得不太清楚
[00:00:19.640 --> 00:00:22.820]  我很喜歡這幅畫
[00:00:23.260 --> 00:00:32.180]  講到母親的餵養、母親的驅牢、母親的犧牲
[00:00:32.180 --> 00:00:37.360]  主耶穌來到這個世界上
[00:00:37.360 --> 00:00:40.080]  最重要是為我們完成了救恩
[00:00:40.080 --> 00:00:45.360]  就是讓我們能夠和父神建立應該有的關係
[00:00:45.360 --> 00:00:47.700]  祂是我們生命的來源
[00:00:47.700 --> 00:00:50.260]  是所有愛的源頭
[00:00:50.800 --> 00:00:54.740]  所以我們有了和神的關係,我們有了真愛
[00:00:54.740 --> 00:00:58.800]  主耶穌也親自來到這個世界上
[00:00:58.800 --> 00:01:02.120]  做了人世間的榜樣
[00:01:02.120 --> 00:01:04.800]  無論在生活上
[00:01:04.800 --> 00:01:08.560]  在與人相處,我們可以在耶穌身上得到學習
[00:01:08.560 --> 00:01:12.480]  特別是在倫理的道德
[00:01:12.480 --> 00:01:15.840]  倫理的關係,或者人倫的關係上
[00:01:15.840 --> 00:01:18.660]  耶穌也為我們做了美好的榜樣
[00:01:19.220 --> 00:01:27.940]  當然聖經記載關乎耶穌與祂的父母親的一些對話
[00:01:27.940 --> 00:01:30.520]  或者是生活的內容並不多
[00:01:30.520 --> 00:01:33.620]  特別是和父親的內容更少
[00:01:33.620 --> 00:01:35.580]  但是也有點滴
[00:01:35.580 --> 00:01:37.560]  但是和母親的內容比較多
[00:01:37.560 --> 00:01:42.260]  我們也想到上帝揀選了約瑟和瑪利亞
[00:01:42.260 --> 00:01:45.880]  成為主耶穌這個肉身的父母親
[00:01:46.420 --> 00:01:49.560]  是有原因的,因為約瑟和瑪利亞
[00:01:49.560 --> 00:01:52.920]  都是敬虔的猶太人
[00:01:52.920 --> 00:01:56.340]  他們信奉上帝,敬畏主
[00:01:56.340 --> 00:02:00.060]  當然一個孩子出生
[00:02:00.060 --> 00:02:02.300]  受家庭的影響是非常大
[00:02:02.300 --> 00:02:06.040]  主耶穌是神的兒子,當然可以超越這些一切
[00:02:06.040 --> 00:02:08.080]  但是祂也做了人的榜樣
[00:02:08.080 --> 00:02:11.240]  以及經過人所經過的所有階段
[00:02:11.240 --> 00:02:14.280]  所以祂也做過童年、成年
[00:02:14.280 --> 00:02:16.580]  這些成長的階段
[00:02:16.580 --> 00:02:19.080]  我們更加看到
[00:02:19.080 --> 00:02:21.240]  在一個敬虔的家庭裡長大
[00:02:21.240 --> 00:02:23.560]  對於主耶穌祂的日後
[00:02:23.560 --> 00:02:26.760]  以及祂在小時候所經歷到
[00:02:26.760 --> 00:02:30.740]  神的作為和恩典,也是息息相關
[00:02:30.740 --> 00:02:34.820]  所以我們看到神特別揀選了約瑟和瑪利亞
[00:02:34.820 --> 00:02:40.440]  成為了耶穌長大的家庭的父母親
[00:02:40.440 --> 00:02:43.420]  約瑟比較早死
[00:02:43.420 --> 00:02:46.300]  所以我相信很多聖經學者都認為
[00:02:46.300 --> 00:02:50.240]  聖經很明顯,後來很少看到約瑟的記載
[00:02:50.240 --> 00:02:51.760]  主要是瑪利亞
[00:02:51.760 --> 00:02:54.700]  可見祂很早就不在這個世界
[00:02:54.700 --> 00:02:59.520]  所以我相信瑪利亞對於耶穌的成長
[00:02:59.520 --> 00:03:02.620]  和後來的影響是更加重要的
[00:03:02.620 --> 00:03:04.420]  影響是更加大的
[00:03:04.420 --> 00:03:06.720]  所以今天在母親節的時候
[00:03:06.720 --> 00:03:09.920]  我們也和路加福音有一些經文的記載
[00:03:09.920 --> 00:03:11.140]  雖然不是很多
[00:03:11.140 --> 00:03:14.440]  但是我們可以去體會一下
[00:03:14.440 --> 00:03:17.820]  究竟瑪利亞作為母親
[00:03:17.820 --> 00:03:19.460]  耶穌作為兒子
[00:03:19.460 --> 00:03:22.540]  他們之間有什麼地方我們可以借鏡
[00:03:22.540 --> 00:03:24.480]  和可以去學習
[00:03:24.480 --> 00:03:28.320]  在路加福音記載瑪利亞特別詳細
[00:03:28.320 --> 00:03:31.080]  其他福音書都沒有記載那麼多
[00:03:31.080 --> 00:03:34.320]  路加特別記載有相當的篇幅
[00:03:34.320 --> 00:03:36.320]  是關乎瑪利亞的
[00:03:36.320 --> 00:03:38.320]  所以我們今天都是
[00:03:38.320 --> 00:03:41.380]  在路加福音裡面思想一下
[00:03:41.380 --> 00:03:44.880]  透過這些經文給我們一些啟迪
[00:03:44.880 --> 00:03:48.080]  和一些提醒和一些鼓勵
[00:03:48.080 --> 00:03:51.160]  首先我們先看看瑪利亞
[00:03:51.160 --> 00:03:53.440]  瑪利亞與耶穌
[00:03:53.440 --> 00:03:56.620]  瑪利亞有什麼地方是特別的呢?
[00:03:56.620 --> 00:04:00.420]  我相信最初認識瑪利亞
[00:04:00.420 --> 00:04:04.320]  就是她是一位蒙大恩的女子
[00:04:04.320 --> 00:04:07.860]  所以在天時報信給瑪利亞
[00:04:07.860 --> 00:04:10.960]  把一個很重要的託付託付給她
[00:04:10.960 --> 00:04:14.380]  就是耶穌基督要從你而生出這個世界
[00:04:14.380 --> 00:04:18.160]  這是一個非常大的一個託付
[00:04:18.160 --> 00:04:19.620]  神給她的
[00:04:19.620 --> 00:04:22.820]  所以我們在這段經文裡面可以
[00:04:22.820 --> 00:04:27.520]  首先看到天時形容瑪利亞是怎樣的呢?
[00:04:27.520 --> 00:04:29.620]  我們讀讀這幾節經文
[00:04:29.620 --> 00:04:31.620]  由二十八到三十一節
[00:04:31.620 --> 00:04:33.620]  由第一章這裡一起讀
[00:04:33.620 --> 00:04:34.120]  請讀
[00:04:34.120 --> 00:04:35.860]  天時進去
[00:04:35.860 --> 00:04:43.320]  對祂說:「蒙大恩的女子,我問你安,主和你同在了。」
[00:04:43.320 --> 00:04:47.520]  瑪利亞因這話就很驚慌
[00:04:47.520 --> 00:04:53.320]  又反復思想這樣問安是什麼意思
[00:04:53.320 --> 00:05:01.820]  天時對她說:「瑪利亞,不要怕,你在上帝面前已經蒙恩了。」
[00:05:01.820 --> 00:05:09.520]  「你要懷孕生子,可以給祂起名叫耶穌。」
[00:05:09.520 --> 00:05:11.820]  在這裡我特別強調了
[00:05:11.820 --> 00:05:15.820]  大家可以看到天時有很清楚的重點
[00:05:15.820 --> 00:05:19.320]  說到瑪利亞是一位蒙恩的女子
[00:05:19.320 --> 00:05:21.820]  是一位蒙大恩的女子
[00:05:21.820 --> 00:05:25.820]  所以原來這是神給她的一個恩典
[00:05:25.820 --> 00:05:26.820]  事實上是
[00:05:26.820 --> 00:05:29.820]  能夠做耶穌的肉身的母親
[00:05:29.820 --> 00:05:31.820]  聖靈在她身上感恩
[00:05:31.820 --> 00:05:33.320]  生出救主
[00:05:33.320 --> 00:05:36.820]  這實在是一個蒙大的恩典
[00:05:36.820 --> 00:05:38.820]  同時這也是一個託付
[00:05:38.820 --> 00:05:39.820]  為什麼呢?
[00:05:39.820 --> 00:05:42.320]  因為她說:「你要懷孕生子。」
[00:05:42.320 --> 00:05:47.820]  真是經歷懷胎九月
[00:05:47.820 --> 00:05:50.820]  經過這些階段
[00:05:50.820 --> 00:05:53.820]  然後生產的痛苦
[00:05:53.820 --> 00:05:56.820]  然後生出孩子
[00:05:56.820 --> 00:05:58.820]  所以這也是一個託付
[00:05:58.820 --> 00:06:03.320]  將救主神的兒子託付給你
[00:06:03.320 --> 00:06:05.820]  成為祂的母親
[00:06:05.820 --> 00:06:08.820]  這是一個很大的任務
[00:06:08.820 --> 00:06:11.820]  當時的瑪利亞很年輕
[00:06:11.820 --> 00:06:15.320]  但是要承擔這麼大的託付
[00:06:15.320 --> 00:06:16.820]  非常不簡單
[00:06:16.820 --> 00:06:19.820]  但是這個證事顯出了神的恩典
[00:06:19.820 --> 00:06:23.320]  託付給瑪利亞
[00:06:23.320 --> 00:06:24.820]  成為一個母親
[00:06:24.820 --> 00:06:26.820]  一個很特別的母親
[00:06:26.820 --> 00:06:29.820]  所以我們發覺
[00:06:29.820 --> 00:06:31.820]  這不僅在瑪利亞身上
[00:06:31.820 --> 00:06:33.820]  可以說是一個蒙恩的託付
[00:06:33.820 --> 00:06:36.820]  如果應用在我們的母親們
[00:06:36.820 --> 00:06:39.820]  相信大家都會同意
[00:06:39.820 --> 00:06:43.820]  母親實在是一個很重要的
[00:06:43.820 --> 00:06:45.820]  家庭裏面的角色
[00:06:45.820 --> 00:06:47.820]  是上帝特別
[00:06:47.820 --> 00:06:49.820]  將這個恩典賜給我們
[00:06:49.820 --> 00:06:52.820]  能夠做母親的一個遺憾
[00:06:52.820 --> 00:06:55.820]  同時也是一個很大的責任
[00:06:55.820 --> 00:06:57.320]  因為作為母親
[00:06:57.320 --> 00:06:59.820]  實在是一個神的託付
[00:06:59.820 --> 00:07:02.820]  將上帝賜給我們的產業
[00:07:02.820 --> 00:07:04.820]  來託付給我們
[00:07:04.820 --> 00:07:07.820]  去管理、去教養、去提攜
[00:07:07.820 --> 00:07:10.820]  去幫助、去照顧
[00:07:10.820 --> 00:07:13.820]  所以實在不容易
[00:07:13.820 --> 00:07:14.820]  是一個蒙恩
[00:07:14.820 --> 00:07:16.820]  因為事實上做母親不是必然的
[00:07:16.820 --> 00:07:17.820]  我們都知道
[00:07:17.820 --> 00:07:19.820]  有很多我們認識的人
[00:07:19.820 --> 00:07:21.820]  或者有不少的
[00:07:21.820 --> 00:07:23.820]  有些很希望做母親
[00:07:23.820 --> 00:07:25.820]  是否一定做到呢?
[00:07:25.820 --> 00:07:26.820]  又未必的
[00:07:26.820 --> 00:07:28.820]  很多時候
[00:07:28.820 --> 00:07:30.820]  能夠做母親
[00:07:30.820 --> 00:07:31.820]  有懷孕
[00:07:31.820 --> 00:07:33.820]  有些人是很困難的
[00:07:33.820 --> 00:07:36.820]  甚至他們一生都無法生孩子
[00:07:36.820 --> 00:07:38.820]  所以原來
[00:07:38.820 --> 00:07:40.820]  真是神的恩典
[00:07:40.820 --> 00:07:42.820]  如果大家看過
[00:07:42.820 --> 00:07:48.820]  當然有爸爸那一份的幫助
[00:07:48.820 --> 00:07:51.820]  那個精子進入卵子裏
[00:07:51.820 --> 00:07:53.820]  然後成人
[00:07:53.820 --> 00:07:55.820]  這是一個奇蹟
[00:07:55.820 --> 00:07:57.820]  更奇妙的是
[00:07:57.820 --> 00:07:59.820]  特別是在母親身上
[00:07:59.820 --> 00:08:01.820]  成人的胚胎
[00:08:01.820 --> 00:08:03.820]  慢慢在她裏面長大
[00:08:03.820 --> 00:08:05.820]  生命的來源就靠著
[00:08:05.820 --> 00:08:07.820]  她的公認
[00:08:07.820 --> 00:08:09.820]  然後在母親
[00:08:09.820 --> 00:08:11.820]  和孩子之間的關係
[00:08:11.820 --> 00:08:12.820]  那種親密
[00:08:12.820 --> 00:08:15.820]  當她準備生產之前
[00:08:15.820 --> 00:08:17.820]  那種憂慮
[00:08:17.820 --> 00:08:21.820]  甚至可能身體上那種不適
[00:08:21.820 --> 00:08:23.820]  有些人
[00:08:23.820 --> 00:08:25.820]  一懷孕開始就要躺在床上
[00:08:25.820 --> 00:08:27.820]  生孩子也有
[00:08:27.820 --> 00:08:29.820]  我也認識這些人
[00:08:29.820 --> 00:08:33.820]  更加不能說的是
[00:08:33.820 --> 00:08:35.820]  在生產的過程中
[00:08:35.820 --> 00:08:37.820]  那種痛苦
[00:08:37.820 --> 00:08:39.820]  那種衝擊
[00:08:39.820 --> 00:08:41.820]  那種
[00:08:41.820 --> 00:08:45.820]  真是極大的挑戰
[00:08:45.820 --> 00:08:47.820]  很多人都說過
[00:08:47.820 --> 00:08:49.820]  人世間最痛的痛
[00:08:49.820 --> 00:08:51.820]  就是什麼?
[00:08:51.820 --> 00:08:53.820]  就是媽媽生孩子的時候的痛
[00:08:53.820 --> 00:08:55.820]  這個我也沒有辦法體會
[00:08:55.820 --> 00:08:57.820]  母親們是否可以體會到
[00:08:57.820 --> 00:08:59.820]  在這麼多痛苦當中
[00:08:59.820 --> 00:09:01.820]  是不是生孩子的時候最痛?
[00:09:01.820 --> 00:09:03.820]  你們好像沒有什麼反應
[00:09:03.820 --> 00:09:09.820]  自己知道自己的事
[00:09:13.820 --> 00:09:15.820]  但同時間
[00:09:15.820 --> 00:09:17.820]  這也是一個託付
[00:09:17.820 --> 00:09:19.820]  因為神將母親的責任
[00:09:19.820 --> 00:09:21.820]  託付給我們
[00:09:21.820 --> 00:09:23.820]  非常不容易
[00:09:23.820 --> 00:09:25.820]  不單只受那些肉身
[00:09:25.820 --> 00:09:27.820]  和心靈裡的考驗
[00:09:27.820 --> 00:09:29.820]  和痛苦
[00:09:29.820 --> 00:09:31.820]  事實上當她出生之後
