
[00:00:00.000 --> 00:00:01.500]  早上平安
[00:00:01.500 --> 00:00:04.580]  就快到農曆新年了
[00:00:04.580 --> 00:00:06.180]  剛剛這個星期三
[00:00:06.180 --> 00:00:08.660]  過去的星期三就是立春
[00:00:08.660 --> 00:00:12.700]  我們說一年之始萬象更新
[00:00:12.700 --> 00:00:17.420]  大自然各種植物都會在這段時間更新
[00:00:17.420 --> 00:00:19.220]  我記得我去年
[00:00:19.220 --> 00:00:23.340]  也是在新年期間去講道
[00:00:23.340 --> 00:00:25.420]  我去年講什麼呢?
[00:00:25.420 --> 00:00:27.460]  就是「這是天賦世界」
[00:00:27.460 --> 00:00:29.660]  不過是講橄欖樹
[00:00:29.660 --> 00:00:32.260]  今年適逢近新年
[00:00:32.260 --> 00:00:36.580]  所以我希望用這個系列來講
[00:00:36.580 --> 00:00:39.740]  今天跟大家分享的是「無花果樹」
[00:00:39.740 --> 00:00:44.060]  希望藉著「無花果樹」在聖經裏面的記載
[00:00:44.060 --> 00:00:47.540]  我們一起來探索、反思
[00:00:47.540 --> 00:00:50.700]  不知道你們知不知道
[00:00:50.700 --> 00:00:55.180]  在迦南地有七種很重要的植物
[00:00:55.180 --> 00:00:59.780]  有些人形容這七種是美好的果實
[00:00:59.780 --> 00:01:01.340]  出自於哪裡呢?
[00:01:01.340 --> 00:01:03.340]  在螢光幕可以看到
[00:01:03.340 --> 00:01:06.060]  就是出自於「生命記」
[00:01:06.060 --> 00:01:10.100]  是神應許以色列人進入迦南地時
[00:01:10.100 --> 00:01:12.580]  就有這些植物給他們
[00:01:12.580 --> 00:01:14.260]  分別是什麼呢?
[00:01:14.260 --> 00:01:19.980]  小麥、大麥、葡萄樹、無花果樹
[00:01:19.980 --> 00:01:27.420]  石榴樹、橄欖樹和蜜棗
[00:01:27.420 --> 00:01:31.300]  這是神應許給以色列人的
[00:01:31.300 --> 00:01:35.020]  因為有這些美好的果實
[00:01:35.020 --> 00:01:38.500]  所以被稱為「留乃與蜜之地」
[00:01:38.500 --> 00:01:40.940]  除了「生命記」之外
[00:01:40.940 --> 00:01:43.180]  另一個地方的記載
[00:01:43.180 --> 00:01:52.420]  就是這個很重要的豐盛的果實是一個很好的憑證之一
[00:01:52.420 --> 00:01:53.940]  就是在「文素記」
[00:01:53.940 --> 00:01:57.140]  如果大家有看過聖經都會看到
[00:01:57.140 --> 00:02:00.420]  當時有一群人探索進去的時候
[00:02:00.420 --> 00:02:05.260]  他們出來有什麼證據那個地方是一個「留乃與蜜之地」呢?
[00:02:05.260 --> 00:02:09.620]  就是有些葡萄樹
[00:02:09.620 --> 00:02:13.340]  拿了兩串葡萄的果實
[00:02:13.340 --> 00:02:18.180]  大到要兩個人用擔挑抬它出來
[00:02:18.180 --> 00:02:22.740]  另外還帶了一些石榴和無花果出來
[00:02:22.740 --> 00:02:25.140]  這都是證明當時
[00:02:25.140 --> 00:02:28.780]  這是一個很豐富的果實
[00:02:28.780 --> 00:02:31.340]  一個神賜給以色列人的恩典
[00:02:31.340 --> 00:02:35.700]  你會不會心裏曾經想過無花果
[00:02:35.700 --> 00:02:37.700]  為什麼叫無花果呢?
[00:02:37.700 --> 00:02:40.780]  無花哪有果呢?
[00:02:40.780 --> 00:02:44.780]  其實無花果是真的
[00:02:44.780 --> 00:02:47.780]  表面上是看不到它有花
[00:02:47.780 --> 00:02:49.180]  但那些花在哪裏呢?
[00:02:49.180 --> 00:02:50.700]  在果實裏面
[00:02:50.700 --> 00:02:53.500]  裏面是有很多很多的花
[00:02:53.500 --> 00:02:57.220]  不過在當中怎樣來到開花結果的過程呢?
[00:02:57.220 --> 00:02:59.660]  有機會我們上諸學的時候再說
[00:02:59.660 --> 00:03:02.500]  因為原來都比較複雜的
[00:03:02.500 --> 00:03:04.380]  但問題最重要的是
[00:03:04.380 --> 00:03:08.540]  無花果整棵樹的精華在哪裏呢?
[00:03:08.540 --> 00:03:11.660]  就是在每一粒無花果實裏面
[00:03:11.660 --> 00:03:15.420]  在裏面你會看見它外表很樸實
[00:03:15.420 --> 00:03:16.820]  不是很漂亮
[00:03:16.820 --> 00:03:22.140]  但裏面是非常豐富的營養
[00:03:22.140 --> 00:03:25.460]  近代有些人說它的價值很高
[00:03:25.460 --> 00:03:28.180]  甚至是一個健康的守護神
[00:03:28.180 --> 00:03:30.860]  我記得小時候我自己都是
[00:03:30.860 --> 00:03:34.980]  喝無花果湯,媽媽煲湯
[00:03:34.980 --> 00:03:41.300]  但畫面上那類由中東地帶來的無花果
[00:03:41.300 --> 00:03:42.820]  就不是經常吃到
[00:03:42.820 --> 00:03:47.380]  但現在我們不單止有無花果的乾
[00:03:47.380 --> 00:03:49.180]  甚至在超級市場
[00:03:49.180 --> 00:03:52.860]  或者在果欄都會買到這些新鮮的無花果
[00:03:52.860 --> 00:03:55.620]  它在裏面是很豐富的
[00:03:55.620 --> 00:03:58.340]  不只是別人說的
[00:03:58.340 --> 00:04:01.460]  是真實的,在聖經裏面我們都看見
[00:04:01.460 --> 00:04:05.860]  原來無花果是有健康的守護神
[00:04:05.860 --> 00:04:12.660]  《打開經文》在《撒姆爾記》上
[00:04:12.660 --> 00:04:15.100]  30章裏面記載
[00:04:15.100 --> 00:04:16.220]  它說:
[00:04:16.220 --> 00:04:21.620]  「又給他一塊無花果餅,兩個葡萄餅
[00:04:21.620 --> 00:04:24.580]  吃了他就精神復原」
[00:04:24.580 --> 00:04:28.020]  因為他三日三夜都沒有吃過餅
[00:04:28.020 --> 00:04:29.580]  也沒有喝過水
[00:04:29.580 --> 00:04:31.700]  這個典故是怎樣的呢?
[00:04:31.700 --> 00:04:32.420]  簡單來說
[00:04:32.420 --> 00:04:39.060]  當時大衛和一班部屬去追殺阿瑪利人
[00:04:39.060 --> 00:04:41.780]  當中在過程中
[00:04:41.780 --> 00:04:42.780]  他很焦急
[00:04:42.780 --> 00:04:49.260]  因為大衛和軍隊的妻兒都被阿瑪利人擄走了
[00:04:49.260 --> 00:04:55.980]  中間遇到一個埃及奴隸少年
[00:04:55.980 --> 00:04:57.380]  因為他生病了
[00:04:57.380 --> 00:04:59.100]  三日前他生病了
[00:04:59.100 --> 00:05:02.140]  阿瑪利人嫌棄他
[00:05:02.140 --> 00:05:03.020]  把他扔下
[00:05:03.020 --> 00:05:05.820]  所以他又生病又沒有東西吃
[00:05:05.820 --> 00:05:07.380]  遇到大衛的時候
[00:05:07.380 --> 00:05:10.580]  大衛給他一些東西吃
[00:05:10.580 --> 00:05:13.500]  給他一塊無花果餅
[00:05:13.500 --> 00:05:15.420]  還有兩個葡萄餅
[00:05:15.420 --> 00:05:16.900]  當然可能還有其他東西吃
[00:05:16.900 --> 00:05:18.020]  但聖經記載
[00:05:18.020 --> 00:05:21.020]  他吃完之後就精神復原
[00:05:21.020 --> 00:05:22.220]  三日前生病
[00:05:22.220 --> 00:05:26.140]  現在整個人馬上恢復體力
[00:05:26.140 --> 00:05:27.300]  告訴我們甚麼呢?
[00:05:27.300 --> 00:05:30.780]  無花果的確含有很高的能量
[00:05:30.780 --> 00:05:32.860]  令人可以精神復原
[00:05:32.860 --> 00:05:35.340]  我知道有些弟兄姊妹
[00:05:35.340 --> 00:05:37.620]  有糖尿病
[00:05:37.620 --> 00:05:40.300]  經常都會帶著幾粒糖
[00:05:40.300 --> 00:05:41.820]  在袋裏面
[00:05:41.820 --> 00:05:43.780]  有甚麼事血糖不足的時候
[00:05:43.780 --> 00:05:46.740]  或平衡不到就馬上吃糖
[00:05:46.740 --> 00:05:50.300]  建議你不要放糖在身上
[00:05:50.300 --> 00:05:55.180]  現在市面上很多無花果的乾
[00:05:55.180 --> 00:05:57.460]  隨時你都可以買來放在袋裏
[00:05:57.460 --> 00:06:00.220]  因為它可以令人精神復原
[00:06:00.220 --> 00:06:01.580]  提高託付
[00:06:01.580 --> 00:06:03.220]  這是聖經的記載
[00:06:03.220 --> 00:06:05.100]  另外還有一道
[00:06:05.100 --> 00:06:09.100]  記載無花果還有一個治病的能力
[00:06:09.100 --> 00:06:10.100]  是甚麼呢?
[00:06:10.100 --> 00:06:12.460]  在《耳臭亞書》
[00:06:12.460 --> 00:06:16.660]  或《獵王記夏》都有記載
[00:06:16.660 --> 00:06:21.140]  當時希西加王有心篤倉
[00:06:21.140 --> 00:06:22.380]  耳臭亞說
[00:06:22.380 --> 00:06:24.700]  叫人拿一塊無花果餅來
[00:06:24.700 --> 00:06:27.380]  然後塞在獨倉上
[00:06:27.380 --> 00:06:29.780]  王就痊癒了
[00:06:29.780 --> 00:06:34.060]  今日科學
[00:06:34.060 --> 00:06:35.340]  我看回一些書
[00:06:35.340 --> 00:06:36.700]  有些都解釋
[00:06:36.700 --> 00:06:38.660]  為甚麼無花果
[00:06:38.660 --> 00:06:41.980]  塞個餅進去就可以痊癒呢?
[00:06:41.980 --> 00:06:44.100]  因為原來無花果裏
[00:06:44.100 --> 00:06:45.700]  有這個元素
[00:06:45.700 --> 00:06:48.740]  叫做「補骨指數」
[00:06:48.740 --> 00:06:53.380]  我示範給大家看
[00:06:53.380 --> 00:06:55.020]  這個補骨指數
[00:06:55.020 --> 00:06:56.980]  補骨指數是甚麼呢?
[00:06:56.980 --> 00:07:00.980]  現在可以治療
[00:07:00.980 --> 00:07:04.780]  類似白斑、乾癬、濕疹
[00:07:04.780 --> 00:07:07.060]  很有成效
[00:07:07.060 --> 00:07:12.260]  另外補骨指數
[00:07:12.260 --> 00:07:15.660]  現在如果用一些感光的特性
[00:07:15.660 --> 00:07:19.860]  有些化學醫學的光學原理
[00:07:19.860 --> 00:07:24.300]  可以治療皮膚癌
[00:07:24.300 --> 00:07:26.740]  原來我們只知道
[00:07:26.740 --> 00:07:29.060]  無花果越熟越甜
[00:07:29.060 --> 00:07:32.340]  但原來過程越熟的時候
[00:07:32.340 --> 00:07:36.580]  就越能夠有更多的補骨指數
[00:07:36.580 --> 00:07:38.740]  上帝無花果樹
[00:07:38.740 --> 00:07:40.860]  是上帝賜給世人
[00:07:40.860 --> 00:07:43.260]  造物主給世人的一個恩典
[00:07:43.260 --> 00:07:47.660]  在裏面可以有這麼豐富的
[00:07:47.660 --> 00:07:50.940]  營養、治病、復原
[00:07:50.940 --> 00:07:54.140]  令人有精神體力
[00:07:54.140 --> 00:07:57.940]  講完無花果樹的好處
[00:07:57.940 --> 00:07:59.580]  在聖經裏面的記載
[00:07:59.580 --> 00:08:02.260]  其實無花果樹在聖經裏面
[00:08:02.260 --> 00:08:03.580]  或者無花果
[00:08:03.580 --> 00:08:06.380]  在聖經裏面有很多場景
[00:08:06.380 --> 00:08:08.820]  都有描述和記述
[00:08:08.820 --> 00:08:11.740]  包括在《創世紀》也有
[00:08:11.740 --> 00:08:13.140]  《啟示錄》也有
[00:08:13.140 --> 00:08:18.260]  在中間不同類型的聖經經卷
[00:08:18.260 --> 00:08:21.700]  分類等等
[00:08:21.700 --> 00:08:22.940]  都有記載
[00:08:22.940 --> 00:08:23.980]  太多了
[00:08:23.980 --> 00:08:26.140]  今天跟大家分享幾個
[00:08:26.140 --> 00:08:27.820]  第一個大家都很熟悉的
[00:08:27.820 --> 00:08:29.860]  這個就是《創世紀》
[00:08:29.860 --> 00:08:31.540]  一開始的時候
[00:08:31.540 --> 00:08:36.420]  我們的先祖阿當夏娃犯罪
[00:08:36.420 --> 00:08:40.180]  吃了上帝叫他們不要吃的果子
[00:08:40.180 --> 00:08:42.700]  然後他們的眼睛就明亮了
[00:08:42.700 --> 00:08:44.860]  知道自己是赤身露體
[00:08:44.860 --> 00:08:48.220]  就拿了無花果樹的葉子
