
[00:00:00.000 --> 00:00:04.200]  讓我們一起讀一段聖經,在《箴言22章》第六節,
[00:00:04.200 --> 00:00:07.400]  要教養孩童使他走當行的道,
[00:00:07.400 --> 00:00:10.700]  就是道老他也不偏離。
[00:00:10.700 --> 00:00:14.700]  今天是母親節,所以教會特別安排了一盆花,
[00:00:14.700 --> 00:00:20.600]  在這裡要恭賀每一位母親,母親節非常非常快樂。
[00:00:20.600 --> 00:00:24.500]  很多時候我們領受了母親的愛,常常是習以為常,
[00:00:24.500 --> 00:00:26.300]  不覺得有什麼特別。
[00:00:26.300 --> 00:00:29.900]  在母親節的時候,我們過去多半都是寫張卡片,
[00:00:29.900 --> 00:00:32.300]  請吃個飯就算了。
[00:00:32.300 --> 00:00:35.200]  但事實上母親所付出的一個愛,
[00:00:35.200 --> 00:00:38.900]  是遠遠超過我們人所能夠領會的。
[00:00:38.900 --> 00:00:40.800]  我就想到我的母親,
[00:00:40.800 --> 00:00:47.700]  我從小時候開始就記得她每天跪在床邊為我禱告。
[00:00:47.700 --> 00:00:50.200]  一直到我長大,甚至我做了牧師之後,
[00:00:50.200 --> 00:00:53.300]  她還是每天不停止在為我禱告,
[00:00:53.300 --> 00:00:55.500]  直到她離開世界為止。
[00:00:55.500 --> 00:00:58.500]  我相信現在她在天上恐怕還是每天在為我禱告,
[00:00:58.500 --> 00:00:59.900]  Hallelujah!
[00:00:59.900 --> 00:01:01.500]  我們從小長大,
[00:01:01.500 --> 00:01:06.300]  我們看見母親的愛跟掛念是永不止息的。
[00:01:06.300 --> 00:01:10.400]  所以在這裡真的是要向每一位母親說一聲謝謝,
[00:01:10.400 --> 00:01:11.700]  是因為你們的愛,
[00:01:11.700 --> 00:01:16.700]  讓我們才能夠明白神的愛是何等長闊高深。
[00:01:16.700 --> 00:01:18.700]  有人說在現今的世代,
[00:01:18.700 --> 00:01:23.000]  教養兒女是一件叫人謙卑的功課。
[00:01:23.000 --> 00:01:26.200]  我相信每一位現代的父母都深有同感,
[00:01:26.200 --> 00:01:28.300]  因為時代真的不同了。
[00:01:28.300 --> 00:01:31.800]  教養兒女是越來越不佳不容易。
[00:01:31.800 --> 00:01:33.200]  雖然隨著科學的進步,
[00:01:33.200 --> 00:01:35.500]  好像我們的生活越來越方便,
[00:01:35.500 --> 00:01:38.700]  但是這個世界卻變得越來越複雜,
[00:01:38.700 --> 00:01:42.100]  生活當中充滿了各樣的選擇。
[00:01:42.100 --> 00:01:44.100]  以前做父母的,
[00:01:44.100 --> 00:01:46.900]  在教養兒女上是無上的權威,
[00:01:46.900 --> 00:01:51.100]  現在只是眾多選擇中的一部格而已。
[00:01:51.100 --> 00:01:53.900]  我們怎麼樣在現今這樣的世代,
[00:01:53.900 --> 00:01:58.000]  按照聖經的原則來教導兒女呢?
[00:01:58.000 --> 00:02:00.300]  今天早上從四方面來分享,
[00:02:00.300 --> 00:02:03.800]  怎麼樣面對成長中的兒女。
[00:02:03.800 --> 00:02:05.200]  首先第一個,
[00:02:05.200 --> 00:02:08.800]  不要輕忽你對兒女的影響力。
[00:02:08.800 --> 00:02:12.100]  不要輕忽你對兒女的影響力。
[00:02:12.100 --> 00:02:15.700]  雖然今天我們所處的世代是越來越複雜,
[00:02:15.700 --> 00:02:17.400]  雖然在兒女成長的過程當中,
[00:02:17.400 --> 00:02:19.400]  我們常常感覺無力感,
[00:02:19.400 --> 00:02:22.000]  我們覺得影響力越來越小,
[00:02:22.000 --> 00:02:24.100]  但是我還是要提醒你,
[00:02:24.100 --> 00:02:28.000]  你在你兒女的身上的影響力是很大的。
[00:02:28.000 --> 00:02:30.200]  其實隨著年日的過去,
[00:02:30.200 --> 00:02:32.300]  回頭看一下你的兒女,
[00:02:32.300 --> 00:02:34.600]  他們不是充滿著影子嗎?
[00:02:34.600 --> 00:02:35.900]  他們的長相,
[00:02:35.900 --> 00:02:36.900]  他們的個性,
[00:02:36.900 --> 00:02:38.200]  他們的喜好習慣,
[00:02:38.200 --> 00:02:40.800]  不是充滿你的樣子嗎?
[00:02:40.800 --> 00:02:42.300]  你也是一樣啊!
[00:02:42.300 --> 00:02:44.500]  如果你仔細看看你自己,
[00:02:44.500 --> 00:02:47.100]  無論你察覺與否,喜歡與否,
[00:02:47.100 --> 00:02:51.100]  你是多麼像你的父親及母親啊,不是嗎?
[00:02:51.100 --> 00:02:53.500]  我的父親已經過世很多年了,
[00:02:53.500 --> 00:02:55.300]  但是我現在回頭來看,
[00:02:55.300 --> 00:02:58.100]  我真是越來越像他了。
[00:02:58.100 --> 00:02:59.300]  他的長相,
[00:02:59.300 --> 00:03:00.300]  他的神情,
[00:03:00.300 --> 00:03:01.100]  他的個性,
[00:03:01.100 --> 00:03:01.900]  他的舉動,
[00:03:01.900 --> 00:03:03.100]  真是太像了,
[00:03:03.100 --> 00:03:04.700]  連頭髮都像了。
[00:03:04.700 --> 00:03:05.700]  雖然我不喜歡,
[00:03:05.700 --> 00:03:07.500]  也沒有辦法。
[00:03:07.500 --> 00:03:09.700]  再看看我自己的女兒,
[00:03:09.700 --> 00:03:11.200]  其實他們很多方面,
[00:03:11.200 --> 00:03:14.100]  跟我跟師母真的很像,
[00:03:14.100 --> 00:03:15.700]  雖然他們自己也不喜歡,
[00:03:15.700 --> 00:03:17.200]  但也沒有辦法,
[00:03:17.200 --> 00:03:19.500]  也沒有人故意叫他們一定要這樣,
[00:03:19.500 --> 00:03:24.300]  不是,但是就是自然而然,這是成長的過程。
[00:03:24.300 --> 00:03:26.300]  這些年我真的發現,
[00:03:26.300 --> 00:03:27.800]  在他們成長的過程當中,
[00:03:27.800 --> 00:03:30.400]  無論過去我們有多少的爭執,
[00:03:30.400 --> 00:03:32.400]  多少的衝突,
[00:03:32.400 --> 00:03:34.000]  但至終回頭看,
[00:03:34.000 --> 00:03:39.000]  他們真的是踩著我們腳印向前走的人。
[00:03:39.000 --> 00:03:43.200]  所以不要輕忽你對你兒女身上的影響力。
[00:03:43.200 --> 00:03:45.000]  做父母的人,
[00:03:45.000 --> 00:03:47.400]  當我們在面對兒女成長的時候,
[00:03:47.400 --> 00:03:50.300]  不要太急著為他們擔心。
[00:03:50.300 --> 00:03:52.100]  最重要一件事情是,
[00:03:52.100 --> 00:03:56.400]  你自己先要好好的為主而活。
[00:03:56.400 --> 00:03:59.000]  因為兒女眼睛是雪亮的,不是嗎?
[00:03:59.000 --> 00:04:00.900]  他們看得很清楚。
[00:04:00.900 --> 00:04:03.100]  而且有一位父親帶他兒子,
[00:04:03.100 --> 00:04:05.000]  要參加主日崇拜,
[00:04:05.000 --> 00:04:08.500]  他希望他的兒子多學點主的道理。
[00:04:08.500 --> 00:04:10.200]  沒想到散會之後,
[00:04:10.200 --> 00:04:11.300]  他兒子對他說,
[00:04:11.300 --> 00:04:16.200]  「爸爸,為什麼人人在講台上一直講你啊?」
[00:04:16.200 --> 00:04:19.300]  弟兄姊妹,你若想你的兒女來跟從主,
[00:04:19.300 --> 00:04:22.000]  你自己最好先來跟從主。
[00:04:22.000 --> 00:04:24.400]  你若是希望你家人改變,
[00:04:24.400 --> 00:04:27.200]  那你自己最好事先來改變。
[00:04:27.200 --> 00:04:30.300]  今天你不能夠一天到晚期待你家人改變,
[00:04:30.300 --> 00:04:33.800]  你自己卻不求改變你自己嗎?
[00:04:33.800 --> 00:04:35.500]  Evelyn Christensen,
[00:04:35.500 --> 00:04:38.500]  她是美國婦女祈禱會的發起人。
[00:04:38.500 --> 00:04:43.300]  年輕的時候,常常為主奔波,到處去講道。
