
[00:00:00.000 --> 00:00:02.000]  各位弟兄姐妹好
[00:00:02.000 --> 00:00:09.000]  今天是2021年聖誕節
[00:00:09.000 --> 00:00:16.000]  今天的信息很普通
[00:00:16.000 --> 00:00:23.000]  聽了十幾年或者是二十幾年三十幾年都聽過了
[00:00:23.000 --> 00:00:26.000]  但是還是一個很好的信息
[00:00:26.000 --> 00:00:28.000]  這個信息很特別
[00:00:28.000 --> 00:00:30.000]  今天的信息就是
[00:00:30.000 --> 00:00:33.000]  因孩為我們而生
[00:00:33.000 --> 00:00:36.000]  由一子賜給我們
[00:00:36.000 --> 00:00:38.000]  這是在以下亞書第九章
[00:00:38.000 --> 00:00:45.000]  這短短的這兩句話
[00:00:45.000 --> 00:00:48.000]  其實是代表全部的福音
[00:00:48.000 --> 00:00:51.000]  最好的消息
[00:00:51.000 --> 00:00:55.000]  世界上沒有這麼好的消息
[00:00:56.000 --> 00:00:58.000]  那麼這個整個的福音
[00:00:58.000 --> 00:01:01.000]  我們普通福音都是說
[00:01:01.000 --> 00:01:03.000]  信耶穌得永生
[00:01:03.000 --> 00:01:07.000]  但是不知道這個永生從哪裡來
[00:01:07.000 --> 00:01:10.000]  也不知道信耶穌是什麼耶穌
[00:01:10.000 --> 00:01:15.000]  耶穌在哪裡也不知道
[00:01:15.000 --> 00:01:18.000]  至於耶穌
[00:01:18.000 --> 00:01:22.000]  祂來的目的也搞不清楚
[00:01:22.000 --> 00:01:25.000]  好像就是為了救我們而已
[00:01:26.000 --> 00:01:28.000]  好像一切都是我們我們我們
[00:01:28.000 --> 00:01:30.000]  神欠我們很多
[00:01:30.000 --> 00:01:35.000]  所以不得不來救我們
[00:01:35.000 --> 00:01:37.000]  不然他就虧本了
[00:01:37.000 --> 00:01:40.000]  但是這個信息很重要
[00:01:40.000 --> 00:01:42.000]  所以這次我在
[00:01:42.000 --> 00:01:48.000]  很普通的題目上
[00:01:48.000 --> 00:01:50.000]  我就好好的來
[00:01:50.000 --> 00:01:52.000]  替大家思想思想
[00:01:52.000 --> 00:01:55.000]  這個也幫我幫助我自己很多
[00:01:55.000 --> 00:01:59.000]  這個重要的信息不得不說
[00:01:59.000 --> 00:02:04.000]  這個信息分兩部分
[00:02:04.000 --> 00:02:07.000]  第一個就是一個因海為我們而生
[00:02:07.000 --> 00:02:12.000]  因海為我們而生
[00:02:12.000 --> 00:02:15.000]  因海天天都在生
[00:02:15.000 --> 00:02:17.000]  多得不得了
[00:02:17.000 --> 00:02:20.000]  憑什麼就這個因海不一樣
[00:02:20.000 --> 00:02:23.000]  第二個信息就是
[00:02:24.000 --> 00:02:27.000]  有一子賜給我們
[00:02:27.000 --> 00:02:29.000]  這個好像說
[00:02:29.000 --> 00:02:31.000]  這因海是個男的
[00:02:31.000 --> 00:02:33.000]  這個男孩子要賜給我們
[00:02:33.000 --> 00:02:35.000]  聽起來也很平凡
[00:02:35.000 --> 00:02:38.000]  其實這裡面的含義
[00:02:38.000 --> 00:02:40.000]  非常非常的深
[00:02:40.000 --> 00:02:42.000]  非常非常的
[00:02:42.000 --> 00:02:44.000]  很難了解
[00:02:44.000 --> 00:02:47.000]  所以我今天就來進口的來
[00:02:47.000 --> 00:02:51.000]  把它很佛潛的來
[00:02:51.000 --> 00:02:54.000]  來摸一摸看一看
[00:02:54.000 --> 00:03:00.000]  因為我自己也沒有太多的研究
[00:03:00.000 --> 00:03:02.000]  至於這方面
[00:03:02.000 --> 00:03:05.000]  講到的人多得不得了
[00:03:05.000 --> 00:03:07.000]  但是我特別要在這裡
[00:03:07.000 --> 00:03:11.000]  今天講兩個很重要的觀念
[00:03:11.000 --> 00:03:14.000]  因海為我們而生
[00:03:14.000 --> 00:03:17.000]  這個因海就是耶穌基督
[00:03:17.000 --> 00:03:20.000]  他為我們而生
[00:03:20.000 --> 00:03:24.000]  就是他這一位耶穌基督
[00:03:24.000 --> 00:03:27.000]  是道成肉身
[00:03:27.000 --> 00:03:30.000]  成為人的樣式
[00:03:30.000 --> 00:03:32.000]  從我們中間進來
[00:03:32.000 --> 00:03:37.000]  進到人類的這一個生命裡面
[00:03:37.000 --> 00:03:40.000]  成為我們這一元
[00:03:40.000 --> 00:03:45.000]  這是非常奇妙的事
[00:03:45.000 --> 00:03:47.000]  因為神要救我們
[00:03:47.000 --> 00:03:50.000]  他有很多的方法可以救
[00:03:50.000 --> 00:03:53.000]  比如說以前在舊約的時候
[00:03:53.000 --> 00:03:55.000]  神要救一個臣
[00:03:55.000 --> 00:03:57.000]  講一句話就行了
[00:03:57.000 --> 00:04:02.000]  以前神要與亞伯拉罕立約
[00:04:02.000 --> 00:04:05.000]  他就下來成為神的使者
[00:04:05.000 --> 00:04:07.000]  也就可以了
[00:04:07.000 --> 00:04:09.000]  人就要敬信他
[00:04:09.000 --> 00:04:14.000]  那麼神從天上下來
[00:04:14.000 --> 00:04:16.000]  又上去又下來
[00:04:16.000 --> 00:04:18.000]  那太多次了
[00:04:18.000 --> 00:04:20.000]  在舊約裡面
[00:04:20.000 --> 00:04:22.000]  講的就是神的使者
[00:04:22.000 --> 00:04:24.000]  或者是神的天使
[00:04:24.000 --> 00:04:27.000]  其實每一次你看
[00:04:27.000 --> 00:04:29.000]  亞伯拉罕、亞伯拉罕
[00:04:29.000 --> 00:04:32.000]  敬拜這些天使的時候
[00:04:32.000 --> 00:04:34.000]  都是當他這個神敬拜
[00:04:34.000 --> 00:04:37.000]  因為他就是神自己
[00:04:37.000 --> 00:04:39.000]  所以神上來下去非常容易
[00:04:39.000 --> 00:04:41.000]  都是個大人
[00:04:41.000 --> 00:04:43.000]  不是嬰兒
[00:04:43.000 --> 00:04:48.000]  那為什麼這次神要下來救我們的時候
[00:04:48.000 --> 00:04:52.000]  非得成為一個嬰兒
[00:04:52.000 --> 00:04:57.000]  這個嬰兒的原因是非常的難懂
[00:04:57.000 --> 00:05:01.000]  這個嬰兒
[00:05:01.000 --> 00:05:11.000]  表示說他是從人的這個系統裡面出來的
[00:05:11.000 --> 00:05:13.000]  從旁邊插進來
[00:05:13.000 --> 00:05:15.000]  是從人的系統裡
[00:05:15.000 --> 00:05:17.000]  組組中中
[00:05:17.000 --> 00:05:19.000]  他們這個系統裡面
[00:05:19.000 --> 00:05:25.000]  從大衛的根那邊慢慢的進來
[00:05:25.000 --> 00:05:27.000]  是一個嬰兒
[00:05:27.000 --> 00:05:29.000]  這個嬰兒誕生
[00:05:29.000 --> 00:05:33.000]  他要花九個月的時間
[00:05:33.000 --> 00:05:35.000]  然後在誕生以後
[00:05:35.000 --> 00:05:39.000]  還要長大成人到三十歲
[00:05:39.000 --> 00:05:41.000]  這一段時間裡面
[00:05:41.000 --> 00:05:44.000]  都是我們人必經的道路
[00:05:44.000 --> 00:05:47.000]  每個人都經過的
[00:05:47.000 --> 00:05:53.000]  所以耶穌基督用這個方式
[00:05:53.000 --> 00:05:56.000]  來顯示給我們看
[00:05:56.000 --> 00:06:00.000]  他要成為我們的一員
[00:06:00.000 --> 00:06:02.000]  因為這個緣故
[00:06:02.000 --> 00:06:05.000]  他才能救贖我們
[00:06:05.000 --> 00:06:12.000]  因為救贖這件事情是一個法律上的文字
