
[00:00:00.000 --> 00:00:04.000]  為什麼題目叫《大水滾江河滔》呢?
[00:00:04.000 --> 00:00:08.000]  取材自《阿摩斯書》五章二十四節
[00:00:08.000 --> 00:00:16.000]  它說:「惟願公平如大水滾滾,使公義如江河滔滔。」
[00:00:16.000 --> 00:00:23.000]  意思是說,先知希望透過祂的祈禱、祂的祈願
[00:00:23.000 --> 00:00:28.000]  讓神的聖情彰顯在世代那裡
[00:00:28.000 --> 00:00:37.000]  也希望神的聖情在祂的生命世界裡能夠實現
[00:00:37.000 --> 00:00:44.000]  希望祂的性格能夠彰顯神的公平、神的公義
[00:00:44.000 --> 00:00:48.000]  《阿摩斯書》第五章是一首哀歌
[00:00:48.000 --> 00:00:52.000]  哀歌是在喪禮中中毒
[00:00:52.000 --> 00:00:56.000]  我們很熟悉迪根斯的《雙城記》有一個序言
[00:00:56.000 --> 00:01:02.000]  最美好的時代、最壞的時代、信心的時代、最懷疑的時代
[00:01:02.000 --> 00:01:09.000]  究竟在這個時代,阿摩斯用哀歌說了什麼信息呢?
[00:01:09.000 --> 00:01:15.000]  阿摩斯希望透過祂講述或者履行上帝的話語的過程
[00:01:15.000 --> 00:01:17.000]  祂走這步路的時候
[00:01:17.000 --> 00:01:21.000]  能夠讓上帝的話語內化在祂的生命裡
[00:01:21.000 --> 00:01:25.000]  讓道在祂的生命裡實踐
[00:01:25.000 --> 00:01:30.000]  我們知道這個工程是花了我們一生之久去實現
[00:01:30.000 --> 00:01:34.000]  所以阿摩斯他走這段路不是容易的
[00:01:34.000 --> 00:01:36.000]  我們要了解到
[00:01:36.000 --> 00:01:40.000]  我們去研讀阿摩斯這些先知書
[00:01:40.000 --> 00:01:43.000]  是有他先知書的特色在當中
[00:01:43.000 --> 00:01:45.000]  先知運用了很多象徵語句
[00:01:45.000 --> 00:01:48.000]  有時候用這些線形結構
[00:01:48.000 --> 00:01:50.000]  特別在第五章裡面
[00:01:50.000 --> 00:01:55.000]  凸顯了奇緣這個主題,希望上帝的公義、公平
[00:01:55.000 --> 00:01:59.000]  能夠實踐在這個古惑的世代裡面
[00:01:59.000 --> 00:02:01.000]  所以在第五章裡面
[00:02:01.000 --> 00:02:03.000]  他用三個地方
[00:02:03.000 --> 00:02:08.000]  一去到那些地方就勾起了以色列人種種的回憶
[00:02:08.000 --> 00:02:13.000]  分別在吉格、在伯特利、別士巴這三個地方
[00:02:13.000 --> 00:02:17.000]  透過以色列人過往在這三個地方裡面
[00:02:17.000 --> 00:02:21.000]  所經驗的、所經歷的這些歷史
[00:02:21.000 --> 00:02:24.000]  讓他們的回憶被勾起
[00:02:24.000 --> 00:02:27.000]  我們嘗試去想一想
[00:02:27.000 --> 00:02:30.000]  阿摩斯他履行上帝這個說話的時候
[00:02:30.000 --> 00:02:35.000]  他的個人他怎樣去實踐上帝的說話呢?
[00:02:35.000 --> 00:02:37.000]  先知的個人是怎樣呢?
[00:02:37.000 --> 00:02:40.000]  阿摩斯他本身是一個牧羊人
[00:02:40.000 --> 00:02:42.000]  有時候我們看牧羊人
[00:02:42.000 --> 00:02:49.000]  就很自然地覺得牧羊只不過是一些普通的農戶
[00:02:49.000 --> 00:02:51.000]  但是在古代的近東世界
[00:02:51.000 --> 00:02:54.000]  這個牧羊人這個字
[00:02:54.000 --> 00:02:59.000]  就跟在獵王記下第三章四節裡面
[00:02:59.000 --> 00:03:01.000]  講的這個牧羊人
[00:03:01.000 --> 00:03:03.000]  魔鴨王是一個牧羊人
[00:03:03.000 --> 00:03:05.000]  是相同的字來的
[00:03:05.000 --> 00:03:07.000]  意思是什麼呢?
[00:03:07.000 --> 00:03:09.000]  原來阿摩斯他本身是一個牧戶
[00:03:09.000 --> 00:03:11.000]  就是牧羊很多隻羊
[00:03:11.000 --> 00:03:13.000]  也是買賣羊口的
[00:03:13.000 --> 00:03:15.000]  不是買賣人口的意思
[00:03:15.000 --> 00:03:17.000]  為什麼買賣羊呢?
[00:03:17.000 --> 00:03:21.000]  原來魔鴨王每年出口進貢給以色列
[00:03:21.000 --> 00:03:23.000]  有十萬隻羊
[00:03:23.000 --> 00:03:24.000]  換句話來說
[00:03:24.000 --> 00:03:28.000]  阿摩斯是一個有錢的牧戶
[00:03:28.000 --> 00:03:30.000]  另外阿摩斯是一個地主
[00:03:30.000 --> 00:03:34.000]  在阿摩斯書第七章十四節那裡說
[00:03:34.000 --> 00:03:36.000]  他是收你桑樹的
[00:03:36.000 --> 00:03:38.000]  在這個錯世紀那裡說
[00:03:38.000 --> 00:03:41.000]  上帝安置人在伊甸園中
[00:03:41.000 --> 00:03:44.000]  看守、管理、修理、看守
[00:03:44.000 --> 00:03:45.000]  代表什麼呢?
[00:03:45.000 --> 00:03:47.000]  代表他擁有伊甸園
[00:03:47.000 --> 00:03:48.000]  同樣地
[00:03:48.000 --> 00:03:53.000]  阿摩斯擁有桑園的意思
[00:03:53.000 --> 00:03:55.000]  他是一個牧戶
[00:03:55.000 --> 00:03:56.000]  有錢的牧戶
[00:03:56.000 --> 00:03:58.000]  他是一個地主
[00:03:58.000 --> 00:04:00.000]  我們就會問一個問題
[00:04:00.000 --> 00:04:02.000]  或者你和我都會想
[00:04:02.000 --> 00:04:04.000]  這個這麼安定的先知
[00:04:04.000 --> 00:04:07.000]  他接受了上帝的話語的使命
[00:04:07.000 --> 00:04:09.000]  關他什麼事呢?
[00:04:09.000 --> 00:04:12.000]  在古代近東一帶
[00:04:12.000 --> 00:04:15.000]  他不單止擁有羊口
[00:04:15.000 --> 00:04:17.000]  他不單止有地
[00:04:17.000 --> 00:04:20.000]  但是我們要明白到一件事情
[00:04:20.000 --> 00:04:24.000]  就是阿摩斯他本身是一個南國的先知
[00:04:24.000 --> 00:04:26.000]  阿摩斯是一個南國的先知
[00:04:26.000 --> 00:04:27.000]  我們很熟悉
[00:04:27.000 --> 00:04:29.000]  如果我們去讀聖經
[00:04:29.000 --> 00:04:32.000]  我們清楚以色列本身的歷史
[00:04:32.000 --> 00:04:37.000]  當以色列大衛的王朝開始的時候
[00:04:37.000 --> 00:04:38.000]  到了所羅門
[00:04:38.000 --> 00:04:42.000]  然後就分了北國和南國
[00:04:42.000 --> 00:04:45.000]  如何記住北國的王
[00:04:45.000 --> 00:04:47.000]  如何記住南國的王呢?
[00:04:47.000 --> 00:04:50.000]  北國的耶羅伯安
[00:04:50.000 --> 00:04:54.000]  耶羅伯安不太聽老人家的話
[00:04:54.000 --> 00:04:56.000]  所以我和主要學生說
[00:04:56.000 --> 00:04:57.000]  他比較野一點
[00:04:57.000 --> 00:04:59.000]  不太喜歡舊時代的東西
[00:04:59.000 --> 00:05:01.000]  所以就是耶羅伯安
[00:05:01.000 --> 00:05:03.000]  就是北國的意思
[00:05:03.000 --> 00:05:04.000]  就是接做的君主
[00:05:04.000 --> 00:05:06.000]  南國是誰呢?
[00:05:06.000 --> 00:05:07.000]  他不耶的
[00:05:07.000 --> 00:05:09.000]  是羅伯安
[00:05:09.000 --> 00:05:11.000]  所以南國就是羅伯安
[00:05:11.000 --> 00:05:14.000]  北國就是耶羅伯安
[00:05:14.000 --> 00:05:16.000]  北國有一個特色
[00:05:16.000 --> 00:05:18.000]  就是他們所作的王
[00:05:18.000 --> 00:05:20.000]  所作的事盡都是惡
[00:05:20.000 --> 00:05:21.000]  個個都不聽話的
[00:05:21.000 --> 00:05:23.000]  而南國就好一點
[00:05:23.000 --> 00:05:27.000]  因為他們行耶和華眼中看為正的事
[00:05:27.000 --> 00:05:29.000]  所以南國的先知
[00:05:29.000 --> 00:05:32.000]  他基本上對北國那些人
[00:05:32.000 --> 00:05:33.000]  不是很喜歡的
[00:05:33.000 --> 00:05:35.000]  因為他們本身比較屬靈一點
[00:05:35.000 --> 00:05:37.000]  甚至乎他們敵對的
[00:05:37.000 --> 00:05:40.000]  在軍事上、政治上都敵對的
[00:05:40.000 --> 00:05:41.000]  所以說
[00:05:41.000 --> 00:05:44.000]  一個大地主、一個木狐
[00:05:44.000 --> 00:05:47.000]  要去將上帝的話語信息
[00:05:47.000 --> 00:05:49.000]  從他自己的出生地
[00:05:49.000 --> 00:05:52.000]  帶到北國獨對的國家
[00:05:52.000 --> 00:05:56.000]  你說是不是一個無關痛癢的使命呢?
[00:05:56.000 --> 00:06:01.000]  先知如何掙扎去行出這個使命呢?
[00:06:01.000 --> 00:06:02.000]  我們知道
[00:06:02.000 --> 00:06:06.000]  阿摩斯書裏面用了很多上帝的名字
[00:06:06.000 --> 00:06:09.000]  用很多上帝的名字去將它分段
[00:06:09.000 --> 00:06:12.000]  耶和華的上帝是我們的主
[00:06:12.000 --> 00:06:13.000]  是我們的安息
[00:06:13.000 --> 00:06:16.000]  是我們自己生命裏面的軸心
[00:06:16.000 --> 00:06:19.000]  阿摩斯如何踏出這個步伐
[00:06:19.000 --> 00:06:22.000]  去將上帝的話語信息傳講呢?
[00:06:22.000 --> 00:06:26.000]  我們看看阿摩斯書記錄的時間
[00:06:26.000 --> 00:06:27.000]  他說
[00:06:27.000 --> 00:06:31.000]  阿摩斯是在猶大王
[00:06:31.000 --> 00:06:35.000]  烏西亞王的年間傳講這個信息
[00:06:35.000 --> 00:06:37.000]  烏西亞王
[00:06:37.000 --> 00:06:38.000]  剛才我說過
[00:06:38.000 --> 00:06:40.000]  是南國的一個好皇帝
[00:06:40.000 --> 00:06:44.000]  行眼中看神、看為正的事
[00:06:44.000 --> 00:06:46.000]  所以在以賽亞書第六章
[00:06:46.000 --> 00:06:50.000]  當以賽亞去接受上帝的使命的時候
[00:06:50.000 --> 00:06:53.000]  他說烏西亞王崩的那年
[00:06:53.000 --> 00:06:54.000]  死的那年
[00:06:54.000 --> 00:06:57.000]  即是說一個好皇帝死的時候
[00:06:57.000 --> 00:06:59.000]  這個國家的命運
[00:06:59.000 --> 00:07:01.000]  這個國家的屬靈的情況
[00:07:01.000 --> 00:07:02.000]  怎麼辦呢?
[00:07:02.000 --> 00:07:05.000]  所以以賽亞很慌張
[00:07:05.000 --> 00:07:07.000]  提到北國的時候
[00:07:07.000 --> 00:07:11.000]  我們知道是約阿斯的兒子耶羅伯安二世
[00:07:11.000 --> 00:07:13.000]  我們知道北國是什麼?
[00:07:13.000 --> 00:07:15.000]  耶羅伯安
[00:07:15.000 --> 00:07:19.000]  接著以利亞、以利沙去傳講上帝的信息
[00:07:19.000 --> 00:07:21.000]  以利沙就高沒耶護
[00:07:21.000 --> 00:07:23.000]  耶護接觸下來的王朝
[00:07:23.000 --> 00:07:26.000]  這個就是耶羅伯安二世
[00:07:26.000 --> 00:07:31.000]  可以說北國不單止那些皇帝
[00:07:31.000 --> 00:07:34.000]  是行神眼中看為惡的事
[00:07:34.000 --> 00:07:38.000]  兼且耶羅伯安二世是一個二世祖
[00:07:38.000 --> 00:07:39.000]  我們可以稱為
[00:07:39.000 --> 00:07:43.000]  還有他寄述先知的言語
[00:07:43.000 --> 00:07:46.000]  在大地震前兩年
[00:07:46.000 --> 00:07:51.000]  我們撇開以色列國、南國和北國不說了
[00:07:51.000 --> 00:07:53.000]  我們說回亞述國
[00:07:53.000 --> 00:07:55.000]  當時亞述國
[00:07:55.000 --> 00:07:58.000]  統領著亞述的王朝
[00:07:58.000 --> 00:08:00.000]  是提交給以色三世
[00:08:00.000 --> 00:08:02.000]  去到他的承繼者
[00:08:02.000 --> 00:08:04.000]  就是薩曼以色五世
[00:08:04.000 --> 00:08:09.000]  要滅絕以色列國
[00:08:09.000 --> 00:08:11.000]  那個是薩爾貢二世
[00:08:11.000 --> 00:08:12.000]  這麼多世
[00:08:12.000 --> 00:08:14.000]  二世、三世、五世
[00:08:14.000 --> 00:08:16.000]  有薩爾貢好像泰文那些
[00:08:16.000 --> 00:08:21.000]  究竟先知帶這個信息去到南國是怎樣呢?
[00:08:21.000 --> 00:08:23.000]  一來我們要知道
[00:08:23.000 --> 00:08:29.000]  先知的預言是在四十年前去說的
[00:08:29.000 --> 00:08:30.000]  為什麼這樣說呢?
[00:08:30.000 --> 00:08:32.000]  根據歷史記載
[00:08:32.000 --> 00:08:37.000]  以色列國亡國的日子是主前七百二十二年
[00:08:37.000 --> 00:08:42.000]  而大地震根據猶太史學家約瑟夫的記載
[00:08:42.000 --> 00:08:45.000]  是主前七百六十年
[00:08:45.000 --> 00:08:49.000]  大地震前兩年就是七百六十二年
[00:08:49.000 --> 00:08:51.000]  如果我沒有算錯
[00:08:51.000 --> 00:08:54.000]  就是四十年後所發生的事
[00:08:54.000 --> 00:08:55.000]  你說
[00:08:55.000 --> 00:08:59.000]  先知要將四十年後所發生的事
[00:08:59.000 --> 00:09:01.000]  說給北國聽
[00:09:01.000 --> 00:09:04.000]  兼且他屬靈狀況是好的
[00:09:04.000 --> 00:09:08.000]  他為什麼要理會北國的情況呢?
[00:09:08.000 --> 00:09:09.000]  還有
[00:09:09.000 --> 00:09:10.000]  四十年後發生
[00:09:10.000 --> 00:09:13.000]  他也不知道這件事會不會發生
[00:09:13.000 --> 00:09:15.000]  他就憑著信心去說
[00:09:15.000 --> 00:09:19.000]  就好像阿巴拉罕出吾爾一樣
[00:09:19.000 --> 00:09:20.000]  他說完之後
[00:09:20.000 --> 00:09:22.000]  這件事還沒有發生
[00:09:22.000 --> 00:09:23.000]  要去到薩利公二世
[00:09:23.000 --> 00:09:26.000]  他也不知道他在不在
[00:09:26.000 --> 00:09:27.000]  他說了的時候
[00:09:27.000 --> 00:09:29.000]  他將使命帶去北國
[00:09:29.000 --> 00:09:33.000]  他會不會因為狗狗尾實驗被人搶呢?
[00:09:33.000 --> 00:09:34.000]  所以我們知道
[00:09:34.000 --> 00:09:37.000]  先知他帶著這個信心
[00:09:37.000 --> 00:09:40.000]  憑著他的信去踏出這個步伐
[00:09:40.000 --> 00:09:44.000]  去到北國傳講上帝的話語
[00:09:44.000 --> 00:09:45.000]  在這個過程裏面
[00:09:45.000 --> 00:09:51.000]  他就憑著信心去尋找上帝給他的使命
[00:09:51.000 --> 00:09:54.000]  透過他講述上帝的說話
[00:09:54.000 --> 00:09:56.000]  或者好像今天我們一樣
[00:09:56.000 --> 00:09:58.000]  透過我們去查經
[00:09:58.000 --> 00:10:01.000]  去實現上帝在我生命裏面的說話
[00:10:01.000 --> 00:10:04.000]  去尋找出我們生命裏面
[00:10:04.000 --> 00:10:06.000]  真正的我是怎樣
[00:10:06.000 --> 00:10:09.000]  所以在阿摩斯書裏面
[00:10:09.000 --> 00:10:12.000]  那個忠心五章二十四節
[00:10:12.000 --> 00:10:14.000]  是希望上帝的公平公義
[00:10:14.000 --> 00:10:17.000]  能夠實踐在他生命裏面
[00:10:17.000 --> 00:10:22.000]  你和我都希望能夠將上帝的聖情
[00:10:22.000 --> 00:10:24.000]  實現在我們的生命裏面
[00:10:24.000 --> 00:10:28.000]  所以阿摩斯在第五章裏面
[00:10:28.000 --> 00:10:31.000]  講了三個很特別的尋求
[00:10:31.000 --> 00:10:33.000]  第一個尋求是什麼呢?
[00:10:33.000 --> 00:10:34.000]  是尋求我
[00:10:34.000 --> 00:10:35.000]  第二個尋求是什麼呢?
[00:10:35.000 --> 00:10:37.000]  尋求耶和華
[00:10:37.000 --> 00:10:39.000]  第三個尋求是什麼呢?
[00:10:39.000 --> 00:10:40.000]  尾善
[00:10:40.000 --> 00:10:43.000]  難道以色列國不國
[00:10:43.000 --> 00:10:46.000]  真的沒有尋求耶和華嗎?
[00:10:46.000 --> 00:10:50.000]  當我們看阿摩斯書第四章四節的時候
[00:10:50.000 --> 00:10:53.000]  那班以色列人真的有十一奉獻
[00:10:53.000 --> 00:10:56.000]  不單止每個星期有十一奉獻
[00:10:56.000 --> 00:11:00.000]  還有他每三天就十一奉獻一次
[00:11:00.000 --> 00:11:02.000]  難道他們沒有去敬拜上帝嗎?
[00:11:02.000 --> 00:11:03.000]  有
[00:11:03.000 --> 00:11:04.000]  當然有
[00:11:04.000 --> 00:11:06.000]  他在吉甲又有祭壇
[00:11:06.000 --> 00:11:08.000]  他在別士巴又有祭壇
[00:11:08.000 --> 00:11:11.000]  他在伯特利又有祭壇
[00:11:11.000 --> 00:11:13.000]  但是先知那裏怎樣說
[00:11:13.000 --> 00:11:15.000]  他說不要往伯特利尋求
