
[00:00:00.000 --> 00:00:04.000]  菩薩姐妹,讓我們先聽道義,讓我們先同心禱告
[00:00:04.000 --> 00:00:13.000]  多謝天父,多謝你,讓我們能夠再次回到你的說話上,細心的去念讀
[00:00:13.000 --> 00:00:17.000]  求主讓我們真的明白當中的教訓
[00:00:17.000 --> 00:00:26.000]  不要只是過眼文醫,也不要只是很膚淺的去了解,以為自己已經得著了
[00:00:26.000 --> 00:00:33.000]  求主你與我們同在,幫助我們,讓不單止有清晰的耳朵聽清楚當中的教導
[00:00:33.000 --> 00:00:40.000]  並且有一個熟神的心,去能夠有一個明白主導的心智
[00:00:40.000 --> 00:00:42.000]  好想我們都能夠順行合一
[00:00:42.000 --> 00:00:49.000]  親愛的菩薩,感謝你給我們能夠再次回到你的說話的裏面,來到伊通,來到學習
[00:00:49.000 --> 00:00:57.000]  求你的幫助,讓我們今天在你的說話的裏面,讓我們能夠上面得到剛性變化
[00:00:57.000 --> 00:01:03.000]  特別是我們需要一個清晰的耳朵,來到聆聽主理的教訓
[00:01:03.000 --> 00:01:12.000]  求你給我們有一個能夠明白主導的心,好希望我們順行合一
[00:01:12.000 --> 00:01:16.000]  我們禱告,封主耶穌的名求,Amen
[00:01:16.000 --> 00:01:22.000]  今天有很多教會稱之為中庶節主日
[00:01:22.000 --> 00:01:34.000]  很多時候,中庶節主日都被形容為耶穌光明進到耶路撒冷城裏面的一個很重要的時刻
[00:01:34.000 --> 00:01:44.000]  是一個成功的,耶穌侍奉的成功的高峰點
[00:01:44.000 --> 00:01:47.000]  是耶穌侍奉成功的高峰點
[00:01:47.000 --> 00:01:52.000]  但是,這是很多時候我們一般教會的人的看法
[00:01:52.000 --> 00:01:54.000]  這是很多教會的看法
[00:01:54.000 --> 00:01:56.000]  當我們看回聖經的時候
[00:01:56.000 --> 00:01:59.000]  當我們看回聖經的時候,卻不是這樣表達出來
[00:01:59.000 --> 00:02:01.000]  就不是這樣表達出來
[00:02:01.000 --> 00:02:09.000]  今天希望我們可以透過這個時間重溫在耶穌進耶路撒冷城這一段的事件
[00:02:09.000 --> 00:02:19.000]  讓我們明白耶穌基督的侍奉是如何一種的侍奉
[00:02:19.000 --> 00:02:23.000]  讓我們明白耶穌基督的侍奉是一種什麼樣的侍奉
[00:02:35.000 --> 00:02:44.000]  既然我們有這個目的,如果要簡單地去介紹耶穌基督的侍奉,究竟可以怎樣介紹呢?
[00:02:44.000 --> 00:02:48.000]  如果簡單地介紹主耶穌基督的侍奉,怎樣去介紹呢?
[00:02:48.000 --> 00:02:57.000]  我最貼切不過的就是用我們中國的論語憲文篇裏面其中一句很精簡的話去記載
[00:02:57.000 --> 00:03:05.000]  我最貼切不過的就是用我們中國的論語憲文篇裏面其中一句很精簡的話去記載
[00:03:05.000 --> 00:03:09.000]  是知其不可而為之,是知其不可而為之
[00:03:09.000 --> 00:03:18.000]  是知其不可而為之,是知其不可而為之
[00:03:18.000 --> 00:03:19.000]  分開兩部份的
[00:03:19.000 --> 00:03:20.000]  分開兩部份
[00:03:20.000 --> 00:03:23.000]  第一部份就是知道一些事情是不可能做成的
[00:03:23.000 --> 00:03:27.000]  知道一些事情是不可能做成的,他都去參與去做
[00:03:27.000 --> 00:03:29.000]  他都參與他都去做
[00:03:29.000 --> 00:03:31.000]  意思基本上就是
[00:03:31.000 --> 00:03:33.000]  縱然我們不知道結果是如何
[00:03:33.000 --> 00:03:35.000]  縱然我們不知道結果是如何
[00:03:35.000 --> 00:03:38.000]  但當我們接受了這個猜謎之後
[00:03:38.000 --> 00:03:40.000]  但當我們接受了這個猜謎之後
[00:03:40.000 --> 00:03:42.000]  就算我們看上去做不成
[00:03:42.000 --> 00:03:44.000]  就算我們看上去做不成
[00:03:44.000 --> 00:03:47.000]  我們都下定決心去決定參與完成它
[00:03:47.000 --> 00:03:50.000]  我都下定決心參與去完成它
[00:03:50.000 --> 00:03:53.000]  用這句話去形容耶穌的侍奉最貼切不過
[00:03:53.000 --> 00:03:56.000]  用這句話去形容耶穌基督的侍奉最貼切不過
[00:03:56.000 --> 00:03:59.000]  當我去想到這一段聖經的時候
[00:03:59.000 --> 00:04:01.000]  就被我同時又提醒了
[00:04:01.000 --> 00:04:03.000]  我在讀神學的時候
[00:04:03.000 --> 00:04:04.000]  讀系統神學的時候
[00:04:04.000 --> 00:04:07.000]  一位教授曾經說過耶穌基督的侍奉
[00:04:07.000 --> 00:04:11.000]  當我看這個經文的時候
[00:04:11.000 --> 00:04:13.000]  我在讀系統神學的時候
[00:04:13.000 --> 00:04:16.000]  教授提到一段經文
[00:04:16.000 --> 00:04:19.000]  教授提出耶穌有一個侍奉的特色
[00:04:19.000 --> 00:04:22.000]  教授提出耶穌有一個侍奉的特色
[00:04:22.000 --> 00:04:24.000]  就是自限
[00:04:24.000 --> 00:04:25.000]  就是自限
