
[00:00:00.000 --> 00:00:06.000]  天地竭臂這個系列講到今天是最後的一個訊息
[00:00:06.000 --> 00:00:11.000]  我講這個訊息主要是要來鼓勵大兄姊妹
[00:00:11.000 --> 00:00:14.000]  讓大家知道天堂究竟是怎樣
[00:00:14.000 --> 00:00:18.000]  能夠在日常生活得到鼓勵
[00:00:18.000 --> 00:00:22.000]  但最後仍然要講一個關於地獄的訊息
[00:00:22.000 --> 00:00:27.000]  因為耶穌基督自己講地獄是多過講天堂
[00:00:27.000 --> 00:00:30.000]  所以無論如何都要講一個地獄的訊息
[00:00:30.000 --> 00:00:32.000]  我叫今天的訊息做
[00:00:32.000 --> 00:00:35.000]  地獄無門你別闖進來
[00:00:35.000 --> 00:00:36.000]  很有趣
[00:00:36.000 --> 00:00:40.000]  地獄不是為了人而設計
[00:00:40.000 --> 00:00:43.000]  人去到地獄是自己的揀選
[00:00:43.000 --> 00:00:47.000]  等一下我會和大家回來看看這一點
[00:00:47.000 --> 00:00:54.000]  在數很久以前美國的調查數字
[00:00:54.000 --> 00:00:59.000]  超過百分之九十的美國人都相信有天堂和地獄
[00:00:59.000 --> 00:01:03.000]  而且相信有天堂的人和地獄的人差不多
[00:01:03.000 --> 00:01:07.000]  都是差不多百分之九十
[00:01:07.000 --> 00:01:11.000]  但是在數五年前又做了一個調查
[00:01:11.000 --> 00:01:17.000]  根據這個調查只有百分之七十二的人相信有天堂
[00:01:17.000 --> 00:01:22.000]  而只有百分之五十八的人相信有地獄
[00:01:22.000 --> 00:01:25.000]  我們看到相信有地獄的人
[00:01:25.000 --> 00:01:28.000]  是少過相信有天堂的人很多
[00:01:28.000 --> 00:01:34.000]  而只有百分之一的人相信自己會落到地獄
[00:01:34.000 --> 00:01:38.000]  不單止相信地獄存在的人越來越少
[00:01:38.000 --> 00:01:43.000]  相信地獄真實性的人也越來越少
[00:01:43.000 --> 00:01:45.000]  我們一起來看看
[00:01:45.000 --> 00:01:50.000]  為什麼這麼多人開始不相信有地獄的存在
[00:01:50.000 --> 00:01:53.000]  可以歸納有三點
[00:01:53.000 --> 00:01:56.000]  第一點就是逃避現實
[00:01:56.000 --> 00:01:58.000]  因為聖經告訴我們
[00:01:58.000 --> 00:02:01.000]  地獄是一個這麼恐怖的地方
[00:02:01.000 --> 00:02:05.000]  很多人都拒絕去相信有地獄
[00:02:05.000 --> 00:02:08.000]  當然也有很多的無神論者
[00:02:08.000 --> 00:02:12.000]  他們是不相信有地獄的存在
[00:02:12.000 --> 00:02:16.000]  就算接受耶穌基督信神的人
[00:02:16.000 --> 00:02:20.000]  也有很多人說一位愛人的神
[00:02:20.000 --> 00:02:24.000]  怎麼可能將人打到地獄裡
[00:02:24.000 --> 00:02:28.000]  所以連很多接受耶穌基督信神的人
[00:02:28.000 --> 00:02:31.000]  也不相信有地獄
[00:02:31.000 --> 00:02:33.000]  但無論你接受也好
[00:02:33.000 --> 00:02:35.000]  你不接受也好
[00:02:35.000 --> 00:02:38.000]  地獄是真實的地獄是存在的
[00:02:38.000 --> 00:02:41.000]  你不去相信有地獄
[00:02:41.000 --> 00:02:44.000]  很多人就好像玩火一樣
[00:02:44.000 --> 00:02:46.000]  玩火是很危險
[00:02:46.000 --> 00:02:48.000]  你說我不會被火燒傷
[00:02:48.000 --> 00:02:50.000]  我繼續去玩火
[00:02:50.000 --> 00:02:52.000]  你可以繼續你的生活
[00:02:52.000 --> 00:02:55.000]  舞照跳馬照跑
[00:02:55.000 --> 00:02:57.000]  但是你發覺有一天
[00:02:57.000 --> 00:03:01.000]  你會面對地獄的審判
[00:03:01.000 --> 00:03:04.000]  我們逃避現實
[00:03:04.000 --> 00:03:07.000]  不等於我們可以改變現實
[00:03:07.000 --> 00:03:10.000]  我們不相信地獄的存在
[00:03:10.000 --> 00:03:13.000]  不等於沒有了地獄這回事
[00:03:13.000 --> 00:03:15.000]  地獄是真實
[00:03:15.000 --> 00:03:17.000]  所以我們看到第一點
[00:03:17.000 --> 00:03:20.000]  為什麼越來越少人相信地獄
[00:03:20.000 --> 00:03:22.000]  就是他們逃避現實
[00:03:22.000 --> 00:03:25.000]  第二個原因就是政治的正確
[00:03:25.000 --> 00:03:29.000]  英文是Politically Correct
[00:03:29.000 --> 00:03:32.000]  我們知道這個不是一個很好的翻譯
[00:03:32.000 --> 00:03:34.000]  這個是直接的翻譯
[00:03:34.000 --> 00:03:37.000]  政治正確是什麼意思才行
[00:03:37.000 --> 00:03:39.000]  和政治無關
[00:03:39.000 --> 00:03:43.000]  這個說人家是Politically Incorrect
