
[00:00:00.000 --> 00:00:02.000]  今日我係繼續
[00:00:02.000 --> 00:00:06.000]  我喺1月1號同埋5月7號
[00:00:06.000 --> 00:00:08.000]  同各位分享嘅訊息
[00:00:08.000 --> 00:00:11.000]  首先我哋複雜
[00:00:11.000 --> 00:00:15.000]  前兩個訊息嘅重點
[00:00:15.000 --> 00:00:18.000]  第一個訊息
[00:00:18.000 --> 00:00:20.000]  1月1號
[00:00:20.000 --> 00:00:24.000]  確定人生嘅目標
[00:00:24.000 --> 00:00:26.000]  嗰一日
[00:00:26.000 --> 00:00:29.000]  我希望用保羅嘅話
[00:00:30.000 --> 00:00:33.000]  使到我哋能夠記得訊息嘅重點
[00:00:33.000 --> 00:00:37.000]  我活著
[00:00:37.000 --> 00:00:39.000]  就是基督
[00:00:39.000 --> 00:00:44.000]  我活著
[00:00:44.000 --> 00:00:46.000]  就是基督
[00:00:46.000 --> 00:00:52.000]  第二個訊息
[00:00:52.000 --> 00:00:53.000]  5月7號
[00:00:53.000 --> 00:00:57.000]  努力為主而活
[00:01:00.000 --> 00:01:03.000]  嗰一日我亦都希望用保羅嘅話
[00:01:03.000 --> 00:01:07.000]  使到我哋能夠記得訊息嘅重點
[00:01:07.000 --> 00:01:15.000]  獻上身體作活制
[00:01:15.000 --> 00:01:17.000]  是理所當然的
[00:01:17.000 --> 00:01:24.000]  確定人生目標之後
[00:01:24.000 --> 00:01:27.000]  我哋自然會
[00:01:27.000 --> 00:01:30.000]  或者話自然應該
[00:01:30.000 --> 00:01:33.000]  努力為主而活
[00:01:33.000 --> 00:01:39.000]  點樣先叫做為主而活呢
[00:01:39.000 --> 00:01:44.000]  點樣先叫做努力為主而活呢
[00:01:44.000 --> 00:01:48.000]  保羅教導我哋
[00:01:48.000 --> 00:01:53.000]  竭力追求完全
[00:01:54.000 --> 00:01:58.000]  呢個就係我哋今日訊息嘅講題
[00:01:58.000 --> 00:02:03.000]  剛才我哋讀嘅經文嘅
[00:02:03.000 --> 00:02:06.000]  撮要已經放喺銀幕上面
[00:02:06.000 --> 00:02:09.000]  保羅話
[00:02:09.000 --> 00:02:11.000]  我未得著
[00:02:11.000 --> 00:02:13.000]  我未完全
[00:02:13.000 --> 00:02:16.000]  我要竭力追求
[00:02:16.000 --> 00:02:21.000]  我未得著
[00:02:23.000 --> 00:02:24.000]  我未完全
[00:02:24.000 --> 00:02:27.000]  我要竭力追求
[00:02:27.000 --> 00:02:30.000]  呢個係保羅所講嘅說話
[00:02:30.000 --> 00:02:33.000]  保羅繼續講
[00:02:33.000 --> 00:02:37.000]  我要忘記背後努力面前
[00:02:37.000 --> 00:02:40.000]  向著標竿直跑
[00:02:40.000 --> 00:02:42.000]  要得神
[00:02:42.000 --> 00:02:44.000]  喺基督耶穌
[00:02:44.000 --> 00:02:47.000]  畀我嘅獎賞
[00:02:54.000 --> 00:02:57.000]  保羅教導我哋追求完全
[00:02:57.000 --> 00:02:58.000]  必須有兩個行動
[00:02:58.000 --> 00:02:59.000]  第一個
[00:02:59.000 --> 00:03:02.000]  努力面前
[00:03:02.000 --> 00:03:09.000]  佢話忘記背後努力面前
[00:03:09.000 --> 00:03:18.000]  第二個行動
[00:03:18.000 --> 00:03:19.000]  我哋要得到
[00:03:19.000 --> 00:03:22.000]  上面嚟嘅獎賞
[00:03:24.000 --> 00:03:28.000]  求聖靈幫助我哋明白
[00:03:28.000 --> 00:03:29.000]  呢個
[00:03:29.000 --> 00:03:31.000]  保羅嘅教導
[00:03:31.000 --> 00:03:33.000]  嗰啲重要嘅
[00:03:33.000 --> 00:03:34.000]  要點
[00:03:34.000 --> 00:03:36.000]  請我哋大家一齊祈禱
[00:03:36.000 --> 00:03:39.000]  感謝天父畀我哋今日有呢個機會
[00:03:39.000 --> 00:03:40.000]  一齊
[00:03:40.000 --> 00:03:42.000]  喺呢度分享
[00:03:42.000 --> 00:03:44.000]  誰聽你嘅話語
[00:03:44.000 --> 00:03:46.000]  求聖靈幫助我哋
[00:03:46.000 --> 00:03:49.000]  講嘅聽嘅都能夠同感一鈴
[00:03:49.000 --> 00:03:51.000]  為咗榮耀你嘅名
[00:03:51.000 --> 00:03:53.000]  禱告啦奉主耶穌嘅名
[00:03:53.000 --> 00:03:54.000]  阿們
[00:03:54.000 --> 00:04:00.000]  音樂家貝多芬
[00:04:00.000 --> 00:04:03.000]  同埋天文學家加利略
[00:04:03.000 --> 00:04:06.000]  留咗兩個好努力嘅
[00:04:06.000 --> 00:04:10.000]  面前努力面前嘅例子
[00:04:10.000 --> 00:04:12.000]  畀我哋參考
[00:04:22.000 --> 00:04:26.000]  音樂家貝多芬
[00:04:26.000 --> 00:04:30.000]  佢
[00:04:30.000 --> 00:04:34.000]  第五交響曲嘅旋律
[00:04:34.000 --> 00:04:39.000]  描述一個非常感動人嘅故事
[00:04:39.000 --> 00:04:43.000]  佢生活喺一個耳聾
[00:04:43.000 --> 00:04:45.000]  絕望
[00:04:45.000 --> 00:04:47.000]  嘅人生裏面
[00:04:48.000 --> 00:04:52.000]  認夠具有繼續努力面前
[00:04:52.000 --> 00:04:54.000]  嘅意志
[00:04:54.000 --> 00:05:00.000]  剛才大家聽
[00:05:00.000 --> 00:05:03.000]  嗰八個音
[00:05:03.000 --> 00:05:07.000]  係最出名嘅八個音
[00:05:07.000 --> 00:05:17.000]  佢重要嘅作品喺佢最後十年
[00:05:18.000 --> 00:05:20.000]  裏面創作出嚟
[00:05:20.000 --> 00:05:26.000]  當時佢已經完全聽唔到聲音
[00:05:26.000 --> 00:05:32.000]  佢克服咗耳聾
[00:05:32.000 --> 00:05:35.000]  同埋絕望嘅人生
[00:05:35.000 --> 00:05:39.000]  而作出好多好多交響曲
[00:05:39.000 --> 00:05:44.000]  表達出佢一生嘅理想
[00:05:47.000 --> 00:05:49.000]  佢一句名言佢話
[00:05:49.000 --> 00:05:53.000]  我要握住命運嘅喉嚨
[00:05:53.000 --> 00:06:02.000]  勇敢地喺絕望中努力奮鬥
[00:06:02.000 --> 00:06:07.000]  成為貝多芬生命嘅標誌
[00:06:07.000 --> 00:06:16.000]  你我生命嘅標誌係乜嘢
[00:06:18.000 --> 00:06:22.000]  佢係一位好虔誠嘅基督徒
[00:06:22.000 --> 00:06:28.000]  佢認為聖經同科學冇衝突
[00:06:28.000 --> 00:06:32.000]  神嘅創造
[00:06:32.000 --> 00:06:36.000]  佢認為聖經同科學冇衝突
[00:06:36.000 --> 00:06:42.000]  佢認為聖經同科學冇衝突
[00:06:42.000 --> 00:06:46.000]  佢認為聖經同科學冇衝突
[00:06:47.000 --> 00:06:49.000]  經過大自然嚟到證實
[00:06:49.000 --> 00:06:53.000]  神對科學嘅啟示
[00:06:53.000 --> 00:06:59.000]  可以憑著正確咁解釋聖經
[00:06:59.000 --> 00:07:02.000]  嚟到認知
[00:07:02.000 --> 00:07:08.000]  因為佢唔同意天主教對科學
[00:07:08.000 --> 00:07:12.000]  錯誤嘅解釋
[00:07:13.000 --> 00:07:17.000]  所以佢受到逼迫好多年
[00:07:17.000 --> 00:07:23.000]  加利諾一生努力
[00:07:23.000 --> 00:07:28.000]  不但止完成咗佢偉大嘅科學成就
[00:07:28.000 --> 00:07:34.000]  並且佢證實咗大自然係述說
[00:07:34.000 --> 00:07:39.000]  神創造嘅偉大同埋奇妙
[00:07:42.000 --> 00:07:44.000]  加利諾指出
[00:07:44.000 --> 00:07:49.000]  聖經能夠引導科學嘅研究
[00:07:49.000 --> 00:07:56.000]  我哋在座嘅科學研究嘅專家
[00:07:56.000 --> 00:08:03.000]  可以參考加利諾嘅說話
[00:08:03.000 --> 00:08:11.000]  聖經可以引導科學嘅研究
[00:08:13.000 --> 00:08:18.000]  喺銀幕上我哋睇到佢強調
[00:08:18.000 --> 00:08:24.000]  用科學推論嘅書籍
[00:08:24.000 --> 00:08:29.000]  同埋人能夠理解嘅聖經
[00:08:29.000 --> 00:08:34.000]  都描寫大自然嘅變化
[00:08:34.000 --> 00:08:41.000]  並且非常相似
[00:08:42.000 --> 00:08:45.000]  天主教經過多次嘅考察之後
[00:08:45.000 --> 00:08:49.000]  承認佢哋過去
[00:08:49.000 --> 00:08:52.000]  所做的事
[00:08:52.000 --> 00:08:56.000]  同埋自己所做嘅事
[00:08:56.000 --> 00:09:00.000]  同埋自己所做嘅事
[00:09:00.000 --> 00:09:03.000]  同埋自己所做嘅事
[00:09:03.000 --> 00:09:07.000]  同埋自己所做嘅事
[00:09:07.000 --> 00:09:11.000]  同埋自己所做嘅事
[00:09:12.000 --> 00:09:14.000]  同埋自己所做嘅事
[00:09:14.000 --> 00:09:17.000]  同埋自己所做嘅事
[00:09:17.000 --> 00:09:20.000]  同埋自己所做嘅事
[00:09:20.000 --> 00:09:23.000]  同埋自己所做嘅事
[00:09:23.000 --> 00:09:26.000]  同埋自己所做嘅事
[00:09:26.000 --> 00:09:29.000]  同埋自己所做嘅事
[00:09:29.000 --> 00:09:32.000]  同埋自己所做嘅事
[00:09:32.000 --> 00:09:35.000]  同埋自己所做嘅事
[00:09:35.000 --> 00:09:38.000]  同埋自己所做嘅事
