
[00:00:00.000 --> 00:00:06.400]  在上個主日,那個訊息是講到
[00:00:06.400 --> 00:00:11.600]  是喜樂的生命
[00:00:11.600 --> 00:00:15.200]  當時余牧師提到一個實例
[00:00:15.200 --> 00:00:17.400]  那個例子是這樣講的
[00:00:17.400 --> 00:00:23.000]  他說有一個爸爸和孩子一起去推車
[00:00:23.000 --> 00:00:24.800]  這架車在前行
[00:00:24.800 --> 00:00:28.000]  其實主要出力的是那個爸爸
[00:00:28.000 --> 00:00:32.000]  但小朋友看到一起來推
[00:00:32.000 --> 00:00:34.000]  這架車一直有動
[00:00:34.000 --> 00:00:37.400]  其實小朋友同樣感到很喜樂
[00:00:37.400 --> 00:00:39.400]  當時我聽了這個例子
[00:00:39.400 --> 00:00:43.400]  內心都有一些感動
[00:00:43.400 --> 00:00:48.400]  覺得在過去的成長裏
[00:00:48.400 --> 00:00:51.400]  神都在自己的生命當中
[00:00:51.400 --> 00:00:53.800]  有不少的推動
[00:00:53.800 --> 00:00:56.800]  讓我可以去服侍神
[00:00:56.800 --> 00:00:59.400]  或者其他人
[00:00:59.400 --> 00:01:05.400]  有機會看到一些未信的人去認識神
[00:01:05.400 --> 00:01:07.600]  他的生命的改變
[00:01:07.600 --> 00:01:10.600]  也有機會和弟兄姊妹閒談
[00:01:10.600 --> 00:01:12.200]  或者心交
[00:01:12.200 --> 00:01:15.200]  都是一些很喜樂的事情
[00:01:15.200 --> 00:01:16.400]  余牧師也提到
[00:01:16.400 --> 00:01:19.800]  神已經將最豐厚的愛
[00:01:19.800 --> 00:01:22.800]  賜給每一位弟兄姊妹
[00:01:22.800 --> 00:01:27.400]  讓我們可以得著王子、公主
[00:01:27.400 --> 00:01:31.000]  這個尊貴的身份
[00:01:31.000 --> 00:01:33.200]  我們可以為此去喜樂
[00:01:33.200 --> 00:01:37.200]  不知道大家喜不喜歡你有這個身份
[00:01:37.200 --> 00:01:40.200]  有沒有為此去快樂呢
[00:01:40.200 --> 00:01:42.800]  讓我們彼此來到一起
[00:01:42.800 --> 00:01:45.400]  去建立我們的生命
[00:01:45.400 --> 00:01:47.800]  去榮耀我們的主
[00:01:47.800 --> 00:01:51.800]  其實培訓委員會都已經提了一段時間
[00:01:51.800 --> 00:01:56.600]  鼓勵我們去找一位弟兄或者姊妹
[00:01:56.600 --> 00:01:58.800]  成為我們的靈伴
[00:01:58.800 --> 00:02:02.800]  可以在靈裏面彼此去分享、交流
[00:02:02.800 --> 00:02:08.400]  讓我們在靈裏面一直繼續去成長
[00:02:08.400 --> 00:02:12.600]  一書四章七至二十一節這邊的經文
[00:02:12.600 --> 00:02:16.600]  提到神是我們愛的根源
[00:02:16.600 --> 00:02:24.200]  神愛我們甚至為我們犧牲了祂獨生的兒子
[00:02:24.200 --> 00:02:27.000]  耶穌捨己犧牲的愛
[00:02:27.000 --> 00:02:31.200]  都是成為我們一個學習愛的榜樣
[00:02:31.200 --> 00:02:34.200]  祂告訴我們什麼是愛
[00:02:34.200 --> 00:02:39.200]  聖靈賜給我們愛人的能力
[00:02:39.200 --> 00:02:41.600]  祂住在我們內心裏邊
[00:02:41.600 --> 00:02:46.200]  讓我們漸漸更多去認識、記讀
[00:02:46.200 --> 00:02:48.200]  學校祂的榜樣
[00:02:48.200 --> 00:02:53.200]  我們的選擇、我們的行動、我們的生活
[00:02:53.200 --> 00:03:00.200]  怎樣來顯出我們對神有一個渴慕、愛祂呢?
[00:03:00.200 --> 00:03:03.200]  在第七第八節提到
[00:03:03.200 --> 00:03:07.200]  凡有愛心的都是由神而生
[00:03:07.200 --> 00:03:09.200]  並且認識神
[00:03:09.200 --> 00:03:13.200]  沒有愛心的就不認識神
[00:03:13.200 --> 00:03:16.200]  因為神就是愛
[00:03:16.200 --> 00:03:24.200]  真正的愛就好像神那樣的無私、聖潔、公義
[00:03:24.200 --> 00:03:29.200]  對人完全接納那份的愛
[00:03:29.200 --> 00:03:32.200]  我們如果真的去認識這位神
[00:03:32.200 --> 00:03:36.200]  就好像主耶穌去愛別人
[00:03:36.200 --> 00:03:40.200]  肯為別人去犧牲自己的利益
[00:03:40.200 --> 00:03:45.200]  基督就是我們學習的一個榜樣
[00:03:45.200 --> 00:03:51.200]  和世界的價值觀截然不同
[00:03:51.200 --> 00:03:53.200]  一漢他勸我們
[00:03:53.200 --> 00:03:56.200]  他說神這樣去愛我們
[00:03:56.200 --> 00:03:59.200]  為我們去犧牲自己
[00:03:59.200 --> 00:04:03.200]  我們都應當彼此相愛
[00:04:03.200 --> 00:04:06.200]  在九至十二節的經文都有提示
[00:04:06.200 --> 00:04:10.200]  神是猜他的獨生兒子耶穌基督
[00:04:10.200 --> 00:04:13.200]  成為我們的拯救
[00:04:13.200 --> 00:04:15.200]  一個贖罪
[00:04:15.200 --> 00:04:19.200]  他甚至被釘死在十字架上
[00:04:19.200 --> 00:04:22.200]  頂上了我們應有的刑罰
[00:04:22.200 --> 00:04:26.200]  止息了神對罪惡的怒氣
[00:04:26.200 --> 00:04:32.200]  耶穌所獻上的都是遮蓋了我們的罪
[00:04:32.200 --> 00:04:36.200]  就是因為他愛我們願意為我們受苦
[00:04:36.200 --> 00:04:39.200]  甚至犧牲了他的生命
[00:04:39.200 --> 00:04:42.200]  解決了我們犯罪的問題
[00:04:42.200 --> 00:04:44.200]  我們得以釋放
[00:04:44.200 --> 00:04:48.200]  不再被罪來到纏繞
[00:04:48.200 --> 00:04:52.200]  神愛我們的心就是這樣顯明了
[00:04:52.200 --> 00:04:55.200]  神既然是這樣愛我們
[00:04:55.200 --> 00:05:00.200]  我們應該彼此去相愛
[00:05:00.200 --> 00:05:04.200]  我們看前文《約翰一書》三章十六節
[00:05:04.200 --> 00:05:06.200]  主為我們寫命
[00:05:06.200 --> 00:05:10.200]  我們彼此就知道何為愛
[00:05:10.200 --> 00:05:14.200]  我們也當為弟兄寫命
[00:05:14.200 --> 00:05:17.200]  真實的愛是有行動
[00:05:17.200 --> 00:05:22.200]  能夠無私寫己去施予
[00:05:22.200 --> 00:05:26.200]  不去期望有什麼回報
[00:05:26.200 --> 00:05:28.200]  讓我們去服侍人
[00:05:28.200 --> 00:05:31.200]  都是有這樣的心
[00:05:31.200 --> 00:05:35.200]  最大的愛甚至是為著別人
[00:05:35.200 --> 00:05:38.200]  能夠去犧牲生命
[00:05:38.200 --> 00:05:41.200]  在約翰一章十八節有提到
[00:05:41.200 --> 00:05:45.200]  約翰說:從來沒有人看見神
[00:05:45.200 --> 00:05:47.200]  只有在腐壞裡的獨生子
[00:05:47.200 --> 00:05:50.200]  將祂表明出來
[00:05:50.200 --> 00:05:53.200]  我們能夠彼此相愛
[00:05:53.200 --> 00:05:57.200]  神是透過我們這個相愛的行動
[00:05:57.200 --> 00:05:59.200]  去啟示祂自己
[00:05:59.200 --> 00:06:04.200]  祂就是在當中
[00:06:04.200 --> 00:06:08.200]  祂的愛在我們的生命當中運行
[00:06:08.200 --> 00:06:13.200]  讓我們知道如何彼此服侍
[00:06:13.200 --> 00:06:17.200]  能夠忠誠地去愛神
[00:06:17.200 --> 00:06:19.200]  如我們所行
[00:06:19.200 --> 00:06:23.200]  神可能交託給我們一些親人
[00:06:23.200 --> 00:06:27.200]  朋友或者弟兄姊妹
[00:06:27.200 --> 00:06:31.200]  神可能讓你去關心兩個人
[00:06:31.200 --> 00:06:33.200]  三個人
[00:06:33.200 --> 00:06:34.200]  四個人
[00:06:34.200 --> 00:06:36.200]  或者二十個
[00:06:36.200 --> 00:06:39.200]  甚至二百位
[00:06:39.200 --> 00:06:42.200]  你可以接觸到的
[00:06:42.200 --> 00:06:45.200]  可能是同事、親友
[00:06:45.200 --> 00:06:47.200]  不需要懼怕
[00:06:47.200 --> 00:06:51.200]  因為神應許要賜能力給我們
[00:06:51.200 --> 00:06:56.200]  祂會幫助我們完成祂要我們的服侍
[00:06:56.200 --> 00:06:59.200]  在今年三月三至六日
[00:06:59.200 --> 00:07:03.200]  有機會去吉安交流
[00:07:03.200 --> 00:07:04.200]  在三月六日
[00:07:04.200 --> 00:07:06.200]  星期日的主日上午
[00:07:06.200 --> 00:07:08.200]  他們不是崇拜
[00:07:08.200 --> 00:07:10.200]  他們在下午崇拜
[00:07:10.200 --> 00:07:14.200]  在上午的栽培旅邊之後
[00:07:14.200 --> 00:07:17.200]  有一位傳道人帶一位姊妹
[00:07:17.200 --> 00:07:19.200]  來到我庚前
[00:07:19.200 --> 00:07:23.200]  他說:「陳牧師,你為這位姊妹代禱?」
[00:07:23.200 --> 00:07:25.200]  我說:「有什麼事代禱呢?」
[00:07:25.200 --> 00:07:27.200]  問這位姊妹
[00:07:27.200 --> 00:07:32.200]  她當時手抱著一個嬰兒
[00:07:32.200 --> 00:07:36.200]  原來她的肝有問題
[00:07:36.200 --> 00:07:40.200]  她偶爾在聚會當中聽到她咳嗽
[00:07:40.200 --> 00:07:44.200]  看上去她的臉色也不太好
[00:07:44.200 --> 00:07:48.200]  問了這位媽媽李姊妹
[00:07:48.200 --> 00:07:53.200]  她說:「這個嬰兒已經看過醫生多次了」
[00:07:53.200 --> 00:07:59.200]  「但好像沒有改善她的情況」
[00:07:59.200 --> 00:08:03.200]  「而且如果要再進醫院」
[00:08:03.200 --> 00:08:06.200]  「也需要一筆頗大的費用」
[00:08:06.200 --> 00:08:10.200]  「但醫生也不保證進了醫院」
[00:08:10.200 --> 00:08:14.200]  「是否可以幫助她這個病」
[00:08:14.200 --> 00:08:17.200]  「可以一直得到很好的治療」
[00:08:17.200 --> 00:08:19.200]  「雖然已經付了錢」
[00:08:19.200 --> 00:08:21.200]  「但醫生也沒有保證」
[00:08:21.200 --> 00:08:29.200]  當然,各道醫生也有不同的表達
[00:08:29.200 --> 00:08:31.200]  有不同的情況
[00:08:31.200 --> 00:08:34.200]  會有不同的情況
[00:08:34.200 --> 00:08:37.200]  是一個不肯定
[00:08:37.200 --> 00:08:41.200]  當時跟她祈禱之後
[00:08:41.200 --> 00:08:45.200]  也跟其他香港隊的弟兄姊妹分享
[00:08:45.200 --> 00:08:49.200]  聖靈也在我們內心有一個感動
[00:08:49.200 --> 00:08:52.200]  希望不單單為她祈禱
[00:08:52.200 --> 00:08:55.200]  所以各人也按感動
[00:08:55.200 --> 00:08:59.200]  奉獻了一些人民幣
[00:08:59.200 --> 00:09:05.200]  集資了幾千元來支持這位李姊妹
[00:09:05.200 --> 00:09:12.200]  請她用這些錢為她的孩子去看醫生
[00:09:12.200 --> 00:09:16.200]  希望醫生能夠幫助她
[00:09:16.200 --> 00:09:19.200]  其後我們回到香港
[00:09:19.200 --> 00:09:23.200]  也有繼續紀念這位BB女
[00:09:23.200 --> 00:09:26.200]  她曾經回到貴州找中醫師
[00:09:26.200 --> 00:09:29.200]  因為看了很多西醫都不行
[00:09:29.200 --> 00:09:31.200]  後來又回到吉安
[00:09:31.200 --> 00:09:36.200]  也繼續求神憐憫這位BB女
[00:09:36.200 --> 00:09:41.200]  在過去我們多數是整體奉獻給教會的需要
[00:09:41.200 --> 00:09:45.200]  很少是個別支援
[00:09:45.200 --> 00:09:48.200]  個別有需要的弟兄姊妹
[00:09:48.200 --> 00:09:52.200]  也有的,但不是整體
[00:09:52.200 --> 00:09:57.200]  可能是個別的弟兄姊妹知道她去關心
[00:09:57.200 --> 00:10:04.200]  神都讓我們去學習去服侍吉安的弟兄姊妹
[00:10:04.200 --> 00:10:06.200]  學習關心
[00:10:06.200 --> 00:10:08.200]  不單單是金錢
[00:10:08.200 --> 00:10:15.200]  更加要求神去祝福這些有需要的家庭
[00:10:15.200 --> 00:10:20.200]  第二方面,神的靈住在我們裡邊
[00:10:20.200 --> 00:10:26.200]  我們有祂的生命,能夠活出主的愛
[00:10:26.200 --> 00:10:32.200]  之前,約翰他勸喻信徒彼此相愛
[00:10:32.200 --> 00:10:35.200]  帶到13至16節的經文
[00:10:35.200 --> 00:10:39.200]  是一個肯定,就是要去實踐
[00:10:39.200 --> 00:10:42.200]  不單單是在頭腦上去認識
[00:10:42.200 --> 00:10:48.200]  有所行動,在生活裡邊去實踐彼此相愛
[00:10:48.200 --> 00:10:55.200]  正如第一段經文彼得前書四章第七至第九節
[00:10:55.200 --> 00:10:59.200]  所以你們要謹慎自守,警醒禱告
[00:10:59.200 --> 00:11:03.200]  最要緊的是彼此切實相愛
[00:11:03.200 --> 00:11:06.200]  因為愛能滋染許多的罪
[00:11:06.200 --> 00:11:11.200]  你們要互相款待,不發怨言
[00:11:11.200 --> 00:11:17.200]  謹慎自守,是形容信徒有一個冷靜的頭腦
[00:11:17.200 --> 00:11:22.200]  他思想持平,能夠控制自己
[00:11:22.200 --> 00:11:26.200]  常常願意去禱告
[00:11:26.200 --> 00:11:32.200]  尋求神的帶領指引,尋求神的幫助
[00:11:32.200 --> 00:11:36.200]  在禱告上警醒謹守
[00:11:36.200 --> 00:11:40.200]  在新約當中是一個很重要的教導
[00:11:40.200 --> 00:11:43.200]  正如哥羅西書四章第二節
[00:11:43.200 --> 00:11:46.200]  它說你們要行切禱告
[00:11:46.200 --> 00:11:48.200]  在此警醒感恩
[00:11:48.200 --> 00:11:53.200]  行切代表我們能夠持久、忍耐
[00:11:53.200 --> 00:11:55.200]  以禱告去交託
[00:11:55.200 --> 00:11:58.200]  表示我們對神是有信心
[00:11:58.200 --> 00:12:01.200]  即使禱告了一段時間
[00:12:01.200 --> 00:12:03.200]  神未答覆
[00:12:03.200 --> 00:12:06.200]  我們仍然繼續去交託
[00:12:06.200 --> 00:12:08.200]  對神是有信心
[00:12:08.200 --> 00:12:11.200]  信得過神有祂的時候
[00:12:11.200 --> 00:12:17.200]  讓我們在生命當中慢慢成長、體會
