
[00:00:00.000 --> 00:00:02.000]  好,聽慈眉大大講解
[00:00:02.000 --> 00:00:04.000]  (慈眉大大講解)
[00:00:04.000 --> 00:00:20.000]  (慈眉大大講解)
[00:00:20.000 --> 00:00:23.000]  我們這些呼召做全世界的傳道人
[00:00:23.000 --> 00:00:26.000]  今天上帝要呼召每一個神的兒女
[00:00:26.000 --> 00:00:27.000]  當你信了耶穌的時候
[00:00:27.000 --> 00:00:28.000]  你就是傳道人
[00:00:28.000 --> 00:00:30.000]  跟你旁邊說你就是傳道人
[00:00:30.000 --> 00:00:33.000]  所以呢
[00:00:33.000 --> 00:00:35.000]  為什麼講末世的傳道人
[00:00:35.000 --> 00:00:36.000]  因為現在就是末世
[00:00:36.000 --> 00:00:39.000]  末世你可以看見在喜書裡面
[00:00:39.000 --> 00:00:40.000]  讓我們看見說
[00:00:40.000 --> 00:00:42.000]  神要興起他的兒女們來
[00:00:42.000 --> 00:00:43.000]  聽慈眉
[00:00:43.000 --> 00:00:45.000]  沒有一個人你可以避免到
[00:00:45.000 --> 00:00:47.000]  這個末世所要面臨到的事情
[00:00:47.000 --> 00:00:48.000]  這些後面
[00:00:48.000 --> 00:00:50.000]  這裡面所提到一個一個
[00:00:50.000 --> 00:00:51.000]  越來越厲害的
[00:00:51.000 --> 00:00:53.000]  這些的審判
[00:00:53.000 --> 00:00:54.000]  這些的災難
[00:00:54.000 --> 00:00:58.000]  這個不是只有跟外邦人有關係的
[00:00:58.000 --> 00:01:01.000]  這些是跟所有全世界人都有關係的
[00:01:01.000 --> 00:01:03.000]  因此我們需要更多的來明白
[00:01:03.000 --> 00:01:06.000]  神在我們基督徒身上的心意
[00:01:06.000 --> 00:01:08.000]  神在這個世代的心意
[00:01:08.000 --> 00:01:10.000]  好叫我們知道怎麼樣子來回應
[00:01:10.000 --> 00:01:12.000]  這個末世上帝對我們的呼召
[00:01:12.000 --> 00:01:15.000]  那麼我們上禮拜講到說
[00:01:15.000 --> 00:01:17.000]  約翰他吃了這個書卷
[00:01:17.000 --> 00:01:20.000]  然後神就要他去發預言
[00:01:20.000 --> 00:01:23.000]  想多民多國多方多族
[00:01:23.000 --> 00:01:25.000]  向他們發預言
[00:01:25.000 --> 00:01:26.000]  那丁慈眉我們也提到說
[00:01:26.000 --> 00:01:30.000]  我們福音要傳遍天下
[00:01:30.000 --> 00:01:32.000]  這個是很重要的一件事情
[00:01:32.000 --> 00:01:33.000]  傳遍天下
[00:01:33.000 --> 00:01:35.000]  然後末期才會來到
[00:01:35.000 --> 00:01:37.000]  所以我們不但要跟我們自己的同胞傳福音
[00:01:37.000 --> 00:01:40.000]  我們跟我們自己同語言同文化的人傳福音
[00:01:40.000 --> 00:01:42.000]  我們也要跟那些非我族類
[00:01:42.000 --> 00:01:44.000]  跟那些穆斯林跟這些
[00:01:44.000 --> 00:01:46.000]  像我們為什麼為這些穆斯林禱告
[00:01:46.000 --> 00:01:47.000]  親愛丁慈眉
[00:01:47.000 --> 00:01:50.000]  因為我們看到末世神的計劃裡面
[00:01:50.000 --> 00:01:52.000]  神也要得到這些穆斯林
[00:01:52.000 --> 00:01:56.000]  神也要得到這世界上許多的未得之民
[00:01:56.000 --> 00:02:02.000]  那丁慈眉接著十一章開始
[00:02:02.000 --> 00:02:08.000]  主要會談到有兩個見證人
[00:02:08.000 --> 00:02:12.000]  這兩個見證人又是神
[00:02:12.000 --> 00:02:14.000]  接著這兩個見證人
[00:02:14.000 --> 00:02:18.000]  在當時候普天下面臨大逼迫
[00:02:18.000 --> 00:02:20.000]  大的災難的時候
[00:02:20.000 --> 00:02:24.000]  他們要出來傳道
[00:02:24.000 --> 00:02:26.000]  但是十一章這段聖經
[00:02:26.000 --> 00:02:30.000]  是啟示物語當中很難解的一段
[00:02:30.000 --> 00:02:32.000]  有各式各種不同的一些說法
[00:02:32.000 --> 00:02:36.000]  我不帶大家進入太深奧的一些神學的爭論裡面去
[00:02:36.000 --> 00:02:38.000]  我主要要從這段聖經讓我們看見
[00:02:38.000 --> 00:02:40.000]  那跟我們有什麼關係
[00:02:40.000 --> 00:02:42.000]  這也是每一次當我在講道的時候
[00:02:42.000 --> 00:02:44.000]  我要問的一件事情
[00:02:44.000 --> 00:02:46.000]  這個跟我們弟兄姊妹有什麼關係
[00:02:46.000 --> 00:02:49.000]  如果今天講的這篇我是在神學上講
[00:02:49.000 --> 00:02:51.000]  那我就會用這個地方
[00:02:51.000 --> 00:02:53.000]  我就專門講傳道人
[00:02:53.000 --> 00:02:55.000]  莫斯需要什麼樣傳道人
[00:02:55.000 --> 00:02:58.000]  但是對我們每一個弟兄姊妹來講
[00:02:58.000 --> 00:03:00.000]  這段經文
[00:03:00.000 --> 00:03:04.000]  神容許約翰寫出這段經文
[00:03:04.000 --> 00:03:06.000]  要我們看見一件事情
[00:03:06.000 --> 00:03:07.000]  它跟我有什麼關係呢
[00:03:07.000 --> 00:03:09.000]  它跟你我都有關係
[00:03:09.000 --> 00:03:17.000]  因為你我都是莫斯的上帝的見證人
[00:03:17.000 --> 00:03:19.000]  在這份聖經裡面
[00:03:19.000 --> 00:03:21.000]  我們首先來看
[00:03:21.000 --> 00:03:24.000]  在講到這兩個見證人之前
[00:03:24.000 --> 00:03:26.000]  第一節第二節
[00:03:26.000 --> 00:03:30.000]  上帝要約翰去做的一件事情
[00:03:30.000 --> 00:03:33.000]  這個事情很奇怪
[00:03:33.000 --> 00:03:37.000]  你看第一節第二節這裡告訴我們說
[00:03:37.000 --> 00:03:40.000]  上帝要約翰做什麼呢
[00:03:40.000 --> 00:03:42.000]  要他
[00:03:42.000 --> 00:03:44.000]  他就有一根尾子
[00:03:44.000 --> 00:03:47.000]  一根尾的尾子
[00:03:47.000 --> 00:03:52.000]  他賜給他當作良渡的帳
[00:03:52.000 --> 00:03:54.000]  我們稍微先看一下這個圖
[00:03:54.000 --> 00:03:56.000]  我們了解一下
[00:03:56.000 --> 00:03:58.000]  免得大家從頭到末
[00:03:58.000 --> 00:03:59.000]  講到後來
[00:03:59.000 --> 00:04:02.000]  大家已經有點不知道到底是什麼是什麼了
[00:04:02.000 --> 00:04:04.000]  啟示錄讓人家不太明白的就是因為
[00:04:04.000 --> 00:04:06.000]  很多這種意象性
[00:04:06.000 --> 00:04:09.000]  很多這種象徵性的一些東西
[00:04:09.000 --> 00:04:15.000]  你看看我們曾經講過七個印對不對
[00:04:15.000 --> 00:04:16.000]  然後呢
[00:04:16.000 --> 00:04:18.000]  七個號是不是
[00:04:18.000 --> 00:04:20.000]  現在我們已經七號快講完了
[00:04:20.000 --> 00:04:22.000]  那接著下面就是什麼呢
[00:04:22.000 --> 00:04:24.000]  七個碗
[00:04:24.000 --> 00:04:26.000]  那你看看
[00:04:26.000 --> 00:04:28.000]  這個時間表來講
[00:04:28.000 --> 00:04:33.000]  這個是所謂的七年的大災難
[00:04:33.000 --> 00:04:37.000]  七年的大災難前三年半後三年半
[00:04:37.000 --> 00:04:39.000]  那你看看
[00:04:39.000 --> 00:04:41.000]  所以在這個地方
[00:04:41.000 --> 00:04:42.000]  就讓我們看見說
[00:04:42.000 --> 00:04:44.000]  十一章
[00:04:44.000 --> 00:04:47.000]  可以說是一個很關鍵的一章
[00:04:47.000 --> 00:04:50.000]  因為這時候已經開始了
[00:04:50.000 --> 00:04:56.000]  後面三年半的這個大災難
[00:04:56.000 --> 00:05:00.000]  所以在這個十一章一開始的時候
[00:05:00.000 --> 00:05:02.000]  第一節第二節
[00:05:02.000 --> 00:05:06.000]  上帝就要約翰看見說
[00:05:06.000 --> 00:05:09.000]  有一個位子給他來去量度
[00:05:09.000 --> 00:05:11.000]  量度什麼呢
[00:05:11.000 --> 00:05:13.000]  量聖殿
[00:05:13.000 --> 00:05:14.000]  量什麼呢
[00:05:14.000 --> 00:05:15.000]  量聖殿
[00:05:15.000 --> 00:05:18.000]  然後量聖殿的祭壇
[00:05:18.000 --> 00:05:23.000]  還有在聖殿當中禮拜的人
[00:05:23.000 --> 00:05:24.000]  我們看一下
[00:05:24.000 --> 00:05:26.000]  我們看一下這個
[00:05:26.000 --> 00:05:29.000]  我們看一下這個
[00:05:29.000 --> 00:05:37.000]  在當時候耶穌時代的這個聖殿
[00:05:37.000 --> 00:05:39.000]  你看一下
[00:05:39.000 --> 00:05:41.000]  所以大概你從這個當中
[00:05:41.000 --> 00:05:43.000]  可以有一個概念
[00:05:43.000 --> 00:05:45.000]  聖殿當你一進去的時候
[00:05:45.000 --> 00:05:47.000]  是外院
[00:05:47.000 --> 00:05:50.000]  或者說外邦人院
[00:05:50.000 --> 00:05:52.000]  然後再過來是什麼
[00:05:52.000 --> 00:05:54.000]  內院
[00:05:54.000 --> 00:05:55.000]  是不是
[00:05:55.000 --> 00:05:58.000]  然後再進去呢
[00:05:58.000 --> 00:06:00.000]  外殿
