
[00:00:00.000 --> 00:00:04.080]  有一個小朋友問他媽媽
[00:00:04.080 --> 00:00:07.380]  媽媽,爲什麼你那麼容易哭呢?
[00:00:07.380 --> 00:00:10.560]  他媽媽的答案是,因爲我是女人
[00:00:10.560 --> 00:00:12.560]  男孩子說,我不太明白
[00:00:12.560 --> 00:00:15.520]  媽媽說,你永遠都不會明白的
[00:00:15.520 --> 00:00:18.680]  後來這個小孩子就去問他爸爸
[00:00:18.680 --> 00:00:21.840]  爲什麼媽媽會無緣無故哭呢?
[00:00:21.840 --> 00:00:25.120]  他爸爸說,所有女人都是這樣的
[00:00:25.120 --> 00:00:28.400]  當這個小孩子成長了,成爲一個大人之後
[00:00:28.400 --> 00:00:30.200]  成爲一個真真正正的男人
[00:00:30.200 --> 00:00:33.600]  他仍然都不明白女人爲什麼那麼容易哭
[00:00:33.600 --> 00:00:35.240]  最後他打電話給上帝
[00:00:35.240 --> 00:00:37.440]  當上帝拿起電話的時候,他就說
[00:00:37.440 --> 00:00:40.360]  上帝,女人爲什麼那麼容易會哭呢?
[00:00:40.360 --> 00:00:43.120]  上帝回答說,當我創造女人的時候
[00:00:43.120 --> 00:00:44.880]  讓她是很特別的
[00:00:44.880 --> 00:00:50.360]  如果你旁邊的是姐妹的話,你跟她說一聲,你是很特別的
[00:00:50.360 --> 00:00:53.760]  我使得她肩膊能夠挑起整個世界的重擔
[00:00:53.760 --> 00:00:56.600]  但是卻是柔情似水
[00:00:56.600 --> 00:01:00.360]  我讓她內心很堅強,能夠承受分娩的痛苦
[00:01:00.360 --> 00:01:03.840]  和忍受自己孩子多次的拒絕
[00:01:03.840 --> 00:01:08.440]  我賦予她內心使得她在被人放棄的時候繼續堅持
[00:01:08.440 --> 00:01:11.960]  並且無怨無悔地照顧自己的家人
[00:01:11.960 --> 00:01:14.480]  渡過疾病和疲勞
[00:01:14.480 --> 00:01:19.400]  我更加賦予她在任何情況之下都愛她的兒女
[00:01:19.400 --> 00:01:22.080]  即使她的兒女傷害了她
[00:01:22.080 --> 00:01:24.960]  我賦予她包容丈夫過錯的堅強
[00:01:24.960 --> 00:01:28.520]  和用她丈夫的肋骨去塑造成她
[00:01:28.520 --> 00:01:31.880]  最後我讓她可以流淚,只要她願意
[00:01:31.880 --> 00:01:33.720]  這個是她獨特的
[00:01:33.720 --> 00:01:37.320]  跟你旁邊的女士說一聲,你的流淚是因爲你獨特
[00:01:37.320 --> 00:01:43.960]  你看女人的漂亮不是因爲她穿什麼衣服
[00:01:43.960 --> 00:01:47.920]  她的身形保持如何,或者她梳什麼髮型
[00:01:47.920 --> 00:01:51.000]  女性的漂亮是必須從她的眼睛去看
[00:01:51.000 --> 00:01:58.240]  因爲眼睛是她心靈之窗和愛所居住的地方
[00:01:58.240 --> 00:02:01.320]  你看看你旁邊的女士的眼神,跟她說一聲
[00:02:01.320 --> 00:02:02.600]  神很愛你
[00:02:02.600 --> 00:02:09.440]  在聖經裏面有兩個很偉大的母親
[00:02:09.440 --> 00:02:11.600]  是普羅寫信給提摩太
[00:02:11.600 --> 00:02:15.080]  普羅有兩個屬靈兒子,包括提摩太和提多
[00:02:15.080 --> 00:02:17.560]  他和這兩個屬靈兒子寫了三封信
[00:02:17.560 --> 00:02:20.720]  所有提摩太前書、提摩太後書和提多書
[00:02:20.720 --> 00:02:26.920]  我們知道提摩太極有可能是一個單親家庭
[00:02:26.920 --> 00:02:30.480]  所以在她成長裏面也有缺陷的地方
[00:02:30.480 --> 00:02:35.520]  普羅針對提摩太的成長缺陷提出了很多鼓勵的說話
[00:02:35.520 --> 00:02:39.640]  普羅沒有直接指到提摩太的缺陷和弱項
[00:02:39.640 --> 00:02:45.280]  反而是針對她的缺陷和弱項說了很多鼓勵的說話
[00:02:45.280 --> 00:02:46.800]  我們看提摩太後書一章五節
[00:02:46.800 --> 00:02:50.760]  她說想到你心裏蒙你的信,即是誠實的信
[00:02:50.760 --> 00:02:57.160]  這信是先在你愛祖母羅爾和你母親尤尼基心裏面
[00:02:57.160 --> 00:03:00.640]  由她的婆婆傳到她媽媽
[00:03:00.640 --> 00:03:03.280]  她媽媽傳到提摩太
[00:03:03.280 --> 00:03:05.800]  她說我深信也在你心裏面
[00:03:05.800 --> 00:03:09.200]  信心是必須有行爲的
[00:03:09.200 --> 00:03:14.320]  雅各書說信心沒有行爲的信心是死的
[00:03:14.320 --> 00:03:20.800]  女士怎麼表達她們的信仰往往是她們影響下一代的那種行爲
[00:03:20.800 --> 00:03:23.000]  女士和男士不同
[00:03:23.000 --> 00:03:26.040]  女士多半是比較實際的
[00:03:26.040 --> 00:03:27.760]  男士,他不像男士一樣
[00:03:27.760 --> 00:03:30.800]  你很少聽到女士坐在那裏喫飯後會討論
[00:03:30.800 --> 00:03:33.840]  上帝會不會做一個石頭大到連她自己的臺尾
[00:03:33.840 --> 00:03:37.240]  這些問題在女士來說是廢話
[00:03:37.240 --> 00:03:38.520]  女士只會問
[00:03:38.520 --> 00:03:41.560]  在家門口的石頭大到那麼誇張,我搬不動
[00:03:41.560 --> 00:03:44.160]  爲什麼上帝不找人幫我搬動它
[00:03:44.160 --> 00:03:45.760]  女士的信仰是很實際
[00:03:45.760 --> 00:03:49.760]  她不會討論一些虛無縹緲形意上的問題
[00:03:49.760 --> 00:03:54.360]  她是很踏實地活出了信仰
[00:03:54.360 --> 00:03:57.200]  這種信心是代代相傳的
[00:03:57.200 --> 00:03:59.960]  由婆婆傳到媽媽
[00:03:59.960 --> 00:04:02.920]  由媽媽傳到提摩太
[00:04:02.920 --> 00:04:04.680]  一個有信心的人
[00:04:04.680 --> 00:04:06.840]  有六方面的表現
[00:04:06.840 --> 00:04:09.120]  是會成爲你和我的幫助
[00:04:09.120 --> 00:04:14.720]  各位姐妹,今天我們要成爲一個母親撫養我們的下一代
[00:04:14.720 --> 00:04:16.520]  我們不僅要供養她的物質
[00:04:16.520 --> 00:04:19.720]  我們更要讓她成爲一個好像提摩太一樣
[00:04:19.720 --> 00:04:22.680]  有無偽的信的人
[00:04:22.680 --> 00:04:24.400]  今天我們的組長
[00:04:24.400 --> 00:04:27.280]  我們也成爲了屬靈的母親、父親
[00:04:27.280 --> 00:04:29.400]  我們要這樣供養我們的組員
[00:04:29.400 --> 00:04:32.560]  我們不是供養他們任何的物質
[00:04:32.560 --> 00:04:36.960]  而是讓他們成爲一個充滿無偽的信心的人
[00:04:36.960 --> 00:04:38.680]  因爲有無偽信心的人
[00:04:38.680 --> 00:04:40.160]  他的生命會是怎樣呢?
[00:04:40.160 --> 00:04:42.880]  是充滿了自信的
[00:04:42.880 --> 00:04:45.640]  一個人是否很魅力呢?
[00:04:45.640 --> 00:04:48.440]  是來自有無自信
[00:04:48.440 --> 00:04:49.840]  一個有自信的人
[00:04:49.840 --> 00:04:54.560]  自然就很有魅力和吸引力
[00:04:54.560 --> 00:04:55.920]  所以跟你姐妹說一聲
[00:04:55.920 --> 00:04:59.720]  你需要有自信
[00:04:59.720 --> 00:05:01.440]  說到這裏的時候
[00:05:01.440 --> 00:05:07.240]  當我們不去分辨基督徒和非基督徒有一個自信的來源的話
[00:05:07.240 --> 00:05:09.960]  今天基督徒,難怪今天基督教的信仰
[00:05:09.960 --> 00:05:13.320]  我們不斷被外界的價值觀入侵
[00:05:13.320 --> 00:05:14.640]  我們在講聖經
[00:05:14.640 --> 00:05:20.720]  但實際我們偷偷地將外界的價值觀
[00:05:20.720 --> 00:05:22.520]  灌輸進了聖經裏
[00:05:22.520 --> 00:05:24.880]  而不是聖經的原意
[00:05:24.880 --> 00:05:26.240]  這個很恐怖
[00:05:26.240 --> 00:05:28.040]  當有人在講聖經
[00:05:28.040 --> 00:05:30.720]  但背後的價值觀是來自世界
[00:05:30.720 --> 00:05:32.080]  而不是聖經的價值觀
[00:05:32.080 --> 00:05:33.480]  是很恐怖的
[00:05:33.480 --> 00:05:35.400]  在講自信的時候
[00:05:35.400 --> 00:05:37.560]  不是基督徒的自信是來自什麼呢
[00:05:37.560 --> 00:05:39.440]  是來自他的外表
[00:05:39.440 --> 00:05:40.880]  來自他的打扮
[00:05:40.880 --> 00:05:42.280]  來自他的學識
[00:05:42.280 --> 00:05:43.680]  來自他的收入
[00:05:43.680 --> 00:05:45.360]  來自他的物質的享受
[00:05:45.360 --> 00:05:46.640]  來自他的學歷
[00:05:46.640 --> 00:05:48.520]  來自他的成就
[00:05:48.520 --> 00:05:52.080]  這是非信徒的自信的來源
[00:05:52.080 --> 00:05:53.800]  但是基督徒呢
[00:05:53.800 --> 00:05:56.160]  基督徒剛剛相反
[00:05:56.160 --> 00:05:59.400]  基督徒覺得這一切都不可以成爲他自信的來源
[00:05:59.400 --> 00:06:03.400]  因爲這一切都不可以成爲他誇口的地方
[00:06:03.400 --> 00:06:06.080]  縱使我擁有三個博士學位
[00:06:06.080 --> 00:06:08.080]  縱使我家財億貫
[00:06:08.080 --> 00:06:08.920]  不是萬貫
[00:06:08.920 --> 00:06:11.080]  萬貫是沒有意義的
[00:06:11.080 --> 00:06:14.720]  我能夠有幾架私人飛機
[00:06:14.720 --> 00:06:17.280]  我的智商爆棚
[00:06:17.280 --> 00:06:19.800]  比愛因斯坦還要厲害
[00:06:19.800 --> 00:06:23.720]  但這一切都不是我們充滿自信的來源
[00:06:23.720 --> 00:06:24.920]  如果是的話
[00:06:24.920 --> 00:06:27.400]  我跟非信徒是沒有分別的
[00:06:27.400 --> 00:06:29.120]  危險之處在這裏
[00:06:29.120 --> 00:06:30.400]  當我們講自信的時候
[00:06:30.400 --> 00:06:33.160]  其實我們引入了世界的價值觀的話
[00:06:33.160 --> 00:06:35.560]  基督徒和非基督徒就沒有分別了
[00:06:35.560 --> 00:06:37.320]  所以難怪今天教會里面
[00:06:37.320 --> 00:06:38.680]  我們都很強調
[00:06:38.680 --> 00:06:40.840]  是信徒他們的背景
[00:06:40.840 --> 00:06:42.040]  他們的學歷
[00:06:42.040 --> 00:06:44.440]  會考成績考了幾個A
[00:06:44.440 --> 00:06:46.360]  他將會進到哪家哈佛大學
[00:06:46.360 --> 00:06:47.800]  劍橋大學
[00:06:47.800 --> 00:06:49.160]  我們強調這些東西
[00:06:49.160 --> 00:06:52.640]  這個洗腦就成爲了爸爸媽媽的面子
[00:06:52.640 --> 00:06:54.840]  成爲了他自信的來源
[00:06:54.840 --> 00:06:57.800]  這個是偷進來的價值觀
[00:06:57.800 --> 00:06:59.520]  真正的價值觀是什麼
[00:06:59.520 --> 00:07:00.760]  基督徒的自信
[00:07:00.760 --> 00:07:03.920]  是來自他一定要肯定一件事
[00:07:03.920 --> 00:07:05.880]  先要肯定一件事
[00:07:05.880 --> 00:07:08.000]  這一切他擁有的東西
[00:07:08.000 --> 00:07:12.000]  都不是他自信的來源
[00:07:12.000 --> 00:07:13.280]  跟你旁邊的人說一聲
[00:07:13.280 --> 00:07:14.480]  你所擁有的一切
[00:07:14.480 --> 00:07:20.600]  都不是你自信的來源
[00:07:20.600 --> 00:07:22.840]  我們只是擁有一樣東西
[00:07:22.840 --> 00:07:24.000]  成爲我們自信的來源
[00:07:24.000 --> 00:07:30.480]  因爲我相信上帝就是我們的後盾
[00:07:30.480 --> 00:07:36.600]  基督徒能夠誇的是十字架
[00:07:36.600 --> 00:07:37.880]  我們自信的來源
[00:07:37.880 --> 00:07:39.440]  是我們在上帝的救贖裏面
[00:07:39.440 --> 00:07:44.000]  找回我們自己的自我形象和真正的價值
[00:07:44.000 --> 00:07:45.200]  如果不是的話
[00:07:45.200 --> 00:07:49.840]  我們的自信和不信的人的自信是一模一樣
[00:07:49.840 --> 00:07:53.440]  那種自信可以去到驕傲
[00:07:53.440 --> 00:07:55.040]  但基督徒的自信
[00:07:55.040 --> 00:07:58.080]  那種魅力是來自我們的謙卑
[00:07:58.080 --> 00:08:02.880]  來自我們認定我們所擁有一切是不足而可誇
[00:08:02.880 --> 00:08:04.680]  這種自信很不同
[00:08:04.680 --> 00:08:07.600]  保羅就提出在提摩太後書一章七節
[00:08:07.600 --> 00:08:10.840]  因爲上帝刺激我們的不是膽怯的心
[00:08:10.840 --> 00:08:14.040]  而是剛強仁愛、緊守的心
[00:08:14.040 --> 00:08:15.360]  保羅爲什麼要提提摩太太
[00:08:15.360 --> 00:08:16.040]  我剛纔說了
[00:08:16.040 --> 00:08:18.360]  提摩太太是由兩個女士所湊提
[00:08:18.360 --> 00:08:22.360]  兩個家庭主婦所湊提
[00:08:22.360 --> 00:08:24.360]  她要成爲教會領袖
[00:08:24.360 --> 00:08:26.240]  她開始膽怯
[00:08:26.240 --> 00:08:27.520]  保羅跟她說
[00:08:27.520 --> 00:08:29.080]  你要剛強
[00:08:29.080 --> 00:08:30.880]  因爲提摩太太由兩個女士湊提
[00:08:30.880 --> 00:08:34.040]  她少了男性那種陽光氣
[00:08:34.040 --> 00:08:35.160]  保羅就跟她說
[00:08:35.160 --> 00:08:37.400]  你要剛強
[00:08:37.400 --> 00:08:38.720]  如果旁邊的是弟兄來的
[00:08:38.720 --> 00:08:43.240]  你跟他說一聲你要剛強
[00:08:43.240 --> 00:08:44.640]  不單止剛強
[00:08:44.640 --> 00:08:45.920]  有些人很剛強
[00:08:45.920 --> 00:08:47.960]  但是沒有仁愛
[00:08:47.960 --> 00:08:49.080]  有些人很剛強
[00:08:49.080 --> 00:08:50.080]  有人愛
[00:08:50.080 --> 00:08:52.600]  但是沒有緊守的心
[00:08:52.600 --> 00:08:55.640]  所以保羅提到這三樣東西不是亂說的
[00:08:55.640 --> 00:08:57.040]  是很有關係的
[00:08:57.040 --> 00:08:59.280]  我必須要剛強先行
[00:08:59.280 --> 00:09:01.600]  但是我背後有人愛
[00:09:01.600 --> 00:09:03.400]  與此同時我整個行爲
[00:09:03.400 --> 00:09:05.120]  是一個緊守的心
[00:09:05.120 --> 00:09:06.480]  去成爲我的剛強
[00:09:06.480 --> 00:09:07.480]  如果不是的話
[00:09:07.480 --> 00:09:09.720]  這種只是有勇無謀
[00:09:09.720 --> 00:09:11.640]  或者在胸口寫個勇字
[00:09:11.640 --> 00:09:13.080]  衝出去的那種剛強
[00:09:13.080 --> 00:09:14.760]  不是保羅所說的
[00:09:14.760 --> 00:09:18.120]  我們看到這種自信
[00:09:18.120 --> 00:09:19.600]  是來自哥倫多教書五章七字
[00:09:19.600 --> 00:09:22.560]  因爲我們所行事爲人是憑信心
[00:09:22.560 --> 00:09:24.360]  不是憑着眼見的
[00:09:24.360 --> 00:09:27.520]  信心是開了我們的眼界
[00:09:27.520 --> 00:09:32.080]  見到沒有可能的東西變成有可能
[00:09:32.080 --> 00:09:34.040]  一個沒有信心的人
[00:09:34.040 --> 00:09:37.400]  他看到的就是我現在擁有的東西
[00:09:37.400 --> 00:09:39.520]  明天我能夠成就的是
[00:09:39.520 --> 00:09:42.720]  今天我所延伸的東西
[00:09:42.720 --> 00:09:43.880]  再聽清楚
[00:09:43.880 --> 00:09:45.080]  沒有信心的人
[00:09:45.080 --> 00:09:47.360]  他所成就的是
[00:09:47.360 --> 00:09:51.440]  今天他擁有的東西的延伸
[00:09:51.440 --> 00:09:52.960]  但是有信心的人
[00:09:52.960 --> 00:09:55.400]  他看到的不是他今天所擁有的東西
[00:09:55.400 --> 00:09:58.360]  是超越他現在所擁有的東西
[00:09:58.360 --> 00:10:00.680]  是過於他現在所擁有的東西
[00:10:00.680 --> 00:10:03.280]  他看到有一件事會發生
[00:10:03.280 --> 00:10:05.120]  他看到有一些東西會發生
[00:10:05.120 --> 00:10:06.480]  他見到的未來
[00:10:06.480 --> 00:10:09.680]  是超越他現在所見到的
[00:10:09.680 --> 00:10:10.800]  我這樣說好像很抽象
[00:10:10.800 --> 00:10:11.800]  待會我舉些例子
[00:10:11.800 --> 00:10:13.160]  你會更加明白
[00:10:13.160 --> 00:10:15.480]  第二就是有信心的人
[00:10:15.480 --> 00:10:17.000]  能夠親近上帝
[00:10:17.000 --> 00:10:18.200]  時刻的親近上帝
[00:10:18.200 --> 00:10:19.920]  《喜白萊書》十一章第六節
[00:10:19.920 --> 00:10:21.160]  人非有信
[00:10:21.160 --> 00:10:23.440]  就不能夠得到上帝的喜悅
[00:10:23.440 --> 00:10:25.440]  因爲到上帝面前來的人
[00:10:25.440 --> 00:10:27.200]  必須信有上帝
[00:10:27.200 --> 00:10:28.160]  且信他
[00:10:28.160 --> 00:10:29.360]  想似那
[00:10:29.360 --> 00:10:30.400]  尋求他的人
[00:10:30.400 --> 00:10:31.400]  到你旁邊等着聽我的聲音
[00:10:31.400 --> 00:10:32.120]  你尋求上帝
[00:10:32.120 --> 00:10:33.240]  上帝必想似你
[00:10:33.240 --> 00:10:38.760]  等下節目當我們講基督教的時候
[00:10:38.760 --> 00:10:40.040]  是包括了
[00:10:40.040 --> 00:10:43.000]  當我們講一個廣義定義的基督教的時候
[00:10:43.000 --> 00:10:45.200]  可能你過往在你自己的教會里面成長
[00:10:45.200 --> 00:10:48.640]  你只知道基督教跟天主教有分別
[00:10:48.640 --> 00:10:51.000]  但是我們講廣義的基督教
[00:10:51.000 --> 00:10:54.240]  定義是包括了天主教
[00:10:54.240 --> 00:10:55.840]  東正教
[00:10:55.840 --> 00:10:58.840]  和改革
[00:10:58.840 --> 00:11:01.080]  改革中的教會
[00:11:01.080 --> 00:11:04.560]  甚至改革以後出現的
[00:11:04.560 --> 00:11:07.000]  一箇中派
[00:11:07.000 --> 00:11:07.920]  所以
[00:11:07.920 --> 00:11:10.000]  我們不可以只是給人感覺
[00:11:10.000 --> 00:11:11.680]  這個世界只有基督教和天主教
[00:11:11.680 --> 00:11:13.520]  這是一般人的認識
[00:11:13.520 --> 00:11:16.000]  還有一個叫東正教
[00:11:16.000 --> 00:11:17.000]  弟兄姊妹
[00:11:17.000 --> 00:11:21.040]  你要記住我們的信仰是困難的
[00:11:21.040 --> 00:11:24.480]  因爲我們的上帝是無形象的
[00:11:24.480 --> 00:11:25.920]  我們見不到的
[00:11:25.920 --> 00:11:27.640]  所以甚至有些信徒
[00:11:27.640 --> 00:11:28.720]  包括天主教的信徒
[00:11:28.720 --> 00:11:29.720]  包括東正教的信徒
[00:11:29.720 --> 00:11:31.320]  包括基督教的信徒
[00:11:31.320 --> 00:11:33.760]  有時候會很軟弱
[00:11:33.760 --> 00:11:35.000]  例如
[00:11:35.000 --> 00:11:37.320]  他要戴一個很大的十字架
[00:11:37.320 --> 00:11:38.560]  當他祈禱的時候
[00:11:38.560 --> 00:11:40.760]  會捉住這個十字架
[00:11:40.760 --> 00:11:42.600]  會親吻這個十字架
[00:11:42.600 --> 00:11:44.480]  這種行爲想表達什麼
[00:11:44.480 --> 00:11:45.800]  就是
[00:11:45.800 --> 00:11:50.040]  他覺得上帝是捉摸不到的
[00:11:50.040 --> 00:11:52.520]  所以要捉摸一個能夠摸得到
[00:11:52.520 --> 00:11:55.880]  見得到很真實很具體的十字架
[00:11:55.880 --> 00:11:57.680]  你看到嗎
[00:11:57.680 --> 00:11:58.960]  基督教難就難在這裏
[00:11:58.960 --> 00:12:01.720]  我們所信的上帝是見不到的
[00:12:01.720 --> 00:12:03.320]  你看看基督教的教會
[00:12:03.320 --> 00:12:06.080]  我們不是禮儀派的教會的話
[00:12:06.080 --> 00:12:06.840]  我們只有十字架
[00:12:06.840 --> 00:12:08.120]  什麼都沒有
[00:12:08.120 --> 00:12:09.720]  但是其實初期教會
[00:12:09.720 --> 00:12:11.600]  連十字架都沒有
[00:12:11.600 --> 00:12:14.120]  我們要信一個上帝是見不到的
[00:12:14.120 --> 00:12:16.200]  所以有一首古教的詩歌是說
[00:12:16.200 --> 00:12:17.800]  我相信耶穌從死裏面復活
[00:12:17.800 --> 00:12:19.960]  我信我信我信耶穌從死裏面復活
[00:12:19.960 --> 00:12:21.040]  如果你問我
[00:12:21.040 --> 00:12:23.240]  爲什麼我會信耶穌從死裏面復活
[00:12:23.240 --> 00:12:24.520]  我的答案是
[00:12:24.520 --> 00:12:28.280]  因爲祂活在我心中
[00:12:28.280 --> 00:12:33.320]  這個詩人沒有試圖從理性的爭論
[00:12:33.320 --> 00:12:35.760]  講很多的證據證明耶穌是不是復活
[00:12:35.760 --> 00:12:37.880]  他只是講出主公的感受
[00:12:37.880 --> 00:12:39.880]  在我心裏面我經歷到
[00:12:39.880 --> 00:12:41.040]  這位復活的主
[00:12:41.040 --> 00:12:42.040]  祂居住在我心中
[00:12:42.040 --> 00:12:44.960]  所以我相信祂從死裏面復活
[00:12:44.960 --> 00:12:46.960]  但是見不到的
[00:12:46.960 --> 00:12:49.240]  所以人非有信
[00:12:49.240 --> 00:12:52.480]  就不能夠得到上帝的喜悅
[00:12:52.480 --> 00:12:54.160]  我是由信開始
[00:12:54.160 --> 00:12:55.560]  由信結束
[00:12:55.560 --> 00:12:57.560]  整個的信仰的歷程
[00:12:57.560 --> 00:13:02.080]  是不斷要建立着我們的信心
[00:13:02.080 --> 00:13:03.600]  這是很重要的事情
[00:13:03.600 --> 00:13:05.600]  所以有信的人
[00:13:05.600 --> 00:13:08.560]  能夠時刻親近上帝
[00:13:08.560 --> 00:13:09.880]  沒有信的人
[00:13:09.880 --> 00:13:13.760]  他覺得上帝的存在是很飄忽的
[00:13:13.760 --> 00:13:14.760]  第三
[00:13:14.760 --> 00:13:15.720]  有信的人
[00:13:15.720 --> 00:13:18.200]  可以成爲一個被信任的人
[00:13:18.200 --> 00:13:19.680]  《提摩大學》書2章2節
[00:13:19.680 --> 00:13:23.040]  你在很多見證人面前聽見我所教訓的
[00:13:23.040 --> 00:13:28.160]  也要交託那忠心能教導別人的人
[00:13:28.160 --> 00:13:29.840]  組長
[00:13:29.840 --> 00:13:33.640]  當你要找
[00:13:33.640 --> 00:13:35.760]  你的接班人的時候
[00:13:35.760 --> 00:13:38.240]  你不是要找一個好人
[00:13:38.240 --> 00:13:41.520]  你不是要找一個可以做事的人
[00:13:41.520 --> 00:13:46.960]  你必須要找一個有信心的人
[00:13:46.960 --> 00:13:49.120]  一個沒有信心的人
[00:13:49.120 --> 00:13:50.600]  他是好人
[00:13:50.600 --> 00:13:51.800]  他是能夠的人
[00:13:51.800 --> 00:13:55.400]  但是他成就的事就是這麼多
[00:13:55.400 --> 00:13:56.760]  有信心的人
[00:13:56.760 --> 00:13:58.320]  他能夠成就的事
[00:13:58.320 --> 00:14:00.760]  是超越他的能力的
[00:14:00.760 --> 00:14:04.320]  你要交託給那些有信心的人
[00:14:04.320 --> 00:14:05.240]  我一會兒講一個例子
[00:14:05.240 --> 00:14:05.920]  你會更加明白
[00:14:05.920 --> 00:14:09.480]  因爲能夠成爲一個可被信任的人
[00:14:09.480 --> 00:14:13.760]  和第四點能夠成就大事是很有關係的
[00:14:13.760 --> 00:14:15.080]  在《馬太福音》17章20節
