
[00:00:00.000 --> 00:00:02.000]  在我年青的時候
[00:00:02.000 --> 00:00:04.000]  我很喜歡看讀者文集
[00:00:04.000 --> 00:00:13.000]  看過一則這樣的文字
[00:00:13.000 --> 00:00:15.000]  是這樣說話的
[00:00:15.000 --> 00:00:18.000]  話說有一個六十歲的老翁
[00:00:18.000 --> 00:00:20.000]  他生日的時候
[00:00:20.000 --> 00:00:22.000]  我跟上帝說
[00:00:22.000 --> 00:00:25.000]  上帝可不可以送一份生日禮物給我呢
[00:00:25.000 --> 00:00:27.000]  上帝就說 好啊
[00:00:27.000 --> 00:00:29.000]  他就求了
[00:00:29.000 --> 00:00:32.000]  他望一望身邊那位太太
[00:00:32.000 --> 00:00:34.000]  跟他同一個年紀
[00:00:34.000 --> 00:00:36.000]  然後就很不好意思
[00:00:36.000 --> 00:00:38.000]  因為不知道上帝應不應承
[00:00:38.000 --> 00:00:40.000]  就跟上帝說
[00:00:40.000 --> 00:00:42.000]  你可不可以賜一位
[00:00:42.000 --> 00:00:47.000]  比我年輕三十年的太太給我
[00:00:47.000 --> 00:00:50.000]  上帝就說 好啊
[00:00:50.000 --> 00:00:53.000]  然後在瞬間之中
[00:00:53.000 --> 00:00:56.000]  這位老翁
[00:00:56.000 --> 00:01:02.000]  就變成了九十歲的長者
[00:01:02.000 --> 00:01:04.000]  當我看完這一個
[00:01:04.000 --> 00:01:06.000]  其實他就叫做什麼
[00:01:06.000 --> 00:01:09.000]  不知道是豬雞雜還是什麼開懷篇
[00:01:09.000 --> 00:01:12.000]  當然是一個笑話
[00:01:12.000 --> 00:01:14.000]  不過對我來說
[00:01:14.000 --> 00:01:16.000]  祈禱究竟是什麼呢
[00:01:16.000 --> 00:01:19.000]  他的禱告應驗了
[00:01:19.000 --> 00:01:22.000]  不過又好像不是他想要的東西
[00:01:22.000 --> 00:01:24.000]  如果我是他老婆
[00:01:24.000 --> 00:01:26.000]  我當然不會有太大仁心
[00:01:26.000 --> 00:01:29.000]  究竟禱告是什麼回事呢
[00:01:29.000 --> 00:01:31.000]  今天跟大家看一段經文
[00:01:31.000 --> 00:01:33.000]  我相信大家都很熟悉
[00:01:33.000 --> 00:01:35.000]  不過都讓我們一起打開聖經
[00:01:35.000 --> 00:01:37.000]  來讀這段經文
[00:01:37.000 --> 00:01:40.000]  《倉西記》十八章二十至三十二頁
[00:01:40.000 --> 00:01:46.000]  唐用聖經是舊約第二十二頁
[00:01:46.000 --> 00:01:48.000]  舊約第二十二頁
[00:01:48.000 --> 00:01:57.000]  《倉西記》十八章二十至三十二頁
[00:01:57.000 --> 00:01:59.000]  我們一起讀出
[00:01:59.000 --> 00:02:02.000]  《倉西記》十八章二十至三十二頁
[00:02:02.000 --> 00:02:07.000]  唐用聖經是舊約第二十二頁
[00:02:07.000 --> 00:02:09.000]  我們一起讀出
[00:02:09.000 --> 00:02:18.000]  耶和華說:所多瑪和阿摩拉罪惡極其嚴重,控告他們的聲音很大
[00:02:18.000 --> 00:02:21.000]  我要下去察看他們所做的
[00:02:21.000 --> 00:02:26.000]  是否真的像那達到我這裡的聲音一樣
[00:02:26.000 --> 00:02:30.000]  如果不是,我也要知道
[00:02:30.000 --> 00:02:34.000]  二人轉身離開那裡,往所多瑪去
[00:02:34.000 --> 00:02:39.000]  但阿伯拉罕仍然站在耶和華面前
[00:02:39.000 --> 00:02:41.000]  阿伯拉罕近前來說:
[00:02:41.000 --> 00:02:46.000]  你真的要把二人和惡人一同剿滅嗎?
[00:02:46.000 --> 00:02:52.000]  若那城裡有五十個二人,你真的還要剿滅
[00:02:52.000 --> 00:02:57.000]  不因城裡這五十個二人要了那地方嗎?
[00:02:57.000 --> 00:03:00.000]  你絕不會做這樣的事
[00:03:00.000 --> 00:03:03.000]  把二人與惡人一同殺了
[00:03:03.000 --> 00:03:05.000]  使二人與惡人一樣
[00:03:05.000 --> 00:03:07.000]  你絕不會這樣
[00:03:07.000 --> 00:03:12.000]  審判全力的主豈不做公平的事嗎?
[00:03:12.000 --> 00:03:18.000]  耶和華說:我若在所多瑪城裡找到五十個二人
[00:03:18.000 --> 00:03:23.000]  我就為他們的怨故搖旋那整個地方
[00:03:23.000 --> 00:03:25.000]  阿伯拉罕回答說:
[00:03:25.000 --> 00:03:32.000]  漢啊,我雖只是塵土灰燼,還敢向主說話
[00:03:32.000 --> 00:03:36.000]  假若這五十個二人少了五個
[00:03:36.000 --> 00:03:41.000]  你就因為少了五個而毀滅全城嗎?
[00:03:41.000 --> 00:03:47.000]  他說:我在那裡若找到四十五個,就不毀滅
[00:03:47.000 --> 00:03:50.000]  阿伯拉罕又對他說:
[00:03:50.000 --> 00:03:54.000]  假若在那裡找到四十個呢?
[00:03:54.000 --> 00:03:59.000]  他說:為這四十個的怨故,我也不做
[00:03:59.000 --> 00:04:04.000]  阿伯拉罕說:求主不要生氣,用我說
[00:04:04.000 --> 00:04:08.000]  假若在那裡找到三十個呢?
[00:04:08.000 --> 00:04:14.000]  他說:我在那裡若找到三十個,我也不做
[00:04:14.000 --> 00:04:19.000]  阿伯拉罕說:漢啊,我還敢向主說
[00:04:19.000 --> 00:04:22.000]  假若在那裡找到二十個呢?
[00:04:22.000 --> 00:04:27.000]  他說:為這二十個的怨故,我也不毀滅
[00:04:27.000 --> 00:04:33.000]  阿伯拉罕說:求主不要生氣,我再說一次
[00:04:33.000 --> 00:04:36.000]  假若在那裡找到十個呢?
[00:04:36.000 --> 00:04:43.000]  他說:為這十個的怨故,我也不毀滅
[00:04:43.000 --> 00:04:48.000]  原來還有
[00:04:48.000 --> 00:04:52.000]  七世紀十八章,大家在聖經上看到
[00:04:52.000 --> 00:04:56.000]  一開始講到上帝要向阿伯拉罕顯現
[00:04:56.000 --> 00:04:58.000]  告訴他一個好消息
[00:04:58.000 --> 00:05:02.000]  年紀老慢過他,如果我們看前幾章就知道
[00:05:02.000 --> 00:05:04.000]  他現在九十九歲了
[00:05:04.000 --> 00:05:09.000]  同樣是年紀老慢的妻子,八十九歲
[00:05:09.000 --> 00:05:13.000]  得到上帝的恩賜,老來得子
[00:05:13.000 --> 00:05:18.000]  在他的妻子撒拉九十歲的時候,要生一個兒子
[00:05:18.000 --> 00:05:22.000]  當然阿伯拉罕和撒拉都不敢相信
[00:05:22.000 --> 00:05:27.000]  當他們聽到這個消息的時候,他們分別偷偷地笑
[00:05:27.000 --> 00:05:32.000]  大有可能在想,不是吧?上帝,你這樣也跟我開玩笑?
[00:05:32.000 --> 00:05:37.000]  不單止我年紀老慢,我的配偶年紀也不小
[00:05:37.000 --> 00:05:40.000]  怎麼可能有這件事呢?
[00:05:40.000 --> 00:05:45.000]  沒錯,我們時時會被自己的年齡,我們的眼界所限制
[00:05:45.000 --> 00:05:47.000]  看不到上帝的能力
[00:05:47.000 --> 00:05:51.000]  上帝要做的事,哪有難成的事呢?
[00:05:51.000 --> 00:05:56.000]  明天是敬老主日,我們再做,再看一看的時候
[00:05:56.000 --> 00:05:59.000]  其實沒有什麼長者
[00:05:59.000 --> 00:06:03.000]  不過我們知道,政府或者大部份機構、公司
[00:06:03.000 --> 00:06:06.000]  都將法定退休年齡定在多少歲
[00:06:06.000 --> 00:06:08.000]  你知不知道你的機構定在多少歲?
[00:06:08.000 --> 00:06:11.000]  你多少歲要退休?
[00:06:11.000 --> 00:06:14.000]  有些會定在六十,有些定在六十五
[00:06:14.000 --> 00:06:16.000]  不過連政府,因為最近缺乏人才
[00:06:16.000 --> 00:06:21.000]  有些部門或者機構都可以將退休年齡退到六十五歲
[00:06:21.000 --> 00:06:28.000]  不過,登祿之年仍然是普遍被認為屬於長者的行列
[00:06:28.000 --> 00:06:31.000]  長者是什麼意思呢?
[00:06:31.000 --> 00:06:35.000]  登了祿,是否代表沒有用呢?要從前線退下來呢?
[00:06:35.000 --> 00:06:38.000]  今日的經文給我們很大的鼓舞
[00:06:38.000 --> 00:06:42.000]  一百歲的阿伯拉罕,九十歲的撒拉
[00:06:42.000 --> 00:06:46.000]  上帝在他們的生命中揭開新的一頁
[00:06:46.000 --> 00:06:49.000]  承受上帝應許的福氣
[00:06:49.000 --> 00:06:54.000]  看到後裔多於凱撒的第一粒種子
[00:06:54.000 --> 00:06:57.000]  由自己的身體去萌芽出來
[00:06:57.000 --> 00:07:02.000]  讓我們去鼓勵,如果你身邊的父母或者長輩
[00:07:02.000 --> 00:07:05.000]  你身邊的長者,叫他們不要輕看自己
[00:07:05.000 --> 00:07:09.000]  只要我們願意的時候,上帝會用每一個人
[00:07:09.000 --> 00:07:13.000]  包括他們這些長者,作成上帝的功
[00:07:13.000 --> 00:07:17.000]  讓更多的人得到上帝所賜的福氣
[00:07:17.000 --> 00:07:20.000]  我們中國人也有說一句話
[00:07:20.000 --> 00:07:24.000]  家有一老,餘有一寶
[00:07:24.000 --> 00:07:29.000]  而我們作為年輕的客人,懂得發掘
[00:07:29.000 --> 00:07:35.000]  欣賞和尊敬自己家裏的寶貝,我們教會的寶貝
[00:07:35.000 --> 00:07:40.000]  來到我們今天所選讀的經文,不知道你會否很羨慕
[00:07:40.000 --> 00:07:45.000]  阿伯拉罕可以和上帝面對面說話
[00:07:45.000 --> 00:07:48.000]  其實有弟兄姊妹,包括我兒子和我說
[00:07:48.000 --> 00:07:50.000]  懷疑自己在祈禱的時候
[00:07:50.000 --> 00:07:55.000]  是不是在和自己說話,或者和空氣說話
[00:07:55.000 --> 00:07:57.000]  有這樣的困惑其實很正常
[00:07:57.000 --> 00:08:02.000]  面對面和人說話,我們都可以人在心不在
[00:08:02.000 --> 00:08:05.000]  喂,你有沒有聽我說話
[00:08:05.000 --> 00:08:09.000]  尤其在這個一眼要關七的年代
[00:08:09.000 --> 00:08:11.000]  WhatsApp的發明正在訓練我們
[00:08:11.000 --> 00:08:18.000]  同一時間要和幾個人,或者幾組人一起對話
[00:08:18.000 --> 00:08:21.000]  沒錯,是方便
[00:08:21.000 --> 00:08:23.000]  一不留神就亂七八糟
[00:08:23.000 --> 00:08:25.000]  我今早都發了一個WhatsApp出去
[00:08:25.000 --> 00:08:29.000]  不斷和人說對不起
[00:08:29.000 --> 00:08:36.000]  是很方便,不過讓人難以專注眼前的一個人,或者一件事
[00:08:36.000 --> 00:08:39.000]  更遑論專注於自己的心神
[00:08:39.000 --> 00:08:42.000]  前幾天我和我兒子吵架
[00:08:42.000 --> 00:08:46.000]  我聽得出他憤怒的言詞背後
[00:08:46.000 --> 00:08:50.000]  是我沒有時間陪他,沒有時間關注他
[00:08:50.000 --> 00:08:53.000]  只看到他的不對,他的錯
[00:08:53.000 --> 00:08:57.000]  然後罰他,糾正他
[00:08:57.000 --> 00:09:01.000]  上帝讓我在安靜裏看到我兒子心底裏的渴求
[00:09:01.000 --> 00:09:04.000]  沒錯,關係是需要時間去建立的
[00:09:04.000 --> 00:09:11.000]  沒有時間,於是見面對話都只不過是要求
[00:09:11.000 --> 00:09:15.000]  我們每天懷著一個甚麼的心思意念去祈禱呢
[00:09:15.000 --> 00:09:19.000]  中國人有說,平時不燒香
[00:09:19.000 --> 00:09:21.000]  然後是甚麼
[00:09:21.000 --> 00:09:25.000]  哦,幸好你們都不是太年輕
[00:09:25.000 --> 00:09:27.000]  林吉抱佛腳
[00:09:27.000 --> 00:09:29.000]  又說,不知道你們有沒有聽過
[00:09:29.000 --> 00:09:31.000]  有事終無厭
[00:09:31.000 --> 00:09:34.000]  無事,迎春
[00:09:34.000 --> 00:09:40.000]  不知道我們是不是當上帝是終無厭呢
[00:09:40.000 --> 00:09:44.000]  有事起來,自己搞不定的事
[00:09:44.000 --> 00:09:46.000]  我們才林吉抱佛腳
[00:09:46.000 --> 00:09:50.000]  懇切地祈禱,請他幫幫忙
[00:09:50.000 --> 00:09:54.000]  前一陣子在網絡上看到一段這樣的說話
[00:09:54.000 --> 00:10:00.000]  他說,哪個男孩子值得我們去愛去追求呢
[00:10:00.000 --> 00:10:02.000]  他教我們
[00:10:02.000 --> 00:10:06.000]  就是在高興,在他開心的時候
[00:10:06.000 --> 00:10:08.000]  他懂得找你一起分享
[00:10:08.000 --> 00:10:11.000]  至於那些只懂得在他有難的時候
[00:10:11.000 --> 00:10:14.000]  才記得在你找你幫忙的時候
[00:10:14.000 --> 00:10:16.000]  你要避之則吉
[00:10:16.000 --> 00:10:21.000]  當然,有福同享,有禍同當是最好的伴侶
[00:10:21.000 --> 00:10:24.000]  上帝想和我們建立一個這樣的關係
[00:10:24.000 --> 00:10:27.000]  甚至更親密的父母和孩子
[00:10:27.000 --> 00:10:30.000]  朋友,愛侶的關係
[00:10:30.000 --> 00:10:34.000]  所以你每一個祈禱,其實都是和上帝對話
[00:10:34.000 --> 00:10:36.000]  有傾有講
[00:10:36.000 --> 00:10:42.000]  不單只是要求,請求,懇求,代求
[00:10:42.000 --> 00:10:44.000]  下次當我們祈禱的時候
[00:10:44.000 --> 00:10:48.000]  特別是你跟上帝私下禱告的時候
[00:10:48.000 --> 00:10:50.000]  而不是說公禱
[00:10:50.000 --> 00:10:53.000]  不是說你帶領眾人祈禱的時候
[00:10:53.000 --> 00:10:55.000]  這是有分別的
[00:10:55.000 --> 00:10:57.000]  當你自己一個人祈禱的時候
[00:10:57.000 --> 00:10:58.000]  你嘗試用這個方法
[00:10:58.000 --> 00:11:00.000]  你想像耶穌
[00:11:00.000 --> 00:11:03.000]  上帝就在你面前,就在你旁邊
[00:11:03.000 --> 00:11:06.000]  你和祂聊天,你和祂談心
[00:11:06.000 --> 00:11:09.000]  祈禱的目標就是讓主耶穌認識你
[00:11:09.000 --> 00:11:12.000]  你去認識祂
[00:11:12.000 --> 00:11:16.000]  我們見到拍拖的愛侶或者好朋友
[00:11:16.000 --> 00:11:19.000]  有講不完的話題
[00:11:19.000 --> 00:11:22.000]  就是想對方明白自己
[00:11:22.000 --> 00:11:26.000]  自己也有一份渴求,想去了解對方
[00:11:26.000 --> 00:11:31.000]  當你將自己心底的說話和上帝分享
[00:11:31.000 --> 00:11:34.000]  之後你嘗試安靜自己下來
[00:11:34.000 --> 00:11:37.000]  給空間去等待上帝的回應
[00:11:37.000 --> 00:11:40.000]  以致我們更能了解上帝對我們所作的要求
[00:11:40.000 --> 00:11:42.000]  請求,懇求,代求
[00:11:42.000 --> 00:11:44.000]  又或者我們純粹的分享
[00:11:44.000 --> 00:11:47.000]  祂有什麼回應
[00:11:47.000 --> 00:11:49.000]  祂有什麼想法
[00:11:49.000 --> 00:11:51.000]  上帝其實很想認識我們
[00:11:51.000 --> 00:11:54.000]  也願意我們去認識祂
[00:11:54.000 --> 00:11:56.000]  去明白祂
[00:11:56.000 --> 00:11:59.000]  剛才大家讀這段經文的時候
[00:11:59.000 --> 00:12:01.000]  不知道你們有沒有這個感覺
[00:12:01.000 --> 00:12:04.000]  就是亞伯拉罕你這麼厲害
[00:12:04.000 --> 00:12:07.000]  十足是一個談判專家或者講解的能手
[00:12:07.000 --> 00:12:09.000]  很有技巧地勸導上帝
[00:12:09.000 --> 00:12:14.000]  只要在所多瑪城找到十個義人
[00:12:14.000 --> 00:12:17.000]  就會饒恕整個城市
[00:12:17.000 --> 00:12:20.000]  惠及那些罪惡滔天的惡人
[00:12:20.000 --> 00:12:22.000]  神答應過,只要他找到十個
[00:12:22.000 --> 00:12:27.000]  他的使者就不會毀滅這兩個城市
[00:12:27.000 --> 00:12:30.000]  如果我們這樣想的話,你就要小心
