
[00:00:00.000 --> 00:00:02.880]  各位來賓各位電影姊妹早晨
[00:00:02.880 --> 00:00:04.840]  願你們平安
[00:00:04.840 --> 00:00:07.320]  也祝願大家今天是甚麼節?
[00:00:07.320 --> 00:00:08.000]  復活節
[00:00:08.000 --> 00:00:09.760]  復活節快樂
[00:00:09.760 --> 00:00:11.720]  復活節是不是應該很快樂?
[00:00:11.720 --> 00:00:14.240]  Amen?
[00:00:14.240 --> 00:00:17.080]  為甚麼這麼快樂?
[00:00:17.080 --> 00:00:20.560]  因為放假?
[00:00:20.560 --> 00:00:22.640]  就是因為我們所信的這位耶穌
[00:00:22.640 --> 00:00:25.840]  再不是困在墳墓裏的那位耶穌
[00:00:25.840 --> 00:00:27.040]  而是哪一個?
[00:00:27.040 --> 00:00:28.680]  是那位從墳墓裏
[00:00:28.680 --> 00:00:31.560]  從死裏復活的耶穌
[00:00:31.560 --> 00:00:34.400]  因此復活節原來不單單是一個節期
[00:00:34.400 --> 00:00:36.400]  是一班信徒一同聚集
[00:00:36.400 --> 00:00:40.640]  一起慶祝耶穌基督復活的日子這麼簡單
[00:00:40.640 --> 00:00:42.240]  原來還有另外一個意思
[00:00:42.240 --> 00:00:43.920]  原來復活節也是一班
[00:00:43.920 --> 00:00:49.000]  相信主耶穌基督他已經復活的一班人
[00:00:49.000 --> 00:00:51.120]  他們去立志
[00:00:51.120 --> 00:00:52.120]  立志做甚麼?
[00:00:52.120 --> 00:00:54.840]  立志去繼續願意去活出一個
[00:00:54.840 --> 00:01:00.160]  已經被主耶穌基督復活了的生命
[00:01:00.160 --> 00:01:02.280]  耶穌基督的復活說明了
[00:01:02.280 --> 00:01:04.360]  所有真正跟隨主耶穌的人
[00:01:04.360 --> 00:01:07.080]  他們都有復活的應許
[00:01:07.080 --> 00:01:10.520]  不過作為基督徒我們經常都有一個誤解
[00:01:10.520 --> 00:01:13.400]  就是以為這個復活的生命
[00:01:13.400 --> 00:01:17.360]  只是在死了之後才會得到
[00:01:17.360 --> 00:01:19.360]  你有沒有這樣想?
[00:01:19.360 --> 00:01:21.360]  不過聖經的真理
[00:01:21.360 --> 00:01:24.400]  向我們每一個所展示這個復活的生命
[00:01:24.400 --> 00:01:27.480]  其實原來可以很活生生
[00:01:27.480 --> 00:01:29.520]  很真真實實的
[00:01:29.520 --> 00:01:33.480]  彰顯在每一個仍然在世的基督徒身上
[00:01:33.480 --> 00:01:35.480]  當中的關鍵在哪裡呢?
[00:01:35.480 --> 00:01:36.840]  原來就是在於
[00:01:36.840 --> 00:01:41.040]  我們有沒有一個真正復活的信
[00:01:41.040 --> 00:01:41.960]  弟兄姊妹
[00:01:41.960 --> 00:01:44.840]  你相信耶穌基督已經復活了沒有?
[00:01:44.840 --> 00:01:46.840]  相信嗎?
[00:01:46.840 --> 00:01:49.840]  真的?
[00:01:49.840 --> 00:01:51.560]  那你又用甚麼來顯明
[00:01:51.560 --> 00:01:55.600]  你所信的真是一個復活的信?
[00:01:55.600 --> 00:01:58.200]  在聖經亞國書二章十二到二十六節
[00:01:58.200 --> 00:02:00.000]  剛才我們所讀的一段經文
[00:02:00.000 --> 00:02:03.000]  所談及的就是這個復活的信
[00:02:03.000 --> 00:02:05.560]  裡面所指的信是一個真正的信心
[00:02:05.560 --> 00:02:08.160]  是一個在神面前所認受的信心
[00:02:08.160 --> 00:02:10.360]  是一個叫人得生命的信心
[00:02:10.360 --> 00:02:15.360]  更加是一個真真正正復活了生命的信心
[00:02:15.360 --> 00:02:16.920]  有一點我們要留意
[00:02:16.920 --> 00:02:19.920]  聖經在這裡所指的這個真的信心
[00:02:19.920 --> 00:02:24.600]  原來並不是用一個比較的口吻來講述
[00:02:24.600 --> 00:02:27.080]  不是在說你擁有這個真的信心
[00:02:27.080 --> 00:02:30.080]  跟那些沒有真信心的人
[00:02:30.080 --> 00:02:31.160]  你會好一點
[00:02:31.160 --> 00:02:32.480]  你會厲害一點
[00:02:32.480 --> 00:02:33.400]  你會厲害一點
[00:02:33.400 --> 00:02:35.000]  不是
[00:02:35.000 --> 00:02:38.160]  聖經亞國書這裡所指的這個真正的信心
[00:02:38.160 --> 00:02:39.480]  這個復活的信
[00:02:39.480 --> 00:02:44.080]  絕對不是一個要你跟別人比較的信心
[00:02:44.080 --> 00:02:45.600]  聖經這裡所講的
[00:02:45.600 --> 00:02:48.120]  所著重的就是你有
[00:02:48.120 --> 00:02:50.040]  還是沒有
[00:02:50.040 --> 00:02:55.000]  有沒有這個真正的信心
[00:02:55.000 --> 00:02:57.880]  這個復活的信
[00:02:57.880 --> 00:03:02.840]  原來這個是直接關乎於你的生和死的問題
[00:03:02.840 --> 00:03:03.880]  為什麼這樣說呢?
[00:03:03.880 --> 00:03:08.600]  大家看看聖經亞國書二章十七節怎樣對我們說
[00:03:08.600 --> 00:03:11.960]  信心若沒有行為是怎樣的?
[00:03:11.960 --> 00:03:13.160]  死的
[00:03:13.160 --> 00:03:17.360]  也就是說這個信心要加上行為才是那條生路
[00:03:17.360 --> 00:03:20.520]  才是那條真正復活之路
[00:03:20.520 --> 00:03:23.440]  作為基督徒我們是因信稱義
[00:03:23.440 --> 00:03:25.120]  而我們的稱義
[00:03:25.120 --> 00:03:28.840]  卻與耶穌基督復活的大能息息相關
[00:03:28.840 --> 00:03:31.000]  作為基督徒我們就是要將
[00:03:31.000 --> 00:03:33.480]  耶穌基督那份復活的大能
[00:03:33.480 --> 00:03:37.280]  在我們這個生命裡面去展現出來
[00:03:37.280 --> 00:03:40.640]  因為我們所相信的是一位
[00:03:40.640 --> 00:03:43.840]  在墳墓的基督還是復活的基督?
[00:03:43.840 --> 00:03:45.520]  復活的基督來的
[00:03:45.520 --> 00:03:48.400]  我們所相信的這位復活的基督
[00:03:48.400 --> 00:03:51.800]  正正就能夠顯在我們的行為裡面
[00:03:51.800 --> 00:03:52.840]  透過我們的行為
[00:03:52.840 --> 00:03:55.240]  就是我們這一份復活的信
[00:03:55.240 --> 00:03:58.920]  成為了一個很重要的證據
[00:03:58.920 --> 00:04:03.240]  就是將看不到的基督生命的本質
[00:04:03.240 --> 00:04:05.640]  藉著我們的生活、我們的生命
[00:04:05.640 --> 00:04:09.680]  去將這份生命的本質去展現出來
[00:04:09.680 --> 00:04:12.640]  因此亞國書這一段經文所針對的
[00:04:12.640 --> 00:04:15.280]  就是要講明一個復活的信
[00:04:15.280 --> 00:04:18.040]  有這個復活的信的基督徒
[00:04:18.040 --> 00:04:20.880]  他應該有的行為是甚麼
[00:04:20.880 --> 00:04:24.440]  正如耶穌在《馬太福音》七章二十節
[00:04:24.440 --> 00:04:26.560]  大家不知記不記得祂說過甚麼
[00:04:26.560 --> 00:04:29.080]  耶穌在《馬太福音》七章二十節祂說
[00:04:29.080 --> 00:04:35.520]  「憑著他們的果子就可以認出他們來」
[00:04:35.520 --> 00:04:39.280]  我們怎樣才可以知道我們所講的信
[00:04:39.280 --> 00:04:41.560]  我們所保存著的信
[00:04:41.560 --> 00:04:44.840]  我們所懷的這份信是一份復活的信
[00:04:44.840 --> 00:04:51.000]  聖經亞國書提供我們一個四不一事
[00:04:51.000 --> 00:04:53.000]  總共五個的屬靈原則
[00:04:53.000 --> 00:04:55.200]  讓我們可以成為一個名副其實
[00:04:55.200 --> 00:04:58.320]  擁有著復活生命的基督徒
[00:04:58.320 --> 00:05:00.760]  亞國書第二章這段經文
[00:05:00.760 --> 00:05:03.440]  給了我們這五個的屬靈原則
[00:05:03.440 --> 00:05:06.440]  首先第一個屬靈原則就是
[00:05:06.440 --> 00:05:10.880]  這個復活的信原來不單單是你口說就有的
[00:05:10.880 --> 00:05:14.160]  真正的信心絕對不是靠嘴巴
[00:05:14.160 --> 00:05:18.120]  又或者誇誇其談就可以得到
[00:05:18.120 --> 00:05:20.680]  亞國書二章十四節怎樣跟我們講呢
[00:05:20.680 --> 00:05:22.280]  讓我們一起看好不好
[00:05:22.280 --> 00:05:23.280]  我們一起讀
[00:05:23.280 --> 00:05:27.040]  亞國書二章第十四節
[00:05:27.040 --> 00:05:28.480]  預備起
[00:05:28.480 --> 00:05:38.360]  (廣東話)
[00:05:38.360 --> 00:05:39.560]  謝謝
[00:05:39.560 --> 00:05:43.480]  這裡並不是說這個人已經具備有真信心
[00:05:43.480 --> 00:05:44.800]  他只是自稱
[00:05:44.800 --> 00:05:45.800]  大家有沒有留意到
[00:05:45.800 --> 00:05:48.800]  他自稱是有信心的
[00:05:48.800 --> 00:05:52.760]  正如有很多人都會聲稱自己是基督徒一樣
[00:05:52.760 --> 00:05:53.960]  不知道大家知不知道
[00:05:53.960 --> 00:05:58.400]  據統計在香港大概有多少自稱為基督徒的人
[00:05:58.400 --> 00:06:01.400]  大家知不知道
[00:06:01.400 --> 00:06:02.880]  一百萬
[00:06:02.880 --> 00:06:05.000]  你猜不到這麼多吧
[00:06:05.000 --> 00:06:09.600]  有一百萬個香港人自稱是基督徒的
[00:06:09.600 --> 00:06:12.600]  即是說原來在我們身邊每七個人
[00:06:12.600 --> 00:06:16.200]  大概有一個他會自稱是基督徒
[00:06:16.200 --> 00:06:18.680]  大家有沒有留意到自稱的時候
[00:06:18.680 --> 00:06:20.320]  很重要
[00:06:20.320 --> 00:06:24.560]  不過當中真真正正的基督徒有多少人呢
[00:06:24.560 --> 00:06:29.480]  真正的信心是否只是說出來自稱就是呢
[00:06:29.480 --> 00:06:30.360]  你期望
[00:06:30.360 --> 00:06:31.560]  最近很潮濕
[00:06:31.560 --> 00:06:33.680]  在豐澤買一部抽濕機
[00:06:33.680 --> 00:06:35.160]  它不抽濕是放濕的
[00:06:35.160 --> 00:06:38.480]  你期望嗎
[00:06:38.480 --> 00:06:40.840]  就正如在一個基督徒身上
[00:06:40.840 --> 00:06:46.360]  你期望在他裡面看不到耶穌嗎
[00:06:46.360 --> 00:06:55.440]  你預計基督徒竟然不是以耶穌基督為主的嗎
[00:06:55.440 --> 00:06:58.200]  不過主耶穌有這樣的預計
[00:06:58.200 --> 00:07:01.520]  主耶穌原來預計了有這樣的情況發生的
[00:07:01.520 --> 00:07:04.040]  因此祂在《馬太福音》第七章二十一節
[00:07:04.040 --> 00:07:06.160]  祂很老實跟我們每一個人這樣說
[00:07:06.160 --> 00:07:09.240]  祂說「凡稱呼我主啊主啊的人
[00:07:09.240 --> 00:07:12.960]  不能到盡天國」
[00:07:12.960 --> 00:07:15.320]  可以看到主耶穌原來都知道的
[00:07:15.320 --> 00:07:19.200]  祂並不是所有說自己是基督徒的人
[00:07:19.200 --> 00:07:20.720]  自稱是基督徒的人
[00:07:20.720 --> 00:07:22.200]  都是真正的信徒
[00:07:22.200 --> 00:07:24.000]  有這一份復活的信
