
[00:00:00.000 --> 00:00:03.000]  大家一起祈禱,我們把時間交給主
[00:00:30.000 --> 00:00:32.000]  為你自己清楚的答應
[00:00:32.000 --> 00:00:34.000]  當我們心裡尋求你的時候
[00:00:34.000 --> 00:00:37.000]  你就必向我們施恩
[00:00:37.000 --> 00:00:41.000]  如今我們為了有機會和弟兄姊妹一同的敬拜
[00:00:41.000 --> 00:00:43.000]  感謝你
[00:00:43.000 --> 00:00:46.000]  為了你上上席的聖靈賜下你的恩賢
[00:00:46.000 --> 00:00:48.000]  我們感謝你
[00:00:48.000 --> 00:00:51.000]  主啊帶領我們走一條蒙恩的路
[00:00:51.000 --> 00:00:53.000]  一條敬畏你的路
[00:00:53.000 --> 00:00:57.000]  讓我們在這條路上能夠結滿果子
[00:00:57.000 --> 00:01:00.000]  得著了給我們的豐盛
[00:01:00.000 --> 00:01:04.000]  在現今一切思想你自己說話的時刻
[00:01:04.000 --> 00:01:06.000]  求你聖靈指教我們
[00:01:06.000 --> 00:01:08.000]  恩待我們
[00:01:08.000 --> 00:01:09.000]  我們同心祈禱
[00:01:09.000 --> 00:01:11.000]  奉耶穌基督聖名求
[00:01:11.000 --> 00:01:13.000]  阿們
[00:01:13.000 --> 00:01:17.000]  我們今天思想回到約書亞記第五章的經文
[00:01:17.000 --> 00:01:21.000]  提到上帝的恩典的標記
[00:01:21.000 --> 00:01:24.000]  大家都會很多時候讀聖經
[00:01:24.000 --> 00:01:26.000]  留意到聖經有一個很特別的主題
[00:01:26.000 --> 00:01:29.000]  其中一個主題常常出現的
[00:01:29.000 --> 00:01:31.000]  就是講到神的應許
[00:01:31.000 --> 00:01:33.000]  神的promises
[00:01:33.000 --> 00:01:37.000]  神承諾將祂的恩典賜給我們
[00:01:37.000 --> 00:01:39.000]  是各種的恩典
[00:01:39.000 --> 00:01:42.000]  如果你留心,新約裡面特別提到
[00:01:42.000 --> 00:01:43.000]  聖經裡面講到
[00:01:43.000 --> 00:01:47.000]  神將有寶貴有極大的應許
[00:01:47.000 --> 00:01:50.000]  或者說承諾賜給我們
[00:01:50.000 --> 00:01:55.000]  叫我們既然脫離了恩情欲而來的敗壞
[00:01:55.000 --> 00:01:59.000]  就得與神的聖情有份
[00:01:59.000 --> 00:02:04.000]  叫我們能夠將來豐豐富富的進入神的國度
[00:02:04.000 --> 00:02:07.000]  神的應許是將祂的聖情
[00:02:07.000 --> 00:02:10.000]  將永恆的國度賜給我們
[00:02:10.000 --> 00:02:13.000]  當我們領受這些應許之後
[00:02:13.000 --> 00:02:17.000]  我們會想到要怎樣能夠去得到呢?
[00:02:17.000 --> 00:02:20.000]  以色列人離開埃及了
[00:02:20.000 --> 00:02:23.000]  神要將迦南美地賜給他們
[00:02:23.000 --> 00:02:25.000]  領受了應許之後
[00:02:25.000 --> 00:02:29.000]  只要他們願意向前進
[00:02:29.000 --> 00:02:32.000]  得取就可以得到
[00:02:32.000 --> 00:02:36.000]  當然向前走是表示你要聽從
[00:02:36.000 --> 00:02:37.000]  如果你不相信有應許
[00:02:37.000 --> 00:02:40.000]  你都不會去聽從
[00:02:40.000 --> 00:02:43.000]  當你聽從也表示你有信心
[00:02:43.000 --> 00:02:47.000]  你知道靠著神你可以去得到
[00:02:47.000 --> 00:02:49.000]  因此你前往的時候
[00:02:49.000 --> 00:02:52.000]  是帶著信心來前往
[00:02:52.000 --> 00:02:54.000]  縱使面對著有困難
[00:02:54.000 --> 00:02:57.000]  你仍然堅持去聽從神
[00:02:57.000 --> 00:02:59.000]  去敬畏神
[00:02:59.000 --> 00:03:02.000]  你就得著所應許
[00:03:02.000 --> 00:03:03.000]  各位弟兄姊妹
[00:03:03.000 --> 00:03:05.000]  神給我們有很大的應許
[00:03:05.000 --> 00:03:08.000]  有些的教徒是會熱心
[00:03:08.000 --> 00:03:10.000]  殷勤地去得取
[00:03:10.000 --> 00:03:13.000]  但有一些就不太相信
[00:03:13.000 --> 00:03:15.000]  這些是神要給我們的
[00:03:15.000 --> 00:03:19.000]  我們就輕視這些的應許
[00:03:19.000 --> 00:03:22.000]  我很記得當我剛剛踏足
[00:03:22.000 --> 00:03:25.000]  在溫哥華北美的地方
[00:03:25.000 --> 00:03:27.000]  因為之前有一位弟兄
[00:03:27.000 --> 00:03:32.000]  答應借出他的房屋給我們住
[00:03:32.000 --> 00:03:34.000]  我們從未去過那個地方
[00:03:34.000 --> 00:03:37.000]  也不知道那間屋大概是怎樣
[00:03:37.000 --> 00:03:41.000]  只知道對方答應了給我們
[00:03:41.000 --> 00:03:43.000]  因此我們坐飛機去
[00:03:43.000 --> 00:03:47.000]  然後安排有汽車去到那間屋的門口
[00:03:47.000 --> 00:03:49.000]  去到門口的時候
[00:03:49.000 --> 00:03:52.000]  有一位朋友就來接我們
[00:03:52.000 --> 00:03:54.000]  我們不認識的
[00:03:54.000 --> 00:03:56.000]  就帶我們上去
[00:03:56.000 --> 00:03:59.000]  然後介紹我們那間屋怎樣用
[00:03:59.000 --> 00:04:01.000]  有什麼要注意的事情
[00:04:01.000 --> 00:04:02.000]  去到的時候
[00:04:02.000 --> 00:04:05.000]  我們心裡面很感恩
[00:04:05.000 --> 00:04:07.000]  因為所見到的
[00:04:07.000 --> 00:04:10.000]  是超過我們所求所想的
[00:04:10.000 --> 00:04:12.000]  我想回到那個過程
[00:04:12.000 --> 00:04:14.000]  有人答應了
[00:04:14.000 --> 00:04:16.000]  我們就去了
[00:04:16.000 --> 00:04:19.000]  沒錯付了代價坐飛機去找那個地方
[00:04:19.000 --> 00:04:21.000]  但是去到的時候
[00:04:21.000 --> 00:04:24.000]  就知道這個承諾是真實的
[00:04:24.000 --> 00:04:25.000]  我想說的是
[00:04:25.000 --> 00:04:26.000]  各位弟兄姊妹
[00:04:26.000 --> 00:04:29.000]  留心聖經的應許
[00:04:29.000 --> 00:04:33.000]  帶著信心和聽從的心去得取
[00:04:33.000 --> 00:04:36.000]  你就會得獎
[00:04:36.000 --> 00:04:37.000]  當時已經說到
[00:04:37.000 --> 00:04:41.000]  以色列人他們過了約旦河之後
[00:04:41.000 --> 00:04:44.000]  面對著一個很大的應許之地
[00:04:44.000 --> 00:04:46.000]  神就告訴他們
[00:04:46.000 --> 00:04:47.000]  你們要留意
[00:04:47.000 --> 00:04:49.000]  有幾件事情你們要做
[00:04:49.000 --> 00:04:52.000]  然後進到迦南美地
[00:04:52.000 --> 00:04:55.000]  因此約書亞第五章就提出這幾方面的事情
[00:04:55.000 --> 00:04:56.000]  我們試試看
[00:04:56.000 --> 00:05:00.000]  經文怎樣來講述這件事情
[00:05:00.000 --> 00:05:03.000]  首先在第五章的第二節
[00:05:03.000 --> 00:05:05.000]  就講到割禮
[00:05:05.000 --> 00:05:09.000]  大家請看第二節第三節
[00:05:09.000 --> 00:05:11.000]  那時耶和華對約書亞說
[00:05:11.000 --> 00:05:13.000]  你要製造火石刀
[00:05:13.000 --> 00:05:16.000]  第二次給以色列人行割禮
[00:05:16.000 --> 00:05:18.000]  約書亞就製造了火石刀
[00:05:18.000 --> 00:05:23.000]  在包皮山那裡給以色列人行了割禮
[00:05:23.000 --> 00:05:25.000]  他們過了約旦河
[00:05:25.000 --> 00:05:27.000]  進入了迦南地
[00:05:27.000 --> 00:05:29.000]  然後神就吩咐他們
[00:05:29.000 --> 00:05:33.000]  要為整體以色列人行割禮
[00:05:33.000 --> 00:05:34.000]  割禮是什麼呢?
[00:05:34.000 --> 00:05:36.000]  割禮是神呼籲人
[00:05:36.000 --> 00:05:39.000]  與他重新納約
[00:05:39.000 --> 00:05:42.000]  割禮是一個納約的證據
[00:05:42.000 --> 00:05:45.000]  大家如果你想記住約書亞記
[00:05:45.000 --> 00:05:54.000]  你試試看前面的創世記第十七章
[00:05:54.000 --> 00:05:56.000]  創世記第十七章
[00:05:56.000 --> 00:06:06.000]  我們看第九節
[00:06:06.000 --> 00:06:08.000]  第十七章第九節
[00:06:08.000 --> 00:06:12.000]  和合本聖經講到神對阿伯拉罕說
[00:06:12.000 --> 00:06:17.000]  你和你的後裔必世世代代遵守我的約
[00:06:17.000 --> 00:06:21.000]  你們所有的男子都要受割禮
[00:06:21.000 --> 00:06:25.000]  這就是我與你並你的後裔所納的約
[00:06:25.000 --> 00:06:28.000]  是你們當遵守的
[00:06:28.000 --> 00:06:31.000]  你們要受割禮
[00:06:31.000 --> 00:06:37.000]  這是我與你們納約的證據
[00:06:37.000 --> 00:06:40.000]  是神與人納約的證據
[00:06:40.000 --> 00:06:43.000]  因此在過了約旦河之後
[00:06:43.000 --> 00:06:45.000]  神就吩咐他們
[00:06:45.000 --> 00:06:47.000]  你們要受割禮
[00:06:47.000 --> 00:06:49.000]  當然大家都會留意到
[00:06:49.000 --> 00:06:50.000]  聖經裡面所提及的
[00:06:50.000 --> 00:06:52.000]  過去有一些人
[00:06:52.000 --> 00:06:54.000]  他們雖然受了割禮
[00:06:54.000 --> 00:06:56.000]  但是沒有按照與神所納的約
[00:06:56.000 --> 00:06:58.000]  聽從神的話
[00:06:58.000 --> 00:07:02.000]  你回到約書亞記
[00:07:02.000 --> 00:07:05.000]  在第五章第六節就說
[00:07:05.000 --> 00:07:07.000]  以色列人在抗野走了四十年
[00:07:07.000 --> 00:07:09.000]  直到全國的人
[00:07:09.000 --> 00:07:10.000]  就是從埃及出來
[00:07:10.000 --> 00:07:14.000]  能夠作戰的南丁都滅盡了
[00:07:14.000 --> 00:07:16.000]  為什麼要消滅他們呢?
[00:07:16.000 --> 00:07:17.000]  聖經就說
[00:07:17.000 --> 00:07:21.000]  因為他們不聽耶和華的話
[00:07:21.000 --> 00:07:22.000]  這一群人
[00:07:22.000 --> 00:07:25.000]  他們都已經行過割禮
[00:07:25.000 --> 00:07:27.000]  但是死在抗野
