
[00:00:00.000 --> 00:00:03.660]  今天晚上我們很高興
[00:00:03.660 --> 00:00:08.740]  神讓我們能夠重新可以有實體的聚會
[00:00:08.740 --> 00:00:11.000]  也都相信有不少的頂子妹
[00:00:11.000 --> 00:00:19.260]  今天在這個網上繼續觀看這個十架上的呼喊
[00:00:19.260 --> 00:00:26.540]  多謝剛才敬拜隊帶領我們一連串有很好的詩歌
[00:00:26.540 --> 00:00:31.900]  精短但是穿插在當中能夠讓我們去默想
[00:00:31.900 --> 00:00:39.800]  甚至讓我們去跟神說我們自己心底的聲音
[00:00:39.800 --> 00:00:46.340]  沒錯今天是一個疫情使人叫苦連天的世界
[00:00:46.340 --> 00:00:54.000]  COVID-19已經使到全球有很多人受了很多苦
[00:00:54.000 --> 00:00:57.540]  根據在一月初的時候
[00:00:57.540 --> 00:01:01.940]  全球已經突破了一億人確診
[00:01:01.940 --> 00:01:07.740]  而且有二百多萬人是因為這個疫症死去
[00:01:07.740 --> 00:01:14.700]  相信帶給很多的人很多的家庭有很多的苦難
[00:01:14.700 --> 00:01:21.400]  說起苦無疑人生裡面有很多肉身的土
[00:01:21.400 --> 00:01:24.340]  當我們仍然聽到在身邊
[00:01:24.340 --> 00:01:29.960]  或者我們自己家人患上了不同的病症
[00:01:29.960 --> 00:01:34.140]  出入醫院要打針吃藥
[00:01:34.140 --> 00:01:39.240]  甚至乎在疫情的當中都要步步為營
[00:01:39.240 --> 00:01:43.300]  才可以做到一次檢查
[00:01:43.300 --> 00:01:46.940]  那種苦實在苦不堪言
[00:01:46.940 --> 00:01:53.900]  但是更加的在人的裡面這些肉身的苦又苦成怎樣呢
[00:01:53.900 --> 00:01:57.800]  它可以帶來是心靈的痛苦
[00:01:57.800 --> 00:02:03.060]  有人在這段日子裡面我們失去至親
[00:02:03.060 --> 00:02:08.160]  有人也都可能在過去到如今
[00:02:08.160 --> 00:02:14.260]  我們生活裡面失去了很好的人際關係
[00:02:14.260 --> 00:02:17.140]  夫妻感情破裂
[00:02:17.140 --> 00:02:20.140]  婦女反目成仇
[00:02:20.140 --> 00:02:26.700]  有很多人我們會見到在香港的裡面都經歷了很多的苦困
[00:02:26.700 --> 00:02:30.600]  引致到很多的失落
[00:02:30.600 --> 00:02:32.900]  叫苦連天
[00:02:32.900 --> 00:02:35.060]  苦不堪言
[00:02:35.060 --> 00:02:37.200]  有苦自己知
[00:02:37.200 --> 00:02:41.260]  甚至乎我們很俗的說苦過弟弟
[00:02:41.260 --> 00:02:46.700]  但是今天晚上當我們去看到耶穌十字架上面
[00:02:46.700 --> 00:02:53.500]  祂帶給我們的是生命心靈的更生
[00:02:53.500 --> 00:02:59.000]  有人說耶穌基督在一個中午前那三小時
[00:02:59.000 --> 00:03:02.640]  祂說了三句不同的說話
[00:03:02.640 --> 00:03:06.400]  就是我們所說的十誡七言裡面
[00:03:06.400 --> 00:03:12.040]  負下赦免他們因為他們所做的他們不曉得
[00:03:12.040 --> 00:03:19.760]  我實在告訴你們今天你要和我在樂園裡面
[00:03:19.760 --> 00:03:24.160]  然後耶穌又說母親看你的兒子
[00:03:24.160 --> 00:03:27.200]  約翰看你的母親
[00:03:27.200 --> 00:03:32.140]  有人告訴我這幾句說話已經有一個很大的學習
[00:03:32.140 --> 00:03:38.460]  當我們去默想也都今晚我們未必能夠完全的很細心看
[00:03:38.460 --> 00:03:41.940]  但是話說回來
[00:03:41.940 --> 00:03:47.400]  當耶穌說負下赦免他們因為他們所做的他們不曉得
[00:03:47.400 --> 00:03:53.400]  祂教我們人生道理裡面一個最大的寬恕的學習
[00:03:53.400 --> 00:03:59.140]  當祂說到我實在告訴你今天你要我同在樂園裡的時候
[00:03:59.140 --> 00:04:03.260]  祂告訴我人仍然有盼望
[00:04:03.260 --> 00:04:08.740]  當祂很親切細緻的告訴媽媽這個就是你的兒子
[00:04:08.740 --> 00:04:15.980]  然後對著他的門說你要接待這個媽媽回到你家裡的時候
[00:04:15.980 --> 00:04:22.620]  祂又教會我們愛顧他人的一個學習
[00:04:22.620 --> 00:04:25.220]  當下午的時候
[00:04:25.220 --> 00:04:30.780]  耶穌說我學了然後跟著祂說我成了
[00:04:30.780 --> 00:04:37.240]  到最後祂說父啊我將我的靈魂交在你手
[00:04:37.240 --> 00:04:41.340]  是說到轉變的學習
[00:04:41.340 --> 00:04:45.820]  由一個知道自己生命裡面很足夠
[00:04:45.820 --> 00:04:48.620]  但是祂說我學了
[00:04:48.620 --> 00:04:50.460]  是一個轉變
[00:04:50.460 --> 00:04:53.500]  當祂說成了的時候
[00:04:53.500 --> 00:04:58.340]  耶穌基督是告訴我們完成了
[00:04:58.340 --> 00:05:00.780]  所有的事情可以重新來過
[00:05:00.780 --> 00:05:03.980]  醫治
[00:05:03.980 --> 00:05:08.340]  但是耶穌在十字架上由第四句到第七句
[00:05:08.340 --> 00:05:12.060]  剛才也是我們今晚的主題
[00:05:12.060 --> 00:05:14.780]  十架上的呼喊
[00:05:14.780 --> 00:05:18.980]  我們看到這句話的講法約在新初
[00:05:18.980 --> 00:05:22.380]  耶穌大聲喊著說
[00:05:22.380 --> 00:05:26.780]  「爾尼爾尼拉瑪撒巴葛大尼」
[00:05:26.780 --> 00:05:30.460]  是一個阿蘭文翻譯出來的
[00:05:30.460 --> 00:05:32.780]  就是我的神
[00:05:32.780 --> 00:05:36.420]  我的神你為什麼離棄我?
[00:05:36.420 --> 00:05:37.940]  接著另外一句
[00:05:37.940 --> 00:05:41.580]  就是講到耶穌大聲喊著說
[00:05:41.580 --> 00:05:47.060]  父啊我將我的靈魂交在你手裡
[00:05:47.060 --> 00:05:53.780]  講完這句話耶穌的氣就斷了
[00:05:53.780 --> 00:05:58.700]  我們會看到耶穌基督大聲呼喊
[00:05:58.700 --> 00:06:01.180]  大聲喊著
[00:06:01.180 --> 00:06:03.540]  這個呼喊或者喊著
[00:06:03.540 --> 00:06:05.100]  在英文聖經裡面說
[00:06:05.100 --> 00:06:07.300]  Cry out in a loud voice
[00:06:07.300 --> 00:06:09.300]  肯定肯定
[00:06:09.300 --> 00:06:11.300]  在耶穌的生平裡面
[00:06:11.300 --> 00:06:15.940]  祂很少可大聲呼喊
[00:06:15.940 --> 00:06:19.220]  一個人去到一個極點的時候
[00:06:19.220 --> 00:06:21.980]  無論他的肉體很痛苦
[00:06:21.980 --> 00:06:26.300]  他的心靈很痛苦
[00:06:26.300 --> 00:06:29.500]  他就會熬出來
[00:06:29.500 --> 00:06:32.220]  在很多年前
[00:06:32.220 --> 00:06:36.740]  當我有機會步入一個明愛醫院的時候
[00:06:36.740 --> 00:06:42.260]  去探望一位很細小、弱小的婆婆
[00:06:42.260 --> 00:06:45.740]  她已經經歷癌症
[00:06:45.740 --> 00:06:48.260]  有半年多
[00:06:48.260 --> 00:06:52.420]  這段日子是她彌留最後的日子
[00:06:52.420 --> 00:06:54.740]  當我看到
[00:06:54.740 --> 00:06:57.780]  在打了麻痺針之前
[00:06:57.780 --> 00:07:00.740]  婆婆喊得很厲害
[00:07:00.740 --> 00:07:02.940]  甚至她的子女說
[00:07:02.940 --> 00:07:05.700]  我媽平時很斯文的
[00:07:05.700 --> 00:07:07.940]  但是這段日子她痛到
