
[00:00:00.000 --> 00:00:02.820]  我仍然三落去低頭一起禱告
[00:00:02.820 --> 00:00:05.880]  親愛的主啊,你歸到你面前的時候
[00:00:05.880 --> 00:00:13.240]  當你再歸到你的殿面前的時候
[00:00:13.240 --> 00:00:16.120]  主啊,這班弟兄姊妹帶著期望
[00:00:16.120 --> 00:00:18.180]  回到你的殿裏面
[00:00:18.180 --> 00:00:23.040]  帶著敬拜你的心回到你的殿裏面
[00:00:23.040 --> 00:00:25.860]  祂希望遇到你,希望見到你
[00:00:25.860 --> 00:00:27.900]  希望看到你的榮耀
[00:00:27.900 --> 00:00:31.220]  主就求你滿足他們每一個的人
[00:00:31.220 --> 00:00:35.320]  坐在這裏站立的主啊,求你與他們同在
[00:00:35.320 --> 00:00:38.920]  主叫你看到他們可以靠傳你的特性
[00:00:38.920 --> 00:00:42.240]  聽我們的禱告,奉耶穌基督的名求
[00:00:42.240 --> 00:00:50.680]  阿們,好,大家請坐
[00:00:50.680 --> 00:00:53.180]  我見過不少的弟兄姊妹
[00:00:53.180 --> 00:00:56.960]  開始信主的時候心裏火熱
[00:00:56.960 --> 00:01:00.280]  可以說,為神做什麼都可以
[00:01:00.280 --> 00:01:02.600]  神要她做什麼都可以
[00:01:02.600 --> 00:01:06.680]  但是你發覺隨著日子慢慢過去的時候
[00:01:06.680 --> 00:01:11.560]  這種熱情,慢慢的消失
[00:01:11.560 --> 00:01:14.120]  她可能還有教會
[00:01:14.120 --> 00:01:19.240]  但是基本上,你推她都動不了
[00:01:19.240 --> 00:01:24.100]  其實,究竟有沒有機會去挽回
[00:01:24.100 --> 00:01:27.180]  一班弟兄姊妹當她慢慢沒有了對神
[00:01:27.180 --> 00:01:30.240]  原先的愛和熱情的時候呢
[00:01:30.240 --> 00:01:33.320]  我想和你探討這個問題
[00:01:33.320 --> 00:01:35.880]  藉著哈該書第一章第一至十二節
[00:01:35.880 --> 00:01:39.460]  因為當時哈該先知其實講的說話
[00:01:39.460 --> 00:01:43.300]  神藉著他說的話就正正在當中裏面
[00:01:43.300 --> 00:01:47.140]  以色列人這個問題來的
[00:01:47.140 --> 00:01:52.520]  當哈該先知講出第一章第一至十二節的時候
[00:01:52.520 --> 00:01:55.080]  就是十九年前
[00:01:55.080 --> 00:01:58.660]  波斯王古烈剛剛打敗了巴比倫帝國
[00:01:58.660 --> 00:02:02.500]  建立了屬於他自己的強大的帝國
[00:02:02.500 --> 00:02:04.300]  波斯帝國
[00:02:04.300 --> 00:02:07.120]  當時他容許當時的以色列人
[00:02:07.120 --> 00:02:12.480]  由巴比倫回到耶路撒冷重建聖殿
[00:02:12.480 --> 00:02:16.080]  當時有一班有異象
[00:02:16.080 --> 00:02:18.640]  有使命感
[00:02:18.640 --> 00:02:21.960]  肯為神做什麼都可以的以色列人
[00:02:21.960 --> 00:02:27.600]  其實他們已經在巴比倫過了大約七十年的時間
[00:02:27.600 --> 00:02:30.420]  那時候他們已經是第二代
[00:02:30.420 --> 00:02:35.020]  已經建立了他自己的事業
[00:02:35.020 --> 00:02:39.120]  建立了他自己的默樂和關係
[00:02:39.120 --> 00:02:41.920]  但是他肯放下一切的東西
[00:02:41.920 --> 00:02:44.240]  去哪裏呢?去耶路撒冷
[00:02:44.240 --> 00:02:45.780]  是什麼地方呢?
[00:02:45.780 --> 00:02:48.080]  是一個頹垣敗瓦
[00:02:48.080 --> 00:02:49.860]  廢墟的地方
[00:02:49.860 --> 00:02:54.220]  那地方是不是很好住?很多地豐收呢?
[00:02:54.220 --> 00:02:59.340]  為什麼呢?因為其實很多的外邦人已經佔住了那個地方
[00:02:59.340 --> 00:03:01.380]  但是他們沒有想到這些
[00:03:01.380 --> 00:03:05.480]  他們因為神的聖殿
[00:03:05.480 --> 00:03:09.060]  當古烈王釋出善意的時候
[00:03:09.060 --> 00:03:11.360]  他就勇敢不計後果的
[00:03:11.360 --> 00:03:14.440]  也沒有任何的包袱損失的
[00:03:14.440 --> 00:03:15.980]  他就走了出去
[00:03:15.980 --> 00:03:19.300]  為了要侍奉神要重建聖殿
[00:03:19.300 --> 00:03:22.380]  也要建立一個屬於自己
[00:03:22.380 --> 00:03:25.180]  真正屬於自己的家園
[00:03:25.180 --> 00:03:27.560]  但是很快當他去到耶路撒冷的時候
[00:03:27.560 --> 00:03:32.360]  他發覺事情跟想像的很不同
[00:03:32.360 --> 00:03:36.700]  因為佔住那地方的居民其實是
[00:03:36.700 --> 00:03:39.780]  對他們很有戒心很敵視
[00:03:39.780 --> 00:03:41.580]  為什麼呢?因為他害怕
[00:03:41.580 --> 00:03:43.100]  他們當他建立聖殿之後
[00:03:43.100 --> 00:03:45.920]  成為一個向心族很強的民族
[00:03:45.920 --> 00:03:49.500]  而對他們現有的利益有所傷害
[00:03:49.500 --> 00:03:53.600]  所以他們千方百計地去擾亂他們的工程
[00:03:53.600 --> 00:03:59.480]  所以當時他甚至上訴到當時的波斯王阿達薩西上面
[00:03:59.480 --> 00:04:02.300]  所以聖殿的工程在兩三年之後
[00:04:02.300 --> 00:04:05.120]  就在阿達薩西下令
[00:04:05.120 --> 00:04:07.160]  去停工的情況之下
[00:04:07.160 --> 00:04:08.700]  一停工
[00:04:08.700 --> 00:04:11.000]  就停了16年
[00:04:11.000 --> 00:04:16.640]  以色列人才滿懷熱切要建立聖殿的計劃
[00:04:16.640 --> 00:04:19.000]  被迫好像在當時看
[00:04:19.000 --> 00:04:21.500]  無限期的割治
[00:04:21.500 --> 00:04:24.060]  一班本來很有意象
[00:04:24.060 --> 00:04:26.100]  很有使命感的以色列人
[00:04:26.100 --> 00:04:27.640]  因為種種的原因
[00:04:27.640 --> 00:04:30.980]  他們的理想好像不再可行
[00:04:30.980 --> 00:04:34.560]  他們當時就好像站在十字路口裡面的時候
[00:04:34.560 --> 00:04:37.620]  究竟我何去何從呢?
[00:04:37.620 --> 00:04:40.440]  我相信他們都想過這個問題
[00:04:40.440 --> 00:04:42.740]  但聖經跟著告訴我們
[00:04:42.740 --> 00:04:46.580]  他們結果選擇了計劃B
[00:04:46.580 --> 00:04:50.420]  就是他們放棄了要為神建殿
[00:04:50.420 --> 00:04:54.520]  開始的時候他們為自己建造房屋
[00:04:54.520 --> 00:04:57.080]  開始為自己的事業去打拼
[00:04:57.080 --> 00:05:03.480]  在那裡的地位、實力、金錢、財富、名位去打拼
[00:05:03.480 --> 00:05:05.520]  很多時候
[00:05:05.520 --> 00:05:07.840]  就好像我們當中有大英寺會
[00:05:07.840 --> 00:05:10.400]  開始的時候他都想侍奉神
[00:05:10.400 --> 00:05:12.200]  他有熱切的心
[00:05:12.200 --> 00:05:15.000]  但人生沒有那麼理想
[00:05:15.000 --> 00:05:18.080]  事實是我們常常都會遇到高低起伏
[00:05:18.080 --> 00:05:22.680]  很多時候有困難、有挫折、有失敗
[00:05:22.680 --> 00:05:28.320]  有大英寺會結果選擇了計劃B
[00:05:28.320 --> 00:05:30.880]  下個書第一章 一至十二節
[00:05:30.880 --> 00:05:32.400]  就在這個背景之下
[00:05:32.400 --> 00:05:36.260]  神對當時以色列人的提醒
[00:05:36.260 --> 00:05:38.820]  我讀讀第一節到第二節
[00:05:38.820 --> 00:05:43.680]  當中說到大理烏王第二年六月初一日
[00:05:43.680 --> 00:05:46.760]  耶和華的話直處先知下蓋
[00:05:46.760 --> 00:05:52.900]  向右大省長撒拉帖的兒子索羅巴伯
[00:05:52.900 --> 00:05:57.500]  和約撒答的兒子大祭司約書亞說
[00:05:57.500 --> 00:05:59.820]  萬鈞的耶和華如此說
[00:05:59.820 --> 00:06:01.340]  這百姓說
[00:06:01.340 --> 00:06:06.220]  建造耶和華殿的時候尚未來到
[00:06:06.220 --> 00:06:09.040]  第一節講到什麼呢 第一節講到
[00:06:09.040 --> 00:06:14.920]  耶和華的麥士林到哈蓋是大理烏王第二年的六月
[00:06:14.920 --> 00:06:16.460]  什麼意思呢
[00:06:16.460 --> 00:06:17.480]  就是說
[00:06:17.480 --> 00:06:19.800]  當時下旨停工
[00:06:19.800 --> 00:06:22.860]  那個阿達舍西王已經過世
[00:06:22.860 --> 00:06:27.720]  而他的兒子大理烏在當中作王已經第二年了
[00:06:27.720 --> 00:06:29.000]  代表了什麼呢
[00:06:29.000 --> 00:06:32.840]  代表了以色列人當時有上訴的機會
[00:06:32.840 --> 00:06:38.480]  就是上訴可以使到聖殿的工程再一次展開的機會
[00:06:38.480 --> 00:06:40.780]  第一節就講到這個事實
[00:06:40.780 --> 00:06:44.880]  但是你接著看第二節的時候就發覺完全不是那件事
[00:06:44.880 --> 00:06:46.420]  你發覺
[00:06:46.420 --> 00:06:51.780]  竟然以色列人非但沒有考慮向王上訴
[00:06:51.780 --> 00:06:53.840]  有些人看看
[00:06:53.840 --> 00:06:56.140]  大理烏做王已經做了一年了
[00:06:56.140 --> 00:06:57.680]  等下一年過了
[00:06:57.680 --> 00:07:01.260]  接著第二年過了一半到六月了
[00:07:01.260 --> 00:07:03.300]  接著忍不住問他們
[00:07:03.300 --> 00:07:05.360]  喂 你們不是回耶路撒冷
[00:07:05.360 --> 00:07:06.900]  要建聖殿的嗎
[00:07:06.900 --> 00:07:09.200]  什麼時候打算什麼時候做啊
[00:07:09.200 --> 00:07:11.000]  接著他們就會說
[00:07:11.000 --> 00:07:12.520]  我們一定會做的
[00:07:12.520 --> 00:07:13.800]  神的殿怎麼會不做呢
[00:07:13.800 --> 00:07:14.560]  一定做
[00:07:14.560 --> 00:07:16.360]  但是
[00:07:16.360 --> 00:07:19.180]  現在的時候還沒到
[00:07:19.180 --> 00:07:21.220]  接著我們可以想像
[00:07:21.220 --> 00:07:24.820]  以色列人是舉了很多不同的原因
[00:07:24.820 --> 00:07:29.160]  譬如現在承受的政治壓力其實很大
[00:07:29.160 --> 00:07:35.500]  譬如現在的經濟基本上支持不了建聖殿龐大的資金
[00:07:35.500 --> 00:07:36.320]  哪有呢
[00:07:36.320 --> 00:07:38.380]  現在我們自顧不暇
[00:07:38.380 --> 00:07:40.180]  可能我們自己都很困難
[00:07:40.180 --> 00:07:41.700]  很難做的
[00:07:41.700 --> 00:07:46.320]  表面上以色列人的解釋可能有一定的道理
[00:07:46.320 --> 00:07:51.440]  因為由撒冷對他們仇恨的民族其實是不少
[00:07:51.440 --> 00:07:53.220]  還有很多的民族
[00:07:53.220 --> 00:07:56.300]  他是有一定的政治實力
[00:07:56.300 --> 00:07:59.380]  有些是省長 有些是官
[00:07:59.380 --> 00:08:05.000]  他們其實是有上訴到波斯王左右他決定的實力
[00:08:05.000 --> 00:08:07.820]  所以這個關注不是不合理的
[00:08:07.820 --> 00:08:10.640]  接著你再看看書下面的時候
[00:08:10.640 --> 00:08:13.200]  你發覺他們年年欠收
[00:08:13.200 --> 00:08:17.040]  其實很多時候中了的東西沒有收成
[00:08:17.040 --> 00:08:20.100]  結果是越來越窮
[00:08:20.100 --> 00:08:23.180]  其實在這個情況之下
[00:08:23.180 --> 00:08:26.760]  在乍眼看 在客觀看
[00:08:26.760 --> 00:08:30.600]  實在沒有實力去重建神的殿
[00:08:30.600 --> 00:08:34.960]  但是在聖經裡哈蓋就看到另一種不同的景象
[00:08:34.960 --> 00:08:37.780]  他看到真實的問題不是這些東西
[00:08:37.780 --> 00:08:42.380]  真實的問題是16年plan B的生活
[00:08:42.380 --> 00:08:46.740]  已經使他們沒有對神的愛
[00:08:46.740 --> 00:08:50.820]  當你不再愛神 不再愛一樣東西的時候
[00:08:50.820 --> 00:08:53.900]  你就不會把你的心思念放在上面
[00:08:53.900 --> 00:08:58.240]  所以他也再沒有動力和神去建聖殿
[00:08:58.240 --> 00:09:00.820]  就等於一些的弟兄姊妹出來的時候
[00:09:00.820 --> 00:09:02.600]  心裡火熱侍奉神
[00:09:02.600 --> 00:09:04.900]  但是接著出來社會工作
[00:09:04.900 --> 00:09:09.500]  他發覺迫於無奈都要為自己的工作打拼
[00:09:09.500 --> 00:09:12.840]  接著的時候要考慮誰是我結婚對象
[00:09:12.840 --> 00:09:14.380]  要追他
[00:09:14.380 --> 00:09:17.700]  接著的時候成家立室 要生兒育女
[00:09:17.700 --> 00:09:21.280]  接著說越來越多人生的責任
[00:09:21.280 --> 00:09:23.080]  其實已經忙到一個地步
[00:09:23.080 --> 00:09:24.620]  是沒什麼時間
[00:09:24.620 --> 00:09:29.740]  接著不是一天 不是一個月 不是一年
[00:09:29.740 --> 00:09:33.580]  但是你會慢慢看著這個弟兄姊妹
[00:09:33.580 --> 00:09:38.440]  那個對神原先很熱切的愛心慢慢冷淡
[00:09:38.440 --> 00:09:40.480]  當你愛心冷淡的時候
[00:09:40.480 --> 00:09:43.300]  你就不會再侍奉神
[00:09:43.300 --> 00:09:46.120]  但是值得我們心思的一樣東西就是
[00:09:46.120 --> 00:09:48.680]  人其實如果客觀看的時候
[00:09:48.680 --> 00:09:51.500]  其實基本上是放棄了他
