
[00:00:00.000 --> 00:00:02.600]  剛才說了 因為是母親節
[00:00:02.600 --> 00:00:04.600]  雖然父親節在6月
[00:00:04.600 --> 00:00:08.720]  但是也很想和大家特別在生命記裡面
[00:00:08.720 --> 00:00:13.320]  去看如何在律法裡面教導做父母的
[00:00:13.320 --> 00:00:14.840]  要如何去面對兒女
[00:00:14.840 --> 00:00:18.640]  兒女如何去面對自己的父母
[00:00:18.640 --> 00:00:21.140]  如果人生的起點你留意到
[00:00:21.140 --> 00:00:24.440]  就是以「家」作為一個開始
[00:00:24.440 --> 00:00:27.080]  中國人的「家」字怎麼寫是很特別的
[00:00:27.080 --> 00:00:28.440]  就是一間屋
[00:00:28.440 --> 00:00:30.160]  下面有一隻豬
[00:00:30.160 --> 00:00:35.920]  難怪當年父母說你這個「叉燒」生理
[00:00:35.920 --> 00:00:40.240]  原來家裡在農業社會有一隻豬
[00:00:40.240 --> 00:00:43.600]  就可以令家庭裡面的經濟較為穩定
[00:00:43.600 --> 00:00:46.600]  所以「家」字就有這個意思
[00:00:46.600 --> 00:00:50.000]  但是如果你留意到西方裡面
[00:00:50.000 --> 00:00:52.440]  對「家」有另一個看法
[00:00:52.440 --> 00:00:54.520]  什麼叫做「family」呢
[00:00:54.520 --> 00:00:57.480]  F-A-M-I-L-Y 就是家庭
[00:00:57.480 --> 00:00:58.720]  「Family」這個字
[00:00:58.720 --> 00:01:00.720]  大家知道原來就叫做「Father」
[00:01:00.720 --> 00:01:02.720]  「Mother」就是「I love you」
[00:01:02.720 --> 00:01:04.720]  「Daddy 媽媽」就是「我愛你」
[00:01:04.720 --> 00:01:05.920]  這個就是「家」
[00:01:05.920 --> 00:01:08.480]  所以「家」其實很重要
[00:01:08.480 --> 00:01:11.320]  剛才說到沒有雜話
[00:01:11.320 --> 00:01:12.360]  其實是假的
[00:01:12.360 --> 00:01:14.080]  家裡怎麼會沒有雜話呢
[00:01:14.080 --> 00:01:15.280]  就是沒有仇怨
[00:01:15.280 --> 00:01:19.520]  有時候家裡最大的敵人就是你家人
[00:01:19.520 --> 00:01:21.040]  聖經也是這樣說的
[00:01:21.040 --> 00:01:23.280]  但是如果是一個溫馨的「家」的話
[00:01:23.280 --> 00:01:24.640]  你會相差很遠
[00:01:24.640 --> 00:01:27.920]  也很感恩的 我自己也是一個很溫馨的「家」
[00:01:27.920 --> 00:01:31.200]  昨天和今天 譬如和女兒聊天
[00:01:31.200 --> 00:01:33.440]  都聊得很暢快的
[00:01:33.440 --> 00:01:34.640]  她問我問題的時候
[00:01:34.640 --> 00:01:37.520]  我隨時給一些意料不到的答案給她
[00:01:37.520 --> 00:01:39.320]  氣死她 她又很開心
[00:01:39.320 --> 00:01:40.720]  又頂我
[00:01:40.720 --> 00:01:41.920]  但是最不幸的就是
[00:01:41.920 --> 00:01:44.800]  如果家庭裡面不和的話
[00:01:44.800 --> 00:01:47.520]  沒有了愛 那就很悲哀
[00:01:47.520 --> 00:01:51.280]  最不幸的就是我體會到一件事
[00:01:51.280 --> 00:01:54.160]  有些人可能是來自破碎的家庭
[00:01:54.160 --> 00:01:57.040]  跟別人分享她怎樣痛苦
[00:01:57.040 --> 00:01:58.960]  因為爸爸媽媽離婚
[00:01:58.960 --> 00:02:00.520]  沒有承擔的責任
[00:02:00.520 --> 00:02:02.120]  令她想死
[00:02:02.120 --> 00:02:07.560]  但是很可能她自己又來帶她離婚的
[00:02:07.560 --> 00:02:09.560]  就是原來受的傷害
[00:02:09.560 --> 00:02:12.760]  但可能同樣將這個傷害帶給自己的孩子
[00:02:12.760 --> 00:02:15.240]  所以這是很悲哀的一件事
[00:02:15.240 --> 00:02:16.360]  但是不要忘記
[00:02:16.360 --> 00:02:19.920]  「家」是一個人的接觸人的起點
[00:02:19.920 --> 00:02:21.920]  當寶寶出生了
[00:02:21.920 --> 00:02:24.600]  當然第一個接觸的可能是護士
[00:02:24.600 --> 00:02:26.000]  接生的那個
[00:02:26.000 --> 00:02:28.520]  但是正常的情況會回到家裡
[00:02:28.520 --> 00:02:30.880]  她第一個認識的可能就是
[00:02:30.880 --> 00:02:32.800]  爸爸媽媽或者爺爺媽媽
[00:02:32.800 --> 00:02:34.280]  或者公公婆婆
[00:02:34.280 --> 00:02:37.160]  所以人際關係最先建立
[00:02:37.160 --> 00:02:39.400]  都是由「家」開始的
[00:02:39.400 --> 00:02:42.440]  十誡第一部分就是人對神的責任
[00:02:42.440 --> 00:02:44.240]  我們已經很清楚的說了
[00:02:44.240 --> 00:02:48.000]  但是第二部分就是人與人之間的責任
[00:02:48.000 --> 00:02:49.400]  最基礎是什麼
[00:02:49.400 --> 00:02:51.720]  要孝敬父母
[00:02:51.720 --> 00:02:53.600]  在《生命記》裡面
[00:02:53.600 --> 00:02:56.800]  有教導第五章第16節
[00:02:56.800 --> 00:03:02.200]  「當照耶和華,你神所吩咐的孝敬父母,使你得福」
[00:03:02.200 --> 00:03:08.080]  「並使你的日子在耶和華,你神所賜你的地上得而長久」
[00:03:08.080 --> 00:03:10.400]  這裡很清楚的說
[00:03:10.400 --> 00:03:12.480]  你要孝敬父母
[00:03:12.480 --> 00:03:14.800]  而十條誡命裡面唯一的這條誡命
[00:03:14.800 --> 00:03:18.440]  就是你遵守的時候是會得到福分的
[00:03:18.440 --> 00:03:23.160]  剛才我也說到神是很重視人倫的關係的
[00:03:23.160 --> 00:03:25.720]  記得我們曾經查過「安息日」嗎
[00:03:25.720 --> 00:03:28.760]  「安息日」原來是一條很重要的誡命
[00:03:28.760 --> 00:03:32.400]  就是站在人與神、人與自己、人與家人
[00:03:32.400 --> 00:03:35.840]  人與其他的僕人和大地的關係
[00:03:35.840 --> 00:03:39.200]  好了 接著很明顯的就是
[00:03:39.200 --> 00:03:41.200]  孝敬父母這條誡命
[00:03:41.200 --> 00:03:43.880]  他說遵守的時候其實是必要的
[00:03:43.880 --> 00:03:45.720]  你不遵守就是犯法
[00:03:45.720 --> 00:03:47.480]  犯法你就要罰
[00:03:47.480 --> 00:03:51.080]  很簡單的 在英國你開車進錯了巴士線的話
[00:03:51.080 --> 00:03:53.680]  巴士線你就要罰錢的了
[00:03:53.680 --> 00:03:56.720]  香港也是的 你去獅子山隧道
[00:03:56.720 --> 00:04:00.520]  有一條專用線是給公共汽車的
[00:04:00.520 --> 00:04:02.440]  你私家車進去就要罰
[00:04:02.440 --> 00:04:04.360]  但是你說我沒有進去
[00:04:04.360 --> 00:04:05.640]  那可不可以拿獎品呢
[00:04:05.640 --> 00:04:07.520]  是沒有的 是沒有獎勵的
[00:04:07.520 --> 00:04:09.200]  因為你必然要遵守
[00:04:09.200 --> 00:04:11.720]  但是這條誡命很清楚的是什麼呢
[00:04:11.720 --> 00:04:15.120]  就是做兒女要孝敬父母是會得到福氣的
[00:04:15.120 --> 00:04:20.040]  但是孝敬的方法是沒有說的
[00:04:20.040 --> 00:04:22.040]  是沒有絕對的
[00:04:22.040 --> 00:04:26.480]  是按照你自己的處境去做的
[00:04:26.480 --> 00:04:28.200]  所以我們要很小心去面對
[00:04:28.200 --> 00:04:32.360]  好了 我們看看做兒女的責任有什麼呢
[00:04:32.360 --> 00:04:34.920]  做兒女就應該孝敬父母
[00:04:34.920 --> 00:04:38.440]  孝敬這個詞原來在伯萊文裡面
[00:04:38.440 --> 00:04:42.920]  其實是一個軍事教育的味道比較重的
[00:04:42.920 --> 00:04:45.040]  孝敬就是要尊敬他
[00:04:45.040 --> 00:04:46.480]  要尊重他
[00:04:46.480 --> 00:04:48.960]  視他 借視你的父母
