
[00:00:00.000 --> 00:00:06.600]  今日我會繼續同大家講關於耶穌是誰呢一個系列嘅訊息
[00:00:06.600 --> 00:00:11.800]  題目叫做信心的進路
[00:00:11.800 --> 00:00:17.320]  我先要解釋一下呢個題目信心的進路究竟係咩意思
[00:00:17.320 --> 00:00:20.360]  有時想講嘅嘢係好長嘅
[00:00:20.360 --> 00:00:23.960]  想用一句說話嚟講咗做一個題目係唔容易
[00:00:23.960 --> 00:00:28.560]  信心的進路我嘅意思係要話
[00:00:28.840 --> 00:00:32.360]  係乜嘢原因令到我哋嚟教會呢
[00:00:32.360 --> 00:00:38.280]  另外係乜嘢原因驅使我哋要信耶穌呢
[00:00:38.280 --> 00:00:45.560]  我相信我哋係各有各嘅原因嚟去嚟到教會嚟到信耶穌
[00:00:45.560 --> 00:00:54.840]  當我哋決志當我哋決志信耶穌嗰陣時呢
[00:00:54.840 --> 00:00:58.160]  呢個就係踏進信心之門
[00:00:59.840 --> 00:01:04.360]  但係呢一條信心嘅路呢係未完㗎
[00:01:04.360 --> 00:01:08.160]  我哋需要繼續走落去繼續向前行
[00:01:08.160 --> 00:01:13.040]  繼續要向住信心嘅中心嚟去行
[00:01:13.040 --> 00:01:16.640]  信心嘅中心就係信仰嘅中心
[00:01:16.640 --> 00:01:20.840]  就係信仰嘅中心就係耶穌基督
[00:01:20.840 --> 00:01:25.000]  因此我哋唔好停留喺
[00:01:25.000 --> 00:01:29.000]  嗰位未信嘅人唔好停留喺門外邊
[00:01:29.000 --> 00:01:34.360]  咁我哋要決志祈禱就踏進信心嘅門
[00:01:34.360 --> 00:01:38.040]  信咗耶穌嘅人就唔好停留喺門邊
[00:01:38.040 --> 00:01:40.960]  要繼續向裏面行
[00:01:40.960 --> 00:01:44.960]  向住信仰嘅中心嚟去行
[00:01:44.960 --> 00:01:49.400]  即係話我哋要更深咁樣去認識耶穌基督
[00:01:50.440 --> 00:01:55.440]  呢個係耶穌對我哋信佢嘅人嘅要求嚟㗎
[00:01:55.440 --> 00:01:57.440]  亦都係為咗我哋嘅好處
[00:01:57.440 --> 00:02:01.440]  今日呢一段嘅經文
[00:02:01.440 --> 00:02:03.440]  短短嘅一段經文
[00:02:03.440 --> 00:02:08.440]  係記述咗耶穌所行嘅兩個神蹟喺裏面
[00:02:08.440 --> 00:02:13.440]  呢兩個神蹟嘅發生係有啲特別
[00:02:13.440 --> 00:02:17.440]  呢兩個神蹟可以話係連埋一齊嘅
[00:02:17.440 --> 00:02:20.440]  或者話一個係包住另外一個嘅
[00:02:20.440 --> 00:02:27.440]  其中一個神蹟係好顯明嘅
[00:02:27.440 --> 00:02:33.440]  係大鑼大鼓好有聲勢咁樣去進行嘅
[00:02:33.440 --> 00:02:37.440]  但係另一個佢係靜悄悄咁
[00:02:37.440 --> 00:02:40.440]  或者靜靜雞咁樣就去進行咗
[00:02:43.440 --> 00:02:50.440]  但係耶穌佢係將佢嘅心意同佢嘅教導
[00:02:50.440 --> 00:02:52.440]  透過呢兩個神蹟
[00:02:52.440 --> 00:02:57.440]  嚟讓信佢嘅人係知道對佢對耶穌
[00:02:57.440 --> 00:03:01.440]  即係知道耶穌自己嘅性情同埋信心
[00:03:01.440 --> 00:03:04.440]  信耶穌究竟係乜嘢一回事
[00:03:04.440 --> 00:03:11.440]  信耶穌究竟係咩一回事呀
[00:03:11.440 --> 00:03:15.440]  信耶穌就係將生命交託俾主
[00:03:15.440 --> 00:03:21.440]  信耶穌唔係只係想得到喺世上嘅一啲好處
[00:03:21.440 --> 00:03:26.440]  唔係淨係想話希望耶穌喺世上畀到我哋一啲嘅好處
[00:03:26.440 --> 00:03:35.440]  得到耶穌喺世上嘅幫助呢個只不過係信仰嘅入門
[00:03:35.440 --> 00:03:39.440]  我哋每個人都多多少少從耶穌身上得到啲好處
[00:03:39.440 --> 00:03:42.440]  喺尋求或者係信嗰個過程裏面
[00:03:42.440 --> 00:03:47.440]  呢個由於得到一啲好處
[00:03:47.440 --> 00:03:50.440]  而得到即係而增加我哋對耶穌嘅信心
[00:03:50.440 --> 00:03:53.440]  呢個係信心嘅入門
[00:03:53.440 --> 00:03:59.440]  而我哋願意將生命交託俾主耶穌嘅時候
[00:03:59.440 --> 00:04:04.440]  我哋呢個先至係向住信仰嘅中心走去
[00:04:05.440 --> 00:04:09.440]  今日我哋係同大家去學習呢一個功課
[00:04:09.440 --> 00:04:13.440]  我哋需要走入信仰嘅中心
[00:04:13.440 --> 00:04:18.440]  更加認識主耶穌或者話將生命交託俾主耶穌
[00:04:18.440 --> 00:04:23.440]  我哋先睇今日經文嘅第一節
[00:04:23.440 --> 00:04:27.440]  今日馬太福音九章十八節
[00:04:27.440 --> 00:04:32.440]  佢講到耶穌說者話的時候
[00:04:32.440 --> 00:04:35.440]  今次嘅事故發生嘅事
[00:04:35.440 --> 00:04:42.440]  係承接喺上文耶穌係講新酒新皮袋
[00:04:42.440 --> 00:04:44.440]  我都上次同大家講過呢一個訊息
[00:04:44.440 --> 00:04:50.440]  當耶穌講完呢個新酒新皮袋呢個教訓之後
[00:04:50.440 --> 00:04:54.440]  咁呢個時候啱就有一個管會堂嘅人
[00:04:54.440 --> 00:04:57.440]  嚟到耶穌面前跪拜耶穌
[00:04:57.440 --> 00:05:00.440]  佢求耶穌去救活佢嘅女兒
[00:05:01.440 --> 00:05:05.440]  喺馬福音嗰度講話呢個人個名叫做危老
[00:05:05.440 --> 00:05:09.440]  佢向耶穌話我女兒剛才死了
[00:05:09.440 --> 00:05:13.440]  求你去按手在他身上他就必活了
[00:05:13.440 --> 00:05:18.440]  危老係一個管會堂嘅人
[00:05:18.440 --> 00:05:24.440]  管會堂嘅人呢佢一定對聖經有相當嘅認識
[00:05:24.440 --> 00:05:26.440]  咁佢對舊約聖經一定會好熟
[00:05:26.440 --> 00:05:31.440]  佢一定聽過或者記得以利亞先知同埋以利沙先知
[00:05:31.440 --> 00:05:35.440]  都曾經行過死人復活嘅神蹟
[00:05:35.440 --> 00:05:42.440]  就係將佢兩個都咁啱係將剛才死去嘅少年人復活咗
[00:05:42.440 --> 00:05:50.440]  危老能夠嚟到去求耶穌
[00:05:50.440 --> 00:05:55.440]  佢必定係相信耶穌就係嗰位尼塞亞
[00:05:55.440 --> 00:05:59.440]  或者起碼佢相信耶穌就係一位大有能力嘅先知
[00:05:59.440 --> 00:06:02.440]  就好似以利亞以利沙先知咁樣
[00:06:02.440 --> 00:06:06.440]  佢希望真係好似以利亞同以利沙先知咁樣
[00:06:06.440 --> 00:06:11.440]  耶穌能夠將佢剛死嘅女兒復活
[00:06:11.440 --> 00:06:19.440]  危老嚟搵耶穌呢一個決定唔簡單
[00:06:19.440 --> 00:06:22.440]  雖知道佢係管會堂
[00:06:22.440 --> 00:06:26.440]  咁佢即係話佢喺加伯呢個地方係喺加伯隆
[00:06:26.440 --> 00:06:29.440]  喺加伯隆呢一帶嘅地方
[00:06:29.440 --> 00:06:34.440]  佢係一個高地位嘅人係宗教領袖
[00:06:34.440 --> 00:06:41.440]  嗰啲法利塞人同埋文士同埋嗰啲猶太人嘅官長
[00:06:41.440 --> 00:06:46.440]  咁我哋通常合稱佢哋做猶太人嘅宗教領袖
[00:06:46.440 --> 00:06:51.440]  加埋就係話管會堂嘅嘅人就係宗教領袖
[00:06:52.440 --> 00:06:54.440]  咁你一班嘅猶太人嘅宗教領袖
[00:06:54.440 --> 00:06:57.440]  一路都係同耶穌對敵嘅
[00:06:57.440 --> 00:06:59.440]  甚至係迫害耶穌
[00:06:59.440 --> 00:07:02.440]  所謂密謀去殺害耶穌
[00:07:02.440 --> 00:07:09.440]  咁如果危老佢走去搵耶穌幫助嘅時候
[00:07:09.440 --> 00:07:10.440]  你可以話佢係點呀
[00:07:10.440 --> 00:07:13.440]  叛變喎係咪呀
[00:07:13.440 --> 00:07:14.440]  變節喎
[00:07:14.440 --> 00:07:16.440]  咁佢點呀
[00:07:16.440 --> 00:07:20.440]  一定會遭受其他嘅宗教領袖去譴責
[00:07:20.440 --> 00:07:22.440]  或者會被譏笑
[00:07:22.440 --> 00:07:27.440]  但係而家情況咁危急
[00:07:27.440 --> 00:07:32.440]  我相信危老佢都唔理得咁多啦係咪呀
[00:07:32.440 --> 00:07:40.440]  佢唔想就算即係其他人會譴責佢譏笑都好啦
[00:07:40.440 --> 00:07:42.440]  佢都唔怕啦唔介意
[00:07:42.440 --> 00:07:48.440]  因為佢唔捨得就咁睇到自己嘅女兒就咁死佢
[00:07:51.440 --> 00:07:56.440]  佢聽聞耶穌嘅明星能力
[00:07:56.440 --> 00:08:02.440]  佢生出對耶穌一片嘅信心
[00:08:02.440 --> 00:08:07.440]  佢相信耶穌就好似啲偉大先知咁樣
[00:08:07.440 --> 00:08:10.440]  可以將佢剛死嘅女兒復活
[00:08:10.440 --> 00:08:12.440]  於是佢就去搵耶穌
[00:08:12.440 --> 00:08:17.440]  我所睇嘅幾本識經書嘅作者都話
[00:08:17.440 --> 00:08:23.440]  危老嘅信心係出於佢有一個極大嘅需要
[00:08:23.440 --> 00:08:25.440]  而呢個需要當然係佢嘅困難
[00:08:25.440 --> 00:08:28.440]  佢嘅困難係人解決唔到
[00:08:28.440 --> 00:08:35.440]  所以佢唯有將呢件事嚟去求耶穌
[00:08:35.440 --> 00:08:38.440]  耶穌已經成為佢唯一嘅希望
[00:08:38.440 --> 00:08:41.440]  大兄姐妹
[00:08:41.440 --> 00:08:43.440]  當我哋遇到困難嘅時候
[00:08:43.440 --> 00:08:45.440]  特別遇到極大嘅困難嘅時候
[00:08:45.440 --> 00:08:47.440]  我哋千祈唔好猶疑
[00:08:47.440 --> 00:08:51.440]  我哋要即刻去將事情交托俾主耶穌
[00:08:51.440 --> 00:08:54.440]  去求耶穌
[00:08:54.440 --> 00:08:58.440]  然後先至再想其他嘅辦法
[00:08:58.440 --> 00:09:04.440]  另一方面又當我哋嘅有親戚朋友
[00:09:04.440 --> 00:09:07.440]  遇到類似又係極大嘅困難
[00:09:07.440 --> 00:09:08.440]  人唔可以解決嘅時候
[00:09:08.440 --> 00:09:13.440]  其實嗰個時候就係我哋可以去幫助佢
[00:09:13.440 --> 00:09:17.440]  引領佢去到耶穌嘅面前嘅一個大好嘅機會
[00:09:17.440 --> 00:09:22.440]  我哋需要用忍耐
[00:09:22.440 --> 00:09:24.440]  用陪伴
[00:09:24.440 --> 00:09:26.440]  伸出援助
[00:09:26.440 --> 00:09:29.440]  同埋用禱告嚟幫助佢哋
[00:09:29.440 --> 00:09:30.440]  我哋為佢哋禱告
[00:09:30.440 --> 00:09:34.440]  亦都可以邀請佢同我哋一齊禱告
[00:09:34.440 --> 00:09:40.440]  讓佢哋自己親自經歷到耶穌基督嘅恩典
[00:09:41.440 --> 00:09:44.440]  咁佢哋就會對耶穌更加有信心
[00:09:44.440 --> 00:09:47.440]  會再進一步信耶穌
[00:09:47.440 --> 00:09:52.440]  我哋睇第十九節
[00:09:52.440 --> 00:09:57.440]  耶穌變起來跟著他去
[00:09:57.440 --> 00:09:59.440]  門徒也跟了去
[00:09:59.440 --> 00:10:02.440]  喺福音書裏面嘅記載
[00:10:02.440 --> 00:10:06.440]  耶穌從無拒絕嗰啲求佢幫助
[00:10:06.440 --> 00:10:08.440]  求佢拯救嘅人
[00:10:11.440 --> 00:10:17.440]  佢會拒絕嗰啲求耶穌顯個神蹟畀佢哋睇下嗰啲人
[00:10:17.440 --> 00:10:20.440]  但實際有需要求助嘅人
[00:10:20.440 --> 00:10:23.440]  耶穌從來無拒絕
[00:10:23.440 --> 00:10:26.440]  即使佢哋嘅動機係有偏差
[00:10:26.440 --> 00:10:28.440]  耶穌都唔拒絕
[00:10:28.440 --> 00:10:34.440]  喺楊福音嗰度耶穌自己講過
[00:10:34.440 --> 00:10:36.440]  佢話到我這裡來的
[00:10:36.440 --> 00:10:38.440]  我總不丟棄他
[00:10:40.440 --> 00:10:42.440]  耶穌係一個好有力嘅英雄
[00:10:42.440 --> 00:10:47.440]  我哋睇二十節
[00:10:47.440 --> 00:10:54.440]  佢哋一班人就開始去危老屋企
[00:10:54.440 --> 00:10:58.440]  喺途中有一個女人患了十二年的血流
[00:10:58.440 --> 00:11:02.440]  來到耶穌背後摸他的衣裳遂止
[00:11:02.440 --> 00:11:04.440]  有一節因為他心裏說
[00:11:04.440 --> 00:11:07.440]  我只摸他的衣裳就必痊癒
[00:11:11.440 --> 00:11:13.440]  我哋都需要知道呢一個女人
[00:11:13.440 --> 00:11:15.440]  如果佢嚟搵耶穌醫治嘅
[00:11:15.440 --> 00:11:17.440]  呢一個決定亦都唔簡單
[00:11:17.440 --> 00:11:20.440]  馬可福音嗰度話佢
[00:11:20.440 --> 00:11:22.440]  花盡所有錢財
[00:11:22.440 --> 00:11:24.440]  亦都醫唔好呢個病
[00:11:24.440 --> 00:11:26.440]  仲越嚟越差
[00:11:26.440 --> 00:11:31.440]  仲有我哋知道
[00:11:31.440 --> 00:11:33.440]  喺舊約律法規定
[00:11:33.440 --> 00:11:35.440]  喺利美記嗰度有規定話
[00:11:35.440 --> 00:11:39.440]  患血漏症嘅人會被列為不潔症
[00:11:41.440 --> 00:11:43.440]  凡係嗌到佢嘅人
[00:11:43.440 --> 00:11:47.440]  或者摸到佢所摸過嘅嘢嘅人
[00:11:47.440 --> 00:11:49.440]  都會列入不潔症
[00:11:49.440 --> 00:11:53.440]  不潔症嘅人就需要行潔症禮
[00:11:53.440 --> 00:11:55.440]  咁係好唔方便
[00:11:55.440 --> 00:11:57.440]  所以呢
[00:11:57.440 --> 00:12:00.440]  除咗佢自己好親嘅家人之外
[00:12:00.440 --> 00:12:03.440]  其他人親戚朋友隔離輪舍
[00:12:03.440 --> 00:12:06.440]  可能都唔想接近佢哋
[00:12:06.440 --> 00:12:09.440]  因為避免係被沾染成為不潔
[00:12:09.440 --> 00:12:12.440]  又要做行潔症禮就好麻煩
[00:12:12.440 --> 00:12:17.440]  咁但係再經過點呀
[00:12:17.440 --> 00:12:19.440]  要講話12年喎
[00:12:19.440 --> 00:12:21.440]  係咪呀
[00:12:21.440 --> 00:12:23.440]  即係12年咁長
[00:12:23.440 --> 00:12:27.440]  可能連家人都唔想再陪伴佢
[00:12:27.440 --> 00:12:29.440]  或者家人已經可能有啲要
[00:12:29.440 --> 00:12:31.440]  大咗啦已經離開啦
[00:12:31.440 --> 00:12:33.440]  離開第二度啦之類
[00:12:33.440 --> 00:12:35.440]  佢可能係好孤單
[00:12:35.440 --> 00:12:37.440]  得返一個人又冇錢
[00:12:37.440 --> 00:12:39.440]  又冇人幫佢
[00:12:39.440 --> 00:12:45.440]  我哋可以想像佢心裏面嗰種
[00:12:45.440 --> 00:12:48.440]  痛苦同埋孤單寂寞
[00:12:48.440 --> 00:12:52.440]  即係被遺棄嗰個嗰個嗰個感覺
[00:12:52.440 --> 00:12:53.440]  你諗吓
[00:12:53.440 --> 00:12:59.440]  但係呢一日
[00:12:59.440 --> 00:13:02.440]  佢聽聞耶穌經過
[00:13:02.440 --> 00:13:05.440]  佢心裏面頓時有一氣
[00:13:05.440 --> 00:13:07.440]  即係有一絲嘅希望
[00:13:07.440 --> 00:13:10.440]  佢聽聞
