
[00:00:00.000 --> 00:00:05.420]  今天我們講題是拜偶像之食物
[00:00:05.420 --> 00:00:07.720]  當然這個背景一看到
[00:00:07.720 --> 00:00:09.720]  這個燒肉
[00:00:09.720 --> 00:00:13.020]  我就覺得是很好吃
[00:00:13.020 --> 00:00:17.000]  昨天講完大概六點鐘
[00:00:17.000 --> 00:00:19.800]  很多弟兄姊妹或者同工覺得
[00:00:19.800 --> 00:00:21.000]  馬上好餓
[00:00:21.000 --> 00:00:24.800]  馬上去了我們隔壁大龍那間
[00:00:24.800 --> 00:00:26.400]  找了幾個弟兄姊妹
[00:00:26.400 --> 00:00:28.200]  竟然碰到同工
[00:00:28.200 --> 00:00:31.600]  在那裡買小腩、燒肉
[00:00:31.600 --> 00:00:33.000]  好美味
[00:00:33.000 --> 00:00:36.300]  今天原來講到又快吃午飯了
[00:00:36.300 --> 00:00:39.400]  不知道你看到這麼好的燒肉
[00:00:39.400 --> 00:00:40.800]  中間有一點點肥
[00:00:40.800 --> 00:00:42.100]  有一點點肥才好吃
[00:00:42.100 --> 00:00:43.800]  男士多一點肥
[00:00:43.800 --> 00:00:45.700]  女士有一點點肥
[00:00:45.700 --> 00:00:47.300]  是特別好吃
[00:00:47.300 --> 00:00:49.900]  但是如果這塊燒肉
[00:00:49.900 --> 00:00:51.500]  拜過偶像
[00:00:51.500 --> 00:00:54.400]  我不知道你有沒有胃口吃
[00:00:54.400 --> 00:00:56.000]  拜過偶像有沒有胃口吃
[00:00:56.000 --> 00:00:58.200]  究竟能不能吃呢
[00:00:58.200 --> 00:01:01.800]  今天我們很想探討一個問題
[00:01:01.800 --> 00:01:03.700]  例如很多弟兄姊妹都問
[00:01:03.700 --> 00:01:08.700]  拜過偶像的燒豬
[00:01:08.700 --> 00:01:09.800]  還是乳豬
[00:01:09.800 --> 00:01:10.700]  我不知道你喜歡吃乳豬
[00:01:10.700 --> 00:01:12.900]  乳豬沒有肉的
[00:01:12.900 --> 00:01:15.500]  有些人喜歡中豬
[00:01:15.500 --> 00:01:17.800]  究竟可不可以吃呢
[00:01:17.800 --> 00:01:19.800]  有些弟兄姊妹又問
[00:01:19.800 --> 00:01:23.900]  當我過農曆年回到父母家
[00:01:23.900 --> 00:01:27.900]  看到一隻白切雞剛剛拜完神
[00:01:27.900 --> 00:01:29.800]  切下來又很好吃
[00:01:29.800 --> 00:01:31.500]  還是走地雞
[00:01:31.500 --> 00:01:34.300]  究竟能不能吃呢
[00:01:34.300 --> 00:01:35.500]  有人也問
[00:01:35.500 --> 00:01:37.800]  如果不能吃的話
[00:01:37.800 --> 00:01:40.400]  慘了 陳牧師
[00:01:40.400 --> 00:01:43.300]  所有的送父母都拜過
[00:01:43.300 --> 00:01:45.200]  我可能只能喝一杯水
[00:01:45.200 --> 00:01:46.300]  那怎麼辦呢
[00:01:46.300 --> 00:01:49.100]  是不是要打底呢
[00:01:49.100 --> 00:01:51.300]  掃墓之後的燒肉
[00:01:51.300 --> 00:01:54.900]  走了山上去又肚子餓
[00:01:54.900 --> 00:01:57.300]  究竟能不能吃呢
[00:01:57.300 --> 00:02:00.200]  燒肉究竟是給誰吃呢
[00:02:00.200 --> 00:02:01.400]  他們也問
[00:02:01.400 --> 00:02:02.800]  那我又怎麼辦呢
[00:02:02.800 --> 00:02:03.800]  有些人就問
[00:02:03.800 --> 00:02:08.200]  我去過一些餐廳拜偶像
[00:02:08.200 --> 00:02:09.900]  我猜香港也很普遍
[00:02:09.900 --> 00:02:11.600]  很多餐廳進去
[00:02:11.600 --> 00:02:14.500]  偶像也是非常高的
[00:02:14.500 --> 00:02:18.200]  高過我是不難的
[00:02:18.200 --> 00:02:22.200]  但高過Pastor Eugene 的高度也不少
[00:02:22.200 --> 00:02:24.600]  也就是那些偶像
[00:02:24.600 --> 00:02:26.000]  那
[00:02:26.000 --> 00:02:27.800]  你有沒有六尺
[00:02:27.800 --> 00:02:28.700]  有啊
[00:02:28.700 --> 00:02:31.400]  那就走遠一點吧
[00:02:31.400 --> 00:02:32.800]  那
[00:02:32.800 --> 00:02:38.100]  進去看到他們每天早上都拜完偶像才開店
[00:02:38.100 --> 00:02:40.700]  究竟能不能吃呢
[00:02:40.700 --> 00:02:41.800]  這是一個問題
[00:02:41.800 --> 00:02:44.500]  有些宴會生日飯慶祝
[00:02:44.500 --> 00:02:46.600]  去到又看到他又拜偶像
[00:02:46.600 --> 00:02:49.900]  那些東西究竟能不能吃呢
[00:02:49.900 --> 00:02:55.200]  為什麼能吃又為什麼不能吃
[00:02:55.200 --> 00:02:57.800]  這個很值得思考的問題
[00:02:57.800 --> 00:02:59.600]  什麼場合能吃
[00:02:59.600 --> 00:03:01.200]  什麼場合不能吃
[00:03:01.200 --> 00:03:05.800]  我們又可不可以參與一些公開的
[00:03:05.800 --> 00:03:08.400]  其他宗教的儀式
[00:03:08.400 --> 00:03:10.700]  有些人生小朋友的時候
[00:03:10.700 --> 00:03:13.700]  家裡說綁一個日子
[00:03:13.700 --> 00:03:16.700]  又或者結婚的時候紮日
[00:03:16.700 --> 00:03:20.700]  那究竟陳牧師怎麼看呢
[00:03:20.700 --> 00:03:24.500]  今天我們將會進入一個很實際的問題
[00:03:24.500 --> 00:03:27.400]  這個問題其實不是今天才有
[00:03:27.400 --> 00:03:29.700]  在哥倫多教會這個地方
[00:03:29.700 --> 00:03:31.400]  一個非常有錢的地方
[00:03:31.400 --> 00:03:34.200]  也有很多不同宗教
[00:03:34.200 --> 00:03:35.600]  很多偶像的地方
[00:03:35.600 --> 00:03:38.400]  他同樣面對這個問題
[00:03:38.400 --> 00:03:40.700]  我們先看第一節的第一句
[00:03:40.700 --> 00:03:44.200]  我們一起讀八章第一節第一句講什麼
[00:03:44.200 --> 00:03:45.200]  預備起
[00:03:45.200 --> 00:03:48.700]  論道濟偶像之物
[00:03:48.700 --> 00:03:49.900]  很明顯了
[00:03:49.900 --> 00:03:54.900]  這一章是在講論道濟偶像之物
[00:03:54.900 --> 00:03:56.500]  當日和今日香港有些相似
[00:03:56.500 --> 00:04:00.000]  或者比香港有過之而無不及
[00:04:00.000 --> 00:04:02.900]  因為當時很多希臘羅馬的臣子
[00:04:02.900 --> 00:04:06.300]  充斥著整個哥倫多城
[00:04:06.300 --> 00:04:08.700]  異教的廟宇林立
[00:04:08.700 --> 00:04:12.500]  並且當日很多市場上賣的肉
[00:04:12.500 --> 00:04:18.300]  都是拿去那些廟宇祭完祭
[00:04:18.300 --> 00:04:20.400]  有些就給了燒了
[00:04:20.400 --> 00:04:22.700]  有些就給當時在廟宇的人吃
[00:04:22.700 --> 00:04:24.400]  有些拿出去賣
[00:04:24.400 --> 00:04:25.100]  這樣的話
[00:04:25.100 --> 00:04:30.900]  就是說不是來自廟宇祭個偶像的出來賣
[00:04:30.900 --> 00:04:32.900]  可能是沒有的
[00:04:32.900 --> 00:04:34.500]  當然當時有些猶太人
[00:04:34.500 --> 00:04:36.700]  他自己畜牧自己做些事
[00:04:36.700 --> 00:04:38.000]  他可以自己吃
[00:04:38.000 --> 00:04:40.400]  但是這樣的話等於怎樣呢?
[00:04:40.400 --> 00:04:42.200]  是不是吃這些物件
[00:04:42.200 --> 00:04:45.800]  等於自動在屬靈上就污穢
[00:04:45.800 --> 00:04:48.700]  自動沾污了
[00:04:48.700 --> 00:04:49.900]  基督徒可不可以吃
[00:04:49.900 --> 00:04:51.400]  當時是一個很重要的問題
[00:04:51.400 --> 00:04:54.700]  又或者當日去到不同的宴會
[00:04:54.700 --> 00:04:56.500]  同樣面對
[00:04:56.500 --> 00:04:59.400]  甚至吃齋都不行
[00:04:59.400 --> 00:05:01.700]  齋都可以宴的
[00:05:01.700 --> 00:05:04.000]  那又怎樣呢?
[00:05:04.000 --> 00:05:05.300]  當然很特別
[00:05:05.300 --> 00:05:07.700]  去到哥倫多前書第八章四節
[00:05:07.700 --> 00:05:10.500]  又是有這樣的開場
[00:05:10.500 --> 00:05:11.400]  我們一起讀
[00:05:11.400 --> 00:05:12.200]  一二三
[00:05:12.200 --> 00:05:15.700]  論道吃祭偶像之物
[00:05:15.700 --> 00:05:17.200]  多了一個什麼字
[00:05:17.200 --> 00:05:18.900]  和八章一節
[00:05:18.900 --> 00:05:20.400]  是啊
[00:05:20.400 --> 00:05:22.200]  看不到也看到
[00:05:22.200 --> 00:05:24.600]  因為專門弄紅色
[00:05:24.600 --> 00:05:27.700]  就是說在八章四節特別說到吃
[00:05:27.700 --> 00:05:30.200]  八章一到三節一個小分段
[00:05:30.200 --> 00:05:32.400]  說偶像之物
[00:05:32.400 --> 00:05:34.600]  所以我們今天立刻進去
[00:05:34.600 --> 00:05:37.600]  看看今天將會有多少點
[00:05:37.600 --> 00:05:38.900]  三點
[00:05:38.900 --> 00:05:41.400]  第一點就是偶像之物
[00:05:41.400 --> 00:05:43.400]  我們進去看看
[00:05:43.400 --> 00:05:45.400]  從保羅的教導中
[00:05:45.400 --> 00:05:47.800]  我們今天學到什麼原則
[00:05:47.800 --> 00:05:49.300]  並且怎樣運用
[00:05:49.300 --> 00:05:51.800]  我們先讀頭三節
[00:05:51.800 --> 00:05:53.400]  我們預備起
[00:05:53.400 --> 00:05:56.100]  論道祭偶像之物
[00:05:56.100 --> 00:05:59.600]  我們曉得我們都有知識
[00:05:59.600 --> 00:06:03.300]  但知識是叫人自高自大
[00:06:03.300 --> 00:06:06.500]  唯有愛心能造就人
[00:06:06.500 --> 00:06:10.100]  若有人以為自己知道什麼
[00:06:10.100 --> 00:06:12.900]  按他所當知道的
[00:06:12.900 --> 00:06:15.100]  他仍是不知道
[00:06:15.100 --> 00:06:17.300]  若有人愛神
[00:06:17.300 --> 00:06:20.800]  這人乃是神所知道的
[00:06:20.800 --> 00:06:22.300]  有些很特別的東西
[00:06:22.300 --> 00:06:25.300]  一開始說祭偶像之物
[00:06:25.300 --> 00:06:27.000]  突然間你覺得
[00:06:27.000 --> 00:06:28.300]  在說什麼
[00:06:28.300 --> 00:06:30.300]  突然間說知識
[00:06:30.300 --> 00:06:34.300]  就是一會兒你去大龍買燒肉吃
[00:06:34.300 --> 00:06:36.900]  跟他說一說燒肉的知識
[00:06:36.900 --> 00:06:38.900]  怎樣燒的
[00:06:38.900 --> 00:06:39.900]  他又不是說那樣
[00:06:39.900 --> 00:06:41.400]  他說什麼呢
[00:06:41.400 --> 00:06:44.700]  如果大家記得上星期拍攝Pampindo
[00:06:44.700 --> 00:06:47.800]  他提到愛心要建基在什麼
[00:06:47.800 --> 00:06:49.400]  知識上
[00:06:49.400 --> 00:06:52.100]  就是說這個愛是有知識的
[00:06:52.100 --> 00:06:53.900]  這個愛不是無邊際
[00:06:53.900 --> 00:06:55.700]  你感受的東西
[00:06:55.700 --> 00:06:58.300]  而那個知識
[00:06:58.300 --> 00:06:59.700]  差不多同一個字根
[00:06:59.700 --> 00:07:04.500]  叫Noxus
[00:07:04.500 --> 00:07:06.300]  這個字和那個字有少許分別
[00:07:06.300 --> 00:07:07.500]  那個叫Epinoxus
[00:07:07.500 --> 00:07:08.500]  為什麼這麼說呢
[00:07:08.500 --> 00:07:09.500]  因為很重要
[00:07:09.500 --> 00:07:11.500]  在哥林多前書八章一節
[00:07:11.500 --> 00:07:13.500]  這個知識是說兩種的知識
[00:07:13.500 --> 00:07:15.700]  第一是向著神的知識
[00:07:15.700 --> 00:07:17.800]  明白神更多
[00:07:17.800 --> 00:07:21.500]  第二種是說人的知識
[00:07:21.500 --> 00:07:25.500]  而人的知識慢慢演變成為
[00:07:25.500 --> 00:07:26.900]  有一個字大家很熟悉的
[00:07:26.900 --> 00:07:29.900]  如果信得久 叫諾斯底主義
[00:07:29.900 --> 00:07:31.900]  Nauticism
[00:07:31.900 --> 00:07:32.900]  就是說
[00:07:32.900 --> 00:07:35.700]  視乎你怎樣學
[00:07:35.700 --> 00:07:38.300]  運用和你的動機
[00:07:38.300 --> 00:07:40.900]  這個知識可以是好的
[00:07:40.900 --> 00:07:42.100]  向著上帝
[00:07:42.100 --> 00:07:44.500]  又或者運用不宜
[00:07:44.500 --> 00:07:46.900]  可以是這樣說
[00:07:46.900 --> 00:07:49.700]  自高自大
[00:07:49.700 --> 00:07:51.700]  而當日上星期拍攝Pampindo
[00:07:51.700 --> 00:07:53.700]  那個Epinoxus
[00:07:53.700 --> 00:07:55.500]  只是指向一樣東西
[00:07:55.500 --> 00:07:56.900]  就是屬神的知識
[00:07:56.900 --> 00:07:58.100]  有些分別
[00:07:58.100 --> 00:08:00.100]  這裡要小心
[00:08:00.100 --> 00:08:01.700]  這裡要小心
[00:08:01.700 --> 00:08:03.500]  一說到知識
[00:08:03.500 --> 00:08:04.500]  小心了
[00:08:04.500 --> 00:08:05.700]  我們來看看
[00:08:05.700 --> 00:08:07.500]  在哥林多前書第一章
[00:08:07.500 --> 00:08:08.700]  保羅一開始
[00:08:08.700 --> 00:08:10.700]  有說過知識
[00:08:10.700 --> 00:08:11.700]  他究竟說什麼呢
[00:08:11.700 --> 00:08:12.700]  我們來看看
[00:08:12.700 --> 00:08:14.500]  一章五節
[00:08:14.500 --> 00:08:15.300]  我們一起讀好不好
[00:08:15.300 --> 00:08:16.100]  一二三
[00:08:16.100 --> 00:08:23.100]  「又因你們在他裡面凡事富足」
[00:08:23.100 --> 00:08:27.500]  是啊 他在稱讚他口才知識都全比
[00:08:27.500 --> 00:08:28.900]  不過很快了
[00:08:28.900 --> 00:08:29.900]  一章十節
[00:08:29.900 --> 00:08:31.700]  這些技巧其實我們值得學
[00:08:31.700 --> 00:08:32.700]  各位目者
[00:08:32.700 --> 00:08:34.300]  先跟弟兄姊妹
[00:08:34.300 --> 00:08:36.500]  跟我們的組員聊聊
[00:08:36.500 --> 00:08:38.300]  你什麼都好的
[00:08:38.300 --> 00:08:38.900]  不過
[00:08:38.900 --> 00:08:40.100]  這樣也很重要
[00:08:40.100 --> 00:08:41.500]  因為他真的有什麼好
[00:08:41.500 --> 00:08:42.300]  不過
[00:08:42.300 --> 00:08:43.100]  不過什麼呢
[00:08:43.100 --> 00:08:44.900]  第十節我們一起讀
[00:08:44.900 --> 00:08:45.900]  很快了
[00:08:45.900 --> 00:08:46.700]  他就說這件事
[00:08:46.700 --> 00:08:47.700]  一二三
[00:08:47.700 --> 00:08:52.500]  「弟兄們 我借我們主耶穌基督的名」
[00:08:52.500 --> 00:08:55.500]  「勸你們都說一樣的話」
[00:08:55.500 --> 00:08:58.700]  「你們中間也不可分黨」
[00:08:58.700 --> 00:09:02.500]  「只要一心一意彼此相合」
[00:09:02.500 --> 00:09:04.100]  啊 有問題
[00:09:04.100 --> 00:09:06.900]  他的知識運用錯了
[00:09:06.900 --> 00:09:08.500]  分黨
[00:09:08.500 --> 00:09:10.100]  記不記得這篇圖是誰說的
