
[00:00:00.000 --> 00:00:03.000]  歡迎大家來到我們的週六崇拜
[00:00:03.000 --> 00:00:08.000]  今年五月我們開始了一個新的港道废列
[00:00:08.000 --> 00:00:10.000]  耶和華的十誡
[00:00:10.000 --> 00:00:13.000]  耶穌基督的十誡
[00:00:13.000 --> 00:00:16.000]  經過了四個半月的努力
[00:00:16.000 --> 00:00:21.000]  今天我們會開始研讀十誡中的第四誡
[00:00:21.000 --> 00:00:25.000]  當紀念安息日
[00:00:25.000 --> 00:00:32.000]  不知道你有沒有留意到第四誡是十誡當中第一條正面的誡名
[00:00:32.000 --> 00:00:36.000]  其他都是不可這樣東西
[00:00:36.000 --> 00:00:38.000]  但是第四誡是很正面的
[00:00:38.000 --> 00:00:42.000]  它說你們應當守安息日
[00:00:42.000 --> 00:00:50.000]  因此這條誡命一定是一條非常之意常重要的誡命
[00:00:50.000 --> 00:00:52.000]  說到守安息日
[00:00:52.000 --> 00:00:58.000]  很多基督徒尤其是我自己這些中途出家的大兄姊妹
[00:00:58.000 --> 00:01:03.000]  腦海裏面都會浮現著一個這樣的故事
[00:01:03.000 --> 00:01:05.000]  故事是這樣的
[00:01:05.000 --> 00:01:09.000]  在很久很久很久之前
[00:01:09.000 --> 00:01:12.000]  有一個非常美麗的烏托邦
[00:01:12.000 --> 00:01:14.000]  叫做Happyville
[00:01:14.000 --> 00:01:17.000]  中文是幸福的村莊
[00:01:17.000 --> 00:01:21.000]  那裏居住了一群快樂善良的人民
[00:01:21.000 --> 00:01:23.000]  他們努力工作
[00:01:23.000 --> 00:01:25.000]  他們彼此相愛
[00:01:25.000 --> 00:01:27.000]  他們喜愛和平
[00:01:27.000 --> 00:01:29.000]  他們與世無爭
[00:01:29.000 --> 00:01:31.000]  一周的六日
[00:01:31.000 --> 00:01:33.000]  他們為家庭
[00:01:33.000 --> 00:01:34.000]  為朋友
[00:01:34.000 --> 00:01:37.000]  為村莊裏面的男女老幼
[00:01:37.000 --> 00:01:41.000]  去努力的奔波工作
[00:01:41.000 --> 00:01:45.000]  希望建立一個更美麗的世界
[00:01:45.000 --> 00:01:47.000]  接著去到第七日
[00:01:47.000 --> 00:01:51.000]  去到第七日他們終於可以稍作休息
[00:01:51.000 --> 00:01:54.000]  享受自己努力的成果
[00:01:54.000 --> 00:01:56.000]  享受他們的家人
[00:01:56.000 --> 00:01:58.000]  享受他們的朋友
[00:01:58.000 --> 00:02:02.000]  他們叫第七日做快樂第七天
[00:02:02.000 --> 00:02:05.000]  The Happy Seventh Day
[00:02:05.000 --> 00:02:09.000]  在那天整家人都可以好好休息
[00:02:09.000 --> 00:02:10.000]  不需要教鬧鐘
[00:02:10.000 --> 00:02:12.000]  不需要早上起來
[00:02:12.000 --> 00:02:15.000]  又可以享受天倫
[00:02:15.000 --> 00:02:19.000]  第七日亦都是快樂的購物日
[00:02:19.000 --> 00:02:21.000]  快樂的大餐日
[00:02:21.000 --> 00:02:23.000]  快樂的遊戲日
[00:02:23.000 --> 00:02:26.000]  快樂的遊玩日
[00:02:26.000 --> 00:02:32.000]  這是他們所擁有的一個美好的生活
[00:02:32.000 --> 00:02:34.000]  直到那一天
[00:02:34.000 --> 00:02:38.000]  黑雲壓城城欲墜
[00:02:38.000 --> 00:02:39.000]  有沒有聽過
[00:02:39.000 --> 00:02:42.000]  黑暗壓城城欲墜
[00:02:42.000 --> 00:02:46.000]  恐怖的事將要降臨
[00:02:46.000 --> 00:02:48.000]  在這個幸福的村莊
[00:02:48.000 --> 00:02:55.000]  那天遠處傳來一個非常沉重的腳步
[00:02:55.000 --> 00:02:57.000]  聲音越來越大
[00:02:57.000 --> 00:03:00.000]  腳步越來越近
[00:03:00.000 --> 00:03:06.000]  咚咚咚咚咚咚
[00:03:06.000 --> 00:03:10.000]  原來是一隻兇猛的怪獸
[00:03:10.000 --> 00:03:13.000]  他叫自己做Sabbath Monster
[00:03:13.000 --> 00:03:16.000]  安息霸王
[00:03:16.000 --> 00:03:19.000]  他跟幸福村莊裏面的人說
[00:03:19.000 --> 00:03:22.000]  你們每一個都犯了罪
[00:03:22.000 --> 00:03:24.000]  規決了我的榮耀
[00:03:24.000 --> 00:03:27.000]  而你們犯罪的公價就是死
[00:03:27.000 --> 00:03:30.000]  死後還有審判
[00:03:30.000 --> 00:03:34.000]  不過如果你們幸福的村民
[00:03:34.000 --> 00:03:36.000]  願意認罪投降
[00:03:36.000 --> 00:03:43.000]  俯伏敬拜,信從我一切的要求
[00:03:43.000 --> 00:03:46.000]  我作為你們的霸王
[00:03:46.000 --> 00:03:52.000]  會額外開恩給你們一條生路
[00:03:52.000 --> 00:03:57.000]  於是安息的霸王開始放下他的誡命
[00:03:57.000 --> 00:04:01.000]  其實他所講的很多誡命都是合情合理的
[00:04:01.000 --> 00:04:04.000]  當孝順父母
[00:04:04.000 --> 00:04:07.000]  不可殺人,不可奸人,不可偷竊
[00:04:07.000 --> 00:04:09.000]  不可作假見證
[00:04:09.000 --> 00:04:15.000]  其實這些誡命早已經記載在幸福村莊的法律裏面
[00:04:15.000 --> 00:04:19.000]  大家都很開心、欣然地遵守
[00:04:19.000 --> 00:04:24.000]  不過,令眾人咬牙切齒的是
[00:04:24.000 --> 00:04:26.000]  這個安息霸王竟然
[00:04:26.000 --> 00:04:29.000]  我們叫做ask for the unthinkable
[00:04:29.000 --> 00:04:35.000]  他要求他們做一個不可想像難以接受的事情
[00:04:35.000 --> 00:04:41.000]  霸王說我要你們廢除快樂第七日
[00:04:41.000 --> 00:04:45.000]  從此以後不會再有快樂第七日
[00:04:45.000 --> 00:04:51.000]  取而代之的叫做sabot monster day
[00:04:51.000 --> 00:04:54.000]  安息霸王日
[00:04:54.000 --> 00:04:59.000]  從此以後每個週末不可以再睇波追劇
[00:04:59.000 --> 00:05:01.000]  早睡不起
[00:05:01.000 --> 00:05:04.000]  相反城村人無論男女老幼
[00:05:04.000 --> 00:05:09.000]  要一早起床前往霸王聖殿
[00:05:09.000 --> 00:05:14.000]  敬拜好幾個鐘頭才可以回家
[00:05:14.000 --> 00:05:18.000]  人們的回應是又悶又老土
[00:05:18.000 --> 00:05:22.000]  難頂又浪費時間
[00:05:22.000 --> 00:05:24.000]  而且還要周而復始
[00:05:24.000 --> 00:05:32.000]  不能請假,慘過上班等於坐牢
[00:05:32.000 --> 00:05:35.000]  這個霸王奪去了幸福村莊裏面
[00:05:35.000 --> 00:05:40.000]  唯一快樂休息的日子
[00:05:40.000 --> 00:05:43.000]  還好意思叫他做安息人
[00:05:43.000 --> 00:05:45.000]  所有的安息都被他奪走了
[00:05:45.000 --> 00:05:50.000]  接著還要硬著頭皮說是安息人
[00:05:50.000 --> 00:05:53.000]  有了這隻怪物做霸王
