
[00:00:00.000 --> 00:00:05.800]  我們今年早上一同來看耶穌基督所行的另外一個神蹟
[00:00:05.800 --> 00:00:11.600]  是記載在《約翰福音》第四章第四十六節至到第五十四節
[00:00:11.600 --> 00:00:14.200]  請聽我讀這段經文
[00:00:14.200 --> 00:00:19.800]  大家來細心當我讀的時候思想經文裏面的意思
[00:00:19.800 --> 00:00:23.600]  《約翰福音》第四章四十六節說
[00:00:23.600 --> 00:00:30.600]  耶穌又到了加里尼的加拿,就是祂從前變水為酒的地方。
[00:00:30.600 --> 00:00:34.600]  有一個大神,他的兒子在加伯隆患病。
[00:00:34.600 --> 00:00:39.600]  他聽見耶穌從猶太到了加里尼,就來見他,
[00:00:39.600 --> 00:00:44.600]  求他下去醫治他的兒子,因為他兒子快要死了。
[00:00:44.600 --> 00:00:50.600]  耶穌就對他說:若不看見神即其是,你們總是不信。
[00:00:50.600 --> 00:00:56.600]  那大神說:先生,求你趁著我的兒子還沒有死就下去。
[00:00:56.600 --> 00:01:00.600]  耶穌對他說:回去吧,你的兒子活了。
[00:01:00.600 --> 00:01:04.600]  那人信耶穌所說的話,就會去了。
[00:01:04.600 --> 00:01:10.600]  正下去的時候,他的僕人仍見他,說他的兒子活了。
[00:01:10.600 --> 00:01:13.600]  他就問:什麼時候見好的?
[00:01:13.600 --> 00:01:18.600]  他們說:昨日未時,也就退了。
[00:01:18.600 --> 00:01:23.600]  他們知道這正是耶穌對他說:你兒子活了的時候,
[00:01:23.600 --> 00:01:27.600]  他自己和全家就都信了。
[00:01:27.600 --> 00:01:31.600]  這是耶穌在加里尼行的第二件神蹟,
[00:01:31.600 --> 00:01:37.600]  是祂從猶太回去後行的。
[00:01:37.600 --> 00:01:42.600]  若不看見神蹟,總是不信。
[00:01:42.600 --> 00:01:46.600]  耶穌在這裡有很大的感嘆。
[00:01:46.600 --> 00:01:54.600]  這個事蹟是說到當耶穌基督從耶路撒冷過節,
[00:01:54.600 --> 00:01:57.600]  然後回去加里尼的時候,
[00:01:57.600 --> 00:02:02.600]  祂去到祂從前用水變走的迦南的地方,
[00:02:02.600 --> 00:02:06.600]  在迦伯隆,現在說的大神,
[00:02:06.600 --> 00:02:09.600]  這個大神究竟是什麼人呢?
[00:02:09.600 --> 00:02:12.600]  聖經沒有清楚說,也沒有說祂的名字。
[00:02:12.600 --> 00:02:17.600]  從大神這個字原來的意思,有個小君王的意思,
[00:02:17.600 --> 00:02:24.600]  我們可以知道祂是一個和皇室有關係的人,
[00:02:24.600 --> 00:02:28.600]  和皇室有關係的一個高官,
[00:02:28.600 --> 00:02:34.600]  現在祂的兒子在迦伯隆病得快要死,
[00:02:34.600 --> 00:02:38.600]  而這個高官有不同的推測,
[00:02:38.600 --> 00:02:42.600]  但是我相信他是一個猶太人,
[00:02:42.600 --> 00:02:45.600]  他也同時間去了過節,
[00:02:45.600 --> 00:02:47.600]  當他去耶路撒冷過節的時候,
[00:02:47.600 --> 00:02:53.600]  也見到或者最少聽過耶穌基督能夠行神蹟,
[00:02:53.600 --> 00:02:55.600]  能夠醫病的事。
[00:02:55.600 --> 00:03:00.600]  所以當他回去見到自己的兒子病得快要死的時候,
[00:03:00.600 --> 00:03:03.600]  我想他一定請了最好的醫生,
[00:03:03.600 --> 00:03:04.600]  用了最好的藥物,
[00:03:04.600 --> 00:03:09.600]  但也沒有效的時候,他想起耶穌基督,
[00:03:09.600 --> 00:03:14.600]  說我要試一下看看耶穌基督能不能夠醫治我的兒子。
[00:03:14.600 --> 00:03:21.600]  所以他從迦伯隆走到加拿大的地方,
[00:03:21.600 --> 00:03:23.600]  究竟有多遠呢?
[00:03:23.600 --> 00:03:27.600]  距離大概是二十至二十五里,
[00:03:27.600 --> 00:03:37.600]  即是說從這個地方可能走到元朗或者天水圍這麼遠的地方。
[00:03:37.600 --> 00:03:40.600]  所以今天我們走可能要久一點,
[00:03:40.600 --> 00:03:44.600]  但是當時他們很會走路的人都要走一天的時間,
[00:03:44.600 --> 00:03:51.600]  才能夠從迦伯隆去到加拿大的地方。
[00:03:51.600 --> 00:03:54.600]  所以當他去到加拿大地方的時候,
[00:03:54.600 --> 00:04:00.600]  看到耶穌就求耶穌醫好他的兒子。
[00:04:00.600 --> 00:04:04.600]  從這個事蹟裡面,
[00:04:04.600 --> 00:04:09.600]  我們可以看到這個大神,
[00:04:09.600 --> 00:04:15.600]  他那個信心的旅程,
[00:04:15.600 --> 00:04:22.600]  他從很普通一個從生得救,
[00:04:22.600 --> 00:04:29.600]  到變成相信耶穌基督的人那種信心,
[00:04:29.600 --> 00:04:34.600]  耶穌基督在這個神蹟裡面幫助他,
[00:04:34.600 --> 00:04:39.600]  讓他信心更進一步,
[00:04:39.600 --> 00:04:42.600]  得到一個土神喜悅的信心。
[00:04:42.600 --> 00:04:44.600]  所以這裡有兩種信心我們今天要留意的,
[00:04:44.600 --> 00:04:46.600]  在這個事蹟裡面。
[00:04:46.600 --> 00:04:49.600]  一個就是一般人的信心,
[00:04:49.600 --> 00:04:52.600]  就是說信心只有基督徒才有,
[00:04:52.600 --> 00:04:56.600]  因為我們回到教會常常說信心,常常說信心,
[00:04:56.600 --> 00:04:59.600]  以為基督徒才有信心,其實不是的。
[00:04:59.600 --> 00:05:02.600]  人與生俱來,
[00:05:02.600 --> 00:05:05.600]  從神那裡說,每一個人不信的都好,
[00:05:05.600 --> 00:05:07.600]  信的都好,都有信心。
[00:05:07.600 --> 00:05:10.600]  因為沒有信心我們過不到生活,
[00:05:10.600 --> 00:05:13.600]  在生活的每個小節上面,
[00:05:13.600 --> 00:05:15.600]  我們都需要信心。
[00:05:15.600 --> 00:05:21.600]  在這麼艱難的世界上面活著的人是很痛苦的,
[00:05:21.600 --> 00:05:25.600]  是會精神崩潰的,如果他沒有信心。
[00:05:25.600 --> 00:05:29.600]  譬如你早上坐巴士上班,
[00:05:29.600 --> 00:05:32.600]  你一坐在巴士上的時候,
[00:05:32.600 --> 00:05:34.600]  如果你累了就睏了,
[00:05:34.600 --> 00:05:35.600]  如果你有報紙就看報紙,
[00:05:35.600 --> 00:05:41.600]  今天多數人都是打開手機就低頭看看手機,
[00:05:41.600 --> 00:05:45.600]  有什麼新聞,有什麼你喜歡看的東西。
[00:05:45.600 --> 00:05:49.600]  我想沒有人坐上巴士經常望出窗口,
[00:05:49.600 --> 00:05:51.600]  那個巴士司機會不會走錯路呢?
[00:05:51.600 --> 00:05:54.600]  我去尖沙咀,他會不會走去西貢呢?
[00:05:54.600 --> 00:05:56.600]  不會這樣的,是吧?
[00:05:56.600 --> 00:05:58.600]  你一坐上巴士,你有信心,
[00:05:58.600 --> 00:06:03.600]  這個巴士會載你到你需要去的地方,
[00:06:03.600 --> 00:06:06.600]  這個是信心,人人都有的。
[00:06:06.600 --> 00:06:08.600]  你吃藥需要信心,
[00:06:08.600 --> 00:06:11.600]  雖然你都聽過有些藥物是假的,
[00:06:11.600 --> 00:06:13.600]  有些藥物是醫不了人的,
[00:06:13.600 --> 00:06:16.600]  但你仍然吃藥的時候是要有信心,
[00:06:16.600 --> 00:06:19.600]  相信醫生給你的藥就是你所需要的藥,
[00:06:19.600 --> 00:06:22.600]  能夠幫助你,醫好你的病。
[00:06:22.600 --> 00:06:24.600]  你去餐廳吃東西,
[00:06:24.600 --> 00:06:28.600]  你雖然聽過很多關於有些食物出問題的故事,
[00:06:28.600 --> 00:06:33.600]  但你仍然相信這個餐廳給你的食物,
[00:06:33.600 --> 00:06:36.600]  能夠給你吃得飽,能夠給你有營養,
[00:06:36.600 --> 00:06:38.600]  你都要有信心,是吧?
[00:06:38.600 --> 00:06:41.600]  你既信,你需要有信心,
[00:06:41.600 --> 00:06:43.600]  知道這個信,
[00:06:43.600 --> 00:06:47.600]  明天就會去到你要他去的地方。
[00:06:47.600 --> 00:06:49.600]  你讀書的時候需要信心,
[00:06:49.600 --> 00:06:55.600]  相信你的老師所講一切的事情都是真的,
[00:06:55.600 --> 00:06:58.600]  你的老師說中國以前有孔子,
[00:06:58.600 --> 00:07:00.600]  你就相信有孔子,
[00:07:00.600 --> 00:07:02.600]  你需要這樣的信心,
[00:07:02.600 --> 00:07:07.600]  雖然沒有孔子對我們也沒有什麼生活上的影響,是吧?
[00:07:07.600 --> 00:07:15.600]  好了,這個是一種自然與生俱來的那種信心,
[00:07:15.600 --> 00:07:21.600]  因為大神都是擁有這樣的信心,
[00:07:21.600 --> 00:07:25.600]  拿著這樣的信心去找耶穌基督,
[00:07:25.600 --> 00:07:29.600]  大神在這裡我們所看到他彰顯的信心是什麼呢?
[00:07:29.600 --> 00:07:35.600]  他的信心是一種走投無路,患難所激發的信心,
[00:07:35.600 --> 00:07:38.600]  如果他的兒子不會有病,病得快要死,
[00:07:38.600 --> 00:07:40.600]  所有的醫藥都沒有效的時候,
[00:07:40.600 --> 00:07:45.600]  他不會去找耶穌基督的,
[00:07:45.600 --> 00:07:47.600]  今天我相信我們在座很多,
[00:07:47.600 --> 00:07:50.600]  你想想你以前怎樣信耶穌,
[00:07:50.600 --> 00:07:53.600]  以前怎樣回到教會,
[00:07:53.600 --> 00:07:55.600]  有不少我們中間的弟兄姊妹,
[00:07:55.600 --> 00:07:57.600]  是因為你有困難,
[00:07:57.600 --> 00:08:01.600]  朋友,你的親戚說你需要耶穌,
[00:08:01.600 --> 00:08:04.600]  好了,那就試一下,去看看耶穌行不行,
[00:08:04.600 --> 00:08:09.600]  走投無路,患難裡面激發很多人,
[00:08:09.600 --> 00:08:12.600]  對耶穌基督有信心,
[00:08:12.600 --> 00:08:18.600]  這個也是今天很多人信署的原因,
[00:08:18.600 --> 00:08:20.600]  我們看到這個大神,
