
[00:00:00.000 --> 00:00:04.000]  大家早上好 願你們平安
[00:00:04.000 --> 00:00:06.000]  大家早晨 願你們平安
[00:00:06.000 --> 00:00:11.000]  我記得有一年過年的時候
[00:00:11.000 --> 00:00:12.000]  春節的時候
[00:00:12.000 --> 00:00:14.000]  我記得有一年過年的時候
[00:00:14.000 --> 00:00:17.000]  我媽曾經講過一個故事
[00:00:17.000 --> 00:00:21.000]  我媽曾經講過一個故事
[00:00:21.000 --> 00:00:25.000]  她說她小時候
[00:00:25.000 --> 00:00:29.000]  那時候只有她和她妹妹
[00:00:29.000 --> 00:00:30.000]  就是我姨
[00:00:30.000 --> 00:00:35.000]  她小時候只有她和她妹妹
[00:00:35.000 --> 00:00:36.000]  就是我姨
[00:00:36.000 --> 00:00:38.000]  那時候我的舅舅還沒出生
[00:00:38.000 --> 00:00:40.000]  那時候我舅父還沒出生
[00:00:40.000 --> 00:00:44.000]  然後我的姥姥就是我的外婆
[00:00:44.000 --> 00:00:50.000]  我外婆就給這兩個女兒過年做新衣服
[00:00:50.000 --> 00:00:54.000]  在過年的時候爲兩個女兒做新的衣服
[00:00:54.000 --> 00:00:58.000]  趕着過年之前就做件新衣
[00:00:58.000 --> 00:01:00.000]  正好也是冬天的棉衣
[00:01:00.000 --> 00:01:03.000]  趕着過年之前就做好新的衣服
[00:01:03.000 --> 00:01:04.000]  要過年的
[00:01:04.000 --> 00:01:07.000]  那時候做衣服那是一針一線
[00:01:07.000 --> 00:01:09.000]  買棉或買布
[00:01:09.000 --> 00:01:12.000]  那時候做衣服是要買棉花買布
[00:01:12.000 --> 00:01:13.000]  一針一線地做
[00:01:13.000 --> 00:01:15.000]  沒有現在的那些衣服買
[00:01:15.000 --> 00:01:17.000]  沒有現在的那些方便
[00:01:17.000 --> 00:01:19.000]  然後我媽就說她和她的妹妹
[00:01:19.000 --> 00:01:21.000]  就是我的姨都特別開心
[00:01:21.000 --> 00:01:26.000]  我媽就說她和她的姐妹都很開心
[00:01:26.000 --> 00:01:27.000]  兩個女孩
[00:01:27.000 --> 00:01:29.000]  兩個都是女孩
[00:01:29.000 --> 00:01:31.000]  一方面覺得新衣服漂亮
[00:01:31.000 --> 00:01:33.000]  一個就覺得新衣服很漂亮
[00:01:33.000 --> 00:01:36.000]  因爲雖然那時候那些布也沒什麼特別
[00:01:36.000 --> 00:01:38.000]  以前的布都是沒什麼特別的
[00:01:38.000 --> 00:01:40.000]  然後也是新的棉花
[00:01:40.000 --> 00:01:41.000]  舒服
[00:01:41.000 --> 00:01:43.000]  而且新的棉花又很舒服很暖
[00:01:43.000 --> 00:01:47.000]  另外一方面也是因爲那種被愛的那種感覺
[00:01:47.000 --> 00:01:49.000]  另外一個當然是被愛的感覺
[00:01:49.000 --> 00:01:52.000]  所以保羅也在這裏提到
[00:01:52.000 --> 00:01:54.000]  他拖去舊人穿上新人
[00:01:54.000 --> 00:01:58.000]  保羅也在這裏提到拖去舊人穿上新人
[00:01:58.000 --> 00:02:02.000]  所以我很想把今天的講道題目寫成什麼呢
[00:02:02.000 --> 00:02:05.000]  其實我很想將今天的講道題目寫成什麼呢
[00:02:05.000 --> 00:02:07.000]  就是過年穿新衣
[00:02:07.000 --> 00:02:09.000]  過年穿新衣
[00:02:09.000 --> 00:02:10.000]  得恩穿新人
[00:02:10.000 --> 00:02:12.000]  得恩穿新人
[00:02:12.000 --> 00:02:15.000]  所以你們大家來看剛纔這段聖經
[00:02:15.000 --> 00:02:18.000]  大家看看剛纔這段聖經
[00:02:18.000 --> 00:02:19.000]  第十七節
[00:02:19.000 --> 00:02:20.000]  第十七節
[00:02:20.000 --> 00:02:22.000]  就是今天的開始的地方
[00:02:22.000 --> 00:02:24.000]  就是今天開始我們要講的地方
[00:02:24.000 --> 00:02:26.000]  他說所以
[00:02:26.000 --> 00:02:27.000]  他說所以
[00:02:27.000 --> 00:02:32.000]  所以就是上週的內容和今天內容這麼個銜接之處
[00:02:32.000 --> 00:02:37.000]  這個所以就是上週我們講的內容和今次要講的內容的銜接
[00:02:37.000 --> 00:02:40.000]  整個以弗所書一到三章
[00:02:40.000 --> 00:02:42.000]  整個以弗所書一到三章
[00:02:42.000 --> 00:02:44.000]  講的是基督徒的身份
[00:02:44.000 --> 00:02:45.000]  講的是基督徒的身份
[00:02:45.000 --> 00:02:49.000]  然後第四章的一到十六節
[00:02:49.000 --> 00:02:51.000]  第四章的一到十六節
[00:02:51.000 --> 00:02:52.000]  大家還有印象
[00:02:52.000 --> 00:02:53.000]  大家還有沒有印象
[00:02:53.000 --> 00:02:56.000]  是說的一個對等的生命品質
[00:02:56.000 --> 00:02:59.000]  講的是一個對等的生命品質
[00:02:59.000 --> 00:03:01.000]  其中就講到合一
[00:03:01.000 --> 00:03:02.000]  其中講到合一
[00:03:02.000 --> 00:03:03.000]  有七個一
[00:03:03.000 --> 00:03:04.000]  有七個一
[00:03:04.000 --> 00:03:07.000]  而且教會在愛中能夠成長
[00:03:07.000 --> 00:03:09.000]  教會在愛裏面可以成長
[00:03:09.000 --> 00:03:12.000]  弟兄姐妹能夠彼此建立
[00:03:12.000 --> 00:03:13.000]  弟兄姐妹可以彼此建立
[00:03:13.000 --> 00:03:16.000]  這都是一種對等的生命的表現
[00:03:16.000 --> 00:03:18.000]  這個都是對等的生命的表現
[00:03:18.000 --> 00:03:22.000]  然後所以一到三章和四章的開頭
[00:03:22.000 --> 00:03:25.000]  一到三章和第四章的開始
[00:03:25.000 --> 00:03:28.000]  保羅等於展示了一個畫面
[00:03:28.000 --> 00:03:30.000]  保羅等於是展示了一個畫面
[00:03:30.000 --> 00:03:32.000]  就是我們信主的人
[00:03:32.000 --> 00:03:34.000]  我們應該是這樣的
[00:03:34.000 --> 00:03:35.000]  就是講信主的人
[00:03:35.000 --> 00:03:37.000]  我們應該是這樣的
[00:03:37.000 --> 00:03:38.000]  既然是這樣的
[00:03:38.000 --> 00:03:39.000]  既然是這樣的
[00:03:39.000 --> 00:03:41.000]  這裏寫所以
[00:03:41.000 --> 00:03:42.000]  這裏寫所以
[00:03:42.000 --> 00:03:44.000]  就是我們必須
[00:03:44.000 --> 00:03:45.000]  就是說我們必須
[00:03:45.000 --> 00:03:46.000]  也應該
