
[00:00:00.000 --> 00:00:02.560]  如果我問大家,你最害怕的是什麼呢?
[00:00:02.560 --> 00:00:03.760]  你會怎麼回答呢?
[00:00:03.760 --> 00:00:07.600]  我經常聽到有兩種的答案
[00:00:07.600 --> 00:00:09.480]  他說「我最怕沒錢」
[00:00:09.480 --> 00:00:11.480]  或者「我最怕沒了健康」
[00:00:11.480 --> 00:00:15.440]  不知道這兩種恐懼是不是屬於你們的呢?
[00:00:15.440 --> 00:00:17.640]  不過根據美國一個很特別的國家
[00:00:17.640 --> 00:00:19.840]  根據美國一個早幾年的調查
[00:00:19.840 --> 00:00:24.640]  他說有74%的人的回答就是
[00:00:24.640 --> 00:00:28.480]  我最怕的是公開說話
[00:00:28.480 --> 00:00:32.160]  公開來做演講
[00:00:32.160 --> 00:00:35.880]  有68%的人說我最怕的是死亡
[00:00:35.880 --> 00:00:36.960]  這個報告很奇怪
[00:00:36.960 --> 00:00:39.040]  大家想想74%和68%
[00:00:39.040 --> 00:00:41.120]  是不是真的有幾個百分比的人
[00:00:41.120 --> 00:00:44.440]  寧願死都不上台說話呢?
[00:00:44.440 --> 00:00:47.960]  同一個報告也指出
[00:00:47.960 --> 00:00:50.320]  其實大部分人的恐懼
[00:00:50.320 --> 00:00:52.600]  是沒有實質的危險性的
[00:00:52.600 --> 00:00:54.680]  只不過是他們害怕而已
[00:00:54.680 --> 00:00:57.840]  我記得我女兒從小到大都很害怕蜘蛛
[00:00:57.840 --> 00:00:59.840]  不知道大家是否害怕蜘蛛
[00:00:59.840 --> 00:01:01.480]  有一次我弟弟作弄她
[00:01:01.480 --> 00:01:04.120]  把她的手機版面的圖片
[00:01:04.120 --> 00:01:07.120]  換成一張很大隻很可怕的蜘蛛
[00:01:07.120 --> 00:01:08.880]  我覺得一看到之後
[00:01:08.880 --> 00:01:11.680]  沒辦法有勇氣
[00:01:11.680 --> 00:01:15.800]  把版面的圖片轉回其他的圖片
[00:01:15.800 --> 00:01:21.080]  人總是會對某些事情很害怕
[00:01:21.080 --> 00:01:22.880]  連這種恐懼
[00:01:22.880 --> 00:01:24.640]  大家也許不知道
[00:01:24.640 --> 00:01:27.560]  但是其實到很大程度上
[00:01:27.560 --> 00:01:29.640]  影響著我們日常的生活
[00:01:29.640 --> 00:01:33.200]  今天我們剛才所讀的經文
[00:01:33.200 --> 00:01:36.960]  我可以看到當中有兩種恐懼
[00:01:36.960 --> 00:01:39.080]  我們可以去看看
[00:01:39.080 --> 00:01:42.520]  怎樣來影響我們的人生
[00:01:42.520 --> 00:01:43.720]  第一種恐懼
[00:01:43.720 --> 00:01:47.440]  我說是對人的恐懼
[00:01:47.440 --> 00:01:51.200]  在這裡主耶穌就和祂的門徒提醒他們
[00:01:51.200 --> 00:01:53.880]  你們要小心法利塞人的偽善
[00:01:53.880 --> 00:01:55.280]  他們的虛偽
[00:01:55.280 --> 00:01:57.720]  我相信大家都知道法利塞人是什麼人
[00:01:57.720 --> 00:02:00.120]  法利塞人是當時的宗教領袖
[00:02:00.120 --> 00:02:02.320]  這幫人很熟悉律法
[00:02:02.320 --> 00:02:03.600]  不單止熟悉律法
[00:02:03.600 --> 00:02:06.160]  他們還很嚴格地遵守律法
[00:02:06.160 --> 00:02:07.400]  正由於這個原因
[00:02:07.400 --> 00:02:09.600]  所以他們在平民百姓當中
[00:02:09.600 --> 00:02:11.720]  很有崇高的地位
[00:02:11.720 --> 00:02:13.880]  好像高人一等一樣
[00:02:13.880 --> 00:02:16.400]  不單止有崇高的地位
[00:02:16.400 --> 00:02:18.720]  他們也擁有財富
[00:02:18.720 --> 00:02:23.360]  擁有很多由於對律法的認識而帶來的
[00:02:23.360 --> 00:02:28.320]  很多受人民的認可和愛戴
[00:02:28.320 --> 00:02:31.000]  不過時間一路一路去的時候
[00:02:31.000 --> 00:02:34.640]  他們在律法上的那種學習
[00:02:34.640 --> 00:02:38.120]  在律法上的遵行
[00:02:38.120 --> 00:02:42.360]  所建立的在人民當中的榜樣
[00:02:42.360 --> 00:02:47.280]  慢慢成為一個宗教表演
[00:02:47.280 --> 00:02:49.960]  就是說要表現一下自己
[00:02:49.960 --> 00:02:51.280]  久而久之
[00:02:51.280 --> 00:02:54.200]  他們對宗教的敬權
[00:02:54.200 --> 00:02:56.200]  對律法的嚴格遵守
[00:02:56.200 --> 00:02:58.960]  是否出於他們的內心
[00:02:58.960 --> 00:03:00.680]  已經不再重要
[00:03:00.680 --> 00:03:01.760]  重要的是
[00:03:01.760 --> 00:03:04.000]  他們是否仍然在百姓當中
[00:03:04.000 --> 00:03:08.880]  持守到他們的宗教地位
[00:03:08.880 --> 00:03:11.080]  這對他們來說是很重要的
[00:03:11.080 --> 00:03:14.360]  但是主席所謂的毫不留情地指出
[00:03:14.360 --> 00:03:15.320]  這種是虛偽
[00:03:15.320 --> 00:03:16.520]  這種是偽善
[00:03:16.520 --> 00:03:20.440]  就是說他們只有宗教的外表
[00:03:20.440 --> 00:03:23.120]  而缺乏了內心的敬權
[00:03:23.120 --> 00:03:25.240]  換言之
[00:03:25.240 --> 00:03:27.720]  就算我們今天可以在人的面前
[00:03:27.720 --> 00:03:28.920]  裝到多麼敬權
[00:03:28.920 --> 00:03:30.920]  也好
[00:03:30.920 --> 00:03:31.560]  不再重要
[00:03:31.560 --> 00:03:32.680]  為什麼?
[00:03:32.680 --> 00:03:34.640]  因為神看內心
[00:03:34.640 --> 00:03:36.360]  神不只是看外表
[00:03:36.360 --> 00:03:37.680]  人看不到的東西
[00:03:37.680 --> 00:03:38.960]  神看得到
[00:03:38.960 --> 00:03:42.280]  所以縱然
[00:03:42.280 --> 00:03:45.720]  我們有一個被人尊敬的宗教外貌
[00:03:45.720 --> 00:03:48.640]  但是如果我們恆久地
[00:03:48.640 --> 00:03:51.120]  做一些恰不恰當的事情
[00:03:51.120 --> 00:03:52.600]  在人面前一個樣子
[00:03:52.600 --> 00:03:53.440]  背著人
[00:03:53.440 --> 00:03:54.960]  後面就說人壞話
[00:03:54.960 --> 00:03:56.040]  關上房門之後
[00:03:56.040 --> 00:03:58.000]  就做一些不見得光的事情
[00:03:58.000 --> 00:03:59.280]  在這樣的情況下
[00:03:59.280 --> 00:04:01.280]  主耶穌說有一天
[00:04:01.280 --> 00:04:03.200]  這些隱藏的事情
[00:04:03.200 --> 00:04:05.920]  都會被顯明出來
[00:04:05.920 --> 00:04:07.520]  當我們去嘗試明白
[00:04:07.520 --> 00:04:08.960]  為什麼這些人
[00:04:08.960 --> 00:04:10.560]  會在人的面前一個樣子
[00:04:10.560 --> 00:04:14.560]  而實際上也不是這樣的敬權
[00:04:14.560 --> 00:04:16.360]  為什麼他們會這樣做呢?
[00:04:16.360 --> 00:04:18.320]  我們一路去看的時候
[00:04:18.320 --> 00:04:21.320]  我們不難發現
[00:04:21.320 --> 00:04:22.800]  是恐懼
[00:04:22.800 --> 00:04:24.120]  是恐懼
[00:04:24.120 --> 00:04:24.840]  大家知道我讀
[00:04:24.840 --> 00:04:26.080]  我學習過輔導
[00:04:26.080 --> 00:04:27.480]  我在學習輔導的過程中
[00:04:27.480 --> 00:04:28.520]  我明白到
[00:04:28.520 --> 00:04:31.440]  很多時候人的問題
[00:04:31.440 --> 00:04:36.040]  是來自我們恐懼其他人不接受我們
[00:04:36.040 --> 00:04:39.480]  恐懼其他人不認同我們
[00:04:39.480 --> 00:04:41.240]  特別這個情況
[00:04:41.240 --> 00:04:44.200]  很多時候發生在父母兒女的身上
[00:04:44.200 --> 00:04:45.080]  特別
[00:04:45.080 --> 00:04:47.040]  如果當父母對兒女的期望
[00:04:47.040 --> 00:04:48.560]  高到一個地步
[00:04:48.560 --> 00:04:50.080]  兒女知道沒有辦法達到
[00:04:50.080 --> 00:04:53.440]  沒有辦法滿足父母的期望的時候
[00:04:53.440 --> 00:04:54.360]  怎樣呢?
[00:04:54.360 --> 00:04:58.040]  很多時候兒女就會
[00:04:58.040 --> 00:04:59.080]  既然在父母身上
[00:04:59.080 --> 00:05:00.160]  永遠達不到目標
[00:05:00.160 --> 00:05:03.040]  永遠父母要我們做完所有的事情
[00:05:03.040 --> 00:05:04.480]  才能定義到我的價值的時候
