
[00:00:00.000 --> 00:00:03.440]  上個禮拜開始了《新命記》
[00:00:03.440 --> 00:00:07.620]  今天會繼續講《新命記》一至三章
[00:00:07.620 --> 00:00:11.700]  其實《新命記》給人的印象並不好
[00:00:11.700 --> 00:00:14.720]  好像一本古老十八代的書
[00:00:14.720 --> 00:00:17.000]  而且還是很沉氣的
[00:00:17.000 --> 00:00:20.720]  很多時候我們讀《新命記》的時候就會發覺
[00:00:20.720 --> 00:00:23.620]  很多經文已經在《埃及記》
[00:00:23.620 --> 00:00:25.920]  已經在《文素記》出現過
[00:00:25.920 --> 00:00:28.620]  現在在《新命記》又重複
[00:00:28.620 --> 00:00:30.440]  沉氣得不得了
[00:00:30.440 --> 00:00:34.540]  所以也是原因在《摩西五經》當中
[00:00:34.540 --> 00:00:36.640]  除了《利未記》以外
[00:00:36.640 --> 00:00:39.340]  講很多的憲制
[00:00:39.340 --> 00:00:40.940]  除了《利未記》以外
[00:00:40.940 --> 00:00:43.440]  就是《新命記》是最少人讀
[00:00:43.440 --> 00:00:47.240]  其實《新命記》是很適合我們來讀
[00:00:47.240 --> 00:00:51.940]  因為《新命記》有很多很多屬靈的訊息在裏面
[00:00:51.940 --> 00:00:53.440]  是很適合我們
[00:00:53.440 --> 00:00:55.340]  我叫今天的訊息做
[00:00:55.340 --> 00:00:59.140]  從檢討過去到展望將來
[00:00:59.140 --> 00:01:01.640]  在《新命記》一至到三章
[00:01:01.640 --> 00:01:07.040]  和大家看看一至三章的背景
[00:01:07.040 --> 00:01:10.940]  其實在《新命記》一章一節和一章五節
[00:01:10.940 --> 00:01:17.740]  已經講以色列人去到摩訶的平原
[00:01:17.740 --> 00:01:19.740]  是約旦河的東面
[00:01:19.740 --> 00:01:21.840]  是耶利哥城的對岸
[00:01:22.440 --> 00:01:26.640]  他們隨時都可以渡過河進入迦南地
[00:01:26.640 --> 00:01:30.340]  摩西在那裏是將神的律例典章
[00:01:30.340 --> 00:01:33.040]  再一次頒發給第二代的以色列人
[00:01:33.040 --> 00:01:37.240]  在第一章他是回顧他們去到一個地方
[00:01:37.240 --> 00:01:39.840]  叫做迦底斯班尼亞的地方
[00:01:39.840 --> 00:01:44.540]  迦底斯班尼亞其實已經是很近應許之地
[00:01:44.540 --> 00:01:45.940]  很近迦南地
[00:01:45.940 --> 00:01:49.640]  所以這個也是他們派十二個探子
[00:01:49.640 --> 00:01:51.640]  進入迦南地的地方
[00:01:52.940 --> 00:01:58.240]  第二章講到他們是經過以東摩訶和阿門
[00:01:58.240 --> 00:02:01.840]  就是因為派了探子進入迦南地
[00:02:01.840 --> 00:02:04.640]  他們不肯進入迦南地
[00:02:04.640 --> 00:02:08.740]  於是神罰他們在一個曠野走了三十八年
[00:02:08.740 --> 00:02:11.340]  走了三十八年之後
[00:02:11.340 --> 00:02:15.440]  他們終於是經過以東摩訶和阿門
[00:02:15.440 --> 00:02:17.840]  準備進入應許之地
[00:02:17.840 --> 00:02:21.040]  第二章的尾和第三章的頭
[00:02:21.340 --> 00:02:25.640]  是講到他們攻打阿摩利人
[00:02:25.640 --> 00:02:27.540]  那裡有兩族的人
[00:02:27.540 --> 00:02:29.840]  一個叫做希什本
[00:02:29.840 --> 00:02:31.640]  一個叫做巴山
[00:02:31.640 --> 00:02:35.440]  攻擊這兩隊的阿摩利人
[00:02:35.440 --> 00:02:38.840]  然後最後的第三章
[00:02:38.840 --> 00:02:42.840]  就是講到摩西準備他們進入迦南地
[00:02:42.840 --> 00:02:45.040]  分了地給兩個半支派
[00:02:45.040 --> 00:02:48.040]  和納了約書亞做他的繼承人
[00:02:50.540 --> 00:02:52.940]  我們看一看《生命記》一章二節
[00:02:52.940 --> 00:02:54.740]  經文很有意思
[00:02:54.740 --> 00:02:57.740]  原來告訴我們當以色列人出了埃及
[00:02:57.740 --> 00:02:58.940]  去到西乃山
[00:02:58.940 --> 00:03:01.540]  西乃山就是荷列山
[00:03:01.540 --> 00:03:05.740]  由西乃山到迦底斯巴尼亞
[00:03:05.740 --> 00:03:07.940]  只需要十一天的路程
[00:03:07.940 --> 00:03:10.840]  一共大概是一百四十里
[00:03:10.840 --> 00:03:13.240]  那你除一除
[00:03:13.240 --> 00:03:15.440]  就一天走十里多一點
[00:03:15.440 --> 00:03:18.940]  我相信像我現在這樣的身體
[00:03:18.940 --> 00:03:22.340]  我都可以一天走二十里
[00:03:22.340 --> 00:03:26.940]  所以十一天是絕對做得到的
[00:03:26.940 --> 00:03:28.540]  是很悠閒的
[00:03:28.540 --> 00:03:33.140]  問題是為什麼這條路是走了四十年
[00:03:33.140 --> 00:03:36.740]  這個就是摩西想告訴我們
[00:03:36.740 --> 00:03:41.140]  所以我們是要檢討過去展望將來
[00:03:41.140 --> 00:03:44.740]  以色列人第一代就是因為他們的不信
[00:03:44.740 --> 00:03:46.140]  不肯進入迦南
[00:03:46.140 --> 00:03:49.940]  以致這條路走了十一天的路程走了四十年
[00:03:49.940 --> 00:03:52.340]  我們經常都很喜歡
[00:03:52.340 --> 00:03:55.340]  有很多人會喜歡走錯路
[00:03:55.340 --> 00:03:56.940]  都會走冤枉路
[00:03:56.940 --> 00:03:59.340]  我們有沒有走四十年的冤枉路
[00:03:59.340 --> 00:04:00.140]  你想想
[00:04:00.140 --> 00:04:01.540]  希望就沒有了
[00:04:01.540 --> 00:04:02.740]  我們一起來看看
[00:04:02.740 --> 00:04:06.340]  為什麼以色列人會走四十年的冤枉路
[00:04:06.340 --> 00:04:10.940]  我在講《生命記》的介紹時都已經講過
[00:04:10.940 --> 00:04:13.540]  其中《生命記》有一樣很重要的
[00:04:13.540 --> 00:04:15.540]  就是講很多歷史
[00:04:15.740 --> 00:04:19.940]  一至三章八至十一章都是講以色列人的歷史
[00:04:19.940 --> 00:04:23.340]  從歷史從過去我們學到什麼
[00:04:23.340 --> 00:04:29.740]  學到我們將來都能夠保證神會同樣祝福我們
[00:04:29.740 --> 00:04:30.940]  保守我們
[00:04:30.940 --> 00:04:32.940]  但是有一個條件
[00:04:32.940 --> 00:04:34.540]  這個條件是什麼
[00:04:34.540 --> 00:04:38.140]  就是要我們走在祂的旨意裏面
[00:04:38.140 --> 00:04:41.740]  如果我們走在祂的旨意裏面那件事
[00:04:41.740 --> 00:04:44.540]  在歷史中在過去所發生的事情
[00:04:44.540 --> 00:04:46.740]  都會同樣發生在將來
[00:04:46.740 --> 00:04:50.140]  但是如果我們不走在祂的旨意當中
[00:04:50.140 --> 00:04:53.740]  三十八年在曠野的日子
[00:04:53.740 --> 00:04:55.540]  就是我們的借鏡
[00:04:55.540 --> 00:04:57.340]  所以我們要很小心
[00:04:57.340 --> 00:04:59.540]  有人就會問
[00:04:59.540 --> 00:05:02.940]  怎樣才能夠知道神的旨意
[00:05:02.940 --> 00:05:05.540]  怎樣能夠走在神的旨意裏面
[00:05:05.540 --> 00:05:08.740]  其實神是有準備的
[00:05:08.740 --> 00:05:12.940]  在《生命記》一章六至七節告訴我們
[00:05:13.340 --> 00:05:15.740]  耶和華我們的神在荷列山
[00:05:15.740 --> 00:05:16.740]  即是西乃山
[00:05:16.740 --> 00:05:18.740]  曉喻我們說
[00:05:18.740 --> 00:05:21.740]  你們在這山上住的日子夠了
[00:05:21.740 --> 00:05:25.540]  要起行轉到阿摩利人的山地
[00:05:25.540 --> 00:05:29.540]  你們在這西乃山夠日子夠長了
[00:05:29.540 --> 00:05:31.340]  你們可以下山了
[00:05:31.340 --> 00:05:35.740]  好像以前的武俠小說上山學武
[00:05:35.740 --> 00:05:38.940]  學到了你們可以下山了
[00:05:38.940 --> 00:05:40.140]  武藝精通了
[00:05:41.340 --> 00:05:43.540]  到底他們在西乃山多久了
[00:05:43.540 --> 00:05:45.540]  原來聖經告訴他們
[00:05:45.540 --> 00:05:49.940]  他們出了埃及是三月十五日到達西乃山
[00:05:49.940 --> 00:05:53.940]  是第二年的二月十二日離開西乃山
[00:05:53.940 --> 00:05:57.740]  在西乃山或者荷列山總共是十一個月
[00:05:57.740 --> 00:05:58.740]  差一點點
[00:05:58.740 --> 00:06:00.540]  差不多一年的時間
[00:06:00.540 --> 00:06:04.140]  為什麼要這麼長的時間在西乃山
[00:06:04.140 --> 00:06:08.140]  我們知道西乃山是神頒發他的華語
[00:06:08.140 --> 00:06:10.340]  他的律例典章給以色列人
[00:06:10.940 --> 00:06:12.340]  頒發之後
[00:06:12.340 --> 00:06:14.940]  你都要給他們一些時間去學習
[00:06:14.940 --> 00:06:16.940]  要解釋給他們聽
[00:06:16.940 --> 00:06:18.540]  什麼是神所喜悅
[00:06:18.540 --> 00:06:20.340]  什麼是神所珍惡
[00:06:20.340 --> 00:06:24.340]  令他們明白怎樣來守神的約
[00:06:24.340 --> 00:06:25.940]  這個需要時間
[00:06:25.940 --> 00:06:27.340]  另外
[00:06:27.340 --> 00:06:31.940]  神也曉喻摩西叫他在西乃山要起回眸
[00:06:31.940 --> 00:06:35.940]  讓以色列人有個地方可以敬拜神
[00:06:35.940 --> 00:06:39.140]  有個地方甚至可以獻祭為自己贖罪
[00:06:40.540 --> 00:06:43.740]  有人說為什麼不等他們先進了迦南地
[00:06:43.740 --> 00:06:45.940]  進了迦南地就可以建一個聖殿
[00:06:45.940 --> 00:06:47.740]  可以敬拜神
[00:06:47.740 --> 00:06:51.140]  因為神知道他們在路上
[00:06:51.140 --> 00:06:54.540]  在曠野已經會遇見很多的問題
[00:06:54.540 --> 00:06:58.140]  所以是需要有個地方與神親近
[00:06:58.140 --> 00:06:59.940]  敬拜神與神和好
[00:06:59.940 --> 00:07:02.940]  甚至替自己的罪來贖罪
[00:07:02.940 --> 00:07:08.340]  我們看到神不只是叫我們要遵行祂的旨意
[00:07:08.340 --> 00:07:09.940]  神是有祂的準備
[00:07:10.540 --> 00:07:13.140]  準備我們敬拜祂的心
[00:07:13.140 --> 00:07:16.140]  準備我們能夠研讀祂的話語
[00:07:16.140 --> 00:07:19.140]  如果我們記得在十災當中
[00:07:19.140 --> 00:07:21.340]  去到第八災的時候
[00:07:21.340 --> 00:07:23.740]  是蝗蟲的災害
[00:07:23.740 --> 00:07:29.140]  那時候法老王准許以色列人離開埃及
[00:07:29.140 --> 00:07:32.940]  他說你們走吧,但不准帶新畜
[00:07:32.940 --> 00:07:37.140]  如果當時摩西肯的話
[00:07:37.140 --> 00:07:41.140]  以色列人去到曠野就沒有新畜來獻祭給神
[00:07:41.140 --> 00:07:43.340]  幸好他是沒有肯
[00:07:43.340 --> 00:07:49.340]  以至以色列人去到曠野還能夠回望獻祭給神
[00:07:49.340 --> 00:07:53.340]  我們不單只看到神的準備
[00:07:53.340 --> 00:07:55.340]  我們還看到神的祝福
[00:07:55.340 --> 00:07:59.940]  其實在一章八節至一章二十至二十一節
[00:07:59.940 --> 00:08:03.140]  是有一個很明顯的首尾結構
[00:08:03.140 --> 00:08:05.140]  一章八節說什麼?
[00:08:05.140 --> 00:08:08.140]  神說你們要去,去應許之地
[00:08:08.140 --> 00:08:10.140]  你們要去得到那個地
[00:08:10.140 --> 00:08:14.740]  一章二十至二十一節已經去到了
[00:08:14.740 --> 00:08:17.340]  去到迦底斯班尼亞
[00:08:17.340 --> 00:08:20.140]  祂說你們現在要去得到那個地
[00:08:20.140 --> 00:08:23.740]  中間還有一個首尾的結構
[00:08:23.740 --> 00:08:27.940]  是一章九節和一章十二至十九節
[00:08:27.940 --> 00:08:29.940]  兩節的經文很相似
[00:08:29.940 --> 00:08:31.140]  摩西說什麼?
[00:08:31.140 --> 00:08:33.540]  祂說我獨自擔當不起
[00:08:34.140 --> 00:08:35.740]  你們這麼多人
[00:08:35.740 --> 00:08:37.940]  我一個領袖我擔當不起
[00:08:37.940 --> 00:08:40.140]  是一章十二節
[00:08:40.140 --> 00:08:42.740]  祂說我獨自一人怎能擔當得起呢?
[00:08:42.740 --> 00:08:43.740]  重複了
[00:08:43.740 --> 00:08:48.540]  一章九節是說了一個問題出來
[00:08:48.540 --> 00:08:49.940]  太多人了
[00:08:49.940 --> 00:08:53.140]  以色列人下去埃及
[00:08:53.140 --> 00:08:53.940]  多少人?
[00:08:53.940 --> 00:08:54.940]  七十個人
[00:08:54.940 --> 00:08:56.740]  舊約說七十個人
[00:08:56.740 --> 00:08:59.940]  新約是使徒行傳說七十五
[00:08:59.940 --> 00:09:04.340]  相信舊約是以十進祭說七十個人
[00:09:04.340 --> 00:09:08.740]  但是去了埃及四百三十年之後
[00:09:08.740 --> 00:09:09.940]  變了多少人?
[00:09:09.940 --> 00:09:11.540]  文素記告訴我們
[00:09:11.540 --> 00:09:13.740]  只是南丁已經六十萬
[00:09:13.740 --> 00:09:16.940]  你算上每個家庭
[00:09:16.940 --> 00:09:19.340]  一個太太、兩個子女
[00:09:19.340 --> 00:09:23.540]  二百萬人都未算老人家
[00:09:23.540 --> 00:09:27.140]  摩西說我一個人怎麼做你們的領袖
[00:09:27.140 --> 00:09:28.340]  我擔當不起
[00:09:28.740 --> 00:09:31.340]  於是一章十二到十九節
[00:09:31.340 --> 00:09:33.540]  有解答的問題
[00:09:33.540 --> 00:09:34.940]  怎樣去處理
[00:09:34.940 --> 00:09:36.940]  選舉是長老出來
[00:09:36.940 --> 00:09:39.540]  選舉是軍長
[00:09:39.540 --> 00:09:43.140]  還有千夫長、百夫長、五十夫長、十夫長
[00:09:43.140 --> 00:09:47.540]  來幫助摩西治理這些人
[00:09:47.540 --> 00:09:49.940]  但是最重要的經文在哪裡?
[00:09:49.940 --> 00:09:51.340]  是神的祝福
[00:09:51.340 --> 00:09:53.340]  是十到十一節
[00:09:53.340 --> 00:09:56.140]  經文說耶和說你們的神
[00:09:56.140 --> 00:09:58.340]  使你們多喜來看
[00:09:58.340 --> 00:10:01.740]  你們今日像天上的星那樣多
[00:10:01.740 --> 00:10:04.540]  惟願耶和說你們列祖的神
[00:10:04.540 --> 00:10:07.540]  使你們比如今更多千倍
[00:10:07.540 --> 00:10:09.540]  照他所應許你們的話
[00:10:09.540 --> 00:10:11.540]  賜福於你們
[00:10:11.540 --> 00:10:13.540]  有沒有看到這個過去和將來
[00:10:13.540 --> 00:10:15.540]  又有一次是告訴我們
[00:10:15.540 --> 00:10:17.540]  神賜福給他們
[00:10:17.540 --> 00:10:19.940]  好像星一樣那麼多出了埃及
[00:10:19.940 --> 00:10:21.940]  二百萬人
[00:10:21.940 --> 00:10:24.540]  將來還要更加多
[00:10:24.540 --> 00:10:26.340]  更加多千倍
[00:10:26.340 --> 00:10:28.340]  這個就是過去和將來
[00:10:28.340 --> 00:10:30.340]  又有一次的關係
[00:10:30.340 --> 00:10:32.340]  不要忘記了現在
[00:10:32.340 --> 00:10:39.340]  我們看到剛才那個首尾的結構
[00:10:39.340 --> 00:10:42.340]  一章八節、一章二十和二十一節
[00:10:42.340 --> 00:10:44.940]  這個首尾結構說有地的應許
[00:10:44.940 --> 00:10:47.740]  兩節的經文是非常相似的
[00:10:47.740 --> 00:10:48.940]  一章八節說什麼?
[00:10:48.940 --> 00:10:51.540]  如今我將這地擺在你的面前
[00:10:51.540 --> 00:10:54.140]  你們要進去得這地
[00:10:54.140 --> 00:10:58.340]  就是耶和說向你們列祖阿伯拉罕以撒瓦國
[00:10:58.340 --> 00:11:01.140]  起誓應許賜給你們
[00:11:01.140 --> 00:11:04.540]  他們和他們後裔遺孽之地
[00:11:04.540 --> 00:11:07.540]  一章二十和二十一節又很相似
[00:11:07.540 --> 00:11:08.940]  我對你們說
[00:11:08.940 --> 00:11:10.940]  你們已經到了耶和說
[00:11:10.940 --> 00:11:13.340]  我們神所賜給我們
[00:11:13.340 --> 00:11:15.340]  阿摩利人之山地
[00:11:15.340 --> 00:11:16.340]  看吶
[00:11:16.340 --> 00:11:17.540]  耶和說
[00:11:17.540 --> 00:11:20.740]  你的神已將那地擺在你面前
[00:11:20.740 --> 00:11:24.940]  要照耶和說你列祖的神所說的
[00:11:24.940 --> 00:11:26.940]  上去得那地遺孽
[00:11:26.940 --> 00:11:28.140]  不要懼怕
[00:11:28.140 --> 00:11:30.940]  也不要驚慌
[00:11:30.940 --> 00:11:32.740]  一章八節說什麼?
[00:11:32.740 --> 00:11:34.340]  說你們要去
[00:11:34.340 --> 00:11:37.940]  一章二十節說你們已經到了
[00:11:37.940 --> 00:11:43.340]  一章八節說是神應許阿伯拉罕以撒瓦國
[00:11:43.340 --> 00:11:48.540]  一章二十節說是神應許以色列人的列祖
[00:11:48.540 --> 00:11:51.540]  一章八節說地擺在你面前
[00:11:51.540 --> 00:11:54.540]  一章二十一節一樣這樣說
[00:11:54.540 --> 00:11:56.540]  一章八節說
[00:11:56.540 --> 00:12:00.940]  是神起誓應許給他們和他們的後裔
[00:12:00.940 --> 00:12:02.940]  一章二十一節說
[00:12:02.940 --> 00:12:05.340]  你要上去得到那地遺孽
[00:12:05.340 --> 00:12:06.540]  不要懼怕
[00:12:06.540 --> 00:12:08.540]  也不要驚慌
[00:12:08.540 --> 00:12:10.140]  你要得到那地
[00:12:10.140 --> 00:12:11.740]  在生命記裏面
[00:12:11.740 --> 00:12:15.540]  Yahwesh這個字出現了七十多次
[00:12:15.540 --> 00:12:18.540]  你們要得到那地
[00:12:18.540 --> 00:12:20.140]  神賜那個地給你
[00:12:20.140 --> 00:12:22.140]  也是重複出現
[00:12:22.140 --> 00:12:24.540]  在一章二十五節生命記
[00:12:24.540 --> 00:12:26.940]  是透過探子的口說出來
[00:12:26.940 --> 00:12:28.740]  在一章三十九節
[00:12:28.740 --> 00:12:32.740]  神再次說這個地是賜給你們
[00:12:32.740 --> 00:12:35.540]  就是和神和約書亞
[00:12:35.540 --> 00:12:38.140]  保證約書亞的經文一樣
[00:12:38.140 --> 00:12:39.340]  一章五節
[00:12:39.340 --> 00:12:40.740]  神和約書亞說
[00:12:40.740 --> 00:12:41.940]  你平生的日子
[00:12:41.940 --> 00:12:45.140]  必無一人能在你面前站立得住
[00:12:45.140 --> 00:12:47.340]  我怎樣與摩西同在
[00:12:47.340 --> 00:12:49.940]  也必照樣與你同在
[00:12:49.940 --> 00:12:51.540]  我必不撇下你
[00:12:51.540 --> 00:12:54.940]  也必不丟棄你
[00:12:54.940 --> 00:12:56.940]  以前發生的事
[00:12:56.940 --> 00:12:59.740]  神說將來一定還會發生
[00:12:59.740 --> 00:13:01.540]  我和摩西同在
[00:13:01.540 --> 00:13:03.140]  神和約書亞說
[00:13:03.140 --> 00:13:05.140]  我和你一樣同在
[00:13:05.140 --> 00:13:06.340]  你不用怕
[00:13:06.340 --> 00:13:09.140]  你去拿那個地
[00:13:09.140 --> 00:13:11.140]  但是很可惜
[00:13:11.140 --> 00:13:15.140]  以色列人肯不肯進入迦南地
[00:13:15.140 --> 00:13:19.340]  進入這個神應許給他們的地方
[00:13:19.340 --> 00:13:21.540]  很多時候我們見到神的祝福
[00:13:21.540 --> 00:13:22.540]  好像以色列人一樣
[00:13:22.540 --> 00:13:23.740]  見到神的祝福
[00:13:23.740 --> 00:13:25.140]  見到神的應許
[00:13:25.140 --> 00:13:27.340]  見到神的大能
[00:13:27.340 --> 00:13:30.540]  但是當有事發生時又怎樣
[00:13:30.540 --> 00:13:31.940]  心寒
[00:13:31.940 --> 00:13:33.540]  失信心
[00:13:33.540 --> 00:13:35.340]  甚至反叛
[00:13:35.340 --> 00:13:37.540]  我們都是一樣
[00:13:37.540 --> 00:13:41.540]  我們很多時候見到神在我們每個人身上的作為
[00:13:41.540 --> 00:13:44.140]  但是很快就忘記了
[00:13:44.140 --> 00:13:46.340]  當有事發生時又怎樣
[00:13:46.340 --> 00:13:49.340]  靠自己的智慧
[00:13:49.340 --> 00:13:51.740]  離棄神
[00:13:51.740 --> 00:13:53.540]  不等待神
[00:13:53.540 --> 00:13:57.940]  自己作決定就要這樣做
[00:13:57.940 --> 00:13:59.540]  當他們到達了
[00:13:59.540 --> 00:14:02.140]  艾加底斯巴尼亞之後
[00:14:02.140 --> 00:14:03.740]  神叫他們進入迦南地
[00:14:03.740 --> 00:14:04.940]  他們要怎樣
[00:14:04.940 --> 00:14:06.340]  他們不肯去
[00:14:06.340 --> 00:14:09.540]  他們要派探子進入迦南地
[00:14:09.540 --> 00:14:11.340]  去偵探那個地方
[00:14:11.340 --> 00:14:14.940]  看看是不是真的跟神說是這麼好的地方
[00:14:14.940 --> 00:14:18.140]  偵探那個地
[00:14:18.140 --> 00:14:22.540]  打仗來說其實是一個很好的戰略
[00:14:22.540 --> 00:14:24.140]  但是用在這裡就不適當
[00:14:24.140 --> 00:14:24.940]  為什麼
[00:14:24.940 --> 00:14:27.740]  神已經跟他們說是很好的地方
[00:14:27.740 --> 00:14:31.740]  神在以西傑書20章6節說
