
[00:00:00.000 --> 00:00:03.880]  我們再一次的禱告
[00:00:03.880 --> 00:00:06.600]  多謝主你賜將臨主日給我們
[00:00:06.600 --> 00:00:09.520]  紀念你的第二次的再臨
[00:00:09.520 --> 00:00:14.800]  同時亦都紀念主你自己第一次的降生
[00:00:14.800 --> 00:00:18.080]  上帝願意在今日的講題
[00:00:18.080 --> 00:00:19.640]  新天新地裏面
[00:00:19.640 --> 00:00:23.160]  我們完完全全體驗到那個舊恩
[00:00:23.160 --> 00:00:25.960]  完完全全體驗到在你的懷中
[00:00:25.960 --> 00:00:29.440]  在你的城中是何等的喜樂
[00:00:29.440 --> 00:00:31.320]  願你的道臨到
[00:00:31.320 --> 00:00:33.720]  願我們不單止是聽道
[00:00:33.720 --> 00:00:35.240]  也是行道
[00:00:35.240 --> 00:00:36.440]  聽我們的祈禱
[00:00:36.440 --> 00:00:39.280]  奉基督耶穌的名
[00:00:39.280 --> 00:00:41.280]  我們一起來讀讀
[00:00:41.280 --> 00:00:45.920]  以賽亞書第六十五章
[00:00:45.920 --> 00:00:48.800]  十七節至十八節的上
[00:00:48.800 --> 00:00:51.400]  讀到直到永遠那裏
[00:00:51.400 --> 00:00:54.760]  十七節讀到十八節的直到永遠
[00:00:54.760 --> 00:00:56.160]  準備起
[00:01:00.080 --> 00:01:02.080]  (嘆氣)
[00:01:02.080 --> 00:01:11.600]  親愛的弟兄姊妹
[00:01:11.600 --> 00:01:15.080]  這裏十七節到十八節
[00:01:15.080 --> 00:01:18.600]  是講一個舊恩的開始
[00:01:18.600 --> 00:01:24.000]  但讓我們進入以賽亞書這個六十五章之前
[00:01:24.000 --> 00:01:29.080]  我們來很粗略的看一看以賽亞的一些基本的資料
[00:01:29.080 --> 00:01:30.920]  當我們看完這些基本資料
[00:01:30.920 --> 00:01:33.200]  我們就明白六十五章
[00:01:33.200 --> 00:01:37.920]  十七節到二十五節在以賽亞書裏面的一些角色
[00:01:37.920 --> 00:01:40.960]  就能夠更加掌握這一段經文
[00:01:40.960 --> 00:01:43.040]  以賽亞書的作者
[00:01:43.040 --> 00:01:47.400]  很多的學者會認為是以賽亞寫的
[00:01:47.400 --> 00:01:49.960]  當然亦都有人不同意
[00:01:49.960 --> 00:01:51.600]  但我們不去討論
[00:01:51.600 --> 00:01:55.160]  但我自己亦都相信是以賽亞寫的
[00:01:55.160 --> 00:01:59.360]  以賽亞書的作者是以賽亞
[00:01:59.360 --> 00:02:03.560]  裏面有六十六章的經文
[00:02:03.560 --> 00:02:05.560]  很粗略的說
[00:02:05.560 --> 00:02:07.360]  一至三十九章
[00:02:07.360 --> 00:02:10.560]  是講述上帝的公義的審判
[00:02:10.560 --> 00:02:12.960]  四十至六十六章
[00:02:12.960 --> 00:02:16.600]  是講述上帝為人預備的舊恩
[00:02:16.600 --> 00:02:23.000]  一看就知道六十五章在以賽亞書的後半部分
[00:02:23.000 --> 00:02:25.520]  即是屬於舊恩的部分
[00:02:25.520 --> 00:02:29.200]  剛剛讀完十七至十八節的上
[00:02:29.200 --> 00:02:30.600]  稍後會多說
[00:02:30.600 --> 00:02:34.200]  就是講述舊恩的歡喜快樂
[00:02:34.200 --> 00:02:37.520]  以賽亞書的約字是甚麼呢
[00:02:37.520 --> 00:02:38.800]  就是舊恩
[00:02:38.800 --> 00:02:41.760]  以賽亞書的約字就是舊恩
[00:02:41.760 --> 00:02:44.800]  你看到整個以賽亞書
[00:02:44.800 --> 00:02:46.920]  在後半部分
[00:02:46.920 --> 00:02:49.600]  它的重要主題是舊恩
[00:02:49.600 --> 00:02:53.400]  讓我們在正式下去之前
[00:02:53.400 --> 00:02:59.320]  我們再來看一看以賽亞書的六十五章的基本內容
[00:02:59.320 --> 00:03:02.000]  我們就能夠更明白
[00:03:02.000 --> 00:03:04.600]  十七至二十五節是甚麼
[00:03:04.600 --> 00:03:07.400]  第六十五章一至十節
[00:03:07.400 --> 00:03:10.600]  是講述上帝自己的申訴
[00:03:10.600 --> 00:03:12.800]  和祂被激怒
[00:03:12.800 --> 00:03:14.400]  祂申訴甚麼呢
[00:03:14.400 --> 00:03:16.400]  上帝六十五章一至十節
[00:03:16.400 --> 00:03:20.400]  祂說我未曾訪問過我的人
[00:03:20.400 --> 00:03:22.400]  未曾尋求我的人
[00:03:22.400 --> 00:03:25.200]  我向他彰顯他尚且來歸我
[00:03:25.200 --> 00:03:28.200]  但是屬我的以色列選民
[00:03:28.200 --> 00:03:30.400]  很多是怎樣的呢
[00:03:30.400 --> 00:03:33.200]  很多是在我的面前
[00:03:33.200 --> 00:03:37.200]  來背著我來做很多我不喜歡的事
[00:03:37.200 --> 00:03:39.400]  包括是敬拜別神
[00:03:39.400 --> 00:03:43.400]  燒香 拜偶像 講時令 吃豬肉
[00:03:43.400 --> 00:03:46.400]  有沒有吃豬肉呀 大家
[00:03:46.400 --> 00:03:47.400]  我有
[00:03:47.400 --> 00:03:48.400]  不過大家知道
[00:03:48.400 --> 00:03:51.400]  舊約的時候豬是不潔
[00:03:51.400 --> 00:03:52.400]  不同新約
[00:03:52.400 --> 00:03:54.400]  新約講了凡物都可吃
[00:03:54.400 --> 00:03:57.400]  但是舊約的時候豬是不潔的
[00:03:57.400 --> 00:04:00.400]  猶太人不做上帝喜歡的
[00:04:00.400 --> 00:04:02.400]  反而惹上帝的憤怒
[00:04:02.400 --> 00:04:07.400]  因此上帝是被激怒
[00:04:07.400 --> 00:04:11.400]  以致以色列人將會被擄
[00:04:11.400 --> 00:04:13.400]  但是感恩的是
[00:04:13.400 --> 00:04:17.400]  還有一群人願意尋求神
[00:04:17.400 --> 00:04:20.400]  成為神的選民
[00:04:20.400 --> 00:04:23.400]  願意尋求主的心意
[00:04:23.400 --> 00:04:25.400]  十一至十六節
[00:04:25.400 --> 00:04:27.400]  是講兩群人的命運
[00:04:27.400 --> 00:04:31.400]  第一群是那些不尋求神的人
[00:04:31.400 --> 00:04:32.400]  激怒神的人
[00:04:32.400 --> 00:04:35.400]  他們開始可能表面風光
[00:04:35.400 --> 00:04:38.400]  但是至終必被審判
[00:04:38.400 --> 00:04:40.400]  另外一群人是什麼呢
[00:04:40.400 --> 00:04:43.400]  那群是那些尋求上帝
[00:04:43.400 --> 00:04:46.400]  願意明白上帝選民心意的人
[00:04:46.400 --> 00:04:49.400]  他們開始可能有很多的苦難
[00:04:49.400 --> 00:04:53.400]  但是最終必被釋放歸回
[00:04:53.400 --> 00:04:56.400]  而十七至二十五節
[00:04:56.400 --> 00:04:59.400]  就是講上帝為這群人
[00:04:59.400 --> 00:05:02.400]  所預備的救恩
[00:05:02.400 --> 00:05:07.400]  我們看看十七至十八節的上半節
[00:05:07.400 --> 00:05:09.400]  剛才我們所讀的經文
[00:05:09.400 --> 00:05:11.400]  它說看啊
[00:05:11.400 --> 00:05:14.400]  我做新天新地
[00:05:14.400 --> 00:05:17.400]  以前的事不再被紀念了
[00:05:17.400 --> 00:05:19.400]  你們要歡喜快樂
[00:05:19.400 --> 00:05:22.400]  以前的事是在講什麼呢
[00:05:22.400 --> 00:05:25.400]  就是在講那些苦難
[00:05:25.400 --> 00:05:29.400]  被擄去在罪惡裡面的事
[00:05:29.400 --> 00:05:33.400]  十七至十八節的上半節
[00:05:33.400 --> 00:05:34.400]  主題就是
[00:05:34.400 --> 00:05:37.400]  當為未來歡喜快樂
[00:05:37.400 --> 00:05:39.400]  選民啊
[00:05:39.400 --> 00:05:42.400]  你們當為未來歡喜快樂
[00:05:42.400 --> 00:05:46.400]  因為你們將會有一個美好的未來
[00:05:46.400 --> 00:05:48.400]  在裡面你們要歡喜
[00:05:48.400 --> 00:05:51.400]  從前那些不開心的沒有了
[00:05:51.400 --> 00:05:54.400]  從前那些令你困擾的
[00:05:54.400 --> 00:05:57.400]  令你不高興的沒有了
[00:05:57.400 --> 00:05:59.400]  親愛的弟兄姊妹
[00:05:59.400 --> 00:06:02.400]  這個就是那個美好的盼望
[00:06:02.400 --> 00:06:04.400]  你快不快樂
[00:06:04.400 --> 00:06:07.400]  你現在快不快樂啊弟兄姊妹
[00:06:07.400 --> 00:06:09.400]  現在在這個城市
[00:06:09.400 --> 00:06:11.400]  好像不是很快樂
[00:06:11.400 --> 00:06:13.400]  是不是呢
[00:06:13.400 --> 00:06:15.400]  你知不知道有一個機構
[00:06:15.400 --> 00:06:23.400]  一直在做那些快樂的指數排行榜
[00:06:23.400 --> 00:06:26.400]  指數排行榜
[00:06:26.400 --> 00:06:30.400]  它就用六個範疇
[00:06:30.400 --> 00:06:33.400]  去做那些排行榜
[00:06:33.400 --> 00:06:36.400]  你知不知道那個情況呢
[00:06:36.400 --> 00:06:44.400]  香港就在2016年3月
[00:06:44.400 --> 00:06:46.400]  2016年3月
[00:06:46.400 --> 00:06:50.400]  知不知道香港排第幾啊
[00:06:50.400 --> 00:06:55.400]  有156個國家
[00:06:55.400 --> 00:06:57.400]  156個國家做
[00:06:57.400 --> 00:06:59.400]  我先不說香港
[00:06:59.400 --> 00:07:05.400]  知不知道第一最快樂世界最快樂的地方是哪裡
[00:07:05.400 --> 00:07:07.400]  什麼
[00:07:07.400 --> 00:07:09.400]  是丹麥
[00:07:09.400 --> 00:07:13.400]  可能他們吃得多曲奇餅
[00:07:13.400 --> 00:07:16.400]  就是甜開心快樂
[00:07:16.400 --> 00:07:17.400]  不知道是不是
[00:07:17.400 --> 00:07:19.400]  好了我們來到香港了
[00:07:19.400 --> 00:07:24.400]  香港156你猜排第幾啊
[00:07:24.400 --> 00:07:26.400]  75
[00:07:26.400 --> 00:07:30.400]  你馬上問76是誰呢
[00:07:30.400 --> 00:07:32.400]  緊緊壓著誰呢
[00:07:32.400 --> 00:07:34.400]  你知不知道76是誰啊
[00:07:34.400 --> 00:07:38.400]  是正在經歷內戰的索馬里啊
[00:07:38.400 --> 00:07:40.400]  嘩
[00:07:40.400 --> 00:07:42.400]  原來香港
[00:07:42.400 --> 00:07:46.400]  僅僅比索馬里高一級
[00:07:46.400 --> 00:07:48.400]  都挺可怕的
[00:07:48.400 --> 00:07:54.400]  不過香港在2015年排72
[00:07:54.400 --> 00:07:59.400]  即是2016年就跌了多少
[00:07:59.400 --> 00:08:00.400]  3個
[00:08:00.400 --> 00:08:03.400]  弟兄姊妹
[00:08:03.400 --> 00:08:06.400]  你會不會事實上看新聞又生氣
[00:08:06.400 --> 00:08:10.400]  或者很多無力感啊
[00:08:10.400 --> 00:08:14.400]  你有沒有為你身邊的事情
[00:08:14.400 --> 00:08:16.400]  最近流過眼淚啊
[00:08:16.400 --> 00:08:22.400]  有沒有想放棄過啊弟兄姊妹
[00:08:22.400 --> 00:08:24.400]  有沒有為過你的同事
[00:08:24.400 --> 00:08:27.400]  有沒有為過你的家人
[00:08:27.400 --> 00:08:29.400]  有沒有為過你的遭遇
[00:08:29.400 --> 00:08:34.400]  有沒有為過你的社會而覺得沒有希望
[00:08:34.400 --> 00:08:38.400]  你的子女令你沒有希望
[00:08:38.400 --> 00:08:40.400]  親愛的弟兄姊妹
[00:08:40.400 --> 00:08:42.400]  我想跟大家說
[00:08:42.400 --> 00:08:49.400]  以賽亞書65章17-18節的上半節
[00:08:49.400 --> 00:08:52.400]  教我們的就是
[00:08:52.400 --> 00:08:56.400]  雖然我們現在在困難和不快樂的環境裏
[00:08:56.400 --> 00:09:00.400]  但是我們仍然要有活潑的盼望
[00:09:00.400 --> 00:09:01.400]  弟兄姊妹
[00:09:01.400 --> 00:09:05.400]  事實上我們有活潑的盼望
[00:09:05.400 --> 00:09:08.400]  我們才能夠向前行
[00:09:08.400 --> 00:09:11.400]  才能夠有希望
[00:09:11.400 --> 00:09:15.400]  願意我們明白張林奇的意義
[00:09:15.400 --> 00:09:21.400]  就是要重新賜予我們有活潑的盼望
[00:09:21.400 --> 00:09:25.400]  好使我們能夠面對將來
[00:09:25.400 --> 00:09:26.400]  親愛的弟兄姊妹
