
[00:00:00.000 --> 00:00:02.000]  我哋再一次低頭祈禱
[00:00:02.000 --> 00:00:04.000]  天父我哋感謝你
[00:00:04.000 --> 00:00:07.000]  當我哋由生命起息到你面前嘅時候
[00:00:07.000 --> 00:00:09.000]  我哋深信呢一切都係因典
[00:00:09.000 --> 00:00:12.000]  讓每一個到你面前尋求你嘅人
[00:00:12.000 --> 00:00:13.000]  就能夠見到你
[00:00:13.000 --> 00:00:16.000]  讓我哋等候你嘅人重新得力
[00:00:16.000 --> 00:00:18.000]  讓我哋經歷你自己大能嘅人
[00:00:18.000 --> 00:00:19.000]  再一次歐歌頌讚
[00:00:19.000 --> 00:00:21.000]  呢啲侍奉夢靈嘅願望
[00:00:21.000 --> 00:00:23.000]  感謝主垂聽我哋嘅禱告
[00:00:23.000 --> 00:00:24.000]  與我哋同在
[00:00:24.000 --> 00:00:26.000]  奉耶穌名字祈求
[00:00:30.000 --> 00:00:31.000]  今日比我論盡啲
[00:00:31.000 --> 00:00:34.000]  因為失咗聲音
[00:00:34.000 --> 00:00:39.000]  我諗負責兒童師班啲走哂
[00:00:39.000 --> 00:00:42.000]  應該人哋話細佬哥唔可以讚
[00:00:42.000 --> 00:00:44.000]  但係我要讚一讚佢哋
[00:00:44.000 --> 00:00:45.000]  將來要歸俾神
[00:00:45.000 --> 00:00:47.000]  因為我哋成年師班呢
[00:00:47.000 --> 00:00:49.000]  成個團揸住譜嚟唱
[00:00:49.000 --> 00:00:52.000]  但啲細佬仔唔使睇譜
[00:00:52.000 --> 00:00:57.000]  呢個唔係話佢哋找
[00:00:57.000 --> 00:00:59.000]  即係細佬哥幾利好
[00:00:59.000 --> 00:01:00.000]  所以後生可畏
[00:01:00.000 --> 00:01:02.000]  神恩台讓我哋下一代
[00:01:02.000 --> 00:01:04.000]  能夠穿越敬畏神嘅心
[00:01:04.000 --> 00:01:06.000]  更加重要一樣嘢
[00:01:06.000 --> 00:01:10.000]  讓佢哋活在真理裏面
[00:01:10.000 --> 00:01:13.000]  活在神嘅慈愛裏面
[00:01:13.000 --> 00:01:15.000]  過去好多人話
[00:01:15.000 --> 00:01:18.000]  美國係兒童嘅天堂
[00:01:18.000 --> 00:01:20.000]  係呢次我行程中間
[00:01:20.000 --> 00:01:22.000]  我拔以為然
[00:01:22.000 --> 00:01:24.000]  好多玩具
[00:01:24.000 --> 00:01:26.000]  好多玩意
[00:01:26.000 --> 00:01:28.000]  教學好自由
[00:01:28.000 --> 00:01:31.000]  但係當家庭破裂嘅時候
[00:01:31.000 --> 00:01:33.000]  父母要分居嘅時候
[00:01:33.000 --> 00:01:36.000]  請問呢啲兒童有咩天堂可言呀
[00:01:36.000 --> 00:01:41.000]  有時我係船上見到一個現場
[00:01:41.000 --> 00:01:43.000]  四個人坐喺度食飯
[00:01:43.000 --> 00:01:44.000]  食早餐
[00:01:44.000 --> 00:01:46.000]  兩個大人兩個細佬哥
[00:01:46.000 --> 00:01:49.000]  我唔睇到佢兩個細佬哥好開心
[00:01:49.000 --> 00:01:50.000]  我估計
[00:01:50.000 --> 00:01:52.000]  我唔知我冇問
[00:01:52.000 --> 00:01:55.000]  呢個未必係一個完整嘅家庭
[00:01:56.000 --> 00:01:59.000]  佢哋用娛樂裏麻醉
[00:01:59.000 --> 00:02:02.000]  補償佢哋自己行為上面
[00:02:02.000 --> 00:02:04.000]  婚姻上面嘅過失
[00:02:04.000 --> 00:02:06.000]  以為咁樣可以讓佢哋入到天堂
[00:02:06.000 --> 00:02:08.000]  錯啦
[00:02:08.000 --> 00:02:10.000]  佢哋需要嘅係愛
[00:02:10.000 --> 00:02:15.000]  佢哋需要嘅係一個完美嘅婚姻家庭生活
[00:02:15.000 --> 00:02:18.000]  如果嗰啲都唔畀到佢哋嘅時候
[00:02:18.000 --> 00:02:20.000]  畀咩玩具
[00:02:20.000 --> 00:02:22.000]  畀咩物質嘅享受
[00:02:22.000 --> 00:02:24.000]  又何
[00:02:24.000 --> 00:02:26.000]  感謝神
[00:02:26.000 --> 00:02:29.000]  你哋畀我能夠有機會休息一段時間
[00:02:29.000 --> 00:02:32.000]  嘅人生好多嘢係估唔到嘅
[00:02:32.000 --> 00:02:34.000]  我估唔到
[00:02:34.000 --> 00:02:36.000]  離開香港嘅時候
[00:02:36.000 --> 00:02:38.000]  我以為
[00:02:38.000 --> 00:02:39.000]  去到芝加哥
[00:02:39.000 --> 00:02:41.000]  轉機再去我仔嗰度
[00:02:41.000 --> 00:02:43.000]  咁呀
[00:02:43.000 --> 00:02:46.000]  12個到12個鐘頭去到芝加哥
[00:02:46.000 --> 00:02:48.000]  又再喺嗰度等三個鐘頭飛機
[00:02:48.000 --> 00:02:52.000]  然後跟住呢就再坐飛機一個半鐘頭去個仔嗰度
[00:02:52.000 --> 00:02:54.000]  我諗住冇可以完成嘅行程
[00:02:54.000 --> 00:02:56.000]  當我上咗飛機之後
[00:02:56.000 --> 00:02:58.000]  我諗黑不振
[00:02:58.000 --> 00:02:59.000]  跟住睇書
[00:02:59.000 --> 00:03:01.000]  當黑不振醒嗰時候聽到廣播
[00:03:01.000 --> 00:03:03.000]  廣播機長話
[00:03:03.000 --> 00:03:05.000]  為咗安全嘅問題
[00:03:05.000 --> 00:03:07.000]  我哋而家要撤返香港
[00:03:07.000 --> 00:03:09.000]  嗰時已經四個鐘頭
[00:03:09.000 --> 00:03:11.000]  過咗東京
[00:03:11.000 --> 00:03:13.000]  過咗東京仲要返返香港
[00:03:13.000 --> 00:03:17.000]  我以為自己係咪聽錯呀
[00:03:17.000 --> 00:03:19.000]  當然嗰啲
[00:03:19.000 --> 00:03:22.000]  空姐唔會答呢啲問題
[00:03:22.000 --> 00:03:25.000]  後來睇個飛行圖真係撤返香港
[00:03:25.000 --> 00:03:26.000]  我話神呀
[00:03:26.000 --> 00:03:27.000]  點算
[00:03:27.000 --> 00:03:29.000]  因為我仲要搏機
[00:03:29.000 --> 00:03:33.000]  個媽一定唔可以走㗎啦
[00:03:33.000 --> 00:03:36.000]  人生好多咁樣嘅意外
[00:03:36.000 --> 00:03:38.000]  當時諗住好負面嘅嘢
[00:03:38.000 --> 00:03:40.000]  安全問題
[00:03:40.000 --> 00:03:41.000]  喂
[00:03:41.000 --> 00:03:44.000]  最近國泰基金紛紛有問題
[00:03:44.000 --> 00:03:46.000]  咁我萬一飛到太平洋上空
[00:03:46.000 --> 00:03:48.000]  冇油咁點呀
[00:03:48.000 --> 00:03:50.000]  機器故障咁點辦呀
[00:03:50.000 --> 00:03:52.000]  都好算好彩
[00:03:52.000 --> 00:03:54.000]  話返轉頭
[00:03:54.000 --> 00:03:57.000]  喺個過程裏面俾我一個感受
[00:03:57.000 --> 00:03:59.000]  其實我每次喺飛機上面
[00:03:59.000 --> 00:04:00.000]  有兩種嘅感受
[00:04:00.000 --> 00:04:02.000]  一種就係我同個天好近
[00:04:02.000 --> 00:04:05.000]  所以我諗喺嗰度禱告呢係近啲嘅
[00:04:05.000 --> 00:04:07.000]  容易到達上面嘅
[00:04:07.000 --> 00:04:09.000]  第二呢
[00:04:09.000 --> 00:04:11.000]  如果你唔諗嗰啲嘢呢
[00:04:11.000 --> 00:04:12.000]  諗過冇安全感呢
[00:04:12.000 --> 00:04:14.000]  分分鐘跌落大海嘅
[00:04:14.000 --> 00:04:15.000]  係咪呀
[00:04:15.000 --> 00:04:18.000]  任何時間停就跌落去
[00:04:18.000 --> 00:04:20.000]  所以要準備
[00:04:20.000 --> 00:04:22.000]  後來只要一年俾我經歷到
[00:04:22.000 --> 00:04:23.000]  休息
[00:04:23.000 --> 00:04:25.000]  亦經歷到
[00:04:25.000 --> 00:04:28.000]  跨越時空嘅祈禱
[00:04:28.000 --> 00:04:30.000]  呢條祈禱會晚上八點鐘
[00:04:30.000 --> 00:04:34.000]  嗰度係早上七點幾鐘我醒咗
[00:04:34.000 --> 00:04:36.000]  所以我喺嗰邊早晨早到嘅時候呢
[00:04:36.000 --> 00:04:38.000]  揀揀呢條祈禱會嘅時間
[00:04:38.000 --> 00:04:40.000]  我可以做同步祈禱嘅
[00:04:40.000 --> 00:04:41.000]  冇問題嘅
[00:04:41.000 --> 00:04:44.000]  所以我感謝神俾我呢一次嘅經歷
[00:04:44.000 --> 00:04:47.000]  讓我睇到一多好多
[00:04:47.000 --> 00:04:49.000]  過去自己冇睇到嘅嘢
