
[00:00:00.000 --> 00:00:05.120]  今天的主題是《約西亞時代的更新者》
[00:00:05.120 --> 00:00:06.920]  有幾十二章
[00:00:06.920 --> 00:00:08.360]  想問問大家
[00:00:08.360 --> 00:00:13.920]  如果你介紹自己或者介紹你的朋友
[00:00:13.920 --> 00:00:15.600]  給一些未認識的人
[00:00:15.600 --> 00:00:19.040]  如果你要說三件事關於你自己的
[00:00:19.040 --> 00:00:21.320]  你第一件事會介紹你自己什麼?
[00:00:21.320 --> 00:00:21.880]  名字
[00:00:21.880 --> 00:00:25.000]  名字,通常都是,這麼多堂都是名字
[00:00:25.000 --> 00:00:26.600]  第二件事你要介紹什麼?
[00:00:29.360 --> 00:00:30.560]  開始不知道了
[00:00:30.560 --> 00:00:32.880]  例如呢?
[00:00:32.880 --> 00:00:37.160]  工作,有些可能是老師
[00:00:37.160 --> 00:00:39.320]  有人會計,有些學校退休
[00:00:39.320 --> 00:00:41.040]  有些是目者,那就對了
[00:00:41.040 --> 00:00:42.040]  第三件事呢?
[00:00:42.040 --> 00:00:48.560]  興趣,哇,很興趣,不錯
[00:00:48.560 --> 00:00:51.760]  有些人昨天說,今早第三件是什麼呢?
[00:00:51.760 --> 00:00:52.920]  我有多少子女?
[00:00:52.920 --> 00:00:54.680]  不介紹我老公老婆
[00:00:54.680 --> 00:00:58.000]  很多不同的
[00:00:58.000 --> 00:01:00.160]  今天我們看看約西亞
[00:01:00.160 --> 00:01:03.800]  聖經一開始,怎樣介紹他?
[00:01:03.800 --> 00:01:06.640]  很快第二句介紹,很有趣的
[00:01:06.640 --> 00:01:08.720]  我們想都想不到,他這樣說
[00:01:08.720 --> 00:01:10.840]  我們一起讀黑色的字,1,2,3
[00:01:10.840 --> 00:01:14.720]  約西亞行而無華,眼中確為正的事
[00:01:14.720 --> 00:01:15.680]  很有趣
[00:01:15.680 --> 00:01:17.840]  如果剛才你介紹你那三件事
[00:01:17.840 --> 00:01:19.160]  無論是你的名字
[00:01:19.160 --> 00:01:22.080]  你的工作,你的興趣,或者你家人也好
[00:01:22.080 --> 00:01:25.080]  接著第四句你就說了
[00:01:25.080 --> 00:01:30.120]  我是行而無華,眼中確為正的事
[00:01:30.120 --> 00:01:34.640]  你的對象就會搔搔頭,說多一點點
[00:01:34.640 --> 00:01:38.400]  很有趣,這句如果在歷代誌繼續說
[00:01:38.400 --> 00:01:42.000]  怎樣行而無華,眼中確為正的事呢?
[00:01:42.000 --> 00:01:44.480]  病,病多多多,我們讀下去
[00:01:44.480 --> 00:01:46.360]  這幾個字,1,2,3
[00:01:46.360 --> 00:01:51.160]  隨調休談,木偶雕刻的象
[00:01:51.160 --> 00:01:53.320]  接著第五樣介紹就是
[00:01:53.320 --> 00:01:55.640]  我,隨調休談
[00:01:55.640 --> 00:01:57.480]  我們扔掉所有的偶像
[00:01:57.480 --> 00:02:02.120]  接著一會兒聽不到你心裡火熱
[00:02:02.120 --> 00:02:04.720]  去到不同的熱廟
[00:02:04.720 --> 00:02:06.760]  你也拆掉所有的偶像
[00:02:06.760 --> 00:02:10.760]  接著下星期應該會幫你做安息
[00:02:10.760 --> 00:02:14.040]  如果你這樣介紹你自己是奇怪的,行嗎?
[00:02:14.040 --> 00:02:16.160]  我相信你的對象會立刻做一件事
[00:02:16.160 --> 00:02:18.440]  就拿出電話,打999
[00:02:18.440 --> 00:02:21.040]  麻煩你,有個精神病,你知道嗎?
[00:02:21.040 --> 00:02:26.800]  當然,背景在西亞當然是非常顛覆
[00:02:26.800 --> 00:02:28.440]  但是他不是瘋子
[00:02:28.440 --> 00:02:30.280]  因為他的背景是很奇怪
[00:02:30.280 --> 00:02:31.160]  很值得我們學習
[00:02:31.160 --> 00:02:34.040]  今天我們藉著一個一開始
[00:02:34.040 --> 00:02:35.800]  聖經就介紹他
[00:02:35.800 --> 00:02:39.960]  行而無華,眼中確為正的事這個人
[00:02:39.960 --> 00:02:41.840]  有些什麼是我們生命學習
[00:02:41.840 --> 00:02:44.120]  在21世紀的今天
[00:02:44.120 --> 00:02:50.600]  並且他一會兒介紹他的歷程都是很特別
[00:02:50.600 --> 00:02:52.240]  我先介紹多一點
[00:02:52.240 --> 00:02:53.520]  為什麼這麼特別呢?
[00:02:53.520 --> 00:02:56.560]  其實在列王紀、列王的時代
[00:02:56.560 --> 00:03:00.000]  總共北國,你是北國和南國
[00:03:00.000 --> 00:03:02.160]  不是北國,是北國
[00:03:02.160 --> 00:03:04.680]  是有19個王
[00:03:04.680 --> 00:03:06.600]  南國有20個王
[00:03:06.600 --> 00:03:09.240]  總共有幾個王?
[00:03:09.240 --> 00:03:11.400]  39,你的家屬不錯
[00:03:11.400 --> 00:03:12.640]  跟你隔壁的家屬不錯
[00:03:12.640 --> 00:03:15.120]  你看看仲師姐真厲害
[00:03:15.120 --> 00:03:19.960]  39個王,其實只有8個王
[00:03:19.960 --> 00:03:23.040]  聖經是讚他行而無華,眼中確為正的事
[00:03:23.040 --> 00:03:25.440]  非常困難,只有20%
[00:03:25.440 --> 00:03:29.920]  當時聲稱跟隨神只有20%
[00:03:29.920 --> 00:03:32.200]  所以我們很明白今天更加困難
[00:03:32.200 --> 00:03:35.520]  領袖有多少真的行好的事呢?
[00:03:35.520 --> 00:03:37.720]  他說不單止只有8個
[00:03:37.720 --> 00:03:39.880]  8個裏面有6個有註腳
[00:03:39.880 --> 00:03:42.760]  即是說6個裏面都有些事做不到
[00:03:42.760 --> 00:03:43.920]  都有些事做不到
[00:03:43.920 --> 00:03:44.960]  例如做不到什麼呢?
[00:03:44.960 --> 00:03:46.840]  亞薩登基的時候
[00:03:46.840 --> 00:03:48.280]  我們一起讀右邊,好嗎?
[00:03:48.280 --> 00:03:51.880]  1,2,3,行而無華,眼中確為正的事
[00:03:51.880 --> 00:03:54.840]  只是休談,還沒有廢墟
[00:03:54.840 --> 00:03:56.160]  只是有註腳
[00:03:56.160 --> 00:03:57.560]  即是有些事沒有阻礙到
[00:03:57.560 --> 00:03:58.680]  他都好的
[00:03:58.680 --> 00:04:00.960]  然後有6個都是這樣
[00:04:00.960 --> 00:04:04.760]  39個王,只有8個是好
[00:04:04.760 --> 00:04:06.400]  6個有註腳,可以嗎?
[00:04:06.400 --> 00:04:08.560]  只是休談,沒有
[00:04:08.560 --> 00:04:11.240]  可能當時太恐慌
[00:04:11.240 --> 00:04:16.200]  即是你要去完全毀滅他的威脅太大
[00:04:16.200 --> 00:04:19.080]  所以他沒有,有2個沒有註腳
[00:04:19.080 --> 00:04:20.640]  一個是氣勢格
[00:04:20.640 --> 00:04:21.640]  一個是誰?
[00:04:21.640 --> 00:04:23.880]  約西亞,真的很厲害
[00:04:23.880 --> 00:04:26.360]  好了,今天我想在開始進入熱線
[00:04:26.360 --> 00:04:27.280]  我想問一下
[00:04:27.280 --> 00:04:28.840]  這裡誰是約西亞區的?
[00:04:28.840 --> 00:04:31.160]  舉手
[00:04:31.160 --> 00:04:33.280]  恭喜你,細心聽,行不行?
[00:04:33.280 --> 00:04:35.000]  誰不是約西亞區的?
[00:04:35.000 --> 00:04:36.320]  舉手
[00:04:36.320 --> 00:04:39.320]  恭喜你,更加要細心聽
[00:04:39.320 --> 00:04:41.520]  因為神的說話是很寶貴
[00:04:41.520 --> 00:04:43.000]  好,我們再看看
[00:04:43.000 --> 00:04:47.840]  約西亞不單止一開始時有這麼好的描述
[00:04:47.840 --> 00:04:50.480]  連他臨終死的時候
[00:04:50.480 --> 00:04:52.960]  全國都唱愛國
[00:04:52.960 --> 00:04:54.880]  真是一個非常好的領袖
[00:04:54.880 --> 00:04:56.960]  我們看看這裡怎樣記載
[00:04:56.960 --> 00:04:58.240]  我們一起讀,在歷代字下
[00:04:58.240 --> 00:04:59.360]  1,2,3
[00:04:59.360 --> 00:05:02.040]  他的神父扶他下了戰車
[00:05:02.040 --> 00:05:03.440]  上了戰車
[00:05:03.440 --> 00:05:05.320]  送他到耶路撒冷
[00:05:05.320 --> 00:05:06.600]  他就死了
[00:05:06.600 --> 00:05:09.120]  葬在他寮祖的墓裡
[00:05:09.120 --> 00:05:12.920]  由來任何耶路撒冷人都為他悲哀
[00:05:12.920 --> 00:05:15.800]  也令每個約西亞再開了河
[00:05:15.800 --> 00:05:17.480]  所有光明的大女人
[00:05:17.480 --> 00:05:18.840]  也唱愛國
[00:05:18.840 --> 00:05:21.720]  追悼約西亞直到今天
[00:05:21.720 --> 00:05:24.800]  而且在此時終成了靈禮
[00:05:24.800 --> 00:05:27.080]  這歌再再開歌宣傳
[00:05:27.080 --> 00:05:30.520]  全人民都是,不是逼是真是真心
[00:05:30.520 --> 00:05:32.320]  這個人呢
[00:05:32.320 --> 00:05:34.760]  我問一下你,你想不想學習他做些什麼?
[00:05:34.760 --> 00:05:35.560]  想不想?
[00:05:35.560 --> 00:05:38.440]  當然想,難道學些不好的東西嗎?
[00:05:38.440 --> 00:05:39.520]  所以跟旁邊的人說
[00:05:39.520 --> 00:05:42.240]  我們聽著聽著
[00:05:42.240 --> 00:05:44.080]  今天將會有三點
[00:05:44.080 --> 00:05:45.640]  我們立刻進入第一點
[00:05:45.640 --> 00:05:47.000]  你這樣說吧
[00:05:47.000 --> 00:05:47.880]  有很多人想
[00:05:47.880 --> 00:05:53.440]  如果有一些表現很好的人
[00:05:53.440 --> 00:05:54.720]  生命很好的人
[00:05:54.720 --> 00:05:55.320]  很多人都想
[00:05:55.320 --> 00:05:57.640]  當然了,有一個好的家人
[00:05:57.640 --> 00:05:59.280]  我也不保證他是真的
[00:05:59.280 --> 00:06:00.320]  梁牧師經常稱讚
[00:06:00.320 --> 00:06:01.760]  他的家人很好
[00:06:01.760 --> 00:06:03.240]  他父親怎樣疼愛他
[00:06:03.240 --> 00:06:04.240]  栽培他
[00:06:04.240 --> 00:06:05.240]  他祖母又怎樣
[00:06:05.240 --> 00:06:07.040]  非常好,非常好
[00:06:07.040 --> 00:06:10.960]  我們看看若西娜的家庭是否一樣
[00:06:10.960 --> 00:06:12.040]  我們看看
[00:06:12.040 --> 00:06:13.280]  第一,我們介紹一下
[00:06:13.280 --> 00:06:16.200]  他是南國第十六個君王
[00:06:16.200 --> 00:06:18.320]  在主持六百四十年
[00:06:18.320 --> 00:06:19.120]  我們看看他
[00:06:19.120 --> 00:06:21.160]  首先,看看爺爺
[00:06:21.160 --> 00:06:23.360]  看看他父親怎樣
[00:06:23.360 --> 00:06:25.120]  他的爺爺原來很出名
[00:06:25.120 --> 00:06:28.080]  他的爺爺叫馬拿西,可以嗎?
[00:06:28.080 --> 00:06:30.280]  是十四任的君王
[00:06:30.280 --> 00:06:32.240]  我們看看他做了什麼出名的事
[00:06:32.240 --> 00:06:32.960]  我們一起說吧
[00:06:32.960 --> 00:06:33.960]  一二三
[00:06:33.960 --> 00:06:37.680]  馬拿西行爺和華眼中抗為惡的事
[00:06:37.680 --> 00:06:40.560]  下法爺和華在以色列人面前
[00:06:40.560 --> 00:06:43.920]  講述了一幫人所行過真的事
[00:06:43.920 --> 00:06:48.480]  重新建造法國之世界受惠惠的憂憚
[00:06:48.480 --> 00:06:50.280]  又為巴黎註冊
[00:06:50.280 --> 00:06:52.120]  作下寫花像
[00:06:52.120 --> 00:06:55.200]  下法以色列王爺和華所行的
[00:06:55.200 --> 00:06:58.160]  且敬拜侍奉天上的萬象
[00:06:58.160 --> 00:06:59.880]  他在爺爺和華面前
[00:06:59.880 --> 00:07:03.360]  遠足為天上的萬象祝福
[00:07:03.360 --> 00:07:04.240]  他出名什麼呢?
[00:07:04.240 --> 00:07:06.680]  出名「衰」,可以嗎?
[00:07:06.680 --> 00:07:10.800]  他是掌管最久的時間有四十多年
[00:07:10.800 --> 00:07:12.520]  並且是衰的
[00:07:12.520 --> 00:07:14.800]  這個又衰又長的
[00:07:14.800 --> 00:07:16.080]  第一,我們看看
[00:07:16.080 --> 00:07:18.360]  本來希西加原來的父親
[00:07:18.360 --> 00:07:20.560]  即是約西亞的曾祖父
[00:07:20.560 --> 00:07:21.320]  做了很多事
[00:07:21.320 --> 00:07:23.240]  他反了他們做
[00:07:23.240 --> 00:07:28.520]  並且帶入很多不同很差的偶像
[00:07:28.520 --> 00:07:30.840]  並且在他的殿中
[00:07:30.840 --> 00:07:32.000]  他的殿中
[00:07:32.000 --> 00:07:33.360]  即是當時的殿
[00:07:33.360 --> 00:07:35.640]  引入那些偶像進來
[00:07:35.640 --> 00:07:37.280]  天上萬象祝壇
[00:07:37.280 --> 00:07:38.560]  你幻想就可以了
[00:07:38.560 --> 00:07:39.960]  下星期都是我說到
[00:07:39.960 --> 00:07:42.920]  不過下星期十字架換了
[00:07:42.920 --> 00:07:43.760]  換了什麼呢?
[00:07:43.760 --> 00:07:46.080]  換了一個「財神」在這裡
[00:07:46.080 --> 00:07:47.120]  挺好的,對不對?
[00:07:47.120 --> 00:07:50.120]  接著我們奉「財神」的名字祈禱
[00:07:50.120 --> 00:07:53.280]  他真的換了殿內的東西
[00:07:53.280 --> 00:07:54.680]  我們知道還有很多神
[00:07:54.680 --> 00:07:56.200]  廁所神
[00:07:56.200 --> 00:07:57.720]  這裡很多人都拜很多東西
[00:07:57.720 --> 00:07:58.880]  「造君」
[00:07:58.880 --> 00:08:01.040]  下次一進來門口的「造君」
[00:08:01.040 --> 00:08:03.400]  廁所的廁所神幫你去到書房
[00:08:03.400 --> 00:08:04.680]  很恐怖的事
[00:08:04.680 --> 00:08:05.680]  不僅如此
[00:08:05.680 --> 00:08:07.040]  他還做了什麼恐怖的事呢?
[00:08:07.040 --> 00:08:08.560]  我們來看一、二、三
[00:08:08.560 --> 00:08:11.200]  「並使他的兒子經火」
[00:08:11.200 --> 00:08:13.560]  「有本事用法術」
[00:08:13.560 --> 00:08:16.400]  「勒加貴的國是母祖者」
[00:08:16.400 --> 00:08:19.520]  「馬拉西憑這聲學生的學士」
[00:08:19.520 --> 00:08:22.960]  「比先前亞哥里人所聞的更深」
[00:08:22.960 --> 00:08:25.400]  「使猶太人化交的偶像」
[00:08:25.400 --> 00:08:26.920]  「含在罪累」
[00:08:26.920 --> 00:08:29.280]  「又留佩多蒙古人的血」
[00:08:29.280 --> 00:08:31.240]  「充滿了耶路撒冷」
[00:08:31.240 --> 00:08:33.400]  「從這一邊直到那邊」
[00:08:33.400 --> 00:08:35.120]  「留蒙古人的血」
[00:08:35.120 --> 00:08:37.920]  這個非常殘暴、暴奮、非常血腥
[00:08:37.920 --> 00:08:40.280]  「並且他將哪個經火」
[00:08:40.280 --> 00:08:41.240]  他月子
[00:08:41.240 --> 00:08:42.880]  「經過之後燒給偶像」
[00:08:42.880 --> 00:08:44.000]  「叫祝福」
[00:08:44.000 --> 00:08:45.040]  多恐怖
[00:08:45.040 --> 00:08:46.040]  很恐怖
[00:08:46.040 --> 00:08:47.600]  你好像還沒有感覺到
[00:08:47.600 --> 00:08:49.520]  「哪個子女在樓上」
