
[00:00:00.000 --> 00:00:01.740]  「鬼頂點會唔安」
[00:00:01.740 --> 00:00:05.920]  在2023年尾
[00:00:05.920 --> 00:00:10.220]  住到今年大約1月頭
[00:00:10.220 --> 00:00:15.980]  韓國有一套新劇叫做「死期將至」
[00:00:15.980 --> 00:00:19.260]  其實我本身沒有看過這套劇
[00:00:19.260 --> 00:00:24.180]  我其實是沒有辦法將內容簡介給大家聽
[00:00:24.180 --> 00:00:26.180]  究竟這套劇講了些什麼
[00:00:26.180 --> 00:00:29.800]  不過為什麼我要提一提這套劇呢
[00:00:29.800 --> 00:00:32.480]  其實在於有一次我看這個《時代論壇》
[00:00:32.480 --> 00:00:34.140]  這支太小了
[00:00:34.140 --> 00:00:35.680]  我看《時代論壇》的時候
[00:00:35.680 --> 00:00:38.640]  裏面有一位作者嘗試用這套劇
[00:00:38.640 --> 00:00:42.380]  去講關於他怎樣看死亡
[00:00:42.380 --> 00:00:45.620]  看他文章的尾段
[00:00:45.620 --> 00:00:48.480]  作者嘗試用信仰的角度
[00:00:48.480 --> 00:00:50.400]  作為他的感想
[00:00:50.400 --> 00:00:53.560]  以及對這套劇的一個回應
[00:00:53.560 --> 00:00:55.560]  或者反思
[00:00:55.560 --> 00:01:00.220]  以致我很好奇嘗試去找某個平台
[00:01:00.220 --> 00:01:04.760]  看看會不會找到一些十分鐘就講完一套劇的影片
[00:01:04.760 --> 00:01:06.320]  大家知道是什麼
[00:01:06.320 --> 00:01:09.120]  去了解一下究竟這套劇
[00:01:09.120 --> 00:01:13.920]  「死期將至」的內容究竟是講關於什麼
[00:01:13.920 --> 00:01:18.980]  但當我找到這套劇的簡介片的時候
[00:01:18.980 --> 00:01:21.220]  影片的簡介人
[00:01:21.220 --> 00:01:24.920]  若是從一個佛教的思想
[00:01:24.920 --> 00:01:30.220]  以及存在主義的角度去理解這套劇
[00:01:30.220 --> 00:01:32.320]  同一套劇
[00:01:32.320 --> 00:01:34.820]  同一個故事
[00:01:34.820 --> 00:01:37.780]  但是放在不同的人身上
[00:01:37.780 --> 00:01:41.580]  卻是有不同的理解
[00:01:41.580 --> 00:01:43.520]  一個故事
[00:01:43.520 --> 00:01:46.320]  多種的詮釋
[00:01:46.320 --> 00:01:48.220]  對於我們的信仰
[00:01:48.220 --> 00:01:50.020]  對於耶穌基督
[00:01:50.020 --> 00:01:52.520]  放在我們不同的人身上
[00:01:52.520 --> 00:01:57.220]  卻是都有不同的詮釋和理解
[00:01:57.220 --> 00:01:58.720]  你的基督
[00:01:58.720 --> 00:02:00.820]  和我的基督
[00:02:00.820 --> 00:02:04.420]  以及聖經所描述的基督
[00:02:04.420 --> 00:02:06.720]  有些什麼的相同
[00:02:06.720 --> 00:02:09.520]  有些什麼的不同呢
[00:02:09.520 --> 00:02:13.120]  今天我們要進入馬可呼音的世界
[00:02:13.120 --> 00:02:15.720]  馬可所描寫的基督
[00:02:15.720 --> 00:02:19.020]  和我們各人心目中的基督
[00:02:19.020 --> 00:02:21.720]  有什麼異同之處
[00:02:21.720 --> 00:02:27.020]  我們要怎樣去詮釋這一位基督呢
[00:02:27.020 --> 00:02:30.720]  今天的經文主要牽涉到三個敘事
[00:02:30.720 --> 00:02:33.720]  而泡泡也有打出來
[00:02:33.720 --> 00:02:34.820]  然而
[00:02:34.820 --> 00:02:37.720]  如果我以一個比較理想的分段
[00:02:37.720 --> 00:02:39.920]  一章九到十三節
[00:02:39.920 --> 00:02:44.920]  其實應該要連同一章一節到第八節
[00:02:44.920 --> 00:02:47.820]  一起去理解成為一個大段落
[00:02:47.820 --> 00:02:50.220]  而一章十四到十五節
[00:02:50.220 --> 00:02:53.120]  其實是另一個新的分段的開始
[00:02:53.120 --> 00:02:56.520]  所以今天我只會和大家集中去思想
[00:02:56.520 --> 00:02:59.220]  一章九到十三節這段的經文
[00:02:59.220 --> 00:03:01.620]  是講關於耶穌受洗
[00:03:01.620 --> 00:03:04.520]  以及在曠野受試探的
[00:03:04.520 --> 00:03:06.720]  其實這兩個的事件
[00:03:06.720 --> 00:03:10.120]  耶穌受洗以及在曠野受試探
[00:03:10.120 --> 00:03:11.320]  其實這兩個的故事
[00:03:11.320 --> 00:03:13.120]  大家都很熟悉
[00:03:13.120 --> 00:03:14.320]  也不會陌生
[00:03:14.320 --> 00:03:18.520]  但是如果我們去看呼音書的時候
[00:03:18.520 --> 00:03:21.220]  即使三卷的呼音書
[00:03:21.220 --> 00:03:23.220]  《馬太》、《馬可》、《路加》
[00:03:23.220 --> 00:03:25.920]  他們記載同一件事也好
[00:03:25.920 --> 00:03:27.920]  但是三卷呼音書
[00:03:27.920 --> 00:03:31.420]  它在內容上面都有不同的記載
[00:03:31.420 --> 00:03:34.220]  就好像我剛才在《印言》所說
[00:03:34.220 --> 00:03:36.820]  你的基督和我的基督
[00:03:36.820 --> 00:03:38.820]  可以有不同的詮釋
[00:03:38.820 --> 00:03:42.220]  三卷呼音書的作者都是一樣
[00:03:42.220 --> 00:03:45.020]  他們按著他們當時面對的處境
[00:03:45.020 --> 00:03:48.220]  以及群體去剪裁
[00:03:48.220 --> 00:03:51.720]  去將基督的故事去展現出來
[00:03:51.720 --> 00:03:54.320]  以今天的經文為例
[00:03:54.320 --> 00:03:58.420]  《馬可》福音和《馬太》和《路加》的記載
[00:03:58.420 --> 00:04:01.120]  是相對地較精簡
[00:04:01.120 --> 00:04:04.120]  但是這麼精簡的記載
[00:04:04.120 --> 00:04:08.320]  卻是有作者他想表達的意思
[00:04:08.320 --> 00:04:10.820]  我們一起先去看一下
[00:04:10.820 --> 00:04:12.520]  再一次去看一下
[00:04:12.520 --> 00:04:16.020]  一章九節至十一節這段經文
[00:04:16.020 --> 00:04:17.220]  它裡面說什麼
[00:04:17.220 --> 00:04:20.720]  它說那時耶穌從加利利的拿撒勒來
[00:04:20.720 --> 00:04:23.320]  在約旦河裡受了約翰的洗
[00:04:23.320 --> 00:04:25.620]  祂從水裡一上來
[00:04:25.620 --> 00:04:27.720]  就看見天裂開了
[00:04:27.720 --> 00:04:31.020]  聖靈彷彿甲子降在祂身上
[00:04:31.020 --> 00:04:34.020]  又有聲音從天上來說
[00:04:34.020 --> 00:04:35.920]  你是我的愛子
[00:04:35.920 --> 00:04:38.120]  我喜愛你
[00:04:38.120 --> 00:04:39.920]  《馬可》福音和《馬太》
[00:04:39.920 --> 00:04:42.620]  《路加》的記載不同之處
[00:04:42.620 --> 00:04:45.320]  其實《馬可》沒有記載到
[00:04:45.320 --> 00:04:48.420]  耶穌和施洗約翰之間的對話
[00:04:48.420 --> 00:04:53.420]  也沒有記載八聖和耶穌一起去受洗
[00:04:53.420 --> 00:04:58.720]  又或者記載耶穌受洗之後祈禱
[00:04:58.720 --> 00:05:05.420]  而只是將焦點放在耶穌受洗那一刻發生的事
[00:05:05.420 --> 00:05:07.820]  《馬可》福音記載
[00:05:07.820 --> 00:05:09.720]  當耶穌受洗之後
[00:05:09.720 --> 00:05:13.020]  立刻從水裡上來的時間
[00:05:13.020 --> 00:05:16.920]  天就裂開了
[00:05:16.920 --> 00:05:22.820]  天裂開了這四個字看似很簡單
[00:05:22.820 --> 00:05:26.520]  但實際上卻是來人尋味
[00:05:26.520 --> 00:05:30.220]  如果我們回看《馬太》和《路加》的記載
[00:05:30.220 --> 00:05:35.020]  其實祂只是用了天開了這三個字
[00:05:35.020 --> 00:05:37.020]  單憑觀察
[00:05:37.020 --> 00:05:41.920]  《馬可》福音和另外兩卷福音書所用的字是不同的
[00:05:41.920 --> 00:05:45.820]  用了裂開來形容天打開的狀態
[00:05:45.820 --> 00:05:48.920]  只是《馬可》福音獨有的記載
[00:05:48.920 --> 00:05:52.420]  這一個字除了揭示耶穌的身份之外
[00:05:52.420 --> 00:05:56.520]  也在啟示耶穌在地上服侍
[00:05:56.520 --> 00:05:59.420]  祂要走一條什麼的路
[00:05:59.420 --> 00:06:03.520]  一條受苦的路
[00:06:03.520 --> 00:06:05.820]  天裂開了
[00:06:05.820 --> 00:06:09.520]  很像一個天啟文學的表達手法
[00:06:09.520 --> 00:06:15.020]  但作者卻是在引用二塞亞書六十四章一節的經文
[00:06:15.020 --> 00:06:17.520]  去表達耶穌的身份
[00:06:17.520 --> 00:06:20.220]  在二塞亞書六十四章一節裏面說到
[00:06:20.220 --> 00:06:22.420]  願祢破天而降
[00:06:22.420 --> 00:06:26.320]  願山在祢面前震動
[00:06:26.320 --> 00:06:29.320]  其實二塞亞書這段經文是在描述
[00:06:29.320 --> 00:06:33.420]  先知祂向上主發出一個哀求
[00:06:33.420 --> 00:06:36.720]  祂哀求上主不要再沉默了
[00:06:36.720 --> 00:06:41.120]  祢將天撕開去 親自降臨
[00:06:41.120 --> 00:06:43.920]  介入拯救
[00:06:43.920 --> 00:06:48.220]  就好像昔日上主如何在埃及
[00:06:48.220 --> 00:06:51.220]  帶領百姓出埃及一樣
[00:06:51.220 --> 00:06:55.420]  而整個二塞亞書六十三章至六十四章的情景
[00:06:55.420 --> 00:07:00.720]  是在重塑一個出埃及的拯救的一種奇緣
[00:07:00.720 --> 00:07:06.520]  祂哀求上主不要再對眼前耶路撒冷荒涼
[00:07:06.520 --> 00:07:09.120]  祂再去沉默了
[00:07:09.120 --> 00:07:12.720]  因此先知祂要對眼前耶路
[00:07:12.720 --> 00:07:16.120]  因為對於眼前耶路撒冷的景況
[00:07:16.120 --> 00:07:19.120]  祂哀求上主去介入
[00:07:19.120 --> 00:07:22.420]  其實是有一種的迫切性
[00:07:22.420 --> 00:07:27.120]  祂請求上主打破這種沉默的局面
[00:07:27.120 --> 00:07:30.720]  再次撕開天 降臨
[00:07:30.720 --> 00:07:32.420]  拯救百姓
[00:07:32.420 --> 00:07:37.620]  就好像帶領百姓再一次出埃及
[00:07:37.620 --> 00:07:41.020]  瑪奧福音的作者引用二塞亞書的先知
[00:07:41.020 --> 00:07:45.120]  引用二塞亞書先知對上主哀求
[00:07:45.120 --> 00:07:47.720]  那種的渴望 渴求
[00:07:47.720 --> 00:07:54.320]  以及很渴求上主介入以色列百姓的困境當中
[00:07:54.320 --> 00:07:56.720]  其實這個奇緣 奇盼
[00:07:56.720 --> 00:08:01.420]  正正其實是瑪奧福音那一群的讀者群體
[00:08:01.420 --> 00:08:04.720]  對他們來說是有一種的共鳴
[00:08:04.720 --> 00:08:06.720]  若然我們認為
[00:08:06.720 --> 00:08:09.720]  我們認同瑪奧福音的成書年代
[00:08:09.720 --> 00:08:13.520]  是五十年代的中期至六十年代的中期
[00:08:13.520 --> 00:08:19.020]  當時的猶太人仍然還未脫離羅馬的統治之外
[00:08:19.020 --> 00:08:23.420]  其實他們一群的宗教領袖都是腐敗不堪
[00:08:23.420 --> 00:08:29.020]  社會更加醞釀著第一次猶太人的叛亂
[00:08:29.020 --> 00:08:32.520]  尼祿對基督徒的逼迫
[00:08:32.520 --> 00:08:36.620]  羅馬君王的更替
[00:08:36.620 --> 00:08:42.020]  猶太人他仍然期盼上主親自介入當中
[00:08:42.020 --> 00:08:44.420]  好像昔日二塞亞時代
