
[00:00:00.000 --> 00:00:01.800]  今天是社關主日
[00:00:01.800 --> 00:00:06.500]  我自己在想這個經文的時候
[00:00:06.500 --> 00:00:10.340]  不期然想起盧家坊十章二十五到三十七節
[00:00:10.340 --> 00:00:12.660]  說到好撒馬尼亞人的故事
[00:00:12.660 --> 00:00:19.060]  社關主日在當中我們當它回顧過去教會
[00:00:19.060 --> 00:00:24.220]  以社關部去關注不同的社會群體的需要
[00:00:24.220 --> 00:00:26.020]  特別如果大家進來的時候
[00:00:26.020 --> 00:00:29.660]  有機會看看我們一進來的壁報
[00:00:29.660 --> 00:00:34.460]  你會見到很多的工作很多的圖片
[00:00:34.460 --> 00:00:40.780]  我們以往在當中特別可能會比較留意的
[00:00:40.780 --> 00:00:42.380]  就是一些老人家的工作
[00:00:42.380 --> 00:00:45.180]  我們在樂富黃大仙農場的
[00:00:45.180 --> 00:00:47.340]  蔣石屯石中心的服務
[00:00:47.340 --> 00:00:52.300]  多年來都服侍那兩個區域的一些留學記
[00:00:52.300 --> 00:00:54.780]  後來也都開展了康琦計劃
[00:00:54.780 --> 00:00:57.060]  愛家園的家庭服務的計劃
[00:00:57.060 --> 00:01:00.660]  也都可能有聽過獲獎無數的蝦仔蝦女
[00:01:00.660 --> 00:01:03.740]  蝦爹蝦娘蝦孫蝦室的計劃
[00:01:03.740 --> 00:01:06.660]  建立了一個關心獨居長者
[00:01:06.660 --> 00:01:11.060]  無兒無女的老人家的一個家庭的支援的系統
[00:01:11.060 --> 00:01:13.980]  讓老少去共用
[00:01:13.980 --> 00:01:16.540]  現在也都不斷的開枝散葉
[00:01:16.540 --> 00:01:21.900]  他們做私院的一些沒有人關心的老人家
[00:01:21.900 --> 00:01:25.300]  真的很辛苦做一班前線的童工義工
[00:01:25.300 --> 00:01:27.420]  和大仙姊妹的努力
[00:01:27.420 --> 00:01:29.980]  他們去到他們的老人家的中間
[00:01:29.980 --> 00:01:32.660]  去照顧、關心、幫助
[00:01:32.660 --> 00:01:34.020]  帶他們去看醫生
[00:01:34.020 --> 00:01:37.540]  去給他們很多的支援
[00:01:37.540 --> 00:01:39.980]  其實我們也都有採平魚欖室
[00:01:39.980 --> 00:01:42.380]  啟程德朗的侍工
[00:01:42.380 --> 00:01:44.100]  最近可能大家都經常聽到
[00:01:44.100 --> 00:01:45.460]  就是真善美村裡面
[00:01:45.460 --> 00:01:48.260]  有我們的成家人木鱗中心
[00:01:48.260 --> 00:01:51.620]  去年其實我們做了一個很大的變化
[00:01:51.620 --> 00:01:54.300]  就是將這一切這麼多的工作
[00:01:54.300 --> 00:01:57.380]  集中給九龍城浸信會的社區服務處
[00:01:57.380 --> 00:02:00.180]  他們的團隊去負責
[00:02:00.180 --> 00:02:05.260]  也都在當中社關部負責去協調
[00:02:05.260 --> 00:02:07.140]  聯繫教會的弟兄姊妹
[00:02:07.140 --> 00:02:11.100]  參與各社區的服侍和福音工作
[00:02:11.100 --> 00:02:12.540]  其實社關部之下
[00:02:12.540 --> 00:02:14.900]  其實除了老人家的服務
[00:02:14.900 --> 00:02:19.500]  或者是採平魚欖室、成家人
[00:02:19.500 --> 00:02:23.340]  其實我們還有一個很大很大的福音和祥
[00:02:23.340 --> 00:02:26.180]  就是我們九龍城浸信會
[00:02:26.180 --> 00:02:28.660]  其實作為一個辦學團體
[00:02:28.660 --> 00:02:31.860]  有兩間小學、四間幼稚園的工作
[00:02:31.860 --> 00:02:34.420]  不知道大家知不知道哪幾間
[00:02:34.420 --> 00:02:38.020]  可不可以…有沒有印象?
[00:02:38.020 --> 00:02:41.980]  就是希蓮小學、希蓮恩平小學
[00:02:41.980 --> 00:02:44.580]  希蓮的幼稚園、慈愛的幼稚園
[00:02:44.580 --> 00:02:45.380]  家福的幼稚園
[00:02:45.380 --> 00:02:48.500]  以及九龍城浸信會的幼稚園
[00:02:48.500 --> 00:02:51.420]  可能大家比較熟悉在旁邊的成浸幼稚園
[00:02:51.420 --> 00:02:53.180]  其實我們在粉嶺
[00:02:53.180 --> 00:02:59.340]  在潮雲山、在馬鞍山都有不同的工作
[00:02:59.340 --> 00:03:01.580]  我們很多的弟兄姊妹都有參與
[00:03:01.580 --> 00:03:05.260]  在各學校的校董、校監
[00:03:05.260 --> 00:03:08.900]  不單止是要管理好學校的日常運作
[00:03:08.900 --> 00:03:12.580]  更加重要的是如何讓小孩子認識主耶穌
[00:03:12.580 --> 00:03:15.780]  如何推展學校服務工作
[00:03:15.780 --> 00:03:18.820]  以及不同形式的家長工作
[00:03:18.820 --> 00:03:22.260]  的確是很多很多社區的工作
[00:03:22.260 --> 00:03:25.020]  是需要去做的
[00:03:25.020 --> 00:03:27.700]  做的都好像…還有
[00:03:27.700 --> 00:03:30.700]  不斷地有很多的需要
[00:03:30.700 --> 00:03:33.260]  所以其實我們回顧的時候
[00:03:33.260 --> 00:03:35.460]  過去我們也鼓勵過成長班
[00:03:35.460 --> 00:03:40.460]  也都參與過教會的關懷貧窮網絡的Peace Box
[00:03:40.460 --> 00:03:41.700]  不知道大家有沒有印象呢?
[00:03:41.700 --> 00:03:43.020]  這個logo
[00:03:43.020 --> 00:03:47.900]  就是我們是其中一個夥伴的教會之一
[00:03:47.900 --> 00:03:51.140]  我們協助機構去收集一些Peace Box
[00:03:51.140 --> 00:03:52.820]  一些禮物包
[00:03:52.820 --> 00:03:54.860]  將一些物資放進去
[00:03:54.860 --> 00:04:02.340]  然後送去給有需要的一些家庭群體
[00:04:02.340 --> 00:04:05.860]  我們又跟浸信會愛群社會奉獻處
[00:04:05.860 --> 00:04:08.660]  合作一個叫做私有計劃
[00:04:08.660 --> 00:04:12.180]  其實最近政府就推出私有計劃
[00:04:12.180 --> 00:04:13.700]  其實一點都不新的
[00:04:13.700 --> 00:04:17.540]  人家浸信會愛群社會奉獻處
[00:04:17.540 --> 00:04:18.980]  其實已經做了十幾年
[00:04:18.980 --> 00:04:21.180]  我們教會都參與了幾年
[00:04:21.180 --> 00:04:23.740]  還有以往的…大家不知道有沒有參加
[00:04:23.740 --> 00:04:25.660]  就是以往的捐血日
[00:04:25.660 --> 00:04:29.700]  我們就去鼓勵大英姐妹一起參與捐血
[00:04:29.700 --> 00:04:33.060]  另外也都有一個…我找一些相片才…
[00:04:33.060 --> 00:04:34.980]  是2009年的事
