
[00:00:00.000 --> 00:00:02.600]  相信大家都有這樣的經驗
[00:00:02.600 --> 00:00:04.200]  就是跌過錢
[00:00:04.200 --> 00:00:05.600]  或者不見過錢
[00:00:05.600 --> 00:00:07.000]  有沒有?
[00:00:07.000 --> 00:00:07.800]  有啊
[00:00:07.800 --> 00:00:09.600]  因為大家都有錢的
[00:00:09.600 --> 00:00:12.800]  有這樣的經驗
[00:00:12.800 --> 00:00:14.800]  會很心痛的
[00:00:14.800 --> 00:00:18.800]  有時真的不見了一筆很可觀的錢的時候
[00:00:18.800 --> 00:00:21.600]  好像切了一塊肉一樣
[00:00:21.600 --> 00:00:25.800]  你有沒有試過為了跌了一元
[00:00:25.800 --> 00:00:28.800]  你翻箱倒壤地找回來
[00:00:28.800 --> 00:00:30.800]  拾回來
[00:00:30.800 --> 00:00:34.800]  可能今天就算你見到地上一塊錢也懶得拾
[00:00:34.800 --> 00:00:38.800]  但是香港的首富李嘉誠先生
[00:00:38.800 --> 00:00:40.800]  曾經發生過這樣的事情
[00:00:40.800 --> 00:00:42.800]  八歲一次他下車
[00:00:42.800 --> 00:00:43.800]  下車的時候
[00:00:43.800 --> 00:00:46.800]  在我的口袋裡面掉了一塊錢出來
[00:00:46.800 --> 00:00:48.800]  我也不明白為什麼有這麼多零錢
[00:00:48.800 --> 00:00:49.800]  掉了一塊錢出來
[00:00:49.800 --> 00:00:51.800]  滾到坑渠邊那裡
[00:00:51.800 --> 00:00:54.800]  然後他就跟司機說
[00:00:54.800 --> 00:00:57.800]  掉了一塊錢你幫我拾回去吧
[00:00:57.800 --> 00:00:59.800]  司機心想
[00:00:59.800 --> 00:01:03.800]  一塊錢也要拾回這麼骯髒的坑渠那裡
[00:01:03.800 --> 00:01:06.800]  你這麼節儉的嗎?
[00:01:06.800 --> 00:01:09.800]  於是就聽說拾回一塊錢
[00:01:09.800 --> 00:01:12.800]  抹好它給李嘉誠先生
[00:01:12.800 --> 00:01:16.800]  李先生就小心地拿回去
[00:01:16.800 --> 00:01:19.800]  然後另外一個口袋裡面就拿了一百塊錢出來
[00:01:19.800 --> 00:01:22.800]  就打箱給司機
[00:01:22.800 --> 00:01:23.800]  他就跟司機說
[00:01:23.800 --> 00:01:27.800]  他說一塊錢是一個流通的貨幣
[00:01:27.800 --> 00:01:30.800]  如果掉了一塊錢就不能夠流通了
[00:01:30.800 --> 00:01:32.800]  所以就算一塊錢也好
[00:01:32.800 --> 00:01:33.800]  一毛錢也好
[00:01:33.800 --> 00:01:34.800]  都要拾回來
[00:01:34.800 --> 00:01:36.800]  都要使用它
[00:01:36.800 --> 00:01:38.800]  所以不愧是大商家
[00:01:38.800 --> 00:01:39.800]  掉一塊錢
[00:01:39.800 --> 00:01:40.800]  拾回去
[00:01:40.800 --> 00:01:41.800]  然後洗一百塊
[00:01:41.800 --> 00:01:43.800]  使得貨幣更加流通
[00:01:43.800 --> 00:01:45.800]  所以我們要學習一件事
[00:01:45.800 --> 00:01:48.800]  今天我們看一個比喻
[00:01:48.800 --> 00:01:50.800]  就是失錢的比喻
[00:01:50.800 --> 00:01:52.800]  耶穌基督裡面所說
[00:01:52.800 --> 00:01:54.800]  一個富人
[00:01:54.800 --> 00:01:56.800]  他有十塊銀錢
[00:01:56.800 --> 00:01:59.800]  掉了的銀錢不見了
[00:01:59.800 --> 00:02:01.800]  他就點燈
[00:02:01.800 --> 00:02:04.800]  找到翻箱倒籠就要找回來
[00:02:04.800 --> 00:02:06.800]  直至找到為止
[00:02:06.800 --> 00:02:10.800]  這個就是耶穌基督一連串比喻裡面
[00:02:10.800 --> 00:02:12.800]  其中一個失錢的比喻
[00:02:12.800 --> 00:02:15.800]  如果大家知道前面那個比喻是什麼
[00:02:15.800 --> 00:02:16.800]  失羊的比喻
[00:02:16.800 --> 00:02:18.800]  就是一百隻羊
[00:02:18.800 --> 00:02:19.800]  失去了一隻羊
[00:02:19.800 --> 00:02:21.800]  但是這個牧羊人
[00:02:21.800 --> 00:02:24.800]  無論如何都要找回一隻失去的羊回來
[00:02:24.800 --> 00:02:28.800]  另外跟著失錢比喻後面那個是什麼比喻
[00:02:28.800 --> 00:02:30.800]  大家都熟悉的
[00:02:30.800 --> 00:02:31.800]  浪子的比喻
[00:02:31.800 --> 00:02:33.800]  失人的比喻
[00:02:33.800 --> 00:02:34.800]  兩個孩子
[00:02:34.800 --> 00:02:36.800]  一個小兒子
[00:02:36.800 --> 00:02:37.800]  離開了
[00:02:37.800 --> 00:02:39.800]  但是一個父親
[00:02:39.800 --> 00:02:42.800]  日日夜夜都想念他讓他回來
[00:02:42.800 --> 00:02:43.800]  讓他悔改
[00:02:43.800 --> 00:02:45.800]  所以在這三個比喻裡面
[00:02:45.800 --> 00:02:46.800]  都一般來說
[00:02:46.800 --> 00:02:48.800]  都有個共通點就是說
[00:02:48.800 --> 00:02:50.800]  神是去尋找人
[00:02:50.800 --> 00:02:52.800]  尋找失喪的人
[00:02:52.800 --> 00:02:55.800]  神願意去親自尋找
[00:02:55.800 --> 00:02:58.800]  今天我們看一個失錢的比喻的時候
[00:02:58.800 --> 00:03:00.800]  可能我們比較少
[00:03:00.800 --> 00:03:01.800]  看這個比喻
[00:03:01.800 --> 00:03:04.800]  因為十塊銀錢
[00:03:04.800 --> 00:03:05.800]  找回那個銀錢
[00:03:05.800 --> 00:03:06.800]  掉了一個
[00:03:06.800 --> 00:03:08.800]  究竟說些什麼呢
[00:03:08.800 --> 00:03:10.800]  好像耶穌基督很少
[00:03:10.800 --> 00:03:13.800]  特別是針對說錢
[00:03:13.800 --> 00:03:15.800]  是不是真的掉了錢要找回來呢
[00:03:15.800 --> 00:03:17.800]  但是當然我們都知道
[00:03:17.800 --> 00:03:20.800]  如果說這個比喻裡面來說
[00:03:20.800 --> 00:03:21.800]  可能這個比喻
[00:03:21.800 --> 00:03:23.800]  我用一個角度去看
[00:03:23.800 --> 00:03:24.800]  其實可以說
[00:03:24.800 --> 00:03:27.800]  代表著人自己去失去了一些
[00:03:27.800 --> 00:03:29.800]  很重要寶貴的東西
[00:03:29.800 --> 00:03:30.800]  這些東西
[00:03:30.800 --> 00:03:33.800]  我們甚至不知道是什麼
[00:03:33.800 --> 00:03:36.800]  可能是我們自己的自我
[00:03:36.800 --> 00:03:38.800]  可能是我們的自己
[00:03:38.800 --> 00:03:40.800]  但是我們都要去尋找
[00:03:40.800 --> 00:03:41.800]  尋找回來
[00:03:41.800 --> 00:03:44.800]  以致我們能夠有一個圓滿的自己
[00:03:44.800 --> 00:03:47.800]  所以今天和大家從一個角度去看
[00:03:47.800 --> 00:03:49.800]  一個失錢的比喻
[00:03:49.800 --> 00:03:51.800]  當然
[00:03:51.800 --> 00:03:55.800]  如果首先在字面裡面去看
[00:03:55.800 --> 00:03:58.800]  或者這個故事本身的內容去看
[00:03:58.800 --> 00:04:02.800]  就是一個婦人遺失了金錢
[00:04:02.800 --> 00:04:04.800]  就是掉了錢
[00:04:04.800 --> 00:04:05.800]  不見了
[00:04:05.800 --> 00:04:06.800]  要找回來
[00:04:06.800 --> 00:04:08.800]  你說一塊錢
[00:04:08.800 --> 00:04:09.800]  一個銀錢
[00:04:09.800 --> 00:04:11.800]  是多麼的重要呢
[00:04:11.800 --> 00:04:13.800]  聖經學者就說
[00:04:13.800 --> 00:04:14.800]  一般來說
[00:04:14.800 --> 00:04:17.800]  一個銀錢就等於一天的工資
[00:04:17.800 --> 00:04:18.800]  一天的工資
[00:04:18.800 --> 00:04:20.800]  一天的工資現在多少錢呢
[00:04:20.800 --> 00:04:22.800]  那你如果算四十塊一個小時
[00:04:22.800 --> 00:04:23.800]  三百二十塊左右
[00:04:23.800 --> 00:04:25.800]  或者五百塊左右
[00:04:25.800 --> 00:04:27.800]  可能大概這樣的工資
[00:04:27.800 --> 00:04:30.800]  也不是很多錢
[00:04:30.800 --> 00:04:32.800]  但是
[00:04:32.800 --> 00:04:34.800]  都是需要找回來的
[00:04:34.800 --> 00:04:37.800]  但是如果對於她只有十天的工資
[00:04:37.800 --> 00:04:38.800]  做一個儲備
[00:04:38.800 --> 00:04:40.800]  就是十個銀子
[00:04:40.800 --> 00:04:43.800]  那掉了十分之一
[00:04:43.800 --> 00:04:44.800]  那她也要找
[00:04:44.800 --> 00:04:46.800]  因為這個是她家裡面
[00:04:46.800 --> 00:04:47.800]  一家大小裡面
[00:04:47.800 --> 00:04:49.800]  這些開支
[00:04:49.800 --> 00:04:51.800]  這些開飯都是靠她了
[00:04:51.800 --> 00:04:54.800]  那個維生都是靠這些金錢
[00:04:54.800 --> 00:04:55.800]  所以你看到
[00:04:55.800 --> 00:04:57.800]  可能這個婦人
[00:04:57.800 --> 00:04:59.800]  家境不是那麼好
[00:04:59.800 --> 00:05:02.800]  所以就掉了一點點的錢
[00:05:02.800 --> 00:05:05.800]  真的著了燈去找回來
[00:05:05.800 --> 00:05:08.800]  不過又看到她找到回來之後
[00:05:08.800 --> 00:05:11.800]  又去可能花錢
[00:05:11.800 --> 00:05:14.800]  招呼隔壁左右慶祝
[00:05:14.800 --> 00:05:16.800]  所以我就看看
[00:05:16.800 --> 00:05:20.800]  我相信不是單單耶穌基督教導我們
[00:05:20.800 --> 00:05:22.800]  這些錢我們要找回來
[00:05:22.800 --> 00:05:24.800]  我們要很小心保管我們的財物
[00:05:24.800 --> 00:05:27.800]  因為很多時候耶穌基督的教導
[00:05:27.800 --> 00:05:29.800]  不會直接指向金錢
[00:05:29.800 --> 00:05:31.800]  或者教我們怎樣去賺錢
[00:05:31.800 --> 00:05:33.800]  教我們怎樣去存錢
[00:05:33.800 --> 00:05:37.800]  雖然用金錢的媒介
[00:05:37.800 --> 00:05:39.800]  是講一些的比喻
[00:05:39.800 --> 00:05:41.800]  但可能有更深沉
[00:05:41.800 --> 00:05:45.800]  更含義在裡面
[00:05:45.800 --> 00:05:46.800]  所以我相信
[00:05:46.800 --> 00:05:50.800]  譬如在耶穌基督在登山補訓那裡講
[00:05:50.800 --> 00:05:52.800]  祂要我們不要為金錢憂慮
[00:05:52.800 --> 00:05:55.800]  不要計這些物質憂慮
[00:05:55.800 --> 00:05:58.800]  我們應該是仰望我們的神
[00:05:58.800 --> 00:06:02.800]  所以我相信是有更加深入的意思在裡面
[00:06:02.800 --> 00:06:04.800]  但是無論如何
[00:06:04.800 --> 00:06:06.800]  我們今天對於金錢
[00:06:06.800 --> 00:06:08.800]  很多人都覺得是很重要的事情
[00:06:08.800 --> 00:06:12.800]  最近看到一個消息
[00:06:12.800 --> 00:06:14.800]  大家都知道
[00:06:14.800 --> 00:06:20.800]  美國最近立法通過了同性婚姻
[00:06:20.800 --> 00:06:24.800]  原來有一個國家的總統
[00:06:24.800 --> 00:06:26.800]  抗拒這個做法
[00:06:26.800 --> 00:06:30.800]  不將同性婚姻成為合法化
[00:06:30.800 --> 00:06:32.800]  就是一個烏干達的總統
[00:06:32.800 --> 00:06:33.800]  非洲一個國家
[00:06:33.800 --> 00:06:34.800]  烏干達的總統
[00:06:34.800 --> 00:06:38.800]  當他這樣決定的時候
[00:06:38.800 --> 00:06:44.800]  就引來了金錢上的損失
[00:06:44.800 --> 00:06:48.800]  因為金錢很多時候都是政治的籌碼
[00:06:48.800 --> 00:06:49.800]  美國政府
[00:06:49.800 --> 00:06:51.800]  奧巴馬總統就說
[00:06:51.800 --> 00:06:57.800]  因為你沒有通過國家同性婚姻的合法
[00:06:57.800 --> 00:07:04.800]  於是就將本來有四億美金的援助撤銷
[00:07:04.800 --> 00:07:07.800]  不給烏干達的國家
[00:07:07.800 --> 00:07:12.800]  這個總統因為這個行動
[00:07:12.800 --> 00:07:15.800]  失去了四億美金
[00:07:15.800 --> 00:07:17.800]  但是他怎樣去回應這件事呢?
[00:07:17.800 --> 00:07:19.800]  他怎樣跟國民交代呢?
[00:07:19.800 --> 00:07:21.800]  這個總統就說了一句話
[00:07:21.800 --> 00:07:24.800]  他說四億美金我們不需要了
[00:07:24.800 --> 00:07:29.800]  他能夠去幫助烏干達的人民的方法
[00:07:29.800 --> 00:07:32.800]  不是來自美國的援助
[00:07:32.800 --> 00:07:37.800]  而是按著神的旨意去生活
[00:07:37.800 --> 00:07:39.800]  你看到這個總統
[00:07:39.800 --> 00:07:42.800]  很有肅靈的動見
[00:07:42.800 --> 00:07:44.800]  他說按著神的旨意去生活
[00:07:44.800 --> 00:07:45.800]  當然了
[00:07:45.800 --> 00:07:47.800]  如果我們認識烏干達這個國家
[00:07:47.800 --> 00:07:49.800]  曾經經過內戰
[00:07:49.800 --> 00:07:53.800]  後來很多的生活上
