
[00:00:00.000 --> 00:00:02.280]  大家喜不喜欢看魔术?
[00:00:02.280 --> 00:00:06.860]  魔术...有些基督教群体很怕那个"魔"字
[00:00:06.860 --> 00:00:09.640]  就是那种幻术
[00:00:09.640 --> 00:00:11.600]  各种不同的表演
[00:00:11.600 --> 00:00:13.380]  其中一样是魔术
[00:00:13.380 --> 00:00:15.920]  我挺喜欢看魔术的,因为我经常在想
[00:00:15.920 --> 00:00:18.880]  为什么大家能够想出一套办法,你明白吗?
[00:00:18.880 --> 00:00:21.100]  假的嘛,让你看得到
[00:00:21.100 --> 00:00:24.000]  啊,是这样的,背后有一些很技术性的东西
[00:00:24.000 --> 00:00:27.480]  有些秘密在那里,当然要遮住
[00:00:27.480 --> 00:00:31.280]  经常在想,一边看就会觉得很厉害之外
[00:00:31.280 --> 00:00:34.320]  脑子里经常在想,怎么能够做到呢?
[00:00:34.320 --> 00:00:36.160]  有什么奥秘在里面呢?
[00:00:36.160 --> 00:00:38.800]  所以至少在里面,我挺喜欢看的
[00:00:38.800 --> 00:00:41.200]  小时候,在我的年代会看什么?
[00:00:41.200 --> 00:00:44.000]  David Copperfield嘛,会看的嘛
[00:00:44.000 --> 00:00:46.560]  这几年呢,他都不知道去了哪里
[00:00:46.560 --> 00:00:48.480]  会看David Blaine嘛
[00:00:48.480 --> 00:00:50.520]  那些"Switch Magic"在街上
[00:00:50.520 --> 00:00:54.520]  当面见到你,就将一杯咖啡变成大饮
[00:00:54.520 --> 00:00:56.520]  大家很想见到他,马上有钱收
[00:00:56.520 --> 00:00:57.680]  就这样变的嘛
[00:00:57.680 --> 00:01:00.520]  有看过什么Chris Angel,什么MyFig
[00:01:00.520 --> 00:01:03.040]  很厉害的,见过,我最记得一次
[00:01:03.040 --> 00:01:05.960]  走在水面的,魔术师在水面上走的
[00:01:05.960 --> 00:01:09.040]  哇,耶稣,不是,那是魔术师而已
[00:01:09.040 --> 00:01:11.720]  我看到那里的时候,我立刻
[00:01:11.720 --> 00:01:15.680]  叫师母,看东西,这个厉害,走在水面的
[00:01:15.680 --> 00:01:17.320]  当时我收到回应就是
[00:01:17.320 --> 00:01:19.080]  "你不要看这个东西,做牧师"
[00:01:19.080 --> 00:01:20.680]  "行邪术的,这些人"
[00:01:20.680 --> 00:01:22.320]  "你这样,你真是"
[00:01:22.320 --> 00:01:25.200]  啊,我心想,不是啊
[00:01:25.200 --> 00:01:29.080]  就是,节目没什么,我看其他都是那些
[00:01:29.080 --> 00:01:31.120]  你明白吗,怎么扔穿玻璃又不烂
[00:01:31.120 --> 00:01:33.640]  就是那些而已,这一次走在这里就行邪术
[00:01:33.640 --> 00:01:36.440]  这么厉害,那我又不敢反驳了
[00:01:36.440 --> 00:01:40.000]  以讹那样坐下
[00:01:40.000 --> 00:01:41.760]  直到,可能大家都知道
[00:01:41.760 --> 00:01:44.360]  近几年有个叫"无面魔术师"
[00:01:44.360 --> 00:01:47.520]  有人看过了,我觉得这个人应该被同行追杀的
[00:01:47.520 --> 00:01:50.400]  拍完一个,一期,两期,三期,四期,不停地拍
[00:01:50.400 --> 00:01:53.520]  就解开了人家那些魔术的奥秘,你明白吗
[00:01:53.520 --> 00:01:55.600]  不停地说,这东西是这样做出来的
[00:01:55.600 --> 00:01:57.400]  终于有一次,我们看到
[00:01:57.400 --> 00:01:58.920]  那个走在水面的那个
[00:01:58.920 --> 00:02:01.200]  原来他的脚是怎么做的
[00:02:01.200 --> 00:02:01.960]  你明白吗
[00:02:01.960 --> 00:02:04.160]  就是,原来是怎么晾着那些透明的凳子
[00:02:04.160 --> 00:02:06.400]  怎么安排到有个人在下面游水游过
[00:02:06.400 --> 00:02:07.880]  让你更加觉得真
[00:02:07.880 --> 00:02:09.920]  我一见到那个人,我第一时间
[00:02:09.920 --> 00:02:11.760]  就冲进睡房拉我老婆出来
[00:02:11.760 --> 00:02:15.080]  "拿,邪术是这样的"
[00:02:15.080 --> 00:02:16.520]  知道原来是这样的时候
[00:02:16.520 --> 00:02:19.040]  你很紧张就告诉别人了嘛,开玩笑
[00:02:19.040 --> 00:02:21.280]  我一直明白的奥秘
[00:02:21.280 --> 00:02:22.840]  终于有人帮我解了
[00:02:22.840 --> 00:02:24.440]  我还不让别人知道
[00:02:24.440 --> 00:02:26.160]  那是很自然的一件事
[00:02:26.160 --> 00:02:27.800]  很自然的一件事
[00:02:27.800 --> 00:02:29.960]  正如刚刚看完《圣经》
[00:02:29.960 --> 00:02:32.080]  《尔弗赛斯三章》一开始
[00:02:32.080 --> 00:02:34.040]  其实保罗都在说一个奥秘
[00:02:34.040 --> 00:02:36.720]  那个是什么奥秘
[00:02:36.720 --> 00:02:38.000]  我也不知道是什么奥秘
[00:02:38.000 --> 00:02:40.040]  看看第六节,他很清楚地说出来了
[00:02:40.040 --> 00:02:41.120]  在第三章第六节的时候
[00:02:41.120 --> 00:02:42.120]  他说这个奥秘是什么
[00:02:42.120 --> 00:02:45.760]  "爱邦人在基督耶稣里,藉着福音得以同为后至"
[00:02:45.760 --> 00:02:46.920]  就是后代的意思
[00:02:46.920 --> 00:02:49.120]  "同为一体,同蒙应许"
[00:02:49.120 --> 00:02:53.360]  真的有什么奇怪的,牧师,我相信耶稣啦,当然有份啦
[00:02:53.360 --> 00:02:56.760]  "爱邦人"在当日,2000年前《圣经》的语言里面
[00:02:56.760 --> 00:03:00.400]  那个时候,那些人本来是以为自己
[00:03:00.400 --> 00:03:01.960]  即是耶和华神呢
[00:03:01.960 --> 00:03:03.160]  只是我们犹太人才是的嘛
[00:03:03.160 --> 00:03:04.960]  爱邦人没有份的嘛
[00:03:04.960 --> 00:03:05.880]  但是
[00:03:05.880 --> 00:03:07.680]  但是
[00:03:07.680 --> 00:03:09.680]  经历了耶稣基督
[00:03:09.680 --> 00:03:11.000]  经历了圣经之后
[00:03:11.000 --> 00:03:13.960]  他们反映这件事,不是哦,原来我们有份的哦
[00:03:13.960 --> 00:03:15.040]  原来我们有份的哦
[00:03:15.040 --> 00:03:17.400]  第五节还说到一件事,在过程里面
[00:03:17.400 --> 00:03:19.880]  他说这个奥秘,在以前的世代没有人知道的
[00:03:19.880 --> 00:03:22.360]  在保罗之前不懂的,在耶稣之前没有人知道的
[00:03:22.360 --> 00:03:28.160]  "将如今,藉着圣灵,启示他的圣使徒和先知一样"
[00:03:28.160 --> 00:03:30.720]  那过程不是因为这里是神教会,所以特别讲圣灵
[00:03:30.720 --> 00:03:31.880]  圣经也是这样讲的嘛
[00:03:31.880 --> 00:03:35.760]  整件事是藉着圣灵,启示给那群使徒和先知的
[00:03:35.760 --> 00:03:37.920]  我们还要问一件事,即是什么事?
[00:03:37.920 --> 00:03:40.720]  如果你们留意,回到《使徒行传》第一章
[00:03:40.720 --> 00:03:43.640]  当耶稣复活,正要升天下,临走
[00:03:43.640 --> 00:03:45.720]  那群门徒问他什么?
[00:03:45.720 --> 00:03:48.000]  "主啊,祢复兴以色列国民的时候吗?"
[00:03:48.000 --> 00:03:50.040]  那耶稣的答案是什么呢?
[00:03:50.040 --> 00:03:51.200]  "你们又答错题了"
[00:03:51.200 --> 00:03:52.320]  "你们又问错问题了"
[00:03:52.320 --> 00:03:55.520]  "不是啊,不是啊"
[00:03:55.520 --> 00:03:58.120]  "我不知道,附定的时间祂才知道的嘛"
[00:03:58.120 --> 00:04:01.000]  "然后告诉你们,你们不要离开耶稣撒冷"
[00:04:01.000 --> 00:04:04.840]  "但圣灵降临在你们身上,就必得着能力的嘛"
[00:04:04.840 --> 00:04:07.520]  于是门徒在那里等,不知道是什么事,很听话
[00:04:07.520 --> 00:04:08.160]  等到什么呢?
[00:04:08.160 --> 00:04:11.040]  在《使徒行传》第二章里面第四节,终于圣灵充满了
[00:04:11.040 --> 00:04:14.360]  于是那群人经历圣灵充满,谎言滚了出来
[00:04:14.360 --> 00:04:16.160]  那些人以为他喝醉了
[00:04:16.160 --> 00:04:18.120]  那跟圣灵有什么关系呢?
[00:04:18.120 --> 00:04:20.000]  圣灵启示了这件事
[00:04:20.000 --> 00:04:23.000]  完了这件事之后,彼得就在众人当中走出来
[00:04:23.000 --> 00:04:25.440]  "这是应验先知若疑的话"
[00:04:25.440 --> 00:04:26.480]  在门后的日子
[00:04:26.480 --> 00:04:29.080]  少年人要见异象,老年人要什么呢?
[00:04:29.080 --> 00:04:30.120]  发疑梦
[00:04:30.120 --> 00:04:31.040]  OK?
[00:04:31.040 --> 00:04:31.960]  接着他就在那里解释
[00:04:31.960 --> 00:04:34.240]  彼得第一次在《使徒行传》讲道
[00:04:34.240 --> 00:04:37.400]  一路就解释整件事,就是解释这一句
[00:04:37.400 --> 00:04:38.880]  就是福音有份
[00:04:38.880 --> 00:04:43.200]  耶稣基督来到请救我们,是什么人都有份的
[00:04:43.200 --> 00:04:47.240]  于是第一次讲道,有三千人得救
[00:04:47.240 --> 00:04:50.080]  保罗就在这个过程里面,讲回这件事
[00:04:50.080 --> 00:04:52.960]  他将这件事,对于他们来说,原来是一个奥秘
[00:04:52.960 --> 00:04:55.720]  他以前是不知道的
[00:04:55.720 --> 00:04:58.760]  不是的,牧师,我从小就在教学校
[00:04:58.760 --> 00:05:01.400]  洗脑式的灌输我
[00:05:01.400 --> 00:05:03.600]  当然在香港,洗脑是很敏感的
[00:05:03.600 --> 00:05:06.120]  有些人都会这么说,天天都在唱
[00:05:06.120 --> 00:05:09.240]  一开始不知道,唱到半路都不想唱
[00:05:09.240 --> 00:05:12.120]  每个星期都有集会,每年都有报道会
[00:05:12.120 --> 00:05:15.880]  你不举手,你散不了场,所以我一定举手出来
[00:05:15.880 --> 00:05:20.040]  有些这样的朋友很坦白地告诉我
[00:05:20.040 --> 00:05:25.600]  真的很悶,奥秘有什么奥秘,我听了一辈子
[00:05:25.600 --> 00:05:29.200]  当然,可能部份的顶尖会说,不是的,你不是在这个环境长大
[00:05:29.200 --> 00:05:32.520]  在另外一些处境,可能有朋友介绍
[00:05:32.520 --> 00:05:34.840]  可能有一天在楼下见到我们切蛋糕
[00:05:34.840 --> 00:05:36.560]  挺过瘾的,这帮人是什么
[00:05:36.560 --> 00:05:38.320]  有一天见到我们在下面唱着曲
[00:05:38.320 --> 00:05:40.320]  有一天见到我们一帮人在玩
[00:05:40.320 --> 00:05:42.120]  百百国家上来看看怎么样
[00:05:42.120 --> 00:05:44.120]  因为这样的缘故,第一次听福音
[00:05:44.120 --> 00:05:46.120]  于是,还相信了耶稣
[00:05:46.120 --> 00:05:47.840]  不论什么缘故
[00:05:47.840 --> 00:05:51.360]  你可能都觉得,这个奥秘都不是第一次听
[00:05:51.360 --> 00:05:55.520]  但我容许先去遷就一下保罗,两千年前的
[00:05:55.520 --> 00:05:56.640]  他想跟你说一件事
[00:05:56.640 --> 00:06:01.040]  这件事本来大家是不接受,不认为,没有想到的
[00:06:01.040 --> 00:06:03.440]  但现在就是这样发生了
[00:06:03.440 --> 00:06:06.440]  这件事是揭示了出来
[00:06:06.440 --> 00:06:09.560]  第三节里面用了一个字叫"启示"
[00:06:09.560 --> 00:06:11.960]  "启示"可能一听到就觉得很重要
