
[00:00:00.000 --> 00:00:02.960]  在前幾次我們也講過
[00:00:02.960 --> 00:00:05.000]  講到這個系列的時候
[00:00:05.000 --> 00:00:08.600]  講到誰肯為我去這個題目的時候
[00:00:08.600 --> 00:00:11.400]  其實講過很多不同的題目
[00:00:11.400 --> 00:00:13.100]  我們有一次講到說
[00:00:13.100 --> 00:00:17.300]  我們有很多的理由不肯為神去做宣教這件事情
[00:00:17.300 --> 00:00:19.100]  有時候是怕我們能力不足
[00:00:19.100 --> 00:00:21.200]  有時候怕我們講話沒有信服力
[00:00:21.200 --> 00:00:23.500]  有時候我們的時間表更是很不一樣
[00:00:23.500 --> 00:00:24.600]  各種的理由
[00:00:24.600 --> 00:00:27.900]  那今天我們看最後的一篇的時候
[00:00:27.900 --> 00:00:33.400]  我們今天會看舊約的一卷書
[00:00:33.400 --> 00:00:35.100]  當然沒有時間看整卷
[00:00:35.100 --> 00:00:39.800]  只是說會圍繞這卷書來講一個的題目
[00:00:39.800 --> 00:00:44.800]  那這卷書就是在舊約有一卷書叫約拿書
[00:00:44.800 --> 00:00:46.400]  那約拿是個先知
[00:00:46.400 --> 00:00:49.900]  那麼in case你不知道先知是什麼的話
[00:00:49.900 --> 00:00:53.800]  就等於是神的代言人或者發言人
[00:00:53.800 --> 00:01:00.400]  那麼現在中國的外交部發言人是誰
[00:01:00.400 --> 00:01:02.000]  好像有一個叫洪磊的
[00:01:02.000 --> 00:01:06.900]  好像有一個女的叫華春瑩
[00:01:06.900 --> 00:01:08.500]  就是每次有事發生
[00:01:08.500 --> 00:01:14.500]  中共中央有話要對外面的世界發表的時候
[00:01:14.500 --> 00:01:16.200]  就是他們兩個是代言的
[00:01:16.200 --> 00:01:18.300]  就出來講話
[00:01:18.300 --> 00:01:22.500]  那麼約拿所謂的先知就像這個角色
[00:01:22.500 --> 00:01:25.300]  他是神有話向他的子民說
[00:01:25.300 --> 00:01:27.400]  就透過他發表出來
[00:01:27.400 --> 00:01:31.800]  這種就是屬於神所猜派的外交部的發言人
[00:01:31.800 --> 00:01:33.400]  就是等於先知
[00:01:33.400 --> 00:01:37.100]  所以今天我們會看一卷先知就叫約拿書
[00:01:37.100 --> 00:01:39.100]  那約拿書很特別是因為
[00:01:39.100 --> 00:01:44.100]  約拿書是先知書裡面最具有故事性的一卷書
[00:01:44.100 --> 00:01:45.100]  他整卷書
[00:01:45.100 --> 00:01:47.000]  比方說如果你看其他的先知書
[00:01:47.000 --> 00:01:49.500]  他大部分的篇幅都在講說
[00:01:49.500 --> 00:01:52.300]  神有什麼信息透過他要講出來
[00:01:52.300 --> 00:01:54.800]  就是整卷書都是一篇新聞稿
[00:01:54.800 --> 00:01:58.300]  就是你現在說洪磊把他的新聞稿給你看出來
[00:01:58.300 --> 00:02:01.700]  現在中共中央要我發表這個信息
[00:02:01.700 --> 00:02:03.000]  但是約拿就不一樣
[00:02:03.000 --> 00:02:05.900]  約拿整卷書裡面
[00:02:05.900 --> 00:02:10.100]  幾乎沒有什麼提到底神要他講什麼
[00:02:10.100 --> 00:02:12.600]  但是約拿卻提很多的篇幅
[00:02:12.600 --> 00:02:17.000]  是說約拿這個人的一個故事一些的經歷
[00:02:17.000 --> 00:02:18.000]  所以這個是很特別
[00:02:18.000 --> 00:02:20.800]  就像美國有一套連戲劇叫做什麼
[00:02:20.800 --> 00:02:22.300]  House of Cards
[00:02:22.300 --> 00:02:26.300]  就是好像中文翻譯成紙牌屋還是什麼的
[00:02:26.300 --> 00:02:30.300]  就是那套連戲劇其實講的是白宮的發言人
[00:02:30.300 --> 00:02:33.800]  可是整套劇講的不是他到底發言講了什麼
[00:02:33.800 --> 00:02:36.300]  他是講這個白宮發言人在
[00:02:36.300 --> 00:02:41.800]  整個白宮共和黨跟什麼民主黨之間的一些的鬥爭
[00:02:41.800 --> 00:02:44.300]  派系鬥爭中的一些的事情
[00:02:44.300 --> 00:02:45.800]  所以約拿也是一樣
[00:02:45.800 --> 00:02:48.300]  雖然他是先知書他是神的代言人
[00:02:48.300 --> 00:02:52.300]  可是整卷書很少講到神到底要你講什麼
[00:02:52.300 --> 00:02:53.800]  沒有多提
[00:02:53.800 --> 00:02:56.800]  倒是提到他生命中一些很特別的經歷
[00:02:56.800 --> 00:02:58.800]  那今天因為時間的關係
[00:02:58.800 --> 00:03:01.800]  我們沒有辦法看完整卷的約拿書
[00:03:01.800 --> 00:03:02.800]  也沒有辦法講完
[00:03:02.800 --> 00:03:05.300]  那我們只會提一個問題
[00:03:05.300 --> 00:03:08.800]  圍繞著故事的一個情節來思考一下
[00:03:08.800 --> 00:03:13.800]  這個問題對我們生命當中能夠有一些什麼的啟發
[00:03:13.800 --> 00:03:16.300]  我們圍繞的一個問題就是
[00:03:16.300 --> 00:03:20.300]  為什麼約拿不肯去尼尼維
[00:03:20.300 --> 00:03:23.800]  整個故事講到神說你不是代言人嗎
[00:03:23.800 --> 00:03:27.300]  我有一篇信息要跟尼尼維城的人說你去
[00:03:27.300 --> 00:03:28.800]  那約拿說打死也不去
[00:03:28.800 --> 00:03:32.800]  那我們就根據這個故事的情節來問一個問題
[00:03:32.800 --> 00:03:35.300]  為什麼約拿不肯去呢
[00:03:35.300 --> 00:03:39.800]  從這個問題當中我們來學習一些功課
[00:03:39.800 --> 00:03:42.300]  第一個原因為什麼他不肯去
[00:03:42.300 --> 00:03:43.800]  是因為民族的排他性
[00:03:43.800 --> 00:03:46.300]  因為很簡單他去的是尼尼維城
[00:03:46.300 --> 00:03:47.800]  他是以色列人
[00:03:47.800 --> 00:03:49.300]  那我們看經文怎麼說
[00:03:49.300 --> 00:03:52.800]  約拿書的一章一到三節那邊是這樣說的
[00:03:52.800 --> 00:03:57.300]  他說有一天上主向亞米泰的兒子約拿說
[00:03:57.300 --> 00:03:59.800]  你往尼尼維那大城去
[00:03:59.800 --> 00:04:02.300]  公開責備那裡的人
[00:04:02.300 --> 00:04:06.300]  因為我注意到他們是多麼的邪惡
[00:04:06.300 --> 00:04:09.300]  但是約拿往相反的方向去
[00:04:09.300 --> 00:04:10.800]  想逃避上主
[00:04:10.800 --> 00:04:16.300]  他到了約伯港找了一條要開往他師去的船
[00:04:16.300 --> 00:04:18.300]  他付了船費上了船
[00:04:18.300 --> 00:04:21.300]  要跟船員們一起到他師去
[00:04:21.300 --> 00:04:26.300]  他想逃到那裡就可以遠離上主了
[00:04:26.300 --> 00:04:29.300]  所以這是故事一開始所講的
[00:04:29.300 --> 00:04:32.300]  就是上主告訴他說去尼尼維
[00:04:32.300 --> 00:04:33.800]  那尼尼維是什麼地方
[00:04:33.800 --> 00:04:41.300]  當初的尼尼維城算是亞述帝國的一個主要的城邦
[00:04:41.300 --> 00:04:44.300]  現在的位置就等於現在的
[00:04:44.300 --> 00:04:47.300]  差不多是伊拉克那個位置
[00:04:47.300 --> 00:04:51.300]  當初的尼尼維城的人是很邪惡的一群人
[00:04:51.300 --> 00:04:53.800]  如果你覺得現在的ISIS
[00:04:53.800 --> 00:04:56.800]  就現在常常上新聞的ISIS
[00:04:56.800 --> 00:04:59.800]  如果你覺得他們的行為已經夠邪惡了
[00:04:59.800 --> 00:05:02.300]  那你如果比較的話
[00:05:02.300 --> 00:05:06.300]  就是比較一下當初亞述帝國尼尼維城的人
[00:05:06.300 --> 00:05:09.300]  那些的邪惡跟現在ISIS相比的話
[00:05:09.300 --> 00:05:13.300]  ISIS算是非常和善的人了解
[00:05:13.300 --> 00:05:16.300]  尼尼維城是出名的非常邪惡的
[00:05:16.300 --> 00:05:17.300]  所以神也看不過眼
[00:05:17.300 --> 00:05:21.300]  說你給我去跟他們講一篇信息
[00:05:21.300 --> 00:05:23.300]  那為什麼約拿不肯去呢
[00:05:23.300 --> 00:05:25.300]  因為約拿很特別
[00:05:25.300 --> 00:05:28.300]  你要知道當時大部分周圍神的代言人
[00:05:28.300 --> 00:05:31.800]  他要發表一篇新聞說我要對外發表信息
[00:05:31.800 --> 00:05:33.300]  通常都是留在國內的
[00:05:33.300 --> 00:05:35.300]  就是留在以色列的境內
[00:05:35.300 --> 00:05:38.300]  要對外發表一些信息
[00:05:38.300 --> 00:05:41.300]  約拿是唯一一個先知神說
[00:05:41.300 --> 00:05:42.300]  你不要留在國內
[00:05:42.300 --> 00:05:45.300]  你去到尼尼維城
[00:05:45.300 --> 00:05:47.300]  對著他們的人說
[00:05:47.300 --> 00:05:48.300]  我有一篇信息給你
[00:05:48.300 --> 00:05:50.300]  而且那篇信息也不是什麼好話
[00:05:50.300 --> 00:05:53.300]  就是像現在那個紅嶺上去講的什麼
[00:05:53.300 --> 00:05:54.300]  對於你們的行為
[00:05:54.300 --> 00:05:57.300]  我們中國怎麼給予嚴厲的指責什麼的
[00:05:57.300 --> 00:05:59.300]  類似這種
[00:05:59.300 --> 00:06:02.300]  他就叫約拿說你現在不要留在國內
[00:06:02.300 --> 00:06:04.300]  你要去到ISIS的總部
[00:06:04.300 --> 00:06:06.300]  對著他們的首領說
[00:06:06.300 --> 00:06:07.300]  對於你們的行為
[00:06:07.300 --> 00:06:09.300]  我實在看不過眼
[00:06:09.300 --> 00:06:11.300]  給予嚴厲的指責
[00:06:11.300 --> 00:06:12.300]  你明白了之後
[00:06:12.300 --> 00:06:14.300]  你就知道為什麼約拿不肯去
[00:06:14.300 --> 00:06:16.300]  因為這確實不是人幹的工作
[00:06:16.300 --> 00:06:18.300]  所以約拿說不去
[00:06:18.300 --> 00:06:19.300]  所以他就逃
[00:06:19.300 --> 00:06:20.300]  他就買了權費逃
[00:06:20.300 --> 00:06:22.300]  買了船票逃了
[00:06:22.300 --> 00:06:23.300]  他就逃往塔斯
[00:06:23.300 --> 00:06:24.300]  塔斯是什麼地方
[00:06:24.300 --> 00:06:27.300]  就是如果以色列的東邊東北邊
[00:06:27.300 --> 00:06:28.300]  是伊拉克的話
[00:06:28.300 --> 00:06:30.300]  塔斯就是現在的西班牙
[00:06:30.300 --> 00:06:31.300]  就最西邊
[00:06:31.300 --> 00:06:32.300]  他就以為我逃到西邊
[00:06:32.300 --> 00:06:34.300]  就躲避神就沒事了
[00:06:34.300 --> 00:06:37.300]  因為他不想要這樣的一份工作
[00:06:37.300 --> 00:06:39.300]  這樣的一個使命跟任務
[00:06:39.300 --> 00:06:41.300]  所以民族有他的排他性
[00:06:41.300 --> 00:06:42.300]  所以這就是為什麼
[00:06:42.300 --> 00:06:45.300]  約拿他打死也不願意去
[00:06:45.300 --> 00:06:47.300]  那就在他不願意去的時候
[00:06:47.300 --> 00:06:49.300]  我們也了解到
[00:06:49.300 --> 00:06:52.300]  這是一個很特別神給當初約拿
[00:06:52.300 --> 00:06:54.300]  透過約拿的第一個信息
[00:06:54.300 --> 00:07:00.300]  就是原來神是希望我們去到那些
[00:07:00.300 --> 00:07:04.300]  我們或許你認為他們很邪惡的人當中
[00:07:04.300 --> 00:07:05.300]  那些有罪人當中
[00:07:05.300 --> 00:07:08.300]  我們是需要去到他們當中的
[00:07:08.300 --> 00:07:11.300]  就是能夠親身來到罪人當中
[00:07:11.300 --> 00:07:13.300]  這件事情是在約拿身上
[00:07:13.300 --> 00:07:15.300]  是神第一次做
[00:07:15.300 --> 00:07:17.300]  這也是為什麼到了新約
[00:07:17.300 --> 00:07:19.300]  神誰都沒有提
[00:07:19.300 --> 00:07:20.300]  只提了約拿
[00:07:20.300 --> 00:07:21.300]  說約拿這個人
[00:07:21.300 --> 00:07:25.300]  他在雲裡面的三天三夜後來復活
[00:07:25.300 --> 00:07:26.300]  就是代表我
[00:07:26.300 --> 00:07:28.300]  就預表了我將要做的事
[00:07:28.300 --> 00:07:31.300]  是因為在約拿身上開了一個
[00:07:31.300 --> 00:07:32.300]  從來沒做過的事情
[00:07:32.300 --> 00:07:36.300]  就是居然有先知離開本國
[00:07:36.300 --> 00:07:39.300]  去到了一群邪惡的人當中
[00:07:39.300 --> 00:07:41.300]  來傳講這個信息
[00:07:41.300 --> 00:07:44.300]  所以為什麼約拿後來是預表主耶穌
[00:07:44.300 --> 00:07:46.300]  這特別點名約拿就是預表我
[00:07:46.300 --> 00:07:50.300]  就是因為主耶穌當初來到世上
[00:07:50.300 --> 00:07:51.300]  來到罪人當中
[00:07:51.300 --> 00:07:53.300]  也是做同樣的事情
[00:07:53.300 --> 00:07:55.300]  但是是約拿不喜歡做的
[00:07:55.300 --> 00:07:56.300]  也不願意做的
[00:07:56.300 --> 00:07:59.300]  但主耶穌透過他也做了
[00:07:59.300 --> 00:08:00.300]  那是第一件事
[00:08:00.300 --> 00:08:01.300]  第二件
[00:08:01.300 --> 00:08:05.300]  因為約拿真的去年離離為成
[00:08:05.300 --> 00:08:06.300]  開始了一個
[00:08:06.300 --> 00:08:08.300]  以前從來沒有做過的事情
[00:08:08.300 --> 00:08:11.300]  就是本國的外交部發言人
[00:08:11.300 --> 00:08:14.300]  居然去到別國的地方發表信息
[00:08:14.300 --> 00:08:16.300]  同時因為這件事情
[00:08:16.300 --> 00:08:18.300]  神打破了一個
[00:08:18.300 --> 00:08:21.300]  他們從來都不肯做的事
[00:08:21.300 --> 00:08:25.300]  他們兩個民族是打死不相往來
[00:08:25.300 --> 00:08:26.300]  他們是敵國
[00:08:26.300 --> 00:08:27.300]  不是友善的城邦
[00:08:27.300 --> 00:08:29.300]  他們是敵國
[00:08:29.300 --> 00:08:32.300]  其實在約拿書寫完了之後
[00:08:32.300 --> 00:08:35.300]  大概過了30到50年左右
[00:08:35.300 --> 00:08:38.300]  到了公元的722年
[00:08:38.300 --> 00:08:41.300]  亞述帝國就大軍南下
[00:08:41.300 --> 00:08:43.300]  就攻陷了以色列
[00:08:43.300 --> 00:08:44.300]  就被擄了
[00:08:44.300 --> 00:08:45.300]  他們就被擄了
[00:08:45.300 --> 00:08:48.300]  所以他們就失去了他們的家園
[00:08:48.300 --> 00:08:52.300]  所以當約拿去到尼尼為城
[00:08:52.300 --> 00:08:54.300]  宣講神的信息的時候
[00:08:54.300 --> 00:08:56.300]  其實神是透過這個
[00:08:56.300 --> 00:08:58.300]  反而救了他們一命
[00:08:58.300 --> 00:09:00.300]  因為這個信息到了尼尼為
[00:09:00.300 --> 00:09:02.300]  尼尼為城的人就悔改
[00:09:02.300 --> 00:09:03.300]  悔改了之後
[00:09:03.300 --> 00:09:05.300]  他們就接受了這個信仰
[00:09:05.300 --> 00:09:08.300]  接下來當亞述帝國再來的時候
[00:09:08.300 --> 00:09:09.300]  在攻陷他們的時候
[00:09:09.300 --> 00:09:13.300]  他們很多的人其實是被擄到了尼尼為
[00:09:13.300 --> 00:09:15.300]  如果當初的人沒有悔改
[00:09:15.300 --> 00:09:17.300]  像以往那樣邪惡的話
[00:09:17.300 --> 00:09:19.300]  他們去到尼尼為
[00:09:19.300 --> 00:09:21.300]  災難就臨到
[00:09:21.300 --> 00:09:23.300]  可是因為他們已經悔改了
[00:09:23.300 --> 00:09:26.300]  所以當整個帝國發展吞併了他們的時候
[00:09:26.300 --> 00:09:27.300]  他們去到尼尼為
[00:09:27.300 --> 00:09:30.300]  他們沒有交受到很慘很慘的待遇
