
[00:00:00.000 --> 00:00:02.000]  各位早神
[00:00:02.000 --> 00:00:07.000]  我已經忘記多久沒有在祖宗堂跟大家分享神的話語
[00:00:07.000 --> 00:00:10.000]  能在此同心服事也是上主的恩典
[00:00:10.000 --> 00:00:12.000]  我們同心禱告
[00:00:12.000 --> 00:00:15.000]  差系上主
[00:00:15.000 --> 00:00:17.000]  我們謙卑來到祢的根前
[00:00:17.000 --> 00:00:19.000]  恭敬的仰望祢
[00:00:19.000 --> 00:00:21.000]  感謝祢賜下寶貴的話語
[00:00:21.000 --> 00:00:23.000]  作為我們生命的指引
[00:00:23.000 --> 00:00:26.000]  感謝祢賜下寶貴的聖靈
[00:00:26.000 --> 00:00:28.000]  引導我們進入真理
[00:00:29.000 --> 00:00:33.000]  求上主祢的話語帶著能力改變我們的生命
[00:00:33.000 --> 00:00:35.000]  求聖靈親自向每一個人說話
[00:00:35.000 --> 00:00:39.000]  以致無論說的聽的一同蒙福
[00:00:39.000 --> 00:00:41.000]  諧之謙卑降服在上主的根前
[00:00:41.000 --> 00:00:43.000]  求主祢使用
[00:00:43.000 --> 00:00:45.000]  聽我們禱告
[00:00:45.000 --> 00:00:47.000]  奉靠我的救主耶穌基督
[00:00:47.000 --> 00:00:49.000]  寶貴的聖名去求
[00:00:49.000 --> 00:00:51.000]  阿們
[00:00:51.000 --> 00:00:55.000]  各位都經歷過林林總總
[00:00:55.000 --> 00:00:59.000]  有些不同的售貨員的銷售態度不一樣
[00:00:59.000 --> 00:01:01.000]  有些站著不說話
[00:01:01.000 --> 00:01:03.000]  我也挺喜歡那些
[00:01:03.000 --> 00:01:05.000]  有些拿著一張單張
[00:01:05.000 --> 00:01:07.000]  介紹產品的資料
[00:01:07.000 --> 00:01:09.000]  讀給你聽
[00:01:09.000 --> 00:01:11.000]  有些其實自己也不太知道產品是怎樣的
[00:01:11.000 --> 00:01:15.000]  你猜到他們是亂說的
[00:01:15.000 --> 00:01:19.000]  最近他在一間店舖想買一些健康的食品
[00:01:19.000 --> 00:01:21.000]  於是問店的售貨員
[00:01:21.000 --> 00:01:23.000]  他指給我看
[00:01:23.000 --> 00:01:25.000]  簡單介紹了一下
[00:01:25.000 --> 00:01:27.000]  他就離開讓我自己選擇
[00:01:27.000 --> 00:01:29.000]  我自己看了一段時間
[00:01:29.000 --> 00:01:31.000]  背後的說明
[00:01:31.000 --> 00:01:33.000]  就選了一罐
[00:01:33.000 --> 00:01:35.000]  正打算付錢買的時候
[00:01:35.000 --> 00:01:39.000]  有一位很有熱誠的售貨員
[00:01:39.000 --> 00:01:41.000]  走來跟我說
[00:01:41.000 --> 00:01:43.000]  小姐
[00:01:43.000 --> 00:01:45.000]  你想買這一罐嗎
[00:01:45.000 --> 00:01:47.000]  我吃過這一罐
[00:01:47.000 --> 00:01:49.000]  不太好
[00:01:49.000 --> 00:01:51.000]  我介紹給你
[00:01:51.000 --> 00:01:53.000]  他自己就走去
[00:01:53.000 --> 00:01:55.000]  拿他的牌子
[00:01:55.000 --> 00:01:57.000]  我吃過這個牌子
[00:01:57.000 --> 00:01:59.000]  好多了
[00:01:59.000 --> 00:02:01.000]  你不如試這個牌子
[00:02:01.000 --> 00:02:03.000]  他不是專櫃的專有人員
[00:02:03.000 --> 00:02:05.000]  是一個普通的售貨員
[00:02:05.000 --> 00:02:07.000]  他說得這麼好
[00:02:07.000 --> 00:02:09.000]  我就聽他的話
[00:02:09.000 --> 00:02:11.000]  買了他說的產品
[00:02:11.000 --> 00:02:13.000]  去試一下
[00:02:13.000 --> 00:02:17.000]  其實售貨員在推銷一件貨品
[00:02:17.000 --> 00:02:19.000]  其實也是為這件事做一個見證
[00:02:19.000 --> 00:02:23.000]  他只是拿著一張單張跟你說
[00:02:23.000 --> 00:02:27.000]  只是一個很敘述資料的心態
[00:02:27.000 --> 00:02:29.000]  去做一個旁觀者
[00:02:29.000 --> 00:02:31.000]  但我與那位售貨員不一樣
[00:02:31.000 --> 00:02:33.000]  他是一個過來人
[00:02:33.000 --> 00:02:35.000]  他用一個過來人的身份
[00:02:35.000 --> 00:02:37.000]  去分享他的親身經歷
[00:02:37.000 --> 00:02:39.000]  在努力說服我這個聆聽者
[00:02:39.000 --> 00:02:41.000]  相信他所說的內容
[00:02:41.000 --> 00:02:43.000]  是真確的
[00:02:43.000 --> 00:02:45.000]  我試用了之後
[00:02:45.000 --> 00:02:47.000]  都中規中矩
[00:02:47.000 --> 00:02:49.000]  作為一個基督徒
[00:02:49.000 --> 00:02:51.000]  無論我們是有心的
[00:02:51.000 --> 00:02:53.000]  我們刻意或不自覺也好
[00:02:53.000 --> 00:02:55.000]  我們的生命
[00:02:55.000 --> 00:02:57.000]  無時無刻都在見證我們的信仰
[00:02:57.000 --> 00:02:59.000]  問題是好還是不好
[00:02:59.000 --> 00:03:01.000]  你猜其他人
[00:03:01.000 --> 00:03:03.000]  看著你
[00:03:03.000 --> 00:03:05.000]  猜不猜得到你是基督徒
[00:03:05.000 --> 00:03:09.000]  你猜其他人
[00:03:09.000 --> 00:03:11.000]  如何去評價你這位見證人
[00:03:11.000 --> 00:03:13.000]  究竟弟兄姊妹
[00:03:13.000 --> 00:03:15.000]  家人
[00:03:15.000 --> 00:03:17.000]  同事
[00:03:17.000 --> 00:03:19.000]  朋友
[00:03:19.000 --> 00:03:21.000]  給你的評價會不會差不多
[00:03:21.000 --> 00:03:23.000]  還是南轅北轍
[00:03:23.000 --> 00:03:25.000]  更重要的是
[00:03:25.000 --> 00:03:27.000]  究竟神如何看待你
[00:03:27.000 --> 00:03:29.000]  上午九個月
[00:03:29.000 --> 00:03:31.000]  就是聖誕節
[00:03:31.000 --> 00:03:33.000]  我們教會的年齡叫張臨奇
[00:03:33.000 --> 00:03:35.000]  我們會查考
[00:03:35.000 --> 00:03:37.000]  耶穌即將來臨
[00:03:37.000 --> 00:03:39.000]  做開路先鋒的施洗約翰
[00:03:39.000 --> 00:03:41.000]  去學習如何做一個
[00:03:41.000 --> 00:03:43.000]  稱職的耶穌的見證人
[00:03:43.000 --> 00:03:45.000]  我們一直在看
[00:03:45.000 --> 00:03:47.000]  約翰的福音
[00:03:47.000 --> 00:03:49.000]  我們繼續看下去
[00:03:49.000 --> 00:03:51.000]  上兩個星期我們看了
[00:03:51.000 --> 00:03:53.000]  聚賢第一章的一至十八節
[00:03:53.000 --> 00:03:55.000]  其實在聚賢的六至八節
[00:03:55.000 --> 00:03:57.000]  已經提及過約翰這個人
[00:03:57.000 --> 00:03:59.000]  我們簡單重溫一下
[00:03:59.000 --> 00:04:01.000]  第一章的六至八節
[00:04:01.000 --> 00:04:03.000]  有一個人從神那裡猜來的
[00:04:03.000 --> 00:04:05.000]  叫做約翰
[00:04:05.000 --> 00:04:07.000]  這個人來是為做見證
[00:04:07.000 --> 00:04:09.000]  是為那個光做見證
[00:04:09.000 --> 00:04:11.000]  要使眾人藉著他而信
[00:04:11.000 --> 00:04:13.000]  是為那個光做見證
[00:04:13.000 --> 00:04:15.000]  在聚賢我們已經看到
[00:04:15.000 --> 00:04:17.000]  約翰的權柄
[00:04:17.000 --> 00:04:19.000]  是從神而來的
[00:04:19.000 --> 00:04:21.000]  約翰的角色為那個光做見證
[00:04:21.000 --> 00:04:23.000]  約翰的身份
