
[00:00:00.000 --> 00:00:01.760]  希伯學書作者提醒我們
[00:00:01.760 --> 00:00:06.600]  他說耶穌基督的啟示是超越舊約眾先知的啟示
[00:00:06.600 --> 00:00:08.000]  因為舊約的先知
[00:00:08.000 --> 00:00:10.600]  他們的啟示都是部分的啟示
[00:00:10.600 --> 00:00:13.280]  而耶穌基督的啟示是一個全面的啟示
[00:00:13.280 --> 00:00:16.000]  由創世一直去到新天新地
[00:00:16.000 --> 00:00:17.840]  耶穌基督超越天使
[00:00:17.840 --> 00:00:21.760]  縱然天使是我們好像很特別的一個群體
[00:00:21.760 --> 00:00:23.640]  但是在耶穌基督的眼中
[00:00:23.640 --> 00:00:26.480]  他說天使都是服役的靈
[00:00:26.480 --> 00:00:30.440]  甚至天使是會接受耶穌基督的差派
[00:00:30.440 --> 00:00:33.840]  來服侍將來會得著救恩的人
[00:00:33.840 --> 00:00:35.840]  包括你和包括我
[00:00:35.840 --> 00:00:38.840]  換言之天使都是一個服役的靈
[00:00:38.840 --> 00:00:40.800]  也是在服侍我們
[00:00:40.800 --> 00:00:43.640]  同樣耶穌基督是超越摩西
[00:00:43.640 --> 00:00:48.560]  摩西是以色列百姓當中一個很尊重的人物
[00:00:48.560 --> 00:00:50.800]  但是耶穌基督是超越摩西
[00:00:50.800 --> 00:00:54.160]  而同樣耶穌基督是超越約書亞
[00:00:54.160 --> 00:00:56.840]  因為約書亞並沒有帶領以色列百姓
[00:00:56.840 --> 00:00:59.760]  真正去享受到一個真正的安頓
[00:00:59.760 --> 00:01:01.160]  而耶穌基督的裏邊
[00:01:01.160 --> 00:01:04.680]  我們可以安息在耶穌基督的懷抱當中
[00:01:04.680 --> 00:01:07.160]  所以當我們能夠在耶穌基督的裏邊的時候
[00:01:07.160 --> 00:01:10.720]  我們是能夠這個社會仍然是同一個社會
[00:01:10.720 --> 00:01:12.960]  因著我們的心境改變
[00:01:12.960 --> 00:01:14.640]  看回同一個社會的時候
[00:01:14.640 --> 00:01:16.960]  可能我們有不同的角度
[00:01:16.960 --> 00:01:18.680]  不同的感受
[00:01:18.680 --> 00:01:21.000]  不同的看法對這個社會
[00:01:21.000 --> 00:01:22.360]  我特別昨天
[00:01:22.360 --> 00:01:25.120]  前天我有機會去探望一個病人
[00:01:25.120 --> 00:01:27.840]  一個可能在人的眼中
[00:01:27.840 --> 00:01:31.440]  醫生說已經是不能夠去救的一個病人
[00:01:31.440 --> 00:01:33.440]  當天我去到他的身邊
[00:01:33.440 --> 00:01:35.040]  看到他很開心
[00:01:35.040 --> 00:01:37.280]  我和他一起有聖餐的時間
[00:01:37.280 --> 00:01:39.200]  看到上帝給一個病人
[00:01:39.200 --> 00:01:42.200]  仍然是珍惜每一次的聖餐
[00:01:42.200 --> 00:01:45.480]  讓我看到原來耶穌基督各種的恩典
[00:01:45.480 --> 00:01:46.480]  各種的愛
[00:01:46.480 --> 00:01:49.080]  在耶穌基督的裏邊那種的安寧
[00:01:49.080 --> 00:01:52.200]  是我自己真的很感恩
[00:01:52.200 --> 00:01:53.080]  所以弟兄姊妹
[00:01:53.080 --> 00:01:58.320]  耶穌基督也是超越約書亞所給我們的安息
[00:01:58.320 --> 00:02:00.840]  當然今天去到第四章的時候
[00:02:00.840 --> 00:02:03.720]  這個作者一直由四章十四節
[00:02:03.720 --> 00:02:05.040]  去到第十章裏邊
[00:02:05.040 --> 00:02:09.040]  他就開始去講一個大祭司的積分
[00:02:09.040 --> 00:02:11.880]  當然當這個作者去講
[00:02:11.880 --> 00:02:14.240]  耶穌基督是大祭司的支仙
[00:02:14.240 --> 00:02:16.280]  其實在第二章第三章
[00:02:16.280 --> 00:02:18.720]  他已經部署著這個觀點
[00:02:18.720 --> 00:02:20.640]  我們讀一讀第二章的十七節
[00:02:20.640 --> 00:02:22.120]  和第三章的第一節
[00:02:22.120 --> 00:02:23.520]  我已經講過這個聖經
[00:02:23.520 --> 00:02:24.560]  不過我們再讀一讀
[00:02:24.560 --> 00:02:25.760]  準備一二三
[00:02:25.760 --> 00:02:29.600]  「所以他凡是各與他的弟兄相同
[00:02:29.600 --> 00:02:31.800]  為要在神的事上
[00:02:31.800 --> 00:02:35.320]  成為慈悲忠信的大祭司
[00:02:35.320 --> 00:02:38.760]  為百姓的罪獻上挽回祭
[00:02:38.760 --> 00:02:41.560]  同蒙天恩的聖潔弟兄下
[00:02:41.560 --> 00:02:44.600]  你們應當思想我們所認為
[00:02:44.600 --> 00:02:47.760]  是者為大祭司的耶穌」
[00:02:47.760 --> 00:02:49.800]  這個作者已經講了
[00:02:49.800 --> 00:02:52.400]  耶穌基督就是一個大祭司
[00:02:52.400 --> 00:02:53.920]  祂不單止是一個大祭司
[00:02:53.920 --> 00:02:57.600]  也是一個慈悲忠信的大祭司
[00:02:57.600 --> 00:02:59.880]  而今日我的題目特別是強調
[00:02:59.880 --> 00:03:03.200]  耶穌基督是一個慈悲的大祭司
[00:03:03.200 --> 00:03:05.400]  祭司我們很熟的
[00:03:05.400 --> 00:03:06.360]  我經常都聽的
[00:03:06.360 --> 00:03:07.680]  如果我們讀聖經的時候
[00:03:07.680 --> 00:03:11.320]  我們很多時候都會看到這個祭司的積分
[00:03:11.320 --> 00:03:12.680]  在整個舊約那邊
[00:03:12.680 --> 00:03:16.600]  出現過超過七百多次這個祭司的名稱
[00:03:16.600 --> 00:03:18.200]  當我們看回舊約的時候
[00:03:18.200 --> 00:03:20.160]  我自己覺得在舊約那邊
[00:03:20.160 --> 00:03:22.600]  有一段很重要的經文
[00:03:22.600 --> 00:03:23.960]  關於祭司的
[00:03:23.960 --> 00:03:26.720]  很多時候是我自己都曾經忽略過的
[00:03:26.720 --> 00:03:27.720]  這三節聖經
[00:03:27.720 --> 00:03:30.160]  就在《春亞及記》第十九章
[00:03:30.160 --> 00:03:31.680]  由第四節到第六節
[00:03:31.680 --> 00:03:32.360]  因為時間問題
[00:03:32.360 --> 00:03:35.200]  我只抽一些來讀讀
[00:03:35.200 --> 00:03:35.880]  這裡說
[00:03:35.880 --> 00:03:38.280]  「我向埃及人所行的事
[00:03:38.280 --> 00:03:39.920]  你們都看見了
[00:03:39.920 --> 00:03:43.120]  要在萬民中作屬我的子民
[00:03:43.120 --> 00:03:46.240]  你們要歸我作祭司的國度
[00:03:46.240 --> 00:03:47.960]  為聖潔的國民
[00:03:47.960 --> 00:03:51.920]  也就是說你要告訴以色列人」
[00:03:51.920 --> 00:03:54.800]  就是說神在還沒有頒布十誡
[00:03:54.800 --> 00:03:56.920]  還沒有開始做會末之先
[00:03:56.920 --> 00:03:58.560]  當這班以色列百姓
[00:03:58.560 --> 00:04:01.240]  在西那山的面前的時候
[00:04:01.240 --> 00:04:02.840]  神對摩西說
[00:04:02.840 --> 00:04:04.640]  祂要跟這班百姓說
[00:04:04.640 --> 00:04:06.080]  跟這班以色列百姓說
[00:04:06.080 --> 00:04:07.480]  祂說他們這班人
[00:04:07.480 --> 00:04:08.520]  這個民族
[00:04:08.520 --> 00:04:11.600]  是成為了我祭司的國度
[00:04:11.600 --> 00:04:14.160]  歸入到神的祭司的國度
[00:04:14.160 --> 00:04:16.440]  為聖潔的國民
[00:04:16.440 --> 00:04:18.400]  如果我們仔細看回這三封聖經
[00:04:18.400 --> 00:04:19.880]  我們看到神的心意
[00:04:19.880 --> 00:04:21.160]  耶和華神的心意
[00:04:21.160 --> 00:04:23.560]  祂是很想以色列百姓
[00:04:23.560 --> 00:04:24.600]  這個群體
[00:04:24.600 --> 00:04:25.640]  這個民族
[00:04:25.640 --> 00:04:30.120]  都成為了祭司的國度裏面的一份子
[00:04:30.120 --> 00:04:32.960]  而同樣成為聖潔的國民
[00:04:32.960 --> 00:04:36.360]  所以當我們看回彼得前書第二章第九節的時候
[00:04:36.360 --> 00:04:39.920]  原來彼得同樣是說舊約這個觀點
[00:04:39.920 --> 00:04:40.760]  那裏說
[00:04:40.760 --> 00:04:43.520]  「唯有你們是被揀選的族類
[00:04:43.520 --> 00:04:45.960]  是有君尊的祭司
[00:04:45.960 --> 00:04:47.400]  是聖潔的國度
[00:04:47.400 --> 00:04:49.200]  是屬神的子民
[00:04:49.200 --> 00:04:50.800]  要叫你們宣揚
[00:04:50.800 --> 00:04:52.680]  那叫你們出黑暗
[00:04:52.680 --> 00:04:55.840]  入奇妙光明者的美德」
[00:04:55.840 --> 00:04:57.240]  所以換言之
[00:04:57.240 --> 00:04:59.440]  彼得並不是創新
[00:04:59.440 --> 00:05:00.640]  彼得並不是說
[00:05:00.640 --> 00:05:01.600]  今天去到新約
[00:05:01.600 --> 00:05:03.320]  我們信徒加祭司
[00:05:03.320 --> 00:05:04.440]  其實在舊約
[00:05:04.440 --> 00:05:06.320]  上帝的心意
[00:05:06.320 --> 00:05:08.640]  祂很渴望以色列百姓
[00:05:08.640 --> 00:05:12.280]  這個民族成為了一個祭司的民族
[00:05:12.280 --> 00:05:13.280]  所以弟兄姊妹
[00:05:13.280 --> 00:05:15.000]  今天我們作為信徒
[00:05:15.000 --> 00:05:16.320]  彼得說得很清楚
[00:05:16.320 --> 00:05:18.120]  信徒都是祭司
[00:05:18.120 --> 00:05:20.680]  所以今天如果你喜歡不喜歡也好
[00:05:20.680 --> 00:05:22.080]  如果你看看隔壁那個人
[00:05:22.080 --> 00:05:23.280]  如果他是基督徒的話
[00:05:23.280 --> 00:05:24.200]  你跟他說一聲
[00:05:24.200 --> 00:05:25.880]  其實你是祭司來的
[00:05:25.880 --> 00:05:27.040]  你是祭司來的
[00:05:27.040 --> 00:05:28.160]  即是你喜歡不喜歡
[00:05:28.160 --> 00:05:29.480]  你都是一個祭司
[00:05:29.480 --> 00:05:30.960]  信徒加祭司
[00:05:30.960 --> 00:05:32.360]  但是如果看回聖經
[00:05:32.360 --> 00:05:35.600]  祭司在舊約的希伯來文的意思是什麼呢?
[00:05:35.600 --> 00:05:38.120]  其實舊約的希伯來文的意思很簡單
[00:05:38.120 --> 00:05:39.760]  就是一個中間人
[00:05:39.760 --> 00:05:41.520]  祭司就是一個中間人
[00:05:41.520 --> 00:05:44.480]  所以舊約是帶出了一個祭司的積分
[00:05:44.480 --> 00:05:46.040]  就是作為一個中間人
[00:05:46.040 --> 00:05:48.960]  上帝的心意很希望以色列民族
[00:05:48.960 --> 00:05:50.760]  成為一個中間人的民族
[00:05:50.760 --> 00:05:54.680]  可以將外邦人和上帝的關係串連
[00:05:54.680 --> 00:05:56.760]  而同樣去到新約時代
[00:05:56.760 --> 00:05:59.200]  彼得一樣跟我們說
[00:05:59.200 --> 00:06:02.000]  他們要宣揚那召你們出黑暗
[00:06:02.000 --> 00:06:04.640]  入奇妙光明者的美德
[00:06:04.640 --> 00:06:08.200]  今天我們作為一個祭司的身份
[00:06:08.200 --> 00:06:09.720]  我們作為一個中間人
[00:06:09.720 --> 00:06:11.800]  我們要宣揚上帝
[00:06:11.800 --> 00:06:16.400]  要我們宣揚出黑暗入光明的一個訊息
