
[00:00:00.000 --> 00:00:03.040]  提醒姊妹平安
[00:00:03.040 --> 00:00:06.400]  七個月的文掃記講壇
[00:00:06.400 --> 00:00:09.220]  現在來到最後一講
[00:00:09.220 --> 00:00:11.520]  上一次當我問大家
[00:00:11.520 --> 00:00:14.480]  不知道在這本書裏面
[00:00:14.480 --> 00:00:17.920]  你有什麼得著
[00:00:17.920 --> 00:00:20.480]  真的有姊妹回應
[00:00:20.480 --> 00:00:23.800]  她說她的得著就是
[00:00:23.800 --> 00:00:27.640]  要學習怎樣去信靠神
[00:00:27.640 --> 00:00:31.480]  在生命當中除去不信
[00:00:31.480 --> 00:00:34.800]  也要聽神的話
[00:00:34.800 --> 00:00:40.180]  並且在生命當中要活出來
[00:00:40.180 --> 00:00:43.760]  我相信不同的人
[00:00:43.760 --> 00:00:47.100]  在這本書裏面有不同的得著
[00:00:47.100 --> 00:00:50.420]  這個是很自然的
[00:00:50.420 --> 00:00:55.040]  記得當我講文掃記的第一講
[00:00:55.040 --> 00:00:56.820]  蓋藍的時候
[00:00:56.820 --> 00:01:01.680]  我說文掃記所記載的事情
[00:01:01.680 --> 00:01:06.540]  主要發生在三個地方
[00:01:06.540 --> 00:01:08.860]  第一是在西乃
[00:01:08.860 --> 00:01:11.420]  第二是在迦底斯
[00:01:11.420 --> 00:01:16.280]  第三是在摩亞
[00:01:16.280 --> 00:01:17.820]  有人說
[00:01:17.820 --> 00:01:20.880]  西乃是倚靠之地
[00:01:20.880 --> 00:01:26.760]  是以色列人被鍛鍊怎樣去倚靠神
[00:01:26.760 --> 00:01:29.320]  我們今天都要思想一下
[00:01:29.320 --> 00:01:33.940]  我們倚靠的是誰呢
[00:01:33.940 --> 00:01:40.080]  也有人說迦底斯就是一個缺擇之地
[00:01:40.080 --> 00:01:42.140]  以色列人要在那裏
[00:01:42.140 --> 00:01:45.720]  決定他們相信誰
[00:01:45.720 --> 00:01:50.580]  決定他們是跟誰的話而行
[00:01:50.580 --> 00:01:55.180]  我們今天也是一樣要做一個決擇
[00:01:55.180 --> 00:02:00.300]  我們選擇相信誰呢
[00:02:00.300 --> 00:02:02.360]  摩亞之地
[00:02:02.360 --> 00:02:05.940]  有人叫它命運之地
[00:02:05.940 --> 00:02:09.260]  就是因著我們所做的決擇
[00:02:09.260 --> 00:02:15.920]  我們就要去承受那個結果
[00:02:15.920 --> 00:02:20.540]  我們就要接受因著我們做的決擇
[00:02:20.540 --> 00:02:24.120]  帶來的命運
[00:02:24.120 --> 00:02:28.740]  今天我會從另外一個角度來總結
[00:02:28.740 --> 00:02:33.860]  是從一個生命成長的歷程來講
[00:02:33.860 --> 00:02:37.440]  以色列人這一段的歷史
[00:02:37.440 --> 00:02:40.760]  再及在曠野和入迦南
[00:02:40.760 --> 00:02:44.100]  的確是有很多的事情
[00:02:44.100 --> 00:02:51.260]  是成為今天我們的提醒和尷尬
[00:02:51.260 --> 00:02:56.380]  再及通常都會被描述為得著拯救
[00:02:56.380 --> 00:03:02.280]  脫離罪的困所
[00:03:02.280 --> 00:03:06.380]  而在曠野
[00:03:06.380 --> 00:03:09.440]  就可以代表信了耶穌之後
[00:03:09.440 --> 00:03:12.260]  仍然是有很多的懷疑
[00:03:12.260 --> 00:03:17.380]  在信仰的路上兜兜轉轉
[00:03:17.380 --> 00:03:21.480]  入迦南可以代表
[00:03:21.480 --> 00:03:26.080]  得著上帝所賜的英許和福分
[00:03:26.080 --> 00:03:30.180]  是為主打美好的仗
[00:03:30.180 --> 00:03:33.760]  我不知道在你的信仰歷程當中
[00:03:33.760 --> 00:03:38.120]  你現在正在哪一個階段
[00:03:38.120 --> 00:03:42.980]  在曠野又是不是每一個基督徒
[00:03:42.980 --> 00:03:45.280]  在他的成長路當中
[00:03:45.280 --> 00:03:48.360]  是必經之路了
[00:03:48.360 --> 00:03:53.740]  讓我們再一次低頭禱告
[00:03:53.740 --> 00:03:55.780]  親愛的天父我們求你
[00:03:55.780 --> 00:03:59.880]  在這一刻你保守我們的心
[00:03:59.880 --> 00:04:02.440]  因為當你保守我們的心
[00:04:02.440 --> 00:04:05.260]  就是勝過保守一切
[00:04:05.260 --> 00:04:07.560]  當你保守我們的心
[00:04:07.560 --> 00:04:11.400]  是帶領我們進入真理當中
[00:04:11.400 --> 00:04:16.520]  也都讓我們有力量去活出真理
[00:04:16.520 --> 00:04:18.060]  求著你幫助
[00:04:18.060 --> 00:04:19.340]  聽我們的祈禱
[00:04:19.340 --> 00:04:21.640]  奉耶穌基督的聖名祈求
[00:04:21.640 --> 00:04:23.940]  阿門
[00:04:23.940 --> 00:04:28.040]  在《出海及記》的三章八節那裏
[00:04:28.040 --> 00:04:29.060]  就是這樣說
[00:04:29.060 --> 00:04:31.620]  請大家一起讀出
[00:04:31.620 --> 00:04:36.740]  我下來是要救他們脫離埃及人的手
[00:04:36.740 --> 00:04:39.300]  領他們出了那地
[00:04:39.300 --> 00:04:44.160]  到美好、寬闊、流乃與物之地
[00:04:44.160 --> 00:04:46.980]  對當時的以色列人來說
[00:04:46.980 --> 00:04:49.540]  入迦南這個英許是很清晰的
[00:04:49.540 --> 00:04:53.380]  因為他們真的進入迦南這個地方
[00:04:53.380 --> 00:04:55.680]  真的得著那裡的地
[00:04:55.680 --> 00:04:58.500]  成為他們的基業
[00:04:58.500 --> 00:05:00.040]  我想問一下
[00:05:00.040 --> 00:05:02.860]  對今天的基督徒來說
[00:05:02.860 --> 00:05:05.660]  入迦南這個英許
[00:05:05.660 --> 00:05:09.500]  又有什麼意義呢?
[00:05:09.500 --> 00:05:11.040]  有人認為
[00:05:11.040 --> 00:05:16.920]  流乃與物是代表上帝的供應
[00:05:16.920 --> 00:05:19.220]  也都有人以為
[00:05:19.220 --> 00:05:21.540]  或者認為
[00:05:21.540 --> 00:05:26.400]  入迦南這個英許是意欲著
[00:05:26.400 --> 00:05:31.000]  得著各種屬靈的福分
[00:05:31.000 --> 00:05:35.620]  就好像保羅他在《已不鎖書》的一章三節那裏
[00:05:35.620 --> 00:05:36.380]  他這樣說
[00:05:36.380 --> 00:05:40.220]  願頌贊歸於我們主耶穌基督的父神
[00:05:40.220 --> 00:05:46.620]  他在基督裡曾賜給我們天上各樣屬靈的福氣
[00:05:46.620 --> 00:05:48.680]  如果我們繼續看下去
[00:05:48.680 --> 00:05:50.720]  保羅就
[00:05:50.720 --> 00:05:52.520]  一路列出
[00:05:52.520 --> 00:05:56.100]  多種的屬靈的福氣
[00:05:56.100 --> 00:05:58.140]  得著兒子的名分
[00:05:58.140 --> 00:05:59.940]  蒙救贖
[00:05:59.940 --> 00:06:04.800]  得基業、受聖靈的印記
[00:06:04.800 --> 00:06:08.120]  照明心裡面的眼睛
[00:06:08.120 --> 00:06:10.180]  得著智慧等等
[00:06:10.180 --> 00:06:13.760]  這些屬靈的福氣
[00:06:13.760 --> 00:06:16.320]  而在基督裡
[00:06:16.320 --> 00:06:19.140]  這個詞語
[00:06:19.140 --> 00:06:24.520]  是在《已不鎖書》的第一章已經出現很多次
[00:06:24.520 --> 00:06:26.820]  在保羅其他的書信
[00:06:26.820 --> 00:06:29.380]  也都出現很多次
[00:06:29.380 --> 00:06:31.160]  在基督裡是指
[00:06:31.160 --> 00:06:34.500]  信徒與基督聯合
[00:06:34.500 --> 00:06:39.360]  成為各樣屬靈福氣的受益人
[00:06:39.360 --> 00:06:40.900]  也都可以
[00:06:40.900 --> 00:06:43.720]  與基督一同復活
[00:06:43.720 --> 00:06:45.260]  將來是一同
[00:06:45.260 --> 00:06:47.560]  坐在天上
[00:06:47.560 --> 00:06:49.600]  今天我揀選的經文
[00:06:49.600 --> 00:06:52.680]  就是在希伯來書的三章
[00:06:52.680 --> 00:06:54.720]  七至十四節
[00:06:54.720 --> 00:06:58.300]  剛才主席已經讀過
[00:06:58.300 --> 00:07:00.100]  希伯來書的作者
[00:07:00.100 --> 00:07:03.420]  一開始的時候在這段經文
[00:07:03.420 --> 00:07:08.540]  就引述了詩篇的九十五篇
[00:07:08.540 --> 00:07:13.920]  加上他自己對詩篇九十五篇的一些注釋
[00:07:13.920 --> 00:07:17.500]  從曠野那些不信的
[00:07:17.500 --> 00:07:18.520]  以色列人
[00:07:18.520 --> 00:07:20.320]  是描繪出
[00:07:20.320 --> 00:07:21.340]  一幅
[00:07:21.340 --> 00:07:24.680]  不忠者的圖畫
[00:07:24.680 --> 00:07:26.720]  目的就是
[00:07:26.720 --> 00:07:31.080]  從曠野不忠心、不信服的以色列人
[00:07:31.080 --> 00:07:32.600]  的例子
[00:07:32.600 --> 00:07:34.900]  去挑戰讀者
[00:07:34.900 --> 00:07:37.220]  是要忠於基督
[00:07:37.220 --> 00:07:40.280]  要堅持到底
[00:07:40.280 --> 00:07:42.580]  希伯來書的作者、勸勉讀者
[00:07:42.580 --> 00:07:45.660]  你們不要仿效那些
[00:07:45.660 --> 00:07:48.980]  在曠野的以色列人那種的
[00:07:48.980 --> 00:07:50.260]  活役
[00:07:50.260 --> 00:07:53.860]  要堅守對基督的信心
[00:07:53.860 --> 00:07:55.380]  特別是對罪
[00:07:55.380 --> 00:07:57.940]  是要提高警覺
[00:07:57.940 --> 00:08:04.340]  犯罪和不信這兩種是密不可分的失敗
[00:08:04.340 --> 00:08:09.460]  是會妨礙人對主的忠心
[00:08:09.460 --> 00:08:13.300]  那些倒在曠野的以色列人
[00:08:13.300 --> 00:08:17.140]  他們並不是真心相信神
[00:08:17.140 --> 00:08:20.720]  他們的滅亡就提醒我們
[00:08:20.720 --> 00:08:23.280]  不信和不忠
[00:08:23.280 --> 00:08:29.420]  是一定要面對嚴重的後果
[00:08:29.420 --> 00:08:33.520]  文素記的第一章就是數點百姓
[00:08:33.520 --> 00:08:38.120]  第二章我們就見到以色列各個支派就在安營
[00:08:38.120 --> 00:08:41.980]  他們都是按著耶和華的吩咐
[00:08:41.980 --> 00:08:45.040]  是有秩序的、合一的
[00:08:45.040 --> 00:08:46.580]  去預備
[00:08:46.580 --> 00:08:48.620]  為主去打仗
[00:08:48.620 --> 00:08:51.180]  為甚麼要數點呢
[00:08:51.180 --> 00:08:54.500]  就是因為要預備為主打仗
[00:08:54.500 --> 00:08:56.040]  為甚麼要安營呢
[00:08:56.040 --> 00:08:58.860]  就是因為要預備為主打仗
