
[00:00:00.000 --> 00:00:03.400]  請師父讓我們先聽神的禱語,讓我們先同心同德
[00:00:03.400 --> 00:00:06.200]  弟子們,讓我們聽到之前,先同心同德
[00:00:06.200 --> 00:00:11.700]  親愛的貴臣,多謝你讓我們能夠再次返到來
[00:00:11.700 --> 00:00:15.600]  在這個復活節的當中
[00:00:15.600 --> 00:00:20.100]  讓我們以紀念主復活為我們的首念
[00:00:20.100 --> 00:00:25.600]  也都以此成為推動我們繼續成為基督徒
[00:00:25.600 --> 00:00:29.600]  紀念主你的教訓與應許的日子
[00:00:30.400 --> 00:00:31.900]  求你幫助我們
[00:00:31.900 --> 00:00:35.600]  活出一個真是合乎主樣式
[00:00:35.600 --> 00:00:38.100]  原本所創造的人的樣式
[00:00:38.100 --> 00:00:41.700]  很想我們都能夠在地上
[00:00:41.700 --> 00:00:44.300]  在這個你的創造的當中
[00:00:44.300 --> 00:00:46.300]  去榮耀主你
[00:00:46.300 --> 00:00:47.800]  求你的幫助
[00:00:47.800 --> 00:00:50.800]  親愛的貴臣,多謝你讓我們在復活節的時間
[00:00:50.800 --> 00:00:52.000]  讓我們再次
[00:00:52.000 --> 00:00:54.500]  紀念到上帝
[00:00:54.500 --> 00:00:57.200]  以怎樣透過你的獨善兒子耶穌基督
[00:00:57.200 --> 00:01:00.100]  在地上面已經給我們的救恩
[00:01:00.100 --> 00:01:03.700]  他所帶來的教訓跟他的應許
[00:01:03.700 --> 00:01:07.200]  現在我們秉持在這個應許的當中
[00:01:07.200 --> 00:01:09.800]  繼續活我們每一天的喪命生活
[00:01:09.800 --> 00:01:11.300]  我們把這段時間
[00:01:11.300 --> 00:01:12.900]  再去恭敬交響
[00:01:12.900 --> 00:01:15.700]  讓這個聖事聽到的時間
[00:01:15.700 --> 00:01:17.300]  不是人的話
[00:01:17.300 --> 00:01:20.700]  是神的說話再去藏在我們心裡面
[00:01:20.700 --> 00:01:23.000]  刻在我們心板上
[00:01:23.500 --> 00:01:27.700]  使我們能夠絕世成為喪命的一部分活出真靈
[00:01:27.700 --> 00:01:29.700]  我向大家封住耶穌的名字
[00:01:29.700 --> 00:01:30.600]  Amen
[00:01:30.600 --> 00:01:35.300]  在復活節的主人
[00:01:35.300 --> 00:01:37.300]  我想有些什麼訊息要跟大家說呢
[00:01:37.300 --> 00:01:39.100]  在我主持任務的時候
[00:01:39.100 --> 00:01:40.800]  我有什麼訊息要和大家分享呢
[00:01:40.800 --> 00:01:43.500]  我想其中一個最重要的訊息
[00:01:43.500 --> 00:01:45.000]  想和大家分享的就是
[00:01:45.000 --> 00:01:49.000]  什麼是我們人生的基礎
[00:01:49.000 --> 00:01:51.200]  有這個訊息想和大家分享
[00:01:51.200 --> 00:01:53.400]  什麼是我人生的基礎
[00:01:54.500 --> 00:01:56.000]  在這個世界裡面
[00:01:56.000 --> 00:01:57.200]  在這個世界裡面
[00:01:57.200 --> 00:01:59.000]  包括我微信主持之前
[00:01:59.000 --> 00:02:01.200]  包括我微信主持之前
[00:02:01.200 --> 00:02:05.000]  金錢財富好像是我的人生基礎
[00:02:05.000 --> 00:02:07.900]  金錢財富好像是我的人生基礎
[00:02:07.900 --> 00:02:11.400]  好像好像是我的人生
[00:02:11.400 --> 00:02:14.600]  有些什麼職業是我們人生的目標
[00:02:14.600 --> 00:02:17.300]  好像什麼職業是我人生的目標
[00:02:17.300 --> 00:02:19.300]  尤其是在這個時間
[00:02:19.300 --> 00:02:21.500]  這些屋價樓價這麼貴
[00:02:21.500 --> 00:02:25.000]  這些屋價樓價這麼貴
[00:02:25.000 --> 00:02:27.300]  沒錢好像很生活不了
[00:02:27.300 --> 00:02:29.300]  沒錢好像沒辦法生活
[00:02:29.300 --> 00:02:31.300]  沒一份好的工作
[00:02:31.300 --> 00:02:34.100]  好像人的本身價值都沒有了
[00:02:34.100 --> 00:02:35.600]  如果沒一份好的工作
[00:02:35.600 --> 00:02:37.600]  人的價值好像都沒有了
[00:02:37.600 --> 00:02:40.500]  於是乎就生出了我們現在新的一代
[00:02:40.500 --> 00:02:42.600]  尤其是像我們現在這一代
[00:02:42.600 --> 00:02:44.500]  我們這個千禧世代
[00:02:44.500 --> 00:02:45.600]  Millennials
[00:02:45.600 --> 00:02:47.300]  這個千禧時代
[00:02:47.300 --> 00:02:48.700]  什麼叫Millennials
[00:02:48.700 --> 00:02:53.600]  和這幫新的千禧年世代是怎樣的呢
[00:02:53.600 --> 00:02:55.600]  最稀奇的實在是什麼
[00:02:55.600 --> 00:02:57.200]  他們的人生基礎
[00:02:57.200 --> 00:02:59.600]  再不要說那麼多什麼錢那些東西
[00:02:59.600 --> 00:03:01.600]  因為那樣我都找不到
[00:03:01.600 --> 00:03:04.500]  就是賺錢我都找不到
[00:03:04.500 --> 00:03:07.000]  想找一份好一點的工作都沒有了
[00:03:07.000 --> 00:03:07.600]  很困難
[00:03:07.600 --> 00:03:09.600]  想找一份好的工作都很困難
[00:03:09.600 --> 00:03:12.200]  最重要的是什麼呢
[00:03:12.200 --> 00:03:13.000]  這個是什麼
[00:03:13.000 --> 00:03:15.000]  我人生基礎就是我自己的感覺
[00:03:15.000 --> 00:03:17.000]  這個是我自己人生的感覺
[00:03:17.000 --> 00:03:18.600]  我覺得如何就最重要了
[00:03:18.600 --> 00:03:20.600]  我覺得如何就最重要了
[00:03:20.600 --> 00:03:22.600]  所以他們不想儲蓄什麼都不要想
[00:03:22.600 --> 00:03:24.600]  他們不會想到儲蓄
[00:03:24.600 --> 00:03:25.600]  什麼都不想
[00:03:25.600 --> 00:03:28.600]  就歸納在一個很重要的人的說話裏面
[00:03:28.600 --> 00:03:31.600]  就歸納在一個這樣的人的說法裏面
[00:03:31.600 --> 00:03:33.600]  香港人就將他簡稱為
[00:03:33.600 --> 00:03:36.600]  早得就早享受了
[00:03:36.600 --> 00:03:37.600]  就是說
[00:03:37.600 --> 00:03:39.600]  想早做早享受
[00:03:39.600 --> 00:03:41.600]  你今天有什麼你好享受了它
[00:03:41.600 --> 00:03:43.600]  你今天有什麼趕快享受
[00:03:43.600 --> 00:03:44.600]  今天可能沒有了
[00:03:44.600 --> 00:03:45.600]  明天可能就沒了
[00:03:45.600 --> 00:03:48.600]  今天的人已經跌到這樣的狀態
[00:03:48.600 --> 00:03:51.600]  今天的人已經墮落到這種地步
[00:03:51.600 --> 00:03:53.600]  我沒有說他墮落的
[00:03:53.600 --> 00:03:56.600]  他進入到一個這樣的狀態
[00:03:56.600 --> 00:03:58.600]  就進入到這麼一種狀態
[00:03:58.600 --> 00:03:59.600]  人生
[00:03:59.600 --> 00:04:00.600]  人生
[00:04:00.600 --> 00:04:01.600]  有什麼基礎可言
[00:04:01.600 --> 00:04:03.600]  有什麼基礎可言呢
[00:04:03.600 --> 00:04:06.600]  為什麼要跟大家在復活的日子
[00:04:06.600 --> 00:04:08.600]  主耶穌復活的紀念的日子
[00:04:08.600 --> 00:04:11.600]  要講這個人生的基礎是什麼呢
[00:04:11.600 --> 00:04:14.600]  為什麼在主佛的日子要和大家去分享
[00:04:14.600 --> 00:04:15.600]  為什麼呢
[00:04:15.600 --> 00:04:18.600]  因為當我們看回聖經的時候
[00:04:18.600 --> 00:04:20.600]  當我們看回聖經的時候
[00:04:20.600 --> 00:04:22.600]  耶穌復活了
[00:04:22.600 --> 00:04:24.600]  耶穌已經復活了
[00:04:24.600 --> 00:04:27.600]  門徒的整個人生
[00:04:27.600 --> 00:04:29.600]  在什麼基礎上面
[00:04:29.600 --> 00:04:32.600]  門徒的整個人生是什麼基礎上面呢
[00:04:32.600 --> 00:04:34.600]  讓我們看一下好不好
[00:04:34.600 --> 00:04:35.600]  讓我們看一下
