
[00:00:00.000 --> 00:00:03.200]  繼續和大家思想到菲律賓書第三講
[00:00:03.200 --> 00:00:06.000]  題目是「為主而活的僕人」
[00:00:06.000 --> 00:00:09.000]  菲律賓書一個名句就是
[00:00:09.000 --> 00:00:12.000]  保羅賀慕就是「與主同在,好得無比」
[00:00:12.000 --> 00:00:17.000]  他經歷幾年的監禁,生死未卜
[00:00:17.000 --> 00:00:20.000]  在心靈裡面,自己的曠慕裡面
[00:00:20.000 --> 00:00:24.000]  是情願離世,與基督同在,好得無比
[00:00:24.000 --> 00:00:27.000]  但裡面同樣經歷到就是提醒他
[00:00:27.000 --> 00:00:30.000]  他在地上仍要有使命
[00:00:30.000 --> 00:00:32.000]  如果一個真正為主而活的人
[00:00:32.000 --> 00:00:35.000]  他應該為主的使命而活
[00:00:35.000 --> 00:00:38.000]  為愛人服侍眾人而活
[00:00:38.000 --> 00:00:40.000]  他就看到自己有責任
[00:00:40.000 --> 00:00:42.000]  還有一個很重要的目標就是
[00:00:42.000 --> 00:00:44.000]  他知道生命裡面有永生
[00:00:44.000 --> 00:00:46.000]  在地上為主而活的時候
[00:00:46.000 --> 00:00:48.000]  他希望有更多人
[00:00:48.000 --> 00:00:50.000]  好像他那樣下法耶穌基督
[00:00:50.000 --> 00:00:52.000]  都是走一個為主而活的生命
[00:00:52.000 --> 00:00:54.000]  我們有沒有這種聖覺
[00:00:54.000 --> 00:00:57.000]  各種患難又為主而活的生命呢?
[00:01:24.000 --> 00:01:26.000]  我既然這樣深信
[00:01:26.000 --> 00:01:28.000]  就知道仍要住在世間
[00:01:28.000 --> 00:01:30.000]  且要你們眾人同住
[00:01:30.000 --> 00:01:32.000]  使你們在所信的道上
[00:01:32.000 --> 00:01:34.000]  又長進,又喜樂
[00:01:34.000 --> 00:01:46.000]  只要你們行事為人
[00:01:46.000 --> 00:01:48.000]  與基督的宗教同在
[00:01:48.000 --> 00:01:50.000]  你們就能活得平安
[00:01:50.000 --> 00:01:54.000]  只要你們行事為人
[00:01:54.000 --> 00:01:56.000]  與基督的福音相承
[00:01:56.000 --> 00:01:58.000]  叫我或來見你們
[00:01:58.000 --> 00:02:00.000]  或不在你們那裡
[00:02:00.000 --> 00:02:02.000]  可以聽見你們的警方
[00:02:02.000 --> 00:02:04.000]  知道你們同有一個心志
[00:02:04.000 --> 00:02:06.000]  站立得穩
[00:02:06.000 --> 00:02:08.000]  為所信的福音齊心努力
[00:02:08.000 --> 00:02:18.000]  因為你們蒙恩
[00:02:18.000 --> 00:02:20.000]  可以順服基督
[00:02:20.000 --> 00:02:22.000]  並要為他受福
[00:02:22.000 --> 00:02:32.000]  所以保祿特別強調
[00:02:32.000 --> 00:02:34.000]  你以前見到我
[00:02:34.000 --> 00:02:36.000]  今日聽到我的處境
[00:02:36.000 --> 00:02:38.000]  我就是一個為主而活的
[00:02:38.000 --> 00:02:40.000]  努力的僕人
[00:02:40.000 --> 00:02:42.000]  你有沒有這種的生命呢?
[00:02:42.000 --> 00:02:44.000]  他想將這個生命去感染
[00:02:44.000 --> 00:02:46.000]  一班他愛的弟兄姊妹
[00:02:46.000 --> 00:02:48.000]  去追求
[00:02:48.000 --> 00:02:50.000]  問我們是不是一個為主而活的僕人
[00:02:50.000 --> 00:02:52.000]  菲律賓書的特色就是
[00:02:52.000 --> 00:02:54.000]  教導,菲律賓歷代的信徒
[00:02:54.000 --> 00:02:56.000]  就是那個能夠勝過
[00:02:56.000 --> 00:02:58.000]  生命遭遇各種患難
[00:02:58.000 --> 00:03:00.000]  各種挑戰的生命
[00:03:00.000 --> 00:03:02.000]  而不被患難遭遇
[00:03:02.000 --> 00:03:04.000]  壓迫的生命
[00:03:04.000 --> 00:03:06.000]  勝過這種患難遭遇的生命的基督
[00:03:06.000 --> 00:03:08.000]  這種基督
[00:03:08.000 --> 00:03:10.000]  其中一個很重要的素質
[00:03:10.000 --> 00:03:12.000]  就是他立志成為一個
[00:03:12.000 --> 00:03:14.000]  為主而活的神的僕人
[00:03:14.000 --> 00:03:16.000]  基督要有這個很奇妙
[00:03:16.000 --> 00:03:18.000]  超越環境的生命
[00:03:18.000 --> 00:03:20.000]  不是純粹為了自己
[00:03:20.000 --> 00:03:22.000]  我能夠有個勝過生命各種遭遇的生命
[00:03:22.000 --> 00:03:24.000]  我們有個豐盛的人生
[00:03:24.000 --> 00:03:26.000]  不是純粹為了自己
[00:03:26.000 --> 00:03:28.000]  我希望在這個人生裡面
[00:03:28.000 --> 00:03:30.000]  能夠在任何環境裡面
[00:03:30.000 --> 00:03:32.000]  都能夠祝福人
[00:03:32.000 --> 00:03:34.000]  去榮耀神
[00:03:34.000 --> 00:03:36.000]  所以菠蘿今天經文第一句的名句
[00:03:36.000 --> 00:03:38.000]  就是也哲說
[00:03:38.000 --> 00:03:40.000]  因為我活著就是基督
[00:03:40.000 --> 00:03:42.000]  我死了就有益處
[00:03:42.000 --> 00:03:44.000]  原來文的表達就是
[00:03:44.000 --> 00:03:46.000]  用英文翻譯就是
[00:03:46.000 --> 00:03:48.000]  活著就是基督
[00:03:48.000 --> 00:03:50.000]  基督是我一切
[00:03:50.000 --> 00:03:52.000]  祂是我的恩典
[00:03:52.000 --> 00:03:54.000]  是我幫助
[00:03:54.000 --> 00:03:56.000]  是我的同行的主
[00:03:56.000 --> 00:03:58.000]  我活著的目標就是
[00:03:58.000 --> 00:04:00.000]  榮耀我的主
[00:04:00.000 --> 00:04:02.000]  所以活著的一切
[00:04:02.000 --> 00:04:04.000]  我的焦點就是基督
[00:04:04.000 --> 00:04:06.000]  但同樣我不懼怕死亡
[00:04:06.000 --> 00:04:08.000]  因為基督給我永生
[00:04:08.000 --> 00:04:10.000]  所以菠蘿說死了就是賺
[00:04:10.000 --> 00:04:12.000]  死了就是益處
[00:04:12.000 --> 00:04:14.000]  死了就是賺
[00:04:14.000 --> 00:04:16.000]  因為我知道地上有很多的艱難
[00:04:16.000 --> 00:04:18.000]  很多的辛酸
[00:04:18.000 --> 00:04:20.000]  雖然我是奮鬥人生
[00:04:20.000 --> 00:04:22.000]  但死了我得著永生
[00:04:22.000 --> 00:04:24.000]  有神賜給我永生和樂園
[00:04:24.000 --> 00:04:26.000]  所以死了就是賺
[00:04:26.000 --> 00:04:28.000]  所以菠蘿這個提醒就是
[00:04:28.000 --> 00:04:30.000]  給教會的信徒去學習
[00:04:30.000 --> 00:04:32.000]  面對人生兩個很大的挑戰
[00:04:32.000 --> 00:04:34.000]  苦難和死亡
[00:04:34.000 --> 00:04:36.000]  人生必然要經歷苦難和死亡
[00:04:36.000 --> 00:04:38.000]  人生必然要經歷苦難和死亡
[00:04:38.000 --> 00:04:40.000]  中國人有一個說話
[00:04:40.000 --> 00:04:42.000]  不如意的事是什麼
[00:04:42.000 --> 00:04:44.000]  常八九
[00:04:44.000 --> 00:04:46.000]  常八九的意思是
[00:04:46.000 --> 00:04:48.000]  一百次裡面的八九
[00:04:48.000 --> 00:04:50.000]  一般來說是什麼
[00:04:50.000 --> 00:04:52.000]  十次裡面的八九
[00:04:52.000 --> 00:04:54.000]  十次裡面的八九
[00:04:54.000 --> 00:04:56.000]  請問多不多不如意
[00:04:56.000 --> 00:04:58.000]  很多
[00:04:58.000 --> 00:05:00.000]  中國人覺得人生有很多不如意的事
[00:05:00.000 --> 00:05:02.000]  中國人有另一個名句
[00:05:02.000 --> 00:05:04.000]  天將降大任於斯人也
[00:05:04.000 --> 00:05:06.000]  天將降大任於斯人也
[00:05:06.000 --> 00:05:08.000]  必先苦其心志
[00:05:08.000 --> 00:05:10.000]  必先苦其心志
[00:05:10.000 --> 00:05:12.000]  你追求成就
[00:05:12.000 --> 00:05:14.000]  你追求成就
[00:05:14.000 --> 00:05:16.000]  你追求才幹
[00:05:16.000 --> 00:05:18.000]  你追求恩賜
[00:05:18.000 --> 00:05:20.000]  你追求能力光偉
[00:05:20.000 --> 00:05:22.000]  你追求能力光偉
[00:05:22.000 --> 00:05:24.000]  你追求能力光偉
[00:05:24.000 --> 00:05:26.000]  你追求能力光偉
[00:05:26.000 --> 00:05:28.000]  你追求能力光偉
[00:05:28.000 --> 00:05:30.000]  你追求能力光偉
[00:05:30.000 --> 00:05:32.000]  你追求能力光偉
[00:05:32.000 --> 00:05:34.000]  你追求能力光偉
[00:05:34.000 --> 00:05:36.000]  你追求能力光偉
[00:05:36.000 --> 00:05:38.000]  你追求能力光偉
[00:05:38.000 --> 00:05:40.000]  你追求能力光偉
[00:05:40.000 --> 00:05:42.000]  你追求能力光偉
[00:05:42.000 --> 00:05:44.000]  你追求能力光偉
[00:05:44.000 --> 00:05:46.000]  你追求能力光偉
[00:05:46.000 --> 00:05:48.000]  你追求能力光偉
[00:05:48.000 --> 00:05:50.000]  你追求能力光偉
[00:05:50.000 --> 00:05:52.000]  你追求能力光偉
[00:05:52.000 --> 00:05:54.000]  你追求能力光偉
[00:05:54.000 --> 00:05:56.000]  你追求能力光偉
[00:05:56.000 --> 00:05:58.000]  你追求能力光偉
[00:05:58.000 --> 00:06:00.000]  你追求能力光偉
[00:06:00.000 --> 00:06:02.000]  你追求能力光偉
[00:06:02.000 --> 00:06:04.000]  你追求能力光偉
[00:06:04.000 --> 00:06:06.000]  你追求能力光偉
[00:06:06.000 --> 00:06:08.000]  你追求能力光偉
[00:06:08.000 --> 00:06:10.000]  你追求能力光偉
[00:06:10.000 --> 00:06:12.000]  你追求能力光偉
[00:06:12.000 --> 00:06:14.000]  你追求能力光偉
[00:06:14.000 --> 00:06:16.000]  你追求能力光偉
[00:06:16.000 --> 00:06:18.000]  你追求能力光偉
[00:06:18.000 --> 00:06:20.000]  你追求能力光偉
[00:06:20.000 --> 00:06:22.000]  你追求能力光偉
[00:06:22.000 --> 00:06:24.000]  你追求能力光偉
[00:06:24.000 --> 00:06:26.000]  你追求能力光偉
[00:06:26.000 --> 00:06:28.000]  你追求能力光偉
[00:06:28.000 --> 00:06:30.000]  你追求能力光偉
[00:06:30.000 --> 00:06:32.000]  你追求能力光偉
[00:06:32.000 --> 00:06:34.000]  你追求能力光偉
[00:06:34.000 --> 00:06:36.000]  你追求能力光偉
[00:06:36.000 --> 00:06:38.000]  你追求能力光偉
[00:06:38.000 --> 00:06:40.000]  你追求能力光偉
