
[00:00:00.000 --> 00:00:02.380]  我們一起來祈禱
[00:00:02.380 --> 00:00:05.100]  慈悲的天父,我們感謝贊美祢
[00:00:05.100 --> 00:00:07.920]  在這個亂世裏,祢讓我們有機會
[00:00:07.920 --> 00:00:10.860]  自自由由的進到這個教堂裏
[00:00:10.860 --> 00:00:12.420]  來敬拜祢
[00:00:12.420 --> 00:00:14.420]  來聆聽祢的話語
[00:00:14.420 --> 00:00:16.120]  求祢釋放孩子的口
[00:00:16.120 --> 00:00:17.820]  讓孩子能夠將祢要
[00:00:17.820 --> 00:00:20.080]  我們每一個弟兄姊妹所知道的
[00:00:20.080 --> 00:00:21.620]  能夠釋放出來
[00:00:21.620 --> 00:00:23.180]  求主祢幫助我們
[00:00:23.180 --> 00:00:24.380]  求祢開我們的心
[00:00:24.380 --> 00:00:28.300]  也求祢教導我們怎樣將聽到的能夠活出來
[00:00:28.300 --> 00:00:31.440]  我們這樣去祈禱,奉諸耶穌基督,得勝的命寇
[00:00:31.440 --> 00:00:33.020]  Amen
[00:00:33.020 --> 00:00:36.040]  其實我個人來講,看《史道行傳》
[00:00:36.040 --> 00:00:38.360]  《史道行傳》大家都知道是講很多篇的
[00:00:38.360 --> 00:00:39.880]  道,很多篇的道
[00:00:39.880 --> 00:00:42.060]  是司徒利講的
[00:00:42.060 --> 00:00:44.500]  也都是一大部份是講記事的
[00:00:44.500 --> 00:00:46.180]  但可能在記事裏頭
[00:00:46.180 --> 00:00:51.100]  我們這一章,我自己覺得是很重要的一章書
[00:00:51.100 --> 00:00:54.580]  它不單止講了門徒第一次的宣教工作
[00:00:54.580 --> 00:00:55.620]  和第一次講道
[00:00:55.620 --> 00:00:58.380]  也都提了一個二千年裏頭
[00:00:58.380 --> 00:01:01.460]  我們教會不停在爭論的一個問題
[00:01:01.460 --> 00:01:03.300]  就是聖靈的看法
[00:01:03.300 --> 00:01:07.180]  雖然後來司徒保羅也都遇到這個問題
[00:01:07.180 --> 00:01:09.520]  發表了他在哥林多的前書裏
[00:01:09.520 --> 00:01:13.940]  好像十三章,有幾章都講到這個topic
[00:01:13.940 --> 00:01:17.100]  但這個爭論呢,就一直都沒有停過
[00:01:17.100 --> 00:01:19.060]  就算我們今天香港的教會
[00:01:19.060 --> 00:01:23.780]  這些問題似乎還沒有因為教會歷史的演進而拖慢
[00:01:23.780 --> 00:01:27.220]  彼此之間很多時候的心距都還是很大
[00:01:27.220 --> 00:01:31.420]  我記得很多年前在美國去參加一個退休會
[00:01:31.420 --> 00:01:34.820]  在美國中西部的一個大學裏頭
[00:01:34.820 --> 00:01:36.860]  Banner Champaign
[00:01:36.860 --> 00:01:39.900]  有一位神學院的講師來主講
[00:01:39.900 --> 00:01:42.300]  他當時就說
[00:01:42.300 --> 00:01:44.980]  我很難忘記他的編度
[00:01:44.980 --> 00:01:48.020]  因為他是很出名的,以長短腳的
[00:01:48.020 --> 00:01:51.220]  結果講師就提到一句話
[00:01:51.220 --> 00:01:53.340]  其實讀了這麼久的神學
[00:01:53.340 --> 00:01:55.580]  我都覺得沒什麼用
[00:01:55.580 --> 00:01:57.020]  為什麼會這樣講呢
[00:01:57.020 --> 00:02:00.020]  他說因為聖靈光臨在我們每一個人身上
[00:02:00.020 --> 00:02:01.820]  根本就不需要什麼神學
[00:02:01.820 --> 00:02:04.460]  要追求的也是這個經驗
[00:02:04.460 --> 00:02:07.740]  我當時就想,你在神學院做什麼
[00:02:07.740 --> 00:02:10.540]  其實這個
[00:02:10.540 --> 00:02:12.140]  2000年裏頭呢
[00:02:12.140 --> 00:02:14.620]  這麼多先賢,難道他們還沒有得救嗎
[00:02:14.620 --> 00:02:16.940]  他們和你的想法不一樣
[00:02:16.940 --> 00:02:19.900]  這個topic我為什麼今天要特別
[00:02:19.900 --> 00:02:22.260]  因為其實今天經濟很長,47節
[00:02:22.260 --> 00:02:26.780]  就算讀完,我差不多要唱贊美一生了
[00:02:26.780 --> 00:02:31.220]  今天逼著講幾個重點的主題
[00:02:31.220 --> 00:02:32.260]  講到經驗
[00:02:32.260 --> 00:02:34.380]  我告訴你,誰都可以給你很多經驗
[00:02:34.380 --> 00:02:35.940]  撒旦
[00:02:35.940 --> 00:02:37.340]  撒旦都可以給你很多經驗
[00:02:37.340 --> 00:02:41.260]  所以我們一定要懂得怎樣去辨別聖靈
[00:02:41.260 --> 00:02:42.380]  聖經講得很清楚的
[00:02:42.380 --> 00:02:43.780]  我們要懂得辨別聖靈
[00:02:43.780 --> 00:02:46.220]  但我們不可以試探我們的神
[00:02:46.220 --> 00:02:47.780]  我們可以辨別聖靈
[00:02:47.780 --> 00:02:50.100]  但我們不可以試探我們的神
[00:02:50.100 --> 00:02:53.140]  主復活升天
[00:02:53.140 --> 00:02:56.340]  他將我們留在這裏
[00:02:56.340 --> 00:02:58.940]  難道聖經好像不太適合
[00:02:58.940 --> 00:03:00.380]  舊約那裏講了很多次
[00:03:00.380 --> 00:03:02.100]  這句是"以馬來利"
[00:03:02.100 --> 00:03:03.500]  大家都知道"以馬來利"是什麼意思
[00:03:03.500 --> 00:03:04.940]  就是主與我們同在
[00:03:04.940 --> 00:03:06.860]  你的事完了
[00:03:06.860 --> 00:03:10.220]  你的舊屬的工程完了
[00:03:10.220 --> 00:03:11.500]  那你就走了
[00:03:11.500 --> 00:03:12.540]  那我們怎麼辦呢
[00:03:12.540 --> 00:03:13.860]  但耶穌告訴我們
[00:03:13.860 --> 00:03:16.020]  祂去是為我們預備
[00:03:16.020 --> 00:03:17.340]  祂如果不去
[00:03:17.340 --> 00:03:18.900]  那個就不會下來
[00:03:18.900 --> 00:03:19.780]  那個是誰呢
[00:03:19.780 --> 00:03:21.780]  我們今天就要看那個是誰了
[00:03:21.780 --> 00:03:23.780]  我們看《史道行傳》第二章的時候
