
[00:00:00.000 --> 00:00:04.920]  但他很愛神 神不讓他來見聖殿
[00:00:04.920 --> 00:00:06.920]  但他並不是翹起手
[00:00:06.920 --> 00:00:11.980]  他為神的殿預備了很多功夫
[00:00:11.980 --> 00:00:16.100]  又要鼓勵神僕幫助鎖門
[00:00:16.100 --> 00:00:20.660]  他也為聖殿籌集了很多物資
[00:00:20.660 --> 00:00:23.120]  甚至他自己是一個窮困
[00:00:23.120 --> 00:00:27.260]  他的窮困的意思是有艱難的時期
[00:00:27.260 --> 00:00:30.200]  他也為神預備了很多東西
[00:00:30.200 --> 00:00:34.100]  正正因為這份愛 所以他得到神很大的祝福
[00:00:34.100 --> 00:00:36.660]  甚至是慰及他的後代
[00:00:36.660 --> 00:00:41.180]  耶穌基督又被稱為大慰的子孫
[00:00:41.180 --> 00:00:45.140]  所以他的角度一直延伸到永恆
[00:00:45.140 --> 00:00:49.260]  我見一個人願意為神擺上的時候
[00:00:49.260 --> 00:00:54.260]  他所受的比他所施出的會得更多更多
[00:00:54.260 --> 00:00:57.460]  今天我們來看大慰作王的時候
[00:00:57.460 --> 00:01:01.660]  對內 對外和一些政策
[00:01:01.660 --> 00:01:03.660]  當中給我們什麼教導
[00:01:03.660 --> 00:01:06.700]  我們首先來看看第八章
[00:01:06.700 --> 00:01:08.700]  講到他降復聖己
[00:01:08.700 --> 00:01:12.340]  周遭的地方都被他攻打
[00:01:12.340 --> 00:01:16.260]  十部記下 第八章主要記載了大慰對外的政績
[00:01:16.260 --> 00:01:18.940]  他的國位穩定之後
[00:01:18.940 --> 00:01:20.940]  就開始向外擴展
[00:01:20.940 --> 00:01:22.940]  攻擊他的敵人
[00:01:22.940 --> 00:01:24.940]  我們不會詳細看
[00:01:24.940 --> 00:01:26.940]  如果你留意到就包括了什麼
[00:01:26.940 --> 00:01:28.940]  這張聖經說到他打贏了
[00:01:28.940 --> 00:01:32.940]  菲利士人 摩訶人 索巴人
[00:01:32.940 --> 00:01:36.940]  阿蘭 阿滿 以東 阿瑪利
[00:01:36.940 --> 00:01:40.940]  你要留意到他無論是東面的 南面的
[00:01:40.940 --> 00:01:42.940]  他都去打
[00:01:42.940 --> 00:01:45.940]  但是有一樣東西我自己很奇怪的
[00:01:45.940 --> 00:01:48.940]  就是為什麼他要打摩訶
[00:01:48.940 --> 00:01:52.940]  剛才第八章一開始我們讀的時候
[00:01:52.940 --> 00:01:54.940]  就去打摩訶
[00:01:54.940 --> 00:01:57.940]  甚至把一些較為身高的人扭殺了
[00:01:57.940 --> 00:02:00.940]  那打摩訶有什麼問題呢
[00:02:00.940 --> 00:02:02.940]  不要忘記
[00:02:02.940 --> 00:02:04.940]  大慰其實是有摩訶的血統的
[00:02:04.940 --> 00:02:07.940]  記不記得我們一直有參加茶經的時候
[00:02:07.940 --> 00:02:10.940]  知道大慰後來逃亡了
[00:02:10.940 --> 00:02:13.940]  帶著年老的家人 父母逃亡的時候
[00:02:13.940 --> 00:02:15.940]  是會有問題的
[00:02:15.940 --> 00:02:20.940]  但是你就看到他竟然去打摩訶
[00:02:20.940 --> 00:02:23.940]  我們先看撒布爾記下第八章的第一節
[00:02:23.940 --> 00:02:25.940]  到第三和第五節
[00:02:25.940 --> 00:02:27.940]  我們先看這裡
[00:02:27.940 --> 00:02:32.940]  我們看到他在四景上面都被他攻佔了
[00:02:32.940 --> 00:02:35.940]  我們先看看他打了些什麼仗
[00:02:35.940 --> 00:02:37.940]  撒布爾記下第八章的第一節
[00:02:37.940 --> 00:02:40.940]  到第三節和第五節
[00:02:40.940 --> 00:02:41.940]  我們請了二汪
[00:02:41.940 --> 00:02:43.940]  今天你會讀多少端文的 辛苦了 二汪
[00:02:43.940 --> 00:02:45.940]  幫我讀出來
[00:02:45.940 --> 00:02:47.940]  之後大慰攻打菲利士人
[00:02:47.940 --> 00:02:49.940]  打他們自服
[00:02:49.940 --> 00:02:53.940]  從他們手下脫取了京城的權兵
[00:02:53.940 --> 00:02:55.940]  又攻打摩訶人
[00:02:55.940 --> 00:02:58.940]  摩訶人就歸伏大慰 給他進攻
[00:02:58.940 --> 00:03:01.940]  索巴王利合的兒子哈大抵謝
[00:03:01.940 --> 00:03:03.940]  往大河去
[00:03:03.940 --> 00:03:05.940]  要奪回他的國權
[00:03:05.940 --> 00:03:07.940]  大慰就攻打他
[00:03:07.940 --> 00:03:11.940]  大馬式的雅蘭人來幫助索巴王哈大抵謝
[00:03:11.940 --> 00:03:13.940]  大慰就殺了雅蘭人
[00:03:13.940 --> 00:03:15.940]  二萬二千
[00:03:15.940 --> 00:03:18.940]  如果我們一直看頭幾節的經文
[00:03:18.940 --> 00:03:20.940]  就看到大慰東征西討
[00:03:20.940 --> 00:03:22.940]  我只是提出一個問題
[00:03:22.940 --> 00:03:24.940]  我自己都沒有答案的
[00:03:24.940 --> 00:03:26.940]  剛才就是說大慰為什麼要打摩訶呢
[00:03:26.940 --> 00:03:29.940]  第一就是不要忘記大慰有摩訶的血統
[00:03:29.940 --> 00:03:33.940]  另外就是他逃亡的時候
[00:03:33.940 --> 00:03:34.940]  索羅追殺他
[00:03:34.940 --> 00:03:36.940]  他帶著年老的家人
[00:03:36.940 --> 00:03:37.940]  特別是父母
[00:03:37.940 --> 00:03:39.940]  要逃亡就不是很容易
[00:03:39.940 --> 00:03:41.940]  記得我們有《柴經》說過
[00:03:41.940 --> 00:03:44.940]  後來大慰就送去摩訶那裡
[00:03:44.940 --> 00:03:48.940]  請摩訶王來照顧他的父母
[00:03:48.940 --> 00:03:50.940]  因為記不記得
[00:03:50.940 --> 00:03:53.940]  在路德他嫁給了波阿斯
[00:03:53.940 --> 00:03:55.940]  所以聖經裡面叫路德記
[00:03:55.940 --> 00:03:58.940]  但是路德他本身是什麼呢
[00:03:58.940 --> 00:04:01.940]  他本身就是摩訶人
[00:04:01.940 --> 00:04:03.940]  所以大慰有摩訶的血統
[00:04:03.940 --> 00:04:06.940]  但是不知道為什麼大慰在這個時候竟然恩將仇報
[00:04:06.940 --> 00:04:10.940]  我們看回授意記上第22章第3第4兩節
[00:04:10.940 --> 00:04:12.940]  我們一起來看
[00:04:12.940 --> 00:04:15.940]  大慰從那裡往摩訶的米斯巴去
[00:04:15.940 --> 00:04:16.940]  對摩訶王說
[00:04:16.940 --> 00:04:18.940]  求你用我父母搬來
[00:04:18.940 --> 00:04:20.940]  住在你們這裡
[00:04:20.940 --> 00:04:23.940]  讓我知道神要為我怎樣行
[00:04:23.940 --> 00:04:26.940]  大慰令他父母到摩訶王面前
[00:04:26.940 --> 00:04:29.940]  大慰住山寨多少日子
[00:04:29.940 --> 00:04:32.940]  他父母也住摩訶王那裡多少日子
[00:04:32.940 --> 00:04:34.940]  大家看到嗎
[00:04:34.940 --> 00:04:37.940]  所以摩訶是對大慰有恩的
[00:04:37.940 --> 00:04:42.940]  摩訶是去幫助大慰照顧他父母
[00:04:42.940 --> 00:04:44.940]  但是聖經沒有解釋
[00:04:44.940 --> 00:04:46.940]  而我自己也不知道
[00:04:46.940 --> 00:04:49.940]  為什麼大慰要去打摩訶
[00:04:49.940 --> 00:04:51.940]  所以有時候你留意到
[00:04:51.940 --> 00:04:54.940]  政治是很無情的
[00:04:54.940 --> 00:04:56.940]  今天你對他有恩
[00:04:56.940 --> 00:04:58.940]  但是第二天可以反面無情
[00:04:58.940 --> 00:05:00.940]  就是這樣 只有利益就可以了
[00:05:00.940 --> 00:05:05.940]  聖經記述了大慰為什麼會得勝
[00:05:05.940 --> 00:05:06.940]  有幾段經文
[00:05:06.940 --> 00:05:08.940]  我們看看其中一段經文
[00:05:08.940 --> 00:05:10.940]  第六節的下半節
[00:05:10.940 --> 00:05:12.940]  大慰無論往哪裡去
[00:05:12.940 --> 00:05:15.940]  耶和華都使他得勝
[00:05:15.940 --> 00:05:17.940]  記住 這是聖經的原則
[00:05:17.940 --> 00:05:21.940]  人要努力 人要承擔責任
[00:05:21.940 --> 00:05:23.940]  但是不只是靠自己的努力
[00:05:23.940 --> 00:05:24.940]  大慰去打仗
[00:05:24.940 --> 00:05:27.940]  但是耶和華使他得勝
[00:05:27.940 --> 00:05:32.940]  如果你清晰 原來一切都是有神的恩典
[00:05:32.940 --> 00:05:34.940]  你就會去感恩了
[00:05:34.940 --> 00:05:35.940]  正如我說的
[00:05:35.940 --> 00:05:38.940]  我來大廈去和大家去查經
[00:05:38.940 --> 00:05:40.940]  我有機會去講道
[00:05:40.940 --> 00:05:41.940]  一切都是神的恩典
[00:05:41.940 --> 00:05:43.940]  那我會更加去感恩的
[00:05:43.940 --> 00:05:45.940]  大慰怎樣來大廈去感恩呢
[00:05:45.940 --> 00:05:46.940]  是很實際的行動
[00:05:46.940 --> 00:05:50.940]  《索貝爾記》第八章第十節到第十二節
[00:05:50.940 --> 00:05:53.940]  若然帶了金銀銅的器皿來
[00:05:53.940 --> 00:06:00.940]  大慰王將這些器皿和他自復各國所得來的金銀都分別為聖
[00:06:00.940 --> 00:06:01.940]  獻給耶和華
[00:06:01.940 --> 00:06:07.940]  就是從阿蘭、摩亞、阿滿、菲律師、阿曼尼人所得來的
[00:06:07.940 --> 00:06:12.940]  以及從索包王、尼合的兒子、哈大底謝所掠之物
[00:06:12.940 --> 00:06:13.940]  你看到嗎
[00:06:13.940 --> 00:06:17.940]  大慰是將他打完仗
[00:06:17.940 --> 00:06:18.940]  他贏了
[00:06:18.940 --> 00:06:21.940]  有很多人進貢
[00:06:21.940 --> 00:06:24.940]  或者他已經努力了很多東西回來
[00:06:24.940 --> 00:06:26.940]  但他知道不是靠他自己
[00:06:26.940 --> 00:06:27.940]  他就感恩
[00:06:27.940 --> 00:06:29.940]  於是就懂得怎樣去呈現
[00:06:29.940 --> 00:06:32.940]  如果我能夠有感恩的心去呈現給神的時候
[00:06:32.940 --> 00:06:34.940]  神是會祝福的
[00:06:34.940 --> 00:06:35.940]  正如剛才開始的時候
[00:06:35.940 --> 00:06:38.940]  現在你看到我這裡有很多很多的信封
[00:06:38.940 --> 00:06:39.940]  為什麼呢
[00:06:39.940 --> 00:06:40.940]  我學是學非
[00:06:40.940 --> 00:06:42.940]  小朋友說回去了五次
[00:06:42.940 --> 00:06:43.940]  我就會送禮物給他們
[00:06:43.940 --> 00:06:46.940]  你看到這些很漂亮的貓貓日曆
[00:06:46.940 --> 00:06:47.940]  我在日本買回來
[00:06:47.940 --> 00:06:49.940]  要寄給他們
[00:06:49.940 --> 00:06:52.940]  其實為什麼會有這個行動呢
[00:06:52.940 --> 00:06:54.940]  只是因為感恩
[00:06:54.940 --> 00:06:57.940]  因為很感受到神給我有機會去服侍
[00:06:57.940 --> 00:06:59.940]  隨即那些經文就記載了
[00:06:59.940 --> 00:07:01.940]  大慰對內的施政
[00:07:01.940 --> 00:07:03.940]  我們看到他對外
[00:07:03.940 --> 00:07:04.940]  東征西逃
[00:07:04.940 --> 00:07:06.940]  對內是什麼呢
[00:07:06.940 --> 00:07:07.940]  很重要的一件事
[00:07:07.940 --> 00:07:10.940]  十二記第八章第十五節
[00:07:10.940 --> 00:07:12.940]  大慰作以色列眾人的王
[00:07:12.940 --> 00:07:15.940]  又向眾民秉行公義
[00:07:15.940 --> 00:07:19.940]  這個是非常非常非常重要的
[00:07:19.940 --> 00:07:22.940]  在生命記的時候已經很清楚說
[00:07:22.940 --> 00:07:24.940]  當時沒有王的
[00:07:24.940 --> 00:07:26.940]  就說作為一個王
[00:07:26.940 --> 00:07:29.940]  最重要是要秉公行事
[00:07:29.940 --> 00:07:30.940]  要行公義
[00:07:30.940 --> 00:07:32.940]  不可以有偏私
[00:07:32.940 --> 00:07:34.940]  不可以以權謀私
[00:07:34.940 --> 00:07:36.940]  但是我們看到今天
[00:07:36.940 --> 00:07:39.940]  很多的政治人物
[00:07:39.940 --> 00:07:40.940]  一些的領袖
