
[00:00:00.000 --> 00:00:02.000]  請祝福祢平安
[00:00:02.000 --> 00:00:05.000]  我們從心祈禱
[00:00:05.000 --> 00:00:09.000]  父會之主,我們感謝您的恩典
[00:00:09.000 --> 00:00:11.000]  您從死裡復活
[00:00:11.000 --> 00:00:18.000]  讓我們對生命有一個全新的認識
[00:00:18.000 --> 00:00:23.000]  經歷到您自己無限的恩典保守
[00:00:23.000 --> 00:00:27.000]  主啊,我們在今天慶祝您復活的日子
[00:00:27.000 --> 00:00:28.000]  求您幫助我們
[00:00:28.000 --> 00:00:32.000]  再一次思想到有關您自己復活的證據
[00:00:32.000 --> 00:00:36.000]  證明您就是為人類帶來道路
[00:00:36.000 --> 00:00:38.000]  真理生命的主
[00:00:38.000 --> 00:00:40.000]  奉耶穌基督的名祈禱
[00:00:40.000 --> 00:00:42.000]  阿們
[00:00:42.000 --> 00:00:44.000]  今天是復活節
[00:00:44.000 --> 00:00:49.000]  是普世慶祝主耶穌從死裡復活的日子
[00:00:49.000 --> 00:00:52.000]  耶穌基督從死裡復活
[00:00:52.000 --> 00:00:56.000]  是基督教信仰裡面最重要的真理
[00:00:56.000 --> 00:01:00.000]  是基督教信仰的基石
[00:01:00.000 --> 00:01:02.000]  司徒保羅說得好
[00:01:02.000 --> 00:01:06.000]  在哥倫多詞書十五章十四節說
[00:01:06.000 --> 00:01:10.000]  如果基督沒有從死裡復活
[00:01:10.000 --> 00:01:12.000]  我們就沒什麼好傳
[00:01:12.000 --> 00:01:14.000]  你們也沒什麼好信
[00:01:14.000 --> 00:01:17.000]  耶穌基督的復活
[00:01:17.000 --> 00:01:20.000]  證明了祂是上帝的兒子
[00:01:20.000 --> 00:01:26.000]  也證明了上帝愛世上所有的人
[00:01:26.000 --> 00:01:29.000]  假如耶穌基督沒有復活
[00:01:29.000 --> 00:01:33.000]  基督教就跟其他宗教沒什麼分別
[00:01:33.000 --> 00:01:38.000]  只不過是人類尋找上帝的另一個信仰
[00:01:38.000 --> 00:01:42.000]  甚至只是一種哲學思想
[00:01:42.000 --> 00:01:45.000]  耶穌基督也只不過是一位哲學家
[00:01:45.000 --> 00:01:50.000]  或者一位很聰明的宗教領袖
[00:01:50.000 --> 00:01:51.000]  更加悲痛的是
[00:01:51.000 --> 00:01:53.000]  假如基督沒有復活
[00:01:53.000 --> 00:01:56.000]  警告有關耶穌基督的生平
[00:01:56.000 --> 00:01:58.000]  祂所行過的神職歧視
[00:01:58.000 --> 00:02:01.000]  都有可能是虛構的
[00:02:01.000 --> 00:02:03.000]  而我們這些人
[00:02:03.000 --> 00:02:06.000]  竟然相信了這麼幼稚的神話故事
[00:02:06.000 --> 00:02:10.000]  我們是不是很可悲又蠢又傻呢
[00:02:10.000 --> 00:02:16.000]  跟有些人相信西遊記裡的孫悟空是真有其人
[00:02:16.000 --> 00:02:19.000]  又有什麼分別呢
[00:02:19.000 --> 00:02:21.000]  假如基督沒有復活
[00:02:21.000 --> 00:02:24.000]  我的生命可能比大家更悲慘
[00:02:24.000 --> 00:02:28.000]  我本來是一位會計師
[00:02:28.000 --> 00:02:33.000]  也在澳洲的Tave學院做會計教師
[00:02:33.000 --> 00:02:37.000]  後來我讀完澳洲的法律可以做律師
[00:02:37.000 --> 00:02:40.000]  而我竟然不做
[00:02:40.000 --> 00:02:43.000]  還花了三年的時間去讀神學做牧師
[00:02:43.000 --> 00:02:46.000]  傳揚一個虛假的信息
[00:02:46.000 --> 00:02:48.000]  騙人的信息
[00:02:48.000 --> 00:02:50.000]  我真是罪人中的罪魁
[00:02:50.000 --> 00:02:53.000]  笨蛋中的大笨蛋
[00:02:53.000 --> 00:02:55.000]  不過我們要感謝上帝
[00:02:55.000 --> 00:02:58.000]  上帝有能力從虛無中
[00:02:58.000 --> 00:03:02.000]  創造出整然有罪的世界
[00:03:02.000 --> 00:03:06.000]  祂也有能力起死回生
[00:03:06.000 --> 00:03:09.000]  使耶穌基督從死裡復活
[00:03:09.000 --> 00:03:14.000]  成為基督教信仰最重要的特色
[00:03:14.000 --> 00:03:18.000]  任何其他宗教教主都是死了
[00:03:18.000 --> 00:03:23.000]  為了耶穌基督是死過又復活
[00:03:23.000 --> 00:03:27.000]  讓我們可以相信祂所講的一切道理
[00:03:27.000 --> 00:03:29.000]  包括祂曾經說過
[00:03:29.000 --> 00:03:33.000]  復活在我,生命也在我
[00:03:33.000 --> 00:03:36.000]  信我的人雖然死了
[00:03:36.000 --> 00:03:38.000]  也必復活
[00:03:38.000 --> 00:03:42.000]  凡活著信我的人必永遠不死
[00:03:42.000 --> 00:03:45.000]  這句是記載在約翰福音
[00:03:45.000 --> 00:03:49.000]  十一章二十五至二十六節
[00:03:49.000 --> 00:03:53.000]  我們知道基督徒都會病都會死
[00:03:53.000 --> 00:03:56.000]  主耶穌講的永遠不死的意思
[00:03:56.000 --> 00:03:58.000]  是講靈魂的生命
[00:03:58.000 --> 00:04:00.000]  那個就是永生
[00:04:00.000 --> 00:04:04.000]  但我們要明白永生不是從人死後才開始
[00:04:04.000 --> 00:04:07.000]  而是從認識接受主耶穌
[00:04:07.000 --> 00:04:12.000]  和祂建立了一個關係之後就開始
[00:04:12.000 --> 00:04:16.000]  耶穌在祂禱告的時候曾經這樣說過
[00:04:16.000 --> 00:04:19.000]  約翰福音十七章三節
[00:04:19.000 --> 00:04:22.000]  認識你獨一的真實
[00:04:22.000 --> 00:04:27.000]  並且認識你所猜來的耶穌基督
[00:04:27.000 --> 00:04:32.000]  這就是永生
[00:04:32.000 --> 00:04:35.000]  今天我們從馬可福音最後一章經文
[00:04:35.000 --> 00:04:40.000]  重溫一下主耶穌基督復活的證據
[00:04:40.000 --> 00:04:45.000]  和思想這件歷史事實帶來的意義
[00:04:45.000 --> 00:04:48.000]  有關耶穌的復活
[00:04:48.000 --> 00:04:52.000]  最重要的證據之一就是空墳墓
[00:04:52.000 --> 00:04:57.000]  這是我們截至今天仍然有的物證
[00:04:57.000 --> 00:05:00.000]  在今天的經文中告訴我們
[00:05:00.000 --> 00:05:03.000]  有三位婦女在星期日的清晨
[00:05:03.000 --> 00:05:06.000]  去埋葬耶穌的墳墓
[00:05:06.000 --> 00:05:12.000]  有天使已經把擋住墳墓門口的大石滾開了
[00:05:12.000 --> 00:05:17.000]  還有一位天使邀請他們進來看看
[00:05:17.000 --> 00:05:19.000]  安放耶穌廝守的地方
[00:05:19.000 --> 00:05:23.000]  空墳墓真是上帝為我們設計的
[00:05:23.000 --> 00:05:26.000]  一個非常重要的證據
[00:05:26.000 --> 00:05:32.000]  留下來幫助我們建立對耶穌基督復活的信心
[00:05:32.000 --> 00:05:36.000]  讓我們詳細思考一下
[00:05:36.000 --> 00:05:39.000]  前天受難節的時候
[00:05:39.000 --> 00:05:42.000]  張傳道已經從馬可福音第十五章
[00:05:42.000 --> 00:05:47.000]  講了有關耶穌被釘十字架和埋葬的事
[00:05:47.000 --> 00:05:49.000]  讓我先簡單講一講
[00:05:49.000 --> 00:05:52.000]  有關十字架的刑罰
[00:05:52.000 --> 00:05:56.000]  一般來說被釘十字架的人
[00:05:56.000 --> 00:06:01.000]  都是犯了嚴重罪行的罪犯
[00:06:01.000 --> 00:06:06.000]  而十字架的刑罰其中一個重要目的
[00:06:06.000 --> 00:06:09.000]  是要羞辱那位囚犯
[00:06:09.000 --> 00:06:12.000]  以致可以發生一個阻嚇作用
[00:06:12.000 --> 00:06:18.000]  使那些人害怕被釘十字架而不敢犯罪
[00:06:18.000 --> 00:06:21.000]  因此犯人死了之後
[00:06:21.000 --> 00:06:25.000]  一般來說屍體是會被留在十字架上
[00:06:25.000 --> 00:06:28.000]  不會那麼快拿下來的
[00:06:28.000 --> 00:06:30.000]  大概如果沒有特權許可
[00:06:30.000 --> 00:06:34.000]  沒有人可以就去把屍體拿下來
