
[00:00:00.000 --> 00:00:03.000]  我們來到第八章了
[00:00:03.000 --> 00:00:05.000]  有個故事說
[00:00:05.000 --> 00:00:07.000]  有個小男孩啊
[00:00:07.000 --> 00:00:10.000]  他去參加主的這個回來
[00:00:10.000 --> 00:00:13.000]  那麼就跟他的媽媽說
[00:00:13.000 --> 00:00:15.000]  他說我們來了一個
[00:00:15.000 --> 00:00:18.000]  來了一位新的教師
[00:00:18.000 --> 00:00:22.000]  他是這個耶穌的祖母
[00:00:22.000 --> 00:00:24.000]  那麼他就
[00:00:24.000 --> 00:00:26.000]  他說他一直給我們講
[00:00:26.000 --> 00:00:29.000]  給我們看這個耶穌的畫片
[00:00:29.000 --> 00:00:33.000]  那麼講他的故事
[00:00:33.000 --> 00:00:34.000]  那麼這個說的
[00:00:34.000 --> 00:00:37.000]  他就在主學所學到的
[00:00:37.000 --> 00:00:39.000]  說這個教師一定是
[00:00:39.000 --> 00:00:41.000]  耶穌的祖母了
[00:00:41.000 --> 00:00:42.000]  講他的
[00:00:42.000 --> 00:00:44.000]  耶穌小的時候
[00:00:44.000 --> 00:00:46.000]  大的時候的畫片
[00:00:46.000 --> 00:00:49.000]  又是給講他的故事
[00:00:49.000 --> 00:00:50.000]  那這個呢
[00:00:50.000 --> 00:00:53.000]  就是西伯來書講的
[00:00:53.000 --> 00:00:54.000]  西伯來書就是講
[00:00:54.000 --> 00:00:57.000]  主耶穌基督的事情
[00:00:57.000 --> 00:01:00.000]  從他降生
[00:01:00.000 --> 00:01:02.000]  一直他福禍昇天
[00:01:02.000 --> 00:01:06.000]  一直等最後他到榮耀裏頭
[00:01:06.000 --> 00:01:08.000]  那麼這個
[00:01:08.000 --> 00:01:09.000]  這封西伯來書呢
[00:01:09.000 --> 00:01:11.000]  就是寫信給
[00:01:11.000 --> 00:01:14.000]  當時受逼迫
[00:01:14.000 --> 00:01:16.000]  而且心裏有點
[00:01:16.000 --> 00:01:20.000]  灰心冷淡的基督徒
[00:01:20.000 --> 00:01:22.000]  鼓勵他們不要退後
[00:01:22.000 --> 00:01:24.000]  要堅持下去
[00:01:24.000 --> 00:01:28.000]  在信心裏頭一直往前
[00:01:28.000 --> 00:01:32.000]  最重要的就是要認識基督
[00:01:32.000 --> 00:01:35.000]  而且特別他講到
[00:01:35.000 --> 00:01:38.000]  現在基督是坐在天上
[00:01:38.000 --> 00:01:40.000]  自大者的右邊
[00:01:40.000 --> 00:01:43.000]  他是這樣的坐大基石
[00:01:43.000 --> 00:01:44.000]  所以這就是西伯來書
[00:01:44.000 --> 00:01:47.000]  所要給我們更多看見
[00:01:47.000 --> 00:01:49.000]  他不僅僅是因爲
[00:01:49.000 --> 00:01:53.000]  在實際上爲我們流血犧牲
[00:01:53.000 --> 00:01:55.000]  贖我們的罪的耶穌
[00:01:55.000 --> 00:01:58.000]  他更是坐在天上
[00:01:58.000 --> 00:02:01.000]  坐在天上神的右邊
[00:02:01.000 --> 00:02:04.000]  坐大基石的這位耶穌
[00:02:04.000 --> 00:02:07.000]  我們要這樣的來認識耶穌的話
[00:02:07.000 --> 00:02:10.000]  對我們這個生命
[00:02:10.000 --> 00:02:13.000]  有非常重要的關係
[00:02:13.000 --> 00:02:15.000]  那我們就是
[00:02:15.000 --> 00:02:18.000]  從第一章到第七章
[00:02:18.000 --> 00:02:19.000]  這七章呢
[00:02:19.000 --> 00:02:23.000]  一是講到耶穌的本人
[00:02:23.000 --> 00:02:25.000]  講到祂的本人
[00:02:25.000 --> 00:02:26.000]  第一章呢
[00:02:26.000 --> 00:02:29.000]  是講到祂是真神
[00:02:29.000 --> 00:02:31.000]  祂比先知
[00:02:31.000 --> 00:02:34.000]  比天使更爲高貴
[00:02:34.000 --> 00:02:35.000]  第二章呢
[00:02:35.000 --> 00:02:37.000]  講到祂是真人
[00:02:37.000 --> 00:02:39.000]  第三章到第四章呢
[00:02:39.000 --> 00:02:42.000]  講到祂的信使
[00:02:42.000 --> 00:02:43.000]  祂是信使的
[00:02:43.000 --> 00:02:45.000]  祂不改變的
[00:02:45.000 --> 00:02:46.000]  所以要依靠祂
[00:02:46.000 --> 00:02:48.000]  要相信祂
[00:02:48.000 --> 00:02:50.000]  第五章第六章講到
[00:02:50.000 --> 00:02:51.000]  這位耶穌呢
[00:02:51.000 --> 00:02:54.000]  是滿有原因的
[00:02:54.000 --> 00:02:56.000]  那麼第七章就講到
[00:02:56.000 --> 00:02:58.000]  耶穌是沒有罪的
[00:02:58.000 --> 00:03:00.000]  祂是永遠的
[00:03:00.000 --> 00:03:03.000]  祂是神的兒子
[00:03:03.000 --> 00:03:04.000]  所以這七章呢
[00:03:04.000 --> 00:03:07.000]  就講到耶穌的本人
[00:03:07.000 --> 00:03:08.000]  祂的自己
[00:03:08.000 --> 00:03:11.000]  祂的性格
[00:03:11.000 --> 00:03:13.000]  那麼到第八章開始呢
[00:03:13.000 --> 00:03:15.000]  就要開始講
[00:03:15.000 --> 00:03:18.000]  耶穌的職任
[00:03:18.000 --> 00:03:19.000]  祂的職務
[00:03:19.000 --> 00:03:21.000]  就是祂的工作
[00:03:21.000 --> 00:03:22.000]  祂做什麼
[00:03:22.000 --> 00:03:23.000]  祂的本人
[00:03:23.000 --> 00:03:24.000]  我們看完了
[00:03:24.000 --> 00:03:26.000]  那麼現在要給我們看到
[00:03:26.000 --> 00:03:29.000]  祂做的工作
[00:03:29.000 --> 00:03:33.000]  那麼這個是非常重要的
[00:03:33.000 --> 00:03:35.000]  因爲在第七章就說到
[00:03:35.000 --> 00:03:38.000]  第七章最後就說到
[00:03:38.000 --> 00:03:39.000]  二十六節說
[00:03:39.000 --> 00:03:42.000]  像這樣聖潔無邪惡
[00:03:42.000 --> 00:03:44.000]  無玷污遠離罪人
[00:03:44.000 --> 00:03:46.000]  高過諸天的大祭司
[00:03:46.000 --> 00:03:49.000]  原是與我們合議的
[00:03:49.000 --> 00:03:52.000]  講到這位大祭司
[00:03:52.000 --> 00:03:53.000]  跟我們合議
[00:03:53.000 --> 00:03:54.000]  合議的意思就是
[00:03:54.000 --> 00:03:59.000]  對我們是很合適的
[00:03:59.000 --> 00:04:01.000]  所以到第八章開始呢
[00:04:01.000 --> 00:04:03.000]  就要講到耶穌
[00:04:03.000 --> 00:04:04.000]  祂所做的
[00:04:04.000 --> 00:04:07.000]  就是祂的職事
