
[00:00:00.000 --> 00:00:02.600]  今日同大家分享嘅呢個主題
[00:00:02.600 --> 00:00:05.100]  叫做齊立志使人得福
[00:00:05.100 --> 00:00:08.000]  就係我哋思想到神對阿伯蘭嘅呼召
[00:00:08.000 --> 00:00:10.400]  你睇到個封面你諗到乜嘢呢
[00:00:10.400 --> 00:00:11.900]  你可能諗到新春
[00:00:11.900 --> 00:00:14.900]  因為新春呢就係一個朝氣勃勃嘅日子
[00:00:14.900 --> 00:00:18.300]  咁但係創世紀一個新嘅開始
[00:00:18.300 --> 00:00:19.500]  就係我哋睇到
[00:00:19.500 --> 00:00:22.600]  雖然人類不斷不斷咁樣叛逆神
[00:00:22.600 --> 00:00:25.000]  但係神仍然對人不離不棄
[00:00:25.000 --> 00:00:28.400]  佢今次係要選擇一個人叫做阿伯蘭
[00:00:28.400 --> 00:00:32.000]  藉住佢嘅生命祝福整個嘅世界
[00:00:32.000 --> 00:00:34.700]  其實呢個亦都似我哋基督徒嘅身份
[00:00:34.700 --> 00:00:36.800]  因為我哋每一個基督徒在世
[00:00:36.800 --> 00:00:39.200]  重點就係要藉住我哋嘅生命
[00:00:39.200 --> 00:00:40.500]  祝福呢個世代
[00:00:40.500 --> 00:00:42.300]  祝福身邊周圍嘅人
[00:00:42.300 --> 00:00:45.800]  神要引導我哋嘅生命去祝福其他嘅人
[00:00:45.800 --> 00:00:49.900]  以至佢哋同樣能夠成為神施恩嘅出口
[00:00:49.900 --> 00:00:52.500]  我唔知你會唔會覺得
[00:00:52.500 --> 00:00:56.600]  求主賜福畀你係咪一件好嘅禱告
[00:00:56.600 --> 00:00:58.900]  我深信呢個係一個好嘅禱告
[00:00:58.900 --> 00:01:00.200]  嘅前提就係
[00:01:00.200 --> 00:01:01.700]  神賜福畀我哋
[00:01:01.700 --> 00:01:06.000]  就讓我哋可以將呢種嘅福氣與人分享
[00:01:06.000 --> 00:01:08.900]  其實我哋就係成為神施恩嘅器皿
[00:01:08.900 --> 00:01:12.000]  神手裏面嘅工作
[00:01:12.000 --> 00:01:14.000]  我唔知大家有冇聽培靈會
[00:01:14.000 --> 00:01:16.200]  我如果聽祖堂嘅時候
[00:01:16.200 --> 00:01:18.000]  麥漢芬牧師曾經提過
[00:01:18.000 --> 00:01:19.700]  唔知嗰堂你哋有冇聽
[00:01:19.700 --> 00:01:25.000]  佢就話當佢解釋咗呢個福氣嘅意思嘅時候
[00:01:25.000 --> 00:01:27.600]  有好多弟兄姊妹灑手兼領頭
[00:01:27.600 --> 00:01:29.600]  我唔要呢個福氣
[00:01:29.600 --> 00:01:30.300]  因為點解呢
[00:01:30.300 --> 00:01:32.200]  可能佢哋有個諗法就係話
[00:01:32.200 --> 00:01:33.900]  原來神賜福畀我哋
[00:01:33.900 --> 00:01:37.100]  要將我哋呢啲福氣同人分享
[00:01:37.100 --> 00:01:39.800]  咁而且喺呢個賜福嘅過程裏面
[00:01:39.800 --> 00:01:44.000]  人係要附上嗰個信心同埋代價
[00:01:44.000 --> 00:01:47.100]  去行出神對人嘅應許
[00:01:47.100 --> 00:01:48.700]  咁所以有啲人就覺得
[00:01:48.700 --> 00:01:50.500]  就算有啲基督徒都覺得
[00:01:50.500 --> 00:01:53.100]  可能真係太辛苦
[00:01:53.100 --> 00:01:55.000]  我哋要成為一個祝福人嘅器皿
[00:01:55.000 --> 00:01:56.300]  原來喺呢個過程裏面
[00:01:56.300 --> 00:02:00.000]  我哋都要付出好大嘅代價
[00:02:00.000 --> 00:02:02.500]  但係我今日好想藉住阿伯蘭嘅經歷
[00:02:02.500 --> 00:02:04.000]  鼓勵大家
[00:02:04.000 --> 00:02:06.800]  因為我哋今日已經係神嘅兒女
[00:02:06.800 --> 00:02:08.000]  我深信一樣嘢
[00:02:08.000 --> 00:02:12.200]  神嘅兒女一定係有一種嘅期盼
[00:02:12.200 --> 00:02:14.400]  就係願意我哋活出嚟嘅生命
[00:02:14.400 --> 00:02:16.800]  同呢個世界嘅人不一樣
[00:02:16.800 --> 00:02:18.500]  世界嘅人就話畀我哋聽
[00:02:18.500 --> 00:02:20.100]  我哋要明哲保身
[00:02:20.100 --> 00:02:21.700]  世界嘅人就話畀我哋聽
[00:02:21.700 --> 00:02:27.000]  我哋要好好嘅為自己去享受
[00:02:27.000 --> 00:02:28.100]  但係我哋深信
[00:02:28.100 --> 00:02:30.000]  我哋唔係話我哋唔享受
[00:02:30.000 --> 00:02:31.300]  而係話我哋深信
[00:02:31.300 --> 00:02:33.800]  神先透過賜福畀我哋
[00:02:33.800 --> 00:02:35.100]  我哋亦都好樂意
[00:02:35.100 --> 00:02:36.800]  將神呢一份嘅福氣
[00:02:36.800 --> 00:02:40.200]  去賜予畀我哋身邊周圍嘅人
[00:02:40.200 --> 00:02:43.800]  有時好多嘢我哋都忽略咗
[00:02:43.800 --> 00:02:45.200]  其實喺教會裏面
[00:02:45.200 --> 00:02:47.400]  或者喺我哋基督徒嘅群體裏面
[00:02:47.400 --> 00:02:48.800]  最重要嘅一樣嘢
[00:02:48.800 --> 00:02:50.800]  係點樣能夠賜福畀人呢
[00:02:50.800 --> 00:02:52.500]  就係透過我哋嘅生命
[00:02:52.500 --> 00:02:54.500]  將耶穌基督寶貴嘅福音
[00:02:54.500 --> 00:02:58.100]  耶穌基督為我哋所作嘅同人分享
[00:02:58.100 --> 00:03:01.700]  但係好現實嘅問題就係
[00:03:01.700 --> 00:03:04.400]  唔係每一個人嘅口才都咁好
[00:03:04.400 --> 00:03:06.700]  唔係每一個人都係目者傳道
[00:03:06.700 --> 00:03:08.600]  唔係每一個人都能夠
[00:03:08.600 --> 00:03:09.700]  好有效嘅
[00:03:09.700 --> 00:03:12.700]  好有力嘅將福音傳開
[00:03:12.700 --> 00:03:14.400]  但係我哋又思想到
[00:03:14.400 --> 00:03:15.900]  當我哋成為一個別人
[00:03:15.900 --> 00:03:17.500]  福氣嘅出口嘅時候
[00:03:17.500 --> 00:03:20.900]  唔一定係用我哋嘅口講
[00:03:20.900 --> 00:03:23.700]  神亦都能夠透過我哋嘅行為
[00:03:23.700 --> 00:03:25.400]  透過我哋嘅生命
[00:03:25.400 --> 00:03:29.300]  透過我哋對人嘅關注
[00:03:29.300 --> 00:03:31.200]  所以我今日呢個訊息
[00:03:31.200 --> 00:03:33.800]  係要鼓勵眾弟兄姊妹
[00:03:33.800 --> 00:03:36.500]  當然上個月夏令會當中
[00:03:36.500 --> 00:03:39.800]  26位回應宣教嘅呼召嘅弟兄姊妹
[00:03:39.800 --> 00:03:42.200]  亦都係我心裏面掛念嘅
[00:03:42.200 --> 00:03:45.000]  因為無論作為佢哋個人或者教會
[00:03:45.000 --> 00:03:48.500]  我哋都要重視神對每一個跟隨嘅人
[00:03:48.500 --> 00:03:50.800]  有一個終極嘅心意
[00:03:50.800 --> 00:03:52.200]  終極嘅心意就係
[00:03:52.200 --> 00:03:55.400]  神透過你同我使別人得福
[00:03:55.400 --> 00:03:57.200]  神要直引導我哋嘅生命
[00:03:57.200 --> 00:03:58.700]  去祝福其他人
[00:03:58.700 --> 00:04:04.200]  以致佢哋同樣成為神施恩嘅出口
[00:04:04.200 --> 00:04:06.400]  第十二章嘅聖經一開始
[00:04:06.400 --> 00:04:10.000]  就講述第十代阿伯蘭嘅生平
[00:04:10.000 --> 00:04:11.700]  從佢所出嘅後代
[00:04:11.700 --> 00:04:14.000]  將會成為一個新嘅群體
